ve	та
enstitü	установа
enstitü	інститут
enstitü	установи
anal	анальний
haz	ласки
haz	задоволенням
haz	задоволення
aylar	місяці
aylar	місяцями
aylar	місяців
aylar	супутники
ocean	океан
tahminen	імовірно
bildiri	декларація
bildiri	оголошення
mao	мао
lokomotiv	локомотив
doi	doi
çizgiler	лінії
çizgiler	рядками
çizgiler	рядків
çizgiler	лініями
çizgiler	рядки
çizgiler	смужки
çizgiler	смуги
mülkiyet	властивості
mülkiyet	властивість
mülkiyet	майна
mülkiyet	власність
mülkiyet	майно
mülkiyet	власники
mülkiyet	належність
mülkiyet	власник
mülkiyet	власність
hyundai	hyundai
tramvay	трамвай
tramvay	трамваї
tramvay	general
ithal	імпортовано
ithal	імпортовані
ithal	імпорт
ithal	імпорт
monako	монако
seçeneği	варіант
seçeneği	пункт
seçeneği	параметр
romanlar	roma
romanlar	роми
romanlar	рома
romanlar	романів
romanlar	романи
iafd	iafd
scooby	скубі
tedarik	постачання
tedarik	надати
tedarik	постачання
tedarik	закупівлю
tedarik	закупівлі
şiddeti	насилля
şiddeti	насильство
şiddeti	важливість
luna	луна
faiz	відсотки
faiz	зацікавлення
faiz	відсоткова
faiz	інтерес
faiz	вигода
çalışanları	співробітників
çalışanları	працівників
çalışanları	працівники
çalışanları	службовців
namibya	намібія
liège	льєж
vie	ві
survivor	survivor
mon	мон
mon	mon
döviz	валюта
döviz	валюту
döviz	валюти
döviz	forex
döviz	обмін
şer	зла
şer	злом
şer	evil
şer	зло
yakalanan	зловили
yakalanan	спіймав
yakalanan	полон
yakalanan	спіймав
yakalanan	захопили
yakalanan	захоплені
çikolata	цукерок
çikolata	шоколад
kenarları	краї
kayıpları	втрат
kayıpları	збитки
kayıpları	програш
yap	make
yap	зробити
balta	осі
balta	сокира
izi	друк
izi	надрукувати
izi	друкувати
wang	ван
ortası	середня
ortası	посередині
ortası	середньої
ortası	середина
ortası	середній
ortası	середина
ortası	середини
vakum	вакуум
mainz	mainz
minogue	міноуг
jeanne	іванна
jeanne	джоан
jeanne	жанна
içeriğe	контент
içeriğe	вміст
içeriğe	зміст
içeriğe	матеріали
rütbe	звання
rütbe	вартості
dürüst	відвертий
dürüst	чесне
dürüst	чесна
dürüst	чесний
dürüst	щире
giorgio	джорджо
stan	стан
stan	стен
nuh	ной
nuh	ноя
pilav	рис
pilav	рису
vida	плювати
vida	віда
vida	vida
vida	грається
andrey	андрій
andrey	кириченко
montpellier	монпельє
mediawiki	mediawiki
böcekler	комах
böcekler	комахи
böcekler	жуків
böcekler	вад
böcekler	вади
elliott	еліот
unsurlar	елементи
geleceğin	майбутнє
şapka	капелюхи
şapka	шапочки
şapka	шапка
şapka	кап
şapka	шапка
şapka	капелюх
maine	мен
hapishane	тюрмах
hapishane	тюрму
hapishane	ґрати
hapishane	тюрма
hapishane	тюрми
yakınlığı	близькості
karakol	станція
karakol	станції
karakol	вокзал
karakol	форпост
enlem	широта
lastik	гумові
lastik	шини
lastik	шина
lastik	колесо
encyclopædia	encyclopædia
nickelodeon	nickelodeon
chen	чен
chen	чень
unutulmaz	незабутні
unutulmaz	незабутній
korosu	хор
korosu	приспів
korosu	шевченка
lily	лілі
lily	лілія
limit	границі
limit	межі
limit	обмеження
limit	ліміт
limit	межа
limit	обмежити
limit	обмеження
private	приватні
private	приватна
private	особисте
private	приватний
namaz	молитву
namaz	молитви
namaz	молитва
bor	бор
ileriye	переслати
ileriye	вперед
ileriye	пересилання
ileriye	вперед
ileriye	уперед
hisse	акція
hisse	капітал
cin	джин
cin	наливайка
anıları	мемуари
şimdilerde	сучасних
kılıçbalığı	swordfish
alejandro	алехандро
bela	біді
bela	біда
bela	бела
lancaster	ланкастер
dizini	каталог
dizini	тека
çarşı	алея
çarşı	базар
gabon	габону
javier	javier
teorileri	теорії
kesilir	обрізаний
istasyonları	станції
diyalog	діалог
diyalog	діалог
hood	гуд
hood	худ
hood	капот
tufan	повінь
tufan	потопу
tufan	потоп
seçtiği	вибирає
seçtiği	обирає
aramak	дзвонить
aramak	покликання
aramak	викликає
aramak	звертаюсь
simetri	симетрія
val	вал
val	валь
kapitalist	спалахнув
becker	беккер
torpido	торпедо
mülk	властивості
mülk	властивість
mülk	майна
mülk	власність
mülk	майно
yenilik	нововведення
yenilik	інновації
örtülü	розібралися
örtülü	покрита
saldıran	утруднення
ikram	трактує
ikram	ставиться
ebeveyn	батьки
ebeveyn	батьківські
ebeveyn	батьки
ebeveyn	батьківського
ebeveyn	батьківський
ebeveyn	батьківська
ashley	ешлі
locke	лок
levha	аркуш
levha	плита
levha	тарілка
avcılık	полювання
bear	ведмідь
bear	ведмедик
adımlar	кроків
adımlar	кроки
darkgrey	darkgrey
rita	ріта
damla	крапля
damla	викинути
damla	скинути
damla	кинути
damla	краплі
damla	кульки
hazırlandı	підготувала
hazırlandı	суспільно
hazırlandı	підготовлено
hazırlandı	підготував
belle	бель
keşke	бажання
keşke	бажаю
söyle	say
söyle	скажуть
söyle	кажу
söyle	сказати
söyle	кажеш
söyle	скажи
söyle	розказати
söyle	розкажіть
söyle	розкажу
söyle	розкажи
bohr	бора
bohr	бор
asır	ст
asır	століття
asır	century
anarşist	панком
southampton	саутгемптон
percy	персі
düzenler	колажі
düzenler	компонування
düzenler	розкладки
reformu	реформи
reformu	реформа
pusu	засідку
ruhani	духовні
santo	санто
yüzünü	обличчя
yüzünü	обличчям
yüzünü	face
yürüdü	йшли
yürüdü	йшов
athena	афіна
gsm	gsm
beck	бек
statü	стан
statü	статус
statü	стану
statü	статусі
gözlemler	спостереження
gözlemler	спостережень
ultra	ультра
ultra	ultra
zone	зона
münchen	münchen
mistik	загадкові
mistik	mystic
mistik	містик
sagan	саган
beethoven	бетховен
milliyetçilik	націоналізм
wonder	цікаво
tsk	xxxx
evre	етапу
evre	фаза
evre	фазу
evre	фази
evre	етапів
evre	фази
katman	шари
katman	шарів
katman	шаром
katman	шар
vitamini	вітамін
sultanlığı	султанат
kelt	кельт
kelt	кельтські
lars	ларс
oturdu	сб
oturdu	сидячи
oturdu	сіли
oturdu	сидів
oturdu	sat
atlar	коней
atlar	коні
zehir	venom
zehir	шлаки
zehir	отрути
zehir	отруту
zehir	отрута
humboldt	гумбольдт
kıymetli	дорогоцінний
kıymetli	дорогоцінні
eight	вісім
küfür	лайку
küfür	матюки
küfür	лайка
izlemek	дивиться
izlemek	дивитися
izlemek	дивлюсь
süslü	вишукана
süslü	вишуканий
süslü	ornatus
çalar	грає
çalar	відтворює
çalar	краде
ataları	пращурів
tabanca	пістолети
tabanca	пістолет
tabanca	рушниця
tabanca	гармата
tabanca	пістолет
tabanca	револьвер
aba	аба
togo	того
gran	гран
uranyum	урану
destiny	доля
montgomery	монтгомері
fiili	дієслово
barut	пороху
barut	порох
barut	порошку
barut	опіків
stüdyoları	studios
ziyaretçi	гостю
ziyaretçi	гість
ziyaretçi	відвідувач
ziyaretçi	відвідувачі
ziyaretçi	відвідувачів
ziyaretçi	відвідувачі
baptiste	батіст
baptiste	батист
çukur	ями
çukur	лунка
çukur	дірка
çukur	діра
çukur	глибині
çukur	ямі
federico	федеріко
içeriyor	містить
içeriyor	містяться
içeriyor	містити
içeriyor	містить
içeriyor	міститься
içeriyor	містять
chandler	чендлер
riga	рига
riga	риги
candan	щиро
candan	щира
candan	парафіяльному
kusursuz	perfect
kusursuz	ідеально
kusursuz	ідеальні
kusursuz	ідеальне
kusursuz	ідеальна
kusursuz	досконало
kusursuz	бездоганний
ekonomist	economist
aydınlanma	освітленості
aydınlanma	просвіти
aydınlanma	пізнання
çalışıyorum	робота
çalışıyorum	робочий
tiran	тирана
tiran	тиран
aek	aek
patricia	патриція
anlaşıldı	зрозуміла
anlaşıldı	зрозуміло
anlaşıldı	зрозуміли
dunlop	данлоп
jong	чен
başlatan	ініціатор
ark	арк
ark	дуга
ark	ark
ark	ковчег
rodrigo	родріго
davies	девіс
bağış	донор
bağış	донора
bağış	донором
bağış	пожертва
bağış	пожертву
bağış	пожертвувати
bağış	пожертви
bağış	вклад
bağış	внесок
toto	totò
toto	тото
fon	фінансування
fon	фонди
fon	коштів
fon	фонд
fon	фонду
fon	фон
olga	ольга
baktım	подивився
baktım	глянув
zar	кості
zar	кістку
zar	мембрана
sponsor	спонсором
sponsor	спонсор
sponsor	спонсора
sponsor	заплатила
sponsor	спонсори
günaydın	morning
günaydın	ранку
günaydın	ранок
günaydın	утро
wta	wta
notre	нотр
luther	лютер
lihtenştayn	ліхтенштейн
plaj	пляжний
plaj	біч
plaj	пляж
nebraska	небраска
yansıma	відбиття
vera	віра
vera	вера
şaka	жарт
şaka	коника
şaka	жарт
şaka	жартує
şaka	жарти
orion	оріон
casus	шпигун
casus	шпигуни
adamlar	чоловіки
irene	ірен
tenerife	тенеріфе
kurtulan	survivors
kurtulan	вижили
kurtulan	survivor
şaman	shaman
idris	ідріс
allmusic	allmusic
singer	співак
singer	співачка
singer	співака
pontus	понтус
fantezi	fantasy
fantezi	фантазія
newman	ньюман
katmanı	шаром
katmanı	шар
karlı	сніг
karlı	сніжна
ağları	мережах
ağları	спільноти
ağları	мережі
ağları	мереж
tebrik	привітати
tebrik	привітання
dokusu	текстура
dokusu	текстури
hidrolik	гідравліка
hidrolik	гідравлічний
gövdesi	тулуб
menteşe	шарнір
müzisyenler	музикантів
müzisyenler	музиканти
reynolds	рейнольдс
müttefikler	союзники
müttefikler	союзників
sendai	сендай
kanatları	крила
çinko	цинку
mickey	міккі
canım	дорогою
canım	кохана
akrabaları	родичі
akrabaları	рідня
zen	дзен
preston	престон
manson	менсон
chang	чан
yasaktır	заборона
yasaktır	заборонено
yasaktır	заборонене
yasaktır	заборонений
yasaktır	заборонені
yasaktır	заборонено
avcılar	мисливці
avcılar	мисливець
avcılar	хижаків
avcılar	хижаки
merdiven	сходи
merdiven	драбина
merdiven	драбини
merdiven	сходи
felaket	трагічний
felaket	катастрофа
felaket	катастрофа
felaket	катастрофи
cardiff	кардіфф
lodge	ложа
annie	енні
geceler	ночі
geceler	ночей
geceler	ночі
geceler	ніч
kuyu	веллс
tercüman	перекладач
tercüman	інтерпретатор
dylan	ділан
yetkililer	влади
yetkililer	чиновники
yetkililer	чиновників
aletler	інструментів
aletler	інструментами
aletler	інструменти
aletler	засоби
tarayıcı	сканер
tarayıcı	сканера
tarayıcı	браузер
tarayıcı	навігатор
tarayıcı	переглядач
kafası	head
kafası	голова
kafası	голівка
konsept	поняття
konsept	концепція
sfondo	sfondo
bochum	бохум
guillaume	гійом
krasnodar	краснодар
doğuştan	народження
doğuştan	народився
doğuştan	борн
doğuştan	народилась
doğuştan	народилася
gaulle	голль
neptün	нептун
asa	аса
asa	паличка
asa	персонал
asa	штаб
amour	амур
école	еколь
olympia	олімпія
zambiya	замбії
elf	ця
elf	elf
elf	ельфи
sant	сант
ninja	ніндзя
feyenoord	феєнорд
als	als
barrett	barrett
alfredo	альфредо
coca	кока
yönleri	аспекти
yönleri	аспектів
yanan	палає
kullanıyor	користування
kullanıyor	використання
kullanıyor	використовує
kullanıyor	користується
kullanıyor	використання
kullanıyor	сходять
pisti	смугу
eklem	спільна
eklem	спільне
kaldırdı	знятий
kaldırdı	підняла
keyfi	довільний
keyfi	довільну
enrique	енріке
kabil	кабул
kabil	кейн
hikâyeler	історії
hikâyeler	публікації
hikâyeler	розповіді
neşe	радості
neşe	радість
kireç	lime
dişiler	самиць
andrews	ендрюс
tüketimi	споживання
rakipleri	суперників
rakipleri	суперниками
rakipleri	опонентами
rakipleri	суперників
rakipleri	суперники
asma	vine
hece	склад
hece	склади
hece	складів
hayırlı	блаженні
hayırlı	благословив
hayırlı	милостивий
hayırlı	blessed
düşme	падати
düşme	осінь
düşme	fall
düşme	падіння
oniki	дванадцять
kanunlar	законів
kanunlar	закони
sophia	софія
uzmanlar	фахівці
uzmanlar	експерти
uzmanlar	експертів
luc	люк
hükümdarlık	править
yurtiçi	домашніх
yurtiçi	домашня
portre	портрет
portre	книжкова
kanıtı	доказ
darius	даріус
genişlik	ширина
genişlik	ширину
genişlik	товщина
karpuz	диня
karpuz	кавуни
karpuz	кавун
karpuz	дині
enstrümantal	інструментальний
lira	ліра
mama	mama
mama	мама
mama	формула
basitçe	просто
wwf	wwf
palmer	палмер
sikke	монета
sikke	фішка
sikke	монету
hırsız	злодіїв
hırsız	злодії
hırsız	злодія
hırsız	злодій
hırsız	пограбувала
imalat	виробництва
imalat	продакшн
imalat	виробництво
imalat	продукція
imalat	виробництво
korunmuş	захищений
korunmuş	захищена
korunmuş	захищено
korunmuş	зберегла
korunmuş	зберігав
çayır	прері
çayır	лузі
çayır	луки
joy	радості
joy	радість
krallar	королі
beth	бет
doktorlar	документи
doktorlar	лікарів
doktorlar	лікарі
yün	шерсть
yün	вовна
cebir	алгебра
kenny	кенні
durdurmak	зупинка
konuşmalar	доповідей
konuşmalar	розмови
konuşmalar	бесіди
süpernova	supernova
süpernova	залишок
durmuş	зупинено
durmuş	зупинили
durmuş	зупинився
durmuş	зупинка
joachim	йоахім
güneşi	нд
güneşi	сонця
güneşi	сонцю
güneşi	sun
güneşi	сонце
diane	даян
yukon	юкон
imagesize	imagesize
pound	фунт
pound	кілограми
pound	фунтів
pound	фунти
mel	мел
arkeolog	археолог
nano	нано
kimyager	хімік
midilli	поні
harbor	бухта
harbor	бухті
harbor	гавань
büyülü	зачарована
büyülü	зачарований
büyülü	чарівна
büyülü	магія
büyülü	magic
büyülü	магічні
büyülü	чарівне
büyülü	магічне
kalıyor	залишається
kalıyor	залишаюся
kalıyor	перебуваючи
oval	овал
inka	інка
şaşırtıcı	вражає
şaşırtıcı	вражаюче
şaşırtıcı	дивовижно
şaşırtıcı	amazing
şaşırtıcı	неймовірний
şaşırtıcı	дивуватися
mallorca	mallorca
yoğurt	йогурт
teleskop	телескопа
teleskop	телескоп
teleskop	телескопів
coupe	кубок
coupe	coupe
olympiakos	олімпіакос
şekilli	формує
martha	марто
martha	марта
yahoo	yahoo
saatleri	годин
saatleri	години
saatleri	годинники
saatleri	годинники
saatleri	зацікавленість
saatleri	спостерігає
martínez	мартінес
loire	луар
harem	гарем
gerald	джеральд
sandal	сандалі
sandal	греблі
sandal	човен
bilet	квитки
bilet	квиток
bilet	квитків
çekiç	молоток
ortaklığı	партнерства
ortaklığı	партнерство
iata	iata
çizer	малює
çizer	ілюстратор
kant	кант
verin	віддам
verin	дайте
verin	надати
papua	папуа
nikaragua	нікарагуа
boca	бока
benzerlikler	подібності
benzerlikler	паралелі
benzerlikler	подібність
yenilikçi	прогресивна
yenilikçi	прогресивний
yenilikçi	прогресивні
yenilikçi	тривалий
yenilikçi	інноваційні
şebeke	сітку
şebeke	сітка
şebeke	сітки
şebeke	grid
şebeke	ґратка
pokémon	pokémon
kapadokya	каппадокія
irving	ірвінг
susuz	пити
etrüsk	етруська
badem	мигдаль
basamak	крок
basamak	кроком
basamak	кроків
basamak	кроки
scalemajor	scalemajor
salgın	епідемія
salgın	зараза
salgın	чума
salgın	пандемія
salgın	епідемія
tuğgeneral	бригадир
tüylü	волохатий
tüylü	пухнасті
tüylü	проблемним
tüylü	нечіткий
timothy	тимофія
timothy	тімоті
alta	альта
kyle	кайл
logan	логан
caf	каф
giysi	вбрання
giysi	одяг
yuki	юкі
woods	лісі
orton	ортон
yarıçap	радіус
tüketici	споживачів
tüketici	споживача
tüketici	споживачів
luca	лука
nash	неш
nash	рівновага
eşyalar	елементів
eşyalar	пункти
eşyalar	елементи
kaybolan	зникають
jenny	дженні
üstesinden	побороти
üstesinden	подолати
airways	airways
veba	зараза
veba	чума
sıla	сіла
terme	терме
volvo	volvo
kopyala	скопіюйте
kopyala	копіювання
kopyala	скопіювати
kopyala	копіювати
kopyala	копія
erdemli	праведний
erdemli	сміливим
fiber	fibre
fiber	волокна
schumacher	шумахер
cent	копійок
cent	цент
shakira	шакіра
indirildi	завантажено
bölünme	ділення
bölünme	дивізіон
bölünme	поділ
boşandı	розлучена
teşkilat	агенція
teşkilat	агентство
michelangelo	мікеланджело
engellenmiş	заблоковано
engellenmiş	заблокували
engellenmiş	заблоковані
qui	qui
örgütleri	організаціями
columbus	колумб
polisler	копи
polisler	поліцейські
polisler	поліцейських
ubuntu	ubuntu
dindar	релігійна
dindar	релігійні
nxt	nxt
pardus	pardus
kilogram	кілограми
kilogram	кілограмів
kilogram	грамів
kilogram	кілограм
yıkıcı	руйнівну
holden	голден
mans	ман
simge	символ
simge	ікона
simge	значок
savunmak	захищатися
savunmak	захищають
savunmak	захисти
savunmak	захищав
sokaklar	вулицям
sokaklar	вулиць
sokaklar	вуличками
sokaklar	вулицями
sokaklar	вулиці
julio	хуліо
kullanılamaz	недоступний
kullanılamaz	недоступні
kullanılamaz	недоступна
kullanılamaz	недоступне
kullanılamaz	непридатні
aktarma	видобування
ayrıntı	докладно
ayrıntı	детально
ayrıntı	подробиці
ayrıntı	детальні
ayrıntı	відомості
ayrıntı	подробиці
ayrıntı	деталі
montaj	зборів
montaj	збори
montaj	монтування
montaj	редагування
montaj	монтаж
montaj	встановлення
montaj	монтаж
öğretmenler	учителі
öğretmenler	вчителів
öğretmenler	вчителі
tarikat	культ
sul	sul
boşa	відходи
boşa	переводити
kibar	ніжний
kibar	добрі
kibar	вид
kibar	різновид
ressamlar	художників
detay	докладно
detay	детально
detay	подробиці
detay	детальні
detay	відомості
detay	подробиці
detay	деталі
konaklama	проживання
diyagramı	діаграма
kontrollü	керується
bratislava	братислава
yapıştır	вставлення
yapıştır	вставити
laurence	лоренс
koleksiyon	збірок
koleksiyon	колекції
koleksiyon	collection
koleksiyon	збірки
koleksiyon	колекція
koleksiyon	колекції
koleksiyon	collection
koleksiyon	збірка
koleksiyon	козачка
nedenler	причини
nedenler	причинами
nedenler	причини
yıkım	subversion
yıkım	знесення
yıkım	руйнування
yıkım	знищення
düş	сон
düş	dream
düş	мрія
tabiat	природа
tabiat	природня
bektaşi	аґрус
göksel	небесні
göksel	небесна
cansız	прийдешнє
tepeleri	пагорби
homojen	однорідна
eylemler	дії
performansları	виступів
dominique	домінік
planlar	креслень
planlar	плани
hannah	ганна
plato	платон
pera	пера
belirtileri	симптоми
timeaxis	timeaxis
falls	водоспад
monroe	монро
melo	мелу
belirtiler	симптоми
belirtiler	ознакою
verona	верона
cox	кокс
denemeler	спроб
denemeler	випробувань
denemeler	випробування
denemeler	спроб
denemeler	спроби
denemeler	твори
tamamlanması	завершення
tamamlanması	доповнення
mimarlar	архітекторів
mukaddes	святі
mukaddes	святе
mukaddes	свята
mukaddes	священні
mukaddes	святий
thor	тор
stadio	стадіо
övgü	ода
yamagata	ямаґата
albion	альбіон
trinidad	тринідад
bilmek	відмітили
bilmek	знаючи
bilmek	знати
isyancı	повстанська
isyancı	rebel
isyancı	повстанців
isyancı	повстанці
prizren	прізрен
bileşeni	компонент
bileşeni	компонента
aspx	aspx
birşey	щось
birşey	дещо
birşey	чимось
explorer	explorer
explorer	дослідник
kartları	карт
kartları	карти
kartları	карток
kartları	картки
kocaman	великі
kocaman	велике
kocaman	велика
kocaman	великий
kocaman	біг
kocaman	величезна
kocaman	величезний
kocaman	величезні
feodal	феодальна
açıklayıcı	тлумачний
açıklayıcı	зрозумілу
formatı	формат
formatı	форматування
tapu	вчинку
mobilya	меблі
bilerek	добровільно
haritalar	карти
haritalar	мапи
haritalar	картах
şunlar	ці
şunlar	ті
şunlar	тих
şunlar	тими
karşılaştırmalı	порівняльна
diz	коліно
diz	колінах
diz	суглоби
diz	коліна
değişimler	зміни
kilikya	кілікія
yassı	рівна
kulübe	будиночок
kulübe	хижі
kulübe	салоні
bohemya	bohemia
kingston	кінгстон
komiser	комісар
komiser	лейтенант
komiser	лейтенанта
usul	процесуальне
kumanda	контроль
kumanda	контрольна
kumanda	керування
kumanda	контролер
kumanda	регулятор
kumanda	віддалений
kumanda	пульт
kumanda	віддалене
kumanda	conn
çalınan	вкрадено
çalınan	вкрадені
çalınan	вкрали
yükselmiş	підвищеними
tadı	смак
tadı	світі
spielberg	спілберг
termodinamik	термодинаміка
nwa	nwa
mesajları	повідомлення
mesajları	повідомлень
reddedildi	засуджувала
reddedildi	відмовились
reddedildi	відмовилися
reddedildi	відхилено
reddedildi	відхилити
reddedildi	відкинуто
reddedildi	відмовив
reddedildi	відхилено
reddedildi	випускають
reddedildi	відмовлено
reddedildi	заборонено
etkilidir	ефективний
etkilidir	ефективна
etkilidir	ефективно
yeşim	jade
kâzım	джафар
tankları	танки
tankları	танків
iman	віра
iman	вірити
iman	повір
iman	вірю
iman	believe
iman	віримо
arkadaşım	другові
arkadaşım	другом
arkadaşım	друг
arkadaşım	подруга
arkadaşım	друга
gloria	глорія
yatakları	ліжок
yatakları	ліжка
tat	смак
tat	tat
elisabeth	єлизавета
farklılıkları	відмінностей
farklılıkları	відмінності
plaza	площа
plaza	plaza
plaza	плаза
sera	оранжерея
yukarda	вище
kula	кула
anglo	англ
anglo	англо
mani	mani
mani	mania
mani	манія
gelişi	прихід
gelişi	приїзд
gelişi	прибуття
konfederasyonlar	confederations
pratikte	практично
maceraları	пригоди
digimon	digimon
özü	суть
özü	сутність
özü	витягнути
özü	екстракт
ücretli	сплачено
ücretli	платне
matrix	матриця
matrix	матриці
fonksiyonel	функціональні
fonksiyonel	функціональна
rooney	руні
anten	вусиками
anten	антени
anten	антена
springfield	springfield
ruby	ruby
figür	фігура
taraflar	сутності
taraflar	боки
taraflar	сторони
taraflar	сторін
woody	вуді
kanarya	канарські
nijer	нігер
baskılar	послабило
baskılar	редакціях
neşeli	веселе
neşeli	веселі
neşeli	меррі
neşeli	веселого
neşeli	веселою
neşeli	радісного
neşeli	весела
neşeli	радісним
turları	тури
turları	турів
nota	зауваження
nota	примітки
nota	зауважте
nota	примітка
nota	нота
sapporo	саппоро
neon	neon
gerard	жерар
gerard	герард
hoffman	гоффман
kurbağa	жаба
kurbağa	ропуха
kurbağa	жаби
kurbağa	жаба
üçlemesi	трилогія
karayipler	caribbean
ördek	качки
ördek	качка
rubin	рубін
elit	еліта
kaybolur	зникає
kaybolur	зникне
elvis	елвіс
yargıç	суддя
yargıç	судді
yargıç	суддю
yargıç	магістрат
haven	haven
haven	гавань
kayma	непомітно
sınırsız	необмежена
sınırsız	безмежна
sınırsız	безмежного
sınırsız	нескінченно
sıfat	прикметник
montevideo	монтевідео
dikenli	колючий
dikenli	груба
simone	симона
simone	сімон
vigo	віго
müstakil	відокремленим
değiştirilebilir	зручних
değiştirilebilir	replaceable
kalıntısı	наднової
kalıntısı	залишки
hitchcock	гічкок
rfc	rfc
rfc	компроміси
richardson	річардсон
ash	попіл
ash	ash
ash	аш
ash	еш
kamboçya	камбоджі
yıldızlı	зоряне
yıldızlı	зірочкою
yıldızlı	зоря
yıldızlı	зірочки
yıldızlı	зоряні
yıldızlı	зірка
block	блокувати
block	блок
block	заблокувати
tescil	реєстрація
gayret	зусилля
akrabası	відносно
akrabası	відносна
akrabası	відносний
amanda	аманда
tamamiyle	цілком
tamamiyle	повністю
tamamiyle	повністю
viral	вірусний
georgi	георгій
georgi	георгій
çimen	газон
çimen	трава
çimen	трави
nesneleri	предмети
derisi	оболонка
derisi	шкіра
derisi	шкіри
superman	супермен
grev	страйк
damon	деймон
aleti	техніка
slovak	словацька
kumar	азарт
kumar	gamble
kumar	кумар
tavan	стелі
tavan	стеля
tavan	склепіннях
siteler	сайти
siteler	сайтів
siteler	юнеско
siteler	сайти
alın	чоло
alın	лоб
alın	візьму
alın	бери
alın	візьми
alın	взяти
alın	отримати
alın	get
plotarea	plotarea
mezarları	могили
boşanma	розлучення
kızgın	злий
kızgın	агресивний
kızgın	злість
kızgın	кричати
karışıklık	безлад
karışıklık	плутанини
gaius	гай
ergen	teen
ergen	підлітків
ergen	підлітка
ayrica	також
gündem	актуальні
gündem	популярні
gündem	популярне
gündem	актуальне
gündem	тенденції
bileşen	компонент
bileşen	компонента
bileşen	компоненти
bileşen	компонентів
conrad	конрад
havuz	басейн
minyatür	мініатюри
minyatür	мініатюра
rüşvet	хабарництво
rüşvet	хабара
rüşvet	хабарі
rüşvet	щеплення
rüşvet	хабар
vitamin	вітаміни
vitamin	вітамін
memeliler	ссавців
emilio	еміліо
freeman	фрімен
casa	каса
çiçekli	квіткові
çiçekli	краєвидом
çiçekli	дубліна
faraday	фарадея
glen	глен
zihin	mind
zihin	розум
önlem	профілактики
pierce	пірс
strange	дивний
strange	дивна
strange	дивним
strange	дивно
strange	дивні
amore	amore
kürk	хутрі
kürk	хутро
sab	саб
bacak	ніжки
bacak	ноги
bacak	ніжку
bacak	нога
bacak	нозі
bacak	ногу
sıradışı	надзвичайні
sıradışı	надзвичайна
sıradışı	незвичні
sıradışı	незвичайний
sıradışı	незвичайні
sıradışı	незвичний
verim	ефективність
souza	соуза
manevra	маневр
belirtilmiş	зазначені
belirtilmiş	вказано
belirtilmiş	вказана
belirtilmiş	зазначений
belirtilmiş	вказаний
mega	мега
ayçiçeği	соняшник
annem	мамо
annem	мама
muhafazakâr	консервативна
minare	мінарети
avı	аві
avı	avi
algılama	виявлення
algılama	сприйняття
antropoloji	антропологія
sıradaki	наступний
sıradaki	наступна
sıradaki	next
sıradaki	наступне
sıradaki	далі
natalia	наталя
natalia	наталія
abel	абель
çalışanlar	співробітників
çalışanlar	працівників
çalışanlar	працівники
çalışanlar	службовців
çalışanlar	персонал
çalışanlar	штаб
oto	автоматичні
oto	автоматичний
oto	авто
oto	автоматично
oto	oto
tasfiye	чистка
tasfiye	очистити
tasfiye	очищати
tasfiye	ліквідація
mozaik	мозаїка
christoph	крістоф
zhang	чжан
teknikler	методику
teknikler	експериментувати
teknikler	методики
avro	євро
yaratılmış	створено
yaratılmış	створені
yaratılmış	створене
yaratılmış	створена
nazlı	тендітна
walsh	волш
habib	хабіб
arc	арк
arc	дуга
çapa	якір
çapa	якорі
kurtuldu	збережені
kurtuldu	збережених
kurtuldu	збережено
kurtuldu	збережений
kurtuldu	врятований
eduard	едуард
kolaylık	легкості
kolaylık	простотою
kolaylık	легкість
kolaylık	зручності
histoire	histoire
ferguson	фергюсон
shannon	шеннон
mekanize	механізованої
selena	selena
seçenekleri	варіанти
seçenekleri	пункти
seçenekleri	опції
seçenekleri	параметри
fay	провина
fay	фей
fay	фе
rome	рим
itham	звинувачення
itham	звинувачення
itham	наклеп
teller	дроти
teller	теллер
teller	касир
süreçleri	процеси
süreçleri	процесів
ant	мурашка
ant	мурашки
ant	мурахи
ant	обітниця
ant	присягу
ant	присягнувся
yves	ів
parçacıkları	частки
parçacıkları	частинок
parçacıkları	частинки
parçacıkları	фрагменти
hangisi	какой
hangisi	який
hangisi	які
hangisi	яке
hangisi	яка
kesik	розріз
lotus	lotus
sentetik	synthetic
sentetik	синтезатор
amca	дядько
amca	дядечко
amca	дядя
brien	браєн
komşusu	сусід
komşusu	сусід
barton	бартон
guevara	гевара
arabesk	арабески
lancashire	ланкашир
vega	вега
muhabiri	кореспондент
alttaki	внизу
alttaki	знизу
yırtıcı	хижі
yırtıcı	хижак
doug	дуг
dee	ді
entelektüel	інтелектуальна
entelektüel	інтелектуальної
etkilendi	задіяні
etkilendi	ураження
fields	поля
sts	sts
louvre	лувр
irtifa	висота
beverly	беверлі
gösterge	патентів
gösterge	індикатор
volta	вольта
irc	irc
dinle	слухайте
dinle	прослухати
dinle	слухати
dinle	слухай
blair	блер
yürek	серце
arafat	арафат
middlesbrough	мідлсбро
başkaları	інших
başkaları	інші
başkaları	іншими
kaiserslautern	кайзерслаутерн
kampüs	університеті
selma	сельма
kafes	ґратка
kafes	клітку
kafes	клітка
kafes	клітки
kafes	кейдж
kafes	клітках
kafes	клітки
aleyhinde	проти
berber	перукар
berber	перукар
maraton	марафон
kleopatra	клеопатра
pérez	перес
