заслуговує	প্রাপ্য
ефективний	কার্যকর
ефективний	কার্যকরী
жаба	ব্যাঙ
жаба	ব্যাঙের
жаба	ব্যাঙ
араби	আরব
араби	আরবরা
обмежує	দেন
зайнято	ব্যস্ত
зайнято	দখল
позначки	বুলেট
позначки	ট্যাগ
позначки	লেবেল
позначки	টোকেন
позначки	ট্যাগিং
маски	মুখোশ
юридично	আইনগত
юридично	আইনত
юридично	আইনগতভাবে
атлетіко	অ্যাটলেটিকো
індійська	ইন্ডিয়ান
індійська	ভারতীয়
деколи	মাঝে
деколи	কখনো
точний	অবিকল
точний	যথার্থ
симфонічний	symphony
симфонічний	সিম্ফোনিক
фізіологія	physiology
континенті	মহাদেশ
габріель	জিবরাঈল
габріель	গ্যাব্রিয়েল
хороші	ভাল
хороші	ভালো
хороші	ভালোই
хороші	গুড
фокс	শেয়াল
фокс	শিয়াল
фокс	ফক্স
сертифікат	সার্টিফিকেট
антени	অ্যান্টেনা
озброєний	সশস্ত্র
нащо	কেনে
нащо	কেনো
нащо	কেন
кодів	কোডগুলি
вази	vasa
наварра	ন্যাভেরার
мухаммад	মুহাম্মদ
мухаммад	মুহাম্মাদ
складною	জটিল
легендарного	পৌরাণিক
легендарного	কিংবদন্তি
альто	অল্টো
тайвань	তাইওয়ান
кольорові	রঙ্গিন
зайнята	ব্যস্ত
цікавить	আগ্রহী
лінкольн	লিঙ্কন
лінкольн	লিংকন
підняли	উত্থাপিত
невада	নেভাডা
атом	অ্যাটম
атом	পরমাণু
страждає	ভোগে
метр	মিটার
мая	মায়া
мая	মায়ার
мая	মাজা
африканський	আফ্রিকান
хмара	মেঘ
зберегла	রাখা
діагностика	নির্ণয়
діагностика	নির্ণয়
африканська	আফ্রিকান
броди	ব্রডি
оцінок	স্কোরিং
оцінок	রেটিং
вимирання	বিলুপ্তি
вимирання	বিলুপ্ত
завантажити	ভার
завантажити	চাপ
завантажити	লোড
сальвадор	সালভাদোর
сальвадор	সালভাডোর
аст	ast
словників	অভিধান
спасіння	মুক্তি
спасіння	পরিত্রাণ
альп	আল্প
лиха	কষ
терміново	জরুরী
терміново	জরুরি
казино	ক্যাসিনো
прибутки	আয়
прибутки	ইনকাম
прибутки	লাভজনক
прибутки	লভ্যাংশ
прибутки	লাভ
хворі	অসুস্থ
базові	প্রাথমিক
схилу	ঢাল
едгар	এডগার
вивезли	তাড়িত
пустеля	মরুভূমি
саудівська	সৌদী
саудівська	সৌদি
настрій	মুড
настрій	মেজাজ
традиційними	প্রথাগত
традиційними	সনাতন
мить	moment
мить	মুহুর্ত
мить	মূহুর্ত
мить	মুহূর্ত
мить	মোমেন্ট
клаус	ক্লস
гостра	তীব্র
водорості	শৈবাল
діагноз	নির্ণয়
досвідчений	অভিজ্ঞ
кадр	ফ্রেম
кадр	কাঠামো
джулія	জুলিয়া
вплинути	প্রভাবিত
мінімальний	সর্বনিম্ন
парадокс	প্যারাডক্স
каганат	khaganate
просвіти	আলোকিত
поранені	আহত
мол	mol
догори	ঊর্ধ্বমুখী
духів	স্পিরিট
відмінні	ভিন্ন
відмінні	অন্যরকম
відмінні	বিভিন্ন
відмінні	আলাদা
євангелія	অ্যাডা
дарія	দরিয়া
приймається	প্রবক্তা
здобуває	পায়
операційна	অপারেটিং
операційна	operating
мавзолей	স্মৃতিসৌধ
гватемали	গুয়াতেমালা
твердий	কঠিন
твердий	সলিড
твердий	দ্রবণ
івлін	yvelines
картку	কার্ড
чути	শুনি
чути	শুনার
чути	শুনতে
тунісі	তিউনিশিয়া
тунісі	তিউনিসিয়া
одинадцять	এগার
одинадцять	এগারো
статусі	স্ট্যাটাস
статусі	স্থিতি
статусі	অবস্থা
психолог	মনোবৈজ্ঞানিক
іспит	পরীক্ষার
хорватська	ক্রোয়েশিয়ান
хорватська	ক্রোয়েশীয়
леслі	লেসলি
терапія	থেরাপি
конфедерація	কনফেডারেশন
гамбург	হামবুর্গ
перемовини	সমঝোতা
поверхи	মেঝে
роб	রব
альтернативні	বিকল্প
плечі	কাঁধে
плечі	কাঁধ
россі	রসি
розширений	এক্সটেন্ডেড
господь	লর্ড
господь	পালনকর্তা
господь	পালন
господь	প্রভু
героїні	নায়িকার
героїні	নায়িকা
трамвая	রেল
дискографія	ডিস্কতালিকা
граматика	গ্রামার
граматика	ব্যাকরণ
протиріччя	অসঙ্গতি
міни	মাইন
бажана	পছন্দের
бажана	পছন্দসমূহ
євробаченні	ইউরোভিশন
кава	কফি
алегорія	allegory
механічна	মেকানিক্যাল
механічна	যান্ত্রিক
хижаків	ঘাতকের
сонячне	সোলার
сонячне	সৌর
задачу	কর্ম
задачу	কাজ
атлантична	অ্যাটলান্টিক
атлантична	আটলান্টিক
фараон	ফারাও
фараон	ফেরাউন
бернар	বার্নার্ড
повідомити	রিপোর্ট
повідомити	অভিযোগ
повідомити	প্রতিবেদন
повідомити	সূচিত
монтевідео	মন্টেভিডিও
відчуження	বর্জনের
підтверджена	নিশ্চিত
біч	বিচ
біч	বীচ
біч	সৈকত
добуток	পণ্য
сокіл	ফ্যালকন
робітник	শ্রমিক
робітник	কর্মী
еванс	ইভান্স
восьмий	অষ্টম
компонування	বিন্যাস
компонування	লেআউট
компонування	লাও
компонування	বিন্যাস
геноцид	গণহত্যা
геноцид	গণহত্যার
виправляти	ফিক্সিং
климент	kliment
бер	ber
гарантії	গ্যারান্টি
залишок	সুপারনোভা
рабство	দাসত্ব
немов	রাস্টি
купівлі	কুপন
таємний	গোপন
таємний	গোপনীয়
талановитий	মেধাবী
сутності	এনটিটি
святилище	অভয়ারণ্য
святилище	আশ্রয়স্থল
гондурасу	হন্ডুরাস
дружбу	বন্ধুত্ব
дружбу	বন্ধুত্বের
тропічний	ক্রান্তীয়
шерсть	হেয়ার
шерсть	চুলের
шерсть	চুল
шерсть	কেশ
фолк	লোক
хіросіма	হিরোশিমা
тюрми	জেল
тюрми	জেলখানা
тюрми	কারাগারে
тюрми	কারাগারের
тюрми	কারাগার
перетворили	গেল
автомобілем	অটোমোবাইল
автомобілем	গাড়ী
автомобілем	গাড়ি
автомобілем	গাড়ির
літаком	উড়োজাহাজ
літаком	বিমান
канталь	cantal
дез	ডেস
функціональні	ফাংশনাল
функціональні	কার্যকরী
поверхів	মেঝে
орієнтація	দিশা
орієнтація	দিক
зовнішнє	পারা
зовнішнє	বাইরের
зовнішнє	বহিঃস্থ
зовнішнє	বাহ্যিক
зовнішнє	বহিরাগত
грем	গ্রেইম
грем	গ্রাহাম
абревіатура	আদ্যক্ষরা
адвокатів	আইনজীবী
адвокатів	উকিল
адвокатів	আইনজীবীরা
адвокатів	আইনজীবীদের
лапи	থাবা
відходи	নষ্ট
перекладати	অনুবাদ
енріке	হেনরিকে
крез	creuse
цирк	সার্কাস
обіцяв	প্রতিশ্রুত
секретаріат	সচিবালয়
підсумків	সর্বমোট
переселенці	বাস্তুচ্যুত
четвер	বৃহস্পতিবার
копальні	দাবির
копальні	দাবি
копальні	দাবী
копальні	মাইন
мандат	ম্যান্ডেট
горою	ডুম
гілл	হিল
рено	রেনো
гута	হুত
ушкодження	আঘাত
ушкодження	ইনজুরি
ушкодження	আহত
готувати	কুক
охоронець	দেহরক্ষী
комендант	কমান্ড্যান্ট
гумор	হাস্যরস
гумор	হাস্যরস
бенедикт	বেনেডিক্ট
венето	veneto
титану	টাইটেনিয়াম
юріївна	শারাপোভা
пікассо	পিকাসো
публікацію	প্রকাশনা
чудова	সর্বোত্তম
чудова	চমৎকার
чудова	উৎকৃষ্ট
чжоу	ঝু
робер	রবার্ট
квиток	টিকিট
квиток	টিকেট
квиток	টিকিটের
дан	ড্যান
тютюн	তামাক
заохочення	প্রচার
заохочення	প্রচার
заохочення	প্রমোশন
читач	পাঠক
читач	রিডার
пікселів	পিক্সেল
пікселів	পিক্সেল
пес	কুকুর
пес	কুকুরের
автограф	অটোগ্রাফ
руді	রুডি
принести	আনতে
стріли	ভলি
стріли	তীরচিহ্ন
зростати	বৃদ্ধি
зростати	বাড়ছে
зростати	বাড়ে
зареєстровані	নিবন্ধিত
корисним	ফলপ্রসূ
інтеграція	অবধি
інтеграція	ইন্টিগ্রেশন
розглянути	বিবেচনা
вижив	বেঁচে
адаптація	অভিযোজন
парафій	parishes
абхазії	আবখাজিয়া
пап	popes
даючи	দিচ্ছি
даючи	দিচ্ছে
даючи	দিচ্ছেন
електрон	ইলেকট্রন
частоту	ফ্রিকোয়েন্সি
маршалл	মার্শাল
жермен	জার্মেইন
павук	মাকড়সা
павук	মাকড়সার
павук	স্পাইডার
лез	lez
лез	লেস
сиріт	অনাথ
сиріт	এতিম
бджіл	মৌমাছি
австралійська	অস্ট্রেলিয়ান
приголосні	ব্যঞ্জনবর্ণ
берегова	উপকূলীয়
нігерія	নাইজেরিয়া
пріоритет	অগ্রগণ্য
пріоритет	অগ্রাধিকার
пріоритет	গুরুত্ব
пріоритет	অগ্রাধিকার
зрошення	সেচ
дружин	স্ত্রীদের
дружин	স্ত্রীরা
керуючий	দেউলিয়া
болгарська	বুলগেরিয়ান
комерційні	বাণিজ্য
комерційні	বানিজ্য
комерційні	কমার্স
комерційні	বানিজ্যিক
комерційні	বাণিজ্যিক
португальська	পর্তুগিজ
парагвай	প্যারাগুয়ে
звичайне	স্বাভাবিক
цзінь	জিন
