wolf	вовк
matthieu	метью
matthieu	мет
matthieu	метт
chaux	шо
chaux	lime
crête	хребта
crête	хребет
crête	пік
crête	крест
textile	текстиль
textile	виробів
planche	дошки
planche	правління
planche	дошка
planche	настільні
pionnier	pioneer
assise	сидячи
assise	сиджу
assise	сидить
assise	тримаючи
assise	сідати
assise	ассізі
assise	сб
assise	сидячи
assise	сіли
assise	сидів
assise	sat
perche	окунь
perche	перш
wehrmacht	капелани
sables	пісок
sables	піски
mystique	загадкові
mystique	mystic
mystique	містик
zoo	зоопарк
lotus	lotus
fischer	фішер
innocent	невинних
innocent	невинні
innocent	невинний
parking	паркінг
parking	паркування
trek	переселення
leclerc	леклерк
boule	кулька
boule	бал
fabriqué	зробила
fabriqué	made
fabriqué	виготовлено
fabriqué	виготовлена
fabriqué	оленою
comportements	поведінка
comportements	поведінка
emprisonné	закрила
leçons	уроки
cardinaux	кардиналів
locomotives	локомотивів
locomotives	локомотив
paraguay	парагвай
oran	орана
rodríguez	родрігес
ruth	рут
expressions	фразами
expressions	фрази
expressions	виразів
expressions	фраз
expressions	вирази
expressions	виразів
tactique	тактика
tactique	тактика
tactique	тактичний
tactique	тактична
tactique	tactical
fondamentale	основне
fondamentale	фундаментальні
balzac	бальзак
originaux	оригінали
originaux	originals
originaux	оригінал
originaux	оригінальна
originaux	оригінальне
originaux	початкове
originaux	оригінальний
vera	віра
vera	вера
nocturne	ноктюрн
boeing	боїнг
boeing	boeing
newton	ньютон
armstrong	армстронг
sauvé	збережені
sauvé	збережених
sauvé	збережено
sauvé	збережений
sauvé	врятований
récompensé	нараховується
sauve	зберігає
sauve	врятовані
sauve	збереже
sauve	рятує
alonso	алонсо
phrases	фразами
phrases	фрази
phrases	виразів
phrases	фраз
phrases	речення
phrases	речень
jambes	ніжки
jambes	ноги
jambes	ніжку
jambes	нога
jambes	нозі
jambes	ногу
cracovie	краків
cracovie	краківське
cracovie	краків
cracovie	кракові
cracovie	краків
transit	проходження
sensibilité	чутливість
épidémie	епідемія
épidémie	епідемія
soulèvement	повстання
possessions	майно
atomique	атомна
oreille	слуху
oreille	вухо
gil	гіл
défenseurs	захисникам
défenseurs	захисників
ambiance	знайомства
ambiance	атмосфера
ambiance	настрій
céréales	пластівці
confirmer	підтвердити
confirmer	підтвердження
confirmer	підтвердити
diminuer	зменшити
diminuer	зменшується
diminuer	зменшення
coréenne	корейська
coréenne	корея
coréenne	кореї
intermédiaires	intermediate
intermédiaires	посередник
intermédiaires	посередників
obstacles	перешкоди
délégués	спрямовано
délégués	доручити
délégués	делегати
délégués	делегат
délégués	уповноваженого
rabat	рабат
rabat	flap
cherbourg	шербур
habsbourg	габсбург
conclu	завершені
équipés	обладнаний
voté	проголосували
voté	голосував
voté	проголосував
chalon	шалон
anatomie	анатомія
voltaire	вольтер
rogers	роджерс
occurrence	повторення
rubrique	шапки
santo	санто
typiquement	зазвичай
vérification	аудит
vérification	перевірка
vérification	перевірки
renouvellement	розшуку
corrèze	коррез
plumes	пера
plumes	перо
plumes	пір
entrepreneur	підприємець
entrepreneur	центрі
martín	мартін
municipaux	муніципальна
municipaux	муніципальний
généalogie	генеалогічних
généalogie	родовід
oricon	oricon
