категорија	категория
монопол	монополи
монопол	монопол
ристовски	ристовски
усвојување	осиновяването
усвојување	приемане
усвојување	осиновяване
воспоставен	установен
воспоставен	установена
воспоставен	установени
воспоставен	установено
лоренц	лоренц
продавање	продава
продавање	продаване
продавање	продажба
лава	лавата
лава	лава
патки	патици
кардиф	кардиф
променет	променена
променет	променени
променет	променен
променет	променено
локомотива	локомотив
ромите	рома
ромите	ромите
ромите	ромски
ромите	роми
авантура	приключенски
авантура	приключението
авантура	авантюра
авантура	приключения
авантура	приключение
модификации	модификации
модификации	изменения
троши	прекарва
троши	харчи
троши	харчи
троши	похарчи
арапи	арабите
арапи	араби
внесуваат	прилаган
внесуваат	приложен
предвидена	предвидена
предвидена	предвидено
предвидена	предвидени
фреди	фреди
фреди	фреди
пакт	пакт
кардиналот	кардинале
кардиналот	кардинал
изразил	изразена
изразил	изразено
изразил	изразен
изразил	изразени
солидарност	солидарност
купувањето	придобивка
купувањето	придобиване
купувањето	купувам
купувањето	купува
купувањето	купуване
конкретен	конкретни
конкретен	бетон
изолиран	изолирана
изолиран	изолирани
изолиран	изолиран
изолиран	изолирана
изолиран	изолирано
изолиран	изолирани
изолиран	изолиран
керол	каръл
керол	керъл
керол	карол
керол	керъл
вето	вето
рударски	добив
рударски	минни
лисја	листа
лисја	оставя
лисја	листата
вечен	вечна
вечен	вечен
вечен	вечна
вечен	вечни
вечен	вечен
крави	кравите
крави	крави
експрес	експресна
експрес	експрес
лојалност	вярност
лојалност	лоялност
лојалност	преданост
изменет	изменено
изменет	изменен
изменет	изменени
изменет	изменена
изменет	променени
изменет	променено
изменет	модифициран
изменет	променен
изменет	модифицирани
изменет	модифицирана
поволна	удобно
поволна	удобен
поволна	удобни
поволна	удобна
поволна	благоприятно
поволна	благоприятен
поволна	благоприятна
поволна	благоприятни
поволна	благоприятно
поволна	благоприятен
поволна	благоприятни
вреди	уърт
бродски	бродски
исход	развръзка
исход	изход
исход	резултат
даф	дъф
ворен	уорън
андите	андите
палас	палас
палас	двореца
палас	дворец
палас	дворецът
палас	палат
ветерот	вятърна
ветерот	вятър
ветерот	вятъра
триполи	триполи
повлечен	оттеглено
повлечен	отменено
повлечен	изтеглени
унгарци	унгарците
фатени	хваната
фатени	уловена
фатени	уловени
фатени	хванат
фатени	хванати
фатени	заловен
фатени	заловени
фатени	пленен
фатени	уловен
фатени	пленени
иницијативи	инициативи
иницијативи	движения
ефес	ефес
извидување	разузнаване
извидување	разузнаване
велшки	уелски
англичани	англичани
плима	приливът
плима	прилив
плима	приливите
прошетка	разходка
прошетка	пеша
непрекинато	непрекъснато
опасно	опасен
опасно	опасно
опасно	опасна
опасно	опасни
приближува	приближава
меркел	меркел
крем	сметана
крем	крем
крем	крема
седмото	седмо
седмото	седма
седмото	седми
заложници	заложници
заложници	заложник
заложници	заложници
заложници	заложниците
аранжман	подредба
аранжман	уговорка
аранжман	споразумение
стебла	дърветата
стебла	дървета
стебла	дръвчета
епилепсија	епилепсия
шелдон	шелдън
радерфорд	ръдърфорд
пушењето	пушенето
пушењето	пушене
специфично	конкретни
специфично	специфично
специфично	специфичен
специфично	специфична
специфично	специфични
специфично	специално
облечен	облечена
облечен	облечени
облечен	облечен
божици	богини
текстил	текстилни
текстил	текстил
текстил	текстил
дефинирано	определени
дефинирано	дефинирани
аквитанија	аквитания
пруги	ивици
пруги	райета
борење	борба
борење	кеч
очила	очила
очила	чаши
очила	очилата
очила	очила
гео	гео
откажување	отменя
откажување	отмяна
откажување	анулиране
ммф	мвф
ласкер	ласкер
здрави	здрави
здрави	здрав
здрави	здрава
здрави	здравословни
здрави	здравословно
органска	органични
органска	органична
органска	органичен
органска	органично
релевантни	съответна
релевантни	съответен
деј	деж
изгубен	изгубено
изгубен	изгубени
изгубен	изгубена
изгубен	загубен
изгубен	загуби
изгубен	изгубен
техно	техно
изгласана	гласували
изгласана	гласуваха
изгласана	гласувахме
фиксен	фиксирани
фиксен	фиксирана
фиксен	поправен
фиксен	фиксиран
документарец	документален
излегување	излизане
јунг	юнг
забавни	развлечения
забавни	забавления
забавни	забавление
забавни	развлечение
извршна	изпълним
извршна	изпълнителна
извршна	изпълнителни
делхи	делхи
херодот	херодот
шмит	шмит
шмит	шмид
шмит	шмит
кен	кен
преминување	пресичане
преминување	пресича
нападнати	нападна
нападнати	нападната
нападнати	атакуван
нападнати	атакувани
нападнати	нападната
нападнати	нападнат
издавачи	издателите
издавачи	издатели
убавица	сладур
убавица	красавица
убавица	прелест
убавица	красота
спори	бавна
спори	бавен
спори	бавно
легално	легално
легално	законно
легално	правно
легално	правни
легално	правна
легално	юридически
легално	правен
легално	законно
данкан	дънкан
данкан	дънкън
наследи	наследи
наследи	наследствено
наследи	наследил
свесно	съзнателно
социјализмот	социализъм
напуштена	пусти
напуштена	изоставени
напуштена	изоставено
напуштена	изоставен
напуштена	изоставена
армии	армии
вкрстување	кръвосмешение
милост	мърси
милост	милосърдие
милост	милост
тероризмот	тероризмът
тероризмот	тероризъм
пристапување	присъединяване
ромски	ромски
капело	капело
имунолошкиот	имунна
имунолошкиот	имунната
извонреден	необикновено
извонреден	необикновен
извонреден	изключителна
извонреден	забележително
извонреден	забележителен
извонреден	забележителна
извонреден	изключителен
извонреден	изключителна
венецијанците	венецианците
дипломира	завърши
дипломира	завършила
дипломира	завършил
кањон	кениън
кањон	каньон
кањон	каньона
четиринаесет	четиринадесет
земјоделие	отглеждане
земјоделие	земеделие
земјоделие	земеделието
земјоделие	земеделие
череп	черепът
череп	череп
череп	черепа
имунитет	неприкосновеност
имунитет	имунитет
рударството	добив
рударството	минни
опасна	опасен
опасна	опасно
опасна	опасна
опасна	опасни
команди	команди
команди	командите
слух	слух
слух	изслушването
слух	изслушване
демократи	демократи
демократи	демократите
заеми	заеми
заеми	кредити
олесни	улесни
олесни	улесняване
олесни	улесни
картографија	картография
лена	лина
лена	лена
авелино	авелино
пропорционална	пропорционална
пропорционална	пропорционални
пропорционална	пропорционално
гигс	гигс
трамвај	трамвай
пријави	докладване
пријави	доклад
огранок	харта
огранок	хартата
огранок	бранч
огранок	клон
огранок	клонче
огранок	клонка
ирвинг	ървинг
оброк	ястие
оброк	храна
оброк	брашно
оброк	ядене
оброк	хранене
луси	люси
луси	люси
луси	луси
пливач	плувец
погрешна	грешно
погрешна	грешка
сид	сид
тестамент	завет
патувале	пътувал
панкреасот	панкреаса
висконти	висконти
баку	баку
номенклатура	номенклатура
номенклатура	номенклатурата
најк	nike
однадвор	външно
госпоѓа	госпожо
госпоѓа	синьора
хант	хънт
хант	лов
откажува	отменя
предговор	предговор
светилиште	убежището
светилиште	убежище
светилиште	светилището
светилиште	светилище
светилиште	светилище
светилиште	олтар
светилиште	храм
тековни	текущо
сметката	сметка
сметката	акаунт
каспаров	каспаров
ограда	ограда
ограда	огради
ограда	оградата
заканува	заплашва
конзервативна	консервативна
конзервативна	консервативни
конзервативна	консервативно
конзервативна	консервативен
челси	челси
драматично	драматичен
драматично	драматично
драматично	драматична
драматично	драматични
драматично	драматично
умерени	умерено
умерени	умерен
умерени	умерена
напаѓачите	нападатели
напаѓачите	нападателите
поставеност	въоръжение
бристол	бристол
естетика	естетика
сексуалност	сексуалността
сексуалност	сексуалност
метохија	метохия
томпсон	томсън
томпсон	томпсън
принстон	принстън
албион	албион
сорта	порода
ананд	ананд
екваторска	екваториална
маченик	мъченик
неофицијално	неофициално
губејќи	губи
губејќи	губиш
губејќи	губя
пристигна	пристигнал
пристигна	пристигна
џереми	джеръми
џереми	джереми
мојсеј	моузес
мојсеј	моисей
мојсеј	мойсей
аталанта	atalanta
битлси	бийтълс
ритуал	ритуал
ритуал	ритуал
ритуал	ритуално
диџеј	диджей
брукс	брукс
емитувана	излъчване
потомство	потомство
потомство	потомство
чак	чък
стиви	стиви
бони	бони
бони	бони
берн	бърн
преговара	договаряне
преговара	преговаря
преговара	договаряне
проширени	разширени
проширени	разширена
проширени	разширени
проширени	разширен
проширени	разширено
хералд	хералд
преображение	преображение
рембо	рембо
елис	елис
елис	елиза
елис	елиз
елис	елис
елис	елиз
медитација	медитацията
медитација	медитация
парфем	аромат
парфем	ухание
парфем	парфюм
парфем	парфюми
малме	малмьо
пер	пер
неколкумина	няколко
неколкумина	малцина
привлечност	привлекателността
привлечност	привличането
привлечност	привличане
привлечност	атракция
привлечност	прелест
алто	алто
сура	сура
сура	сура
безброј	безбройните
безброј	безброй
безброј	безброй
протеран	заточен
протеран	прогонен
протеран	прокуден
одобрува	одобри
одобрува	одобрява
одобрува	одобри
хоризонтално	хоризонтални
хоризонтално	хоризонтално
хоризонтално	хоризонтален
хоризонтално	хоризонтална
сосед	съсед
сосед	съседка
сосед	съсед
сосед	съседка
боро	боро
владика	бишъп
владика	бишоп
владика	епископ
тајлер	тайлър
алуминиум	алуминиеви
алуминиум	алуминиев
алуминиум	алуминий
алуминиум	алуминиева
алуминиум	алуминий
ѕвезден	звезден
ѕвезден	звезда
водоземци	земноводно
водоземци	земноводни
комисии	комисии
комисии	комисии
комисии	комитети
масивни	масивно
масивни	масив
масивни	масивни
масивни	масивен
одмазди	репресии
одмазди	мъст
одмазди	отмъщение
одмазди	отмъщението
мата	мата
рогови	рогата
рогови	рога
рогови	рогата
рогови	рога
успение	dormition
џош	джош
платеници	наемник
платеници	наемници
детални	подробно
детални	подробен
детални	подробна
детални	подробни
спин	завъртане
спин	въртене
спин	завърти
рангирање	рейтинги
рангирање	рейтинг
рангирање	квалификация
рангирање	класация
рангирање	класиране
обучени	обучен
обучени	обучени
обучени	трениран
обучени	обучена
пензиониран	пенсиониран
пензиониран	пенсионер
координатите	координатите
координатите	координати
алах	аллах
предложено	предложен
предложено	предложени
предложено	предложено
троја	трой
троја	троя
удри	удари
удри	хит
кјубрик	кубик
клаус	клаус
соња	соня
соња	соня
соња	соня
наплата	касата
наплата	фактуриране
свесност	осведоменост
свесност	осведомеността
свесност	осъзнаване
доверливи	поверително
доверливи	секретно
доверливи	класифициран
доверливи	класифицирани
доверливи	класифицирана
превласт	върховенството
превласт	превъзходство
коте	cote
еколошка	екологично
еколошка	екологичен
еколошка	екологични
еколошка	екологична
екстремни	крайно
екстремни	краен
екстремни	екстремно
екстремни	екстремни
екстремни	крайни
вратени	върнато
вратени	върнати
вратени	върната
џеферсон	джеферсън
андреев	андреев
мила	мила
мила	скъпа
мила	мила
мила	мила
мила	скъпи
мила	скъпа
грабежи	грабежи
грабежи	грабежи
грабежи	обири
грабежи	грабеж
грабежи	обири
грабежи	обир
гувернери	управителите
гувернери	управители
рахман	рахман
ханза	ханза
астана	астана
злосторство	престъпления
злосторство	престъпление
злосторство	престъпност
злосторство	престъпността
поправка	ремонт
поправка	поправка
денвер	денвър
падна	падна
падна	паднала
падна	паднал
нагласи	подчерта
нагласи	подчерта
определба	принадлежност
критично	критичен
критично	критично
критично	критична
критично	критични
апсорбира	абсорбира
апсорбира	абсорбира
јанко	янко
волфсбург	волфсбург
утре	утре
робеспјер	робеспиер
неутрино	неутрино
елвис	елвис
гранада	гранада
мик	микрофон
мик	мик
мик	мик
преживее	оцелява
преживее	оцелее
бронзена	бронзова
бронзена	бронз
бронзена	бронзов
бронзена	бронзови
лора	лора
лора	лаура
лора	лора
веродостојни	достоверен
стрмни	стръмен
дакота	дакота
томаш	томаш
прогон	изгнание
прогон	преследване
прогон	преследвания
булеварот	булевард
контролирана	контролирана
контролирана	контролиран
контролирана	контролирани
контролирана	контролирано
сценарија	сценарии
случаеви	случаи
морисон	морисън
исчезнување	изчезване
исчезнување	изчезване
гарнизон	гарнизон
гарнизон	гарисън
болшевиците	болшевики
болшевиците	болшевиките
влага	влажност
влага	влага
влага	влажността
влага	влага
влага	влажност
вуди	уди
бунтовници	бунтовници
застанале	спрян
застанале	спряна
застанале	спря
романтизам	романтизъм
зенит	зенит
потрошувачки	потребителски
потрошувачки	потребител
купен	купена
купен	купени
купен	закупени
купен	купен
соседите	съседите
соседите	съседи
просперитет	благоденствие
просперитет	благополучие
просперитет	просперитет
дипломиран	завърша
продадено	продаден
продадено	продадена
продадено	продадено
продадено	продадени
вулканот	вулкан
вулканот	вулкана
гибсон	гибсън
инвестициски	инвестиране
инвестициски	инвестирането
правоаголна	правоъгълна
реставрација	възстановяване
бројноста	скитащи
уникатни	уникално
уникатни	уникален
уникатни	уникални
уникатни	уникална
доделено	назначена
доделено	назначен
мисионери	мисионери
присутните	участници
тенк	резервоар
тенк	танк
тенк	цистерна
детален	подробно
детален	подробен
детален	подробна
детален	подробни
мито	подкупи
мито	подкупите
мито	подкуп
мито	подкупи
мито	подкуп
мито	подкупи
беверли	бевърли
кантонот	кантон
вестерн	западна
вестерн	западни
вестерн	западен
вестерн	западните
вестерн	уестърн
вестерн	western
слуги	прислуга
слуги	слугите
слуги	слуги
слуги	прислужници
слуги	служители
макијавели	макиавели
витамини	витамини
витамини	витамините
седумнаесет	седемнадесет
седумнаесет	седемнайсет
дадоа	даде
дадоа	дала
озирис	озирис
мешан	смесен
мешан	смесени
мешан	смесено
мешан	смесена
мешан	смесен
мешан	смесени
дипломатска	дипломатически
сигурноста	надеждност
пријавени	докладвани
пријавени	съобщено
пријавени	докладвано
рет	рет
облеки	облекла
константи	константи
религиозно	религиозно
религиозно	религиозни
религиозно	религиозно
религиозно	религиозен
религиозно	религиозна
грузиски	грузински
духовите	призраци
духовите	духове
духовите	духовете
духовите	духове
темпото	пасе
темпото	темпо
темпото	темп
анархисти	анархисти
одбори	дъски
триумф	триумф
славе	роб
славе	робиня
толкин	толкин
гранде	гранде
изменети	редактира
хераклеја	хераклея
алисон	алисън
алисон	алисън
франсис	францис
франсис	франсис
франсис	франсис
командир	командващ
командир	командир
коњаница	кавалерия
коњаница	кавалерията
престојува	пребивава
перформанс	изпълнение
перформанс	ефективност
фонетски	фонетична
фустан	рокля
психолог	психолог
маратон	маратон
палење	запалване
фашистичка	фашисти
фашистичка	фашист
фашистичка	фашистки
товари	товари
несоница	безсъние
принцови	принцовете
принцови	принцове
будистички	будист
будистички	будистки
необична	необичайни
необична	необикновено
необична	необичайна
необична	необичайно
необична	необичаен
форматирање	форматиране
форматирање	формат
мозаици	мозайки
составување	сглобяване
составување	композира
нервни	нахалство
нервни	нерв
нервни	нерви
гуштери	гущери
нестор	нестор
кабелски	кабел
кабелски	кейбъл
кабелски	кабелна
пени	пени
диктатура	диктатура
верувам	вярвай
креативни	творческа
креативни	творческо
креативни	творчески
креативни	креативен
никсон	никсън
чарлтон	чарлтън
ротердам	ротердам
барбуда	барбуда
посредство	посредничеството
посредство	посредничество
посредство	застъпничество
болно	болно
болно	болен
болно	болни
болно	болна
болно	болезнени
болно	болезнено
болно	болезнена
болно	болезнен
отсек	сечение
отсек	секция
отсек	раздел
преместена	преместени
преместена	преместен
преместена	преместена
маркос	маркос
маркос	маркос
ферми	ферми
пајажина	web
пајажина	уеб
стон	каменна
стон	стоун
стон	камък
џесика	джесика
дами	дами
дами	дамски
аполо	аполон
аполо	аполо
залфелд	заалфелд
затворено	затворен
затворено	затворена
затворено	затворено
затворено	затворени
внесете	влезте
внесете	въвеждане
внесете	въведете
периодично	периодично
одликуван	награден
одликуван	награждаван
поседување	владение
поседување	обсебване
поседување	притежание
поседување	притежаване
лажно	менте
лажно	фалшив
лажно	фалшиви
лажно	фалшиво
лажно	фалшива
џеси	джеси
џеси	джеси
шеесет	sixty
шеесет	шестдесет
призрен	призрен
точноста	точност
тинк	тинк
играчка	играчка
наставки	наставки
давиденко	давиденко
минимални	минимални
минимални	минимално
минимални	минимална
минимални	минимален
привремени	временна
привремени	временни
привремени	временен
привремени	временно
привремени	временни
четниците	четници
козметички	козметични
сенки	сенки
сенки	сенките
одбиена	отхвърлена
одбиена	отказана
одбиена	отхвърлен
одбиена	отхвърлени
одбиена	отхвърлено
одбиена	отхвърлена
делегатите	делегати
делегатите	делегатите
хосе	жозе
хосе	хосе
оценки	оценките
оценки	степени
оценки	оценки
лажна	невярно
лажна	фалшиво
лажна	фалшиви
лажна	фалшива
лажна	менте
лажна	фалшив
лажна	фалшиви
лажна	фалшиво
лажна	фалшива
погодоци	попадения
погодоци	хитове
погодоци	удря
погодоци	изстрели
протекторат	протекторат
сензори	сензорите
сензори	датчици
сензори	сензори
сензори	датчик
сензори	сензор
католик	католическа
католик	католическо
католик	католик
католик	католици
католик	католичка
џорџо	джорджо
максимален	максимална
максимален	максимален
максимален	максимум
максимален	максимално
средување	декорация
продуктивноста	производителността
продуктивноста	производителност
светови	светове
свила	копринена
свила	коприна
пиза	пиза
писта	писта
поглавја	глави
лири	лира
лири	лири
поддржана	подкрепен
поддржана	подкрепи
поддржана	подкрепена
поддржана	поддържани
поддржана	подкрепено
преживеал	оцелял
преживеал	оцеля
преживеал	оцеляла
разновидноста	разнообразие
разновидноста	многообразие
болејн	болейн
томсон	томсън
томсон	томпсън
томсон	томсън
авто	автоматично
авто	авто
лингвист	лингвист
наоколу	около
наоколу	наоколо
полумесечина	полумесец
патен	патън
одбранбена	отбранителна
напаѓачи	нападатели
напаѓачи	нападателите
напаѓачи	нападатели
изненадувачки	учудващо
изненадувачки	изненадващо
изненадувачки	изненадваща
изненадувачки	изненадващ
изненадувачки	учудващо
изненадувачки	изненадващо
клиника	клиника
клиника	клиниката
делумна	частична
делумна	частични
делумна	частичен
делумна	частично
креира	създава
виола	виола
дизел	дизел
дизел	дизелов
избирање	селекция
избирање	подбор
избирање	избор
избирање	избор
избирање	маркиране
избирање	избиране
избирање	изберете
олимп	олимп
хлорид	хлорид
аргир	аргир
префикс	представка
шансите	шансове
шансите	шансове
шансите	шансовете
шансите	коефициенти
секретаријат	секретариат
пластични	пластмаса
пластични	пластмасова
пластични	пластмасови
пластични	найлон
пластични	пластмасов
крвава	кървав
крвава	кървава
крвава	кърваво
крвава	кървави
хоризонтот	хоризонта
хоризонтот	хоризонт
див	диво
див	дивак
див	диви
див	дива
див	див
белгискиот	белгийските
белгискиот	белгийски
ручек	обядът
ручек	обяд
ручек	обед
распуштена	разпуснат
бул	бик
бул	бул
дона	дона
гонзалез	гонзалес
раствори	разтваря
латино	латино
латино	латинска
латино	латински
флексибилност	гъвкавост
сеќавања	спомени
сеќавања	спомените
кени	кени
разновидна	разнообразни
гласачи	избиратели
гласачи	избиратели
гласачи	гласоподавателите
гласачи	избирателите
гласачи	гласоподаватели
битен	важно
битен	важен
битен	важни
битен	важна
испратено	изпратена
испратено	изпратено
испратено	изпратен
испратено	изпратени
прецизна	точен
мутации	мутации
пренесена	предадено
пренесена	съобщени
хронична	хроничен
хронична	хронично
хронична	хронични
хронична	хронична
регистрирана	регистриран
регистрирана	регистрирана
регистрирана	регистрирано
регистрирана	регистрирани
миног	миноуг
клавијатури	клавиатури
висконсин	уисконсин
надминување	преодоляване
надминување	преодолее
надминување	преодоляване
бети	бети
европејците	европейците
европејците	европейци
бенет	бенет
бенет	бенет
републиканците	републиканци
републиканците	републиканците
хофман	хофман
хофман	хофман
пратен	изпратена
пратен	изпратено
пратен	изпратен
пратен	изпратени
остварувањето	постигане
рутери	рутери
костов	костов
хенкс	ханкс
групирање	групиране
претензии	твърди
претензии	искове
претензии	твърдения
претензии	вземания
претензии	претенции
падова	падуа
јин	ин
фашизмот	фашизма
дијаманти	диамантите
дијаманти	диаманти
снабдува	доставена
снабдува	доставено
снабдува	предоставена
сфр	сфр
цонга	цонга
вилица	челюст
вилица	челюстта
вилица	протези
проектирање	проектиране
проектирање	дизайн
домаќинството	домакински
домаќинството	домакинство
домаќинството	домакинството
забавува	купони
бахтин	бахтин
хипертензија	хипертония
пробие	проникне
генетска	генетична
генетска	генетични
генетска	генетичен
генетска	генетично
прекинување	прекратяване
полинезија	полинезия
драч	дуръс
повраќање	повръщане
газа	газа
благослов	благословията
благослов	благословия
благослов	благословията
благослов	блага
благослов	благословия
каталонски	каталонски
верни	лоялни
верни	верен
верни	лоялен
верни	верните
верни	верни
верни	вярна
верни	верен
верни	верните
верни	верни
трст	триест
мирко	мирко
вал	вал
мериленд	мериленд
констанциј	констанций
сесии	сеанси
сесии	сесии
фаворит	любимо
фаворит	любим
фаворит	фаворит
кос	кос
морален	морал
морален	морална
морален	морален
морален	морални
морален	морално
лакрос	лакрос
лакрос	лакроа
идеал	идеален
идеал	идеални
идеал	идеал
носачи	превозвачи
носачи	носители
кефеј	цефей
признаена	признати
признаена	призната
признаена	разпознат
признаена	признато
признаена	признат
генератор	генератор
генератор	генераторът
премести	преместване
премести	движение
магнетен	магнитни
магнетен	магнитен
пропаст	гибел
метален	метално
метален	метален
метален	метални
метален	метална
матео	матео
матео	матео
библиографија	библиография
скрши	прекъсване
скрши	почивка
скрши	разорен
скрши	разорени
разочарување	разочарование
разочарување	разочарованието
мое	моите
мое	мой
мое	моята
мое	мое
мое	моя
мое	моят
мечување	фехтовка
увоз	внос
увоз	внасяне
увоз	импортиране
увоз	внос
пагански	езичник
пагански	езически
пела	пела
имиграција	имиграцията
имиграција	имиграция
годишнина	юбилей
годишнина	годишнина
годишнина	годишнината
биста	бюст
мерат	измерени
мерат	измерено
мерат	измерен
мерат	измерена
плаши	плаши
состојка	съставка
легија	легион
легија	легиона
паралелна	паралелно
паралелна	успоредно
паралелна	успоредни
паралелна	паралелна
паралелна	паралелни
штефан	стефан
огледала	огледала
огледала	огледалата
пронаоѓачи	изобретатели
дуи	дси
днепар	днепър
линч	линч
трајна	постоянен
трајна	постоянни
трајна	постоянна
ски	ски
нахија	нахия
застанува	спира
застанува	спирки
договорено	съгласна
договорено	договорено
договорено	съгласен
договорено	сделка
победите	победите
победите	победи
акустична	акустични
геноцид	геноцид
милја	майл
милја	километър
милја	миля
оценува	оценява
обвинува	обвинява
љубовници	любители
љубовници	влюбени
љубовници	любовници
љубовници	влюбените
фотографски	фотографски
фотографски	фотографска
колапс	колапс
колапс	срутване
колапс	срив
колапс	разпадане
еминем	еминем
кампови	лагери
кампови	лагерите
свежи	пресни
свежи	прясно
свежи	свежо
свежи	свежа
свежи	пресен
свежи	фреш
идеали	идеали
доброволец	доброволка
доброволец	доброволци
доброволец	доброволец
физиолошки	физиологични
физиолошки	физиологичен
азар	опасност
празно	празно
празно	празен
празно	празни
празно	празна
празно	празно
празно	празен
празно	празна
вале	вале
вале	вале
вале	вейл
артритис	артрит
реорганизација	реорганизация
измир	измир
нишка	нишки
нишка	нишка
нишка	конец
нишка	конци
грам	грам
обвинетиот	обвиняем
обвинетиот	ответника
обвинетиот	обвиняемият
обвинетиот	обвиняемия
декарт	декард
забрзано	ускорено
забрзано	ускорен
застапува	представляват
јени	yeni
јени	йени
јени	йен
иселени	изгонен
иселени	изгонени
очигледна	видимо
очигледна	очевидна
очигледна	очевиден
очигледна	очевидна
билети	билетите
билети	билети
документарни	документални
примиле	получено
примиле	получена
примиле	получен
примиле	получени
апостолов	апостолов
насилни	насилствено
насилни	насилствена
дизниленд	дисниленд
штраус	строс
штраус	щраус
подигнување	височина
залихи	провизии
залихи	припаси
залихи	консумативи
залихи	доставки
залихи	акциите
залихи	наличност
евтини	евтино
евтини	евтин
евтини	евтини
евтини	евтина
одела	костюми
игла	игла
игла	иглата
манипулација	манипулация
манипулација	манипулации
манипулација	манипулиране
бунтови	бунтове
бунтови	размирици
бунтови	въстание
масите	таблици
масите	маси
ладно	студ
ладно	студен
ладно	студено
ладно	студена
преставник	представителна
преставник	представителен
преставник	представително
преставник	представителни
преставник	представител
благородник	благородник
благородник	благородник
благородник	благородни
благородник	благородно
благородник	благородна
благородник	благороден
избрале	избра
јелена	йелена
жестоки	свирепи
жестоки	свиреп
жестоки	жестока
жестоки	свирепо
жестоки	горчиви
жестоки	горчива
жестоки	горчив
жестоки	горчиво
осака	осака
нациите	народи
нациите	нации
