மற்றும்	oraz
கண்காணிப்பு	monitorowania
கண்காணிப்பு	monitorowanie
கண்காணிப்பு	śledzenie
கண்காணிப்பு	monitoring
கண்காணிப்பு	monitorowanie
சக்கரம்	koło
சக்கரம்	koła
கோடுகள்	linii
கோடுகள்	linijki
கோடுகள்	linie
கோடுகள்	linger
அனுமதிக்கிறது	pozwala
அனுமதிக்கிறது	umożliwia
புராண	upamiętnienia
புராண	epic
எப்பொழுதும்	zawsze
சிங்கம்	lwa
சிங்கம்	lew
வேல்ஸ்	walii
புறநகர்	podmiejskich
புறநகர்	przedmieścia
வழிகள்	kierunki
வழிகள்	sposoby
யானைகள்	słoni
யானைகள்	słonie
பாலிவுட்	bollywood
உறுதியாக	stanowczo
உறுதியாக	silnie
ஜாக்	jacka
ஜாக்	jacku
ஜாக்	jacek
ஜாக்	jack
ஜாக்	zack
ஜாக்	zacka
கண்டம்	kontynent
பாதுகாப்பான	sejf
பாதுகாப்பான	bezpieczne
பாதுகாப்பான	bezpieczny
பாதுகாப்பான	bezpieczna
பாதுகாப்பான	bezpieczne
பாதுகாப்பான	bezpieczny
பாதுகாப்பான	zabezpieczyć
கட்டம்	sieć
கட்டம்	siatka
கட்டம்	siatki
வாதம்	kłótnia
வாதம்	argument
வாதம்	argumenty
அவதாரம்	avatar
போதே	podczas
தேயிலை	herbaty
தேயிலை	herbatka
தேயிலை	herbata
அண்ணன்	annan
படைப்பு	tworzenie
படைப்பு	tworzenia
படைப்பு	utworzenie
படைப்பு	stworzenie
படைப்பு	kreatywny
படைப்பு	kreatywność
படைப்பு	creative
துணி	włókiennicze
துணி	włókienniczych
துணி	tkanina
துணி	tkaniny
துணி	tkanina
துணி	tkaniny
அவனுக்கு	go
படப்பிடிப்பு	strzela
படப்பிடிப்பு	strzelanina
படப்பிடிப்பு	strzelać
படப்பிடிப்பு	strzelanie
சனி	soboty
சனி	sobotę
சனி	sobota
சனி	siedział
சனி	usiadł
சனி	sat
மூங்கில்	bambusa
விடை	odpowiedz
விடை	odpowiedź
தேவைகளை	potrzebuje
தேவைகளை	potrzeby
தேவைகளை	potrzeb
சார்ல்ஸ்	karol
சார்ல்ஸ்	charles
சார்ல்ஸ்	karola
நியாயமான	uzasadnione
நியாயமான	rozsądne
நியாயமான	rozsądny
நியாயமான	rozsądna
உதவியது	pomogły
உதவியது	pomogło
உதவியது	pomógł
எட்வர்ட்	edwarda
எட்வர்ட்	edward
எட்வர்ட்	edwardzie
ஏதோ	coś
ராஜீவ்	rajeev
ராஜீவ்	rajiv
பிரீமியர்	premierę
பிரீமியர்	premiera
பிரீமியர்	premiery
பிரீமியர்	premier
பிரீமியர்	premiera
பிரீமியர்	premierze
களஞ்சியம்	silos
இடைநிலை	pośrednie
இடைநிலை	pośredni
இடைநிலை	pośrednia
கேள்விகள்	pytania
கேள்விகள்	pytań
நல	dobrostan
நல	dobrobyt
விளையாட்டரங்கம்	stadion
விளையாட்டரங்கம்	stadium
எல்லைகள்	granice
எல்லைகள்	granic
எல்லைகள்	granice
எல்லைகள்	limity
எல்லைகள்	ograniczenia
கதிர்வீச்சு	promieniowanie
கதிர்வீச்சு	promieniowania
அழைக்கப்பட்டார்	zaproszono
அழைக்கப்பட்டார்	zaproszone
அழைக்கப்பட்டார்	zaproszeni
அழைக்கப்பட்டார்	zaproszony
டோனி	tony
பனை	dłoni
பனை	palm
பனை	dłoń
சூறாவளி	cyklon
சூறாவளி	tajfun
சூறாவளி	huragan
பிரகாஷ்	prakash
ஆனந்த்	anand
பெருங்கோவில்	katedra
நிலங்கள்	ziemie
பெல்	bel
பெல்	dzwonek
பெல்	dzwon
பெல்	bell
நிழல்	cieni
நிழல்	cienie
நிழல்	cień
நிழல்	cieniowanie
நிழல்	cieniu
நிழல்	cienia
நிழல்	shadow
நிழல்	cień
நிழல்	odcień
நிழல்	cienia
நிழல்	cieniu
நிழல்	cień
நாடார்	nadar
விருத்தி	rozwój
விருத்தி	rozwoju
விருத்தி	opracowywanie
விருத்தி	opracowanie
இதயம்	heart
இதயம்	serce
இதயம்	serca
விமர்சனங்கள்	recenzje
விமர்சனங்கள்	przeglądy
விமர்சனங்கள்	recenzji
விமர்சனங்கள்	opinie
விமர்சனங்கள்	krytyka
விமர்சனங்கள்	krytyki
விமர்சனங்கள்	krytykę
எங்கு	gdzie
இணைக்க	połączenie
திட்டமிடல்	planowania
திட்டமிடல்	planowanie
தொகுத்தல்	montaż
தொகுத்தல்	edycji
தொகுத்தல்	edycja
தொகுத்தல்	ugrupowania
வரவேற்பு	zapraszamy
வரவேற்பு	witam
வரவேற்பு	witaj
வரவேற்பு	zapraszam
வரவேற்பு	witamy
வரவேற்பு	recepcji
வரவேற்பு	odbiór
வரவேற்பு	recepcja
இராமன்	raman
மைக்	mike
மைக்	mika
பவர்	moc
பவர்	władza
பவர்	siła
பவர்	zasilanie
பவர்	power
தரை	piętrze
தரை	piętro
தரை	podłoga
தரை	ziemi
தரை	grunt
தரை	mielone
தரை	podłoże
இளவரசி	księżniczki
இளவரசி	królewna
இளவரசி	księżniczka
டெல்	tel
டெல்	dell
டெல்	della
கணவன்	mąż
கணவன்	mężu
கணவன்	maz
தேவன்	bóg
தேவன்	boże
டத்தோ	dato
வாக்கெடுப்பு	ankieta
வாக்கெடுப்பு	ankiety
வாக்கெடுப்பு	ankietę
வாக்கெடுப்பு	sondaże
கோட்டைகள்	forty
உலோகங்கள்	metale
படுகொலைகள்	masakra
படுகொலைகள்	zbrodnia
யுனெஸ்கோ	unesco
சுவை	smak
சுவை	gust
சுவை	smaku
சுவை	smak
எரிக்	eryk
எரிக்	eric
பீடம்	ołtarz
பீடம்	ołtarzu
பீடம்	ołtarza
சேரும்	milan
சேரும்	mediolan
சேரும்	przeznaczenie
வெளிப்பாடு	wyrażenia
வெளிப்பாடு	wypowiedzi
வெளிப்பாடு	wyrażenie
வெள்ளம்	powodzi
வெள்ளம்	powódź
வெள்ளம்	powodzie
வெள்ளம்	powodzi
வெள்ளம்	powódź
வெள்ளம்	powodzie
வெள்ளம்	powodzi
வெள்ளம்	powódź
கல்லறை	grobie
கல்லறை	nagrobek
கல்லறை	grób
கல்லறை	grobowiec
கல்லறை	cmentarzu
கல்லறை	cmentarz
கல்லறை	grobie
கல்லறை	grób
கல்லறை	grobu
அத்தியாயம்	rozdział
அத்தியாயம்	odcinek
அத்தியாயம்	epizod
இணைந்தது	połączone
இணைந்தது	dołączyła
இணைந்தது	dołączył
இணைந்தது	dołączenie
பாட	sing
பாட	śpiewaj
மர	drewniany
மர	drewniana
மர	drewniane
மீதமுள்ள	pozostało
மீதமுள்ள	pozostały
மீதமுள்ள	pozostała
கோள்கள்	planet
கோள்கள்	planety
ஆவணம்	doc
ஆவணம்	dokumenty
ஆவணம்	dokument
ஆவணம்	dokumentu
பேருந்துகள்	autobusy
ஏற்படுகின்றன	skurcz
ஏற்படுகின்றன	skurcze
மாதா	mata
இணைக்கப்பட்டது	podłączone
இணைக்கப்பட்டது	powiązane
இணைக்கப்பட்டது	połączony
இணைக்கப்பட்டது	połączone
இணைக்கப்பட்டது	związane
இணைக்கப்பட்டது	połączone
இணைக்கப்பட்டது	powiązane
ராப்	rob
ராப்	roba
கூட்டல்	dodawanie
கூட்டல்	dodanie
கூட்டல்	sum
கூட்டல்	sumę
கூட்டல்	sumy
கூட்டல்	kwota
கூட்டல்	suma
நினைவில்	zapamiętaj
நினைவில்	pamiętaj
கேட்கும்	pyta
கேட்கும்	prosi
முடிச்சு	węzeł
முடிச்சு	węzła
முடிச்சு	węzeł
கென்ட்	kenta
கென்ட்	kent
தடம்	ścieżka
தடம்	utwór
தடம்	tor
தடம்	toru
நடத்தியது	przeprowadzone
நடத்தியது	prowadzone
நடத்தியது	przeprowadzona
நடத்தியது	przeprowadzony
நடத்தியது	prowadzona
நீதிமன்றங்கள்	sądy
ரப்பர்	guma
ரப்பர்	gumy
மகனும்	synu
மகனும்	syn
மக்களாட்சி	demokracji
மக்களாட்சி	demokracja
பூங்காக்கள்	parki
ரோஜா	rose
ரோஜா	róża
ரோஜா	roja
புகை	palenie
புகை	dym
புகை	palenie
புகை	pal
சைவம்	wegetariańskie
நிலா	księżyca
நிலா	moon
நிலா	księżycu
நிலா	księżyc
சதவிகிதம்	procent
சதவிகிதம்	odsetek
சதவிகிதம்	procent
பெனடிக்ட்	benedict
நீச்சல்	pływać
நீச்சல்	pływania
நீச்சல்	pływanie
ராதா	radha
பாடகி	singer
பாடகி	piosenkarz
பாடகி	wokalista
பாடகி	piosenkarka
சடங்குகள்	rytuały
சடங்குகள்	ceremonii
கிறிஸ்து	chryste
கிறிஸ்து	chrystus
யுனைடெட்	zjednoczone
யுனைடெட்	united
யுனைடெட்	zjednoczona
யுனைடெட்	zjednoczeni
யுனைடெட்	zjednoczonych
காலணி	buty
காலணி	butów
காலணி	obuwie
பதினான்கு	czternaście
சேர்க்கை	union
சேர்க்கை	związek
சேர்க்கை	unia
சேர்க்கை	unii
சேர்க்கை	wstęp
சேர்க்கை	dopuszczenie
சேர்க்கை	combo
சேர்க்கை	kombinacja
எழுச்சி	powstań
செயற்பாடு	aktywność
செயற்பாடு	działalności
செயற்பாடு	czynność
செயற்பாடு	działalność
செயற்பாடு	aktywności
விளையாடி	odtwarzanie
விளையாடி	granie
விளையாடி	gra
சுங்கை	sungai
படித்த	czytaj
படித்த	czytać
படித்த	przeczytaj
படித்த	wykształcony
மாறிலி	stałe
மாறிலி	stały
மாறிலி	stałej
மாறிலி	stała
கைப்பற்றிய	złapany
கைப்பற்றிய	złapana
கைப்பற்றிய	złapani
கைப்பற்றிய	schwytany
ஒதுக்கீடு	atrybucji
ஒதுக்கீடு	przypisanie
ஒதுக்கீடு	przydzielenie
ஒதுக்கீடு	przydział
ஒதுக்கீடு	przydziały
ஒதுக்கீடு	przydziału
பாபா	baba
பாபா	babę
கிளிநொச்சி	papuga
வாழை	bananów
வாழை	banan
வாழை	banana
வாழை	banany
குழுவை	grupie
குழுவை	grupy
குழுவை	grupa
அங்குலம்	centymetry
அங்குலம்	cale
அங்குலம்	cali
அங்குலம்	cal
பேசி	telefony
பேசி	telefonicznie
பேசி	telefon
இறைச்சி	mięsa
இறைச்சி	mięso
ஏரிகள்	jezior
ஏரிகள்	jeziora
தற்காலிகமாக	chwilowo
தற்காலிகமாக	tymczasowo
தற்காலிகமாக	czasowo
அணுகுமுறை	podejście
அணுகுமுறை	podejścia
காரணி	czynnik
காரணி	współczynnik
நிலவு	księżyca
நிலவு	moon
நிலவு	księżycu
நிலவு	księżyc
உட்புற	wnętrze
உட்புற	wnętrz
உட்புற	wnętrza
உட்புற	wewnętrzne
உலோகம்	metale
உலோகம்	metalowe
உலோகம்	metalowy
உலோகம்	metal
உலோகம்	metale
அறிமுக	debiut
விதை	nasion
விதை	nasienie
விதை	ziarno
விதை	nasiona
விதை	ziarna
விதை	nasion
விதை	nasiona
ஊடகம்	nośnik
ஊடகம்	media
ஊடகம்	mediów
ஊடகம்	nośniki
மெக்சிகோ	meksyk
அமெரிக்கர்	amerykańska
அமெரிக்கர்	american
அமெரிக்கர்	amerykański
அமெரிக்கர்	amerykańskie
அமெரிக்கர்	amerykanin
அமெரிக்கர்	amerykanie
அமெரிக்கர்	amerykanów
இப்னு	ibn
அறிக்கைகள்	raporty
அறிக்கைகள்	sprawozdania
அறிக்கைகள்	zgłoszenia
அறிக்கைகள்	raportów
வெற்றியை	sukces
வெற்றியை	sukcesu
வெற்றியை	sukcesów
வெற்றியை	sukcesy
வெற்றியை	powodzenie
நாளிதழ்	gazety
நாளிதழ்	gazeta
நாளிதழ்	gazetę
ஹாலிவுட்	hollywood
மெல்ல	powoli
பிறந்தது	urodzony
பிறந்தது	urodzona
பிறந்தது	urodzone
பதினாறு	szesnaście
பதினாறு	sixteen
சகோதரன்	bracie
சகோதரன்	brat
கடை	zakupy
கடை	sklep
கடை	sklepie
கடை	sklep
கடை	store
தெளிவு	czysto
தெளிவு	przejrzystość
தெளிவு	jasności
தெளிவு	jasność
கணினிகள்	komputery
கணினிகள்	komputerów
வேர்	korzenie
வேர்	korzeń
வேர்	root
வேர்	pierwiastek
பிரான்சிஸ்	franciszka
பிரான்சிஸ்	francis
பிரான்சிஸ்	franciszek
வெளியீடுகள்	wydania
வெளியீடுகள்	uwalnia
ஊழியர்கள்	personelu
ஊழியர்கள்	personel
ஊழியர்கள்	pracownicy
ஊழியர்கள்	kadra
ஊழியர்கள்	kadry
சக்கர	koło
சக்கர	koła
வாட்	watt
வாட்	wat
சுவிஸ்	szwajcarski
சுவிஸ்	szwajcarską
சுவிஸ்	szwajcaria
பேட்மேன்	batman
பேட்மேன்	batmana
மூடிய	zamknięty
மூடிய	nieczynne
மூடிய	zamknięte
மூடிய	zamknięta
ஆட்டோ	auto
ஆட்டோ	automatyczne
ஆட்டோ	automatycznie
வெளியேறும்	wyjście
வெளியேறும்	wyjazd
வெளியேறும்	wyjścia
ஸ்டீபன்	stephen
ஸ்டீபன்	stefan
ஸ்டீபன்	stephena
ஸ்டீபன்	stefana
ஸ்டீபன்	stefan
ஸ்டீபன்	stefanie
ஜான்சன்	johnsona
ஜான்சன்	johnson
கட்டுமான	konstrukcja
கட்டுமான	budowa
கட்டுமான	budownictwo
போஸ்	bose
ஒன்பதாவது	dziewięciu
ஒன்பதாவது	nine
ஒன்பதாவது	dziewięć
ஒன்பதாவது	dziewiąty
ஒன்பதாவது	ninth
ஒன்பதாவது	dziewiąta
டெய்லர்	taylora
டெய்லர்	taylor
புனைவு	fikcja
புனைவு	fiction
கன்னி	panny
கன்னி	panna
மரபுகள்	tradycja
மரபுகள்	tradycji
மரபுகள்	tradycje
நடுவர்	sędzia
நெறிமுறைகள்	kryterium
நெறிமுறைகள்	kryteria
டாட்டா	tata
விவசாயிகள்	rolników
விவசாயிகள்	farmerzy
விவசாயிகள்	rolnicy
சாதனம்	urządzenia
சாதனம்	wyrób
சாதனம்	urządzenie
மின்னணுவியல்	elektronika
மேற்கோள்கள்	satelitarne
மேற்கோள்கள்	satelita
மேற்கோள்கள்	satelitarnej
மேற்கோள்கள்	satelitarna
மேற்கோள்கள்	satelity
மேற்கோள்கள்	cytaty
மேற்கோள்கள்	przykładów
மேற்கோள்கள்	przykłady
மேற்கோள்கள்	cytaty
மேற்கோள்கள்	notowań
மேற்கோள்கள்	notowania
வெளிப்படையாக	jawnie
வெளிப்படையாக	najwidoczniej
வெளிப்படையாக	najwyraźniej
வெளிப்படையாக	widocznie
பாக்	pak
தெருவில்	street
தெருவில்	ulica
தெருவில்	ulicy
உயிருடன்	żywe
உயிருடன்	żywy
உயிருடன்	żyje
உயிருடன்	żywa
பெண்ணை	dziewczyna
பெண்ணை	dziewczyny
பெண்ணை	dziewczynka
பெண்ணை	dziewczyno
ஓடி	przepływu
ஓடி	przepływy
ஓடி	przepływ
ஸ்மித்	smitha
ஸ்மித்	smith
மேஜர்	major
ஊட்டச்சத்து	żywieniowe
ஊட்டச்சத்து	odżywiania
ஊட்டச்சத்து	żywieniu
தண்டு	sznurek
தண்டு	kręgowy
தண்டு	sznur
தண்டு	macierzystych
அறைகள்	pokoje
எண்ணை	numer
எண்ணை	liczba
இருவருக்கும்	obydwa
இருவருக்கும்	oboje
இருவருக்கும்	obie
இருவருக்கும்	oba
இன்றளவும்	tka
பிரான்சிய	académie
உரிமையாளர்	właścicielka
உரிமையாளர்	właściciela
உரிமையாளர்	właściciel
சேதம்	zniszczenia
சேதம்	uszkodzenie
சேதம்	szkody
சேதம்	uszkodzenia
கவுண்டர்	licznik
விரும்பிய	preferowany
விரும்பிய	wolała
விரும்பிய	wolał
விரும்பிய	preferuje
புக்	buk
ஜோடி	pary
ஜோடி	para
ஜோடி	para
மந்திரம்	mantra
தயாரிப்பாளர்கள்	producenci
தயாரிப்பாளர்கள்	producentów
தயாரிப்பாளர்கள்	producentom
தா	tha
ரகுமான்	rahman
அவசர	nagłe
அவசர	awaryjne
ஜானகி	janki
கரை	granice
கரை	granicy
கரை	granica
கரை	granicę
நாயகன்	bohatera
நாயகன்	hero
நாயகன்	bohater
நாயகன்	bohaterze
நாயகன்	mężczyzna
நாயகன்	człowiek
நாயகன்	man
காப்பகம்	archiwa
காப்பகம்	archiwum
அடர்ந்த	gęste
கூத்து	hoa
படைத்த	utworzona
படைத்த	utworzony
படைத்த	utworzono
படைத்த	stworzył
படைத்த	utworzone
அருங்காட்சியகங்கள்	muzea
சிவா	shiva
குடி	pije
குடி	picie
குடி	piła
குடி	pić
குடி	pić
குடி	napój
வாழ்த்துக்கள்	gratuluję
வாழ்த்துக்கள்	gratuluje
வாழ்த்துக்கள்	gratulacje
வாழ்த்துக்கள்	pozdrawiam
வாழ்த்துக்கள்	pozdrowienia
வாழ்த்துக்கள்	gratulacje
பாடலாசிரியர்	kompozytor
பாடலாசிரியர்	edytor
இனிய	zadowolona
இனிய	szczęśliwi
இனிய	wszystkiego
இனிய	szczęśliwa
இனிய	szczęśliwy
இனிய	zadowolony
குளோரின்	chloru
பெல்ஜியம்	belgii
பெல்ஜியம்	belgia
மெட்ரிக்	miara
மெட்ரிக்	wskaźnik
மெட்ரிக்	metrycznych
துருக்கிய	turecka
துருக்கிய	tureckie
துருக்கிய	turecki
நெப்போலியன்	napoleon
ஆயுதம்	broń
ஆயுதம்	uzbrojenie
ஆயுதம்	broni
ஆயுதம்	bronie
ஆயுதம்	broń
ஆயுதம்	bron
ஆயுதம்	amunicja
ஆயுதம்	amunicję
ஆயுதம்	amunicji
தங்களுக்கு	same
மசூதி	meczetu
மசூதி	meczet
வழிகாட்டி	czarodzieja
வழிகாட்டி	czarodziej
வழிகாட்டி	asystent
வழிகாட்டி	czarnoksiężnik
வழிகாட்டி	przewodniku
வழிகாட்டி	poradnik
வழிகாட்டி	przewodnikiem
வழிகாட்டி	przewodnika
வழிகாட்டி	przewodnik
குடியேற்றம்	imigracji
குடியேற்றம்	imigracja
பிலிப்	phillip
பிலிப்	phillipa
பிலிப்	filip
பிலிப்	filipa
பிலிப்	philip
பிலிப்	filip
பர்மா	birmie
பர்மா	birmy
பாபு	babu
நெருக்கமான	intymne
தேவையற்ற	niechcianych
தேவையற்ற	niepożądane
தேவையற்ற	zbędny
தேவையற்ற	niepotrzebny
தேவையற்ற	zbędne
தேவையற்ற	niepotrzebne
திறனாய்வு	krytyka
திறனாய்வு	krytyki
திறனாய்வு	krytykę
தீர்க்க	rozwiązać
சேர்க்கும்	doda
சேர்க்கும்	dodaje
பலகை	pokładzie
பலகை	zarząd
பலகை	wyżywienie
பலகை	deska
பலகை	tablica
தணிக்கை	cenzury
வளைவு	krzywa
வளைவு	krzywej
வளைவு	krzywą
வளைவு	krzywizny
யூதர்கள்	żydów
யூதர்கள்	żydzi
வளைகுடா	zatoka
வளைகுடா	zatoce
வளைகுடா	zatoka
வளைகுடா	zatoki
வளைகுடா	bay
உகந்த	optymalne
மெய்நிகர்	wirtualny
மெய்நிகர்	wirtualna
மெய்நிகர்	wirtualne
கிரிக்	crick
மோதல்	zderzenie
மோதல்	zderzenia
மோதல்	kolizji
உள்ளீடு	aktualności
உள்ளீடு	pasza
உள்ளீடு	paszy
உள்ளீடு	pasz
உள்ளீடு	wjazd
உள்ளீடு	wejście
உள்ளீடு	wpis
உள்ளீடு	wejściowe
உள்ளீடு	wkład
உள்ளீடு	wejście
தெய்வங்கள்	bogowie
தெய்வங்கள்	bogów
ஊதா	purpurowe
ஊதா	fioletowy
ஊதா	purpurowy
ஊதா	fioletowe
ஊதா	fioletowy
ஊதா	fioletowe
ஊதா	violet
புயல்	cyklon
புயல்	burze
புயல்	burza
புயல்	storm
புயல்	sztorm
நினைத்து	myślenia
நினைத்து	myśleć
நினைத்து	myślenie
நினைத்து	myśli
அக்கறை	troska
அக்கறை	troskę
கூறு	modułu
கூறு	moduł
கூடைப்பந்து	koszykówki
கூடைப்பந்து	kosza
கூடைப்பந்து	koszykówka
கூடைப்பந்து	koszykówkę
விதைகள்	ziarna
விதைகள்	nasion
விதைகள்	nasiona
மாசு	zanieczyszczone
மாசு	zanieczyszczenia
மாசு	zanieczyszczenie
வரவு	dojazd
வரவு	przybycie
வரவு	przyjazd
வரவு	odpływ
வரவு	odpływu
எப்போது	gdy
எப்போது	kiedy
முப்பது	trzydzieści
முப்பது	thirty
புத்தரின்	budda
புத்தரின்	buddy
சரக்கு	cargo
சரக்கு	ładunek
சரக்கு	inwentarz
சரக்கு	spis
சரக்கு	towarowy
இயல்பாக	normalne
இயல்பாக	normalnie
இயல்பாக	normalny
இயல்பாக	normalna
வைரஸ்	wirusów
வைரஸ்	wirus
வைரஸ்	wirusy
வைரஸ்	wirusa
பான்	bonn
பான்	piotruś
பான்	pan
பரப்புரை	lobbingu
பரப்புரை	propaganda
பரப்புரை	propagandy
டேனியல்	daniela
டேனியல்	daniel
ஜோன்ஸ்	jones
ஜோன்ஸ்	jonesa
தீங்கு	zło
தீங்கு	zły
தீங்கு	evil
தீங்கு	zła
தீங்கு	okaleczenia
தீங்கு	skrzywdzić
தீங்கு	szkodzić
பலன்	korzyść
பலன்	świadczenie
பலன்	korzyści
பலன்	rezultat
பலன்	efekt
பலன்	wynik
கோழி	drobiu
கோழி	drób
கோழி	kurczak
கோழி	tchórz
கோழி	kurczaki
கோழி	kurczaka
கோழி	kura
கோழி	hen
சக்தியை	moc
சக்தியை	władza
சக்தியை	siła
சக்தியை	zasilanie
சக்தியை	power
எல்லோரும்	każdy
எல்லோரும்	wszyscy
எல்லோரும்	ludziska
எல்லோரும்	kochani
எல்லோரும்	każdy
எல்லோரும்	wszyscy
பயணத்தை	podróż
வாரங்கள்	tygodni
வாரங்கள்	tygodniami
வாரங்கள்	tygodniach
வாரங்கள்	tygodnie
தொழிற்சாலைகள்	fabryk
தொழிற்சாலைகள்	fabryki
அளவீடு	pomiar
அளவீடு	wycena
அளவீடு	pomiaru
அளவீடு	pomiary
மென்மையான	miękka
மென்மையான	miękkie
மென்மையான	miękki
பகதூர்	bahadur
மூவர்	trio
சமம்	równi
நிலவியல்	geologia
குடியுரிமை	obywatelstwa
குடியுரிமை	obywatelstwo
விருந்து	przyjęcie
விருந்து	partia
விருந்து	partii
விருந்து	impreza
விருந்து	imprezy
ரைட்	wright
உருவாக்குதல்	robienie
உருவாக்குதல்	zrobienie
உருவாக்குதல்	tworzenie
உருவாக்குதல்	tworzenia
உருவாக்குதல்	utworzenie
உருவாக்குதல்	stworzenie
மாநாடுகள்	konferencje
கட்டாய	obowiązkowo
கட்டாய	obowiązkowe
கட்டாய	obowiązkowa
கட்டாய	obowiązkowy
கட்டாய	obowiązkowo
கட்டாய	obowiązkowe
கட்டாய	obowiązkowy
கட்டாய	obowiązkowa
வரைகலை	grafiki
வரைகலை	grafika
ஸ்டுடியோ	studia
ஸ்டுடியோ	studio
குற்றவியல்	kryminalne
குற்றவியல்	karnego
குற்றவியல்	przestępcy
குற்றவியல்	przestępca
குற்றவியல்	kryminalista
கட்டப்பட்டுள்ளது	zbudowany
கட்டப்பட்டுள்ளது	wybudowany
கட்டப்பட்டுள்ளது	zbudowane
கட்டப்பட்டுள்ளது	zbudowano
கட்டப்பட்டுள்ளது	zbudowana
வரைபடங்கள்	mapy
ஆன்லைன்	online
தொழிற்துறை	przemysłu
தொழிற்துறை	branża
தொழிற்துறை	przemysł
அப்பா	tato
அப்பா	tata
அப்பா	papa
அப்பா	tatuś
அப்பா	ojcze
அப்பா	ojciec
முற்போக்கு	stopniowe
முற்போக்கு	stopniowego
சீனம்	chińczyk
சீனம்	chiny
சீனம்	chińskich
சீனம்	chińska
சீனம்	chiński
சீனம்	chińskie
கோலா	koala
கோலா	cola
பங்களிப்புகள்	składki
பங்களிப்புகள்	składek
பங்களிப்புகள்	wkłady
செயலி	podanie
செயலி	zastosowanie
செயலி	aplikacja
செயலி	aplikacji
செயலி	aplikację
செயலி	app
செயலி	aplikacja
கணேஷ்	ganesh
கேரி	carrie
மிகச்சிறிய	malutki
மிகச்சிறிய	malutka
மிகச்சிறிய	maleńki
மிகச்சிறிய	tiny
மிகச்சிறிய	malutkie
மாஸ்கோ	moskwy
மாஸ்கோ	moskwie
மாஸ்கோ	moskwa
முடியுமா	interakcje
முடியுமா	współdziałanie
முடியுமா	interakcji
அறம்	aram
நினைவகம்	memorial
நினைவகம்	pomnik
நினைவகம்	pamięć
நினைவகம்	wspomnienia
நினைவகம்	wspomnienie
நினைவகம்	pamięci
ரோடு	drogowy
ரோடு	drogi
ரோடு	drodze
ரோடு	droga
ரோடு	road
கர்நாடகா	karnataka
நபி	prorok
நபி	proroka
நபி	prorokiem
நபி	nabi
இவள்	ona
ஆப்கானிஸ்தான்	afganistan
ஆப்கானிஸ்தான்	afganistanu
ஆப்கானிஸ்தான்	afganistanie
கழிவு	odpady
கழிவு	odpadów
பற்றாக்குறை	brak
கிம்	kim
ஆரம்பம்	start
ஆரம்பம்	rozpoczęcie
ஆரம்பம்	zacznij
ஆரம்பம்	początek
ஆரம்பம்	początku
ஆரம்பம்	poczatek
ஆரம்பம்	początek
நீரிழிவு	cukrzycy
நீரிழிவு	cukrzycę
நீரிழிவு	cukrzyca
துன்	thun
துன்	tun
தேவா	deva
இளைஞர்கள்	młodzież
இளைஞர்கள்	młodzieży
இளைஞர்கள்	młodości
இளைஞர்கள்	młodość
உளவு	szpieg
உளவு	szpiega
நீடித்தது	trwało
நீடித்தது	trwała
சாம்	sama
சாம்	sam
புகைப்படம்	zdjęcia
புகைப்படம்	foto
புகைப்படம்	fotografia
புகைப்படம்	zdjęcie
புகைப்படம்	fotografie
புகைப்படம்	fotografii
புகைப்படம்	photography
புகைப்படம்	fotografia
புகைப்படம்	zdjęcia
திடீர்	nagłe
திடீர்	nagła
கர்நாடகம்	karnataka
வகுப்புகள்	zajęcia
வகுப்புகள்	klas
வகுப்புகள்	klasy
சாத்தியம்	możliwy
சாத்தியம்	mozliwe
சாத்தியம்	możliwa
சாத்தியம்	możliwe
ஊதியம்	zapłacić
பாலி	bali
அக்	październik
சாகிப்	sahib
ஆசி	błogosławieństwa
ஆசி	błogosławieństwo
ஆசி	błogosławieństwa
ஆசி	błogosławieństwo
முட்டைகள்	jaja
முட்டைகள்	jaj
முட்டைகள்	jajka
முட்டைகள்	jajeczka
இந்தோனேசிய	indonezyjski
கால்கள்	nogi
கால்கள்	nóżki
கால்கள்	nóg
சூடான	gorąco
சூடான	hot
சூடான	gorące
சூடான	gorąca
சூடான	gorący
சூடான	najgorętszych
சூழ்நிலையில்	sytuacje
சூழ்நிலையில்	sytuacji
சூழ்நிலையில்	sytuacja
வறுமை	bieda
வறுமை	biedy
வறுமை	ubóstwa
வறுமை	ubóstwo
கந்தக	siarki
பிரம்மா	brahma
குடும்பத்தினர்	rodziny
குடும்பத்தினர்	rodzin
குடும்பத்தினர்	rodzina
குடும்பத்தினர்	rodziny
குடும்பத்தினர்	rodzinne
குடும்பத்தினர்	rodzinka
குடும்பத்தினர்	rodzinnie
வலைப்பதிவு	blog
வலைப்பதிவு	bloga
வலைப்பதிவு	blogu
வாழ்ந்தார்	mieszkał
வாழ்ந்தார்	żyła
வாழ்ந்தார்	żył
வாழ்ந்தார்	żyłem
அரங்கில்	arena
அரங்கில்	arenę
அரங்கில்	arenie
பதினைந்து	fifteen
பதினைந்து	piętnaście
தனியே	samotnie
தனியே	sama
தனியே	sam
லைவ்	live
லைவ்	żywo
லைவ்	żyj
ஆராய்ச்சியாளர்கள்	naukowcy
ஆராய்ச்சியாளர்கள்	badacze
ஆராய்ச்சியாளர்கள்	naukowców
கிருஷ்ணர்	krishna
பண்டிதர்	obrońca
பண்டிதர்	obrońcę
பண்டிதர்	obrońcy
இறைவி	bogini
சர்மா	sharma
