길버트	gilbert
감지	détecter
감지	détectent
감지	détecte
네이션	nation
언제부터	depuis
언제부터	puisque
익힌	braisé
통역	interprète
연습생	pratiquer
연습생	pratique
연습생	pratiques
민병대	miliciens
민병대	milice
민병대	milices
워프	distorsion
갈라	gala
아브라함	ibrahim
아브라함	abraham
전갈자리	scorpio
전갈자리	scorpion
전갈자리	scorpius
아리스토텔레스	aristote
체계적	systématique
체계적	systématiquement
체계적	systématiques
크로니클	chroniques
크로니클	chronique
물고기자리	poissons
물고기자리	poisson
코다마	kodama
자격증	accréditation
자격증	certification
자격증	qualifications
자격증	certifiées
자격증	certifiée
자격증	certifié
자격증	certifiés
가정교사	tuteur
가정교사	précepteur
가정교사	tuteurs
가정교사	tutorat
가정교사	gouvernante
루미	rumi
매리너	mariner
벤치	bancs
벤치	banquette
벤치	banc
스완	cygne
스완	swan
스완	cygnes
흔적	sentier
흔적	piste
흔적	traces
흔적	tracé
흔적	traces
흔적	tracer
흔적	trace
흔적	sentiers
에드먼턴	edmonton
말라위	malawi
캐치	attrape
캐치	captures
캐치	attraper
비자	visas
비자	visa
세르비아인	serbe
세르비아인	serbes
세르비아인	serbes
세르비아인	serbe
세르비아인	serbes
플루트	flûte
플루트	flûtes
넷스케이프	netscape
오늘도	hui
오늘도	aujourdhui
파서	analyseur
부모님	parents
부모님	parents
부모님	parent
스위프트	swift
수류탄	grenade
수류탄	grenades
수류탄	grenades
콜렉션	ramassage
콜렉션	recouvrement
콜렉션	recueil
콜렉션	collection
콜렉션	collecte
단점	inconvénient
단점	inconvénients
단점	désavantages
단점	inconvénient
몬테레이	monterrey
펀자브	pendjab
펀자브	punjabi
단락	paragraphe
단락	alinéa
단락	paragraphes
하버	port
하버	harbour
무제한	illimitées
무제한	illimitée
무제한	illimité
무제한	illimités
숨김	masquée
숨김	cachée
숨김	masqué
숨김	caché
숨김	cachés
숨김	masqués
메사	mesa
메사	missa
매기	maggie
카세트	cassette
카세트	cassettes
행복하게	joyeusement
귀도	guido
거품	bulles
거품	bulle
거품	mousses
거품	écume
거품	mousse
거품	bulle
거품	bubble
거품	bulles
랠리	rally
랠리	rallyes
랠리	rassemblement
랠리	rallye
랠리	ralliement
닫습니다	fermer
닫습니다	proche
독립기념일	indépendance
스캇	scott
색채	coloration
배너	banderoles
배너	bandeaux
배너	bannière
배너	bannières
배너	bannières
배너	banderole
배너	banner
배너	bannière
의사당	capitole
의사당	capitol
억제	inhibition
억제	suppression
억제	inhibiteur
억제	inhibiteurs
사우샘프턴	southampton
베네딕트	benedict
베네딕트	benoît
도달	atteints
도달	atteint
도달	portée
도달	atteindre
가정부	servante
가정부	gouvernante
라그나로크	ragnarok
플레어	fusée
플레어	flair
인덱스	indexé
인덱스	indexés
인덱스	indexées
인덱스	indexée
인덱스	index
인덱스	indice
인덱스	indices
인덱스	index
플라워	fleurs
플라워	fleur
아메드	ahmed
피어	pair
피어	peer
피어	pairs
리비우	lviv
배운다	apprenez
배운다	apprendre
배운다	apprends
멤버들	membres
멤버들	adhérents
말린스	marlins
애정	affection
위트레흐트	utrecht
비스마르크	bismarck
볼륨	volume
볼륨	volumes
파도	ondes
파도	vagues
파도	vague
파도	onde
엘프	elf
엘프	elfe
엘프	elfes
엘프	lutin
엘프	lutins
엘프	elfes
웬디	wendy
백조	cygnes
백조	cygne
백조	swan
백조	cygnes
심어	plantés
심어	plantées
심어	planté
심어	plantée
스노우	neige
스노우	snow
라디에이터	radiateurs
라디에이터	radiateur
외출	sortie
거스	gus
출판물	publication
출판물	publications
타라	tara
마르코스	marcos
바빌론	babylon
바빌론	babylone
발목	cheville
발목	chevilles
발목	chevilles
반체제	dissidente
반체제	dissidents
반체제	dissident
반체제	dissidence
중성미자	neutrino
베일리	bailey
새우	crevettes
새우	crevettes
새우	crevette
새우	crevettes
다코타	dakota
에식스	essex
페니	penny
혼돈	confusion
혼돈	désarroi
혼돈	anarchie
혼돈	chaos
레딩	redding
워렌	warren
브라보	bravo
볼프	loup
볼프	loups
볼프	wolf
볼프	louve
하이라이트	soulignés
하이라이트	souligné
하이라이트	souligne
하이라이트	souligner
바닐라	vanille
두뇌	cerveaux
두뇌	cérébrale
두뇌	cerveau
두뇌	cervelle
일관성	cohérence
일관성	consistance
일관성	homogénéité
일관성	uniformité
일관성	cohérence
손오공	goku
알란	alain
알란	alan
심플렉틱	symplectique
망치	marteaux
망치	hammer
망치	marteau
망치	maillet
주디	judy
대각선	diagonale
지리학	géographie
멜로	melo
카레	curry
지브롤터	gibraltar
전자제품	electronique
전자제품	électronique
재산권	biens
재산권	propriété
헤럴드	herald
헤럴드	herold
글래스	vitre
글래스	verre
글래스	verres
뱅크스	banques
부착	joindre
부착	attacher
컴팩트	compact
컴팩트	compresser
컴팩트	compactes
컴팩트	pacte
컴팩트	compacts
컴팩트	compacte
장애물	obstruction
장애물	occlusion
장애물	entrave
장애물	sauter
장애물	sauts
장애물	sautant
장애물	saut
장애물	obstacle
장애물	entraves
장애물	obstacles
복숭아	pêches
복숭아	pêcher
복숭아	pêche
복숭아	peach
복숭아	pêches
닝보	ningbo
사용법	utilisation
사용법	usage
쿠미코	kumiko
콘월	cornouailles
콘월	cornwall
자정	minuit
자정	midnight
토모에	tomoe
분사	injections
분사	injection
분사	piqûre
싸이	psy
절단	amputer
절단	amputation
프로토타입	prototypage
프로토타입	prototype
프로토타입	prototypes
프로토타입	prototypes
템플	temple
템플	tempe
웰스	welles
웰스	puits
웰스	wells
에덴	éden
에덴	eden
지뢰	mines
피보나치	fibonacci
에두아르도	eduardo
코브라	cobra
플라톤	platon
항생제	antibiotique
항생제	antibiotiques
항생제	antibiotique
항생제	antibiotiques
그리피스	griffith
그리피스	griffiths
정서	émotions
정서	émotion
현미경	microscope
현미경	microscopie
현미경	microscopie
민트	menthe
롤리	raleigh
트로이아	troie
트로이아	troy
육체	chair
칩셋	chipset
아이튠즈	itunes
컨셉	concept
컨셉	notions
컨셉	concepts
트레이딩	négoce
트레이딩	trading
트레이딩	négociation
중요성	importance
제우스	zeus
전화번호	téléphone
긴장	nerveux
긴장	nerveuse
긴장	nervosité
긴장	tension
긴장	tensions
워털루	waterloo
지다	jeddah
노구치	noguchi
질투	jalouse
질투	jaloux
질투	jalousie
질투	jalousie
안젤로	angelo
안젤로	angela
원예	horticulture
원예	horticole
원예	horticoles
원예	horticole
원예	horticulture
원예	horticoles
지부티	djibouti
스탠포드	stanford
마이코	maiko
개선하기	améliorer
개선하기	améliorez
개선하기	améliore
개선하기	améliorer
플라스마	plasma
수평으로	horizontalement
몽골족	mongols
몽골족	mongol
몽골족	mongole
프라이스	prix
프라이스	tarif
프라이스	pryce
불규칙	irrégularité
불규칙	irréguliers
불규칙	irrégulier
불규칙	irrégulière
불규칙	irrégulières
사자자리	leonis
사자자리	léon
사자자리	léo
사자자리	leo
스테파니	stefani
스테파니	stefanie
스테파니	stéphanie
스테파니	stephanie
스테파니	steph
킬로그램	kilogrammes
킬로그램	kilogramme
킬로그램	kilogramme
두부	tofu
볼프스부르크	wolfsburg
타당성	faisabilité
타당성	validité
쿠르드	kurdistan
차분한	calme
차분한	calmes
바니	barney
바니	varney
아순시온	asuncion
기사도	chevalerie
디아스	díaz
디아스	díaz
디아스	diaz
볼리바르	bolivar
볼리바르	bolivar
볼리바르	bolívar
엘렌	hélène
엘렌	ellen
천하무적	invincible
천하무적	invincibles
모방	imitation
모방	imitations
랜드마크	repère
탈레반	talibans
탈레반	taliban
고민	perturbations
고민	troubles
그놈	nain
그놈	gnome
약사	pharmaciens
약사	pharmacien
약사	pharmacien
용접	soudeur
용접	soudure
용접	souder
용접	soudage
용접	soudure
용접	souder
수프	potage
수프	soupes
수프	soupe
수프	soupes
측도	mesurer
측도	mesure
사쿠라다	sakurada
리라	lires
리라	lira
리라	lyre
트와일라잇	pénombre
트와일라잇	crépuscule
트와일라잇	twilight
나탈리	natalie
나탈리	nathalie
대문자	majuscule
대문자	majuscules
대문자	majuscule
대문자	capitalisation
대문자	majuscules
에밀리오	emilio
우크라이나인	ukrainiens
악용	abus
악용	sévices
악용	abus
악용	abuser
악용	maltraitance
콕스	cox
초보자	débutant
초보자	débutants
초보자	novices
초보자	débutante
초보자	novice
초보자	débutante
초보자	débutant
초보자	débutants
바부다	barbuda
카슈미르	cachemire
블리치	javel
수수	sorgho
수수	seuss
마크업	balisage
히타이트	hittites
히타이트	hittite
히트맨	hitman
버니	bernie
토레스	torres
아스투리아스	asturien
에리트레아	érythrée
명목	nominale
명목	nominal
엘비스	elvis
텔레노벨라	telenovela
귀한	rareté
귀한	rare
귀한	saignant
귀한	rares
대리인	tuteurs
대리인	gardiens
대리인	mandataire
대리인	agent
리베라	rivera
성기	penis
성기	pénis
복수형	pluriel
복수형	plurielle
양수	positive
양수	positives
양수	positif
양수	positifs
어색한	gênant
어색한	maladroit
어색한	embarrassant
미즈사와	mizusawa
피카츄	pikachu
불가피한	inévitable
불가피한	inéluctable
불가피한	inévitablement
불가피한	inévitables
바바라	barbara
콤보	combos
콤보	combinaison
콤보	combo
레아	rhea
레아	lea
레아	léa
아톰	atome
아톰	atom
마시기	boire
마시기	boisson
마시기	potable
류블랴나	ljubljana
위생	hygiénique
위생	sanitaire
위생	sanitaires
위생	hygiène
위생	hygiène
위생	salubrité
위생	assainissement
팩터	zin
팩터	facteur
팩터	factor
올라프	olaf
사구	dunes
사구	dune
멸치	anchois
멸치	anchois
노예제	slave
노예제	esclave
노예제	esclaves
노예제	esclavage
아쉬운	facile
아쉬운	faciles
아쉬운	easy
아쉬운	facilité
유미코	yumiko
인류학	anthropologie
인류학	anthropologique
인류학	anthropologie
에어아시아	airasia
레이어	pondeuses
레이어	couches
레이어	calques
레이어	couche
레이어	calque
집착	obsession
집착	obsédé
집착	obsédée
집착	obsédés
음주	boire
음주	boisson
음주	potable
음주	intoxication
음주	ivresse
가입자	abonné
가입자	souscripteurs
가입자	abonnés
스프린트	sprint
호프만	hoffmann
호프만	hoffmann
호프만	hoffman
팍스	pax
불만	plainte
불만	plaintes
불만	réclamations
불만	mécontentement
불만	réclamation
불만	plainte
불만	plaintes
불만	mécontentement
불만	insatisfaction
패티	patti
패티	patty
보일러	chaudière
보일러	chaudières
신선	frais
신선	fraiche
신선	fraîche
신선	fraîcheur
에이커	hectare
에이커	acre
에이커	hectares
에이커	acres
광둥어	cantonais
조차도	meme
조차도	même
가루	poudre
가루	poudres
구출	secours
구출	sauvetage
구출	sauveteurs
명소	attraits
명소	attractions
명소	repères
세슘	césium
리히터	richter
아르곤	argon
웨슬리	wesley
니제르	nigérien
니제르	niger
퀸시	quincy
숭배	secte
숭배	culte
숭배	cultes
숭배	adoration
숭배	culte
독성	toxique
독성	toxiques
독성	toxicité
트릭	trick
트릭	astuce
트릭	astuces
트릭	ruses
코멘트	commentaire
코멘트	commente
코멘트	commenter
영사	consul
루안다	luanda
