から	จาก
ホルン	แตร
シンセサイザー	synthesizers
プリキュア	precure
シンプル	ง่าย
シンプル	ง่ายๆ
ビー	บี
ビー	ผึ้ง
宗家	soke
ニャン	เมี้ยว
ニャン	เหมียว
ニャン	เมี๊ยว
クマ	หมี
クマ	แบก
クマ	หมี
セミナー	สัมมนา
セミナー	สัมมนา
キューブ	ลูกบาศก์
一条	ichijō
アルフレッド	อัลเฟร็ด
オールド	เก่าๆ
オールド	แก่
オールド	เก่า
ストライク	strike
スティーヴ	steve
クリック	คลิก
カーン	ข่าน
積分	integrals
初心者	สามเณร
グレゴリオ	gregorio
トリック	ทริค
トリック	เทคนิค
アンケート	แบบสอบถาม
アンケート	โพล
アンケート	โพลล์
アンケート	สำรวจ
アンケート	โพล
アンケート	โพลล์
ハンマー	ค้อน
リュウ	ริว
リュウ	ryū
調印	เซ็น
宮沢	miyazawa
キャンディ	ลูกอม
キャンディ	candy
キャンディ	ขนม
栄え	รุ่งเรือง
名詞	นาม
ビルマ	พม่า
テンポ	จังหวะ
置換	แทนที่
置換	ทดแทน
置換	แทนที่
置換	แทน
親善	goodwill
マクドナルド	mcdonald
あえて	ท้า
あえて	กล้า
アーキテクチャ	สถาปัตยกรรม
チーズ	ชีส
チーズ	cheese
リフト	ยก
窒素	ไนโตรเจน
ホーン	แตร
杉浦	sugiura
プラチナ	แพลทินัม
クロード	คลอด
きみ	kimi
ゴッド	อัลลอฮ์
ゴッド	พระเจ้า
ゴッド	อัลลอฮฺ
ときめき	tokimeki
バート	เบิร์ต
スペクトル	สเปกตรัม
切手	แสตมป์
賃金	ค่าแรง
賃金	ค่าแรง
タール	tar
ライブラリ	ไลบรารี
スーパーマーケット	ซุปเปอร์มาร์เก็ต
スーパーマーケット	ซุปเปอร์มาร์เก็ต
転生	tensei
シャイ	shy
シャイ	เขิน
シャイ	อาย
招聘	เชิญ
ファンクラブ	fanclub
円盤	แผ่น
円盤	ดิสก์
ウェブ	เว็บ
寸法	มิติ
寸法	มิติ
寸法	ขนาด
テナント	tennant
申し出	เสนอ
きちんと	ประณีต
リットル	ลิตร
リットル	ลิตร
お金	เงิน
農地	ไร่
条項	ชีพ
食べ物	อาหาร
ログイン	ล็อกอิน
習慣	นิสัย
習慣	นิสัย
ズーム	ขยาย
ズーム	ซูม
プラント	โรงงาน
プラント	ต้นไม้
プラント	พืช
バルト	barth
書物	หนังสือ
書物	หนังสือ
書物	สมุด
甘い	หวานๆ
甘い	หวาน
スロベニア	slovene
ツイ	tsui
レシピ	สูตร
レシピ	สูตร
決闘	ดวล
オスカー	oscar
バグ	บั๊ก
バグ	บัก
バグ	แมลง
大成	taisei
ロビンソン	โรบินสัน
分ける	แบ่ง
分ける	แยก
分ける	แบ่ง
徴収	สะสม
商用	พาณิชย์
商用	โฆษณา
スケジュール	ตาราง
スケジュール	กำหนดการ
不動	fudo
フレーズ	วลี
フレーズ	วลี
メガネ	แว่น
メガネ	แว่นตา
メガネ	แก้ว
呼吸	หายใจ
大国	okuni
慢性	เรื้อรัง
インパクト	impact
先祖	บรรพบุรุษ
先祖	บรรพบุรุษ
ヒューマン	มนุษย์
オーダー	ลำดับ
ツリー	ต้น
ツリー	ต้นไม้
家畜	ปศุสัตว์
応答	โต้ตอบ
クリーク	รีก
振る	เขย่า
振る	ส่าย
ハーツ	หัวใจ
ウマ	ม้า
ウマ	ม้า
固体	ทึบ
固体	ของแข็ง
固体	มั่นคง
固体	solid
固体	แข็ง
ホース	วรรณ
美容	งาม
カレンダー	ปฏิทิน
カレンダー	ปฏิทิน
傭兵	รับจ้าง
補正	แก้
遅い	ดึก
遅い	ช้า
遅い	สาย
遅い	ชะลอ
遅い	ช้า
遅い	ช้าๆ
テクニック	เทคนิค
テクニック	เทคนิค
直子	naoko
マニラ	มะนิลา
有明	ariake
続行	ต่อ
勝つ	win
勝つ	ชนะ
江南	คังนัม
中毒	ติด
四条	shijō
遺言	พิน
遺言	จะ
遺言	วิล
ハット	หมวก
尊重	เคารพ
尊重	นับถือ
エンジニアリング	วิศวกรรมศาสตร์
エンジニアリング	วิศวกรรม
半導体	semiconductors
体格	physique
リサ	lisa
リサ	ซ่า
ライス	ข้าว
プラグ	ปลั๊ก
アフター	after
アフター	หลัง
拡散	แพร่
拡散	กระจาย
メモ	หมายเหตุ
メモ	บันทึก
メモ	โน้ต
メモ	หมายเหตุ
メモ	บันทึก
メモ	โน้ต
コスモス	จักรวาล
お知らせ	ประกาศ
異議	ค้าน
異議	คัดค้าน
カルロ	คาโล
カルロ	คาร์โล
規約	เงื่อนไข
椅子	เก้าอี้
椅子	เก้าอี้
柳生	yagyu
リール	รีล
リール	รีล
ダスト	ฝุ่น
喜び	พอใจ
喜び	joy
喜び	จอย
スライド	สไลด์
スライド	เลื่อน
スライド	สไลด์
歌曲	ซง
歌曲	เพลง
シュミット	schmitt
ノーフォーク	นอร์ฟอล์ค
補充	เติม
摂政	regency
ストレス	ความเครียด
ストレス	เครียด
ストレス	เครียด
カクテル	ค็อกเทล
カクテル	cocktail
遅延	ล่าช้า
遅延	ล่าช้า
三沢	misawa
モザイク	โมเสก
アトラス	atlas
俊一	shunichi
スープ	ซุป
モナコ	โมนาโก
便利	สะดวก
ポップス	ป็อป
アリア	เรีย
ティッシュ	เนื้อเยื่อ
ティッシュ	เนื้อเยื่อ
円谷	tsuburaya
アリー	อาลิ
アリー	พันธมิตร
泥棒	ขโมย
泥棒	โจร
ブドウ	grape
ブドウ	องุ่น
ブドウ	องุ่น
成瀬	naruse
放浪	เร่ร่อน
フレンド	friend
フレンド	เพื่อน
支払う	จ่าย
支払う	ชำระ
支払う	ตอบแทน
相互作用	กิริยา
相互作用	ปฏิสัมพันธ์
相互作用	ปฏิสัมพันธ์
フレッド	เฟร็ด
フレッド	fred
ペーパー	หนังสือพิมพ์
ペーパー	กระดาษ
カニ	ปู
カニ	ปู
漏れ	รั่ว
ミール	mir
いたずら	วิปริต
家具	เฟอร์นิเจอร์
ジャム	แยม
ジャム	แจม
チャック	ชัค
チャック	chuck
フレッシュ	สด
フレッシュ	สดๆ
フレッシュ	สดชื่น
パット	แพท
パット	pat
パット	ลูบ
ふた	ฝา
自由主義	เสรีนิยม
まあ	เอ้อ
まあ	ก็
まあ	เออ
まあ	ดี
まあ	ก้อ
まあ	อืม
メルボルン	melbourne
アイスホッケー	ฮอกกี้
五月	พฤษภาคม
サンシャイン	แดด
サンシャイン	แสงแดด
セメント	ปูน
ウサギ	กระต่าย
ウサギ	กระต่าย
クリップ	คลิป
クリップ	clip
クック	ปรุง
クック	ครัว
クック	หุง
娯楽	บันเทิง
ローザ	กุหลาบ
しのぶ	shinobu
サムライ	ซามูไร
素晴らしい	วิเศษ
砂糖	น้ำตาล
舗装	ทางเท้า
ケーキ	เค้ก
ケーキ	เค๊ก
ベール	เบล
ベール	bale
ベール	มิติ
ベール	ปกคลุม
レーシング	แข่ง
センス	sense
魚類	ฟิช
魚類	ปลา
知恵	ปัญญา
知恵	ภูมิปัญญา
警報	เตือน
うどん	อุดร
プリン	พุดดิ้ง
ロビー	ล็อบบี้
ランディ	randy
フォース	บังคับ
フォース	แรง
知能	ปัญญา
通訳	ล่าม
通訳	ตีความ
通訳	ทำนาย
弾丸	ลูกปืน
弾丸	กระสุน
クロック	นาฬิกา
ドロップ	วาง
ドロップ	หย่อน
ドロップ	หยด
ドロップ	ดรอป
ドロップ	หยอด
ドロップ	หยด
サンプル	ตัวอย่าง
レバノン	เลบานอน
レバノン	เลบานอน
樹木	ต้นไม้
のぞみ	nozomi
シカ	กวาง
ケープ	แหลม
ケープ	เคป
特権	เอกสิทธิ์
特権	อภิสิทธิ์
青梅	ome
脅迫	ข่มขู่
脅迫	ขู่
脅迫	แบล็คเมล์
倉田	kurata
オファー	เสนอ
神楽	kagura
コンチネンタル	ทวีป
釈放	ปล่อย
エッジ	ขอบ
エッジ	edge
エッジ	ขอบ
メイ	พฤษภาคม
高額	แพงๆ
高額	แพง
ディビジョン	ดิวิชั่น
骨格	โครง
王族	ราชวงศ์
本間	honma
ロスト	หลง
ロスト	แพ้
ロスト	เสีย
フライング	ฟลาย
フライング	บิน
混雑	แออัด
ブラウザ	เบราว์เซอร์
うさぎ	usagi
うさぎ	กระต่าย
うさぎ	บัน
うさぎ	กระต่าย
蓄積	สะสม
特色	คุณลักษณะ
特色	ลักษณะ
牛乳	นม
牛乳	น้ำนม
進入	เข้าหา
宮古	miyako
プラズマ	พลาสมา
ルーツ	รากฐาน
ルーツ	ราก
ダイジェスト	สรุป
育つ	เติบโต
クルス	cruz
辰巳	tatsumi
チョコ	choco
独身	single
独身	โสด
独身	bachelor
ラベル	ป้าย
ラベル	ป้าย
ファンド	กองทุน
スピーカー	ลำโพง
スピーカー	ลำโพง
ディフェンス	ป้องกัน
診療所	คลินิก
診療所	คลินิก
ピック	ปิ๊ก
ピック	เลือก
セルゲイ	sergius
軍曹	จ่า
ハブ	ฮับ
ドラッグ	ยา
ドラッグ	ลาก
ミャンマー	พม่า
欲望	ปรารถนา
欲望	กิเลส
狭山	sayama
ホルモン	ฮอร์โมน
ホルモン	ฮอร์โมน
ゾンビ	ซอมบี้
ゾンビ	ผีดิบ
敗者	ขาดทุน
敗者	แพ้
休憩	พัก
ノイズ	เสียง
生理学	สรีระ
ワット	watt
ワット	วัตต์
ワット	วัด
自慢	โม้
自慢	โม้
自慢	ภูมิใจ
自慢	proud
コマーシャル	พาณิชย์
コマーシャル	โฆษณา
速い	รวดเร็ว
速い	เร็ว
速い	ด่วน
速い	fast
速い	ไว
メドレー	เมดเลย์
ジョーダン	จอร์แดน
ジョーダン	jordan
あした	พรุ่ง
落ちる	ล้ม
落ちる	หล่น
落ちる	ตก
落ちる	ร่วง
コンソール	คอนโซล
反逆	กบฏ
ドバイ	dubai
ドバイ	ดูไบ
部数	สำเนา
トーン	โทน
部署	แผนก
部署	กรม
ライム	ปูน
ライム	มะนาว
家庭教師	ติวเตอร์
トレイ	ถาด
矢島	yajima
カノン	canon
怖い	สยอง
怖い	กลัว
行進曲	มีนาคม
行進曲	มาร์ช
行進曲	march
軽い	สว่าง
軽い	เบา
軽い	ไลท์
軽い	แสง
アンコール	นคร
フェルト	รู้สึก
ストリーム	ลำน้ำ
ストリーム	ลำธาร
ストリーム	ลำธาร
トロフィー	ถ้วย
奇数	แปลก
なかよし	nakayoshi
ティーン	teen
ティーン	ทีน
クレーン	เครน
シャワー	ฝักบัว
シャワー	ฝักบัว
被告	จำเลย
楽しみ	เพลิดเพลิน
フィルター	กรอง
フィルター	กรอง
ブダペスト	บูดาเปส
ブダペスト	บูดาเปสต์
十字架	ข้าม
十字架	กางเขน
アトラクション	แรงดึงดูด
クリーン	ล้าง
クリーン	สะอาด
クリーン	clean
こんにちは	สวัสดี
こんにちは	hello
ナース	พยาบาล
田舎	ชนบท
賃貸	เช่า
ミッキー	micky
反転	พลิก
反転	พลิก
ナナ	นานา
塩基	ฐาน
塩基	ฐานทัพ
シャフト	ด้าม
シャフト	เพลา
マスト	เสา
モーション	เคลื่อนไหว
運ぶ	พก
運ぶ	อุ้ม
鋳造	casting
マウンテン	ภูผา
マウンテン	ภูเขา
リナ	rina
ストーム	พายุ
火薬	ดินปืน
緊張	ประสาท
緊張	ตึงเครียด
緊張	ตึง
イアン	เอียน
増やす	เพิ่ม
たばこ	ยาสูบ
ロペス	โลเปซ
ロペス	lopes
ロペス	lopez
ロペス	โลเปซ
名声	เกียรติยศ
クモ	แมงมุม
離れる	ทิ้ง
樹脂	เกด
原点	ต้นทาง
原点	ที่มา
原点	กำเนิด
グリー	glee
徳永	tokunaga
ウィル	พิน
ウィル	จะ
ウィル	วิล
断片	เศษ
武者	musha
利点	ข้อดี
指針	guideline
破棄	ละทิ้ง
破棄	ทิ้ง
マサ	masa
ロイ	รอย
若葉	wakaba
おじさん	ลุง
レッズ	reds
沈黙	เงียบ
ランチ	เที่ยง
マヤ	maya
マヤ	มายา
囚人	นักโทษ
囚人	เชลย
囚人	นักโทษ
囚人	เชลย
泣き	ร้องไห้
柏崎	kashiwazaki
太刀	tachi
並列	ขนาน
キログラム	กิโลกรัม
キログラム	กิโลกรัม
ゴミ	ขยะ
事柄	สำคัญ
インク	หมึก
ミサ	มวล
ミサ	ก้อน
未亡人	หม้าย
未亡人	แม่หม้าย
未亡人	หม้าย
タブ	แท็บ
タブ	แท็บ
暗い	เข้ม
暗い	มืด
ルース	หลุด
ルース	หลวม
熱い	ร้อนๆ
熱い	ร้อน
熱い	hot
風呂	ห้องน้ำ
風呂	อ่างอาบน้ำ
風呂	อาบ
ベンツ	เบนซ์
ベンツ	benz
融資	เงินผ่อน
融資	ไฟแนนซ์
ピラミッド	พีระมิด
ピラミッド	พีรามิด
ピラミッド	พีระมิด
痛み	ปวด
プロフェッショナル	professional
プロフェッショナル	วิชาชีพ
ストックホルム	สตอกโฮล์ม
偶数	แม้น
偶数	แม้
偶数	แม้แต่
偶数	แม้ว่า
パンツ	กางเกง
武雄	takeo
森永	morinaga
塚本	tsukamoto
ドミニカ	โดมินิกัน
ドミニカ	โดมินิกา
なでしこ	nadeshiko
ゾウ	ช้าง
ゾウ	ช้าง
呪文	สะกด
呪文	คาถา
エーカー	เอเคอร์
エーカー	เอเคอร์
ニュートン	newtonian
カイロ	ไคโร
不具合	แมลง
不具合	บั๊ก
不具合	บัก
メロン	แตงโม
クーペ	coupé
男の子	บอย
男の子	หนุ่มๆ
おおよそ	คร่าวๆ
おおよそ	ประมาณ
フィット	พอดี
フィット	ฟิต
フィット	fit
面白い	ขัน
面白い	ตลก
面白い	ขำ
アクセント	สำเนียง
クロウ	อีกา
丁寧	สุภาพ
未定	บางที
井原	ihara
子音	พยัญชนะ
指輪	แหวน
指輪	วงแหวน
指輪	ring
指輪	ริง
指輪	วงแหวน
指輪	แหวน
ホールド	ถือ
ホールド	กุม
五島	goto
ボウル	ชาม
ボウル	ชาม
クローバー	clover
経理	บัญชี
卸売	ขายส่ง
卸売	ขายส่ง
預金	มัดจำ
雅彦	masahiko
抽象	นามธรรม
スルー	ผ่าน
フィリップス	philips
資本主義	ทุนนิยม
浸水	ท่วม
意匠	ดีไซน์
意匠	ออกแบบ
ダーラン	dhahran
デフォルト	ปริยาย
ベット	พนัน
ソープ	สบู่
ナノ	nano
スチール	เหล็ก
ラオス	ลาว
ラオス	ลาว
デュオ	duo
ジェネレーション	รุ่น
ジェネレーション	ยุค
ランス	ทวน
クリニック	คลินิก
クリニック	คลินิก
キッチン	ทำครัว
キッチン	ครัว
レイプ	ข่มขืน
ベータ	เบต้า
すみれ	sumire
真珠	ไข่มุก
マカオ	มาเก๊า
マカオ	macau
スカート	กระโปรง
スカート	กระโปรง
音頭	ondo
醤油	soy
アイン	ein
チャリティー	ทำบุญ
職場	workplace
ノリ	nori
岩石	หิน
買う	ซื้อ
買う	เลี้ยง
投げる	ขว้าง
投げる	โยน
盗賊	โจร
盗賊	โจร
親戚	สัมพันธ์
親戚	ญาติ
親戚	ญาติๆ
親戚	ญาติ
羽根	ขน
バーク	เห่า
バーク	burke
バーク	เบิร์ก
かご	ตะกร้า
孤児	กำพร้า
孤児	กำพร้า
ホープ	โฮป
ホープ	หวัง
テクニカル	เทคนิค
書記官	เสมียน
華族	kazoku
拷問	ทรมาน
柳沢	yanagisawa
タック	ทัค
タック	ทัก
タック	tuck
プロトタイプ	ต้นแบบ
ウリ	แตงโม
ウリ	แตง
ウリ	uli
天候	อากาศ
却下	ปฏิเสธ
シド	ซิด
スローガン	สโลแกน
スローガン	คำขวัญ
スローガン	สโลแกน
スローガン	slogan
湿地	wetland
栗田	kurita
バロン	barron
バルカン	balkan
承諾	ยินยอม
添付	แนบ
ポーズ	โพส
ポーズ	ท่า
ルック	มอง
ルック	ดู
カルシウム	แคลเซียม
克服	เอาชนะ
事由	บริเวณ
ジュリア	julia
ボウリング	โบว์ลิ่ง
サビ	สนิม
イヴ	อีฟ
イヴ	eve
ポピュラー	นิยม
鋼鉄	เหล็ก
ケイト	เคท
ケイト	เคต
ケイト	kate
メーター	มิเตอร์
メーター	เมตร
メーター	เมตร
井口	iguchi
体積	ปริมาตร
組み立て	สมัชชา
有名人	ดัง
消す	ดับ
ホリデー	holiday
ロク	rok
キリスト教徒	คริสเตียน
キリスト教徒	คริสเตียน
リヴァプール	ลิเวอร์พูล
リヴァプール	liverpool
スコープ	ขอบเขต
カメ	เต่า
カメ	เต่า
バックアップ	สำรอง
ステファン	stephan
スーダン	ซูดาน
スーダン	ซูดาน
細い	บาง
細い	ผอม
細い	บางๆ
エキス	คลาย
キッズ	เด็กๆ
キッズ	เด็ก
改宗	แปลง
キティ	kitty
由美子	yumiko
敦子	atsuko
警部補	หมวด
スキャンダル	ฉาว
テラス	ระเบียง
キプロス	ไซปรัส
ナイジェリア	ไนจีเรีย
ナイジェリア	ไนจีเรีย
調和	ปรองดอง
笑う	หัวเราะ
笑う	หัวเราะ
マインド	มายด์
マインド	จิต
マインド	ใจ
マインド	mind
マインド	รังเกียจ
知多	chita
ミゲル	miguel
チューナー	tuner
元老院	วุฒิสภา
銘柄	ยี่ห้อ
銘柄	แบรนด์
表彰台	แท่น
見通し	ฝึกงาน
肺炎	ปอดบวม
三角形	สามเหลี่ยม
クジラ	วาฬ
クジラ	ปลาวาฬ
クジラ	วาฬ
クジラ	ปลาวาฬ
叫び	กรี๊ด
ヴュルテンベルク	württemberg
ハープ	ฮาร์ป
ハープ	พิณ
北京市	beijing
北京市	ปักกิ่ง
遂に	สุดท้าย
ムード	อารมณ์
下町	เมือง
カラス	อีกา
序曲	โหมโรง
発酵	หมัก
発酵	หมัก
伯父	ลุง
楽しい	สนุก
楽しい	สนุกสนาน
楽しい	เพลิดเพลิน
楽しい	สนุก
騒音	เสียง
英明	ฉลาด
流派	โรงเรียน
ラルフ	ราล์ฟ
ノーマル	ปรกติ
ノーマル	ธรรมดา
ノーマル	ปกติ
布施	ฟิวส์
インタフェース	อินเตอร์เฟส
インタフェース	อินเทอร์เฟส
遺物	วัตถุ
ナチュラル	natural
ナチュラル	ธรรมชาติ
ディアス	diaz
チャイナ	จีน
代理人	ตัวแทน
代理人	ตัวแทน
代理人	เอเย่นต์
レンツ	lenz
ドリル	สว่าน
話し合い	อภิปราย
ハノーファー	hannover
製造業	ผลิต
宣告	ประโยค
マフィア	มาเฟีย
ルビ	ทับทิม
山根	yamane
開花	ดอก
開花	บาน
賀茂	kamo
ナミ	nami
回帰	ถดถอย
アンカー	anchoring
アンカー	สมอ
アンカー	สม
溶接	เชื่อม
奥村	okumura
ビクトリア	วิกตอเรีย
ビクトリア	วิคตอเรีย
給付	ประโยชน์
手動	คู่มือ
パルス	ชีพจร
許諾	อนุญาต
まゆ	คิ้ว
カオス	วุ่นวาย
セクシー	sexy
セクシー	เซ็กซี่
発光	เปล่งปลั่ง
ちび	จิ๋ว
注ぐ	เท
カーネル	เคอร์เนล
電線	เคเบิล
電線	เคเบิ้ล
電線	เบิ้ล
ギルバート	กิลเบิร์ต
モータースポーツ	motorsport
台地	ที่ราบสูง
日数	วัน
クライアント	ลูกค้า
クライアント	ลูกค้า
ウシ	วัว
ウシ	ปศุสัตว์
穀物	ธัญพืช
穀物	เมล็ด
鉱石	แร่
トラスト	ใจ
トラスト	ไว้ใจ
フラット	แบน
フラット	แฟลต
谷山	taniyama
ジョーカー	joker
ジョーカー	โจ๊ก
受け入れる	ยอมรับ
迫撃砲	ครก
シェフ	เชฟ
歯車	เฟือง
大当たり	แจ๊คพ็อต
俊夫	toshio
赤ちゃん	ลูก
赤ちゃん	ทารก
赤ちゃん	เบบี้
赤ちゃん	ที่รัก
赤ちゃん	ทารก
細分	subdivision
壱岐	iki
スクロール	เลื่อน
会う	พบ
セクター	ภาค
濃い	เข้ม
濃い	strong
濃い	แรง
濃い	แข็งแกร่ง
減らす	ลด
減らす	ลด
トロンボーン	ทรอมโบน
ネック	คอร์
ネック	คอ
ネック	คอง
ネック	ต้นคอ
ストライキ	strike
レター	จดหมาย
モスク	มัสยิด
モスク	มัสยิด
ルーカス	ลูคัส
プライド	ศักดิ์ศรี
バーンズ	เบิร์น
持ち込み	พก
持ち込み	อุ้ม
持ち込み	นำ
サンガ	sanga
宗像	munakata
コスチューム	ชุด
波動	คลื่น
波動	เวฟ
波動	โบกมือ
波動	โบก
スペック	ด่าง
スペック	สเปค
スペック	สเปค
スペック	spec
サンバ	samba
原告	โจทก์
原告	โจทย์
チキン	เจี๊ยบ
チキン	ไก่
インデックス	ดัชนี
ピックアップ	กระบะ
コールド	หนาว
コールド	เย็น
コールド	เย็นๆ
プライス	ราคา
フレンチ	ฝรั่งเศส
すごい	เยี่ยม
アダムズ	อดัมส์
アダムズ	adams
バーツ	บาท
従兄弟	ญาติ
ギルド	สมาคม
ニュルンベルク	nürnberg
ブラザー	น้อง
浅い	ตื้นๆ
浅い	ตื้น
パウル	paul
パウル	พอล
ハンドボール	แฮนด์บอล
小野寺	onodera
オークス	โอ๊ต
オークス	โอ๊ค
エッグ	ไข่
エッグ	ไข่
スキン	ผิวหนัง
スキン	ผิวหนัง
スキン	ผิว
スキン	skin
エマ	emma
エマ	เอ็มม่า
コペンハーゲン	โคเปนเฮเกน
りんご	แอ๊ปเปิ้ล
りんご	แอปเปิล
りんご	เปิ้ล
りんご	แอปเปิล
りんご	apple
毒性	พิษ
メカニズム	กลไก
メカニズム	กลไก
やさしい	ง่าย
やさしい	ง่ายๆ
やさしい	ง่ายดาย
体質	รัฐธรรมนูญ
イヌ	หมา
イヌ	หมาก
イヌ	สุนัข
苦しみ	ทรมาน
キノコ	เห็ด
キノコ	เห็ด
グラン	ปู่ย่า
厚い	หนา
厚い	หนาๆ
麻痺	อัมพาต
麻痺	อัมพาต
平岡	hiraoka
証人	พยาน
石碑	stele
賞賛	ชื่นชม
賞賛	ชื่นชม
水分	ความชื้น
聴く	ฟัง
遊ぶ	เล่น
嫉妬	อิจฉา
嫉妬	หึง
嫉妬	อิจฉา
ブタ	หมู
ブタ	หมู
尾翼	หาง
大場	oba
アンチ	anti
素敵	สวย
ピクセル	พิกเซล
ピクセル	พิกเซล
外科医	ศัลยแพทย์
気体	แก๊ส
気体	ก๊าซ
気体	น้ำมัน
処罰	ลงโทษ
ロータス	โลตัส
ロータス	lotus
ウィキ	wiki
リスボン	ลิสบอน
リスボン	lisbon
剥奪	ขาดแคลน
演目	โปรแกรม
標準化	standardization
チェルシー	chelsea
ナンシー	nancy
濡れ	เปียก
濡れ	wet
ロンド	rondo
台北市	ไทเป
火事	ไฟ
火事	เพลิง
慎太郎	shintaro
プファルツ	pfalz
赤道	เส้นศูนย์สูตร
赤道	ศูนย์สูตร
クウェート	คูเวต
クウェート	คูเวต
疲労	เหน็ดเหนื่อย
疲労	อ่อนเพลีย
疲労	อ่อนเพลีย
国々	ประเทศ
ディー	dee
タコ	ปลาหมึก
ジャイアント	ยักษ์
バディ	บัดดี้
出願	แอพพลิเคชัน
ウォーレン	วอร์เรน
銃弾	ลูกปืน
銃弾	กระสุน
今泉	imaizumi
妥協	ประนีประนอม
抗体	immunoglobulin
風船	บอลลูน
風船	ลูกโป่ง
風船	บอลลูน
おばさん	ป้า
おばさん	ป้า
リターン	กลับ
安定性	เสถียรภาพ
エレクトロニクス	อิเล็กทรอนิกส์
キャピタル	พระนคร
キャピタル	ทุน
チャット	แชต
チャット	แชท
エルフ	เอลฟ์
エルフ	เอลฟ์
バーガー	burger
カリウム	โพแทสเซียม
シックス	หก
シックス	six
ともだち	tomodachi
可愛い	สวยๆ
可愛い	สวย
スピリット	วิญญาณ
スピリット	สปิริต
グアム	กวม
湯川	yukawa
及川	oikawa
シャム	สยาม
モモ	ท้อ
モモ	พีช
コンボ	คอมโบ
デンバー	เดนเวอร์
正午	บ่าย
正午	เที่ยง
ハント	ล่า
ハント	ฮันท์
口座	บัญชี
説教	เทศน์
説教	เทศนา
説教	ประกาศ
カウンティ	มณฑล
カウンティ	เปรม
チャネル	ช่อง
チャネル	ช่อง
スキャン	สแกน
敬意	เคารพ
敬意	นับถือ
鋭い	ชาร์ป
鋭い	คม
お茶	ชา
クローズ	ปิด
クローズ	ใกล้
飲む	ดื่ม
オークション	ประมูล
トラップ	ดัก
ポット	กระถาง
ポット	หม้อ
ポット	กัญชา
ハチ	ผึ้ง
カルト	ลัทธิ
テンション	ตึงเครียด
テンション	ตึง
ジャスト	แค่
フォーカス	โฟกัส
スタンプ	ตอ
激戦	ดุร้าย
激戦	ดุดัน
おいしい	อร่อย
おいしい	อร่อย
スリップ	สลิป
スリップ	หลุด
スリップ	slip
茂雄	shigeo
カブス	คับ
ハンドブック	คู่มือ
パッド	ผัด
パッド	pad
マナー	มารยาท
マナー	มารยาท
太陽光	แสงแดด
バットマン	batman
タイル	กระเบื้อง
タイル	กระเบื้อง
ピュア	บริสุทธิ์
ブーツ	บูต
ブーツ	บูต
ヒューズ	ฟิวส์
問い合わせ	สอบถาม
問い合わせ	สอบถาม
問い合わせ	คำถาม
連帯	สามัคคี
帰宅	บ้าน
帰宅	home
帰宅	บาน
デス	ตาย
バター	เนย
長瀬	nagase
教職員	คณาจารย์
教職員	คณะ
結核	วัณโรค
ヨルダン	จอร์แดน
ヨルダン	jordan
コバルト	โคบอลต์
欠陥	บกพร่อง
コブラ	งูเห่า
シスター	น้อง
グリル	ย่าง
脂肪	อ้วน
脂肪	อ้วนๆ
眠る	นอน
眠る	หลับ
アスレチック	นักกีฬา
彼氏	แฟน
良一	ryoichi
左近	สกล
利き手	handedness
ザック	zac
陶器	เครื่องปั้นดินเผา
拓郎	takuro
トライアングル	สามเหลี่ยม
溶岩	ลาวา
フィニッシュ	เสร็จ
異端	นอกรีต
フン	ฮุน
ハス	โลตัส
ハス	lotus
メグ	เมก
ボールド	หนา
入浴	อาบ
入浴	อ่างอาบน้ำ
入浴	อาบ
須磨	suma
ハング	แขวน
ハング	แขวน
ハング	ห้อย
流体	ของเหลว
流体	ของเหลว
宮澤	miyazawa
チューブ	ท่อ
チューブ	หลอด
祐介	yusuke
シグナル	สัญญาณ
オリーブ	มะกอก
オリーブ	มะกอก
面接	interview
面接	สัมภาษณ์
ダブリン	ดับลิน
信念	ศรัทธา
ワイヤー	ลวด
バレル	อวย
バレル	ถัง
雅人	masato
布袋	hotei
一樹	kazuki
審判員	กรรมการ
米倉	yonekura
スレッド	สนทนา
スレッド	ด้าย
桟橋	ท่าเรือ
亜鉛	สังกะสี
デューク	ดุ๊ค
デューク	ดุค
デューク	ดุก
デューク	ดุ๊ก
語彙	ศัพท์
ソナー	โซนาร์
ソナー	โซนา
充電	ประจุ
充電	ชาร์ต
充電	ชาร์จ
充電	ชาร์จ
グラブ	คว้า
リリー	ลิลลี่
大工	ช่างไม้
チャイ	ชัย
ワクチン	วัคซีน
ワクチン	วัคซีน
監獄	คุก
デラウェア	เดลาแวร์
売る	ขาย
ペーター	peter
買い物	ชอปปิ้ง
既婚	แต่งงาน
陽性	บวก
チョーク	ชอล์ค
チョーク	ชอล์ก
チョーク	สำลัก
エコー	ก้อง
エコー	echo
スイング	แกว่ง
スイング	สวิง
スイング	เหวี่ยง
クランク	เหวี่ยง
コミュニティー	ชุมชน
施策	นโยบาย
カリスマ	เสน่ห์
カリスマ	บารมี
吹く	พัด
分泌	secretion
高井	takai
驚き	เซอร์ไพรส์
ジェフリー	jeffery
配当	ปันผล
配当	เงินปันผล
故意	จงใจ
クロム	chrome
クロム	โครม
預言	พยากรณ์
掲示	โพสต์
パスポート	หนังสือเดินทาง
パスポート	หนังสือเดินทาง
カロリー	แคลอรี่
カロリー	แคลอรี่
ヘビ	งู
ヘビ	งู
バッジ	เครื่องหมาย
バッジ	ตรา
バッジ	ป้าย
