発光	zářící
農薬	pesticidy
テヘラン	teheránu
ブロンズ	bronz
アントワーヌ	antoine
スキップ	skip
スキップ	přeskočit
スキップ	přeskočila
スキップ	přeskočil
ヤシ	dlaní
ヤシ	palm
ヤシ	dlaň
小切手	šeků
小切手	šeky
小切手	šek
絶叫	křik
絶叫	výkřik
絶叫	křičet
手榴弾	granát
手榴弾	granáty
パルチザン	stranické
セネガル	senegalu
ソーラー	sluneční
ソーラー	solární
議定書	protokolu
議定書	protokol
ピザ	pizzu
ピザ	pizzy
ピザ	pizza
土星	saturn
サクセス	úspěšnost
サクセス	úspěch
ニカラグア	nikaragui
アラー	alláh
海老	krevety
海老	krevety
海老	krevety
海老	krevety
コンパイラ	kompilátor
退屈	nudné
退屈	nuda
退屈	nudný
退屈	nuda
退屈	nudit
退屈	nudy
退屈	nuda
ダーツ	šipky
コンサドーレ	consadole
シボレー	chevy
シボレー	chevrolet
シフ	schiff
けいこ	keiko
酸性	kyselé
中庭	nádvoří
中庭	dvůr
ウィークリー	týdenní
ウィークリー	týdně
購買	nákup
ウィルス	vir
ウィルス	viru
ウィルス	virus
ウィルス	viry
ウィルス	viry
アンジェラ	angelo
アンジェラ	angelu
アンジェラ	angela
噴水	fontána
噴水	fontány
噴水	fontány
リムジン	limuzíny
リムジン	limuzínu
リムジン	limuzína
リムジン	limuzíny
リムジン	limuzínu
リムジン	limuzína
試練	zkoušky
ガレージ	garáž
ガレージ	garáži
ガレージ	garáže
コンドル	kondor
苦しむ	trpět
苦しむ	trpí
ヘルプ	pomozte
ヘルプ	pomoc
ヘルプ	pomoci
スーパーマン	superman
レンガ	cihly
レンガ	cihel
レンガ	cihla
レンガ	brick
ブラント	brant
ブラント	brandt
リベンジ	pomsta
リベンジ	odplata
ミヒャエル	michaela
ミヒャエル	michaeli
ミヒャエル	michal
ミヒャエル	michael
投影	projekce
イデオロギー	ideologie
イデオロギー	ideologie
オルレアン	orleans
オルレアン	orléans
蘇生	resuscitaci
切腹	seppuku
わくわく	vzrušující
わくわく	nadšení
わくわく	nadšená
予知	předtucha
着信	příchozí
ベティ	betty
サモア	samoa
パーマー	palmera
パーマー	palmer
ベーシック	základní
切り札	trump
包装	obaly
包装	obal
包装	balení
鉛筆	tužka
鉛筆	tužku
鉛筆	tužky
会計士	účetní
会計士	účetní
カーリング	curling
ヒート	horko
ヒート	žár
ヒート	tepla
ヒート	teplo
東南	jihovýchodní
アウディ	audi
隣人	sousedka
隣人	soused
隣人	sousedka
隣人	soused
乱暴	drsná
乱暴	hrubý
乱暴	drsné
乱暴	drsný
エヴァ	eva
エヴァ	evu
エヴァ	evo
後悔	litovat
後悔	lítost
後悔	lituje
後悔	výčitky
後悔	lítost
催眠	hypnóza
ハエ	létat
ハエ	moucha
ハエ	leť
エセックス	essex
マーベル	marvel
悪霊	démon
悪霊	démoni
悪霊	démony
汚職	korupce
汚職	korupci
取り付ける	přiložit
取り付ける	připojit
必然	nevyhnutelně
服飾	kostýmy
服飾	kostým
ロケーション	lokace
ロケーション	místo
ロケーション	poloha
ロケーション	umístění
ロケーション	lokalita
牛肉	hovězí
ジョンストン	johnston
レジスタンス	odolnost
レジスタンス	odboj
レジスタンス	odpor
レジスタンス	rezistence
胎児	plod
胎児	plodu
マーカス	marcus
マーカス	marcuse
可児	kani
チャールストン	charleston
チャールストン	charlestonu
由緒	dějiny
由緒	dějepis
由緒	historie
由緒	historii
好奇心	zvědavá
好奇心	zvědavý
好奇心	zvědavost
エドウィン	edwin
花粉	pyl
サタン	satan
生態学	ekologické
生態学	ekologický
生態学	ekologická
生態学	ekologie
サイクリング	cyklistika
サイクリング	cyklistika
フレックス	flex
バスト	zátah
レゲエ	reggae
フェーズ	fáze
フェーズ	etapa
タフ	tvrdý
タフ	tvrdá
スパイス	koření
スパイス	koření
スパイス	spice
ヘンダーソン	henderson
光沢	lesk
光沢	lesklé
光沢	lesklý
光沢	lesk
トラウマ	úraz
トラウマ	trauma
親指	palec
親指	palce
親指	palec
フォロー	follow
フォロー	sledujte
フォロー	sledovat
フォロー	následovat
フォロー	následuje
政治局	politbyra
粉末	mouka
粉末	mouky
粉末	mouku
粉末	prach
粉末	prášek
粉末	pudr
粉末	prášky
ジブラルタル	gibraltaru
プレイボーイ	playboy
