atomi	atomok
opremljeni	felszerelt
tenkove	tankok
tenkove	tartályok
jaguar	jaguar
zadovoljan	elégedett
zadovoljan	elégedett
hana	hannah
hana	hanna
hana	hana
hana	han
hana	hanna
mitra	mitra
marvin	marvin
naglasio	feszült
naglasio	hangsúlyozta
naglasio	stresszes
vraćena	helyreállt
upravljati	kezelése
arhitekti	építészek
zlatan	zlatan
indica	indica
danak	tribute
izlaganje	expozíciós
izlaganje	kitettség
izlaganje	expozíció
osjetila	éreztem
osjetila	érezte
cola	kóla
cola	kokó
cola	kóla
cola	cola
krede	kréta
krede	kréta
matematika	matek
matematika	matematikai
matematika	matematika
matematika	matematikai
matematika	matematika
adriana	adriana
sastojak	összetevő
sastojak	hozzávaló
osnivači	alapítók
