جانداران	fauna
چشمی	øje
چشمی	øjne
چشمی	blik
چشمی	eye
چشمی	øjet
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsingfors
هلسینکی	helsinki
آندورا	andorra
اجبار	kraft
اجبار	tving
اجبار	force
اجبار	tvang
اجبار	fortryllelse
اجبار	tvang
اجبار	påtvunget
اجبار	tvungen
اجبار	tvunget
اجبار	tvang
اجبار	tvungne
معقول	fornuftigt
معقول	fornuftige
معقول	fornuftig
معقول	rationel
معقول	rationelt
معقول	rimelig
معقول	rimeligt
معقول	fornuftigt
معقول	rimelige
معقول	fornuftig
بارگیری	download
بارگیری	downloade
بارگیری	downloader
بارگیری	indlæsning
بارگیری	lastning
بارگیری	indlæser
بارگیری	downloader
بارگیری	downloadet
بارگیری	hentet
بارگیری	hentes
بارگیری	downloadede
مذکر	hankøn
مذکر	mænd
مذکر	mand
مذکر	mandlige
مذکر	mandlig
مذکر	maskulin
دایناسور	dinosaur
دایناسور	dinosaurus
بقا	overlevelsen
بقا	overlevelse
تورینو	tra
تورینو	torino
متفرقه	diverse
متفرقه	forskelligt
آدریان	adrian
هیچکدام	ingen
اویل	olien
اویل	olie
گیبسون	gibson
استثنای	undtagelse
هراس	terror
هراس	rædsel
هراس	terroren
هراس	fobi
آوازی	vocal
مغولی	mongolske
استفن	stefan
استفن	steffen
رسوایی	skandalen
رسوایی	skandaler
رسوایی	skandale
رسوایی	vanære
رسوایی	skændsel
رسوایی	skandale
سوخو	sukhoj
آویزان	hung
آویزان	hængt
آویزان	hang
آویزان	hængte
آویزان	dingle
آویزان	hænge
آویزان	hæng
آویزان	hænger
آویزان	hængning
آویزان	hængende
آویزان	hang
طغیان	rebel
طغیان	oprører
طغیان	oprør
طغیان	oprøret
نیاکان	forfædre
نیاکان	forfader
مسخره	latterligt
مسخره	latterlige
مسخره	latterlig
مسخره	tåbeligt
الزامی	obligatorisk
الزامی	obligatoriske
عجیبی	mærkeligt
عجیبی	underlig
عجیبی	underligt
عجیبی	besynderligt
عجیبی	mærkelig
حمد	hamad
حمد	rost
حمد	ros
نوشیدن	drukket
نوشیدن	druk
نوشیدن	drikker
نوشیدن	drikke
نوشیدن	drink
نوشیدن	drikker
نوشیدن	drikke
نوشیدن	drik
سفره	bordet
سفره	bord
سفره	tabel
سفره	dug
مالدیو	maldiverne
هل	kardemomme
هل	skubber
هل	skubbe
هل	presser
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	retningslinjer
راهبرد	retningslinje
راهبرد	guideline
راهبرد	strategien
راهبرد	strategi
استنباط	udledte
رمزگذاری	kryptering
فرانچسکو	francisco
فرانچسکو	francesco
زا	generatoren
زا	generator
مصادره	konfiskeret
مصادره	konfiskerede
وارث	arving
روزولت	roosevelt
قصبه	parish
قصبه	pagasts
قصبه	sogn
دماغه	kappe
دماغه	cape
دماغه	kap
دماغه	kåbe
اولا	ola
قدردانی	taknemlighed
قدردانی	taknemmelighed
قدردانی	påskønnelse
قدردانی	værdsættelse
ویتنی	whitney
کوستا	costa
دیم	dim
راش	rush
راش	sus
راش	rus
راش	fagus
ققنوس	phoenix
اوراسیا	eurasien
مرگبار	dødbringende
مرگبار	dødelig
مرگبار	dødelige
مرگبار	dødeligt
مرگبار	dødelig
مرگبار	fatalt
مرگبار	fatal
مرگبار	fatale
مرگبار	dødeligt
کابین	kabine
کابین	hytte
کابین	kahyt
کابین	kabinen
وکالت	sagfører
وکالت	advokat
جوجه	chicken
جوجه	kylling
بهبودی	genopretning
بهبودی	inddrivelse
بهبودی	tilbagebetaling
بهبودی	bedring
بهبودی	forbedringer
بهبودی	forbedring
عینک	briller
عینک	brillerne
عینک	briller
هومبولت	humboldt
بریدن	skæring
بریدن	opskæring
بریدن	udskæring
مارکسیسم	marxisme
پذیرای	modtagelig
پذیرای	modtagelige
متابولیسم	metabolisme
متابولیسم	stofskifte
میرود	går
میرود	goes
میرود	gåture
میرود	går
کج	skæv
کج	skævt
کج	skæve
کج	skrå
کج	kursiv
ناکام	skuffede
ناکام	skuffet
ناکام	frustreret
ناکام	frustrerede
شمع	stearinlys
شمع	lys
شمع	stearinlys
تاد	todd
پشتو	pashto
توبه	anger
توبه	angrer
توبه	angre
مترادف	synonym
مترادف	synonymt
مترادف	synonym
مترادف	synonymt
شلوغ	rodet
شلوغ	sviner
شلوغ	travlt
شلوغ	optaget
شلوغ	travl
شلوغ	larmer
شلوغ	larm
شلوغ	larmende
شلوغ	støjende
شلوغ	overfyldt
شلوغ	trængsel
ژولیت	juliette
ژولیت	julie
ژولیت	juliet
بنیامین	benjamin
گنبدی	spillemand
فال	formue
فال	formuen
فال	varsel
پارسا	parsa
ونسان	wonsan
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
مرکبات	citrusfrugter
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	iod
ید	jod
تنور	ovnen
تنور	ovn
تنور	tenor
بیاورند	fremstiller
بیاورند	producere
توگو	togo
عصبانی	vrede
عصبانی	gal
عصبانی	sur
عصبانی	vred
جوآن	joan
شعرای	tekster
آوانگاری	fonetiske
استوک	stoke
زباله	affald
زباله	spild
زباله	skrald
زباله	skrald
آشیانه	nest
آشیانه	reden
آشیانه	rede
آشیانه	hangaren
آشیانه	hangar
جوندگان	gnaver
جوندگان	gnavere
توهم	hallucination
توهم	hallucinationer
توهم	illusion
توهم	illusioner
آنتون	anton
آشامیدنی	drukket
آشامیدنی	druk
آشامیدنی	drikker
آشامیدنی	drikke
الاهلی	kommerciel
الاهلی	kommercielt
الاهلی	kommercielle
پانزدهمین	femtende
هیدروکسی	hydroxy
کاران	karan
آبزی	akvatiske
آبزی	vandmiljø
آزادسازی	befrielse
آزادسازی	frigørelse
شکلات	chokolade
ژنوم	genom
الک	elg
الک	alec
رقبای	rivaler
آفتابی	solrig
آفتابی	sunny
ترجیحات	præferencer
ترجیحات	bac
جوشکاری	svejsning
چهارچوب	rammer
چهارچوب	ramme
ختنه	omskæring
ختنه	omskåret
استثنایی	særligt
استثنایی	særlige
استثنایی	speciel
استثنایی	specielle
استثنایی	særlig
استثنایی	ekstraordinær
استثنایی	undtagelsesvis
تاجیک	tadsjikiske
بوت	bås
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eocæn
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	eksplosioner
انفجاری	eksplosionen
انفجاری	eksplosion
انفجاری	sprængstof
انفجاری	eksplosiv
انفجاری	sprængstoffer
انفجاری	eksplosivt
انفجاری	eksplosive
انفجاری	detonation
نزدیکترین	nærmeste
نزدیکترین	nærmest
نزدیکترین	nærmeste
نزدیکترین	nærmest
گیت	gate
گیت	porten
گیت	låge
گیت	port
گیت	git
گیت	gates
گیت	porte
گیت	portene
عرف	mores
انتحاری	selvmord
اوکراینی	ukrainsk
اوکراینی	ukrainske
قلمروی	område
قلمروی	territorium
ترانزیستور	pnp
ترانزیستور	transistor
سیریلیک	kyrillisk
امتناع	afslag
امتناع	nægtelse
امتناع	afvisning
امتناع	nægter
بازل	basel
مهمانی	party
مهمانی	fest
مهمانی	part
مهمانی	parti
مهمانی	festmåltid
مهمانی	banket
مفاصل	led
مفاصل	samlinger
دیلم	koben
پیشانی	pande
پیشانی	panden
وفور	overflod
وفور	væld
وفور	tæthed
کاسپین	kaspiske
کاسپین	caspian
قلع	tin
بگو	sig
بگو	fortæl
آزاده	fri
آزاده	frit
آزاده	free
آزاده	gratis
پدران	fædre
پدران	fædrene
پدران	forfædre
متین	meth
متین	metamfetamin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	tidlig
پگاه	tidligt
توفان	tyfon
توفان	stormen
توفان	stormvejr
توفان	storm
توفان	uvejr
قطعا	bestemt
اژدهای	drage
اژدهای	dragen
اژدهای	dragon
یاسر	yasir
یاسر	yassir
بالتیمور	baltimore
بعدا	senere
فیلمسازی	filmproduktion
تسهیلات	forsyningsselskaber
نژادپرستی	racisme
اینتل	efterretninger
اینتل	intel
استرس	stress
استرس	understrege
استرس	stresset
استرس	understregede
استرس	stressede
استرس	understreget
ناب	snuppe
ناب	mousserende
ناب	rene
ناب	ren
ناب	rent
مفسر	tolk
مفسر	fortolker
مفسر	tolke
مفسر	kommentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	pikante
مطبوع	balsam
متعارف	konventionel
متعارف	konventionelt
متعارف	kanonisk
منار	minar
بیهوده	forfængelig
بیهوده	forgæves
بیهوده	forfængelighed
بیهوده	forfængelig
بیضی	oval
بیضی	ovale
بیضی	ellipse
بیضی	elliptiske
کمرنگ	bleg
کمرنگ	blege
اور	orr
کلسترول	kolesterol
مدفوع	afføring
مدفوع	fæces
مدفوع	skammel
مدفوع	fæces
مدفوع	afføring
پسته	pistacie
هلیکوپتر	helikopter
هلیکوپتر	helikopteren
هلیکوپتر	helikopter
هلیکوپتر	helikopteren
شیوا	shiva
یونی	ion
گلو	hals
گلو	svælg
گلو	halsen
گلو	strube
سریالی	seriemorder
ندیده	set
ندیده	ses
بطن	ventrikel
بطن	maven
بطن	underlivet
بطن	mave
ارسلان	arslan
بخورد	sluger
منو	menno
آهو	hjort
آهو	rådyr
آهو	hjorte
آهو	aho
آهو	gazelle
دونتسک	donetsk
منگنز	mangan
برگه	breguet
برگه	plader
برگه	ark
برگه	lagen
کاذب	falsk
کاذب	falske
جگوار	jaguar
فازی	fasen
فازی	fase
فازی	fuzzy
فازی	fuzz
امینم	eminem
یوکوهاما	yokohama
جذابیت	tiltrækning
سوفی	sophie
سرگرم	morsomt
سرگرم	morsom
سرگرم	underholdende
ویو	viv
موقتی	midlertidig
موقتی	midlertidigt
موقتی	midlertidig
موقتی	midlertidigt
موقتی	vikar
موقتی	temp
ایمی	amy
ایمی	amys
روشنگری	oplysende
روشنگری	indsigtsfulde
مضر	skadelige
مضر	skadelig
مضر	skadeligt
هود	hud
هود	hætte
هود	hætten
هود	hood
فیورنتینا	fiorentina
شلوار	bukser
شلوار	benklæder
شلوار	bukser
شلوار	bukserne
سیتروئن	citroën
پذیرد	accepterer
سوزوکی	suzuki
گای	fyr
گای	guy
گای	gut
رادیکال	radikal
سنسور	sensor
سنسور	sensoren
خازن	kondensator
لیتل	små
لیتل	lille
طیب	brude
طیب	tayyip
ورونا	verona
خطاهای	fejl
خرابی	svigt
خرابی	fiasko
خرابی	ødelæggelser
خرابی	ødelæggelse
خرابی	tilintetgørelse
خرابی	destruktion
خرابی	mislykket
خرابی	fejlede
خرابی	mislykkedes
خرابی	fejlet
بوسه	kys
بوسه	kys
پالمیراس	palmeiras
اعماق	dybder
اعماق	deep
اعماق	dybe
اعماق	dyb
اعماق	dybt
لاو	lao
لاو	luv
بخشیده	tilgivet
جنت	janet
کامپایلر	compiler
ونوس	venus
دانته	dante
آقایی	gentleman
فرزانه	klog
فرزانه	klogt
میترا	mitra
برومند	modnet
ویستا	vista
اسهال	diarré
اسهال	diaré
اسهال	diarre
پرستون	preston
اذعان	anerkender
اذعان	anerkende
چیدمان	indretning
چیدمان	layout
جنگجویان	krigere
هروی	hervé
الکترومغناطیس	elektromagnetisk
الکترومغناطیس	elektromagnetiske
الکترومغناطیس	elektromagnetisme
کران	døv
کران	døve
بازگرداندن	genoprette
بازگرداندن	genoprette
زاد	afkom
زاد	afkommet
گرومن	grumman
لوران	laurent
پردازی	forarbejdning
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
روبن	ruben
حضورش	forekomst
حضورش	nærvær
حضورش	tilstedeværelse
حضورش	nærværelse
حضورش	overværelse
تزار	zar
گرانده	grande
پلانک	planck
پلانک	planke
رانندگان	førere
رانندگان	chauffører
رانندگان	bilister
رانندگان	lokomotivførere
رانندگان	bilisterne
رانندگان	bilister
ناپولی	napolitanske
ناپولی	napoli
دمی	demi
مبارزان	boksere
مبارزان	jagerfly
مبارزان	krigere
مبارزان	kæmpere
مبارزان	bokser
مبارزان	kæmper
مبارزان	fighter
ماهه	måneder
اینترناسیونال	internacional
تشریفات	formaliteter
تشریفات	ceremonier
تشریفات	ceremoniel
تشریفات	formalitet
جوراب	sok
جوراب	strømpe
جوراب	sokker
جوراب	strømper
سیلور	sølvfarvet
سیلور	silver
سیلور	sølv
تحرک	bevægelighed
تحرک	flytning
تحرک	bevægelse
تحرک	bevægelser
تحرک	bevægelighed
تحرک	mobiliteten
تحرک	mobilitet
شایعه	rygter
شایعه	rygte
لیتیم	lithium
افتد	dyppet
خانات	khanatet
نئو	neo
دفعات	tidspunkter
دفعات	gange
دفعات	tiderne
دفعات	tider
دفعات	times
پیکره	corpus
لطیف	diskrete
لطیف	diskret
لطیف	latif
الیکایی	wren
ساعتی	timeløn
ساعتی	timen
ساعتی	time
محرومیت	afsavn
خورش	gryderet
خورش	stuvning
کما	koma
پره	mæt
پره	fuld
پره	fuldt
پره	fulde
پره	full
بحثش	diskussioner
بحثش	diskussion
بحثش	drøftelser
بحثش	drøftelse
بحثش	debat
بازارچه	sparsommelighed
ارتشی	militæret
ارتشی	militære
ارتشی	militær
ارتشی	militært
ارتشی	hær
ارتشی	hæren
ارتشی	hærens
ارتشی	army
داوطلبان	volontører
داوطلبان	frivillige
ناتوان	svagt
ناتوان	svage
ناتوان	svag
مکی	mackie
مکی	fregner
مکی	maki
خیز	ødemer
خیز	ødem
بزودی	snart
شانزدهمین	sixteenth
شانزدهمین	sekstende
آشفته	plaget
آشفته	bekymret
آشفته	foruroliget
آشفته	forstyrret
آشفته	forstyrrede
آشفته	oprørt
آشفته	forvirret
آشفته	forvirrede
واگنر	wagner
غرور	pride
غرور	stolthed
غرور	hovmod
غرور	stolte
غرور	forfængelighed
غرور	forfængelig
سونامی	tsunamien
سونامی	tsunami
نامعتبر	invalid
نامعتبر	ugyldige
نامعتبر	ugyldig
نامعتبر	ugyldigt
مدیون	skylder
مدیون	skylde
مدیون	forgældede
مستحکم	befæstet
لویس	luis
ساب	saab
ساب	sub
رائول	raoul
ساندرلند	sunderland
چریکی	guerrilla
کوارتز	kvarts
شوری	saltindhold
کورین	corinne
تلمود	talmud
کشتیرانی	søfart
کشتیرانی	skibsfart
کشتیرانی	fragt
کشتیرانی	shipping
کشتیرانی	forsendelse
امتیازی	koncessioner
امتیازی	indrømmelser
اسپین	spin
رومانیایی	rumænske
رومانیایی	rumænsk
آرایشی	sminke
آرایشی	makeup
گلف	golf
ارتدوکس	ortodokse
آماندا	amanda
ول	val
ویلن	violin
صحابه	sahaba
کریکت	cricket
مینو	minho
مینو	mino
آغوش	omfavne
آغوش	omfavner
آغوش	favn
آغوش	armene
آغوش	arme
آغوش	våben
آغوش	kram
آغوش	knus
فیلترینگ	filtrering
دوقطبی	bipolar
دوقطبی	dipol
پناهندگان	flygtninge
پناهندگان	flygtningene
انریکه	enrique
موصل	mosul
آشفتگی	turbulens
آشفتگی	uro
آشفتگی	ophidselse
آشفتگی	agitation
آشفتگی	kaos
آشفتگی	forvirring
آشفتگی	forveksling
توسکانی	toscanske
توسکانی	toscana
سلیمانیه	sulaymaniyah
ریتمیک	rytmisk
مهتاب	måneskin
زیباست	smukt
زیباست	smukke
زیباست	smuk
زیباست	smukkeste
اکتشافی	heuristisk
خسارات	tab
خسارات	svind
دردسر	ballade
دردسر	problemer
دردسر	besvær
گچی	gips
گچی	puds
فلامستید	flamsteed
تکانه	momentum
تکانه	fremdrift
دیل	dale
پروستات	prostata
داون	dawn
داون	daggry
داون	gry
نزدیکان	slægtninge
نزدیکان	pårørende
امداد	reddere
امداد	lindring
امداد	relief
امداد	lettelse
سواره	ride
سواره	ridning
سواره	rider
سواره	kavaleriet
سواره	kavaleri
اسکو	esco
سیاستهای	politik
سیاستهای	politikker
سیاستهای	politikkerne
بزمجه	overvåge
بزمجه	overvåg
بزمجه	skærm
بزمجه	monitor
هیدروکسید	hydroxid
گرنت	yde
گرنت	skænk
گرنت	tilskud
گرنت	grant
دیلی	dili
دیلی	daglige
دیلی	dagligt
دیلی	daily
دیلی	daglig
گردهمایی	réunion
گردهمایی	genforening
گردهمایی	gensyn
گردهمایی	reunion
بیگانگان	udlændinge
بیگانگان	rumvæsener
بیگانگان	aliens
بیگانگان	rumvæsner
توپولف	tupolev
دبیرخانه	sekretariat
دبیرخانه	sekretariatet
توصیفی	beskrivende
دوقلو	tvilling
دوقلو	twin
دوقلو	tvillinger
دوقلو	tvillingerne
چاقو	kniven
چاقو	kniv
استات	acetat
اورژانس	nødstilfælde
اورژانس	nødsituationer
اورژانس	nødsituation
اورژانس	akut
کانت	kant
دانکن	duncan
فایرفاکس	firefox
لادن	lastet
لادن	laden
تعمیرات	reparation
تعمیرات	reparationer
تعمیرات	udbedring
تعمیرات	reparation
تعمیرات	reparationer
رقمی	digitalt
رقمی	digitale
رقمی	digital
براق	glitter
براق	glimmer
براق	glødende
براق	gløder
براق	lysende
براق	stråler
براق	lyser
براق	glans
براق	skinnende
براق	blank
کاکایی	gull
بروکس	brooks
شورولت	chevrolet
آدینه	menigheden
آدینه	menighed
آدینه	fredag
آدینه	fredags
رستگاری	frelse
رستگاری	frelsens
رستگاری	indfrielse
رستگاری	indløsning
آلکس	alex
بوئین	buin
برمودا	bermuda
وایادولید	valladolid
دلیجان	diligence
دلیجان	træneren
دلیجان	coach
دلیجان	træner
نپتون	neptun
فمینیست	feministisk
گمرک	toldvæsenet
گمرک	toldmyndighederne
معرف	repræsenterer
کلکته	kolkata
کلکته	calcutta
نهی	forbyde
نهی	forbyder
نهی	forbudte
نهی	forbudt
بریتانیکا	britannica
توپولوژی	topologi
سسک	warbler
پرسید	spurgte
پرسید	spurgt
گنجه	skab
گنجه	klædeskab
هک	hacke
هک	hacking
هک	pokker
هک	hakkede
هک	hakket
هک	hacket
هک	hacke
گوتینگن	göttingen
تجهیز	mobiliserer
تجهیز	mobilisere
نیکولای	nikolaj
نیکولای	nikolai
گیج	gage
گیج	forvirret
گیج	forvirrede
