மற்றும்	और
இலவச	मुफ्त
இலவச	मुक्त
இலவச	फ्री
இலவச	आजाद
இலவச	फ़्री
ஞானம்	अकल
ஞானம்	बुद्धिमत्ता
ஞானம்	अक्ल
நெறிமுறை	प्रोटोकाल
நெறிமுறை	प्रोटोकॉल
சினிமா	सिनेमा
நுகர்வோர்	उपभोक्ता
தோழி	मित्र
தோழி	दोस्त
தோழி	dost
வாய்	मुख
வாய்	मुह
வாய்	मुंह
வாய்	मुँह
பாதிப்பு	नुक्सान
பாதிப்பு	नुकसान
பாதிப்பு	क्षति
அழகு	सुंदर
அழகு	सूंदर
அழகு	ब्यूटीफुल
அழகு	खूबसूरत
அழகு	क्यूट
அழகு	प्यारा
அழகு	cute
அழகு	ब्यूटी
அழகு	सुन्दरता
அழகு	सुंदरता
அழகு	सौंदर्य
அழகு	सुन्दर
அழகு	सुंदर
அழகு	सुदंर
அழகு	pretty
ஆப்பிள்	एप्पल
ஆப்பிள்	सेब
ஆப்பிள்	ठहराना
விஷ்ணு	विष्णु
விலகி	दूर
தொடர்புகள்	संपर्क
தொடர்புகள்	सम्पर्क
பெட்டி	डिब्बा
பெட்டி	बॉक्स
பெட்டி	बक्सा
டாம்	टॉम
டாம்	tom
கொடுத்த	दी
கொடுத்த	दिया
கொடுத்த	दिए
சுந்தரம்	सुन्दरम
சுந்தரம்	सुंदरम
தொடர்ச்சி	निरंतर
தொடர்ச்சி	लगातार
தொடர்ச்சி	सतत
தொடர்ச்சி	निरन्तर
தொடர்ச்சி	वाक्यांश
தொடர்ச்சி	स्ट्रिंग
தொடர்ச்சி	क्रम
தொடர்ச்சி	अनुक्रम
பில்	बिल
பில்	विधेयक
வியட்நாம்	विएतनाम
வியட்நாம்	वियतनाम
மொபைல்	मोबाइल
மொபைல்	मोबाईल
தாவரம்	पौधे
தாவரம்	पौधा
தாவரம்	पादप
தாவரம்	संयंत्र
பின்னணி	पृष्ठभूमि
கலைகள்	कला
கலைக்களஞ்சியம்	ज्ञानकोष
மின்னணு	इलेक्ट्रानिक
மின்னணு	इलेक्ट्रॉनिक
பயன்பாடுகள்	एप्लिकेशन
பயன்பாடுகள்	आवेदन
பயன்பாடுகள்	अनुप्रयोग
பயன்பாடுகள்	एप्लिकेशन
பயன்பாடுகள்	ऐप्स
பாரிய	विशाल
வெ	शुक्र
கற்பனை	काल्पनिक
கற்பனை	कल्पना
பூக்கள்	फूल
பூக்கள்	पुष्प
சகோதரர்கள்	ब्रदर्स
சகோதரர்கள்	भाइयों
சகோதரர்கள்	भाईयो
சகோதரர்கள்	भाइयो
போலந்து	पोलैंड
போலந்து	कैंडल
ஒவ்வொன்றும்	प्रत्येक
தொழிலாளர்கள்	कार्यकर्त्ता
தொழிலாளர்கள்	कार्यकर्ताओं
தொழிலாளர்கள்	मजदुर
தொழிலாளர்கள்	श्रमिकों
தொழிலாளர்கள்	मजदूर
தொழிலாளர்கள்	मजदूर
வளர்ப்பு	फोस्टर
தொடர்கள்	श्रेणी
தொடர்கள்	तार
தொடர்கள்	स्ट्रिंग्स
மது	शराब
மது	दारू
மது	मधुबाला
மது	मधु
மது	मधुर
மது	मधुशाला
மது	शराब
மது	वाइन
குறிப்பிடப்பட்டுள்ளது	उल्लेखित
குறிப்பிடப்பட்டுள்ளது	निर्दिष्ट
எட்டாம்	viii
கனடிய	कनाडाई
கேரளா	केरला
கேரளா	केरल
நாசி	नाजी
சொல்ல	कहें
சொல்ல	बोलो
சொல்ல	कह
ஆதிக்கம்	प्रभुत्व
ஆதிக்கம்	दबदबा
விரைவுவண்டி	अभिव्यक्त
விரைவுவண்டி	एक्सप्रेस
விரைவுவண்டி	एक्स्प्रेस
இஸ்லாம்	इस्लाम
இஸ்லாம்	islam
தவறு	गलत
தவறு	परिशुद्धता
தவறு	गलत
தவறு	ग़लत
தவறு	गलती
இளைஞர்	जवानी
இளைஞர்	युवा
இளைஞர்	युवाओं
இளைஞர்	युवावस्था
வாரம்	हफ्ते
வாரம்	सप्ताह
யார்க்	यॉर्क
பொருந்தும்	लागू
பொருந்தும்	मैचिंग
பொருந்தும்	मिलान
பாடி	जिस्म
பாடி	बॉडी
பாடி	शरीर
பாடி	देह
பரவல்	वितरण
தடுத்து	नजरबंदी
செருமானிய	germanic
திசை	दिशा
ஈர்ப்பு	आकर्षण
ரே	रे
நலம்	कुआँ
நலம்	खैर
நலம்	खूब
நலம்	सेहत
நலம்	स्वास्थ्य
நலம்	जुर्माना
நலம்	ठीक
ஊடகங்கள்	मिडिया
ஊடகங்கள்	मीडिया
உணவுகள்	भोजन
போனது	गए
இரயில்	ट्रेन
இரயில்	रेलगाड़ी
இரயில்	ट्रैन
இரயில்	रेल
உடனே	तुरन्त
உடனே	फौरन
உடனே	तुरंत
உடனே	तत्काल
உடனே	asap
மன்னார்	मन्नार
இழப்பு	नुकसान
இழப்பு	घाटा
இழப்பு	ढीला
இல்லம்	घर
இல்லம்	मकान
இல்லம்	हाउस
தேசம்	देश
தேசம்	राष्ट्र
தேசம்	स्वदेश
வலுவான	मजबूत
வலுவான	मज़बूत
வலுவான	बलवान
வலுவான	दमदार
சுப்பிரமணியன்	subramanian
செட்டியார்	चेट्टियार
வாக்காளர்	वोटर
இயக்குநர்கள்	निर्देशकों
அரசுகள்	सरकारों
அரசுகள்	सरकारें
மான்	हिरन
மான்	हिरण
பெண்களுக்கு	लड़कियां
பெண்களுக்கு	लड़कियाँ
பெண்களுக்கு	girls
பெண்களுக்கு	लड़कियों
பெண்களுக்கு	औरतों
பெண்களுக்கு	स्त्रियाँ
பெண்களுக்கு	महिलाएँ
பெண்களுக்கு	महिलाएं
பெண்களுக்கு	महिलाओं
ஆனந்த	आनंद
பரிசோதனை	परीक्षा
பரிசோதனை	जांच
பரிசோதனை	जाँच
பரிசோதனை	परीक्षण
பரிசோதனை	प्रयोग
மாற்றங்களை	परिवर्तन
வளாகம்	परिसर
வளாகம்	जटिल
வளாகம்	कैंपस
வளாகம்	कैम्पस
எழுதப்பட்டது	लिखी
எழுதப்பட்டது	लिखा
பிரச்சினை	समस्या
பிரச்சினை	प्रॉब्लम
சேர்	जोड़ें
சேர்	add
சேர்	जुड़ें
பாரசீக	फारसी
பாரசீக	फ़ारसी
பாரசீக	पारसी
மீதும்	सक्षम
முத்து	मोती
முத்து	पर्ल
மகாத்மா	महात्मा
கரு	केंद्रक
சான்று	सबूत
சான்று	प्रूफ
சான்று	प्रमाण
சான்று	गवाही
தாக்கத்தை	प्रभाव
வார்த்தை	वर्ड
வார்த்தை	शब्द
இளங்கலை	स्नातक
மேம்பட்ட	विस्तृत
மேம்பட்ட	उन्नत
கடினமான	हार्ड
கடினமான	कड़ा
கடினமான	कठिन
கடினமான	कठोर
கடினமான	मेहनत
கடினமான	मुश्किल
கடினமான	कठिन
கடினமான	मुश्किल
குளிர்	कोल्ड
குளிர்	ठंड
குளிர்	सर्दी
குளிர்	ठंडा
இன்னமும்	स्टिल
தளங்கள்	डोमेन
தளங்கள்	प्लेटफ़ॉर्म
தளங்கள்	साइटें
தளங்கள்	साइट्स
தளங்கள்	साइट
சுவர்	दीवार
சுவர்	wall
சுவர்	वॉल
பீகார்	बिहार
எதிர்கால	भविष्य
வேத	वैदिक
வேத	वेद
அழைக்கப்பட்ட	बुलाया
அழைக்கப்பட்ட	पुकारा
பெரும்பான்மை	बहुमत
சபா	सबाह
சபா	सबा
அதிகபட்ச	अधिकतम
அதிகபட்ச	अधिकतम
பிழை	त्रुटि
பிழை	गलती
தென்மேற்கு	दक्षिणपश्चिम
நகரும்	चलती
தயாரிக்கும்	बनाने
தயாரிக்கும்	बनाना
ராய்	राय
ராய்	रॉय
விரைவு	त्वरित
விரைவு	क्विक
விரைவு	जल्दी
பெறப்பட்ட	प्राप्त
யூனியன்	यूनियन
யூனியன்	संघ
அமினோ	अमीनो
எடுக்கும்	लेने
இந்தியர்கள்	भारतीयों
இந்தியர்கள்	इंडियंस
பாடகர்கள்	गायकों
அமைச்சர்கள்	मंत्रि
அமைச்சர்கள்	मंत्री
அமைச்சர்கள்	मंत्रियों
பிரச்சினைகள்	समस्याएँ
பிரச்சினைகள்	समस्याएं
பிரச்சினைகள்	समस्याएँ
பிரச்சினைகள்	मुद्दे
டிஜிட்டல்	डिजीटल
டிஜிட்டல்	डिजिटल
ஆவணங்கள்	फ़ोल्डर्स
ஆவணங்கள்	फ़ोल्डर
ஆவணங்கள்	डॉक्स
ஆவணங்கள்	दस्तावेज
ஆவணங்கள்	दस्तावेज़
ஆவணங்கள்	दस्तावेज
ஆவணங்கள்	दस्तावेज़
ஆவணங்கள்	प्रलेखन
ஆவணங்கள்	दस्तावेज़ीकरण
கல்லீரல்	यकृत
கல்லீரல்	लिवर
கல்லீரல்	जिगर
சிட்னி	सिडनी
சான்றிதழ்	प्रमाणपत्र
திருவனந்தபுரம்	त्रिवेंद्रम
திருவனந்தபுரம்	तिरुवनंतपुरम
தற்கொலை	आत्महत्या
ஈரான்	ईरानी
ஈரான்	ईरान
ஈரான்	इरान
துப்பாக்கி	पिस्तौल
துப்பாக்கி	पिस्टल
துப்பாக்கி	रिवाल्वर
துப்பாக்கி	बंदूक
துப்பாக்கி	गन
அரிசி	चावल
அரிசி	राइस
பஞ்சாயத்து	पंचायत
காசி	खासी
காசி	काशी
டெல்லி	दिल्ली
தனித்த	पृथक
பதினாறாம்	xvi
மாற்றும்	बदलना
சமன்பாடு	समीकरण
அடிப்படையான	मूलभूत
அடிப்படையான	आधारभूत
பெண்ணின்	लडकी
பெண்ணின்	लड़की
பெண்ணின்	औरत
பெண்ணின்	नारी
பெண்ணின்	महिला
பெண்ணின்	स्त्री
வளர்ச்சிக்கு	वृद्धि
வளர்ச்சிக்கு	विकास
டான்	दन
டான்	डान
டான்	डॉन
தாண்டி	परे
முகவரி	पता
பணியை	नौकरी
பணியை	job
பணியை	कार्य
பணியை	जॉब
சமமாக	बराबर
சமமாக	बराबर
மனிதனின்	पुरुष
மனிதனின்	मनुष्य
மனிதனின்	मैन
மனிதனின்	आदमी
மனிதனின்	इन्सान
மனிதனின்	man
அழைப்பு	काल
அழைப்பு	कॉल
தீர்ப்பு	निर्णय
தீர்ப்பு	अधिवास
தீர்ப்பு	निपटान
தீர்ப்பு	उपनिवेश
ஆதாரம்	स्रोत
ஆதாரம்	स्त्रोत
ஆதாரம்	सोर्स
ஆதாரம்	सबूत
ஆதாரம்	प्रूफ
ஆதாரம்	प्रमाण
ராயல்	नवाबी
ராயல்	रॉयल
ராயல்	शाही
ராயல்	royal
அடியில்	तहत
அடியில்	अधीन
அடியில்	अंतर्गत
வேற்றுமை	विविधता
கட்டணம்	फी
கட்டணம்	शुल्क
கட்டணம்	कीमत
கட்டணம்	मूल्य
கட்டணம்	दाम
கட்டணம்	प्रभार
கட்டணம்	चार्ज
கட்டணம்	भुगतान
நெறி	सिंटेक्स
நதி	nadi
நதி	नाडी
நதி	नदी
கைப்பற்ற	जीतें
நண்பர்கள்	मित्रो
நண்பர்கள்	दोस्तो
நண்பர்கள்	मित्र
நண்பர்கள்	दोस्तों
நண்பர்கள்	मित्रों
சமீபத்திய	हालिया
சமீபத்திய	हाल
சமீபத்திய	नवीनतम
தினமும்	रोज़ाना
தினமும்	प्रतिदिन
தினமும்	रोज
தினமும்	रोज
தினமும்	नित्य
தினமும்	रोजाना
தினமும்	दैनिक
தினமும்	प्रतिदिन
தினமும்	रोज़
பார்வதி	पार्वती
போய்	बोई
நட்சத்திரம்	तारा
நட்சத்திரம்	तारे
நட்சத்திரம்	तारक
நட்சத்திரம்	तारों
நட்சத்திரம்	स्टार
ஆய்வாளர்	विश्लेषक
வீ	वी
வீ	मूत
நடத்தை	व्यवहार
நடத்தை	बर्ताव
நடத்தை	आचरण
நடத்தை	व्यवहार
நடத்தை	बर्ताव
வேளாண்	एग्रो
பள்ளத்தாக்கு	घाटी
ராமசாமி	रामास्वामी
பிலிம்பேர்	फिल्मफेयर
தங்கி	रहने
தங்கி	रह
தங்கி	रहकर
தங்கி	रुके
தங்கி	ठहरे
டவுன்	बस्ती
டவுன்	नगर
டவுன்	कस्बा
டவுன்	नीचे
டவுன்	bas
இருக்கும்போது	कब
இருக்கும்போது	जब
வழக்கறிஞர்	अधिवक्ता
வழக்கறிஞர்	एडवोकेट
வழக்கறிஞர்	वकील
கோணம்	कोण
சிந்தனை	सोच
சிந்தனை	सोचा
சிந்தனை	विचार
கூட்டத்தில்	मीटिंग
கூட்டத்தில்	बैठक
வாங்கி	खरीदता
தேவைப்படுகிறது	आवश्यक
தேவைப்படுகிறது	जरूरी
டன்	टन
டன்	टन
தொழில்முறை	पेशेवर
டை	टाई
நாட்டார்	देशी
நாட்டார்	लोक
விமானங்கள்	फ़्लाइट
நம்பி	विश्वास
நம்பி	मानना
பக்தர்கள்	भक्तों
பக்தர்கள்	भक्तो
உரிமம்	सत्यापन
உரிமம்	प्रमाणीकरण
உரிமம்	लाइसेंस
உரிமம்	अनुज्ञा
உரிமம்	कॉपीराइट
உரிமம்	स्वत्वाधिकार
உரிமம்	कापीराइट
துருக்கி	तुर्क
துருக்கி	तुर्की
துருக்கி	तुर्कों
துருக்கி	तुर्की
அடிமை	स्लेव
இரத்தம்	खून
இரத்தம்	लहू
இரத்தம்	रक्त
சுழல்	भंवर
சுழல்	स्पिन
சுழல்	सर्पिल
பத்ம	पद्म
தாமரை	कमल
செலுத்தி	फीडर
ரஷ்ய	रूसी
கால்வாய்	नहर
கால்வாய்	नहरों
கால்வாய்	नहरें
கால்வாய்	कनाल
கிருஷ்ண	krishna
கிருஷ்ண	कृष्ण
கிருஷ்ண	कृष्णा
வாகனம்	ऑटोमोटिव
வாகனம்	वाहन
வாகனம்	गाडी
வாகனம்	ऑटोमोबाइल
அருவி	झरने
அருவி	झरना
அருவி	जलप्रपात
அருவி	प्रपात
அருவி	झरना
அருவி	जलप्रपात
மேயர்	मेयर
மேயர்	महापौर
ரெட்டி	रेड्डी
சாலைகள்	सड़कों
சாலைகள்	सड़कें
பண்பு	गुण
பண்பு	विशेषता
பண்பு	संपत्ति
பண்பு	गुण
பண்பு	सम्पत्ति
பண்பு	प्रॉपर्टी
செயற்கைக்கோள்	उपग्रहों
செயற்கைக்கோள்	सैटेलाइट
செயற்கைக்கோள்	उपग्रह
முடி	बालों
முடி	हेयर
முடி	बाल
முடி	खतम
முடி	समाप्ति
முடி	समाप्त
முடி	अंत
முடி	समाप्ति
முடி	समाप्त
இசையமைப்பாளர்	संगीतकार
பாம்பு	सर्प
பாம்பு	सांप
பாம்பு	नाग
பாம்பு	स्नेक
பாம்பு	साँप
அறிவிப்பு	घोषणा
அறிவிப்பு	नोटिस
அறிவிப்பு	सूचना
அறிவிப்பு	अधिसूचना
அறிவிப்பு	सूचना
சுவீடன்	स्वीडिश
சுவீடன்	स्वीडन
விருப்பம்	like
விருப்பம்	जैसे
நாளை	कल
கிடைக்கவில்லை	अनुपलब्ध
பதிவேற்றப்பட்டது	अपलोड
வைட்டமின்	विटामिन
பைரவர்	भैरव
சமையல்	कुकिंग
மூளை	दिमाग़
மூளை	मस्तिष्क
மூளை	दिमाग
மூளை	दिमाग़
மூளை	दिमाग
தோல்வி	असफल
தோல்வி	नाकामी
தோல்வி	असफलता
தோல்வி	विफलता
தோல்வி	असफल
தோல்வி	विफल
தோல்வி	खोना
நட்பு	मित्रता
நட்பு	दोस्ती
படத்தை	photo
படத்தை	फोटो
படத்தை	फ़ोटो
முத்திரை	स्टैम्प
முத்திரை	सील
முத்திரை	मुहर
இலை	पत्ती
இலை	पत्ता
வரலாற்றுச்	ऐतिहासिक
நாயுடு	नायडू
மகிழ்ச்சி	ख़ुशी
மகிழ்ச்சி	खुशी
மகிழ்ச்சி	सुख
மகிழ்ச்சி	हैप्पी
மகிழ்ச்சி	मुबारक
மகிழ்ச்சி	खुश
மகிழ்ச்சி	प्रसन्न
வன்முறை	हिंसक
வன்முறை	हिंसा
கலவை	मिश्रण
கலவை	मिश्रित
கலவை	मिक्सर
கலவை	मिश्रित
கலவை	मिश्रण
சார்லஸ்	चार्ल्स
உள்ளடக்கம்	विषयवस्तु
உள்ளடக்கம்	सामग्री
உள்ளடக்கம்	विषयवस्तु
உள்ளடக்கம்	सामग्री
வர்த்தகம்	वाणिज्य
வர்த்தகம்	कॉमर्स
வர்த்தகம்	व्यापार
பின்னணிப்	प्लेबैक
என்னுடைய	मेरा
அசாம்	असम
அசாம்	आज़म
அசாம்	आजम
பரிமாற்றம்	लेनदेन
பரிமாற்றம்	ट्रांजेक्शन
பரிமாற்றம்	ट्रांसफर
பரிமாற்றம்	स्थानांतरण
பரிமாற்றம்	हस्तांतरण
பரிமாற்றம்	ट्रांसफ़र
பரிமாற்றம்	विनिमय
பரிமாற்றம்	एक्सचेंज
கறுப்பு	काले
கறுப்பு	काला
கறுப்பு	ब्लैक
தரமான	क्वालिटी
தரமான	गुणवत्ता
தரமான	विशेषता
நைட்	नाईट
பயண	यात्रा
பயண	सफर
பத்தாம்	दसवाँ
கால்சியம்	कोबाल्ट
கால்சியம்	कैल्सियम
கால்சியம்	सेल्सियस
கால்சியம்	मैग्नीशियम
இயக்கி	ड्राईवर
இயக்கி	ड्राइवर
இயக்கி	ड्राइव
காயமடைந்தனர்	घायल
கணபதி	गणपति
கணபதி	गणपति
கடைசியாக	अंतिम
கடைசியாக	आखरी
கடைசியாக	आखिरी
கடைசியாக	पिछला
வெட்டி	कट
வெட்டி	काटें
தவறாக	गलत
தவறாக	ग़लत
சங்கிலி	चेन
சங்கிலி	चैन
சங்கிலி	chain
சங்கிலி	कड़ी
சாதனங்கள்	उपकरण
சாதனங்கள்	युक्ति
சாதனங்கள்	औज़ार
சாதனங்கள்	डिवाइस
தொலைவு	दूरी
தொலைவு	अलहदा
மனதில்	मन
மனதில்	दिमाग
படித்தார்	पढ़ाई
அலெக்சாண்டர்	अलेक्जेंडर
அலெக்சாண்டர்	सिकंदर
களம்	डोमेन
பழங்கள்	फलों
பழங்கள்	फल
பூசை	puja
பூசை	पूजा
வேட்பாளர்	उम्मीदवार
வேட்பாளர்	प्रत्याशी
ஓடும்	दौड़ना
ஓடும்	कार्यशील
தொழிற்சாலை	उद्योग
தொழிற்சாலை	औद्योगिक
தொழிற்சாலை	फ़ैक्टरी
தொழிற்சாலை	कारखाना
தொழிற்சாலை	फैक्ट्री
தொழிற்சாலை	फैक्टरी
கோடை	summer
கோடை	ग्रीष्म
கோடை	गर्मियों
கோடை	गर्मी
கோடை	गर्मियाँ
ஜனநாயக	लोकतांत्रिक
லூக்கா	ल्यूक
லூக்கா	लूका
உறுப்புகள்	तत्वों
உறுப்புகள்	तत्व
சர்க்கரை	शक्कर
சர்க்கரை	शुगर
நாட்காட்டி	कैलेंडर
நாட்காட்டி	पंचांग
ஆலோசனை	सलाह
ஆலோசனை	परामर्श
முன்னேற்றக்	मुनेत्र
மெதுவாக	धीमे
மெதுவாக	धीमा
மெதுவாக	स्लो
மெதுவாக	मन्द
மெதுவாக	slow
மெதுவாக	धीमे
மெதுவாக	धीरे
பேராக்	पेराक
காப்பீடு	बीमा
காப்பீடு	बीमे
அரசியலமைப்பு	संविधान
பயன்படுத்துகிறது	उपयोग
மைல்கள்	मील
மடம்	मठ
புனிதர்	संत
பாத்திரம்	भूमिका
ஆழமான	दीप
ஆழமான	गहरी
ஆழமான	गहरा
ஆழமான	गहन
வழிமுறைகள்	चैनल
வழிமுறைகள்	चैनलों
வழிமுறைகள்	चैनल्स
வழிமுறைகள்	निर्देश
ஆரம்பித்தது	शुरू
ஆரம்பித்தது	प्रारंभ
அதிர்வெண்	फ़्रीक्वेंसी
அதிர்வெண்	आवृत्ति
சீரான	यूनिफॉर्म
சீரான	यूनिफार्म
சீரான	वर्दी
துவக்க	आरंभ
துவக்க	स्टार्टअप
துவக்க	प्रारंभ
அருகாமையில்	करीब
கொன்று	क़त्ल
கொன்று	हत्या
கொன்று	मार
கொன்று	किल
கொன்று	मारो
கொன்று	मार
சிட்டி	शहर
சிட்டி	सिटी
சிட்டி	नगर
புலம்	फील्ड
புலம்	फ़ील्ड
பாய்	छोरा
பாய்	लड़का
பாய்	लडका
பாய்	बॉय
பாய்	लड़के
பாய்	भाई
பாய்	bhai
பாய்	बाई
இளையராஜா	इलैयाराजा
எங்கள்	हमारा
எங்கள்	हमारे
எங்கள்	हमारी
மோகன்	मोहन
நந்தி	नंदी
தொற்று	संक्रमण
காணாமல்	अनुपलब्ध
காணாமல்	अनुपस्थित
காணாமல்	लापता
சந்திரன்	चन्द्रमा
சந்திரன்	चाँद
சந்திரன்	चन्द्र
சந்திரன்	चांद
சந்திரன்	चंद्रमा
குழுவினர்	दल
குழுவினர்	क्रू
திரவ	तरल
திரவ	द्रव
குலம்	गोत्र
தானாகவே	स्वतः
தானாகவே	auto
தானாகவே	ऑटो
தானாகவே	स्वचालित
நுழைவாயில்	गेटवे
செல்	कक्ष
செல்	सेल
செல்	कोशिका
மோட்டார்	मोटर
மரபியல்	आनुवंशिकी
விமர்சனம்	आलोचना
கிருஷ்ணா	krishna
கிருஷ்ணா	कृष्ण
கிருஷ்ணா	कृष्णा
போர்கள்	वॉर्स
போர்கள்	युद्धों
பொதுநலவாய	राष्ट्रमंडल
பரவியது	फैला
பரவியது	फैल
பரவியது	प्रसार
பரவியது	स्प्रेड
இசைக்குழு	band
இசைக்குழு	बैंड
ஓட்டம்	रनर
ஓட்டம்	धावक
ஓட்டம்	प्रवाह
ஓட்டம்	दौड़ना
ஓட்டம்	कार्यशील
ஓட்டம்	चला
ஓட்டம்	चलाएँ
ஓட்டம்	चलेगी
ஓட்டம்	चलाएं
ஊழல்	भ्रष्ट
ஊழல்	घोटाला
ஊழல்	घोटाले
ஊழல்	कांड
ஊழல்	घोटाला
ஊழல்	भ्रष्टाचार
குழந்தைகளின்	किड्स
குழந்தைகளின்	बच्चों
குழந்தைகளின்	बच्चे
பாதி	हाफ़
பாதி	आधा
பாதி	आधी
பாதி	हाफ
ஆதலால்	फायदा
ஆதலால்	लाभ
தேர்	रथ
திராவிடர்	द्रविड़
ஸ்டீவ்	स्टीव
வம்சம்	वंश
வம்சம்	राजवंश
இந்துக்கள்	हिंदुओं
இந்துக்கள்	हिन्दुओ
இந்துக்கள்	हिन्दुओं
கொஞ்சம்	अल्प
கொஞ்சம்	निर्बल
கொஞ்சம்	हल्का
கொஞ்சம்	क्षीण
கொஞ்சம்	तुच्छ
கொஞ்சம்	पतला
கோபி	गोपी
கோபி	gopi
வாரியம்	बोर्ड
வாரியம்	बिसात
வாரியம்	फलक
தாக்குதல்கள்	हमलों
தாக்குதல்கள்	हमले
அசல்	मूल
அசல்	मौलिक
அசல்	असली
முக்கோண	मनपसंद
முக்கோண	क्यूबिज़्म
நிறுத்தி	रोका
அவளது	उसे
அவளது	उसका
அவளது	उसकी
அவளது	उसके
சுவிட்சர்லாந்து	स्विट्जरलैंड
சுவிட்சர்லாந்து	स्विट्ज़रलैंड
கண்டிப்பாக	पक्का
கண்டிப்பாக	ज़रूर
கண்டிப்பாக	निश्चित
கண்டிப்பாக	यकीनन
உருவாக்குகிறது	बनाने
உருவாக்குகிறது	बनाना
கொலம்பியா	कोलंबिया
கொலம்பியா	कोलम्बिया
கொலம்பியா	कोलंबिया
மத்தேயு	matthew
மத்தேயு	मैथ्यू
இந்தோனேசியா	इंडोनेशिया
நாளும்	दिवस
நாளும்	दिन
பொறி	मशीन
பொறி	यंत्र
பொறி	इंजन
பொறி	फंदा
செக்	चेक
தேடல்	खोजें
தேடல்	खोज
தேடல்	ढूंढें
எலிசபெத்	एलिजाबेथ
எலிசபெத்	एलिज़ाबेथ
நன்மை	फायदा
நன்மை	लाभ
நன்மை	good
நன்மை	अच्छे
நன்மை	गुड
நன்மை	शुभ
அமில	अम्लीय
பிணைப்பு	संबंध
பிணைப்பு	बाध्य
பிணைப்பு	बाउंड
பிணைப்பு	बंधी
கேட்டுக்	सुनना
சட்டத்தை	कानून
சட்டத்தை	विधि
தொலைத்தொடர்பு	दूरसंचार
தொலைத்தொடர்பு	दूरसंचार
உயர்வு	hike
உயர்வு	उदय
உயர்வு	वृद्धि
மையங்கள்	कैफ़े
கருப்பை	गर्भाशय
கருப்பை	कोख
கருப்பை	गर्भ
மாநகராட்சி	कॉर्पोरेशन
மாநகராட்சி	कारपोरेशन
மாநகராட்சி	निगम
ஆயுதங்கள்	शस्त्र
ஆயுதங்கள்	हथियार
பராமரிப்பு	रखरखाव
பராமரிப்பு	मेंटेनेंस
ஞாயிறு	सूरज
ஞாயிறு	रवि
ஞாயிறு	सन
ஞாயிறு	सूर्य
ஞாயிறு	sunday
ஞாயிறு	रविवार
ஞாயிறு	संडे
கண்கள்	निगाहों
கண்கள்	आँखे
கண்கள்	आंखें
கண்கள்	आँखें
சகோதரி	sis
சகோதரி	बहन
சகோதரி	सिस्टर
சகோதரி	सिस
சகோதரி	बहन
சகோதரி	सिस्टर
சகோதரி	बहिन
பணியாளர்	कर्मचारी
விழாக்கள்	त्यौहार
முக்கோணம்	अनुवाद
முக்கோணம்	त्रिकोण
முக்கோணம்	त्रिभुज
கணம்	क्षण
கணம்	पल
சிறிதளவு	थोड़े
சிறிதளவு	थोड़ा
அனுபவம்	अनुभवी
அனுபவம்	अनुभव
கோரி	कोरी
கோரி	कोरी
இயக்கங்கள்	संचालन
இயக்கங்கள்	परिचालन
உடை	परिधान
உடை	ड्रेस
உடை	पोशाक
உடை	ड्रेसिंग
டாலர்கள்	डॉलर
மற்றவர்கள்	अन्य
ஸ்பெயின்	स्पेन
நோக்கியா	नोकिया
அக்னி	अग्नि
அதிகளவில்	अत्यधिक
காளி	काली
டே	ताए
டே	डे
பாடலை	गीत
பாடலை	गाना
பாடலை	सोंग
நடுத்தர	मध्यम
நடுத்தர	माध्यम
நடுத்தர	मीडियम
ஹோட்டல்	होटल
வடிவவியல்	ज्यामिती
வடிவவியல்	ज्यामिति
வடிவவியல்	भूगोल
நீக்கம்	स्पॉट
பழுப்பு	ब्राउन
பழுப்பு	भूरा
பழுப்பு	लिखें
பழுப்பு	जला
பழுப்பு	बर्न
பழுப்பு	सलेटी
பழுப்பு	ग्रे
பழுப்பு	धूसर
பழுப்பு	ग्रे
பழுப்பு	धूसर
நாட்களுக்கு	दिन
நாட்களுக்கு	दिनों
பழக்கம்	आदत
அழகான	सुंदर
அழகான	सूंदर
அழகான	ब्यूटीफुल
அழகான	खूबसूरत
அழகான	प्यारी
அழகான	lovely
அழகான	प्यारा
அழகான	लवली
அழகான	प्यारे
இணையாக	समानांतर
நடப்பு	धारा
நடப்பு	मौजूदा
நடப்பு	मौज़ूदा
நடப்பு	वर्तमान
நடப்பு	मौजूद
நடப்பு	मौजूदा
நடப்பு	वर्तमान
நடப்பு	उपस्थित
இறையியல்	धर्मशास्त्र
நெட்வொர்க்	नेटवर्क
நெட்வொர்க்	संजाल
பக்கத்தை	पृष्ठ
பக்கத்தை	पेज
அரியானா	हरियाणा
சின்னங்கள்	आइकन
சின்னங்கள்	प्रतीक
வளாகத்தில்	कैंपस
வளாகத்தில்	कैम्पस
கோரிக்கை	अनुरोध
கோரிக்கை	आग्रह
கோரிக்கை	निवेदन
காலி	गाले
காலி	रिक्त
காலி	खाली
ஆலன்	ऐलन
ஆலன்	एलन
ஆலன்	एलन
யோகம்	योगा
யோகம்	योग
மூலங்கள்	स्रोत
மூலங்கள்	स्त्रोत
மூலங்கள்	प्रसाधन
மூலங்கள்	संसाधन
வீழ்ச்சி	हार
வீழ்ச்சி	शिकस्त
வீழ்ச்சி	गिरा
வீழ்ச்சி	पतझड़
வீழ்ச்சி	गिरना
வீழ்ச்சி	गिर
வீழ்ச்சி	पतन
பாடினார்	गाया
பாடினார்	संग
