年	рік
省份	провінції
試驗	експеримент
試驗	тестування
試驗	випробування
試驗	експерименти
試驗	перевірка
試驗	перевірити
試驗	test
試驗	тест
習慣	звички
習慣	звичок
習慣	звичка
習慣	звички
習慣	звичкою
資金	фонди
資金	коштів
脫	стрічки
忍者	ніндзя
機制	механізми
機制	механізм
禹	ву
尤其	особливо
紙	папір
降落	посадка
降落	посадку
鳳凰	фенікс
喜愛	улюблені
喜愛	улюблений
喜愛	улюблене
洪水	повінь
洪水	потопу
洪水	повінь
洪水	повені
防衛	оборона
防衛	захист
防衛	оборони
防衛	захист
防衛	оборону
相當於	еквівалент
巢	гніздо
輸出	вивести
輸出	вивід
輸出	виведення
輸出	висловлювання
輸出	виводу
水利	гідравлічний
藥	ліки
藥	медицина
思考	роздуми
思考	мислення
思考	відбиття
思考	відбиття
慶祝	святкування
認證	засвідчити
認證	автентифікація
認證	розпізнавання
認證	гаранта
認證	посвідчення
認證	сертифікації
認證	сертифікований
生長	росте
生長	нарощування
生長	виростають
生長	рости
生長	вирощують
生長	ростуть
老人	старих
突厥	тюркська
韻	рима
情人	коханих
情人	коханці
情人	закоханих
情人	коханець
放置	розміщення
放置	викладання
晴	сонячний
晴	сонячно
性別	стать
性別	статі
性別	гендерна
性別	стать
性別	секс
性別	sex
腔	лопатки
新生	абітурієнтів
雁	гусей
雁	гуси
夏威夷	гаваї
夏威夷	гавайська
邊界	межі
邊界	кордони
邊界	межі
邊界	кордони
邊界	рамки
邊界	обрамлення
邊界	межа
邊界	кордон
邊界	рамка
邊界	границя
蛤	подавали
蛤	молюски
普及	універсальна
普及	universal
普及	універсальний
差距	проміжки
差距	уразливих
差距	пропуски
差距	розрив
盒	скринька
盒	box
盒	ящик
盒	коробка
豬	свині
豬	свиня
豬	свині
牆	стіну
牆	стіна
牆	стіні
牆	стіни
牆	мури
貨幣	валюта
貨幣	валюту
貨幣	валюти
貨幣	валют
貨幣	валюти
貨幣	грошова
鶴	журавлі
鶴	журавель
鶴	кран
添	тімоті
添	тім
微軟	microsoft
企圖	спробувала
企圖	спробував
企圖	замах
企圖	спроб
企圖	спроби
企圖	спробу
企圖	спроба
企圖	намагатися
蝴蝶	метелик
蝴蝶	метелики
社團	асоціації
鯨	кити
鯨	кит
鯨	кити
優勢	переваги
優勢	плюси
優勢	перевагу
優勢	перевага
優勢	перевагою
舌	язик
舌	язика
現實	реальність
現實	реаліті
形態	морфологія
真相	істина
步行	ходити
步行	прогулянка
步行	прогулянки
步行	прогулянка
韓語	корейська
日圓	єн
基督徒	християни
基督徒	християнин
基督徒	крістіан
基督徒	християнський
基督徒	християнська
基督徒	християни
假設	гіпотеза
假設	успіння
假設	гіпотетична
假設	виходячи
假設	напрошується
假設	припустимо
假設	припущення
搭配	мікс
搭配	суміші
搭配	суміш
轉移	трансфер
轉移	перенесення
周邊	периметр
周邊	поблизу
周邊	поруч
繁忙	зайнята
繁忙	зайнятість
繁忙	зайнятий
繁忙	зайнято
清真寺	мечеть
排除	виключити
排除	виключення
排除	виключати
排除	відчуження
輔助	доповнення
輔助	допоміжний
颶風	ураган
颶風	урагани
塞爾維亞	сербія
塞爾維亞	сербії
錯	неправильна
錯	неправильно
錯	неправильний
仿	імітація
曼谷	бангкок
加利福尼亞	каліфорнію
加利福尼亞	california
加利福尼亞	каліфорнія
婦女	жінок
婦女	жінки
改進	покращений
改進	покращена
改進	удосконалення
改進	вдосконалення
改進	покращення
改進	вдосконалення
改進	покращити
正義	справедливість
正義	правосуддя
正義	праведний
艇	човни
艇	човнів
艇	човен
模擬	аналоговий
模擬	аналоговий
模擬	моделювання
模擬	симуляція
伊斯蘭	ісламський
伊斯蘭	іслам
最強	найсильніша
最強	найсильніший
最強	найсильніші
貨物	вантаж
貨物	товари
局部	частково
局部	розкладання
局部	часткове
局部	часткова
局部	локальні
局部	місцеві
局部	локальна
局部	локальний
局部	місцевий
局部	частково
木星	юпітер
天才	геніально
天才	геній
天才	талант
影響力	вплив
影響力	перебіг
影響力	впливати
影響力	вплив
附屬	особа
海峽	протока
海峽	протоки
海峽	канал
海峽	каналом
海峽	channel
海峽	каналу
她們	вони
保育	охорони
保育	енергозбереження
爪	кіготь
爪	кігті
筆	олівець
筆	перо
筆	ручка
筆	ручки
垃圾	смітник
垃圾	викинути
垃圾	сміття
垃圾	маячня
垃圾	сміття
孔子	конфуцій
音樂會	концерт
音樂會	концерти
推進	наступає
國籍	нації
國籍	країна
國籍	націю
國籍	громадянство
國籍	нація
鵬	пен
轟炸機	бомбардувальник
轟炸機	бомбардувальники
要塞	stronghold
要塞	фортеця
要塞	форт
要塞	fort
黎明	світанок
黎明	світанку
巴勒斯坦	автономії
跨越	перехресті
暖	тепло
暖	теплі
暖	тепла
刺激	стимулювання
刺激	стимуляції
刺激	стимулювати
道教	даосизм
借用	позичити
租	оренду
勇士	воїни
勇士	воїн
因子	фактори
因子	коефіцієнт
因子	фактор
姐	sis
姐	сестричка
儲存	накопичує
儲存	зберігання
儲存	носії
儲存	сховище
卡通	мультик
卡通	мультик
卡通	мультфільмів
卡通	каплиці
成年	дорослих
成年	доросла
成年	дорослі
成年	доросле
成年	дорослий
職位	позиції
職位	позицій
職位	розташування
職位	позиція
職位	положення
職位	позиції
供奉	пропозиціями
繁殖	розмноження
繁殖	ставлять
繁殖	розмноження
繁殖	породи
繁殖	порода
繁殖	розмноження
實驗室	лабораторія
實驗室	лабораторій
實驗室	лабораторії
實驗室	lab
實驗室	лабораторії
敘述	творчість
敘述	поема
敘述	зрозумілу
水晶	ясні
水晶	кристал
水晶	кристали
跟隨	слідувати
跟隨	стежити
秘魯	перу
反射	рефлекс
反射	відбиття
反射	відбиття
那個	той
訊號	сигнали
訊號	сигнал
血液	кров
血液	blood
後方	задній
後方	строю
日常	щоденне
日常	щоденного
日常	щоденна
日常	everyday
依靠	спираючись
主人	майстер
主人	магістр
主人	вчителю
主人	master
審查	огляди
審查	відгуки
審查	переглянути
審查	рецензування
審查	відгук
審查	огляд
審查	цензура
福音	євангеліє
最快	найшвидший
最快	найшвидше
馬德里	madrid
馬德里	мадрид
可能性	ймовірність
可能性	можливість
可能性	притягнути
較高	вищу
較高	вищий
較高	вище
較高	вищі
較高	вища
標示	позначення
標示	розмітка
標示	кропивницький
經濟學	економіка
草地	газон
草地	трава
草地	трави
草地	лузі
中午	полудень
減	зменшити
減	мінус
談判	узгодження
談判	перемовини
談判	переговори
談判	переговори
談判	переговори
流通	обіг
流通	потік
費用	плату
費用	вартість
費用	витрати
費用	кошти
費用	коштує
費用	внески
購物	крамниця
購物	магазин
購物	покупки
購物	шопінг
重慶	чунцін
天氣	погода
加里	гарі
加里	гері
最少	мінімальна
最少	мінімальний
最少	мінімум
最少	мінімально
最少	мінімальне
撤銷	запобігання
撤銷	відкликати
撤銷	скасувати
外觀	фасад
外觀	вигляд
氣體	газова
氣體	газу
氣體	газ
氣體	гази
喇嘛	лама
盟軍	союзники
盟軍	союзників
灰色	сірий
灰色	сірі
灰色	сіра
灰色	сірий
灰色	грей
累積	здобути
累積	кошти
累積	накопичення
秩序	замовити
秩序	ордер
秩序	наказ
秩序	порядок
蘇丹	судан
蘇丹	судану
侵略	вторгнення
侵略	агресія
鋼琴	піаніно
鋼琴	piano
鋼琴	фортепіано
監獄	тюрмах
監獄	тюрму
監獄	ґрати
監獄	тюрма
監獄	тюрми
促進	пропагують
區間	інтервал
區間	проміжок
邊境	межі
邊境	кордони
邊境	рамки
邊境	обрамлення
邊境	межа
邊境	кордон
邊境	рамка
邊境	границя
獵	полювати
獵	полювання
獵	полювання
遺產	спадщина
遺產	застаріла
遺產	спадок
遺產	успадкування
俄國	росії
俄國	росію
俄國	росія
獨特	унікальний
獨特	унікальне
獨特	унікальні
電氣	електричний
電氣	електрика
電氣	електричний
股權	рахунки
股權	акцій
為什麼	чому
為什麼	нащо
為什麼	навіщо
評估	оцінка
評估	оцінювання
記憶體	ram
記憶體	рам
記憶體	спогад
擴展	розширені
擴展	розширена
擴展	розширений
擴展	суфікс
擴展	розширення
擴展	розширювати
擴展	розгортання
擴展	розширення
擴展	розгорнути
擴展	розширити
擴展	розкрити
飯店	готель
飯店	ресторани
飯店	ресторан
建國	засновники
建國	заснування
龐	пан
解放軍	пла
較大	точніше
較大	більший
較大	більшого
較大	більшим
較大	більший
較大	більші
較大	більше
較大	більша
泰山	тарзан
每月	щомісяця
每月	місячного
每月	місячний
更換	замініть
更換	заміна
更換	замінити
更換	заміна
更換	замінник
快樂	радості
快樂	радість
快樂	щаслива
快樂	щасливі
快樂	щасливе
快樂	щасливий
快樂	щасливим
守護	опікун
守護	охорона
守護	гвардія
守護	ланцюгами
法語	френч
法語	французька
法語	французькою
法語	французький
頭部	head
頭部	голова
頭部	голівка
玩具	іграшковий
玩具	іграшку
玩具	іграшка
玩具	забавка
玩具	іграшки
盆地	басейн
增長	росту
增長	зростання
增長	ріст
粉絲	фани
粉絲	шанувальники
粉絲	вболівальники
粉絲	фанати
粉絲	прихильник
粉絲	фан
粉絲	шанувальник
粉絲	шанувальників
粉絲	вентилятор
消除	ліквідацію
消除	усунення
消除	усунути
消除	знищити
拖	перетягування
拖	тягнути
拖	перетягнути
畫家	художників
畫家	маляр
畫家	вазописець
畫家	художник
消滅	знищить
消滅	знищити
消滅	знищення
形狀	форм
形狀	форми
形狀	форму
形狀	форма
兵器	зброя
兵器	зброю
兵器	зброєю
兵器	зброя
報紙	газета
天文學家	астрономи
天文學家	астроном
硫	сірка
硫	сірка
腰	талію
腰	талія
腰	пояс
強化	покращений
地產	властивості
地產	властивість
地產	майна
地產	власність
地產	майно
天堂	heaven
天堂	небеса
天堂	рай
天堂	небес
天堂	небесне
天堂	рай
天堂	раю
天堂	paradise
代表性	представлення
關鍵	ключ
關鍵	клавіша
約克	йорк
設計師	дизайнери
設計師	дизайнерів
設計師	designer
設計師	дизайнер
設計師	дизайнера
框架	кадри
框架	блоки
框架	рамки
框架	каркас
框架	рамках
框架	блок
框架	кадр
框架	рамка
框架	схему
槍管	бочку
槍管	бочка
抑制	вулицю
抑制	придушення
室內	неможна
互動	взаємодія
互動	взаємодії
互動	взаємодія
互動	взаємодію
互動	взаємодії
互動	взаємодії
互動	заручини
互動	взаємодія
互動	інтерактивна
互動	інтерактивний
互動	інтерактивне
突擊	десант
突擊	напад
西蒙	симон
西蒙	сімон
西蒙	саймон
中等	середній
中等	носій
中等	середня
中等	середні
武士	самурай
淡	бліда
淡	згасання
棚	скидали
等於	рівний
等於	дорівнює
國旗	прапором
國旗	прапорець
國旗	прапор
國旗	прапора
保加利亞	болгарії
保加利亞	болгарія
酯	естер
判決	причому
判決	суд
判決	вердикт
羅馬尼亞	румунії
羅馬尼亞	румунія
入境	вхідна
入境	запис
案例	регістр
案例	справа
案例	випадок
案例	випадку
案例	випадках
案例	випадки
案例	випадків
提示	поради
提示	підказки
提示	cue
提示	порада
提示	підказка
提示	натяк
提示	підказка
周圍	around
周圍	довкола
周圍	навколо
短暫	прозорим
短暫	перехідний
職員	службовець
原料	складові
原料	інгредієнти
服裝	одяг
服裝	одяг
服裝	костюм
服裝	костюми
雷達	radar
排球	волейбол
狙擊	снайпер
滅絕	вимерли
滅絕	винищення
滅絕	вимирання
滅絕	загибель
滅絕	зникнення
滅絕	знищення
納粹	нацистів
納粹	нацистам
納粹	нацисти
勞動	праця
勞動	трудове
勞動	трудова
勞動	трудові
確保	забезпечити
確保	виставляти
溫泉	spa
溫泉	спа
航行	навігація
航行	навігації
流亡	вигнання
流亡	вигнані
傾向	орбіти
修復	ремонт
修復	виправити
修復	фіксована
修復	відновлення
修復	реставрація
癌	карцинома
癌	рак
瓶	пляшки
瓶	пляшка
領地	територія
飲食	кухня
飲食	харчові
飲食	їли
飲食	їм
飲食	їсти
飲食	дієта
社會主義	соціалістична
社會主義	соціалізм
輻射	радіоактивних
輻射	радіоактивність
輻射	радіація
輻射	випромінювання
輻射	радіації
輻射	зараження
驚	шок
驚	здивовані
驚	дивує
驚	здивована
驚	здивувався
驚	здивований
女友	подружка
女友	подруга
女友	дівчина
奶	молоко
奶	молока
奶	milk
壓	тиск
季節	сезонні
季節	season
季節	сезон
季節	сезону
季節	сезони
生態	екологічної
生態	екологічна
生態	екологічний
生態	екологія
資深	старший
資深	сеньйор
雞	курка
雞	курки
雞	курча
雞	курячий
直升機	гелікоптер
直升機	вертоліт
直升機	іде
直升機	пости
夥伴	партнер
夥伴	напарник
夥伴	партнерські
夥伴	партнери
床	ліжок
床	ліжка
床	ліжко
床	постіль
信任	довіра
信任	довірою
信任	безмежну
信任	надійний
信任	надійність
信任	надійних
袋	мішок
袋	сумка
袋	валізи
袋	сумки
各省	провінції
踢	викинути
重力	гравітація
重力	тяжіння
判斷	причому
判斷	суд
判斷	судячи
散文	проза
秘書	секретар
棕	браун
棕	коричневі
棕	brown
棕	коричневий
藥物	наркотики
藥物	наркотиків
藥物	ліків
藥物	ліки
藥物	медицина
藥物	ліків
藥物	медикаменти
藥物	препарати
藥物	наркотик
複製	реплікація
複製	дублікат
複製	дублювати
複製	повторне
複製	скопіюйте
複製	копіювання
複製	скопіювати
複製	копіювати
複製	копія
複製	розмноження
複製	копіювання
捐	пожертва
捐	пожертву
捐	пожертвувати
江蘇	цзянсу
哈佛	гарварду
指揮官	commander
指揮官	командира
指揮官	командувача
指揮官	командир
院校	коледжі
提議	пропозиція
提議	судження
提議	пропозиція
提議	пропозиції
交付	доставку
交付	доставка
交付	якісно
傷害	шкоди
傷害	боляче
吉爾	джилл
死者	жертва
死者	жертви
類別	категорія
類別	класи
類別	клас
類別	категорії
復活	воскресіння
邊緣	ребро
邊緣	край
邊緣	ребра
邊緣	edge
邊緣	межовий
邊緣	краї
邊緣	бахрома
酷	круті
酷	круто
酷	класні
辭職	звільнення
辭職	відставку
辭職	здача
視覺	візуальне
視覺	візуальні
視覺	візуальний
視覺	видіння
視覺	зір
視覺	vision
視覺	бачення
精英	еліта
虛構	уявному
虛構	вигаданий
虛構	фантастика
虛構	штучно
虛構	фантастика
虛構	культурі
可惜	шкода
假期	святкова
假期	свято
假期	відпустка
假期	свята
軍人	солдат
言論	риторика
樊	прихильник
樊	фан
樊	шанувальник
樊	шанувальників
樊	вентилятор
加藤	като
芯	гарт
陰	інь
結局	завершується
結局	кінець
結局	закінчується
結局	остаточний
旋轉	обертання
旋轉	поворот
旋轉	обертання
旋轉	обертати
旋轉	обернути
旋轉	повернути
旋轉	лічильника
額外	додатковий
額外	зайві
額外	додаткова
額外	додаткові
美食	кухня
札幌	саппоро
軍官	наглядач
軍官	офіцер
近期	недавно
近期	нещодавно
近期	недавні
近期	нещодавні
物理學	фізика
具體	конкретних
具體	певне
具體	конкретні
具體	бетонні
具體	бетон
黎巴嫩	ліванський
黎巴嫩	лівану
黎巴嫩	ліван
領導人	ватажок
領導人	лідер
領導人	лідери
領導人	лідерів
比率	пропорції
比率	коефіцієнт
比率	співвідношення
武力	примусово
武力	примусити
武力	сила
武力	force
醫師	лікар
醫師	лікаря
醫師	доктор
醫師	лікарю
三重	потрійний
器官	органи
器官	орган
山谷	долина
山谷	долини
創意	оформлення
創意	творчість
創意	творчості
創意	оформлення
創意	творчий
創意	креативні
牛津	оксфорд
當代	сучасна
當代	contemporary
當代	сучасне
協定	угода
協定	угоду
協定	угод
客機	пасажирський
行人	пішохідна
規格	специфікації
規格	spec
終止	завершення
終止	припинити
波士頓	бостон
雕	орла
雕	орел
雕	яструб
雕	hawk
地獄	hell
地獄	пекло
地獄	чорти
混淆	плутанини
混淆	збивати
混淆	плутайте
混淆	бентежить
混淆	тлумачення
參數	параметр
參數	аргументи
參數	аргументів
藏族	тибетська
降雨量	опадами
區劃	зонування
共用	спільну
共用	поширив
共用	спільні
共用	поширили
共用	спільний
共用	обмін
共用	поширення
共用	акція
共用	поширити
共用	поділитися
共用	поширення
共用	поділитись
插曲	епізод
樂器	інструментів
樂器	інструментами
清理	чистки
清理	очищення
來賓	гостя
來賓	гість
來賓	guest
來賓	гостем
來賓	гості
耶路撒冷	єрусалим
雕塑	скульптура
雕塑	скульптури
雕塑	статуя
藝術家	художники
藝術家	виконавців
藝術家	виконавці
藝術家	художників
藝術家	митці
藝術家	художниця
藝術家	митець
藝術家	виконавець
藝術家	художник
廣西	гуансі
命運	доля
命運	доля
命運	долі
命運	долю
料理	кухня
房子	хати
房子	будинок
房子	будинках
房子	доми
房子	будинки
房子	будинків
房子	домів
崇拜	культ
崇拜	поклоніння
崇拜	служать
積分	точки
積分	очки
積分	пункти
積分	очок
積分	балів
積分	інтеграл
例外	винятки
例外	виняток
例外	винятки
例外	виключення
布拉格	прага
指南	посібник
指南	провідник
指南	путівник
指南	гід
指南	напрямних
指南	утримують
指南	напрямні
指南	підказки
插入	вставлення
插入	вставка
插入	вставка
插入	вставити
插入	вставлення
插入	вставки
明珠	перл
明珠	перли
明珠	перлина
明珠	перлини
螺旋	слимак
螺旋	спіраль
螺旋	спіраль
珊瑚	корали
珊瑚	coral
珊瑚	корал
珊瑚	кораловий
遼	ляо
財務	фінанси
財務	фінансові
財務	фінансова
財務	фінанси
財務	фінанси
預測	проекція
預測	прогнозів
預測	передбачення
預測	прогнози
預測	проекцій
預測	прогноз
期望	кавалер
期望	очікувань
期望	сподівання
準則	настанови
呼籲	заклик
呼籲	апеляцію
呼籲	звернення
公平	рахунки
公平	акцій
公平	ярмарок
公平	справедливо
公平	справедлива
公平	справедливий
電池	батареї
電池	акумулятор
電池	акумулятори
電池	батарея
電池	батарейки
尋求	лінійку
尋求	шукають
尋求	шукати
窄	вузький
窄	вузькі
失蹤	зникнення
失蹤	відсутній
獵人	мисливці
獵人	мисливець
葡萄	винограду
葡萄	виноград
葡萄	винограду
老闆	начальник
老闆	boss
老闆	бос
老闆	босс
介入	втрутитися
皇室	надрами
皇室	королівська
皇室	royal
皇室	королівський
皇室	королівське
皇室	рояль
零售	площ
富豪	regal
富豪	volvo
靈魂	душу
靈魂	душа
靈魂	soul
靈魂	душею
靈魂	душі
靈魂	душ
殼	оболонка
殼	оболонки
殼	патрони
殼	оболонки
殼	мушлі
工程師	інженери
工程師	інженер
祖母	бабусі
祖母	бабуся
祖母	бабця
祖母	бабусю
春天	весняна
春天	весна
春天	весняний
春天	весняні
用法	користування
用法	використання
吋	дюйм
神戶	кобе
省級	провінційний
手術	хірургія
手術	дія
手術	операція
行李	багаж
行李	багаж
行李	клади
行李	валізи
行李	багажу
穿著	носять
司徒	стюарт
癌症	рак
練習	вправи
練習	вправа
練習	практика
練習	тренування
練習	вправа
練習	вправи
機體	організм
分散	розкидані
奇怪	дивний
奇怪	дивна
奇怪	дивним
奇怪	дивно
奇怪	дивні
氮	азот
同性戀	гомосексуалізм
同性戀	геї
同性戀	голубий
同性戀	гей
抱	обійми
圖書	книжки
圖書	книг
圖書	книги
圖書	книжка
圖書	книжечки
圖書	книга
圖書	книги
岡山	окаяма
情感	емоція
情感	зворушений
情感	емоційні
情感	емоційний
情感	емоції
鴨	качки
鴨	качок
鴨	качки
鴨	качка
妖	демон
臉	облич
臉	обличчя
臉	обличчя
臉	обличчям
臉	face
開啟	відкрити
開啟	відкрита
開啟	відкрито
開啟	відкриті
開啟	відкритий
效應	ефект
效應	ефекти
交叉	хрест
交叉	хрестик
交叉	крос
交叉	кросовер
交叉	перетин
分數	дробів
分數	рахунку
分數	рахунок
分數	результат
分數	оцінка
分數	частка
分數	дріб
分數	точність
分數	дробів
分數	дробовий
遊客	відвідувачів
遊客	відвідувачі
遊客	туристів
遊客	туристи
遊客	туристичний
遊客	туристичні
遊客	турист
遊客	туристичне
分行	філії
分行	гілками
分行	гілки
分行	гілка
騎兵	кавалерії
強制	примусово
女生	дівчинка
女生	дівча
女生	дівчина
女生	дівчину
女生	дівчатка
女生	дівчата
蒸汽	steam
鍵	клавіші
鍵	ключі
鍵	ключ
鍵	клавіша
鍵	бонд
人事	персоналу
可汗	хан
氯	хлор
干涉	втрутитися
干涉	завада
干涉	втручання
經理	керівник
經理	менеджер
雅各	якоб
雅各	джейкоб
雅各	яків
小提琴	скрипка
小提琴	скрипці
小提琴	сопілка
射手	шутер
射手	стрілок
射手	стрільці
射手	стріляв
假日	святкова
假日	свято
假日	свята
到期	через
到期	погашення
敵	ворог
物業	властивості
物業	властивість
物業	майна
物業	власність
物業	майно
預算	бюджет
預算	бюджети
預算	бюджетів
閃	флеш
閃	flash
閃	спалах
雕像	статуї
雕像	статуя
敘利亞	сирія
敘利亞	сирії
敘利亞	сирійська
敘利亞	сирійський
收回	зняти
短期	short
短期	короткий
短期	коротка
短期	скорочено
短期	коротке
短期	короткі
貨	вантаж
首頁	дім
首頁	домівка
首頁	домашній
首頁	додому
引力	гравітація
引力	тяжіння
德文	німецька
德文	німець
德文	герман
德文	німецькою
德文	німецький
霧	туман
霧	туман
市鎮	муніципалітетів
市鎮	підпорядкування
免疫	імунна
免疫	імунітет
免疫	імунітет
編碼	код
編碼	програмування
編碼	кодування
編碼	кодування
啤酒	пиво
星期五	пт
星期五	friday
上訴	заклик
上訴	апеляцію
上訴	звернення
老虎	tiger
老虎	тигр
老虎	тигри
敏感	чутливі
敏感	урахуванням
敏感	чутливість
向前	переслати
向前	вперед
向前	пересилання
時裝	мода
時裝	fashion
富有	багаті
富有	багатий
富有	rich
富有	багаті
富有	багатих
火炮	озброєння
火炮	артилерії
每周	щотижня
任何人	нікому
任何人	нікого
任何人	хтось
簡體	спрощена
魔女	відьму
魔女	відьма
魔女	відьми
擴張	розгорнути
擴張	розширити
擴張	розкрити
擴張	розгортання
擴張	розширення
斷	зламано
斷	broken
斷	розбите
斷	зламаний
腦	мозок
腦	мозку
腦	мізки
進步	прогрес
進步	поступ
進步	прогресивна
進步	прогресивний
進步	прогресивні
進步	тривалий
德語	німецька
德語	німець
德語	герман
德語	німецькою
德語	німецький
強度	інтенсивність
強度	міцність
強度	інтенсивність
強度	сили
強度	сила
白金	platinum
走廊	коридор
走廊	коридорі
走廊	коридор
走廊	коридору
金額	суми
金額	сума
金額	суму
金額	підсумовує
金額	суми
表格	форм
表格	форми
表格	форму
表格	форма
創新	інноваційні
創新	нововведення
創新	інновації
修正案	поправка
修正案	поправки
辦事處	офіс
辦事處	office
叉	розділення
叉	розділити
叉	вилка
海灣	затока
海灣	затоці
海灣	губа
海灣	затока
希爾	пагорб
希爾	хілл
希爾	hill
希爾	гілл
錄音	запис
農民	селяни
農民	селянська
農民	селяни
農民	фермер
農民	фермери
農民	фермерів
農民	селяни
赤道	екватор
赤道	екваторіальної
回憶	спогади
回憶	спогад
有趣	цікавий
有趣	цікаво
有趣	цікаве
雕刻	гравірування
雕刻	скульптура
除外	окрім
除外	крім
金色	золотий
金色	голден
金色	золоті
金色	золоте
金色	золота
金色	gold
金色	золоті
金色	золото
理性	причина
理性	привід
理性	раціональність
理性	раціональна
理性	раціональну
外表	виступи
外表	вигляд
外表	зовнішня
承諾	обіцянок
承諾	обіцянки
承諾	обіцяю
承諾	обіцянку
承諾	обіцяють
承諾	характеру
吉田	йосіда
稅	податкова
稅	податки
稅	податок
稅	податки
缸	циліндр
童年	дитинство
童年	дитинства
催化	каталітичний
催化	каталізатор
百科全書	енциклопедія
百科全書	encyclopaedia
橘	апельсин
橘	помаранчевий
橘	татібана
建築師	архітектор
建築師	архітекторів
總是	завжди
彩色	колір
彩色	кольорова
彩色	колір
彩色	кольорова
彩色	кольорові
彩色	кольоровий
工會	union
工會	союз
工會	юніон
工會	профспілки
工會	профспілок
蜘蛛	павук
離婚	розлучення
離婚	розлучена
享受	зручні
享受	комфортом
享受	дивимося
享受	сподобалося
鑽石	diamond
鑽石	діамант
鑽石	діаманти
週五	пт
週五	friday
三菱	mitsubishi
肌	muscle
美女	прекрасні
美女	красивий
美女	красива
美女	красиві
美女	красуні
美女	краса
神經	нерв
神經	нерви
助手	помічники
助手	помічника
助手	помічник
溫哥華	ванкувер
窩	гніздо
地帶	стрічки
混亂	плутанини
混亂	хаос
大堂	вестибюлі
裸	голі
裸	медом
裸	голий
裸	naked
裸	nude
裸	ню
裸	необхідний
校區	університеті
馬丁	мартін
衝擊	вплив
衝擊	шок
廠商	постачальник
廠商	виробник
廠商	виробника
廠商	виробник
光學	оптичний
光學	оптика
卵	яйця
卵	яєчка
氟	фтор
出租	таксі
欄	колонка
欄	стовпчик
欄	колона
欄	стовпчиками
欄	колонки
欄	стовпчиків
欄	стовпчики
軍方	військові
軍方	військовий
真理	істини
真理	істина
街頭	стріт
街頭	вулиця
伺服器	сервери
伺服器	серверів
伺服器	сервер
伺服器	сервера
清晰	ясність
背面	хвости
醫藥	ліки
醫藥	медицина
醫藥	ліків
醫藥	медикаменти
醫藥	ліки
醫藥	ліків
推理	виведення
推理	висновок
推理	міркувань
變更	зміна
變更	змінити
變更	зміни
變更	варіант
變更	варіація
變更	зміна
變更	change
變更	змінити
新手	початківця
新手	новачок
燒	спалити
燒	записати
燒	burn
燒	палає
膠	клей
膠	гелі
渡邊	ватанабе
猶太人	єврейський
猶太人	єврейська
猶太人	жиди
猶太人	євреї
猶太人	євреїв
分歧	відмінностей
分歧	відмінності
分歧	дивергенція
分歧	непорозумінь
分歧	розбіжності
分歧	обрана
怪物	монстр
書寫	писав
書寫	записано
書寫	написано
書寫	записані
書寫	написання
書寫	запис
書寫	писати
書寫	запису
色情	порнографія
色情	erotic
色情	порно
股東	акціонерів
股東	акціонер
曝光	витримки
曝光	відкритий
曝光	експозиція
曝光	експозиції
飛行員	pilot
飛行員	пілот
劫	пограбування
鎖	блокування
鎖	зафіксувати
鎖	замкнути
鎖	заблокувати
鎖	блокує
鎖	замки
人群	натовпи
人群	натовп
人群	натовпі
簡化	спростити
簡化	спрощена
從未	никогда
從未	ніколи
從未	never
土壤	ґрунту
土壤	ґрунт
土壤	земля
土壤	виноробстві
再生	rebirth
再生	одужання
水中	підводна
水中	підводного
重組	реструктуризації
示威者	литовці
示威者	борці
放映	покази
放映	оголошено
濤	тао
四方	quad
四方	квартет
四方	сметани
消費	споживання
摩爾	мур
摩爾	кріт
摩爾	моль
洗	миття
洗	мити
隕石	метеорит
隕石	метеор
井上	іноуе
摧毀	знищить
摧毀	знищити
船隻	кораблів
船隻	кораблі
船隻	посудин
船隻	судно
船隻	судна
船隻	човни
船隻	човнів
船隻	судно
船隻	корабель
船隻	човен
否定	заперечення
否定	негативний
否定	негативне
否定	негативна
否定	негатив
否定	негативні
個別	окремо
個別	окремих
個別	індивідуальна
個別	індивідуальні
個別	індивідуальне
個別	окремі
個別	індивідуальний
橙	апельсин
橙	помаранчевий
橙	апельсини
嚴格	ретельне
嚴格	строга
嚴格	суворий
嚴格	суворо
嚴格	строго
排序	впорядкувати
排序	сортування
排序	сортувати
排序	сортування
排序	впорядкування
漆	лак
物體	предмети
牙齒	зубний
牙齒	зуб
牙齒	зубна
牙齒	зуби
牙齒	зуби
薰	каору
元件	компонент
元件	компонента
元件	компоненти
元件	компонентів
元件	елемент
元件	елементом
元件	елементи
協調	координат
協調	керував
協調	координації
協調	координацію
協調	комплексні
協調	координаційної
協調	координація
新秀	новачок
尾巴	хвіст
妖怪	монстр
度假	святкова
度假	свято
度假	відпустка
扣	положення
客戶	замовник
客戶	клієнт
客戶	клієнти
客戶	клієнтів
客戶	клієнтами
客戶	клієнта
客戶	клієнт
客戶	клієнти
客戶	клієнтів
客戶	клієнтами
客戶	клієнтам
喙	дзьоб
諾貝爾	нобелівської
治理	управління
選民	виборець
選民	виборців
演技	во
演技	заступник
演技	акторська
演技	діяти
勇者	хоробрим
勇者	сміливі
勇者	сміливий
勇者	мужній
勇者	хоробрі
肌肉	язи
肌肉	muscle
肌肉	язова
火車	потяг
火車	поїзд
火車	перевізників
火車	потяги
火車	поїзди
