और	and
गिरफ्तार	arrested
मारा	mara
प्रवासी	expatriate
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	volume
आवाज़	voice
चाल	trick
चाल	move
चाल	moves
गीता	gita
गीता	geeta
कोलंबिया	columbia
कोलंबिया	colombia
देशी	vernacular
देशी	native
प्रायद्वीप	peninsula
दुर्गा	durga
नक्षत्र	constellation
नक्षत्र	constellations
मौखिक	oral
मौखिक	verbal
रथ	chariot
रथ	ratha
चलाया	executed
गर्भ	womb
रहें	stay
ध्रुव	pole
ध्रुव	dhruv
विनिमय	exchange
भोपाल	bhopal
बहस	debate
कथित	alleged
ड्राइव	drive
ड्राइव	drives
कोर	choir
कोर	core
कोर	curb
नियुक्ति	appointment
नियुक्ति	appointments
नियुक्ति	employment
बहती	flows
बहती	flowing
विटामिन	vitamins
विटामिन	vitamin
खून	blood
उपयोगकर्ताओं	users
एड्स	aids
बाग	bagh
बाग	garden
बर्मा	burma
डच	dutch
चौथी	fourth
वंशज	descendant
गठबंधन	pact
गठबंधन	alliance
उम्मीदवार	candidates
उम्मीदवार	candidate
प्रभावों	impressionism
बिलकुल	absolutely
रत्न	ratna
ग्रहों	planet
ग्रहों	planets
रूपांतरण	conversions
रूपांतरण	conversion
रूपांतरण	transformations
रूपांतरण	transform
खन्ना	khanna
भ्रष्टाचार	corruption
मैसूर	mysore
सलाहकार	advisory
सलाहकार	consultant
सलाहकार	advisor
जनजाति	tribe
पठार	threshold
पठार	plateau
कन्नड़	kannada
सीता	sita
चलचित्र	movie
नोकिया	nokia
बहुमत	majority
चमक	shine
चमक	glowing
हिल	hill
नैदानिक	clinical
नैदानिक	diagnostics
अद्भुत	amazing
अद्भुत	wonderful
एकत्रित	collected
एकत्रित	gather
इकाइयों	units
तोड़	smash
शाखाओं	branches
दशकों	decades
खतरे	threats
खतरे	danger
टूर	tour
हमारा	our
पाल	paul
पाल	sail
पाल	pal
निर्दिष्ट	specified
जोड़े	couples
निर्माताओं	manufacturers
बजट	budget
मौका	chance
चौहान	chauhan
समर्थक	protagonist
समर्थक	supporters
समर्थक	supporter
पॉप	pop
खबर	news
स्कूलों	schools
मासिक	monthly
कणों	particles
प्रबल	prevail
प्रबल	dominant
आलोचकों	critics
तकनीकों	techniques
विभक्त	divided
उत्तराधिकारी	heir
उत्तराधिकारी	descendant
एयरलाइंस	airlines
श्रीमती	mrs
अवैध	illicit
अवैध	outlaw
अवैध	invalid
जीवाणु	bacteria
हाँ	yes
हाँ	yeah
राहुल	rahul
प्राण	prana
प्राण	pran
राजीव	rajiv
शिकागो	chicago
विकी	wiki
इंग्लैण्ड	england
गुरू	guru
दौड़	runs
दौड़	race
दौड़	races
दौड़	racing
जातीय	ethnic
छाया	shadows
छाया	shading
छाया	shadow
छाया	shade
मैरी	merry
मैरी	mary
तैयारी	preparation
तैयारी	preparing
तैयारी	prepare
तैयारी	prep
शासनकाल	reign
फाउंडेशन	foundation
विक्टोरिया	victoria
कार्यकर्ता	worker
सिंचाई	irrigation
पहलू	sides
पहलू	aspect
रोजगार	employment
निबंध	essay
पब्लिक	public
बोल	bol
कान	ear
कान	kan
कान	ears
बनवाया	built
महर्षि	maharishi
परिवारों	families
फैल	spread
मेले	fair
शांत	sober
शांत	calm
शांत	quiet
उद्घाटन	openings
उद्घाटन	inauguration
सौंदर्य	beauty
चीज़	cheese
प्रोग्रामिंग	programming
प्रिय	dear
रेड	raid
रेड	red
स्व	self
सृजन	creation
सृजन	creativity
वकील	lawyers
वकील	lawyer
करो	karo
अनाज	grain
विलियम्स	williams
परिपथ	calculator
यूनियन	union
भावनाओं	emotions
बच	survived
बच	bach
उर्जा	energy
सोसायटी	society
छोड़ने	dropping
यौगिकों	compounds
सेनानी	fighters
सेनानी	fighter
रणनीति	strategies
रणनीति	strategy
लेन	lane
बुलाया	called
वध	slaughter
बाढ़	flood
बाढ़	flooding
शत्रु	enemy
शत्रु	hostile
शत्रु	enemies
एक्शन	action
अनुच्छेद	paragraph
अनुच्छेद	paragraphs
आयात	import
आधा	half
धन्यवाद	thanks
बेल	belle
बेल	vine
बेल	bell
सेंट्रल	central
घातक	deadly
घातक	pernicious
मास्टर	master
तस्वीर	picture
पहल	initiative
परे	beyond
वाहनों	vehicles
राजपूत	rajput
सच	true
सच	truth
पाउंड	lbs
पाउंड	pound
पाउंड	pounds
इण्डिया	india
प्राधिकरण	authorities
प्राधिकरण	authority
प्राधिकरण	authorization
कीट	insects
कीट	insect
गाना	singing
गाना	song
धातुओं	metals
अतीत	past
समाजवादी	socialist
समाजवादी	socialism
वेतन	salary
वाणिज्य	commerce
उन्नति	advancement
आखिरी	last
धूम्रपान	smoking
शिवाजी	shivaji
ब्याज	interest
घोड़े	horses
घोड़े	horse
माला	maldives
माला	garland
माला	mala
लेखा	accounting
तेलुगु	telugu
दीवारों	walls
दीवारों	graffiti
ऊतक	tissue
रात्रि	night
बेस	bess
बेस	base
बेस	bass
फलन	function
चोटी	pinnacle
मानता	believes
सफलतापूर्वक	successfully
चंद्र	lunar
सतत	consistent
सतत	continuous
ऊष्मा	heat
ऊष्मा	warmth
कारों	cars
रेस	race
तालाब	pond
बृहस्पति	jupiter
प्रोत्साहन	incentives
प्रोत्साहन	incentive
प्रोत्साहन	encouragement
टीमों	teams
मामला	case
इंदिरा	indira
निष्क्रिय	inert
निष्क्रिय	disable
निष्क्रिय	disabled
निष्क्रिय	idle
निष्क्रिय	inactive
लौह	iron
सोनी	sony
रॉय	roy
बनावट	textures
बनावट	texture
गायन	singing
गायन	vocal
आवेदन	application
आवेदन	applications
सकल	gross
कमाई	earning
कमाई	earnings
विश्वविद्यालयों	universities
विश्वविद्यालयों	university
साहिब	sahib
उठाने	lifting
साउथ	south
गहन	deep
बाघ	tiger
टिकट	tickets
टिकट	ticket
राजशाही	monarchy
पैरों	feet
पैरों	legs
ब्लॉग	blog
ब्लॉग	blogs
सड़कों	roads
उद्देश्यों	entrepreneur
कांडा	canda
जाल	net
जाल	mesh
मिलान	matches
मिलान	milan
मिलान	match
प्रावधान	provision
प्रावधान	provisions
सदस्यता	membership
सदस्यता	subscription
रिकार्ड	record
साझा	shared
साझा	shares
स्वतन्त्रता	independence
अधिकृत	authorized
सापेक्ष	relative
पड़ी	padi
विफल	failed
संदेह	doubt
संदेह	doubts
आग्रह	request
किरण	kiran
कारोबार	business
ऋग्वेद	rigveda
रिंग	ring
ऑपरेशन	operation
आपसी	mutual
पवन	wind
पुराणों	puranas
छूट	discount
छूट	discounts
बाधा	obstacle
अमीर	emirate
अमीर	emir
अमीर	rich
समतल	flat
समतल	plane
बस्ती	town
बस्ती	basti
कठिनाई	difficulty
पुर्तगाली	portuguese
जड़	root
जड़	roots
बौद्धिक	intellectual
उदयपुर	udaipur
गठित	constituted
बोस	bose
निकलता	ribs
स्वर्ग	heaven
स्वर्ग	paradise
शासित	ruled
चोपड़ा	chopra
अहमदाबाद	ahmedabad
प्रोटोकॉल	protocol
प्रोटोकॉल	protocols
व्यय	spends
व्यय	expenditure
व्यय	expense
गणतंत्र	republic
माया	maya
तिब्बती	tibetan
तिब्बती	tibet
आत्महत्या	suicide
संजय	sanjay
मतभेद	differences
अयोध्या	ayodhya
अतिथि	guests
अतिथि	guest
लें	take
शानदार	brilliant
शानदार	fabulous
शानदार	superb
डाक	mail
डाक	postal
प्रतिद्वंद्वी	rival
प्रतिद्वंद्वी	opponent
प्रतिद्वंद्वी	opponents
मनु	manu
संयोग	coincidence
कविताओं	poems
वेदों	vedas
तरंग	ripple
तरंग	wave
उठाया	raised
अंतराल	interval
अंतराल	hiatus
पेटेंट	patent
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	familiar
परिचित	acquaintances
परिचित	acquaintance
इंडोनेशिया	indonesia
विश्वसनीय	trustworthy
विश्वसनीय	reliable
विश्वसनीय	trusted
अब्दुल	abdul
तत्काल	immediately
तत्काल	urgently
तत्काल	instant
तत्काल	immediate
तत्काल	urgent
चित्रकला	painting
पहलुओं	aspects
गेट	gate
चैंपियनशिप	championship
बाबू	daddy
पैदल	pedestrian
पैदल	sidewalk
पैदल	pedal
रहकर	staying
राधा	radha
संतान	offspring
जर्नल	journal
गुप्ता	gupta
लाखों	millions
मुखर्जी	mukherjee
शैक्षणिक	educational
भाप	steam
बेस्ट	best
गलती	error
गलती	mistake
भ्रूण	embryo
भ्रूण	fetus
गोपाल	gopal
भंग	dissolve
चेक	czech
चेक	cheque
ब्राजील	brazil
ब्राजील	brics
राग	melody
राग	raga
तटीय	coastal
सम्प्रदाय	sect
ख्याति	fame
कोष	repositories
सिन्हा	sinha
पंजीकृत	registered
सिंध	sindh
वैध	valid
वैध	validity
टॉम	tom
संकल्प	resolutions
जूनियर	junior
चुम्बकीय	magnetic
बादशाह	king
रचनात्मक	creative
मुखपृष्ठ	home
ट्रस्ट	trust
प्रस्तुति	presentation
उपर	top
धरोहर	heritage
भूल	oblivion
अद्वितीय	unique
सरकारों	governments
खतरनाक	dangerous
त्यौहार	festival
त्यौहार	festivals
त्यौहार	festive
परिमाण	magnitude
परिमाण	parameters
संक्रमित	infected
देखना	viewing
देखना	watch
ख़ास	special
गोस्वामी	goswami
अवसरों	occasions
माँग	demand
स्पेनिश	spanish
महारानी	queen
निरीक्षण	inspection
जिम्मेदारी	responsibility
रंगमंच	theatre
भारतीयों	indians
त्रुटि	errors
त्रुटि	error
ऊँची	high
ज्यामिति	geometry
आराम	relaxed
आराम	comfort
आराम	relax
आराम	rest
रवि	sudan
रवि	sun
रवि	ravi
रवि	reunion
भाजपा	bjp
पिछली	prev
बेटा	beta
बेटा	son
उपमहाद्वीप	subcontinent
टुकड़े	pieces
क्रिस्टल	crystal
चौथा	fourth
प्रसन्न	delighted
प्रसन्न	jolly
प्रसन्न	propitious
प्रसन्न	pleased
प्रसन्न	glad
प्रसन्न	happy
सार	abstract
पड़ोसी	neighbour
पड़ोसी	neighbors
पड़ोसी	neighbours
पड़ोसी	neighbor
गाया	sang
भ्रम	confusion
भ्रम	illusion
राजनेता	politicians
राजनेता	politician
गोल्ड	gold
भिन्नता	difference
रविवार	sunday
सारणी	table
ग्वालियर	gwalior
नाभिकीय	nuclear
बीकानेर	bikaner
अपवाद	exceptions
अपवाद	exception
लिखना	writing
लिखना	typing
पाप	sin
गले	hugs
सिद्धार्थ	siddhartha
जनक	parent
स्वचालित	auto
स्वचालित	automated
स्वचालित	automatic
खेत	farm
नागपुर	nagpur
सेमी	semi
असाधारण	extraordinary
असाधारण	exceptional
अपील	appeal
दर्शक	viewer
दर्शक	audience
दर्शक	spectator
दर्शक	viewers
इनपुट	input
सैकड़ों	hundreds
पार्वती	parvati
क्लास	class
लीला	leila
लीला	leela
कलात्मक	artistic
मंगोल	mongols
मंगोल	mongolia
उपनिषद	upanishads
शुभ	good
शुभ	propitious
स्वीकृत	accepted
स्वीकृत	accepts
स्वीकृत	approved
बैटरी	battery
बैटरी	batteries
कहानियाँ	stories
असमर्थ	unable
पुष्प	flowers
पुष्प	flower
सुविधाएं	facilities
अक्षांश	latitude
मियामी	miami
सम्पर्क	contact
सम्पर्क	contacts
दृश्यों	scenes
कार्यवाही	proceedings
श्वसन	respiration
संक्षेप	brevity
आतंकवाद	terrorism
परिस्थिति	situation
परिस्थिति	circumstance
लोकतंत्र	democracy
उपलब्धि	achievement
कुश्ती	wrestling
क्लिक	clicks
क्लिक	click
लेबल	labels
लेबल	label
अकाल	famine
अकाल	famines
फैशन	fashion
पैलेस	palace
नीला	blue
पोर्ट	port
पोर्ट	ports
विधेयक	bill
बलों	forces
स्टील	steel
स्टील	steele
रोशन	roshan
यूनान	greece
थोड़े	slightly
ऑस्टिन	austin
एकड़	acres
एकड़	acre
सेकंड	seconds
सेकंड	second
अवयव	component
अवयव	element
आलेख	article
आलेख	articles
आलेख	graph
दिव्य	divine
फ्लोरिडा	florida
नली	hose
पूर्वोत्तर	northeast
साक्ष्य	evidence
कहाँ	where
आवरण	envelope
आवरण	cover
निकला	derived
मौर्य	maurya
आंकड़े	stats
आंकड़े	statistics
आंकड़े	figures
उपदेश	advices
उपदेश	preaching
उपदेश	sermon
उपदेश	preach
एकीकरण	integration
एकीकरण	integrations
फोटो	photo
फोटो	photos
चोरी	stolen
चोरी	theft
चोरी	stealing
चोरी	steal
सिंहासन	throne
जगदीश	jagdish
आचरण	behaviour
क्लोराइड	chlorine
हरी	green
हरी	hari
शरण	refuge
परिकल्पना	hypothesis
बयान	statement
मुंह	mouth
विनाश	destruction
पाक	pak
एजेंट	agent
बेल्जियम	belgium
वितरित	delivered
वितरित	distribute
वितरित	distributed
श्रेणियाँ	guild
श्रेणियाँ	categories
शाब्दिक	literal
खूब	well
आतंकवादी	terrorist
आतंकवादी	terrorists
प्रतिबंधित	restrict
प्रतिबंधित	restricted
प्रतिबंधित	banned
साथियों	colleagues
न्यूटन	newton
पारस्परिक	mutual
अद्यतन	update
अद्यतन	updates
बैठे	sitting
पारम्परिक	traditional
विलुप्त	extinct
नवाब	nawab
सिक्किम	sikkim
प्रशिक्षित	trained
पारिस्थितिकी	ecology
सैद्धांतिक	theoretical
स्पेनी	spanish
पौधा	plant
माई	mai
संलग्न	attach
संलग्न	contiguous
संलग्न	attached
होम	home
होम	homes
सिक्के	coins
काउंसिल	council
ट्यूब	tube
अवलोकन	overview
अवलोकन	observation
नमूने	specimens
नमूने	samples
बन्द	off
बन्द	closed
बन्द	close
कब	when
तारीख	date
एकदम	absolutely
समावेश	inclusions
समावेश	inclusion
खुदाई	excavation
खुदाई	dig
खुदाई	drilling
भरत	bharat
भरत	bharata
फलों	fruits
वस्तुएँ	items
वस्तुएँ	objects
हमलों	attacks
हमलों	strikes
बीस	twenty
शिकायत	complaints
शिकायत	complaint
शिकायत	complain
सफाई	cleanliness
सफाई	cleaning
टेलीविज़न	televisions
टेलीविज़न	television
अन्ना	anna
विन्यास	configuration
विन्यास	settings
ध्रुवीय	polar
तिहाई	thirds
पार्श्व	flank
पार्श्व	side
घड़ी	clock
रोशनी	lights
रोशनी	light
आलोचक	critic
रखरखाव	maintenance
डीएनए	dna
नाना	nana
स्पर्श	touch
गणितज्ञ	mathematician
वनों	deforestation
वनों	forest
वनों	forests
कृतियाँ	writings
जीते	won
कबीर	kabir
हानिकारक	harmful
हानिकारक	detrimental
आमंत्रित	invited
शिल्प	shillong
शिल्प	craft
हिन्दुस्तान	hindustan
पीला	yellow
सीधी	straight
श्लोक	verse
किलो	kilo
बादल	clouds
बादल	cloud
बादल	badal
चंद्रमा	moon
कोयला	coal
कोयला	charcoal
संवैधानिक	constitutional
पादप	plant
चौड़ाई	width
उपयोगिता	utility
उपयोगिता	usefulness
उपयोगिता	usability
प्रमेय	theorem
संवेदनशील	sensitive
मान्य	valid
अनुसूचित	scheduled
सम्पन्न	finished
सम्पन्न	done
हॉलीवुड	hollywood
शहीद	martyred
शहीद	martyr
शहीद	shaheed
तेज़	fast
पीछा	chase
अर्ध	quasi
अर्ध	semi
विकासशील	developing
अल्प	alp
अल्प	slight
तिवारी	tiwari
पारी	innings
न्यायिक	judicial
फंड	fund
नाक	nose
बाई	bai
राणा	rana
निवेदन	requests
निवेदन	request
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	section
अनुभाग	sections
बीसवीं	twentieth
रंगीन	colourful
रंगीन	colored
रंगीन	colorful
अपेक्षित	expected
मूलभूत	fundamental
मूलभूत	default
मूलभूत	defaults
मूलभूत	basic
मूलभूत	intrinsic
विभागों	departments
अदा	pay
जिम	gym
जिम	jim
एटा	eta
अनिल	anil
नरेन्द्र	narendra
पूछा	asked
कहानियां	narratives
कहानियां	stories
उत्पादित	produced
पहुँचा	accessed
दोषी	guilty
ज्वर	fever
क्रिसमस	christmas
राहत	relief
रखें	keep
भंडार	storage
गार्डन	garden
गीतकार	lyricist
कार्टून	cartoon
फ़्रांस	france
व्यंग्य	satire
व्यंग्य	parody
छंद	rhyme
ठंडा	cold
नाडु	nadu
पत्थरों	stones
अक्ष	axes
अक्ष	axis
इमारतें	buildings
प्रतिपादन	render
पन्ने	pages
मोदी	modi
एपिसोड	episodes
एपिसोड	episode
डोमेन	domains
डोमेन	domain
मैक	mac
वचन	covenant
आकलन	assessments
आकलन	conjecture
मध्यकालीन	medieval
पर्यावरणीय	environmental
पसंदीदा	favourite
पसंदीदा	bookmarks
पसंदीदा	favorite
पसंदीदा	favorites
अनुयायी	followers
मुकदमा	trial
मुकदमा	sue
मुकदमा	lawsuit
कार्ल	carl
वियतनाम	vietnam
तलवार	lance
तलवार	sword
तुलनात्मक	comparative
उत्पादक	productive
उत्पादक	producer
उत्पादक	manufacturer
प्राकृत	prakrit
आयरिश	irish
अभिलेख	archive
अभिलेख	archives
राजकुमारी	princess
अनुचित	disrespectful
अनुचित	unfair
अनुचित	unfairly
अनुचित	inappropriate
कल	tomorrow
कल	yesterday
इनकार	blasphemy
इनकार	deny
प्रतिकूल	unfavorable
प्रतिकूल	adverse
प्रतिकूल	hostile
नींद	sleep
कार्यान्वयन	implementation
नाइट	nite
बाँध	dam
विवादास्पद	controversial
कथानक	scenario
प्रभुत्व	dominance
बेहतरीन	best
बेहतरीन	excellent
तालिका	table
तालिका	catalog
वायुमंडल	atmosphere
यथार्थ	real
रहस्य	secrets
रहस्य	mystery
रहस्य	secret
फसलों	crops
वृत्त	circles
वृत्त	circle
रोहित	rohit
रुपए	rupees
रुपए	rupee
रुपए	inr
मोक्ष	salvation
मोक्ष	moksha
पूरक	complement
पूरक	supplements
पूरक	complementary
स्पेस	space
नाटकीय	dramatic
वाशिंगटन	washington
बर्लिन	berlin
रद्द	cancelled
रद्द	canceled
रद्द	revoked
पैटर्न	patterns
पैटर्न	pattern
गोल्डन	golden
प्रभु	lord
खण्ड	sections
खण्ड	section
खण्ड	segment
खण्ड	segments
नेत्र	eye
पोप	pope
लायक	worth
गरीबी	poverty
विनोद	vinod
सांता	santa
लेजर	ledger
संगणक	computer
रूचि	interests
रूचि	interest
रेगिस्तान	desert
रेगिस्तान	deserts
व्यायाम	exercise
एट	ate
भीतरी	inner
पूर्ववर्ती	predecessor
सेनाओं	armies
वाणी	vani
इंजीनियर	engineer
भंडारण	storage
रोल	roll
रहमान	rehman
रहमान	rahman
रहमान	merciful
मुफ्त	free
लवण	salts
तूफान	storm
बलि	beheading
वर्णमाला	alphabet
वर्णमाला	alphabetical
लम्बा	tall
टर्मिनल	terminal
उद्धृत	quoted
दुबई	dubai
पावर	power
भूत	ghost
भूत	ghosts
चिंतन	meditation
चिंतन	muse
क्यूबा	cuba
संश्लेषण	synthesis
मूत्र	urine
संस्कृतियों	cultures
उपासना	worship
अनंत	infinite
अनंत	infinity
बालों	hair
बालों	hairs
कुत्ते	dogs
कुत्ते	dog
मुँह	exclamation
मुँह	mouth
कम्युनिस्ट	communist
प्रसंग	themes
प्रसंग	theme
प्रसंग	themed
बिहारी	bihari
पेड़ों	trees
धूप	sunshine
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	comedy
बर्तन	dishes
अस्वीकार	decline
अस्वीकार	deny
अस्वीकार	reject
जाएगी	tremor
मधुमेह	diabetic
मधुमेह	diabetes
हॉट	hot
पाठकों	readers
दमन	repression
दमन	oppression
दमन	suppression
दमन	daman
नाइट्रोजन	nitrogen
मार्गदर्शन	guidance
समाजशास्त्र	sociology
समापन	liquidation
कर्तव्य	duty
कर्तव्य	duties
नस्ल	breed
नस्ल	ethnicity
केबल	cables
केबल	cable
सिडनी	sydney
परिचालन	operations
हाइड्रोकार्बन	hydrocarbon
कश्मीरी	kashmiri
कश्मीरी	kashmir
स्वप्न	dream
प्रसिद्धि	fame
अपराधी	criminal
अपराधी	guilty
अपराधी	offender
जिसको	whom
नाट्य	theatrical
दुकान	shop
नियत	set
सुना	heard
सुना	listened
सर्जरी	surgery
सर्जरी	surgeries
झारखण्ड	jharkhand
स्वरुप	formats
भयंकर	macabre
भयंकर	awful
भयंकर	horrible
मेयर	mayor
औषधीय	medicinal
धमनी	artery
आर्थर	arthur
डाउनलोड	download
डाउनलोड	downloaded
डाउनलोड	downloads
खुदरा	retail
नीदरलैंड	netherlands
धर्मों	religions
प्रशंसकों	fans
घाव	wound
स्पोर्ट्स	sports
क्रॉस	cross
साप्ताहिक	weekly
सुनील	sunil
अनुभूति	feeling
मेजर	major
मेजर	maj
स्वतः	auto
स्टीव	steve
थिएटर	theatres
थिएटर	theaters
थिएटर	theater
थिएटर	theatre
दूरसंचार	telecommunication
दूरसंचार	telecommunications
खपत	consumed
खपत	consumption
चक्कर	vertigo
चक्कर	dizzy
परिवेश	environment
परिवेश	surroundings
परिवेश	ambient
सूजन	swelling
सूजन	inflammation
प्रतिरक्षा	immune
दृढ़	tenacious
रोकथाम	prevention
सदियों	centuries
गुलाब	roses
गुलाब	rose
झिल्ली	membrane
भालू	koala
भालू	bear
दूरदर्शन	television
सोमवार	mondays
सोमवार	monday
सर्दियों	winters
सर्दियों	winter
गांवों	villages
ऑटो	auto
सामान्यत	normality
इलेक्ट्रिक	electric
शतक	century
हालत	condition
मक्का	mecca
मक्का	maize
आस्था	faith
अफगानिस्तान	afghanistan
राजेश	rajesh
प्रभाग	division
निष्पादन	execute
निष्पादन	performance
निष्पादन	execution
पहचाना	identified
पहचाना	recognized
वाहक	carrier
वाहक	carriers
स्वदेशी	indigenous
अभिक्रिया	reaction
सुनने	hearing
भ्रमण	tour
भ्रमण	commute
भ्रमण	odyssey
हड्डी	bone
तन्त्र	tantra
तन्त्र	system
तन्त्र	software
वक्र	curve
वक्र	curves
पुरातत्व	archaeological
पुरातत्व	archaeology
वरुण	varuna
वरुण	neptune
आजाद	free
आजाद	azad
मेहता	mehta
कॉर्पोरेट	corporate
सांस	breath
आयाम	dimension
आयाम	amplitude
आयाम	dimensions
चन्द्रमा	moon
बेटियाँ	females
बेटियाँ	daughters
जादू	magic
कोच	coaches
कोच	coach
बंदी	prisoner
विष	poison
ऑक्सफोर्ड	oxford
वाद	litigation
वाद	ism
अजय	ajay
ऑडियो	audio
निधि	funds
निधि	fund
सुभाष	subhash
हरिद्वार	haridwar
पैसा	money
पैसा	paisa
लोहा	iron
स्मरण	reminder
स्मरण	reminders
सेतु	bridge
छिद्र	pores
फ़ोन	phone
फ़ोन	phones
अवकाश	holiday
अवकाश	vacation
अवकाश	leisure
अवकाश	holidays
बंगलौर	bangalore
अध्यक्षता	chairmanship
मुलाकात	appointments
मुलाकात	appointment
बुरा	evil
अफ़्रीकी	africa
अफ़्रीकी	african
ब्रेक	break
ब्रेक	breaks
ब्रेक	brake
एक्सचेंज	exchange
दक्षता	efficiency
पतली	skinny
पतली	thin
बच्चा	child
बच्चा	kid
बिन	bin
न्यूज़	news
जलप्रपात	waterfall
जलप्रपात	falls
समर्थ	able
टॉप	top
टॉप	tops
रावण	ravana
प्रिंस	prince
सशस्त्र	armed
अमृतसर	amritsar
टेलीफोन	telephone
सवार	rider
सवार	aboard
नारी	woman
हार्ड	hard
उर्फ	aka
वसंत	spring
बपतिस्मा	baptism
पान	betel
रचयिता	authors
रचयिता	author
यकृत	liver
मेन	main
मेन	men
मेन	maine
डेनमार्क	denmark
ऑपरेटिंग	operating
लाइब्रेरी	libraries
लाइब्रेरी	library
एलन	allen
एलन	alan
यॉर्क	york
जॉनी	johnny
जॉनी	jonny
प्राप्तकर्ता	recipient
प्राप्तकर्ता	recipients
मरम्मत	repair
मरम्मत	repairs
चक्रवर्ती	chakraborty
योद्धा	warrior
बचत	savings
ज़ी	zee
प्रदर्शनी	exhibit
प्रदर्शनी	exhibition
पोशाक	dress
पोशाक	dresses
अजमेर	ajmer
नैतिकता	ethics
नैतिकता	morals
नैतिकता	morality
झीलें	lakes
युक्ति	device
युक्ति	tip
युक्ति	devices
शोषण	exploitation
समाधि	samadhi
मशीनों	machinery
मशीनों	machines
सुन	hear
तुलसी	basil
भूमिगत	underground
पत्ते	leaves
मोटी	thick
मोटी	fat
अखबार	newspaper
स्टोन	stone
मल	feces
मल	mal
मकान	house
मकान	houses
एचआईवी	hiv
अटलांटिक	atlantic
क्षय	ebb
क्षय	decay
मजदूर	workers
मजदूर	labor
जोन्स	jones
अनुदान	grants
हार्डी	hardy
लेंस	lens
गतिशील	dynamic
अनुकरण	simulated
हट	hut
आक्रामक	aggressive
प्राथमिकता	priority
प्राथमिकता	prerogative
प्राथमिकता	preference
एंजिल्स	angeles
धाम	dham
जागरण	vigil
कटौती	deduction
कटौती	reduction
कटौती	cuts
देगा	preta
पोलैंड	poland
शाखाएँ	branches
शिलालेख	inscription
विल्सन	wilson
कॉल	call
कॉल	calls
सख्त	strict
त्योहार	festival
मंगोलिया	mongols
मंगोलिया	mongolia
मदन	madan
रेस्तरां	restaurants
रेस्तरां	restaurant
सोना	sona
सोना	gold
फार्म	farm
फार्म	form
आँख	eye
इंगित	pointing
जीवाश्म	fossil
लोकतांत्रिक	democratic
विद्यार्थियों	pupils
यूनिकोड	unicode
पढ़ें	read
खाद	manure
आश्चर्य	surprise
आश्चर्य	marvel
आश्चर्य	wonder
शेख	sheikh
रूपरेखा	profile
रूपरेखा	outline
प्रांतीय	provincial
कालीन	carpet
शब्दकोश	glossary
शब्दकोश	dictionaries
शब्दकोश	dictionary
सूचकांक	index
विधा	genre
प्रजा	subjects
नगरपालिका	municipality
नगरपालिका	municipal
सोचा	thought
गर्दन	neck
गिनती	count
गिनती	countdown
गिनती	counting
दोपहर	afternoon
चैंपियन	champion
यहा	here
ब्राह्मणों	brahmins
मुग़ल	mughal
डेल्टा	delta
बीटा	beta
म्यूज़िक	music
नवीनतम	latest
इतिहासकारों	historians
सन्देश	message
कैमरा	camera
कैमरा	cameras
बाध्य	bound
प्रचालन	operating
वायुयान	aircraft
वायुयान	airplane
सर्किट	circuit
विस्तारित	extended
विस्तारित	expanded
कोरियाई	korean
कोरियाई	korea
इंजीनियरी	engineering
कोटा	quotas
कोटा	quota
कोटा	kota
मलेरिया	malaria
फर्म	firm
लड़कियों	girls
आलू	potatoes
आलू	potato
उन्नीसवीं	nineteenth
भविष्यवाणी	predict
भविष्यवाणी	forecast
भविष्यवाणी	divination
भविष्यवाणी	prediction
रेटिंग	scaling
रेटिंग	rating
रेटिंग	ratings
उपहार	gifts
उपहार	gift
श्रंखला	serie
साझेदारी	collaborate
साझेदारी	collaboration
साझेदारी	partnership
साझेदारी	shared
शनिवार	saturdays
शनिवार	saturday
शनिवार	sat
दादा	dada
दादा	grandfather
बिट	bit
शर्त	condition
शर्त	bet
कोने	corner
हज़ार	thousand
दर्पण	mirror
प्रेमी	lover
प्रेमी	lovers
प्रेमी	boyfriend
एरिक	erick
सवाई	sawai
श्रमिक	labour
श्रमिक	labor
नमूना	sample
नमूना	specimen
दीक्षित	dixit
व्यापारियों	traders
व्यापारियों	merchants
स्पेक्ट्रम	spectrum
गाइड	guide
ड्राइवर	drivers
ड्राइवर	driver
दस्तावेज	docs
दस्तावेज	document
दस्तावेज	documents
आयतन	volume
आयतन	volumes
लुईस	lewis
लुईस	louise
हल्का	light
हल्का	lighten
हल्का	subtle
हल्का	lighter
हल्का	slight
जहाजों	ships
प्रबन्धन	management
वस्तुतः	literally
वस्तुतः	virtually
खगोलशास्त्र	astronomy
परेशान	upset
रिश्ते	relationships
रिश्ते	relationship
आईसीसी	icc
दण्ड	criminal
नाग	nag
नाग	snake
क्रान्ति	revolution
प्रश्नों	queries
ब्यूरो	bureau
राजेन्द्र	rajendra
निर्णायक	definitive
निर्णायक	crucial
निर्णायक	decisive
शीत	winter
विशेषज्ञों	experts
धूल	dust
क्षण	moments
क्षण	moment
सम्पादक	editors
उत्तराखंड	uttarakhand
पायलट	pilot
ब्राज़ील	brazil
समर्थित	backed
समर्थित	supported
