மற்றும்	та
மங்கோலிய	монгольська
ரோஜர்	роже
ரோஜர்	роджер
எடுத்தது	taken
எடுத்தது	взято
எடுத்தது	забрала
எடுத்தது	зроблено
சுண்ணாம்பு	lime
சிவில்	цивільно
சிவில்	цивільний
சிவில்	громадянська
சோசலிச	соціалістична
ஆலோசகர்	консультант
ஆலோசகர்	консультантом
ஆலோசகர்	радник
துடிப்பு	били
துடிப்பு	біт
துடிப்பு	побили
கட்டிகள்	кубики
கணக்கீடு	перелік
ஆஸ்டின்	остін
பேர்கன்	берген
அற்புதமான	чудовий
அற்புதமான	прекрасно
அற்புதமான	казковий
அற்புதமான	казково
அற்புதமான	вражає
அற்புதமான	вражаюче
அற்புதமான	дивовижно
அற்புதமான	amazing
அற்புதமான	неймовірний
சரித்திர	історична
சரித்திர	історичне
சரித்திர	історичні
பேரழிவு	катастрофа
திருட்டு	крадіжка
திருட்டு	крадіжки
வெயில்	сонячний
வெயில்	сонячно
சிறியது	малий
சிறியது	малі
சிறியது	маленькі
சிறியது	меншим
சிறியது	менша
சிறியது	менший
சிறியது	менше
சிறியது	менші
நாக்கு	язик
நாக்கு	язика
லாங்	ленг
லாங்	довгий
லாங்	хай
லாங்	лонг
லாங்	long
லாங்	довга
லாங்	довгі
பந்தய	перегони
பந்தய	гонки
பந்தய	racing
தாகம்	спрага
தாகம்	пити
குளங்கள்	басейни
தேசியம்	націоналізм
டைகர்	tiger
டைகர்	тигр
கீழ	внизу
கீழ	знизу
ஆர்வலர்	активіст
கூர்மையான	гострий
கூர்மையான	гострі
பனிக்கட்டி	лід
பெறுகிறார்	здобуває
பெறுகிறார்	отримує
பெறுகிறார்	отримання
பெறுகிறார்	отримання
பெறுகிறார்	розм
முறுக்கு	плювати
வில்லன்	villain
அடைக்கலம்	притулку
அடைக்கலம்	притулок
கராச்சி	карачі
ஒளிரும்	світиться
யாஹூ	yahoo
அழைக்கப்பட்டனர்	запрошує
அழைக்கப்பட்டனர்	запросив
அழைக்கப்பட்டனர்	запрошено
அழைக்கப்பட்டனர்	запрошують
அழைக்கப்பட்டனர்	запрошені
பீர்	вузол
பீர்	декларацій
பீர்	пиво
இயற்கையாகவே	природним
இயற்கையாகவே	природно
துளைகள்	гнізд
துளைகள்	гнізда
துளைகள்	шкарпетки
ஐஸ்	лід
படைத்து	створено
படைத்து	створені
படைத்து	створене
படைத்து	створена
தண்ணீரை	вода
தண்ணீரை	водні
தண்ணீரை	водяний
தண்ணீரை	водяне
நுட்பமான	ніжною
நுட்பமான	ніжні
நுட்பமான	тендітна
நேரங்கள்	таймс
நேரங்கள்	час
நேரங்கள்	часи
நேரங்கள்	times
மில்லர்	міллер
நாட்	нет
இயலாமை	інвалідність
தன்னார்வ	волонтер
தன்னார்வ	волонтера
சல்பேட்டு	сульфат
தரநிலைகள்	стандартів
தரநிலைகள்	стандартами
தரநிலைகள்	стандартам
தரநிலைகள்	стандарти
பந்தயம்	ставки
பந்தயம்	ставки
பந்தயம்	перегони
பந்தயம்	забіг
பந்தயம்	раса
பந்தயம்	веселої
பந்தயம்	заклад
பந்தயம்	парі
எதிர்கொள்ளும்	зіткнулися
எதிர்கொள்ளும்	суміжні
காப்பி	кава
மலம்	гімні
முரண்பாடுகள்	конфлікти
முரண்பாடுகள்	конфліктів
செயலில்	активна
செயலில்	активні
செயலில்	активне
செயலில்	активним
செயலில்	активний
கூட்டங்களில்	зібрань
ஒட்டுமொத்தமாக	загальна
ஒட்டுமொத்தமாக	загальний
ஓவர்	закінчилося
ஓவர்	над
ஓவர்	закінчено
ஓவர்	закінчилась
கனேடிய	канадська
கனேடிய	канадський
கனேடிய	canadian
விருந்தினர்	гостя
விருந்தினர்	гість
விருந்தினர்	guest
விருந்தினர்	гостем
விருந்தினர்	гості
பதினேழு	сімнадцять
ரோபோ	робот
சுற்றளவு	периметр
சுற்றளவு	радіус
வாத்து	качки
வாத்து	качка
தகுதிகள்	кваліфікації
தகுதிகள்	кваліфікацію
முடிவடைகிறது	завершується
முடிவடைகிறது	завершує
முடிவடைகிறது	закінчується
சலீம்	салім
காசுகள்	монет
காசுகள்	монети
இணைப்பில்	онлайн
இணைப்பில்	online
ஆடம்ஸ்	адамс
உண்மைகள்	факти
வாய்ப்புக்கள்	шансів
வாய்ப்புக்கள்	шанси
கீதா	гіта
பொறியாளர்கள்	інженери
ஸ்காட்லாந்து	шотландія
ஸ்காட்லாந்து	шотландії
பயிற்சியாளர்	тренажер
பயிற்சியாளர்	тренер
பயிற்சியாளர்	тренера
பயிற்சியாளர்	тренувальна
நரம்புத்	нервовий
மாடுகள்	корови
பட்டயம்	хартія
பட்டயம்	диплом
யூதர்	єврейський
யூதர்	єврейська
யூதர்	жиди
யூதர்	євреї
யூதர்	євреїв
ஆசிரமம்	ашрам
பஞ்சாங்கம்	накшатра
பஞ்சாங்கம்	альманах
தடுத்தல்	блокування
நருடோ	наруто
தீர்மானிக்கும்	приймаючи
மாரத்தான்	марафон
யோசனை	idea
யோசனை	ідея
யோசனை	ідею
திடமான	суцільна
திடமான	твердий
திடமான	суцільний
திடமான	суцільне
திடமான	розчин
திடமான	вирішення
பன்றிகள்	свині
சில்வர்	срібла
சில்வர்	срібло
சில்வர்	silver
சில்வர்	срібний
தேசியவாத	націоналістична
ஆவணப்படம்	документальний
ஃபிஃபா	fifa
ஃபிஃபா	фіфа
காபி	кава
டாக்கா	дакка
ஆர்வலர்கள்	активістів
ஆர்வலர்கள்	активісти
ஆர்வலர்கள்	розробленого
பதிவேற்றம்	вивантаження
புறப்படும்	відправлення
புறப்படும்	виліт
ஆத்மா	душу
ஆத்மா	душа
ஆத்மா	soul
ஆத்மா	душею
எதிர்காலம்	майбутнє
பூர்வீக	рідний
பூர்வீக	рідна
பார்சிலோனா	барселона
புழு	черви
புழு	хробак
புழு	черв
பொருத்தப்பட்ட	придатний
திடீரென்று	раптово
திடீரென்று	раптом
திடீரென்று	несподівано
திடீரென்று	зненацька
மீனவர்கள்	рибалка
இயற்றி	генератор
மங்கோலியா	монголії
செலுத்து	заплатити
செலுத்து	платять
செலுத்து	заплатить
காமிக்	comic
காமிக்	комікс
எழுபது	сімдесят
குற்றவாளிகள்	злочинці
குற்றவாளிகள்	злочинців
குற்றவாளிகள்	винен
குற்றவாளிகள்	винним
குற்றவாளிகள்	винний
குற்றவாளிகள்	грішники
பத்தி	стаття
பத்தி	абзац
முயல்	кролик
முயல்	кріль
முயல்	кролі
மாட்ரிட்	madrid
மாட்ரிட்	мадрид
பொம்மைகள்	ляльки
பொம்மைகள்	іграшки
பாண்டவர்கள்	пандави
பெருக்கி	підсилювач
வெறுப்பு	ненависть
வெறுப்பு	ненавиджу
வெறுப்பு	ненависть
வெறுப்பு	ненависті
இடமாற்றம்	трансфер
இடமாற்றம்	перенесення
இடமாற்றம்	заміна
இடமாற்றம்	замінник
நரம்புகள்	вени
நரம்புகள்	вена
நரம்புகள்	венах
நரம்புகள்	нерви
பராக்	бараку
பராக்	барак
படிவம்	форму
படிவம்	форма
வாசனை	ароматом
வாசனை	запах
வாசனை	запахи
வாசனை	запаху
வாசனை	парфуми
ஜோலி	джолі
உடைந்த	зламано
உடைந்த	broken
உடைந்த	розбите
உடைந்த	зламаний
போட்டியாளர்	гравця
போட்டியாளர்	програвач
போட்டியாளர்	гравець
பெட்ரோல்	бензиновий
பெட்ரோல்	бензин
மூட்டு	спільна
மூட்டு	спільне
மூட்டு	артрит
உங்களின்	твій
உங்களின்	твоя
உங்களின்	твої
உங்களின்	твоє
உங்களின்	ваша
உங்களின்	ваші
உபுண்டு	ubuntu
இருள்	темні
இருள்	темна
இருள்	темний
இருள்	темне
இருள்	темно
இருள்	темряву
இருள்	темрява
இருள்	темряви
கேன்	кейн
பிரதிபலிக்கும்	відбити
பிரதிபலிக்கும்	відображаються
மீத்தேன்	метан
கொல்லும்	вбиває
கொல்லும்	вбивство
கொல்லும்	припинення
கொல்லும்	вбивають
குப்பை	смітник
குப்பை	викинути
குப்பை	сміття
குப்பை	маячня
வயிற்று	живіт
வயிற்று	шлунок
வயிற்று	косий
கண்டுபிடிப்பாளர்	винахідник
ஐரோப்பியர்கள்	європейці
ஐரோப்பியர்கள்	європейців
ஜெர்சி	джерсі
பிங்க்	рожева
பிங்க்	рожевий
சுவர்களில்	стіни
சுவர்களில்	мури
காரை	ступка
காரை	розчин
ஆண்ட்ரூ	ендрю
பூஞ்சை	гриба
பல்கேரியா	болгарії
பல்கேரியா	болгарія
ஷேக்	шейх
ஷேக்	барак
தூண்டுதல்	стимулювання
தூண்டுதல்	стимуляції
தூண்டுதல்	впливає
மணிலா	маніла
நாயகம்	демократія
தாமதம்	затримка
தாமதம்	затримується
தாமதம்	затримано
நேற்று	вчора
நேற்று	учора
பாவனை	імітувати
பாவனை	імітує
பாவனை	моделювання
பாவனை	симуляція
கிரகாம்	грем
தயவு	please
தயவு	прошу
லாமா	лама
கமல்	камаль
அறுபது	шістдесят
பிரிவுகளும்	поділ
பாடநூல்	підручник
பாடநூல்	присвячена
பாடநூல்	посібник
மிர்சா	мірза
முகங்கள்	облич
முகங்கள்	обличчя
தயிர்	йогурт
தயிர்	курд
கற்பிக்கும்	вчить
கற்பிக்கும்	навчальні
கற்பிக்கும்	навчати
கற்பிக்கும்	викладати
ராமர்	рама
சுவரொட்டி	плакат
சுவரொட்டி	постер
சீரற்ற	випадкові
சீரற்ற	випадкове
சீரற்ற	випадковий
சீரற்ற	випадкова
சீரற்ற	випадкових
சீரற்ற	навмання
சைக்கிள்	велосипед
சைக்கிள்	велосипеда
சைக்கிள்	ровер
சரவாக்	саравак
விளக்கப்படம்	діаграма
விளக்கப்படம்	діаграми
புரிகிறது	попався
இம்பீரியல்	імператорський
இம்பீரியல்	імперський
இம்பீரியல்	imperial
திரிபு	штам
குறிப்பிடப்பட்டது	зазначені
குறிப்பிடப்பட்டது	вказано
குறிப்பிடப்பட்டது	вказана
குறிப்பிடப்பட்டது	зазначений
குறிப்பிடப்பட்டது	вказаний
பன்மை	множини
மணமகன்	жениха
மணமகன்	наречений
மணமகன்	нареченого
வருக	запрошуємо
நிலையானது	стандартний
நிலையானது	стандарт
நிலையானது	стандартна
நிலையானது	стандартне
திட்டமிடப்பட்டது	заплановану
திட்டமிடப்பட்டது	заплановані
திட்டமிடப்பட்டது	заплановано
திட்டமிடப்பட்டது	запланований
இறக்க	загине
இறக்க	die
இறக்க	померти
சமாதானம்	миру
சமாதானம்	мир
செயலிழப்பு	відключення
செயலிழப்பு	аварія
செயலிழப்பு	крах
செயலிழப்பு	crash
செயலிழப்பு	аварії
ஊட்டி	уті
கதாபாத்திரங்கள்	символів
கதாபாத்திரங்கள்	персонажі
கதாபாத்திரங்கள்	ієрогліфи
கதாபாத்திரங்கள்	літери
கதாபாத்திரங்கள்	символи
நின்றது	стоп
நின்றது	припинити
நின்றது	зупинки
நின்றது	зупинити
நின்றது	зупинка
நின்றது	зупинитись
பக்கத்தைப்	сторінку
பக்கத்தைப்	сторінка
பக்கத்தைப்	сторінки
பக்கத்தைப்	пейдж
காலக்கோடு	хронологія
காலக்கோடு	життєписі
காலக்கோடு	життєпис
காலக்கோடு	життєпису
காலக்கோடு	розклад
விஞ்ஞானி	вчений
விஞ்ஞானி	науковець
சாகா	saga
தோல்வியை	поразка
தோல்வியை	поразки
தூண்டல்	запитати
தூண்டல்	запитувати
தூண்டல்	натхнення
எதுவுமில்லை	nothing
எதுவுமில்லை	ніщо
எதுவுமில்லை	небуття
எதுவுமில்லை	нічого
எதுவுமில்லை	жодного
எதுவுமில்லை	відсутнє
எதுவுமில்லை	немає
எதுவுமில்லை	жодних
எதுவுமில்லை	відсутній
தவறுகள்	помилки
தவறுகள்	помилки
அனுபவங்கள்	обставинах
அனுபவங்கள்	враження
பத்திரங்கள்	переконатися
பத்திரங்கள்	забезпечити
பத்திரங்கள்	створюючи
ஹங்கேரி	угорщини
ஹங்கேரி	угорщині
ஹங்கேரி	угорщина
இலக்கங்கள்	цифр
இலக்கங்கள்	цифри
சவாரி	ride
சவாரி	проїзд
சவாரி	поїздка
பொறுப்புகள்	повноваження
பொறுப்புகள்	відповідальності
வாஸ்	ваз
பட்டதாரி	випускниця
பட்டதாரி	випускник
யமுனை	ямуна
வணங்கும்	поклоніння
வணங்கும்	служать
மாரி	марі
சித்திரவதை	тортури
சித்திரவதை	катування
நம்முடைய	наші
நம்முடைய	наше
நம்முடைய	наша
நம்முடைய	наші
நம்முடைய	наш
ஸ்டீல்	сталь
வாகனத்தில்	віддзеркалення
சேமிக்க	зберігати
சேமிக்க	магазин
பட்டேல்	пател
இறால்	креветки
இறால்	креветки
மகள்கள்	доньки
மகள்கள்	дочки
பாடிஸ்டா	баутіста
மாறுதல்	перемикання
கிரேக்கர்கள்	греки
கென்	кен
அரிப்பு	кортить
வசதிக்காக	зручності
எரிச்சல்	роздратований
எரிச்சல்	подразнення
சர்தார்	сардар
சத்தியம்	обіцяю
சத்தியம்	обіцянку
சத்தியம்	обіцяють
மினி	mini
மினி	міні
மதிப்புமிக்க	цінні
மதிப்புமிக்க	корисна
மதிப்புமிக்க	цінний
விசா	віза
விசா	візи
சர்ச்சைகள்	проблем
சர்ச்சைகள்	проблеми
சர்ச்சைகள்	спір
இரைச்சல்	шум
பணவீக்கம்	інфляція
விஷயங்கள்	things
விஷயங்கள்	речі
விஷயங்கள்	речей
முடிவுற்றது	зроблено
முடிவுற்றது	закінчили
முடிவுற்றது	виконано
முடிவுற்றது	готово
முடிவுற்றது	done
பயந்து	наляканий
பயந்து	злякався
பயந்து	переляканий
பயந்து	страшно
ஆயிரமாண்டு	тисячоліття
கிராஸ்	хрест
கிராஸ்	хрестик
கிராஸ்	крос
பாபி	боббі
மனைவியை	дружині
மனைவியை	дружина
கொத்து	дайджест
வைக்கப்பட்டுள்ள	зберегла
திறம்	ефективний
திறம்	ефективна
திறம்	ефективно
கின்னஸ்	гіннеса
எந்திரம்	machine
எந்திரம்	машина
எந்திரம்	автомат
தங்கியுள்ளது	різною
தங்கியுள்ளது	змінюється
மெதுவான	повільно
மெதுவான	повільні
மெதுவான	повільний
மெதுவான	повільніше
பர்மிய	бірманська
சாட்	чад
அறிமுகப்படுத்திய	представила
அறிமுகப்படுத்திய	познайомила
அறிமுகப்படுத்திய	представив
மடோனா	мадонна
திராட்சை	винограду
திராட்சை	виноград
திராட்சை	винограду
முத்தம்	поцілунок
முத்தம்	kiss
பேரணி	ралі
பேரணி	мітинг
கொடியை	прапором
கொடியை	прапорець
கொடியை	прапор
கொடியை	прапора
அறிவாற்றல்	дотепний
அறிவாற்றல்	пізнавально
இஸ்மாயில்	ісмаїл
டிரில்லியன்	мільярдів
டிரில்லியன்	мільярд
டிரில்லியன்	мільярди
டிரில்லியன்	млрд
டிரில்லியன்	трильйон
நிறுவப்பட்டுள்ளது	встановлені
நிறுவப்பட்டுள்ளது	встановлено
நிறுவப்பட்டுள்ளது	встановлений
பறக்க	fly
பறக்க	літати
பறக்க	муха
பறக்க	лети
பலன்கள்	переваги
பலன்கள்	вигоди
தனித்துவம்	унікальний
தனித்துவம்	унікальне
தனித்துவம்	унікальні
மார்வெல்	marvel
மாற்றுதல்	перетворення
மாற்றுதல்	конверсія
தன்மைகள்	сутності
தன்மைகள்	властивості
கடக்கும்	перехресті
முகமை	агенція
முகமை	агентство
வாக்கர்	вокер
எய்ட்ஸ்	снід
குடியிருப்புகள்	апартаменти
கழித்தல்	відняти
கழித்தல்	віднімання
பிரின்ஸ்	принц
பிரின்ஸ்	принца
பிரின்ஸ்	князь
ஒப்பு	макет
வருகிறான்	іду
வருகிறான்	наближається
வருகிறான்	coming
அசாதாரண	надзвичайні
அசாதாரண	надзвичайна
பட்	зад
தானியங்கு	автоматичні
தானியங்கு	автоматичний
தானியங்கு	авто
தானியங்கு	автоматично
தானியங்கு	автоматична
தானியங்கு	автоматичний
தானியங்கு	автоматичне
தானியங்கு	автоматичні
பிறவி	народження
குஞ்சுகள்	курочки
நெப்டியூன்	нептун
வெற்று	порожнім
வெற்று	порожнє
வெற்று	порожня
வெற்று	порожні
வெற்று	порожній
வெற்று	бланк
வெற்று	порожній
வட்டாரம்	графство
வட்டாரம்	повіт
வட்டாரம்	жупанія
சூரி	сурі
கலைக்களஞ்சியங்கள்	енциклопедія
ஆர்ட்	арт
ஆர்ட்	мистецтво
ஆர்ட்	художня
சுன்	чун
கீழ்நிலை	нижній
கீழ்நிலை	опустити
கீழ்நிலை	нижня
கீழ்நிலை	нижча
தேடு	шукати
தேடு	пошук
பணிக்காக	використовували
ஹாசன்	хассан
ஹெலன்	гелен
ஹெலன்	хелен
சணல்	мішок
விழி	прокинулися
விழி	прокинувся
ருமேனியா	роман
ருமேனியா	румунії
ருமேனியா	румунія
தைவான்	тайвань
அக்கா	діді
வடிவியல்	геометрія
ஹோஸ்ட்	вузол
ஹோஸ்ட்	ведуча
வெற்றியாளர்	переможець
வெற்றியாளர்	переможниці
ஈரமான	мокра
ஈரமான	мокрий
லிபியா	лівії
விஞ்ஞானம்	наука
விஞ்ஞானம்	науки
மடக்கை	логарифм
கூப்பர்	купер
வில்லெம்	віллем
வில்லெம்	вільгельм
கிறிஸ்துவ	християни
கிறிஸ்துவ	християнин
கிறிஸ்துவ	крістіан
கிறிஸ்துவ	християнський
கிறிஸ்துவ	християнська
ஏலம்	аукціон
ஏலம்	заявка
விவரிக்க	описати
சாம்பியன்ஸ்	чемпіони
பரவ	поширення
பரவ	розповсюдження
மொராக்கோ	марокко
கொடுமை	хворим
கொடுமை	хворі
கொடுமை	хвора
கொடுமை	хворий
கொடுமை	захворіла
கொடுமை	жахливо
கொடுமை	страшні
எம்மி	еммі
பாராளுமன்றம்	парламент
டக்	дуг
சேமிக்கும்	зберігається
சேமிக்கும்	заощадження
சேமிக்கும்	збереження
நடமாடும்	запас
நடமாடும்	резерв
நடமாடும்	плаваючий
நடமாடும்	пливуть
கட்டணங்கள்	звинувачення
கட்டணங்கள்	видатки
கட்டணங்கள்	сплати
கட்டணங்கள்	платежі
சாய்ஸ்	вибір
சாய்ஸ்	актуально
ஸ்டூடியோ	студія
ஸ்டூடியோ	студії
ஸ்டூடியோ	studio
ஸ்டூடியோ	студію
ஸ்டூடியோ	майстерні
ஸ்டூடியோ	денне
அலாஸ்கா	аляска
விற்பனையில்	продаж
சதுரங்கம்	шахівниця
சதுரங்கம்	шахи
எழுத்துருக்கள்	шрифти
குரலில்	голос
குரலில்	голосом
குரலில்	голосу
கிரகணம்	затемнення
பிளேயர்	гравця
பிளேயர்	програвач
பிளேயர்	гравець
துணுக்குகள்	частки
துணுக்குகள்	частинок
துணுக்குகள்	частинки
முன்னேற்றங்கள்	вдосконалення
முன்னேற்றங்கள்	покращення
கடற்கரைகள்	пляжі
அட்டவணைகள்	каталоги
அட்டவணைகள்	столи
அட்டவணைகள்	столики
அட்டவணைகள்	таблиці
அட்டவணைகள்	таблиць
அட்டவணைகள்	каталоги
கோரிக்கைகளை	запити
கோரிக்கைகளை	запитів
கோரிக்கைகளை	запит
சுவாச	дихальна
பொலிவியா	болівії
கிறித்தவர்	християни
கிறித்தவர்	християнин
கிறித்தவர்	крістіан
கிறித்தவர்	християнський
கிறித்தவர்	християнська
யாக்கோபு	якоб
யாக்கோபு	джейкоб
யாக்கோபு	яків
பரிந்துரைக்கப்படுகிறது	рекомендовано
பரிந்துரைக்கப்படுகிறது	рекомендовані
பரிந்துரைக்கப்படுகிறது	рекомендується
பரிந்துரைக்கப்படுகிறது	рекомендований
யுகம்	юґа
தீர்வை	тариф
சிலந்தி	павук
மார்க்ஸ்	маркс
மார்க்ஸ்	маркса
மார்க்ஸ்	позначає
தடிமன்	жирний
தடிமன்	жирним
உடல்நிலை	хворим
உடல்நிலை	хворі
உடல்நிலை	хвора
உடல்நிலை	хворий
உடல்நிலை	захворіла
குழம்பு	каррі
ஹாஜி	хаджі
க்காக	для
புரவன்	вузол
புரவன்	ведуча
சிறைச்சாலை	тюрма
சிறைச்சாலை	тюрми
ஞாயிற்றுக்கிழமை	неділі
ஞாயிற்றுக்கிழமை	неділях
ஞாயிற்றுக்கிழமை	щонеділі
ஞாயிற்றுக்கிழமை	неділя
மசோதா	білла
மசோதா	білл
மசோதா	фактура
மசோதா	біл
செவி	слуху
செவி	вухо
இனப்படுகொலை	геноцид
கத்தார்	катару
எழுதவும்	записати
எழுதவும்	напишіть
எழுதவும்	пишіть
எழுதவும்	виписати
எழுதவும்	написати
உயர்த்த	складати
உயர்த்த	підняти
தூண்டியது	змушували
ஊற்றி	відра
வாக்காளர்கள்	виборців
நேர்த்தியான	вишуканий
நேர்த்தியான	елегантний
நேர்த்தியான	елегантно
முகவர்	агент
புரி	пурі
அமோனியா	аміак
அய்யா	сер
அய்யா	пане
அல்பிரட்	альфред
உயரும்	rise
நிர்ணய	заклад
இரைப்பை	живіт
இரைப்பை	шлунок
கோபேன்	кобейн
பூட்டோ	бхутто
விசிறி	прихильник
விசிறி	фан
விசிறி	шанувальник
விசிறி	шанувальників
விசிறி	вентилятор
மூடப்பட்டது	закрита
மூடப்பட்டது	закрито
மூடப்பட்டது	закриті
மூடப்பட்டது	зачинено
ஈஸ்டர்	пасха
ஈஸ்டர்	великдень
உணர்வுகளை	почуття
வெளியேறு	залиште
வெளியேறு	leave
வெளியேறு	залишити
வெளியேறு	вихід
வெளியேறு	виходу
வெளியேறு	вийти
பிரேசிலிய	бразильська
போராடிய	билися
போராடிய	бився
போராடிய	воював
போராடிய	боролися
போராடிய	воювали
தக்காளி	помідор
தக்காளி	помідори
குடை	парасольку
கிரான்ட்	грант
கிரான்ட்	надати
தொப்புள்	пуп
துரிதமாக	швидко
துரிதமாக	швиденько
பழம்பெரும்	легендарні
பழம்பெரும்	легендарна
பழம்பெரும்	легендарного
பழம்பெரும்	легендарний
பதினோரு	одинадцять
வெடிகுண்டு	бомба
கட்டடக்கலை	архітектура
அளக்க	вимірювання
அளக்க	міру
அளக்க	міра
உதவியாளர்	помічники
உதவியாளர்	помічника
உதவியாளர்	помічник
உதவியாளர்	помічник
நீயே	себе
நீயே	власноруч
நீயே	собі
நீயே	собою
வல்லுனர்	експертні
வல்லுனர்	експерт
சுவாசம்	подих
நீங்களே	себе
நீங்களே	власноруч
நீங்களே	собі
நீங்களே	собою
வறட்சி	посухи
மக்களே	народ
மக்களே	людей
மக்களே	люди
சிறுபான்மையினர்	меншості
எமிலி	емілі
இருமல்	кашель
மேசை	стіл
மேசை	столик
மேசை	таблиця
மேசை	таблиці
மேசை	стільниці
லூதர்	лютер
கருங்கல்	граніт
ஆதரவான	підтримувати
கூட்டுத்தொகை	впорядкувати
கூட்டுத்தொகை	сортування
கூட்டுத்தொகை	сортувати
கம்பளி	шерсть
கம்பளி	вовна
நிர்வகித்தல்	керування
காரணத்தை	причина
காரணத்தை	привід
வூ	ву
மார்க்சியம்	марксизм
டென்	ден
கூ	ку
சொற்பொழிவு	лекції
சொற்பொழிவு	лекція
சொற்பொழிவு	мовлення
சொற்பொழிவு	промову
சொற்பொழிவு	імплантатів
எளிது	легка
எளிது	легкі
எளிது	легко
எளிது	легке
மோசே	мойсей
வாய்ப்புகளை	шансів
வாய்ப்புகளை	шанси
வளையங்கள்	петлю
வளையங்கள்	кільця
வளையங்கள்	обручки
பொடி	сухе
பொடி	порошку
பொடி	опіків
தாரை	реактивний
போர்னியோ	borneo
ஸ்டார்க்	старк
ஸ்டார்க்	старка
நரி	фокс
நரி	лисиця
ஜானி	яні
ஜானி	джоні
ஜானி	джонні
பாட்	пет
பாட்	пат
தூங்கும்	забуте
தூங்கும்	спить
கண்ணாடிகள்	балістичні
கண்ணாடிகள்	окуляри
சிங்கை	сінґх
பிரிக்கிறது	відділяє
பிரிக்கிறது	відрізняє
மகாராணி	цариці
மகாராணி	королева
மகாராணி	queen
மகாராணி	краля
மகாராணி	цариця
யேல்	єль
லாவோஸ்	лаосу
மால்	алея
மால்	mal
மால்கம்	малкольм
நார்	fibre
நார்	волокна
புதிர்	mystery
புதிர்	таємниця
புதிர்	загадка
புதிர்	таїнства
புதிர்	головоломка
பிராந்தியம்	ділянку
பிராந்தியம்	регіон
சந்திரா	чандра
ரகசியம்	таємний
ரகசியம்	секретний
ரகசியம்	таємна
ரகசியம்	таємниця
ரகசியம்	таємно
ரகசியம்	секретність
ரகசியம்	таємниця
பசுமையான	evergreen
பெர்னார்ட்	бернард
பெர்னார்ட்	бернар
மேகம்	хмара
கெல்வின்	келвін
பேக்கர்	бейкер
பேக்கர்	пекар
அபராதம்	перехресті
வைணவம்	вайшнавізм
அளவியல்	виміри
இல்ல	дім
இல்ல	домівка
இல்ல	домашній
இல்ல	додому
சம்பா	samba
கோவிந்த	говінда
மன்ஹாட்டன்	манхеттен
றோயல்	королівська
றோயல்	royal
றோயல்	королівський
றோயல்	королівське
றோயல்	рояль
நைட்ரேட்டு	нітрат
நபியின்	пророк
லிசா	ліза
கோன்	гон
கோன்	кон
சைகை	сигнал
சைகை	жест
தாழ்வு	низький
தாழ்வு	низька
தாழ்வு	low
தாழ்வு	меншовартості
பிரபஞ்ச	космічні
மொரிசியசு	маврикію
மொழிபெயர்ப்பாளர்	перекладач
விற்கப்பட்டது	продано
ஹில்டன்	hilton
சீசியம்	цезій
உடலுறவு	стать
உடலுறவு	секс
உடலுறவு	sex
நேர்மையான	щиро
நேர்மையான	щира
நேர்மையான	відвертий
நேர்மையான	чесне
நேர்மையான	чесна
நேர்மையான	чесний
நேர்மையான	щире
தோற்றார்	хижаків
தோற்றார்	хижаки
சீன்	шон
பன்னிரெண்டு	дванадцять
நவராத்திரி	наваратрі
மோடி	моді
முறையீடு	заклик
முறையீடு	апеляцію
முறையீடு	звернення
அதிகாரமும்	авторитет
அதிகாரமும்	правом
பெட்ரோலியம்	нафтовий
பெட்ரோலியம்	нафту
பெட்ரோலியம்	нафта
நெஞ்சு	груди
பிணையம்	мережа
பிணையம்	network
பிணையம்	мережі
பிணையம்	мережеві
மாமன்	дядько
மாமன்	дядечко
மாமன்	дядя
போட	додаю
போட	ставимо
போட	класти
போட	поставити
சிதைந்த	пошкоджено
சிதைந்த	пошкоджений
அன்வர்	анвар
ஏப்	apr
நுண்கணிதம்	числення
வரையறுக்க	вказати
வரையறுக்க	визначати
வரையறுக்க	визначити
மாநாட்டு	конференція
மாநாட்டு	конференції
சேவல்	член
சேவல்	півень
யூன்	юн
லின்	лінн
லின்	лінь
தன்னிச்சையான	спонтанно
எறும்பு	мурашка
எறும்பு	мурашки
எறும்பு	мурахи
அல்லாஹ்	божі
அல்லாஹ்	боже
அல்லாஹ்	бога
அல்லாஹ்	бог
அல்லாஹ்	богу
அல்லாஹ்	аллах
ஒப்லாஸ்து	область
ஜேசன்	джейсон
ஜேசன்	ясон
செபம்	літургія
திருப்தி	задовольнити
திருப்தி	задоволені
திருப்தி	задоволена
திருப்தி	задоволений
கன்	gan
பாம்	бам
பாம்	palm
பட்டறைகள்	семінари
இறங்கும்	посадка
இறங்கும்	посадку
இணக்கம்	стандарту
நிரந்தரமான	вічне
வருகிறேன்	поки
வருகிறேன்	бувай
மரணத்தை	death
மரணத்தை	смерть
மரணத்தை	смерті
காசா	каса
காசா	гази
காசா	газа
பயிற்சியை	тренування
பயிற்சியை	тренінг
பயிற்சியை	тренінги
மாயை	марення
மாயை	ілюзії
மாயை	вигадка
மாயை	ілюзія
விற்பனையாளர்கள்	селлерс
அமைப்பாளர்	організатор
அமைப்பாளர்	організатора
அமைப்பாளர்	композитор
அமைப்பாளர்	редактор
கண்களை	очі
கண்களை	очей
கண்களை	очам
செர்பியா	сербія
செர்பியா	сербії
வேண்டுதல்	запит
ஓய்வுபெற்ற	закріплені
ஓய்வுபெற்ற	звільнився
