terry	terry
armat	armados
armat	armadas
armat	armado
armat	reforçados
armat	reforçado
armat	reforçada
armat	reforçadas
mongolii	mongóis
sodiu	sódio
prenume	apelidos
prenume	apelido
prenume	sobrenome
tentativa	tentada
tentativa	tentativa
tentativa	tentada
tentativa	tentativa
prinde	catch
prinde	apanha
prinde	apanhar
prinde	capturas
prinde	captura
valdemar	valdemar
lut	clay
lut	argila
lut	barro
istria	ístria
filolog	filólogo
judecat	julgada
judecat	julgado
judecat	julgou
judecat	julgados
dieter	dieter
raspandire	espalhando
raspandire	espalhar
raspandire	espalhe
raspandire	propagação
raspandire	espalhar
patricia	patrícia
patricia	patricia
liberty	liberdade
liberty	liberty
esenta	essência
esenta	essência
cetatenia	nacionalidade
cetatenia	cidadania
usd	usd
nice	boa
nice	belo
nice	bom
nice	legal
nice	nice
beatrice	beatriz
atasat	anexada
atasat	anexados
atasat	anexa
atasat	anexado
atasat	anexada
atasat	anexados
atasat	anexa
atasat	anexado
spada	sword
spada	espada
bolivia	bolívia
ciuperci	cogumelos
ciuperci	fungo
ciuperci	fungos
ciuperci	cogumelos
ciuperci	cogumelo
maryland	maryland
criteriul	critério
colaboreaza	colaborar
colaboreaza	colabore
colaboreaza	colabora
goga	goga
performante	performance
performante	atuação
performante	desempenho
pakistan	paquistão
optica	óptica
optica	óptico
optica	ópticos
optica	ótica
optica	óptica
optica	ótica
optica	óptica
optica	ótica
profesoara	professora
profesoara	professor
nad	nad
éditions	éditions
anolis	anolis
solide	sólidos
solide	sólido
solide	sólida
solide	sólidos
artificiala	artificiais
artificiala	artificial
artificiala	artificiais
artificiala	artificial
banks	banks
banks	bancos
instructiuni	instruções
instructiuni	instruções
aluminiu	alumínio
aluminiu	alumínio
generali	generais
adige	adige
ziarist	jornalista
generic	genéricos
generic	genérica
generic	genéricas
generic	genérico
turismul	turismo
ajax	ajax
flacara	chama
flacara	chamas
flacara	chama
flacara	chamas
flacara	chama
flacara	chamas
grupari	grupos
grupari	agrupamentos
marion	marion
efectua	realizar
dinti	dentes
dinti	dente
liège	liège
evidenta	óbvia
evidenta	obvio
evidenta	óbvio
evidenta	óbvia
evidenta	obvio
evidenta	óbvio
distinctia	distinção
nod	nó
nod	nódulo
nod	nó
glasgow	glasgow
geniu	gênio
geniu	genialidade
geniu	genial
geniu	génio
broadway	broadway
intreprinderea	empreendimento
intreprinderea	empresa
intreprinderea	enterprise
toledo	toledo
autorilor	autores
abdul	abdul
cavaleria	cavalaria
brand	brand
brand	marca
burgas	burgas
coltul	canto
coltul	cantinho
coltul	cantos
coltul	recanto
coltul	esquina
cuplu	casal
cuplu	torque
cuplu	binário
evanghelia	evangelho
evanghelia	gospel
informativ	informativo
informativ	informativa
marturie	testemunhos
marturie	testemunho
marturie	testemunhos
marturie	testemunho
emmanuel	emanuel
emmanuel	emmanuel
alpii	alpes
caracteristic	característicos
caracteristic	característica
caracteristic	característico
concursuri	concursos
concursuri	competições
concursuri	concursos
concursuri	competições
conditie	condição
conditie	estado
dobandit	adquirida
dobandit	adquiridos
dobandit	adquiridas
dobandit	adquirido
onorific	honorário
onorific	honorários
combinat	combinada
combinat	combinadas
combinat	combinado
combinat	combinados
grey	cinzenta
grey	cinzento
grey	cinza
grey	grey
grey	cinzentos
cartiere	bairros
cartiere	vizinhanças
cartiere	bairros
cartiere	bairros
cartiere	distritos
stand	stand
stand	sentando
stand	sentado
stand	sentada
stand	sentados
sanse	chances
sanse	hipóteses
sanse	chance
sanse	oportunidade
sanse	chances
sanse	hipóteses
sanse	chance
sanse	oportunidade
sanse	chances
sanse	probabilidades
guvernele	governos
confederatia	confederação
confederatia	confederados
confederatia	confederação
ward	ward
localnicilor	locais
localnicilor	moradores
organisme	organismos
organisme	corpos
organisme	órgãos
consul	cônsul
deciziile	decisões
nevada	nevada
iarba	capim
iarba	grama
iarba	erva
iarba	relva
iarba	maconha
iarba	erva
iarba	capim
iarba	grama
iarba	erva
iarba	relva
iarba	maconha
iarba	erva
completat	completou
completat	concluída
completat	concluído
completat	concluídas
completat	concluídos
comitet	comitê
comitet	comite
comitet	comissão
comitet	comité
capabila	capaz
capabila	capazes
capabila	capaz
capabila	capazes
masiva	enorme
masiva	maciço
masiva	massivo
masiva	maciça
masiva	massive
saga	saga
natalia	natália
natalia	natalya
natalia	natalia
natalia	natália
anexate	anexada
anexate	anexado
celtic	celta
celtic	celtic
celtic	celtas
arestarea	prendendo
arestarea	prender
arestarea	prisão
arestarea	detenção
hart	hart
vanzarea	venda
bella	bella
daily	diariamente
daily	diários
daily	diário
daily	diária
rit	rito
sectie	esquadra
chitarist	guitarrista
sociologie	sociologia
variabila	variável
variabila	variáveis
variabila	variável
variabila	variáveis
antrenat	treinou
antrenat	treinada
antrenat	treinado
antrenat	treinados
divine	divino
divine	divina
grecesc	grega
grecesc	grécia
grecesc	gregos
grecesc	grego
sabia	sword
sabia	espada
proiectarea	concepção
proiectarea	desenho
proiectarea	design
existent	existindo
existent	existente
existent	existentes
instalarea	montagem
instalarea	instalação
instalarea	instalando
afectata	afetado
afectata	afetadas
afectata	afectados
afectata	afetada
afectata	afectado
afectata	afetados
afectata	afetado
afectata	afetadas
afectata	afectados
afectata	afetada
afectata	afectado
afectata	afetados
franci	francos
franci	franks
franci	francos
tropicale	tropical
eine	eine
kane	kane
cheltuielile	despesa
cheltuielile	despesas
cheltuielile	gastos
cheltuielile	despesas
costurile	custos
costurile	despesas
tehnologic	tecnológico
tehnologic	tecnológica
semnate	assinado
semnate	assinados
semnate	assinou
semnate	assinada
vai	vales
opereaza	operar
dallas	dallas
opune	opor
retezat	cortada
atingand	tocando
geometrie	geometria
notele	graus
calde	quentes
calde	quente
calde	morno
clienti	clientes
clienti	clientes
clienti	clientes
calul	cavalos
calul	cavalo
abuz	abuso
abuz	abusos
unghi	angle
unghi	ângulo
piacenza	piacenza
madagascar	madagáscar
madagascar	madagascar
relativa	parente
relativa	relativa
relativa	relativo
interventii	intervenções
interventii	intervenções
examenul	exame
permitand	permitindo
operatie	funcionamento
operatie	operação
operatie	cirurgia
voivodina	voivodina
peisajul	paisagens
peisajul	paisagem
copaci	árvores
copaci	arvores
urs	ursinho
urs	bear
urs	urso
nina	nina
stalpi	pilares
divortat	divorciada
divortat	divorciados
divortat	divorciado
divortat	divorciada
divortat	divorciados
divortat	divorciado
stratul	camada
plantele	plantas
plantele	usinas
orientala	orientais
orientala	oriental
rick	rick
politist	cop
politist	policia
politist	policial
politist	cop
politist	policia
politist	policial
jeremy	jeremy
locuitor	residente
locuitor	residentes
locuitor	morador
locuitor	habitante
ueda	ueda
cafea	cafezinho
cafea	café
profesional	professional
profesional	profissionais
profesional	profissional
profesional	profissionalmente
aziz	aziz
weber	weber
guvernarea	governação
guvernarea	governança
ascensiunea	ascensão
ofiterii	oficiais
straturi	camadas
ferma	fazenda
ferma	quintas
ferma	quinta
ferma	fazenda
ferma	quintas
ferma	quinta
teoretice	teórica
teoretice	teórico
teoretice	teóricos
teoretice	teóricas
urmate	seguido
urmate	seguida
urmate	seguiu
urmate	seguidos
urmate	seguiram
nacional	nacional
munchen	munique
ivanovici	ivanovich
urmarirea	rastreamento
urmarirea	seguimento
urmarirea	acompanhamento
groza	groza
echipaj	crew
echipaj	tripulação
rachel	raquel
rachel	rachel
vecini	vizinhos
vecini	vizinhos
patron	patrono
patron	padroeiro
dosarul	pasta
click	clica
click	click
click	clique
iris	iris
iris	íris
rama	moldura
rama	frame
rama	armação
rama	rama
rama	moldura
rama	frame
rama	armação
afganistan	afeganistão
interzise	proibida
interzise	proibidos
interzise	proibidas
interzise	proibido
interzise	proibida
interzise	proibidos
interzise	proibidas
interzise	proibido
miles	miles
miles	quilómetros
miles	milhas
sfinte	santo
tolstoi	tolstoy
impactul	impact
impactul	impacte
impactul	impacto
impactul	impactos
impactul	alcance
impactul	alcança
impactul	reach
impactul	alcançar
trentino	trentino
ouest	ouest
abilitatea	habilidade
abilitatea	capacidade
tango	tango
designer	desenhador
designer	designer
designer	desenhista
designer	estilista
southern	sulistas
southern	sulista
southern	sul
southern	southern
southern	meridional
cultivarea	cultivo
cultivarea	cultivar
politicieni	políticos
politicieni	politicos
blagoevgrad	blagoevgrad
demografice	demografia
demografice	demográfica
demografice	demográfico
demografice	demográficas
inlocui	substituir
inlocui	substitui
inlocui	substitua
inlocui	substituição
botezat	batizado
botezat	batizada
botezat	batizado
botezat	batizada
botezat	baptizado
botezat	batizado
teoriile	teorias
adeseori	freqüentemente
adeseori	frequentemente
living	vivos
living	living
living	vivendo
living	viver
orientarea	orientação
metz	metz
stefano	stefano
modificate	modificada
modificate	alterado
modificate	modificados
modificate	modificado
difuzate	disseminada
difuzate	divulgados
candidati	candidatas
candidati	candidatos
candidati	candidatas
candidati	candidatos
remarcabila	notável
remarcabila	notáveis
remarcabila	notável
remarcabila	notáveis
incetarea	cessação
incetarea	terminação
incetarea	cessação
incetarea	rescisão
variantele	variantes
vorbim	conversar
vorbim	fala
vorbim	falar
vorbim	fale
vorbim	conversa
intarit	reforçados
intarit	fortalecido
intarit	reforçado
intarit	reforçada
intarit	reforçadas
intarit	reforçados
intarit	reforçado
intarit	reforçada
intarit	reforçadas
experimente	experiências
experimente	experimentos
experimente	experimentação
divizata	divididas
divizata	dividida
divizata	dividido
divizata	divididos
divizata	divido
princeton	princeton
presedintia	presidência
navigatie	navegação
navigatie	navegação
navigatie	navegar
navigatie	vela
bratul	braço
bratul	arm
bratul	armar
aurul	ouro
aurul	gold
aurul	dourado
litera	letra
litera	carta
participant	participante
australiei	austrália
australiei	montar
violent	violento
violent	violentas
violent	violentos
violent	violenta
joyce	joyce
delle	delle
regiunilor	regiões
avantaj	vantagem
acceptate	aceitos
acceptate	aceites
acceptate	aceitado
acceptate	aceite
acceptate	aceita
acceptate	aceito
genetica	genética
genetica	genético
genetica	genéticos
genetica	genética
genetica	genética
brunswick	brunswick
