салон	சலூன்
метр	மீட்டர்
метр	மீட்டர்
потоки	ஸ்ட்ரீம்கள்
запасных	உதிரி
пирс	துளைத்து
пирс	பியர்ஸ்
песок	மணல்
песок	மண்
томаш	தோமசு
непала	நேபாளம்
непала	நேபால்
непала	நேபாளம்
непала	நேபாள
коэн	கோஹன்
челси	செல்சியா
тире	dash
кармен	கார்மென்
аравия	அரேபியா
наставник	ஆசான்
больной	கொடுமை
больной	பிணி
больной	உடம்பு
больной	உடல்நிலை
британцы	britons
британцы	பிரிட்டிஷ்
пародия	பகடி
приглашен	அழைக்கப்பட்டார்கள்
приглашен	அழைக்கப்பட்டது
приглашен	அழைக்கப்பட்டார்
приглашен	அழைக்கப்பட்டனர்
развод	விவாகரத்து
крупнее	பெரியது
спенсер	ஸ்பென்சர்
мадагаскара	மடகாஸ்கர்
ливия	லிபியா
круги	வட்டங்கள்
круги	சுற்றுக்கள்
кнопку	பொத்தான்
кнопку	பட்டன்
юбилей	ஆண்டுவிழா
маша	மரியே
маша	மேரி
маша	மரியா
сертификат	சான்றிதழ்கள்
сертификат	சான்றிதழ்
потомство	சந்ததி
справиться	கைப்பிடி
справиться	கையாள
справиться	கோப்
узкие	குறுகலான
светлый	பிரகாசமான
светлый	பிரகாசமாக
естественные	இயற்கை
нигерия	நைஜீரியா
божество	கடவுள்
разбился	இடித்து
навыков	திறமைகள்
навыков	திறன்கள்
мартен	மார்டின்
мартен	மார்ட்டின்
панама	பனாமா
камео	கௌரவ
стандартная	வழக்கமானது
стандартная	நிலையானது
стандартная	நிலையான
вега	வேகா
приобретение	கையகப்படுத்துதல்
силва	சில்வா
способный	மீதும்
диагноз	கண்டறியப்பட்டது
упражнения	பயிற்சிகள்
упражнения	உடற்பயிற்சி
целую	முத்தங்கள்
препятствий	தடைகள்
папуа	பப்புவா
антенны	antennae
лестницы	ஏணிகள்
лестницы	படிக்கட்டு
исключено	சேர்க்கப்படாத
вин	வின்
вин	vin
ваз	வாஸ்
плазмы	பிளாஸ்மா
менеджмент	மேலாண்மை
менеджмент	நிர்வாகம்
бок	bok
израильских	இஸ்ரேலிய
изнутри	உள்ளே
целостности	சீர்மை
бора	போரா
бора	போரான்
сага	சாகா
оборонительные	தற்காப்பு
гармонии	நல்லிணக்கம்
саксофон	சாக்ஸ்
форумы	அவ்வமைப்பு
форумы	மன்றங்கள்
кость	எலும்பு
корону	கிரீடம்
жуки	பிழைகள்
жуки	beetles
натан	நாதன்
холодный	குளிரில்
холодный	சளி
холодный	ஜலதோஷம்
холодный	குளிர்
важны	முக்கியமான
важны	முக்கியமானது
важны	முக்கியம்
важны	முக்கிய
протяженность	நீளம்
муса	மூஸா
изменена	திருத்தப்பட்டது
изменена	மாற்றப்பட்டது
изменена	மாற்றப்பட்ட
переписка	correspondence
переписка	உரையாடல்
серьезно	தீவிர
серьезно	சீரியஸ்
серьезно	தீவிரமாக
мина	மீனா
мероприятие	நிகழ்வைப்
мероприятие	நிகழ்வு
мероприятие	நிகழ்வில்
мероприятие	நிகழ்வை
док	ஆவணம்
док	டாக்
упала	விழுந்தது
янь	யான்
прогноз	கணிப்பு
прогноз	முன்னறிவிப்பு
конкакаф	concacaf
канаду	கனடா
соблюдение	இணக்கம்
железо	இரும்பு
возникнуть	எழுந்தருளும்
наташа	நடாஷா
иордании	ஜோர்டான்
пустые	காலி
пустые	காலியான
пустые	வெற்று
ангелы	தேவதைகள்
ангелы	மலக்குகள்
кривая	வளைவு
мечты	கனவுகள்
мечты	கனவுகளும்
мечты	கனவுகளை
фермы	பண்ண
фермы	பண்ணை
защищена	பாதுகாக்கப்பட்ட
экземпляры	பிரதிகள்
фашистской	பாசிச
белл	பெல்
белл	மணி
ребенка	குழந்தை
сарагоса	zaragoza
беда	தொல்லை
беда	பிரச்சனை
склады	கிடங்குகள்
индийская	இந்தியர்
индийская	இந்தியன்
индийская	இந்திய
саудовская	சவூதி
саудовская	சவுதி
оттенок	சாயல்
оттенок	நிழலில்
оттенок	நிழலும்
оттенок	நிழல்
оттенок	சாயல்
эшли	ஆஷ்லே
йемена	ஏமன்
фантастика	அட்டகாசம்
фантастика	அருமை
мальты	மால்டா
поттер	பாட்டர்
жду	காத்துக்
жду	காத்திருக்கிறோம்
жду	காத்திருத்தல்
жду	காத்திருக்கிறேன்
жду	காத்திருக்கிறது
движется	நகர்வுகள்
фотоаппарат	காமிரா
фотоаппарат	கேமரா
линн	லின்
линн	லின்
посетили	தெரிவித்துக்
фасо	ஃபாசோ
слуга	வேலைக்காரன்
шутка	ஜோக்
смешно	வேடிக்கை
смешно	வேடிக்கையானது
смешно	வேடிக்கையான
смешно	அபத்தமானது
отправлено	அனுப்பிய
отправлено	அனுப்பி
отправлено	அனுப்பப்பட்டது
отправлено	அனுப்பியது
пережил	பிழைத்து
злой	கோபம்
злой	கோபமாக
злой	தீய
злой	தீமைகள்
злой	தீங்கு
злой	பொல்லாத
сражались	போராடினார்
сражались	போராடிய
робер	ராபர்ட்
робер	இராபர்ட்
дуги	ஆர்க்
африканского	ஆப்பிரிக்க
знакомства	டேட்டிங்
шерсти	கம்பளி
митчелл	மிட்செல்
патроны	தோட்டாக்கள்
ньютон	நியூட்டன்
исландия	ஐஸ்லாந்து
бенджамин	பெஞ்சமின்
ринг	வளையம்
ринг	மோதிரம்
сердечно	இதமாக
салливан	சல்லிவன்
тропический	வெப்பமண்டல
пыли	தூசி
кайл	கைல்
принятый	தத்தெடுத்து
проповеди	போதனைகளை
проповеди	பிரசங்கம்
переселения	resettlement
конференциях	மாநாடுகள்
инвестиции	முதலீடு
инвестиции	முதலீடுகள்
губы	உதடு
губы	உதடுகள்
перемещение	displacement
перемещение	நகரும்
туман	மூடுபனி
туман	பனி
брэ	bdt
харрисон	ஹாரிசன்
анонимный	அறியப்படாத
сравнивать	ஒப்பிட்டு
радости	ஆனந்தம்
аббас	அப்பாஸ்
посетить	விஜயம்
посетить	வருகை
посетить	பார்க்கவும்
используйте	பயன்படுத்து
боба	பாப்
град	ஆலங்கட்டி
просвещение	கல்வி
холст	கேன்வாஸ்
равные	சமமான
равные	சம
равные	சமமாக
минимальный	குறைந்தபட்சம்
минимальный	குறைந்தபட்ச
лестер	leicester
лестер	லெஸ்டர்
внешность	தோற்றம்
пожертвования	நன்கொடை
пожертвования	நன்கொடைகளை
пожертвования	நன்கொடைகள்
поднят	வளர்த்தது
понравилось	விரும்பியது
понравилось	விரும்பப்பட்டது
понравилось	விரும்பினார்
вращение	ஈர்ப்பை
вращение	சுழற்சி
вращение	சுற்று
вращение	சுழற்று
вращение	சுழல்
левин	லெவின்
вич	hiv
липецк	lipetsk
лестница	ஏணி
лестница	படிக்கட்டு
обещание	சத்தியம்
обещание	வாக்குறுதி
корейский	கொரிய
корейский	கொரியன்
читатели	வாசகர்கள்
читатели	வாசகர்
контекст	சூழல்
контекст	சந்தர்ப்பம்
обещает	சத்தியங்கள்
деталь	விவரம்
помогла	உதவியது
жалобы	புகார்கள்
импульс	பல்ஸ்
оккупация	ஆக்கிரமிப்பு
феникс	பீனிக்ஸ்
слабые	பலவீனமான
бросить	திணிப்பு
бросить	தூக்கி
гуру	குரு
просьбы	கோரிக்கைகள்
просьбы	வேண்டுகோள்கள்
просьбы	கோரிக்கைகளை
польза	பலன்கள்
польза	நன்மைகள்
обсуждаем	விவாதித்து
мусульманских	முஸ்லிம்
мусульманских	முஸ்லீம்
моррис	மோரிஸ்
демонстрация	டெமோ
демонстрация	demonstrating
демонстрация	ஆர்ப்பாட்டம்
роуд	சாலை
роуд	ரோடு
гость	விருந்தினர்
гость	விருந்தாளி
гость	விருந்தினராக
уверенность	தன்னம்பிக்கை
уверенность	தன்னம்பிக்கையை
уверенность	தன்னம்பிக்கை
уверенность	நம்பிக்கை
внучка	பேத்தி
патологии	நோயியல்
австралийская	ஆஸ்திரேலிய
тысяча	ஆயிரம்
колонизации	குடியேற்றவாத
сбежать	எஸ்கேப்
захватчиков	ஆக்கிரமிப்பாளர்கள்
сокровища	புதையல்
сокровища	பொக்கிஷம்
минералов	கனிமங்கள்
минералов	தாதுக்கள்
малайзия	மலேசியா
малайзия	மலேஷியா
газы	வாயுக்கள்
газы	காசா
динамики	இயக்கவியல்
берн	bern
тяжелые	கனமான
тяжелые	கனரக
тяжелые	கனமாக
тяжелые	கடும்
акула	சுறா
рут	ரூத்
рут	வேர்
отображается	காட்டப்பட்ட
отображается	காண்பிக்கிறது
юридически	சட்டபூர்வமாக
мгновенно	உடனடியாக
умереть	இறந்து
умереть	இறக்க
умереть	செத்து
умереть	எழும்
поездка	சவாரி
поездка	பயணம்
дискриминации	பாகுபாடு
четвертый	நான்காம்
четвертый	நான்காவது
конференцию	மாநாடு
конференцию	மாநாட்டு
конференцию	கருத்தரங்கு
дамы	பெண்களே
дамы	பெண்டிர்
джессика	ஜெசிகா
джессика	ஜெசிக்கா
стальной	ஸ்டீல்
стальной	எஃகு
рабство	அடிமைத்தனம்
представителям	பிரதிநிதிகள்
физическое	பூத
предшественника	predecessor
