から	از
ウェディング	ازدواج
救急車	آمبولانس
神保	جیمبو
花弁	گلبرگ
セグメント	قطعه
セグメント	قطعه
ノエル	نوئل
ノエル	نول
ナタリー	ناتالی
カーティス	کورتیس
セブ	سبو
スプリンター	اسپرینتر
スプリンター	اسپلینتر
ドミニク	دومینیک
ビルバオ	بیلبائو
原子核	هسته
ペルソナ	پرسونا
リセット	بازنشانی
リセット	بازنشانی
スプレー	پاشیدن
スプレー	اسپری
ガリレオ	گالیله
ポテンシャル	بالقوه
ポテンシャル	پتانسیل
生化学	بیوشیمی
スピーチ	سخنرانی
スピーチ	گفتار
シング	سینگ
デュッセルドルフ	دوسلدورف
タスク	تکالیف
タスク	تکلیف
ジュピター	مشتری
ジュピター	ژوپیتر
キャプション	عنوان
プレイオフ	حذفی
ユヴェントス	یوونتوس
ユヴェントス	juventus
物品	کالاهای
物品	کالا
物品	اجناس
物品	کالاها
サイレン	آژیر
直哉	ناویا
ルーレット	رولت
小人	کوتوله
小人	دورف
リビング	living
リビング	وزندگی
リビング	زندگی
チャド	چاد
チャド	چد
バイオリン	ویولون
バイオリン	ویلن
バイオリン	ویولن
ジャカルタ	جاکارتا
直交	متعامد
光秀	میتسوهیده
インターフェース	واسط
インターフェース	رابط
即興	ابتکار
即興	بداهه
ドロー	ترسیم
賞品	جوایز
公判	محاکمه
公判	دادرسی
便宜	ارضای
収縮	انقباض
康弘	یاسوهیرو
バングラデシュ	بنگلادش
バングラデシュ	بنگلادشی
ペルシャ	پرشین
ペルシャ	ایرانیان
ペルシャ	ایرانی
ペルシャ	فارسی
浪士	روشی
車道	اتوبان
変種	جوره
変種	تنوع
リハビリテーション	اعاده
リハビリテーション	نوسازی
リハビリテーション	توانبخشی
屈折	انکسار
アクセサリー	لوازم
アクセサリー	همدست
肥料	کود
フォーチュン	بخت
フォーチュン	فال
フォーチュン	ثروت
ラッパー	رپر
検知	آشکارسازی
検知	تشخیص
検知	آشکارسازی
検知	تشخیص
義弘	یوشیهیرو
野獣	جانور
野獣	دلبر
野獣	حیوان
サメ	کوسه
フレディ	فردی
湖沼	لیکس
ソチ	سوچی
オペレーター	اپراتور
オペレーター	عملگر
レクイエム	مرثیه
レクイエム	فاتحه
ゲット	شو
レイチェル	راشل
レイチェル	ریچل
レイチェル	راچل
バンクス	بنک
バンクス	بانکها
バンクス	بانک
バンクス	بنکس
ナット	مهره
ナット	فندقی
ナット	نت
三成	میتسوناری
陽気	جالی
陽気	بازیگوش
ホルヘ	جُرج
ホルヘ	خورخه
概説	خلاصۀ
概説	خلاصه
マグロ	تن
ジョイ	مسرت
ジョイ	شادی
ジョイ	جوی
ジョイ	شادمانی
ジョイ	خوشی
クッキング	پختن
クッキング	پخت
クッキング	آشپزی
リーク	درز
プッシュ	فشار
ファンク	فانک
グアテマラ	گواتمالا
グアテマラ	گواتمالا
フライデー	آدینه
フライデー	جمعه
ダイバー	غواص
可視	نمایان
可視	مرئی
メタン	متان
長方形	مستطیل
長方形	مستطیلی
有益	مفید
有益	سودمند
河南省	هنان
疾病	بیماری
迷路	مارپیچ
迷路	هزارتو
迷路	پیچ
形容詞	وابسته
形容詞	صفت
アスリート	athlete
アスリート	پهلوان
アスリート	ورزشکار
アスリート	ورزشکاران
キャラバン	کاروانی
キャラバン	کاروان
ユーリ	یوری
ホルシュタイン	هولشتاین
ジェラルド	جرالد
変奏曲	تغییرات
ライデン	لیدن
カーテン	پرده
カーテン	حجاب
嫌悪	ناخوش
嫌悪	بیزار
豆腐	توفو
美馬	میما
昨日	دیروز
ブルネイ	برونئی
コンベンション	کنوانسیون
コンベンション	همایش
引き出し	کشو
引き出し	کشوی
引き出し	شرت
ロジェ	روژه
ロジェ	راجر
課金	اتهام
課金	شارژ
ラッチ	چفت
我慢	صبور
我慢	شکیبایی
我慢	صبر
レクリエーション	تفریح
レクリエーション	تفریحات
コンパイル	کامپایل
コンパイル	کامپایل
コンパイル	تالیف
トスカーナ	توسکانی
はるみ	هارومی
史記	شیجی
カルメン	کارمن
超新星	ابرنواختر
蕎麦	سوبا
バンパー	سپر
命題	گزاره
ファイターズ	مبارزان
蔵王	زاو
サーベル	سیبر
サーベル	سایبر
サーベル	سایبر
サーベル	صابر
ファウスト	فاوست
ファシズム	فاشیست
ファシズム	فاشیستی
ファシズム	فاشیستی
ファシズム	فاشیسم
ファシズム	فاشیست
テナー	تنور
ハルビン	هاربین
曼荼羅	ماندالا
組み込み	نهفته
組み込み	توکار
ズボン	شلوار
ズボン	شلوارهای
ズボン	شلوار
マインツ	ماینتس
日の出	طلوع
プラトン	افلاطون
欠如	کمبود
欠如	نداشتن
欠如	عدم
ロミオ	رومئو
ヒデ	پنهان
ブルックス	بروکس
ブルックス	بروکز
遼寧省	لیائونینگ
ピエトロ	پیترو
触手	شاخک
触手	شاخک
ドク	داک
ホイットニー	ویتنی
チタン	تیتانیوم
和睦	مصالحه
生計	معیشت
生計	معاش
悲しい	غمگین
悲しい	ناراحتی
悲しい	غم
真司	شینجی
長政	ناگاماسا
ステロイド	استروئید
ステロイド	استروئید
アトレティコ	اتلتیکو
取り出し	اجکت
高座	کوزا
ダイス	تاس
ダイス	طاس
アレクサンドラ	الکساندرا
変調	مدولاسیون
宴会	مهمانی
宴会	ضیافت
スニーカー	کتانی
スニーカー	کتونی
ノミ	کک
ファイナンス	مالی
アニメイト	پویانمایی
偏見	تعصب
和義	کازویوشی
ファルコン	شاهین
ファルコン	فالکون
ウガンダ	اوگاندا
許す	استغفار
許す	بخشش
許す	مغفرت
許す	آمرزش
カメルーン	کامرون
コンプリート	تکمیل
スーパースター	سوپراستار
ホステス	مهماندار
ダイビング	غواصی
ダイビング	شیرجه
ダイビング	غواصی
ダイビング	شیرجه
リンチ	لینچ
長澤	ناگاساوا
バビロン	بابلی
バビロン	بابل
カーネギー	کارنگی
ウェリントン	ولینگتون
リザ	لایزا
マーラー	مالر
カストロ	کاسترو
ワシ	عقاب
ワシ	ایگل
新星	نووا
新星	نوا
テヘラン	تهران
テヘラン	tehran
ブロンズ	برنز
ブロンズ	برنزی
ブロンズ	لرستان
スキップ	اسکیپ
スキップ	پرش
スキップ	num
ヤシ	نخل
ヤシ	خرمایی
小切手	چک
絶叫	جیغ
手榴弾	نارنجک
運動量	تکانه
パルチザン	پارتیزان
セネガル	بانوماهی
セネガル	سنگال
浙江省	چجیانگ
ソーラー	خورشیدی
議定書	قرارداد
議定書	پروتکل
ピザ	پیتزای
ピザ	پیتزا
土星	زحل
サクセス	کامیابی
サクセス	موفق
サクセス	موفقیتهای
サクセス	success
サクセス	موفقیت
ニカラグア	نیکاراگوئه
アラー	allah
アラー	الله
海老	خرچنگی
海老	میگوی
海老	میگو
海老	میگوی
コンパイラ	کامپایلر
退屈	ملال
退屈	ملال
退屈	خستگی
ダーツ	دارت
シボレー	چوی
シボレー	شورلت
シボレー	شورولت
あやめ	آیامه
シフ	شیف
シフ	شف
酸性	اسیدی
中庭	حیاط
ウィークリー	هفتگی
購買	خریدار
ウィルス	ویروس
ウィルス	ویروس
ウィルス	ویروسها
アンジェラ	آنگلا
アンジェラ	آنجلا
噴水	فواره
噴水	سرچشمه
噴水	چشمه
リムジン	لیموزین
リムジン	لیموزین
試練	آزمونهای
ガレージ	تعمیرگاه
ガレージ	گاراژ
コンドル	کاندر
苦しむ	رنج
ヘルプ	کمک
スーパーマン	سوپرمن
レンガ	آجرهای
レンガ	آجر
レンガ	بریک
レンガ	آجر
レンガ	آجری
ブラント	برانت
リベンジ	انتقام
ミヒャエル	میکائیل
ミヒャエル	مایکل
未婚	مجرد
イデオロギー	ایدئولوژی
オルレアン	اورلئان
オルレアン	اورلئان
蘇生	احیا
わくわく	هیجان
ベティ	بتی
サモア	ساموآیی
サモア	ساموآ
パーマー	پالمر
登米	tome
ベーシック	پایه
ベーシック	پکیج
ベーシック	بیسیک
切り札	ترامپ
小石川	کویشیکاوا
鉛筆	مداد
鉛筆	مدادی
鉛筆	مداد
会計士	accountants
会計士	حسابدار
カーリング	کرلینگ
ヒート	گرما
ヒート	حرارت
ヒート	گرمای
アウディ	آئودی
隣人	همسایه
隣人	همسایه
乱暴	ناهموار
乱暴	خروشان
エヴァ	ایوا
エヴァ	اوا
エヴァ	اِوا
後悔	حسرت
後悔	پشیمانی
後悔	تاسف
後悔	پشیمان
後悔	حسرت
催眠	هیپنوتیزم
ハエ	پرواز
エセックス	اسکس
早坂	هایاساکا
マーベル	مارول
悪霊	خبیث
悪霊	اهریمن
悪霊	شیاطین
汚職	تباهی
汚職	فساد
取り付ける	پیوست
取り付ける	پیوستن
ロケーション	محل
ロケーション	مکان
牛肉	بیف
ジョンストン	جانستون
散乱	پراکندگی
信行	نوبویوکی
レジスタンス	مقاومت
レジスタンス	مقاومتی
レジスタンス	مخالفان
胎児	جنین
マーカス	مارکوس
可児	کانی
チャールストン	چارلستون
由緒	تاریخچه
由緒	تاریخ
好奇心	کنجکاو
好奇心	کنجکاوی
好奇心	کنجکاوی
エドウィン	ادوین
ニャー	میو
花粉	گرده
生態学	اکولوژیکی
フレックス	فلکس
玉井	تامای
バスト	بالاتنه
レゲエ	رگی
フェーズ	مرحله
フェーズ	فازی
フェーズ	فاز
タフ	عالیست
スパイス	ادویه
スパイス	ادویه
スパイス	چاشنی
ヘンダーソン	هندرسون
光沢	براق
光沢	براق
光沢	لوستر
親指	شست
親指	حراجی
粉末	آرد
粉末	باروت
粉末	پودر
マーズ	مریخ
マーズ	مارس
グレゴリー	گریگوری
グレゴリー	گرگوری
セバスティアン	سباستین
セバスティアン	سباستیان
ゴダール	گدار
台所	آشپزخانه
ちあき	چیاکی
ナシオナル	ناسیونال
ドルトムント	دورتموند
ジョエル	جوئل
公道	اتوبان
公道	بزرگراه
峡谷	کانیون
救世主	ناجی
救世主	منجی
馬術	سوارکاری
書式	قالبهای
書式	قالب
書式	قالبی
アレルギー	حساسیت
アレルギー	آلرژی
ガードナー	گاردنر
知覚	ادراک
朱雀	سوزاکو
勇敢	شجاع
勇敢	دلیر
勇敢	شجاعی
勇敢	دلاوری
テンソル	تانسور
ワンダフル	عالی
モーメント	لحظاتی
モーメント	لحظات
モーメント	لحظه
モーメント	گشتاور
農産物	زراعت
トムソン	تامسون
リエージュ	لیژ
マルティネス	مارتینز
バクー	باکو
わざと	عمدا
レプリカ	بدل
レプリカ	بدلی
ウィレム	ویلم
キラキラ	براق
キラキラ	زیور
キラキラ	درخشندگی
キラキラ	زینت
キラキラ	درخشش
叙事詩	حماسی
叙事詩	حماسه
注射	آمپول
注射	تزریق
注射	آمپول
注射	تزریق
ファックス	دورنگار
ファックス	فکس
平仮名	هیراگانا
無制限	نامحدود
サギ	قار
サギ	حواصیل
サギ	حواصیل
ブレンド	ترکیب
パラマウント	پارامونت
クレーム	شکایتی
クレーム	شکایت
クレーム	شکایات
クレーム	دادخواهی
クレーム	شکایتی
クレーム	شکایت
プレスト	پرستو
トウモロコシ	ذرت
トウモロコシ	میخچه
トウモロコシ	حبوبات
ギネス	گینس
ギネス	گوئینت
ミューズ	الهه
景色	مناظر
景色	مناظر
甲状腺	تیروئید
因果	سببی
シューベルト	شوبرت
フロイド	فلوید
尾形	اوگاتا
フェルディナンド	فردیناند
義人	یوشیتو
オードリー	آدری
ラインハルト	راینهارد
ラインハルト	راینهارت
硝酸	نیترات
図面	ترسیم
図面	نقاشی
図面	کشیدن
サバンナ	ساوانا
サバンナ	ساوانا
埋める	دفن
埋める	بخاک
フィンガー	انگشتش
フィンガー	انگشت
フィンガー	فینگر
スターズ	ستارگان
康成	یاسوناری
モロ	مورو
モロ	مرو
チャリティ	زکات
チャリティ	صدقه
チャリティ	خیریه
かつら	گیس
リッキー	ریکی
ストリング	رشته
ウォレス	والاس
ウォレス	والیس
プロット	رسم
プロット	نیرنگ
区切り	بشکند
区切り	استراحت
区切り	شکستن
雄大	باشکوه
計器	ساز
文官	غیرنظامی
ゲームセンター	آرکید
クリケット	کریکت
ゆっくり	آهسته
タオル	حوله
タオル	حوله
アリストテレス	ارسطو
カローラ	کورولا
瀬田	ستا
ディッシュ	غذایی
ディッシュ	خوراک
ディッシュ	دیش
みよし	میوشی
ビスタ	vista
ビスタ	ویستا
ワンダー	تعجب
クッキー	کلوچه
クッキー	کوکی
電極	الکترود
電極	الکترود
シギ	پاشلک
瞑想	مدیتیشن
ドーナツ	دونات
ドーナツ	دونات
パイン	پاین
パイン	کاج
正方形	مربع
正方形	میدان
テオドール	تئودور
パスカル	پاسکال
タンザニア	تانزانیا
タンザニア	تانزانیایی
タンザニア	تانزانیا
リザーブ	رزرو
リザーブ	ذخیره
肥満	چاقی
エーテル	اتر
モデリング	مدلسازی
モデリング	مدلسازی
キャビン	اتاقک
キャビン	کابین
キャビン	کلبه
ヘリウム	هلیم
ヘリウム	هلیوم
高架橋	بولوزون
行軍	پیمایی
羽毛	پر
羽毛	پرم
羽毛	پر
羽毛	پرهای
ハロウィン	هالووین
ウッズ	وودز
フラグ	پرچم
フラグ	پرچم
フラグ	پرچمها
フラグ	پرچمهای
銀河系	کهکشان
銀河系	گلکسی
サプライズ	غافلگیری
サプライズ	surprise
サプライズ	سورپرایز
サプライズ	سوپرایز
フィナーレ	اختتامیه
アニマル	حیوانی
アニマル	حیوانات
アニマル	جانوران
アニマル	حیوان
同定	شناسایی
チャーチ	کلیسا
チャーチ	چرچ
チャーチ	کلیسای
開祖	بنیانگذار
開祖	موسس
ロッシ	روسی
厳島	ایتسوکوشیما
マグネシウム	منیزیم
共和制	جمهوری
除名	اخراج
磁石	مغناطیس
磁石	آهنربا
磁石	آهنربا
小幡	اوباتا
インストラクター	instructor
インストラクター	مدرس
イノベーション	نوآوری
イノベーション	نوآوری
窃盗	سرقت
窃盗	دزدی
窃盗	دزدی
合図	سیگنالهای
コンビネーション	ترکیبی
コンビネーション	ترکیب
マーフィー	مورفی
濃縮	متمرکز
シャーリー	شرلی
ソフィー	سوفی
いとこ	دخترخاله
本屋	کتابفروشی
本屋	کتابفروشی
ハプニング	افتد
シャロン	شارون
スリム	اسلیم
前奏曲	prelude
ディスカバリー	اکتشاف
ディスカバリー	دیسکاوری
ディスカバリー	کشف
ドイル	دویل
パレルモ	پالرمو
ノストラダムス	نوستراداموس
シャンプー	شامپو
伐採	ثبت
フレア	منور
フレア	فشفشه
フレア	منور
海事	دریانوردی
三崎	میساکی
みやま	میاما
ネスト	تودرتو
バリア	برزخی
バリア	مانع
ロッテルダム	روتردام
ダイアモンド	الماس
ダイアモンド	دیاموند
ダイアモンド	الماسی
ダイアモンド	دایموند
カント	کانتو
不快	ناخوشایند
ピサ	پیزا
外傷	جراحت
外傷	آزاری
外傷	زخم
パレ	پاله
パルプ	پالپ
ヴェルサイユ	ورسای
エイドリアン	ادرین
エイドリアン	آدریان
エイドリアン	آدرین
カイル	کایل
朝食	صبحانه
脂質	لیپید
ミネアポリス	مینیاپولیس
湖南省	هونان
十兵衛	جوبی
ロート	راث
式部	شیکیبو
化身	حلول
カルテット	کوارتت
ミック	میک
同棲	جماع
紫外線	فرابنفش
予告編	تریلر
予告編	یدک
ロウ	لووی
シルク	سیلک
シルク	ابریشم
シルク	پرنیان
シルク	ابریشمی
シルク	حریر
モザンビーク	موزامبیک
アフマド	احمد
アフマド	ahmad
ユリア	جولیا
ジプシー	جیپسی
ジプシー	جیپسی
ジプシー	کولی
ヴィンチ	وینچی
トゥールーズ	تولوز
車いす	ویلچر
マリーナ	مارینا
ロッジ	لژ
興味深い	جالب
興味深い	جالبی
興味深い	جالبه
スパイラル	مارپیچ
スパイラル	مارپیچی
ラウル	رائول
サハラ	صحرا
サハラ	صحرای
疑念	شک
疑念	شک
アソシエーション	انجمن
バリトン	باریتون
ギル	گیل
アッバース	abbas
アッバース	عباس
租税	مالیات
租税	مالیات
租税	مالیاتی
オウム	طوطی
廊下	دالان
インターセプト	رهگیری
正行	ماسایوکی
カノ	کانو
トルーマン	ترومن
アイデンティティ	همانی
アイデンティティ	هویت
ヨーコ	یوکو
ジェノヴァ	جنوا
キツネ	فاکس
キツネ	روباه
フォート	فورت
フォート	دژ
ハイジャック	هواپیماربایی
プロパガンダ	تبلیغات
プロパガンダ	تبلیغاتی
ハーモニカ	سازدهنی
イージー	آسان
イージー	ساده
イージー	راحت
風邪	سرما
風邪	سرد
風邪	سرماخوردگی
風邪	سرماخوردگی
ストレージ	انبار
ストレージ	ذخیره
シチュエーション	وضعیت
シチュエーション	موقعیت
サンスクリット	سانسکریت
ティムール	تیمور
スノーボード	اسنوبرد
厳重	اکید
青銅	برنز
青銅	برنزی
青銅	لرستان
スルターン	سلطان
キャラメル	کارامل
船尾	استرن
冊子	کتابچه
いくらか	بعضیها
いくらか	برخی
破門	تکفیر
渋沢	شیبوساوا
パラシュート	چتر
アレイ	آرایه
ツバメ	پرستو
ツバメ	چلچله
ツバメ	پرستوی
全裸	برهنگی
腎臓	کلیه
腎臓	قلوه
ブレスト	برست
抑圧	سرکوبی
抑圧	سرکوب
タリン	تالین
ストラスブール	استراسبورگ
コックス	کاکس
炭化	کاربید
シャンソン	chanson
コルドバ	کوردوبا
ゴンザレス	گونزالس
ゴンザレス	گونزالز
アスペクト	جنبه
リアリティ	واقعیت
温室	کنسرواتوار
温室	هنرستان
温室	گلخانه
稼ぐ	کسب
うつ病	افسردگی
うつ病	فرورفتگی
うつ病	رکود
東条	توجو
ダンテ	دانته
ギヨーム	گیوم
会報	خبرنامه
ジェット機	جت
双対	دوگانگی
ベンゼン	بنزن
シック	شیک
多分	شایدم
多分	شاید
接吻	بوسیدن
接吻	بوس
接吻	بوسه
接吻	ماچ
接吻	kiss
接吻	ببوس
メイソン	میسون
メイソン	میسن
アイダホ	آیداهو
イエメン	یمن
イエメン	ریال
ジャーナリズム	نگاری
ジャーナリズム	خبرنگاری
湿度	رطوبت
サプライ	تامین
セロ	سرو
セロ	سیریل
ボンネット	بونه
ボンネット	کاپوت
ボンネット	هود
大仙	دایسن
食肉	گوشتی
食肉	گوشته
食肉	گوشت
生き物	موجودات
生き物	مخلوقات
生き物	بندگان
生き物	موجودی
生き物	مخلوق
生き物	جانوری
マーカー	ماژیک
マーカー	نشانگر
酵母	مخمر
マンモス	ماموت
土産	سوغاتی
土産	سوغاتی
土産	سوغات
ムーンライト	مهتاب
退院	ترشح
退院	ترخیص
オア	اور
ゴッホ	گوگ
砂丘	dune
カヌー	کانو
加速度	شتاب
加速度	تسریع
ロレーヌ	لورین
新居	nii
女帝	شهبانو
エイズ	ایدز
川瀬	کاواسه
気絶	غش
気絶	غش
花見	هانامی
ハノイ	هانوی
推論	استنباط
推論	استنتاج
推論	حجت
推論	استدلال
推論	استنباط
モルガン	مورگان
モルガン	مرگان
モルガン	مورگن
ハニー	هانی
ハニー	عسلی
ハニー	عزیزم
ハニー	عسل
ゆっくりと	آهسته
大理石	مرمر
大理石	تیله
アイリス	آیرس
アイリス	آیریس
アイリス	زنبق
ハンク	هنک
ハンク	کلافه
焼肉	کباب
天龍	tenryu
ニックス	نیکس
ニックス	نیکس
サガン	ساگان
シュナイダー	اشنایدر
略語	مخفف
ブレア	بلیر
ブレア	بلر
ウォリアーズ	جنگجویان
アウェイ	میفرمایند
アウェイ	دور
おっぱい	سینه
おっぱい	ممه
おっぱい	ممه
治癒	درمانش
治癒	علاج
カラフル	رنگارنگ
カラフル	رنگی
カラフル	رنگارنگ
ハインツ	هاینتس
ハインツ	هاینز
失業	بیکاری
精算	وارسی
残高	میزان
残高	تعادل
残高	توازن
残高	موازنه
フセイン	حسین
フセイン	حسین
セレモニー	مراسمی
セレモニー	مراسم
フロート	شناور
フロート	اعشاری
風習	گمرک
風習	سفارشی
エピック	حماسی
エピック	حماسه
カイト	کایت
カイト	بادبادک
新太郎	شینتارو
ノーザン	شمالی
ノーザン	شمال
腐食	خوردگی
友愛	انجمن
メソジスト	متودیست
レイナ	رینا
内面	interior
内面	داخلی
内面	درونی
内面	درونی
アーベル	ابل
アーベル	آبل
孫娘	نوه
ブランク	خالی
エリトリア	اریتره
刺青	خالکوبی
刺青	تاتو
刺青	خالکوبی
ポリシー	سیاست
ポリシー	سیاستهای
重度	شدید
ベーカー	بیکر
ベーカー	نانوا
ブレット	برت
ヴェルナー	ورنر
福建省	فوجیان
ニジェール	نیجر
ウォーキング	میرود
作り方	دستورالعمل
レボリューション	انقلابی
レボリューション	انقلاب
乳房	سینه
乳房	پستان
クルアーン	قرآن
トレンド	ترند
トレンド	گرایش
トレンド	روند
トレンド	گرایشها
トレンド	پرطرفدار
野心	بلندپرواز
野心	بلندپروازی
オズボーン	آزبورن
インスタント	فوری
チェンバレン	چمبرلین
伝染病	آلودگی
伝染病	عفونت
人柄	شخصیت
人柄	شخصیتی
ソーダ	سودا
ヘレナ	هلنا
四角	مربع
四角	میدان
ミニチュア	مینیاتور
悟り	روشنفکری
悟り	روشنگری
衝動	برانگیز
軍師	استراتژیست
バーニー	بارنی
バーニー	برنی
略記	مخفف
刀剣	شمشیرهای
刀剣	شمشیرها
フュージョン	همجوشی
臭い	بدبو
臭い	تعفن
ウラル	اورال
グロリア	گلوریا
レイノルズ	رینولدز
従者	اسکوایر
レックス	رکس
さようなら	خداحافظ
さようなら	خداحافظی
過激派	افراط
ミランダ	میراندا
ヘンリク	هنریک
江田	ادا
江田	eda
ストリップ	استریپ
赤毛	سینیوره
カウンセリング	مشاوره
タシュケント	تاشکند
偽名	تخلص
ウール	پشم
シャトー	شاتو
無実	بیگناهی
無実	بیگناه
無実	معصوم
アンドレアス	آندریاس
閉会	بستن
シェフィールド	شفیلد
マルグリット	مارگریت
モンゴメリー	مونتگومری
モンゴメリー	مانتگامری
ソケット	سوکت
ヴェローナ	ورونا
閉じる	close
閉じる	بستن
閉じる	نزدیک
トランジスタ	ترانزیستور
トランジスタ	ترانزیستورها
ジュディ	جودی
プリンター	چاپگر
城塞	ارگ
アーマー	زره
チャペル	نمازخانه
チャペル	چپل
チャペル	کلیسای
ヴィクター	ویکتور
アブー	ابو
ジェニー	جنی
菌類	قارچ
菌類	قارچهای
菌類	قارچی
ハムレット	هملت
球形	کرهای
サミー	سامی
メイヤー	مایر
メイヤー	مایر
メイヤー	میر
水俣	میناماتا
両生類	دوزیستان
ハンセン病	جذام
ボム	گدا
ボム	بوم
ハッシュ	درهم
ハッシュ	هش
配送	تحویل
配送	زایمان
配送	کشتیرانی
美山	میاما
ジャネット	ژانت
ジャネット	جانت
ジャネット	جنت
答弁	پاسخگویی
答弁	جواب
答弁	پاسخ
密輸	قاچاق
密輸	قاچاقچی
密輸	قاچاقی
密輸	قاچاقی
密輸	قاچاق
スロープ	شیب
スロープ	سراشیبی
本能	غریزه
本能	غریزی
本能	غرایز
本能	غریزه
ガザ	غزه
用例	مثالهای
プレビュー	پیشنمایش
ゼウス	زاوش
ゼウス	زئوس
不規則	نامنظم
コロンブス	کلمبوس
口頭	شفاهی
口頭	اورال
口頭	دهانی
寛子	هیروکو
ジンバブエ	زیمبابوه
ジンバブエ	زیمباوه
ジンバブエ	زیمبابوه
ジンバブエ	زیمباوه
不変	نامتغیر
光度	درخشندگی
光度	تابشی
光度	درخشش
光度	شدت
ビューティフル	زیباست
ビューティフル	زیبا
ビューティフル	خوشگل
ビューティフル	قشنگ
ナオミ	نایومی
ナオミ	نائومی
ホロコースト	هولوکاست
タタール	تاتار
ソリューション	چاره
ソリューション	محلول
同情	شفقت
同情	دلسوزی
同情	مهربانی
同情	دلسوزی
同情	همدردی
コーエン	کوهن
コーエン	کوئن
挙動	رفتاری
挙動	سیرت
挙動	رفتار
挙動	رفتاری
挙動	رفتار
トワイライト	شفق
サムスン	سامسونگ
サムスン	samsung
ルネッサンス	رنسانس
足場	داربست
足場	داربست
谷間	دره
金堂	کوندو
グリフィス	گریفیث
グリフィス	گریفیت
ダリ	دالی
交尾	جفتگیری
伝言	پیغام
伝言	پیام
武士道	بوشیدو
タブー	تابو
ニーナ	نینا
成都	چنگدو
サーフィン	سرف
シリウス	سیریوس
アンドロイド	android
アンドロイド	اندروید
サスケ	ساسوکه
青海	چینگهای
憎悪	کینه
憎悪	بغض
憎悪	عداوت
憎悪	نفرت
憎悪	بگیرم
憎悪	متنفر
憎悪	متنفرم
憎悪	تنفر
憎悪	نفرت
憎悪	متنفر
憎悪	امد
特派員	خبرنگار
シャドー	سایه
シャドー	شادو
リチャードソン	ریچاردسون
キャブレター	کاربراتور
春子	هاروکو
花崗岩	خارا
花崗岩	گرانیت
メソポタミア	النهرین
サガ	حماسه
サガ	ساگا
球面	کروی
球面	کرهای
モリソン	موریسون
弁論	فصاحت
弁論	سخنوری
フランキー	فرانکی
イタズラ	شوخی
球状	کروی
ホプキンス	هاپکینز
手作り	وطنی
手作り	خانگی
購読	اشتراک
購読	پرسرعت
購読	اشتراک
アクシデント	حادثه
アクシデント	تصادفی
アクシデント	تصادف
井手	ide
クルマ	خودرو
クルマ	خودروی
クルマ	ماشین
傾き	شیب
傾き	سراشیبی
傾き	اسلنت
宣誓	قسم
宣誓	سوگند
リョウ	ریو
エルヴィス	الویس
衣類	جامه
シリコン	سیلیکون
証書	زحمات
証書	گواهینامه
証書	گواهی
お化け	شبح
お化け	گوست
お化け	روح
志田	شیدا
恐ろしい	وحشتناک
ご飯	برنجی
ご飯	پلو
ご飯	رایس
ご飯	برنج
ビーバー	بیور
ビーバー	بیورز
パーマ	پرم
行き先	مقصد
狩人	هانتر
狩人	شکارچی
フィーチャー	ویژگی
雲南省	یوننان
グルコース	گلوکز
パラドックス	پارادوکس
パラドックス	تناقض
パラドックス	ناسازگاری
ヒョウ	پلنگی
ヒョウ	پلنگ
クレイジー	دیوانه
クレイジー	دیوونه
クレイジー	دیونه
耐久性	ماندگاری
ニコン	نیکون
ニコン	nikon
評定	ارزیابی
服従	فرمانبرداری
士気	روحیه
ダグ	داگ
種子島	تانگاشیما
実演	تظاهرات
スイート	سوئیت
磁性	مغناطیس
二回	دوبار
ドルフィン	دلفین
シェイク	شاخ
シェイク	لرزش
マラウイ	مالاوی
障壁	موانع
障壁	برزخی
障壁	مانع
スムーズ	هموار
スムーズ	صاف
スムーズ	نرم
無力	درمانده
チューニング	tuning
レヴィ	لوی
アバター	آواتار
標語	شعار
ハロゲン	هالوژن
湖北省	هوبئی
酪農	لبنیات
アニ	انی
漏洩	نشت
漏洩	درز
しっぽ	تیل
しっぽ	دم
しっぽ	دمش
利子	ربا
利子	علاقه
利子	بهره
ストーンズ	سنگها
ダンディ	دندی
高森	تاکاموری
ゲッティンゲン	گوتینگن
チェイス	چیس
レザー	چرمی
レザー	چرم
ツェッペリン	زپلین
ドーハ	دوحه
ウィリス	ویلیس
シンプソン	سیمپسون
レイテ	لیته
プジョー	پژو
ネプチューン	نپتون
ガイウス	گایوس
砂浜	بیچ
砂浜	ساحل
団子	پیراشکی
団子	پیراشکی
ターミネーター	نابودگر
寛容	بردباری
寛容	تحمل
寛容	مدارا
寛容	آزادمنش
分隊	جوخه
異説	ارتداد
デズモンド	دزموند
オカルト	ماورا
オカルト	اسرارآمیز
ラサ	لهاسا
ガウス	گاوسی
ガウス	گاوس
ガウス	گوس
探究	تحقیق
探究	استعلام
石鹸	صابون
独学	خودش
ホッパー	هاپر
ムガル	مغول
シーザー	سزار
トランク	تنه
ストール	ایستاد
被覆	کاور
被覆	جلد
被覆	پوشش
プロバイダ	دهندگان
慎二	شینجی
オートマチック	اتوماتیک
オートマチック	خودکار
駒沢	komazawa
ファンキー	بدبو
ピカソ	پیکاسو
疑わしい	شک
阪南	هانان
ドリフト	دریفت
ドリフト	رانش
寒い	سرما
寒い	سرد
寒い	سرماخوردگی
侵食	فرسایش
ラッピング	قنداق
エマニュエル	امانوئل
エマニュエル	امانوئل
クーラー	کولر
