centre	центр
comenta	комментировать
comenta	прокомментировать
comenta	комментарий
comenta	замечания
comenta	комментарии
terminando	отделка
terminando	окончание
terminando	завершение
terminando	заканчиваю
terminando	окончание
terminando	конец
piedad	жаль
piedad	жалко
piedad	жалость
piedad	милосердия
piedad	мерси
piedad	милосердие
piedad	милость
piedad	благочестие
camilo	камилло
camilo	камило
ram	рама
ram	рам
michoacán	мичоакан
realismo	реализм
espinosa	эспиноса
subespecie	подвида
conversación	переписку
conversación	переписка
conversación	разговор
conversación	беседа
dante	данте
pionero	пионер
clasificar	классифицировать
emisoras	станций
emisoras	станции
espinas	шипы
espinas	торн
espinas	шипы
cretácico	мелового
ted	тэд
ted	тед
habitaciones	спальни
habitaciones	комнаты
habitaciones	номера
myspace	myspace
ambientales	экологическая
ambientales	экологических
ambientales	экологические
arbustos	кустах
arbustos	кусты
arbustos	кустарники
arbustos	кустарник
consecutivas	последовательно
aeropuertos	airport
aeropuertos	аэропорт
aeropuertos	аэропорты
aeropuertos	аэропортах
urbanización	урбанизация
urbanización	урбанизации
mencionados	упомянутых
mencionados	упоминалось
mencionados	упомянул
mencionados	упомянула
mencionados	упомянули
utc+	utc+
adjunto	заместитель
adjunto	придает
adjunto	прилагается
adjunto	вложение
adjunto	привязанность
supervivencia	выживания
supervivencia	выживание
cómics	comics
cómics	комиксы
cómics	комикс
pistola	пистолет
pistola	пистолет
pistola	пушка
pistola	оружие
pistola	ствол
ascensión	восхождение
ascensión	вознесения
ascensión	восхождение
cover	обложки
cover	прикрытие
cover	обложка
cover	обложку
cover	покрытия
constancia	констанс
constancia	упорство
constancia	настойчивость
constancia	стойкость
dennis	деннис
dennis	дэннис
migración	миграции
migración	миграция
editora	редактора
editora	редактор
hunter	охотник
hunter	хантер
box	box
box	ящик
box	коробку
box	коробка
box	шкатулка
noventa	девяносто
noventa	девяностых
conveniente	удобный
conveniente	удобно
conveniente	удобная
conveniente	удобное
honoris	honoris
ola	волна
ola	волны
martha	марта
adición	добавление
dialecto	диалект
gramática	грамматика
limpieza	чистоты
limpieza	чистота
limpieza	очистки
limpieza	очистка
limpieza	чистка
limpieza	уборка
limpieza	уборки
limpieza	очистка
limpieza	чистые
limpieza	чистая
limpieza	чисто
limpieza	чистый
limpieza	очистить
limpieza	чистой
limpieza	уборка
limpieza	горничная
explorer	исследователь
explorer	explorer
marcar	набрать
marcar	марк
marcar	mark
marcar	отметить
marcar	метка
marcar	марка
teatrales	театральный
oceanía	океании
cáucaso	кавказа
cáucaso	кавказ
cáucaso	кавказа
solicitar	запросить
solicitar	просьба
solicitar	просьбе
solicitar	запрос
after	после
after	after
varela	варела
wang	ван
revolucionaria	революционная
enamorado	возлюбленный
enamorado	любовник
policías	полицейские
policías	копы
policías	полицейские
policías	полицейских
policías	полицейские
policías	полиции
policías	полиция
policías	полицейский
arcade	arcade
púrpura	фиолетовый
eclesiástica	церковных
tecnológica	технология
tecnológica	техника
tecnológica	технологии
tecnológica	технологических
tecnológica	технологические
tecnológica	технологический
expresar	экспресс
expresar	express
expresar	выразить
jacinto	хасинто
qui	qui
uribe	урибе
minoría	меньшинства
minoría	меньшинство
minoría	меньшинств
minoría	меньшинства
medicamentos	лекарства
medicamentos	препараты
medicamentos	медикаменты
medicamentos	наркотики
medicamentos	лекарства
medicamentos	медикаменты
medicamentos	лекарства
medicamentos	медикаменты
crean	создать
crean	создайте
crean	создание
crean	создавать
bebida	питьевой
bebida	пью
bebida	пить
bebida	пей
bebida	пить
bebida	выпить
bebida	напиток
bebida	напитки
bebida	напитки
bebida	напиток
mitchell	митчел
mitchell	митчелл
rascacielos	небоскреб
aceptada	принят
aceptada	принята
aceptada	приняты
aceptada	принято
favorito	любимое
favorito	любимая
favorito	любимые
favorito	любимый
favorito	любимая
favorito	любимые
favorito	любимая
favorito	любимое
favorito	любимые
favorito	любимый
conjunta	совместных
conjunta	совместное
conjunta	совместная
conjunta	совместный
apoya	поддерживает
apoya	поддерживаются
apoya	поддерживается
transforma	преобразовать
transforma	преобразования
transforma	преобразование
élite	элиты
élite	элита
pagina	страница
pagina	страницу
pagina	page
pagina	страницы
contreras	контрерас
ncaa	ncaa
negativo	негативных
negativo	отрицательный
negativo	отрицательные
negativo	отрицательно
negativo	негативные
negativo	отрицательное
cordero	баранина
cordero	кордеро
amparo	ампаро
provocar	спровоцировать
provocar	спровоцировать
leonard	леонард
ibm	ibm
austral	austral
coma	кому
coma	запятой
coma	запятая
coma	ешь
oscuridad	тёмный
oscuridad	темно
oscuridad	dark
oscuridad	темная
oscuridad	темноте
oscuridad	тёмная
oscuridad	тьму
oscuridad	темноту
oscuridad	тьма
oscuridad	темнота
oscuridad	мрак
oscuridad	темноте
oscuridad	безвестности
caracol	улитка
estatuas	статуи
days	дни
days	days
days	дней
malos	плохо
malos	плохой
malos	bad
malos	плохая
cazadores	охотники
cazadores	охотников
cazadores	охотник
cazadores	хантер
temple	храм
tokyo	токио
vendidos	продается
vendidos	продано
vendidos	продана
vendidos	продал
vendidos	продан
doctores	доктора
doctores	врачей
doctores	врачи
hércules	геркулес
trastorno	расстройство
trastorno	расстройства
restricciones	ограничения
restricciones	ограничение
restricciones	ограничения
restricciones	трудности
restricciones	ограничения
traición	предательство
traición	предательство
traición	измена
traición	измену
traición	измена
traición	измене
amenazas	угрозы
suministro	поставки
suministro	снабжение
suministro	поставка
rumores	слухи
rumores	слухи
heredia	эредия
sandra	сандра
sombrero	шапка
sombrero	шляпу
sombrero	шляпа
sentir	чувствовать
sentir	чувствую
residencial	жилых
residencial	жилой
mit	mit
territoriales	территориальное
territoriales	территориальная
herzegovina	герцеговины
herzegovina	герцеговина
herzegovina	биг
abel	абель
armonía	гармонию
armonía	гармония
armonía	гармонии
amo	мастер
amo	хозяин
amo	master
cadáver	body
cadáver	тела
cadáver	тело
cadáver	труп
cadáver	труп
distingue	отличает
obligación	обязанность
obligación	обязательство
soccer	футбол
sweet	сладкий
sweet	сладкие
sweet	сладкая
distancias	расстояния
distancias	расстояние
pensó	мысль
pensó	думал
bordes	границы
bordes	границ
bordes	края
fracción	фракции
cintas	ленты
cintas	кассеты
cintas	кассеты
cintas	ленты
kenia	кении
kenia	кения
kenia	кению
homosexualidad	лгбт
homosexualidad	гомосексуализм
homosexualidad	гомосексуальные
allende	альенде
joão	жуан
picos	шипы
picos	пикс
picos	вершины
aníbal	ганнибал
aníbal	анибаль
defensas	защита
defensas	оборона
defensas	обороны
orquídeas	орхидея
orquídeas	орхидеи
agrega	добавить
agrega	добавьте
agrega	добавляет
invitación	пригласить
invitación	приглашение
invitación	приглашаем
invitación	приглашаю
invitación	приглашение
patagonia	патагонии
cívica	гражданская
cívica	гражданских
cívica	гражданский
terra	терра
presentando	представляем
presentando	представляя
presentando	представляем
mágico	волшебство
mágico	волшебная
mágico	magic
mágico	магия
mágico	волшебный
transmitir	передача
richter	рихтер
ritual	ритуал
corpus	corpus
corpus	корпус
exclusivo	эксклюзивный
exclusivo	эксклюзивные
exclusivo	исключительной
príncipes	принцев
round	круглая
round	круглые
round	раунд
pete	пита
pete	пит
muerta	мертвый
muerta	умер
muerta	мертвые
muerta	мертв
muerta	мертва
ritmos	бьется
ritmos	бьет
ritmos	ритмы
adicionalmente	дополнительно
nombrar	назвать
menéndez	менендес
bebidas	напитки
bebidas	напитки
bebidas	напиток
bebidas	напитки
llanos	равнины
stanford	стэнфорд
tallo	преследовать
tallo	стволовых
newton	ньютон
newton	ньютона
dell	делл
cartago	карфаген
expuesto	выставлены
expuesto	воздействию
ion	ион
incapaz	невозможно
aparatos	аппарат
aparatos	устройств
aparatos	устройства
aparatos	гаджеты
aparatos	приборов
leon	леон
greg	грег
arañas	пауки
arañas	паук
arañas	пауки
bush	буш
bush	буша
automática	автоматические
automática	автоматическое
automática	автоматический
automática	автоматическая
automática	автоматического
automática	автоматически
consciente	сознании
consciente	сознавая
lola	лола
honores	награды
honores	отличием
monje	монах
monje	монк
monje	монахов
monje	монахи
aragonés	арагонский
fragmento	фрагмент
fragmento	фрагмент
fragmento	выдержка
fragmento	осколок
nombra	назначает
químicas	химического
químicas	химический
químicas	химическая
anales	анальный
anales	анналы
claustro	преподаватели
claustro	факультет
choque	шоке
choque	шок
choque	авария
choque	аварии
choque	столкновение
choque	столкновения
azerbaiyán	азербайджан
azerbaiyán	азербайджана
azerbaiyán	азербайджанская
sierras	пилы
comprender	пойми
comprender	понимаю
comprender	понять
comprender	понимание
comprender	взаимопонимание
comprender	понимания
exacta	точные
exacta	точная
exacta	точный
exacta	точной
exacta	точная
exacta	точный
legislativa	законодательная
legislativa	законодательные
romeo	ромео
auditorio	аудитории
auditorio	зрители
auditorio	аудитория
auditorio	аудитория
transmitido	транслироваться
transmitido	передан
transmitido	передано
transmitido	переданы
eslovaquia	словакии
eslovaquia	словакия
afectado	затронутые
hablado	говорил
hablado	поговорил
hablado	поговорили
círculos	окружности
círculos	круги
círculos	кругах
entierro	похороны
entierro	захоронения
entierro	захоронение
entierro	похороны
entierro	похоронить
trayecto	путешествие
interesado	заинтересованных
interesado	заинтересованная
interesado	интересует
interesado	заинтересованным
interesado	интересно
interesado	заинтересованные
claves	ключи
claves	клавиши
claves	ключ
claves	ключевых
fragata	фрегат
narrador	рассказчик
narrador	рассказчик
unir	присоединиться
unir	присоединяйтесь
unir	объединить
unir	объединиться
intermedio	промежуточный
intermedio	промежуточные
intermedio	промежуточных
luke	люка
luke	люк
hermann	герман
mayormente	преимущественно
remo	весло
remo	весло
remo	ремо
computadoras	компьютеры
computadoras	компьютер
computadoras	computer
sacrificio	жертвоприношения
sacrificio	жертва
sacrificio	жертву
intenciones	намерения
intenciones	намерение
intenciones	намерения
promesa	обещаю
promesa	обещание
promesa	залог
ejecutados	казнены
ejecutados	казнили
todd	тодд
consultar	консультация
consultar	проконсультироваться
consultar	запрос
cilindros	баллон
cilindros	цилиндр
cilindros	баллоны
walt	уолт
belgrado	белграде
belgrado	белград
raro	редкие
raro	редко
raro	редкий
raro	редкая
raro	редкость
raro	чудак
raro	странная
raro	странное
raro	странный
raro	странно
raro	странные
baterías	аккумулятор
baterías	батареи
baterías	батарея
baterías	батарей
baterías	батареи
baterías	батарейки
abuso	злоупотребления
abuso	надругательство
abuso	злоупотребление
receptores	получателей
estrategias	стратегии
intersección	пересечения
intersección	пересечение
intersección	пересечение
conquistar	завоевать
conquistar	завоевания
almas	души
stuart	стюарта
stuart	стюарт
superficies	поверхностей
superficies	поверхности
fila	ряд
fila	строка
natalia	наташа
natalia	натали
natalia	наталья
natalia	наталья
natalia	наталия
toque	touch
toque	прикоснуться
toque	прикосновение
deseos	пожелания
deseos	желания
deseos	желания
deseos	желаний
brujas	ведьм
brujas	ведьмы
brujas	брюгге
continentales	континентального
continentales	континентальный
match	матч
match	совпадение
transmite	передает
fiables	надежные
fiables	надежный
fiables	надежных
fiables	надежно
fiables	надежная
fiables	надежный
fiables	надежная
enfermo	больна
enfermo	болен
enfermo	больная
enfermo	больным
enfermo	больна
enfermo	больные
enfermo	болен
enfermo	больной
polar	полярных
avanzado	расширенный
avanzado	передовые
avanzado	передовых
llamas	пламя
llamas	пламя
ortografía	написание
away	подальше
away	прочь
caro	каро
caro	дорогое
caro	дорого
caro	дорогие
esgrima	фехтование
equipamiento	снаряжение
equipamiento	аппаратура
equipamiento	оборудование
equipamiento	оборудования
óptica	оптических
óptica	оптика
ingredientes	ингредиенты
párrafo	параграф
párrafo	пункт
párrafo	абзац
pizarro	писарро
reconocen	признать
reconocen	узнаешь
reconocen	распознать
reconocen	признаем
mago	мастер
mago	волшебник
mago	чародей
mago	фокусник
mago	маг
mago	волшебник
mago	маг
sustituir	заменить
sustituir	замена
sustituir	заменить
sustituir	заменять
sustituir	замена
montero	монтеро
eliminados	удаленные
eliminados	исключен
eliminados	удалена
eliminados	удалено
eliminados	устранены
eliminados	удален
eliminados	удаляется
eliminados	удалена
eliminados	удалены
eliminados	удалено
extraña	чужой
extraña	незнакомец
extraña	пропускает
extraña	скучает
extraña	странная
extraña	странное
extraña	странный
extraña	странно
extraña	странные
suicidio	самоубийство
suicidio	самоубийства
wolfgang	вольфганг
enormes	огромная
enormes	огромный
enormes	огромные
enormes	огромное
enormes	огромные
amarillas	желтая
amarillas	жёлтый
amarillas	желтые
amarillas	желтый
rompió	сломалась
rompió	сломал
rompió	сломался
asiento	сиденья
asiento	сиденье
presos	заключенных
presos	заключенные
presos	заключенных
presos	заключенные
vice	порок
vice	вице
liderado	led
slam	slam
computación	вычисления
computación	вычисления
quebrada	сломалась
quebrada	сломал
quebrada	сломался
alerta	тревога
alerta	оповещение
levantar	поднять
levantar	лифт
naturalista	натуралист
jujuy	жужуй
osorio	осорио
rodea	окружает
hawái	гавайи
wide	широкая
wide	широкие
wide	широкого
wide	широкий
amenazada	угрожал
superado	превысил
submarinos	субмарины
submarinos	подлодки
susan	сюзан
susan	сьюзан
susan	сьюзен
turca	турок
turca	турецкие
turca	турецкая
turca	турецкий
turca	турции
bailarina	балерина
bailarina	танцор
bailarina	танцовщица
preparado	подготовка
preparado	приготовление
preparado	подготовленный
preparado	подготовлена
preparado	подготовленные
preparado	подготовлено
preparado	подготовлен
expresó	выражено
expresó	выразил
expresó	выраженное
expresó	выраженные
expresó	выраженную
borja	борджиа
borja	борха
nido	гнездо
nido	гнезда
reemplazar	замена
reemplazar	заменить
reemplazar	заменять
reemplazar	замена
aprendió	научилась
aprendió	узнал
aprendió	научился
fibra	волокна
fibra	волокна
colaboraciones	партнерства
colaboraciones	партнерство
defendió	защищали
defendió	защищал
secuencias	кадры
secuencias	последовательности
secuencias	последовательности
secuencias	последовательность
donación	пожертвование
donación	пожертвования
donación	пожертвование
donación	пожертвовать
acontecimiento	мероприятие
acontecimiento	событие
acompaña	сопровождать
acompaña	сопровождает
entregar	доставить
olga	оля
olga	ольга
cohete	ракета
vancouver	ванкувере
pontevedra	понтеведра
horizonte	горизонте
horizonte	горизонт
extraordinario	чрезвычайные
extraordinario	чрезвычайных
extraordinario	чрезвычайный
folclore	фольклор
prevenir	предотвращать
prevenir	предотвратить
boliviano	боливии
cano	кано
romántica	романтический
romántica	романтик
romántica	романтика
romántica	романтическая
designar	назначить
designar	выдвижении
derrotados	поражение
derrotados	победил
compartido	разделяет
compartido	поделилась
compartido	поделились
compartido	поделился
fan	поклонник
fan	фан
fan	вентилятор
fan	фанат
cineasta	режиссер
cineasta	режиссёр
malas	плохо
malas	плохой
malas	bad
malas	плохая
afirmación	ведомость
afirmación	заявление
sombras	тени
sombras	тени
sombras	тень
sombras	оттенков
violeta	фиолетовый
violeta	виолета
violeta	вайолет
itunes	itunes
ácidos	кислот
ácidos	кислота
ácidos	кислоты
nicholas	николас
nicholas	николай
rondas	обход
rondas	раундов
inflorescencia	соцветие
osvaldo	освальдо
osvaldo	освальдо
guayana	гвиана
guayana	гайана
inspirada	вдохновил
respaldo	подкрепление
respaldo	резервный
respaldo	одобрение
retirar	отозвать
retirar	снять
ejes	осей
ejes	оси
ejes	ось
ejes	оси
ejes	ось
militantes	боевики
militantes	боевиков
militantes	активистов
militantes	активисты
oculta	скрытая
oculta	скрыты
oculta	скрытый
oculta	скрыто
oculta	скрытые
oculta	скрывать
oculta	скрыть
oculta	спрятать
oculta	скрывает
oculta	шкуры
alejandra	александра
alejandra	алехандра
helicóptero	вертолет
helicóptero	вертолёт
helicóptero	вертолет
aplicada	применяется
aplicada	прикладной
sindicatos	профсоюзов
sindicatos	союзы
sindicatos	профсоюзы
testimonios	свидетельство
testimonios	показания
maestre	мейстер
keith	кит
keith	кита
liberar	освободить
femeninos	женская
femeninos	женское
femeninos	женский
determina	определяет
determina	определить
determina	определять
incidentes	инцидента
incidentes	инцидент
incidentes	происшествие
incidentes	инциденты
incidentes	происшествия
incidentes	инцидентов
nervioso	нервный
nervioso	нервная
paraguayo	парагвая
clinton	клинтон
irlandesa	ирландский
irlandesa	ирландец
irlandesa	ирландии
puntas	советы
puntas	подсказки
infantes	младенцев
infantes	морпехи
constantino	константин
constantino	константин
denominaciones	конфессий
reflexión	отражение
pietro	пьетро
afición	хобби
again	опять
again	вновь
again	снова
remodelación	реконструкция
