और	in
विशेषज्ञ	strokovnjak
विशेषज्ञ	specialitete
नौकरी	zaposlitev
नौकरी	job
नौकरी	opravilo
नौकरी	delo
उपाय	ukrepi
आकाश	nebesa
आकाश	sky
आकाश	nebo
शासकों	vladarji
तिब्बत	tibeta
तिब्बत	tibetu
तिब्बत	tibet
स्थानांतरित	preselil
स्थानांतरित	prestavljen
स्थानांतरित	premaknjena
बचाव	braniti
बचाव	branili
बचाव	brani
बचाव	reševalna
बचाव	reševanje
बचाव	preprečevanje
देखभाल	skrb
देखभाल	skrbna
पर्यटकों	turiste
पर्यटकों	turisti
ईरानी	iranu
ईरानी	irana
ईरानी	iran
ईरानी	iranski
ईरानी	iransko
सिंगापुर	singapur
मादा	ženska
मादा	ženski
मादा	samica
मादा	žensko
खरीद	nakup
खरीद	naročanje
उत्सर्जन	izločanje
उत्सर्जन	emisije
उत्सर्जन	emisija
निवासियों	prebivalce
निवासियों	prebivalcev
निवासियों	prebivalci
निवासियों	stanovalci
निवासियों	prebivalcev
निवासियों	prebivalci
क्षति	škoda
दोष	krivda
दोष	krivda
अवतार	utelešenje
अवतार	avatarja
अवतार	avatar
हाथी	slon
हाथी	slona
शैक्षिक	akademske
शैक्षिक	akademsko
शैक्षिक	akademski
शैक्षिक	izobraževalnih
शैक्षिक	izobraževalno
शैक्षिक	izobraževalni
शैक्षिक	izobraževanje
युगल	pari
युगल	parov
युगल	podvoji
युगल	dvojice
युगल	par
ग्रीक	grški
ग्रीक	grško
ग्रीक	grk
ग्रीक	grška
टीका	tika
टीका	cepivo
टीका	cepiva
सुविधाओं	ugodnosti
पोषण	prehrana
पोषण	prehrano
पोषण	prehrani
पोषण	prehranske
रिलीज	izpust
रिलीज	izpusti
रिलीज	sproščanje
रिलीज	sprostitev
रिलीज	izpusti
अदालत	sodišče
अदालत	dvor
इस्पात	jekla
इस्पात	jeklo
इस्पात	jeklena
इस्पात	jeklene
इस्पात	jekleni
इस्पात	jekleno
अकार्बनिक	anorganske
सुपर	super
दाब	pritisk
दाब	tlak
समझौता	pakt
समझौता	kompromis
आवासीय	stanovanjske
आवासीय	stanovanjska
आवासीय	stanovanjsko
आवासीय	stanovanjskih
आवासीय	stanovanjski
जंगली	divja
जंगली	wild
जंगली	divje
जंगली	divji
जंगली	divjak
जंगली	haggard
जरूरी	zahtevana
जरूरी	zahtevani
जरूरी	zahtevan
जरूरी	zahtevano
आर्ट	umetnost
आर्ट	umetnosti
आर्ट	art
शनि	saturn
शनि	sedeli
शनि	sedela
शनि	sedel
शनि	sat
श्वेत	bel
श्वेत	bela
श्वेत	belo
श्वेत	beli
श्वेत	bele
नमक	sol
नमक	soli
बातों	stvari
बिलियन	milijard
बिलियन	milijarde
बिलियन	milijarda
एकीकृत	enotno
एकीकृत	enotna
एकीकृत	integrirani
एकीकृत	integriran
एकीकृत	integrirana
एकीकृत	integrirano
एकीकृत	celostni
पत्रकार	novinarka
पत्रकार	novinarja
पत्रकार	novinar
पत्रकार	novinarji
पत्रकार	novinarjev
पत्रकार	novinarje
वस्त्र	tekstil
वस्त्र	tekstilna
वस्त्र	tekstilnih
वस्त्र	tekstilni
वस्त्र	oblačila
वस्त्र	obleke
वस्त्र	oblačil
वस्त्र	oblačila
वस्त्र	tekstil
वस्त्र	tekstila
जानवरों	živali
आगमन	prihod
आगमन	prispe
आगमन	adventni
कन्या	device
कन्या	devica
मनुष्यों	ljudje
पर्व	festival
पर्व	praznik
पर्व	praznovanje
निष्कर्ष	izidi
निष्कर्ष	izid
निष्कर्ष	zaključek
निष्कर्ष	sklep
निष्कर्ष	ugotovitev
साफ	jasna
साफ	počisti
साफ	jasno
साफ	očiščena
साफ	cist
साफ	čist
गरम	topla
गरम	topel
गरम	topli
गरम	toplo
उच्चतम	najvišjo
उच्चतम	najvišje
उच्चतम	najvišji
उच्चतम	najvišja
आवश्यकताओं	zahteve
प्रतिरोध	upor
प्रतिरोध	odpornost
प्रतिरोध	odpor
प्रतिरोध	upiranje
सदा	vedno
सदा	zmeraj
डिस्क	diska
डिस्क	disk
डिस्क	disk
डिस्क	diski
डिस्क	diske
खड़ा	stoji
खड़ा	vertikalno
खड़ा	navpično
खड़ा	navpična
खड़ा	vertikalno
खड़ा	navpični
खड़ा	navpične
खड़ा	navpično
पोस्ट	objava
पोस्ट	post
पोस्ट	objavi
पोस्ट	objavo
पोस्ट	objave
पोस्ट	objav
मेला	pošteno
मेला	pravično
मेला	sejem
लिंग	spol
वायरस	virus
वायरस	virusa
वायरस	virusi
रिचर्ड	richard
मगर	razen
मगर	toda
मगर	ampak
मगर	vendar
महीनों	meseci
महीनों	meseca
महीनों	mesece
महीनों	mesecev
सेल	celico
सेल	celice
सेल	celic
सेल	celica
मुख	ust
मुख	usta
मुख	gobec
सीज़न	letne
सीज़न	sezon
पाठक	bralci
पाठक	bralec
अग्रणी	vodilni
अग्रणी	vodilna
आनन्द	veselje
आनन्द	radost
आनन्द	radosti
आनन्द	joy
उन्नत	okrepljeno
उन्नत	izboljšano
उन्नत	izboljšana
उन्नत	povečano
उन्नत	napredno
उन्नत	napredna
उन्नत	napredni
उन्नत	napreden
सर्वर	strežniki
सर्वर	opazovalec
सर्वर	opazovalka
सर्वर	opazovalca
सर्वर	strežnik
विचारधारा	ideologije
पीड़ित	trpljenje
पीड़ित	trpljenja
पीड़ित	trpi
पीड़ित	žrtve
पीड़ित	žrtev
श्रेणियों	ceha
राजकुमार	princa
राजकुमार	prince
राजकुमार	knez
राजकुमार	princ
उम्मीद	upal
उम्मीद	upanja
उम्मीद	upanja
उम्मीद	hope
उम्मीद	upanje
कार्यकारी	izvršni
कार्यकारी	izvršilni
मास्टर्स	gospodarji
मास्टर्स	mojstri
वरिष्ठ	letniki
वरिष्ठ	senior
वरिष्ठ	starejši
वरिष्ठ	višji
प्रोफेसर	profesorica
प्रोफेसर	profesor
प्रोफेसर	profesorja
स्कॉटलैंड	škotske
स्कॉटलैंड	škotski
स्कॉटलैंड	škotsko
स्कॉटलैंड	škotska
विकिरण	sevanje
विकिरण	obsevanje
विकिरण	sevanja
फारसी	ferščina
फारसी	perzijski
करवाया	vzgojen
संरक्षित	zaščiteno
संरक्षित	zaščitena
संरक्षित	zaščiteni
संरक्षित	zaščiten
सहज	udobno
सहज	udoben
बदला	spremenjen
बदला	spremenjeno
बदला	maščevanje
बदला	nagrada
बदला	nagrado
बदला	zamenjava
बदला	nadomestitev
बदला	nadomeščanje
कलकत्ता	kalkuti
काला	črno
काला	črne
काला	črn
काला	črni
काला	črna
पंक्ति	črta
पंक्ति	vrstica
पंक्ति	vrstice
पंक्ति	vrstic
पंक्ति	vrstica
लोकप्रियता	priljubljenost
गतिविधि	dejavnost
गतिविधि	dejavnosti
गतिविधि	aktivnost
गतिविधि	aktivnosti
अनुनाद	resonance
बर्फ	snega
बर्फ	sneg
बर्फ	led
बर्फ	ice
बर्फ	ledom
कार्रवाई	dejanja
कार्रवाई	akcija
कार्रवाई	dejanje
कार्रवाई	ukrepanje
शिशु	dojenček
शिशु	dojenčki
साक्षरता	pismenosti
मार्क	označi
मार्क	mark
मार्क	marc
ब्रह्म	brahman
ब्रह्म	brahma
ट्रैक	steza
ट्रैक	skladbo
ट्रैक	tir
ट्रैक	proga
ट्रैक	progi
ट्रैक	skladbe
ट्रैक	sledi
ट्रैक	tiri
मनोवैज्ञानिक	psihološko
मनोवैज्ञानिक	psihološki
मनोवैज्ञानिक	psihološka
मनोवैज्ञानिक	psiholog
मनोवैज्ञानिक	psihologinja
कही	nekje
कही	nekam
गर्मी	summer
गर्मी	poletna
गर्मी	poletni
गर्मी	poletno
गर्मी	poleti
गर्मी	poletje
गर्मी	vročina
गर्मी	toplota
गर्मी	toplote
मैन	moški
मैन	mož
मैन	človek
जिम्मेदार	odgovorno
जिम्मेदार	odgovornega
जिम्मेदार	odgovoren
जिम्मेदार	odgovorni
जिम्मेदार	odgovorna
गीतों	pesmi
आवृत्ति	ponavljanje
आवृत्ति	ponovitev
आवृत्ति	frekvenca
आवृत्ति	pogostost
आवृत्ति	pogostnost
आवृत्ति	pojavljanja
स्रोतों	vzmeti
स्रोतों	fontan
कोण	kote
कोण	kota
कोण	koti
ईस्ट	vzhodni
ईस्ट	vzhod
ईस्ट	vzhodna
ईस्ट	vzhodno
अफ्रीकी	afrikanščina
अफ्रीकी	afriški
अफ्रीकी	afriška
अफ्रीकी	afriške
अफ्रीकी	afriško
रंगों	barve
रंगों	barv
संज्ञा	samostalnik
खतरा	nevarnost
टूर्नामेंट	turnirju
टूर्नामेंट	turnir
टूर्नामेंट	turnirja
चिंता	anksioznost
चिंता	tesnoba
चिंता	bojazen
चिंता	skrbi
चिंता	skrb
चिंता	zaskrbljenost
सहमत	dogovorjena
सहमत	dogovorjeni
सहमत	dogovorjeno
मोटे	debelih
मोटे	debel
मोटे	maščob
मोटे	maščobe
मोटे	debela
मोटे	maščoba
मोटे	debeli
घरों	domovi
घरों	domovih
घरों	domove
घरों	hiš
घरों	hiške
घरों	hiše
मार्शल	marshall
मार्शल	maršal
मार्शल	maršal
हिसाब	računovodske
हिसाब	obračunavanje
हिसाब	računovodstvo
उदय	dvig
उदय	vzpon
उदय	vzhaja
पहुंचा	dosežen
पहुंचा	dosežena
पहुंचा	doseženo
पहुंचा	dosežene
फ़ारसी	perzijski
प्रयोगशाला	laboratorij
प्रयोगशाला	laboratorijsko
मेक्सिको	mehika
बिग	velika
बिग	veliki
बिग	velike
बिग	velik
संस्थानों	institucije
संस्थानों	nosilci
संस्थानों	ustanove
प्रार्थना	moli
प्रार्थना	molitev
प्रार्थना	molil
प्रार्थना	molitev
प्रार्थना	molitve
प्रार्थना	molitev
लाहौर	lahore
रुपये	funtov
गद्य	proza
समानता	enakost
समानता	enakopravnost
समानता	podobnost
समानता	enakost
समानता	enakopravnost
समानता	podobnost
समानता	podobnosti
बम	bam
बम	bombo
बम	bomba
बम	bombe
आदिवासी	plemenski
हैरी	harry
कैथोलिक	katoliško
कैथोलिक	katoliški
कैथोलिक	katoliška
लम्बाई	dolžina
दुर्घटना	nesreča
दुर्घटना	nesreče
उपनाम	nick
उपनाम	priimek
उपनाम	vzdevek
बंगाली	bengalsko
घायल	poškodovanih
घायल	poškodovan
घायल	poškodovani
घायल	poškodovane
घायल	poškodovana
सहारा	sahari
चेतना	zavest
सारा	sarah
सारा	sara
सारा	sara
इलेक्ट्रॉनिक	elektronsko
इलेक्ट्रॉनिक	elektronska
तंत्रिका	živec
पट्टी	bar
पट्टी	patti
गोवा	goa
रास्ता	pešpot
रास्ता	pot
रास्ता	način
रास्ता	rasta
सोच	razmišljanje
सोच	razmišljanja
टाटा	tata
पृष्ठभूमि	ozadje
टन	tona
टन	tono
टन	tone
टन	ton
टन	tone
ऋतु	sezono
ऋतु	sezona
शाम	večer
शाम	vecer
शाम	zvečer
शाम	večerni
मेडिकल	medicinski
मेडिकल	medicinsko
मार्टिन	martina
मार्टिन	martin
नामकरण	poimenovanje
नामकरण	nomenklatura
नामकरण	nomenklaturo
नामकरण	krst
हस्तक्षेप	vmešavanje
हस्तक्षेप	motnja
हस्तक्षेप	vmešavanja
हस्तक्षेप	motnje
हस्तक्षेप	intervencija
हस्तक्षेप	intervencijo
हस्तक्षेप	posredovanje
हस्तक्षेप	intervencije
किसान	kmeta
किसान	kmet
किसान	farmer
पतन	degeneracijo
पतन	razpad
पतन	propada
पतन	propad
पतन	padlo
पतन	jesen
पतन	padec
पतन	padel
स्वाभाविक	naravnega
स्वाभाविक	naravni
स्वाभाविक	naraven
स्वाभाविक	naravno
स्वाभाविक	naravna
स्वाभाविक	naravne
स्वाभाविक	prirojeno
स्नान	kopalnih
स्नान	kopanje
स्नान	kopel
स्नान	kopanje
स्नान	kad
वेग	hitrost
कुशल	učinkoviti
कुशल	učinkovita
कुशल	učinkovit
कुशल	učinkovito
कुशल	spretne
गिरावट	upada
सफ़ेद	bel
सफ़ेद	bela
सफ़ेद	belo
सफ़ेद	beli
सफ़ेद	bele
हरे	hare
सोलहवीं	sixteenth
फ़ाइल	datotek
फ़ाइल	datoteke
फ़ाइल	datoteka
फ़ाइल	datoteko
स्वागत	vabljeni
स्वागत	dobrodošel
स्वागत	dobrodošli
पक्षियों	ptic
पक्षियों	ptički
पक्षियों	ptiči
पक्षियों	ptice
पक्षियों	ptiče
विरासत	dediščina
विरासत	dediščino
विरासत	dediščine
विरासत	dediščina
विरासत	zapuščine
विरासत	nasledstvo
विरासत	zapuščino
विरासत	zapuščina
विरासत	podedoval
गोली	ustreljen
गोली	ustreljena
गोली	strel
गोली	tabletke
गोली	metka
गोली	naboj
गोली	krogla
आयुर्वेद	ajurveda
विलोपन	izločitev
विलोपन	izločanje
एकता	enotnost
एकता	enotnosti
मतदान	glasovanje
नेपाली	nepalščina
नेपाली	nepalske
नील	indigo
पृष्ठों	strani
दुर्लभ	redki
दुर्लभ	redko
उपनिषदों	upanišad
चावल	riž
चावल	rice
चावल	riža
गहरा	temna
गहरा	temni
गहरा	temno
गहरा	globoka
गहरा	globoko
गहरा	globok
गहरा	temnejše
बारह	twelve
बारह	dvanajst
पूर्ति	izpolnitev
पूर्ति	izpolnjevanje
संकलन	seštevek
संकलन	seštevanja
संकलन	pripravljanje
खड़ी	stoji
लड़की	bejba
लड़की	punca
लड़की	deklica
लड़की	dekle
लड़की	punco
अपनाया	sprejeta
अपनाया	sprejet
अपनाया	sprejeto
हुसैन	hussain
भट्ट	peč
भट्ट	peči
सुख	užitki
सुख	užitke
सुख	užitkov
सुख	srečo
सुख	sreče
सुख	sreča
निहित	implicitne
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	zaupno
लॉस	los
आकर्षक	očarljivo
आकर्षक	očarljiv
आकर्षक	očarljiva
आकर्षक	privlačna
आकर्षक	privlačno
आकर्षक	privlačne
आकर्षक	privlačni
आकर्षक	privlačen
सवाल	vprašanje
सवाल	vprasanje
सवाल	vprašanja
संतुलन	ravnotežje
संतुलन	ravnovesje
संतुलन	tehtnica
संतुलन	bilanca
संतुलन	ravnotežje
संतुलन	ravnovesje
यमुना	yamuna
राष्ट्रों	narode
राष्ट्रों	narodi
राष्ट्रों	narodov
स्क्रीन	ekran
स्क्रीन	zaslon
पकड़	prijem
पकड़	stisk
पकड़	oprijem
पथ	pot
पथ	poti
पथ	poteh
शिक्षक	inštruktor
शिक्षक	vzgojitelje
शिक्षक	učiteljica
शिक्षक	učitelj
शिक्षक	učiteljev
शिक्षक	učitelji
शिक्षक	učiteljice
शिक्षक	učitelje
शिक्षक	profesorji
खाता	račun
खाता	računi
सहयोगी	kolegica
सहयोगी	sodelavec
सहयोगी	sodelavka
सहयोगी	sodelavec
सहयोगी	družabnik
नोट	opomba
नोट	opombe
नोट	opombi
नोट	zapiski
नीतियों	politik
नीतियों	police
नीतियों	politike
पेज	stran
पेज	strani
सजा	kazen
सजा	stavek
सजा	obsodba
सजा	kaznoval
सजा	kaznovati
सजा	kaznuje
सजा	kaznovanje
सजा	bičanje
सजा	odlikovan
सजा	kazen
सजा	kaznovanje
गिर	gir
गिर	padlo
गिर	jesen
गिर	padec
गिर	padel
अर्जित	vzgojila
अर्जित	vzgojen
अर्जित	vzgojena
अर्जित	postavljeno
अर्जित	zaslužil
अमर	nesmrtno
अमर	nesmrten
अमर	nesmrtna
अमर	nesmrtni
अमर	amar
खुला	odpri
खुला	odprto
चालक	vozniki
चालक	strojevodje
चालक	voznikov
वास्तुकला	arhitekta
वास्तुकला	arhitekt
वास्तुकला	arhitektura
वास्तुकला	arhitekturo
नकारात्मक	negativen
नकारात्मक	negativna
नकारात्मक	negativno
नकारात्मक	negativni
अंकित	posnet
अंकित	posneto
अंकित	zabeleži
अंकित	zabeleženo
वक्त	čas
वक्त	časa
समृद्ध	obogateni
समृद्ध	bogato
समृद्ध	bogati
समृद्ध	rich
समृद्ध	bogat
समृद्ध	bogata
इतालवी	italijanske
इतालवी	italijanski
इतालवी	italijansko
इतालवी	italijanska
इतालवी	italijan
निगरानी	spremljanje
निगरानी	nadziranje
निगरानी	nadzorovanje
निगरानी	nadzor
राजस्व	prihodek
राजस्व	prihodki
राजस्व	dohodki
बांग्ला	bengalsko
पटकथा	scenarij
बहादुर	bahadur
बहादुर	pogumna
बहादुर	pogumni
बहादुर	pogumen
बहादुर	hrabro
बहादुर	pogumno
व्यवस्थित	organiziranje
व्यवस्थित	organizirati
व्यवस्थित	organizirani
व्यवस्थित	organizirano
व्यवस्थित	organiziran
व्यवस्थित	organizirana
व्यवस्थित	organizirane
व्यवस्थित	sistematične
व्यवस्थित	sistematično
व्यवस्थित	sistematičnega
नेताओं	vodje
नेताओं	voditelji
गौरव	ponosa
गौरव	ponos
गौरव	počaščen
गौरव	počaščena
गौरव	veličastna
गौरव	veličasten
गौरव	veličastno
स्लैम	slam
डॉक्टर	zdravnikov
डॉक्टर	doktorji
डॉक्टर	zdravniki
डॉक्टर	zdravnike
डॉक्टर	zdravnik
डॉक्टर	zdravnika
डॉक्टर	zdravnica
डॉक्टर	doktor
ऑक्सीजन	kisika
ऑक्सीजन	kisik
टैग	označi
टैग	oznaka
टैग	značke
टैग	oznake
गणितीय	matematik
गणितीय	matematično
गणितीय	matematični
प्रदूषण	onesnaževanje
प्रदूषण	onesnaženje
रखकर	dajanje
जोड़ी	par
जोड़ी	para
जोड़ी	par
सबूत	dokazila
सबूत	dokazi
सबूत	dokaz
सबूत	dokaz
सबूत	dokazilo
सटीक	točen
सटीक	natančen
सटीक	natančni
सटीक	natančna
सटीक	natančno
सटीक	natančen
समाप्ति	zaključek
समाप्ति	dokončanje
समाप्ति	konec
समाप्ति	potek
उल्लंघन	kršitev
उल्लंघन	kršitev
उल्लंघन	vdor
व्यापारी	trgovec
व्यापारी	poslovnež
व्यापारी	trgovec
पूंजी	kapitala
पूंजी	prestolnica
पूंजी	kapital
मद्रास	madrasu
एजेंसी	agencija
एजेंसी	agencije
एजेंसी	agencij
पड़े	dvomim
पड़े	vprašljivo
इतिहासकार	zgodovinar
संगम	sotočje
चार्ट	graf
गरीब	bogi
गरीब	ubogi
गरीब	revni
गरीब	uboga
औषधि	zdravilo
औषधि	medicino
औषधि	medicina
औषधि	herb
औषधि	zelišča
औषधि	zeliščni
मांस	mesa
मांस	meso
मांस	mesni
प्रतिस्पर्धा	konkurenca
प्रतिस्पर्धा	tekmovanje
प्रतिस्पर्धा	natečaj
बिन्दु	dot
बिन्दु	piko
बिन्दु	pika
बिन्दु	točka
बिन्दु	point
बिन्दु	točko
पराजित	poražen
पराजित	premagani
पराजित	poraženi
पराजित	premagan
बहु	večkratno
बहु	večkratni
बहु	poli
कप्तान	stotnik
कप्तान	kapitan
जिब्राल्टर	gibraltarju
खूबसूरत	čudovita
खूबसूरत	prelepi
खूबसूरत	prelepe
खूबसूरत	lepi
खूबसूरत	lepe
खूबसूरत	lepa
संयंत्र	rastline
संयंत्र	rastlina
संयंत्र	obrat
शक्तियों	moči
शक्तियों	pooblastila
शक्तियों	powers
शक्तियों	pristojnosti
अकेले	sama
अकेले	sami
अकेले	sam
किशोर	mladoletni
किशोर	najstniki
अणु	delce
अणु	delci
अणु	molekularni
अणु	molekularno
अणु	atomov
अणु	atomi
अणु	molekule
अणु	atom
भीड़	množice
भीड़	množica
भीड़	gneča
ब्लू	modro
ब्लू	modre
ब्लू	modri
ब्लू	modra
ब्लू	blues
रिकॉर्डिंग	evidentiranje
रिकॉर्डिंग	zapisovanje
रिकॉर्डिंग	snemanje
क्रेडिट	zasluge
क्रेडिट	kreditne
क्रेडिट	kredit
क्रेडिट	kreditno
क्रेडिट	zasluge
क्रेडिट	kreditov
क्रेडिट	krediti
क्रेडिट	kredite
द्वीपसमूह	otočje
द्वीपसमूह	otočje
द्वीपसमूह	otoki
द्वीपसमूह	otoke
स्कोर	zadetek
स्कोर	rezultat
अवशेष	ostanki
अवशेष	ostanek
अवशेष	ostanki
अवशेष	ostanek
चेतावनी	opozorila
चेतावनी	opozorilo
चेतावनी	opozorila
परामर्श	svetovanje
परामर्श	posvet
परामर्श	posvetovanje
गोत्र	klan
दंड	kazen
दंड	kazni
दंड	kazni
दंड	sankcije
दंड	kazen
दंड	kaznovanje
हिट	zadetkov
हिट	zadetek
हिट	hit
हिट	udaril
प्रतिबंध	omejitve
प्रतिबंध	omejitev
प्रतिबंध	omejevanje
प्रतिबंध	omejitev
पढ़ाई	študija
पढ़ाई	raziskano
पढ़ाई	študiral
जैक	jack
पहाड़	gora
पहाड़	gorsko
पहाड़	gorski
पहाड़	planina
पहाड़	goro
बांध	jez
बांध	pomolu
बांध	pomol
क्रांतिकारी	revolucionarne
मठ	samostana
मठ	samostan
मठ	matha
आउट	ven
आउट	zunaj
संशोधित	revidirana
संशोधित	popravljeno
संशोधित	popravljeni
संशोधित	popravljena
संशोधित	spremenjena
संशोधित	spremenjen
संशोधित	spremenjene
संशोधित	spremenjeno
नौसेना	mornariška
नौसेना	mornariški
नौसेना	mornarice
नौसेना	mornarica
गिटार	kitara
गिटार	kitare
गिटार	kitaro
सहमति	privolitev
सहमति	soglasje
सहमति	dogovorjena
सहमति	dogovorjeni
सहमति	dogovorjeno
लोहे	železo
लोहे	železov
लोहे	železna
लोहे	železa
सूचित	obveščena
सूचित	obveščen
सूचित	obveščeni
सूचित	obvestite
सूचित	obvesti
कवर	kritje
कवर	zajema
कवर	prevleke
कवर	pokrovi
भय	strah
अस्थायी	prehodna
अस्थायी	prehodne
अस्थायी	prehodno
अस्थायी	prehodni
अस्थायी	začasni
अस्थायी	začasno
अस्थायी	začasna
अस्थायी	začasen
अस्थायी	začasni
अस्थायी	začasna
कमल	lotus
कमल	kamal
नागरिकों	meščani
नागरिकों	državljane
नागरिकों	državljani
नागरिकों	državljani
नागरिकों	civiliste
नागरिकों	civilisti
प्रमाणित	potrjeno
प्रमाणित	potrjeni
एसिड	kislina
एसिड	kisline
बुक	rezervirano
बुक	knjigo
बुक	knjiga
तीव्रता	intenzivnost
तीव्रता	svetilnost
अंगों	organe
अंगों	organi
अंगों	organih
हथियार	orožja
हथियार	orožje
हथियार	orožje
माप	ukrep
माप	merilo
माप	meritev
माप	meritve
माप	merjenje
माप	meritev
माप	meritve
थॉमस	thomas
थॉमस	tomaž
एडवर्ड	edvard
एडवर्ड	edward
कागज	papirja
कागज	papir
चुनौती	izziv
ओलम्पिक	olimpijski
ओलम्पिक	olympic
वसा	masti
वसा	maščobe
वसा	maščob
वसा	debel
वसा	maščob
वसा	maščobe
वसा	debela
वसा	maščoba
वसा	debeli
पाता	najde
कमजोर	šibki
कमजोर	šibak
कमजोर	šibek
कमजोर	šibka
कमजोर	šibko
नजर	očesu
नजर	eye
नजर	oko
असर	učinka
असर	učinek
असर	efekt
सीधा	naravnost
सीधा	ravne
सीधा	neposredni
सीधा	neposreden
सीधा	neposredna
सीधा	neposredne
सीधा	neposredno
भाषण	govor
सृष्टि	stvaritev
सृष्टि	ustanovitev
सृष्टि	ustvarjanje
ग्रीन	zeleno
ग्रीन	zelene
ग्रीन	green
ग्रीन	zeleni
ग्रीन	zelena
नामित	poimenovana
स्वस्थ	zdrave
स्वस्थ	zdrav
स्वस्थ	zdravi
भागीदारी	partnerstva
भागीदारी	partnerstvo
भागीदारी	partnerstvu
भागीदारी	vključenost
भागीदारी	udeležba
भागीदारी	udeležbo
भागीदारी	udeležbe
भागीदारी	sodelovanje
उद्योगों	industries
उद्योगों	podjetnik
स्टॉक	stalež
स्टॉक	zaloge
स्टॉक	zaloga
मर	mrtev
यात्रियों	potnike
यात्रियों	potniki
गहरी	globoka
गहरी	globoko
गहरी	globok
लिंक्स	povezave
लिंक्स	ris
विस्फोट	eksplozija
विस्फोट	eksplozije
विस्फोट	eksplozijo
विस्फोट	eksplozij
विस्फोट	eksplozije
जावा	java
नक्शा	zemljevid
हॉकी	hokej
हॉकी	hockey
सोडियम	natrijev
सोडियम	natrija
सोडियम	natrij
बिल्कुल	absolutno
घास	trati
घास	trato
घास	trate
घास	trava
घास	trave
घास	travo
पाये	najdeno
पाये	najdeni
पाये	najdena
पाये	najden
नामांकित	nominiranci
नामांकित	vpisali
नामांकित	vpisal
नामांकित	vpisan
नामांकित	vključenih
कथन	izjave
कथन	izjavi
कथन	izjavo
कथन	navedba
कथन	izjava
भरे	napolnjena
भरे	napolnjen
भरे	napolnjeno
ज्वालामुखी	vulkan
ज्वालामुखी	vulkani
बैंकों	banks
बैंकों	bankam
बैंकों	bankah
बैंकों	bankami
बैंकों	banke
सुल्तान	sultan
कारकों	faktorji
कारकों	dejavniki
सिविल	civilno
सिविल	civilna
सिविल	civilne
शेर	levi
शेर	leve
शेर	levu
शेर	leva
शेर	lev
शेर	sher
प्रतिदिन	vsakdanji
प्रतिदिन	vsakdanja
प्रतिदिन	vsakodnevno
प्रतिदिन	dnevno
प्रतिदिन	dnevna
प्रतिदिन	dnevni
बैंकिंग	bančni
बैंकिंग	bančništvo
असामान्य	nenavaden
असामान्य	nenavadna
असामान्य	neobičajno
असामान्य	nenavadno
असामान्य	nenavadne
असामान्य	nenormalno
कमरे	sobe
कमरे	sob
कमरे	sobo
कमरे	soba
कमरे	sobi
मंत्र	mantra
स्वाद	okus
स्वाद	okusi
स्वाद	okus
चित्रकार	slikarjev
चित्रकार	slikar
विद्यार्थी	dijaki
विद्यार्थी	študentje
विद्यार्थी	študenti
विद्यार्थी	študente
विद्यार्थी	učenci
विद्यार्थी	dijak
विद्यार्थी	študent
विद्यार्थी	učenec
विद्यार्थी	študentka
विद्यार्थी	učenka
पेय	pijačo
पेय	pij
पेय	pijača
पेय	pijače
पेय	pijač
पेय	pijačo
पेय	pijače
पेय	pijača
अनुक्रम	naročila
अनुक्रम	naroči
अनुक्रम	red
अनुक्रम	naročilo
अनुक्रम	zaporedje
चक	chuck
चक	chucka
पत्रकारिता	novinarstvo
माध्यमिक	sekundarno
माध्यमिक	sekundarne
माध्यमिक	sekundarni
माध्यमिक	sekundarna
खगोलीय	astronomski
गौतम	gavtama
तार	žica
तार	žico
तार	žice
तार	strune
तार	nizi
तार	vrvice
पृथक	osamljen
पृथक	izolirana
पृथक	izoliranih
पृथक	izolirane
पृथक	izolirano
पृथक	ločena
पृथक	ločeni
पृथक	ločeno
ओम	ohm
अचानक	nenadoma
अचानक	naenkrat
अचानक	nenadna
अचानक	nenaden
अचानक	nenadno
संसदीय	parlamentarna
संसदीय	parlamentarno
संसदीय	parlamentarni
डर	strah
डर	prestrašen
डर	prestrašeno
करियर	kariera
करियर	kariere
करियर	kariero
करियर	kariera
करियर	kariere
शुक्र	fri
शुक्र	venera
जानवर	zver
जानवर	zveri
जानवर	živali
जानवर	živalsko
जानवर	živalska
जानवर	žival
जानवर	živali
आना	ane
आना	ano
आना	ana
चेहरे	obraze
चेहरे	obrazi
चेहरे	obraz
चेहरे	obraza
चेहरे	face
अंग्रेज	angleža
अंग्रेज	anglež
अंग्रेज	angleško
अंग्रेज	angleščina
अंग्रेज	angleži
अंग्रेज	angleški
चिन्ह	simboli
चिन्ह	simbole
चरम	skrajna
चरम	skrajno
चरम	skrajni
चरम	ekstremno
केन्द्रित	osredotočen
केन्द्रित	osredotočena
केन्द्रित	osredotočen
केन्द्रित	osredotočeno
निर्यात	izvoz
निर्यात	izvozi
निर्यात	izvoz
भूकंप	potres
भूकंप	potres
भूकंप	potresi
स्मिथ	smith
दायित्व	obveznost
दायित्व	obveznosti
दायित्व	obveza
गाड़ी	car
गाड़ी	avto
गाड़ी	avtomobil
हिंसा	nasilje
भर्ती	zaposlovanja
भर्ती	zaposlitev
भर्ती	zaposlovanje
भर्ती	zaposli
भर्ती	najem
स्तंभ	stolpec
स्तंभ	kolona
स्तंभ	stolpca
स्तंभ	stolpci
स्तंभ	stebri
