warren	vorens
dionisie	dionīsijs
urata	neglīts
vecinătate	apkārtne
vecinătate	kaimiņvalstis
vecinătate	kaimiņattiecību
vecinătate	kaimiņi
vizual	vizuāli
vizual	redzes
vizual	vizuālā
fanii	fani
fanii	faniem
fanii	līdzjutējiem
fanii	ventilatori
prevenirea	profilakse
prevenirea	profilaksei
prevenirea	novēršana
mecanism	mehānisms
extraordinar	milzīgo
extraordinar	milzīgs
extraordinar	ārkārtas
talie	vidukļa
distribuite	dalīta
distribuite	kopīga
distribuite	koplietošanas
distribuite	kopīgs
distribuite	kopīgas
distribuite	izplata
distribuite	izplatīts
amor	amor
ace	ake
ace	ace
dracula	drakula
bonus	bonus
bonus	bonusu
justificarea	attaisnojums
justificarea	pamatojums
restaurat	atjaunota
restaurat	atjaunotas
restaurat	atjaunots
trădare	nodevība
trădare	nodevība
trădare	nodevību
trădare	nodevība
scrieți	rakstīt
scrieți	rakstiet
beck	beck
corespondență	sarakste
corespondență	sarakstes
adaptarea	pielāgo
adaptarea	pielāgošanās
adaptarea	pielāgošana
mann	mann
rară	reti
rară	retas
caldă	silti
caldă	silts
yves	yves
cosmic	kosmiskā
exilat	izsūtīts
exilat	izraidīti
iubește	mīl
semințe	sēklas
semințe	sēklu
semințe	sēklas
constituționale	konstitucionālais
constituționale	satversmes
constituționale	konstitucionālā
constituționale	konstitucionālās
ponta	ponta
demonstra	demonstrēt
demonstra	pierādīt
lajos	lajošs
grecilor	grieķi
profundă	dziļu
intelectuală	intelektuālais
intelectuală	intelektuālā
adiacente	blakus
bond	obligācija
bond	obligācijas
subsol	pagrabu
subsol	pagrabs
subsol	pagrabā
cupă	kauss
generează	ģenerē
generează	ģenerēt
ram	ram
knight	zirdziņš
pâine	maize
rădăcinile	saknes
editorul	redaktors
nikita	ņikita
aquila	aquila
malcolm	malcolm
trento	trento
gerard	džerards
apreciată	novērtēts
instanță	tiesa
instanță	palāta
eng}}	eng}}
ghidul	rokasgrāmata
ghidul	ceļvedis
transportat	transportē
transportat	transportēts
transportat	pārvadāti
salvarea	pestīšanas
salvarea	taupīšanas
salvarea	ekonomija
salvarea	saglabāšana
exteriorul	ārējais
exteriorul	ārējā
exteriorul	ārpuses
exteriorul	ārējie
duncan	dankans
legume	dārzeņu
legume	dārzeņi
conflictele	konflikti
etiopia	etiopija
rex	rex
polul	polis
polul	pole
delhi	deli
destinul	likteni
destinul	liktenis
destinul	likteņa
simptome	simptomi
helen	helēna
lille	lilles
baku	baku
teoretică	teorētiskā
teoretică	teorētisko
teoretică	teorētiska
teoretică	teorētiski
teoretică	teorētiskais
prestigiu	prestige
clasificat	klasificēti
clasificat	klasificētas
clasificat	klasificēta
clasificat	klasificēts
potasiu	kālija
potasiu	kāliju
avantajul	priekšrocība
avantajul	priekšrocības
periodice	periodiskas
periodice	periodiski
periodice	periodiska
periodice	periodisku
armstrong	ārmstrongs
telecomunicații	telekomunikācijas
telecomunicații	telekomunikāciju
telecomunicații	telekomunikācijām
telecomunicații	telekomunikācijas
telecomunicații	telekomunikāciju
caucaz	kaukāza
browser	pārlūka
marseille	marseļas
aburi	tvaika
aburi	tvaiku
nor	mākoņi
nor	mākoņu
nor	mākonis
cicindela	cicindela
cantoane	kantoni
geologic	ģeoloģiska
geologic	ģeoloģisko
geologic	ģeoloģiskā
hussein	hussein
client	klients
client	klientu
client	klienti
client	klients
client	klientu
client	klienta
creând	radot
creând	radīšana
olimpiada	olimpiāde
olimpiada	olimpiāde
gregory	gregorijs
omega	omega
închiderea	slēgšanas
închiderea	slēgšanu
închiderea	aizvēršana
închiderea	slēgšana
realizând	saprotot
realizând	uzzina
realizând	saprotot
fibre	šķiedras
fibre	šķiedrām
fibre	šķiedru
fibre	šķiedra
fibre	fiber
fibre	šķiedras
fibre	šķiedra
fibre	šķiedras
fibre	šķiedrvielu
fibre	šķiedru
gekkonidae	gekkonidae
reia	atsākt
reia	atsāk
ritmul	ritms
ritmul	ritmā
comisar	komisārs
relevante	attiecīgais
virus	vīrusu
virus	vīrusa
virus	vīrusam
virus	vīruss
calciu	kalcija
calciu	kalcijs
luptători	cīnītāji
vizitatori	apmeklētājiem
vizitatori	apmeklētāji
vizitatori	ciemiņi
descriu	aprakstīt
descriu	raksturot
descriu	apraksta
croată	horvātijas
croată	horvātu
aripile	spārni
aripile	spārnus
dor	dor
dor	ilgojas
dor	ilgas
dor	garām
dor	pietrūkst
dor	miss
dor	jaunkundze
existentă	esošie
existentă	esošo
existentă	esošā
existentă	esošās
devil	velns
savant	zinātnieks
unsprezece	vienpadsmit
sep	sep
bombe	bumbas
martor	liecinieku
martor	liecinieks
fondatori	dibinātāji
atletism	vieglatlētika
atletism	vieglatlētikas
individuală	individuāla
individuală	individuālā
individuală	individuāli
cutremurul	zemestrīces
cutremurul	zemestrīce
sculptura	skulptūru
sculptura	tēlniecību
impresionat	sajūsmā
lothar	lotārs
locația	vieta
locația	novietojums
celulă	šūna
decisivă	izšķiroša
decisivă	izšķirošā
decisivă	izšķirošs
decisivă	izšķirošais
kazan	kazaņas
vegetale	dārzeņu
îmbrăcăminte	apģērbi
îmbrăcăminte	apģērbs
qui	qui
hoarda	orda
explozie	sprādziens
consumă	patērēt
consumă	patērē
piotr	piotr
însărcinată	grūtniecība
însărcinată	stāvoklī
cristal	kristāla
cristal	kristālu
concurat	sacentās
concurat	konkurēja
prețioase	vērtīgi
prețioase	vērtīgs
prețioase	dārgums
referendum	referendums
referendum	referendumā
jung	jungs
umor	humors
umor	humoru
umor	humors
greg	gregs
quebec	kvebekā
ravenna	ravennas
argumentul	arguments
interesați	ieinteresēts
interesați	interesē
interesați	interesenti
interesați	ieinteresēti
interesați	ieinteresēta
bundesliga	bundeslīgas
criminal	noziedzīgu
criminal	noziedznieks
criminal	slepkava
criminal	slepkava
restaurată	atjaunota
restaurată	atjaunotas
restaurată	atjaunots
orizont	horizonta
probă	izlase
probă	paraugs
contesa	grāfiene
triunghi	trīsstūra
pesta	kaitēkļu
controlate	kontrolētā
controlate	kontrolēta
controlate	kontrolēts
controlate	kontrolē
controlate	kontrolēti
uite	ieskaties
uite	izskaties
uite	skaties
uite	skatiens
compact	kompakts
nicola	nicola
pink	rozā
progresiv	progresīvi
progresiv	progresīva
progresiv	pakāpeniska
baltică	baltic
baltică	baltijas
popoarele	tautas
popoarele	tautām
popoarele	tautu
băi	pirtis
finalizarea	pabeigšana
finalizarea	pabeigšanas
cărbune	akmeņogles
cărbune	ogles
cărbune	ogle
cărbune	kokogles
cărbune	ogles
cabinet	kabinets
cabinet	skapis
reținut	aizturēti
reținut	aizturēts
valuri	viļņi
legislativă	likumdošanas
happy	priecīgs
happy	laimīga
happy	laimīgs
amenințat	draudēja
amenințat	apdraudēti
amenințat	apdraudēts
amenințat	apdraudēta
bari	bari
eugène	ežēns
separă	atdala
separă	atsevišķu
separă	atsevišķs
separă	atsevišķie
separă	atsevišķa
separă	atsevišķi
descoperire	sasniegums
descoperire	atklājums
descoperire	atradums
descoperire	atklāšana
emily	emīlija
esențială	būtiska
esențială	būtiski
esențială	būtisks
esențială	būtiskas
gât	rīkles
gât	rīklē
gât	kakls
gât	kakla
foster	veicinātu
amatori	amatieri
amatori	amatieru
balet	baleta
neoficial	neoficiālā
neoficial	neoficiāla
neoficial	neoficiāls
fondatorii	dibinātāji
vaucluse	voklīza
