максимилијан	maximilian
проценки	bedömningar
проценки	uppskattningar
проценки	utvärderingar
марина	marina
интелектуална	intellektuellt
интелектуална	intellektuell
интелектуална	intellektuella
катастрофа	katastrof
катастрофа	katastrofen
катастрофа	katastrofer
катастрофа	katastrof
напаѓаат	anfaller
напаѓаат	attackera
напаѓаат	attackerar
овозможувајќи	möjliggöra
наведените	ovanstående
наведените	ovan
наведените	ovanför
тед	ted
индустрии	branscher
индустрии	industrier
пери	perry
убави	vackra
убави	vacker
убави	vackert
константинов	konstantinov
козјак	kozjak
терористите	terrorister
призна	erkänt
призна	erkände
призна	bekände
призна	medgett
призна	medgav
заработка	vinst
заработка	tjäna
заработка	tjänar
заработка	intäkter
хем	hamm
хем	skinka
хем	ham
пиј	dryck
пиј	drick
пиј	dricker
пиј	supa
пиј	dricka
версај	versailles
прост	prost
оценување	utvärdering
оценување	bedömning
оценување	utvärdera
долини	dalarna
долини	dalar
сузан	suzanne
сузан	susanne
сузан	susan
сели	sally
третини	tredjedelar
монетарен	monetär
монетарен	monetära
мед	älskling
мед	honung
јунак	hjälten
јунак	hero
јунак	hjälte
автобуси	bussar
мексикански	mexikansk
мексикански	mexikanska
мексикански	mexikanskt
изненадување	överraskad
изненадување	överraskning
изненадување	överraska
дизајни	mönster
дизајни	konstruktioner
дизајни	designar
миранда	miranda
патка	anka
патка	duck
ема	emma
застапеност	representation
застапеност	representationen
хомер	homer
маја	maia
маја	maya
маја	maja
окленд	auckland
стипендија	stipendium
стипендија	stipendiet
маски	förklädnader
маски	masker
екстремитети	lemmar
екстремитети	extremiteter
екстремитети	extremiteter
седми	sjunde
седми	seventh
формална	formella
формална	formell
формална	formellt
часовници	klockor
часовници	klockor
тркала	hjul
тркала	kärra
тркала	hjulen
бохемија	böhmen
победува	vinner
победува	vinster
победува	segrar
оптика	optik
магнетни	magnetiskt
магнетни	magnetiska
магнетни	magnetisk
кантон	canton
раководење	management
раководење	ledning
раководење	hantering
раководење	förvaltning
случајна	slumpmässiga
случајна	random
случајна	slumpmässigt
случајна	slumpvis
случајна	slumpmässig
опиша	beskrev
опиша	beskrivet
опиша	beskrivna
опиша	beskrivs
апсолутно	absolut
студена	kallt
студена	förkylning
студена	kall
студена	cold
студена	kyla
забранета	förbjudna
забранета	förbjuden
забранета	förbjudet
забранета	förbjudna
забранета	förbjuden
забранета	förbjudet
забранета	förbjudna
забранета	förbjuden
забранета	förbjudet
забранета	spärrad
афро	afro
доброволци	frivilliga
доброволци	volontärer
активист	aktivist
погубен	avrättade
погубен	avrättades
погубен	utförd
погубен	avrättad
терминологија	terminologin
терминологија	terminologi
нуклеарно	nukleära
нуклеарно	kärnkraft
нуклеарно	kärnvapen
нуклеарно	nukleär
нуклеарно	kärnenergi
вулкани	vulkaner
данте	dante
управител	guvernören
управител	guvernör
едвардс	edwards
братислава	bratislava
кристоф	christophe
кристоф	christoph
практични	praktiskt
практични	praktisk
практични	praktiska
глазгов	glasgow
истакнато	belyst
истакнато	betonade
истакнато	markerade
истакнато	markerad
истакнато	markerat
истакнато	visade
истакнато	utvalda
истакнато	utvalt
референци	hänvisningar
референци	referenser
кент	kent
отпорност	uthålliga
отпорност	uthållighet
отпорност	motstånd
отпорност	motståndskraft
отпорност	resistens
отпорност	motståndsrörelsen
отпорност	beständighet
отпорност	motståndskraft
рода	roda
мајорка	mallorca
мајорка	mallorca
хејс	hays
хејс	hayes
невработеноста	arbetslösheten
невработеноста	arbetslöshet
квалификува	kvalificera
квалификува	kvalificerar
квалификува	kvalificerar
илустрација	illustration
аферата	affär
тесни	smalt
тесни	smala
тесни	smal
вртење	spinning
вртење	snurra
вртење	snurrar
вртење	snurra
вртење	spin
карактери	tecken
карактери	figurer
карактери	karaktärer
љубомир	ljubomir
прстите	fingrar
прстите	fingrarna
царства	riken
моќна	kraftfull
моќна	mäktiga
моќна	mäktig
моќна	mäktigt
моќна	potenta
моќна	potent
белешка	not
белешка	observera
белешка	obs
белешка	anteckning
белешка	anmärkning
стекнување	förvärvar
стекнување	förvärva
стекнување	införskaffa
ниче	nietzsche
неуспешни	misslyckad
ганди	gandhi
патниците	pendlare
предизвикан	utmanade
бастон	bastogne
литературна	litterär
литературна	litterära
долар	dollar
долар	dollarn
секстант	sextant
тувалу	tuvalu
атентати	lönnmord
седница	session
седница	sessionen
пронаоѓање	finna
пронаоѓање	hitta
задачите	arbetsuppgifter
задачите	uppgifter
полицајци	cops
полицајци	poliser
полицајци	polismän
полицајци	poliser
полицајци	officerare
земање	tagande
земање	tar
водеше	sprang
водеше	kördes
водеше	leddes
водеше	ledde
водеше	led
водеше	ledda
комунист	kommunistiska
комунист	kommunist
комунист	kommunistisk
повика	uppmanar
повика	ringde
повика	ringt
повика	kallas
повика	kallad
грубо	tufft
грубо	grov
грубо	tuff
анкара	ankara
мареј	murray
кривични	kriminella
кривични	kriminell
кривични	brottslig
кривични	brottsling
кривични	brottmål
хелен	helen
скендербег	skanderbeg
електро	elektro
повелба	stadga
повелба	charter
повелба	stadgan
крум	krum
добивањето	mottagande
генетика	genetik
точната	exakta
точната	exakt
претходен	föregående
претходен	tidigare
анимиран	animerade
инчи	tum
сајтови	platser
сајтови	webbplatser
сребрена	silver
београд	beograd
таџикистан	tadzjikistan
погледнете	beskåda
погледнете	skåda
покровителство	regi
социјалистички	socialistisk
социјалистички	socialistiska
социјалистички	socialist
социјалистички	socialdemokratiska
социјалистички	socialdemokrat
рамо	axeln
рамо	skuldra
рамо	axel
рамо	bog
рекламирање	annonsera
рекламирање	reklam
рекламирање	annonsering
алјаска	alaska
жлезда	körtel
жлезда	körtlar
скорпија	scorpio
скорпија	skorpion
бактериите	bakterier
цвет	blomma
цвет	blomman
селтик	keltiska
премини	korsningar
премини	gångar
семјуел	samuel
демонстрации	demonstration
демонстрации	demonstrationerna
демонстрации	demonstrationer
ахил	akilles
монаси	munkarna
монаси	munkar
доволен	tillräckliga
доволен	tillräcklig
доволен	tillräckligt
сојузник	allierade
сојузник	bundsförvant
сојузник	allierad
сојузник	ally
дождови	regnar
хардвер	hardware
хардвер	hårdvara
хардвер	maskinvara
несогласувања	meningsskiljaktigheter
несогласувања	oenighet
факто	facto
штетни	skadliga
штетни	skadlig
штетни	skadligt
штетни	skadliga
штетни	skadligt
ладење	kylning
ладење	kyla
ладење	nedkylning
остар	skarp
остар	sharp
остар	vassa
остар	skarpa
остар	skarpt
федерални	federal
федерални	federalt
федерални	federala
руралните	landsbygd
руралните	landsbygdens
погребот	begravningen
погребот	begravning
пронајдоци	uppfinningar
натприродни	övernaturlig
натприродни	övernaturliga
моли	molly
мтв	mtv
покрив	taket
покрив	tak
чудо	mirakel
отсуството	avsaknad
отсуството	frånvaro
рајт	wright
матка	livmodern
матка	livmoder
матка	sköte
матка	livmodern
матка	livmoder
матка	matka
хрвати	kroater
бунтовниците	rebeller
бунтовниците	rebellerna
топологија	topologi
сличност	likriktning
сличност	likhet
сличност	likheten
сличност	likheter
сличност	likheterna
сличност	likhet
сличност	likheter
влажни	fuktig
влажни	fuktigt
влажни	fukt
влажни	fuktiga
влажни	fuktigt
влажни	fuktiga
влажни	blöt
влажни	blöta
влажни	våt
влажни	vått
влажни	blött
прецизност	noggrannhet
прецизност	precision
прецизност	noggrannhet
прецизност	exakthet
прецизност	riktighet
прецизност	precision
лама	lama
лама	lama
автобиографија	självbiografi
муслиманско	muslimskt
муслиманско	muslim
муслиманско	muslimer
муслиманско	muslimska
муслиманско	muslimsk
лувр	louvren
шведскиот	svenskt
шведскиот	svensk
шведскиот	svenska
страст	passion
страст	sugen
словачки	slovakiska
срцева	hjärtat
споредено	jämförde
споредено	jämfört
величини	storlekar
муниција	ammunition
муниција	ammunition
муниција	ammunition
муниција	krigsmateriel
надминат	överträffa
надминат	överstiga
надминат	överskrider
надминат	överskrida
надминат	övervinna
зраците	strålar
професионалци	yrkesutövare
професионалци	professionella
професионалци	yrkesmän
професионалци	proffs
професионалци	yrkesverksamma
професионалци	proffsen
професионалци	proffs
функционални	fungerande
функционални	fungerande
функционални	funktionella
функционални	funktionell
функционални	funktionellt
размножуваат	avla
конфигурација	konfiguration
конфигурација	inställning
дует	duett
првичните	ursprungligt
првичните	initial
првичните	ursprunglig
првичните	inledande
територијални	territoriellt
територијални	territoriella
територијални	territoriell
кораб	korab
бремена	dräktiga
бремена	gravida
бремена	gravid
тирана	tirana
сериозен	seriös
сериозен	seriöst
сериозен	allvarliga
сериозен	allvarlig
сериозен	allvarligt
точките	prickar
точките	punkter
испит	examen
хорор	fasa
хорор	skräck
зрелост	mognad
зрелост	löptid
зрелост	förfaller
тенка	tunna
тенка	tunn
тенка	tunt
тенка	smal
древни	uråldrig
древни	forntida
древни	antikens
мајсен	meissen
хемијата	kemi
романтична	romantiskt
романтична	romantisk
романтична	romantiska
лео	leos
лео	leo
прогласувањето	förklarar
прогласувањето	deklarera
мулти	multi
мирно	stadig
мирно	stadigt
мирно	fridfullt
мирно	fredlig
мирно	fredligt
мирно	fridfull
мирно	fredliga
цивили	civila
планинарски	bergsklättring
желби	önskemål
желби	önskar
желби	önskningar
желби	begär
утврден	fastställd
утврден	etablerade
утврден	inrättad
утврден	etablerad
утврден	etablerat
мат	matt
мат	matte
мат	mattan
мат	matta
алтернативна	suppleant
алтернативна	alternativt
алтернативна	alternativa
насилно	våldsamt
насилно	våldsamt
насилно	våldsam
насилно	våldsamma
насилно	kraftfullt
свињи	grisar
свињи	svin
анимирани	animerade
корелација	samband
корелација	korrelation
формација	bildande
формација	formation
формација	bildning
опус	opus
ловец	hunter
ловец	jägare
славни	kändisar
нибали	nibali
бауцен	bautzen
екрани	skärmar
