மற்றும்	और
மறையும்	छुपा
வாசுகி	वासुकी
அருமை	शानदार
அருமை	superb
அருமை	नाइस
அருமை	nice
மகனே	बेटा
மகனே	लाडला
மகனே	सोन
மகனே	पुत्र
மகனே	बेटे
சுகுமாரன்	सुकुमारन
தலையீடு	हस्तक्षेप
கரிய	गहरा
குழப்பங்கள்	विरोध
குழப்பங்கள்	संघर्ष
குழப்பங்கள்	विरोध
விருப்பப்படி	अनुकूलित
விருப்பப்படி	मनपसंद
விருப்பப்படி	कस्टम
சிறீதரன்	श्रीधरन
உள்ளடக்கங்கள்	विषयवस्तु
உள்ளடக்கங்கள்	सामग्री
இரக்கம்	करूणा
இரக்கம்	सहानुभूति
வானவில்	इंद्रधनुष
வானவில்	सतरंगी
வானவில்	इन्द्रधनुष
வானவில்	रेनबो
ஓசியானியா	ओशिनिया
ஓசியானியா	महासागरीय
மீனா	मीणा
கிரோன்	crohn
யாங்	यांग
எட்வார்ட்	एडवर्ड
நகை	ज्वेल
நகை	गहना
நகை	आभूषण
கமிஷன்	कमीशन
கமிஷன்	आयोग
ஆலோசனைகள்	सुझाव
சொந்தம்	अपनी
சொந்தம்	खुद
சொந்தம்	स्वयं
சொந்தம்	अपने
சொந்தம்	अपना
தொடும்	छु
பாலன்	बालन
ஆரோக்கியம்	सेहत
ஆரோக்கியம்	स्वास्थ्य
ருத்ர	रूद्र
ருத்ர	रुद्र
ருத்ர	rudra
பாஸ்பரஸ்	फास्फोरस
பாஸ்பரஸ்	फॉस्फोरस
அம்பானி	अंबानी
அம்பானி	अम्बानी
மாறிகள்	चर
மாறிகள்	परिवर्तनशील
மாறிகள்	परिवर्तनीय
மாறிகள்	चर
மாறிகள்	परिवर्तनीय
திலகர்	तिलक
திலகர்	tilak
நுண்ணோக்கி	सूक्ष्मदर्शी
ஐசக்	इसहाक़
வாழ்வது	सजीव
வாழ்வது	जीना
வெற்றிபெற்று	जीता
வெற்றிபெற்று	जीते
வெற்றிபெற்று	जीती
ஓவல்	ओवल
சலாம்	सलाम
மேலாளராக	प्रबंधक
மேலாளராக	मैनेजर
சலுகை	ऑफर
சலுகை	प्रस्ताव
ரசாயன	रसायन
ரசாயன	केमिकल
ரசாயன	रासायनिक
ஸ்வீடன்	स्वीडिश
ஸ்வீடன்	स्वीडन
ரிஷி	ऋषि
லாக்	लॉक
லாக்	ताला
லாக்	लॉग
லாக்	log
கரோலினா	कैरोलिना
பாஜக	बीजेपी
பாஜக	भाजपा
பாஜக	bjp
பார்பரா	बारबरा
செலுத்தப்பட்டது	सशुल्क
அந்தோனியார்	एंथनी
அந்தோனியார்	एंथोनी
ஸ்டாக்ஹோம்	स्टॉकहोम
புரூணை	ब्रुनेई
பள்ளிக்கூடம்	विद्यालय
பள்ளிக்கூடம்	school
பள்ளிக்கூடம்	स्कूल
ஸ்கோடா	skoda
ஸ்கோடா	स्कोडा
ஸ்கோடா	स्कोडा
வர்ணம்	चित्रित
வர்ணம்	रंजक
ரோஜாக்கள்	गुलाब
மாட்	मैट
சொத்துகள்	संपत्ति
சொத்துகள்	एसेट
சக்	चक
பூரி	puri
பூரி	पुरी
டொனால்ட்	डोनाल्ड
டிரைவ்	ड्राइव
ஒதுக்கப்பட்டது	आरक्षित
ஒதுக்கப்பட்டது	सुरक्षित
பத்மநாபன்	पद्मनाभन
பேட்ரிக்	पैट्रिक
பாடுகிறார்	गाती
பாடுகிறார்	गाना
பாடுகிறார்	गायकों
பாடுகிறார்	गायन
போயர்	बोअर
பிரிக்ஸ்	ब्राजील
பிரிக்ஸ்	ब्रिक्स
ஒப்பனை	श्रृंगार
ஒப்பனை	श्रंगार
ஒப்பனை	मेकअप
ஒப்பனை	कॉस्मेटिक
ஒப்பனை	कॉस्मेटिक्स
டெண்டுல்கர்	तेंडुलकर
டெண்டுல்கர்	तेंदुलकर
துரோணர்	द्रोणाचार्य
துரோணர்	द्रोण
தாமிரம்	ताँबा
தாமிரம்	ताम्र
தாமிரம்	तांबा
தாமிரம்	कॉपर
தாமிரம்	तांबे
கவனத்திற்கு	fyi
கவனத்திற்கு	ध्यान
ஆந்தை	उल्लू
துக்ளக்	तुगलक
பிரபலங்கள்	हस्तियाँ
ஜூலியா	जूलिया
நீளமாக	चिपचिपा
நீளமாக	स्टिकी
நிணநீர்	लसीका
குச்சி	छड़ी
குச்சி	स्टिक
இனக்குழு	नस्ल
பக்கவாட்டில்	बगलों
டாமன்	डैमन
கொன்றார்	मारे
இருத்தலியல்	अस्तित्व
கிரியோல்	क्रियोल
காளான்	मशरूम
போதைப்பொருள்	ड्रग
இடித்து	क्रैश
மதங்கள்	धर्म
மதங்கள்	धर्मों
ஓடுகள்	टाइलें
ஓடுகள்	टाइल
டெர்	der
ரம்யா	रम्या
ஃபோர்ப்ஸ்	फोर्ब्स
இயக்கிகள்	चालक
இயக்கிகள்	ड्राइवर
பிலடெல்பியா	फिलाडेल्फिया
ஜெயின்	jain
ஜெயின்	जैन
வாணி	वाणी
இரங்கல்	संवेदना
கடிகாரங்கள்	घड़ियाँ
ராஸ்	रॉस
எலுமிச்சை	नींबू
எலுமிச்சை	नीबू
எலுமிச்சை	लाइम
கோத்திரம்	गोत्र
மனிதனும்	आत्मा
ரீட்	रीड
ஆனந்தம்	खुशी
ஆனந்தம்	जॉय
ஆனந்தம்	आनन्द
மார்க்கம்	मजहब
மார்க்கம்	धर्म
காய்கறி	सब्जी
காய்கறி	सब्ज़ी
இராமலிங்கம்	रामालिंगम
முதிர்ச்சி	परिपक्वता
ஷேன்	शेन
சிட்ரிக்	साइट्रिक
குறும்படம்	थंबनेल
குறும்படம்	चिह्न
குறும்படம்	आइकन
குறும்படம்	प्रतीक
சோனியா	सोनिया
நீரியல்	जलविज्ञान
இலைகளை	पत्तो
இலைகளை	पत्ते
அசுரன்	राक्षस
அசுரன்	दैत्य
அசுரன்	दानव
கிளாரா	क्लारा
தேவாலயத்தில்	विटोरियो
நிழலில்	छाया
நிழலில்	शेड
அரி	अरी
செயல்படுத்துகிறது	प्रोसेसिंग
செயல்படுத்துகிறது	प्रसंस्करण
சளி	कोल्ड
சளி	ठंड
சளி	सर्दी
சளி	ठंडा
சளி	जुकाम
கொடூரமான	क्रूर
கொடூரமான	बेदर्द
கொடூரமான	क्रूर
முசோலினி	मुसोलिनी
தூதுவர்	राजदूत
தூதுவர்	दूत
செக்ஸ்	सेक्स
செக்ஸ்	मैथुन
செக்ஸ்	sex
பாலினம்	लिंग
கைபேசி	कक्ष
கைபேசி	सेल
கைபேசி	कोशिका
கைபேசி	मोबाइल
கைபேசி	मोबाईल
காலாண்டு	त्रैमासिक
காலாண்டு	क्वार्टर
புலங்கள்	फ़ील्ड्स
புலங்கள்	फील्ड्स
புலங்கள்	फ़ील्ड
அன்னிய	विदेश
அன்னிய	विदेशी
சாஸ்திரம்	शास्त्र
பண்டிட்	पंडित
பண்டிட்	पण्डित
வெங்கடேஷ்	वेंकटेश
ஏறு	चढ़ाई
மரபை	विरासत
புகலிடம்	शरण
இம்ரான்	इमरान
எண்ணங்களை	विचार
மடிப்பு	रैप
அளவுகோல்	पैमाना
அளவுகோல்	मापक
அளவுகோல்	स्केल
புதுப்பிக்கத்தக்க	बेदर्दी
கதா	katha
கதா	कथा
நகர்வுகள்	चाल
நகர்வுகள்	moves
நகர்வுகள்	चालें
ஹெக்டர்	हेक्टर
மாயன்	mayan
வெண்கல	कांस्य
குணப்படுத்த	इलाज
குணப்படுத்த	इलाज़
மஸ்ஜித்	masjid
ரோல்	रोल
ரோல்	पंजी
ரோல்	फेंकें
ஆல்பங்கள்	एलबम
ஆல்பங்கள்	एल्बम
கெல்லி	केली
கோபால	गोपाल
பாக்கியம்	धन्य
சிறகு	पंखों
சிறகு	पंख
சிறகு	विंग्स
பட்டாணி	मटर
பட்டாணி	मटर
சர்ச்சில்	चर्चिल
அங்கீகரிக்கப்பட்டது	अनुमोदित
அங்கீகரிக்கப்பட்டது	स्वीकृत
ஆற்றலும்	ऊर्जा
ஆற்றலும்	उर्जा
கூட்டுக்	संयोजित
கூட்டுக்	संयुक्त
ஆக்கி	प्रोसेसर
நிபுணத்துவம்	विशेषज्ञता
கற்பு	ब्रह्मचर्य
கற்பு	शुद्धता
பாம்பன்	पंबन
ஈடன்	ईडन
கொன்றது	मारे
அதிகபட்சம்	अधिकतम
அதிகபட்சம்	अधिकतम
அம்பாலா	अम्बा
அம்பாலா	अम्बाला
கிட்	git
கிட்	किट
கிட்	kit
செய்தியாளர்	प्रेस
செய்தியாளர்	दबाएँ
செய்தியாளர்	दबाएं
செய்தியாளர்	दबायें
செய்தியாளர்	रिपोर्टर
வகுத்தது	प्रशस्त
சிப்	चिप
புக்கர்	बुकर
கேளிக்கை	मनोरंजन
கேளிக்கை	मनोरंजन
கேளிக்கை	entertainment
சமோவா	समोआ
பந்துகள்	गेंदों
பந்துகள்	बॉल
பந்துகள்	गेंदें
பருவங்கள்	मौसम
பருவங்கள்	सीज़न
வாத	आतंक
மூவாக்சைடு	ट्राईऑक्साइड
நிலுவையில்	विचाराधीन
நிலுவையில்	लंबित
நிலுவையில்	स्थगित
யுனிக்ஸ்	यूनिक्स
தொட்டில்	पालना
விஸ்டா	विस्टा
வாசம்	सांसे
வாசம்	सांस
வாசம்	साँस
துன்பங்கள்	गम
கோளம்	गोला
திரையரங்கு	सिनेमाघर
திரையரங்கு	रंगमंच
திரையரங்கு	थिएटर
பின்புலம்	पृष्ठभूमि
பின்னோக்கி	पीछे
பின்னோக்கி	पिछड़ा
பின்னோக்கி	पीछे
கோவிந்தராஜன்	गोविंदराजन
தத்து	टैब
தத்து	tab
லம்போர்கினி	लेम्बोर्गिनी
ஆலோசனைக்	परामर्श
தனிமையில்	अकेला
தனிமையில்	अकेले
தனிமையில்	अलोन
தனிமையில்	अकेला
தனிமையில்	लोनली
தனிமையில்	निर्जन
தனிமையில்	एकांत
வழிகாட்டல்	मार्गदर्शन
தன்னைத்தானே	खुद
விக்கெட்	विकेट
பார்வைகள்	विज़िट
பார்வைகள்	नजारे
பார்வைகள்	दृश्य
நோக்கங்களை	मंशा
நோக்கங்களை	इरादों
பளிங்கு	संगमर्मर
பளிங்கு	संगमरमर
மனிதர்களும்	मनुष्यों
மனிதர்களும்	इंसानो
வாக்கியம்	सजा
வாக்கியம்	वाक्य
எதிரானது	खिलाफ
எதிரானது	विरुद्ध
எதிரானது	विरूद्ध
கலந்துகொண்டார்	गए
கலந்துகொண்டார்	गये
கலந்துகொண்டார்	गया
கலந்துகொண்டார்	गई
துவக்கி	लांचर
துவக்கி	लॉन्चर
சாவ்லா	चावला
பூனைகள்	बिल्लियां
பூனைகள்	बिल्लियाँ
பூனைகள்	बिल्लियों
வார்சா	वॉरसॉ
புள்ளிவிவரம்	आंकड़े
புள்ளிவிவரம்	आँकड़े
புள்ளிவிவரம்	सांख्यिकी
புள்ளிவிவரம்	आंकडे
புள்ளிவிவரம்	इनसाइट
புள்ளிவிவரம்	अंतर्दृष्टि
பாஸ்கல்	पास्कल
மார்க்கெட்	बाजार
மார்க்கெட்	बाज़ार
மார்க்கெட்	मार्केट
கணங்கள்	moments
கணங்கள்	लम्हे
கணங்கள்	लम्हें
கணங்கள்	क्षण
கணங்கள்	पल
சோமாலியா	सोमालिया
படத்தொகுப்பு	collage
படத்தொகுப்பு	कोलाज
மீனவர்	मछुआरे
மீனவர்	मछुआरों
மீனவர்	मछुआरे
குண்டூர்	गुंटूर
பென்சீன்	बेंजीन
நானக்	नानक
இருக்கவும்	रहें
இருக்கவும்	रहो
துல்லியம்	परिशुद्धता
குவளை	मग
தொழிற்சாலையில்	फ़ैक्टरी
தொழிற்சாலையில்	कारखाना
தொழிற்சாலையில்	फैक्ट्री
தொழிற்சாலையில்	फैक्टरी
ராக்கெட்	रॉकेट
ராக்கெட்	प्रक्षेपास्त्र
ஆல்ப்ஸ்	ऐल्प्स
இயல்பை	प्रकृति
வித்து	बीज
பானங்கள்	पेय
பானங்கள்	पेय
நினைக்கும்	सोचो
திருநீறு	विभूति
பெயர்ச்சி	बदलें
சந்த்	चंद
சந்த்	चन्द
சந்த்	chand
சமத்துவம்	समानता
சமத்துவம்	समता
நடப்பில்	जारी
நிபந்தனைகள்	शर्तों
நிபந்தனைகள்	शर्तें
விடு	छोड़ें
விடு	छोड़
விடு	छोडें
விடு	बूंद
விடு	बूँद
மனோஜ்	manoj
மனோஜ்	मनोज
துர்கா	दुर्गा
அலபாமா	अलबामा
தொழுகை	नमाज़
தொழுகை	सलाह
அன்ட்ரூ	एंड्रयू
ரேகை	देशांतर
பாலைவனத்தில்	रेगिस्तान
பாலைவனத்தில்	मरुस्थल
டான்ஸ்	सरगनाओं
லூசியானா	louisiana
எறிந்து	कास्ट
எறிந்து	डाल
கலீபா	खलीफा
கலீபா	ख़लीफ़ा
தந்திரம்	तरकीब
தந்திரம்	चाल
தந்திரம்	ट्रिक
தந்திரம்	स्वांग
அறிவார்ந்த	समझदार
அறிவார்ந்த	बुद्धिमान
மதிப்பாய்வு	समीक्षा
மதிப்பாய்வு	पुनर्विलोकन
குவான்	गुआन
ஆர்எஸ்எஸ்	आरएसएस
ஆர்எஸ்எஸ்	rss
நேர்மை	ईमानदारी
நம்பிக்கைக்கு	एक्यूप्रेशर
பொறாமை	जलन
பொறாமை	ईर्ष्या
பொறாமை	ईर्ष्या
பொறாமை	ईर्ष्या
கோட்டா	कोटा
வரவிருக்கும்	आगामी
அவுட்லுக்	आउटलुक
சூசன்	सुसान
காமெடி	हास्य
காமெடி	कॉमेडी
நையாண்டி	व्यंग्य
கமிட்டி	समिति
கமிட்டி	कमेटी
ஜீலம்	झेलम
தீராத	दीर्घकालिक
வைக்கோல்	तिनके
வைக்கோல்	स्ट्रॉ
இப்ராஹிம்	इब्राहिम
இப்ராஹிம்	इबराहीम
இப்ராஹிம்	इब्राहीम
ஆயுர்வேத	आयुर्वेदिक
முத்துக்கள்	मोती
அலோர்	अलोर
ஆமைகள்	कछुओं
ஆமைகள்	कछुए
ஆமைகள்	टर्टल्स
யா	yaa
அலெக்சாந்திரியா	एलेक्जेंड्रिया
சாதாரணமான	औसत
சாதாரணமான	साधारण
அமிதாப்	अमिताभ
சேவா	seva
புள்ளிவிவர	सांख्यिकीय
பங்களா	बंगले
பங்களா	बांग्ला
பங்களா	बंगला
ஜூலியஸ்	जूलियस
ஈஸ்ட்	खमीर
பரிணாமம்	एवोल्यूशन
கல்யாண்	कल्याण
பங்கேற்பு	भागीदारी
சோலார்	सौर
மேகங்கள்	बादलों
மேகங்கள்	बादल
கேம்ஸ்	गेम्स
கேம்ஸ்	गेम
கேம்ஸ்	खेल
கருட	गरुड़
நீரோ	नीरो
பூத	भौतिक
பூத	शारीरिक
விஜயவாடா	विजयवाड़ा
நெரிசல்	जमघट
நெரிசல்	भगदड़
நெரிசல்	खलबली
வாய்க்கால்	नहर
வாய்க்கால்	नहरों
வாய்க்கால்	नहरें
வாய்க்கால்	कनाल
இறைவனிடம்	भगवान
இறைவனிடம்	प्रभु
இறைவனிடம்	रब
ராஜாஜி	राजाजी
ரொனால்ட்	रोनाल्ड
கொலராடோ	कोलोराडो
நஜீப்	नजीब
மிதவை	तैरता
மிதவை	फ्लोटिंग
இராமலிங்க	रामलिंग
கிரந்த்	ग्रंथ
முதலீட்டாளர்	निवेशक
முதலீட்டாளர்	निवेश
முதலீட்டாளர்	निवेशकों
உணரிகள்	सेंसर
காசர்கோடு	कासरकोड
நசீர்	nasir
நசீர்	नासिर
நசீர்	नज़ीर
சோர்வு	थकान
சோர்வு	थका
சோர்வு	थकान
எவரெஸ்ட்	एवरेस्ट
திறக்க	खुला
திறக்க	ओपन
திறக்க	खोलें
குழப்பத்தை	विद्रोह
குழப்பத்தை	राजद्रोह
சையது	सैय्यद
சையது	सैयद
இடைவெளிகள்	स्पेसेस
இரவும்	रात
இரவும்	रात्रि
அத்தியாவசிய	अनिवार्य
முன்னோக்கி	आगे
உணவாகும்	ग्रब
ராஜு	raju
ராஜு	राजू
பயன்முறை	मोड
பயன்முறை	विधि
பெர்க்சையர்	बर्कशायर
ஜிமெயில்	जीमेल
கவர்ச்சியான	सेक्सी
பேழை	कैसेट
தெருக்கள்	सड़कें
தெருக்கள்	गलियां
தெருக்கள்	गलियों
ஆர்ச்சர்	archer
கீரை	पालक
சன்னி	sunny
சன்னி	सनी
பாதுகாக்கவும்	रक्षा
பாதுகாக்கவும்	protect
படையணி	बटालियन
மோட்சம்	निष्ठा
மோட்சம்	भक्ति
சொரெஸ்	सोरोस
பயிற்சியாளர்கள்	कोच
பேசுகிறது	बोलती
பேசுகிறது	बोलना
ஈடுபட்டுள்ள	सगाई
ஏழ்மை	निर्धनता
ஏழ்மை	गरीबी
பயங்கர	भयानक
மேலாளர்கள்	प्रबंधक
மீதம்	बैलेंस
மீதம்	संतुलन
மீதம்	शेष
மீதம்	बाकी
மீதம்	बायां
மீதம்	शेष
மீதம்	बाएं
மீதம்	बाएँ
பீச்	आडू
பீச்	आड़ू
குதுப்	कुतुब
பிரதீப்	प्रदीप
லுட்விக்	लुडविग
நெற்றியில்	माथे
அமிர்தசரஸ்	अमृतसर
பொறுப்பான	ज़िम्मेदार
பொறுப்பான	उत्तरदायी
பொறுப்பான	जिम्मेदार
கன்று	काफ़
கன்று	बछड़े
கன்று	बछड़ा
தீவிரவாதம்	आतंकवाद
தீவிரவாதம்	आतंक
பரதன்	भरत
குறுக்கீடு	प्रविष्ट
குறுக்கீடு	इंटरप्ट
குறுக்கீடு	व्यवधान
குறுக்கீடு	इन्टरनेट
குறுக்கீடு	इंटरफेस
குறுக்கீடு	हस्तक्षेप
எள்	तिल
வடிவமைக்க	कॉन्फ़िगर
மனப்பான்மை	तेवर
மனப்பான்மை	एटीट्यूड
மனப்பான்மை	रूख
மனப்பான்மை	attitude
மனப்பான்மை	रवैया
எட்ஜ்	किनारा
எட்ஜ்	किनारे
செய்கிறான்	ध्येय
செய்கிறான்	कारण
செய்கிறான்	कल्याणकारी
மாவீரன்	योद्धा
டொமினிக்கன்	डोमिनिकन
வாருங்கள்	आईये
வாருங்கள்	आइये
ஆன்மீகம்	आध्यात्मिक
மெகாடெத்	मेगाडेथ
வியூகம்	कार्यनीति
வியூகம்	रणनीति
மாம்பழம்	mango
மாம்பழம்	आम
ஜெயராமன்	जयरामन
சத்யஜித்	सत्यजीत
கழுதை	गधा
வயிற்றுப்போக்கு	अतिसार
முஸ்தபா	मुस्तफा
முஸ்தபா	mustafa
நம்பிக்கையுடன்	उम्मीद
கிரகம்	ग्रहों
கிரகம்	ग्रह
தலைக்கு	दिमाग़
தலைக்கு	सिर
மாறிவிட்டது	परिवर्तित
மாறிவிட்டது	बदला
மியாமி	मियामी
நிக்கோலஸ்	निकोलस
நிக்கோலஸ்	निकोलस
கொரில்லா	गोरिल्ला
நானா	nana
நானா	नाना
மோகம்	जुनून
கால்நடைகள்	ढोरों
கால்நடைகள்	ढोर
கால்நடைகள்	चौपायों
ஓட்டோ	ओटो
நாளைய	कल
சிர்க்கோனியம்	ज़र्कोनियम
சந்தர்ப்பம்	संदर्भ
சந்தர்ப்பம்	सन्दर्भ
சந்தர்ப்பம்	कॉन्टेक्स्ट
ஆண்டர்சன்	एंडरसन
சிக்னல்	signal
சிக்னல்	संकेत
சிக்னல்	सिग्नल
அடையாறு	अडयार
மோடம்	मॉडम
மோடம்	मॉडेम
கிளென்	ग्लेन
கிளென்	ग्लेन
விவகாரங்கள்	अफेयर्स
காபூல்	काबुल
அரிவாள்	सिकल
பேச்சாளர்கள்	अध्यक्षों
எலிகள்	चूहे
வைன்	शराब
வைன்	वाइन
வாடிக்கையாளரின்	ग्राहक
வாடிக்கையாளரின்	क्लाइंट
வாடிக்கையாளரின்	क्लाएंट
பட்டினி	भुखमरी
விரிவாக்கி	निर्भीकता
திறக்கும்	ओपनिंग
திறக்கும்	खोलने
ராபர்ட்ஸ்	रॉबर्ट्स
ஜேக்மேன்	जैकमैन
கிரி	किरी
கிரி	गिरि
பிரைவேட்	pvt
பிரைவேட்	प्राइवेट
அசிட்டேட்டு	एसीटेट
மருமகன்	भांजा
மருமகன்	भतीजा
மருமகன்	भतीजे
விஜயலட்சுமி	विजयलक्ष्मी
அஷ்ட	अष्ट
பக்தர்களின்	यूपीए
கிரகங்கள்	ग्रहों
கிரகங்கள்	ग्रह
காவி	केसर
காவி	भगवा
காவி	केसरिया
தோழன்	मेट
தோழன்	mate
நாட்டியம்	नाच
நாட்டியம்	डांस
நாட்டியம்	नृत्य
நிறைவுற்ற	संतृप्त
திவ்யா	दिव्या
கடனை	ऋण
கடனை	कर्ज
கடனை	कर्ज़
சாஹிப்	साहिब
மகேந்திர	महेन्द्र
மகேந்திர	महेंद्र
உபரி	अतिरिक्त
அனுபவ	exp
குட்டிகள்	शावक
ஓவியத்தை	चित्रकारी
ஓவியத்தை	चित्रकला
ஓவியத்தை	चित्रकारों
ஓவியத்தை	पेंटिंग
மணமகள்	दुल्हन
மணமகள்	बहू
சுசீலா	सुशीला
ஜூலி	जूली
வேணு	वेणु
சொல்லாட்சி	बयानबाजी
அலங்கரிக்கப்பட்ட	सजाया
அலங்கரிக்கப்பட்ட	सजा
ஒலிகள்	आवाजें
ஒலிகள்	ध्वनियाँ
ஒலிகள்	ध्वनि
ஜோர்டான்	जोर्डन
ஜோர்டான்	जॉर्डन
பிரபஞ்சம்	ब्रह्माण्ड
பிரபஞ்சம்	ब्रह्मांड
பிரபஞ்சம்	गैलेक्सी
பிரபஞ்சம்	आकाशगंगा
சிறுநீரகம்	किडनी
சிறுநீரகம்	kidney
சிறுநீரகம்	गुर्दा
பிளாங்க்	प्लांक
நடித்தது	अभिनीत
சுயசரிதை	जीवनी
ரூபி	रूबी
ரூபி	माणिक्य
அத்தை	बुआ
அத்தை	काकी
அத்தை	आंटी
அத்தை	aunty
அத்தை	चाची
அத்தை	मौसी
அத்தை	बुआ
துரோகம்	विश्वासघात
துரோகம்	देशद्रोह
சரியா	सही
பிட்டு	बिट
கார்லோ	कार्लो
பக்கத்து	पड़ोसी
அவகாசம்	मोहलत
ஆரியர்	आर्यावर्त
ஆரியர்	आर्य
ஆரியர்	आर्यों
ஆரியர்	आर्यो
ஆரியர்	आर्यन
பண்பேற்றம்	मॉड्युलेशन
திரி	त्रि
திரி	ट्राई
டேம்	डेम
டேம்	dame
உஷா	उषा
உஷா	ऊषा
படுக்கையில்	शय्या
படுக்கையில்	पलंग
படுக்கையில்	बिस्तर
படுக்கையில்	bed
விவசாயி	किसान
பொறுப்பாளர்	प्रभारी
வழங்குநர்	मेज़बान
வழங்குநர்	होस्ट
வழங்குநர்	मेजबान
வழங்குநர்	प्रदाता
பதினொன்று	ग्यारह
வெளிநாட்டில்	विदेश
நிற்பது	खड़ी
நிற்பது	खड़े
நிற்பது	खड़ा
முன்னேற்றத்தை	प्रगति
முகமூடி	मास्क
முகமூடி	नकाब
முகமூடி	मुखौटा
கோல்ட்மேன்	गोल्डमैन
எலியட்	एलियट
வியாபாரிகள்	विक्रेता
மொழிபெயர்க்கப்பட்டது	अनुवादित
மொழிபெயர்க்கப்பட்டது	अनूदित
பட்லர்	बटलर
காட்டப்பட்டது	छोड़ें
காட்டப்பட்டது	दिखाया
பஜாஜ்	बजाज
பஜாஜ்	bajaj
ஸ்ரீராம்	श्रीराम
ஸ்ரீராம்	श्रीराम
வயர்லெஸ்	वायरलेस
வயர்லெஸ்	बेतार
லூதியானா	लुधियाना
ஜின்னா	जिन्ना
குளூனி	क्लूनी
பென்னி	पैनी
பென்னி	बेनी
லூக்	ल्यूक
வில்லி	विली
பொய்யான	गलत
பொய்யான	नकली
பொய்யான	फेक
பொய்யான	fake
ஸ்ரீநகர்	श्रीनगर
படத்தைப்	photo
படத்தைப்	फोटो
படத்தைப்	फ़ोटो
முற்றத்தில்	यार्ड
தேவாலயங்கள்	चर्च
மல்யுத்தம்	कुश्ती
டோ	टो
பெட்ரோ	पेड्रो
பெட்ரோ	पेद्रो
பிம்பம்	छवि
பிம்பம்	प्रतिबिम्ब
பிம்பம்	चित्र
இறுக்கம்	संकुचन
இறுக்கம்	संपीडन
இழப்பீடு	मुआवज़ा
இழப்பீடு	क्षतिपूर्ति
இழப்பீடு	मुआवजा
இழப்பீடு	मुआवजे
பொட்டு	बिंदी
கோலங்கள்	रंगोली
கோலங்கள்	रंगो
கோலங்கள்	रंगों
வினைச்சொல்	क्रिया
பிசுமத்	बिस्मथ
ஜாகுவார்	जैगुआर
கிராமத்திற்கு	गांव
கிராமத்திற்கு	गाँव
பாணிகள்	शैलियाँ
அல்ஜீரியா	सीरियल
அல்ஜீரியா	अल्जीरिया
குளிர்காலம்	सर्दियों
குளிர்காலம்	सर्दियाँ
குளிர்காலம்	सर्दी
குளிர்காலம்	शीत
குறிப்பான	विशिष्ट
காத்துக்	प्रतीक्षारत
ஜெனிபர்	जेनिफर
பிரபா	प्रभा
மஹா	महा
டோம்	डोम
டோம்	गुम्बद
ஆராய்ச்சியாளர்	शोधकर्ता
பூஜா	pooja
பூஜா	पूजा
நதியா	नदिया
பத்திரிக்கையாளர்	पत्रकार
இர்வின்	इरविन
பங்குதாரர்கள்	हितधारकों
கட்ச்	कच्छ
புரூக்	ब्रुक
புரூக்	ब्रुक
உற்பத்தியாளர்	उत्पादक
உற்பத்தியாளர்	निर्माता
புதன்கிழமை	बुधवार
கொரியன்	कोरियाई
முன்னொட்டு	उपसर्ग
தவ	तवा
விவகாரம்	घोटाला
விவகாரம்	घोटाले
விவகாரம்	कांड
விவகாரம்	मुद्दा
விவகாரம்	समस्या
விரும்புவோர்	दिलचस्पी
முதலாளித்துவ	पूंजीवादी
பயோடீசல்	बायोडीजल
பாடு	गा
பாடு	गाओ
கொதிக்க	फोड़ा
கொதிக்க	उबाल
ஜயவர்தன	जयवर्धने
சையத்	सैय्यद
சையத்	सैयद
வளையல்	चूड़ी
பண்டார	पैंडोरा
தமன்	दमन
சியாம்	सियाम
பாகா	baja
கிடங்கு	गोदाम
சொட்டு	ड्रिप
சோடா	सोडा
அஜய்	ajay
அஜய்	अजय
நாஷ்	nash
பொருந்தாத	बेमेल
பயங்கரமான	डरावना
பயங்கரமான	डरावने
பயங்கரமான	भयानक
மலரின்	कुचल
சிறப்பானது	प्रदर्शित
குங்குமப்பூ	केसर
குங்குமப்பூ	भगवा
குங்குமப்பூ	केसरिया
வெனிலா	वैनिला
வழித்தடங்கள்	मार्गों
வழித்தடங்கள்	रूट
துறவறம்	संत
குடிக்கும்	पीना
குடிக்கும்	पीने
பார்க்கப்பட்டது	देखा
பார்க்கப்பட்டது	देखी
பார்க்கப்பட்டது	देखा
பார்க்கப்பட்டது	देखी
மேனி	मैनी
கையாளுதல்	हैंडलिंग
கையாளுதல்	हेरफेर
டாப்ளர்	डॉप्लर
அடித்தள	तहखाने
கார்டர்	कार्टर
ரைடர்ஸ்	राइडर्स
குடிமகன்	नागरिक
பால்டிக்	बाल्टिक
ஏற்கப்பட்டது	स्वीकृत
நாடெங்கும்	देशभर
அரசுகளும்	सरकारों
அரசுகளும்	सरकारें
மொசாம்பிக்	मोजाम्बिक
ஹரியானா	हरियाणा
ஒட்டுண்ணி	परजीवी
சுடும்	शूटर
ஃபெராரி	फेरारी
ஜாதி	जाति
ஈரம்	भीग
ஈரம்	गीली
ஈரம்	वेट
ஈரம்	गीला
மிருகங்கள்	जानवर
மிருகங்கள்	जानवरों
மிருகங்கள்	पशु
விதிவிலக்கு	अपवाद
பொறுமை	धैर्य
பொறுமை	सब्र
குறிப்பை	व्याख्या
குறிப்பை	नोट
ஜார்ஜியா	जॉर्जिया
சிறகுகள்	पंखों
சிறகுகள்	पंख
சிறகுகள்	विंग्स
காகம்	कौआ
