पोर्ट्रेट	retrato
ख़ौफ़	medo
कुंजियाँ	chaves
कुंजियाँ	as
कोहलर	cowler
चुटकुला	broma
चुटकुला	chiste
चुटकुला	bromas
चुटकुला	gracia
चुटकुला	conto
जूम	fixarnos
ड्योढ़ी	noroeste
ड्योढ़ी	pasaxe
ड्योढ़ी	paso
मैककॉय	mccoy
रंज	dor
रंज	pena
बेहाल	esgotada
बेहाल	exhaustos
बोर्जेस	borges
ईवेंट	eventos
ईवेंट	sucesos
ईवेंट	feitos
ईवेंट	adversos
ईवेंट	os
ईवेंट	xuntanzas
ईवेंट	acontecementos
ईवेंट	acontecemento
ईवेंट	de
ईवेंट	eventos
ईवेंट	evento
ईवेंट	suceso
प्लाटून	317
सालमन	solomon
फ़ोटोग्राफ़र	fotógrafo
ब्लैकलिस्ट	lista
ब्लैकलिस्ट	negra
लेरॉय	leroy
फ़ॉर्म	de
फ़ॉर्म	formas
फ़ॉर्म	forma
फ़ॉर्म	documentos
फ़ॉर्म	forma
फ़ॉर्म	xeito
फरियाद	chorar
फरियाद	chores
फरियाद	choro
फरियाद	berra
आपरेटर	operadora
कर्मिट	gustavo
सम्हाल	manexar
सम्हाल	arranxar
सम्हाल	mango
सम्हाल	facer
सम्हाल	diso
प्रसवोत्तर	posparto
पुलिसवाला	policía
भाईयो	irmáns
भाईयो	os
बेचारी	pobre
बेचारी	pobres
छोडें	lanzamento
निन्टेंडो	nintendo
फंक्शन्स	funcións
फंक्शन्स	opcións
दबाएं	prensa
दबाएं	o
दबाएं	press
ऐनक	lentes
ऐनक	gafas
ऐनक	vasos
ऐनक	as
दिखाओ	amosar
दिखाओ	espectáculo
वाल्यूम	o
वाल्यूम	volume
आशिर्वाद	bendición
आशिर्वाद	beizón
सौभाग्यशाली	sorte
रेडिकल्स	radicais
सिंफनी	sinfonía
अटैची	maletín
रिजल्ट	resultados
रिजल्ट	consecuencia
रिजल्ट	resultado
स्पघेटी	espaguetis
स्पघेटी	spaghetti
मुस्कुराती	sorrí
एन्ट्री	entrada
एन्ट्री	vigor
जीस	quen
जीस	que
रै	ten
फ्रिट्ज़	fritz
पेन्सिल	lapis
साए	sombras
यूनिफार्म	uniforme
उह	eh
एनोटेशन	información
मैकार्थी	mccarthy
दुःस्वप्न	pesadelo
गुमशुदा	perdeu
गुमशुदा	perderon
गुमशुदा	perdín
गुमशुदा	perdemos
गुमशुदा	perdido
मिजाज़	humor
मिजाज़	ánimo
ट्रीट	tratar
ट्रीट	tratas
ट्रीट	trátame
पीया	bebía
चचा	pai
चचा	o
चचा	padre
प्लीज	por
प्लीज	favor
बिल्लियां	gatos
पकड़ो	agarda
पकड़ो	o
ढूंढें	buscar
ढूंढें	procura
ढूंढें	busca
ढूंढें	atopar
मुस्कुराहट	sorriso
मुस्कुराहट	sorrir
मुस्कुराहट	sorrí
मुस्कुराहट	sorrí
लड़ो	loitar
लड़ो	contra
लड़ो	loita
फोड़ने	sabotaxe
चढे	picos
चढे	xemelgos
ऑडियंस	audiencia
ऑडियंस	público
ऑडियंस	auditorio
ऑडियंस	audiencia
ऑडियंस	auditorios
मैडॉक्स	maddox
परिंदे	aves
परिंदे	paxaros
परिंदे	as
ग़लतियों	erros
ग़लतियों	culpa
वोटर	votantes
प्रस्थिति	posición
प्रस्थिति	statu
प्रस्थिति	status
इसराईल	israel
हथेलियां	palmas
बेकरार	desesperado
बेकरार	e
मनस्ताप	psicose
रुचियाँ	interesa
रुचियाँ	intereses
कानाफूसी	na
कानाफूसी	besbellei
स्लोअन	sloan
स्लोअन	a
स्लोअन	matou
बहनो	irmás
फ़ील्ड्स	campos
फ़ील्ड्स	campo
फ़ील्ड्स	leiras
पटी	de
इंकलाब	revolución
इंकलाब	a
कैसियस	cassius
जानिये	sabes
जानिये	sabe
जानिये	sei
जानिये	sabemos
कॉमरेड	compañeira
कॉमरेड	camarada
कॉमरेड	compañeiro
शयनागार	dormitorio
शयनागार	inspección
सायरन	serea
तालियां	aplausos
तालियां	aplauso
टैनर	tanner
होवी	howie
ज्यॉफ	geoff
स्पेसेस	espacios
स्पेसेस	espazos
प्रतिवादियों	dos
प्रतिवादियों	acusados
प्रतिवादियों	acusado
प्रतिवादियों	os
प्रतिवादियों	imputados
मॉरफीन	morfina
बढ़ाएँ	incremento
बढ़ाएँ	aumento
बढ़ाएँ	a
बढ़ाएँ	incrementar
बढ़ाएँ	aumenta
बढ़ाएँ	aumentar
दिखाएं	amosar
दिखाएं	espectáculo
निरे	de
हास्ब्रो	hasbro
गॉडमदर	boas
पोज़	poder
पैना	formas
डोमेनिको	domenico
हैंडसम	guapos
हैंडसम	guapo
हैंडसम	guapa
हैंडसम	moi
दैनिकी	revista
कम्बरलैंड	cumberland
सरेआम	publicamente
ख़ामोशी	silencio
ख़ामोशी	o
घृणास्पद	desagradable
घृणास्पद	noxento
घृणास्पद	porcallada
चियर्स	saúde
पैगी	peggy
फ़ैक्टर	factor
क्यूट	moi
अरकंसास	arkansas
इंडोचायना	indochina
बीप	beep
दुकानदारी	negocios
दुकानदारी	negocio
दुकानदारी	asunto
दुकानदारी	traballo
ग्रॉसमैन	grossman
पजामा	pixama
पजामा	pixamas
लफ़्ज़ों	palabras
लफ़्ज़ों	as
लफ़्ज़ों	verbas
साइगॉन	saigón
टॉपिक	tema
टॉपिक	asunto
इरेक्टस	erectus
ग्रान्ट	bolsa
ग्रान्ट	indultarme
ग्रान्ट	srta
ग्रान्ट	a
ग्रान्ट	grant
डम्प	vertedoiro
श्रंगार	maquillaxe
फ़्लैग	bandeira
ग्यूसेप	giuseppe
झूट	mentiras
झूट	mentira
झूट	mentir
फोंग	fong
शाऊल	saúl
डाउसन	dawson
स्किड	skid
स्किड	row
मिज़ाज	humor
मिज़ाज	ánimo
आसमां	ceo
मेनलैंड	continente
क़ब्रों	foxas
क़ब्रों	comúns
क़ब्रों	tumbas
ट्रैम्प	vagabundo
फ्रेंकी	frankie
ख़ुदकुशी	inxustiza
ख़ुदकुशी	inxustizas
पैनल्टी	penalizaron
पगली	parvos
पगली	parvadas
पगली	parva
पगली	unha
पगली	parvada
बर्फीला	neve
बर्फीला	impecable
मैनेज	se
मैनेज	facelo
प्रोजेरिया	proxeria
सपनो	soños
रिज़र्वेशन	reserva
केरोसिन	queroseno
स्क्रिप्ट्स	guións
मार्ख़ेस	márquez
चूमा	biquei
सूंघ	cheiro
सूंघ	a
सूंघ	ulir
सूंघ	cheira
सूंघ	ules
आमीन	amen
आमीन	amén
पहनें	levar
पहनें	levo
पहनें	levas
पहनें	non
पहनें	as
कॉन्टेक्स्ट	contexto
गैराज	garaxe
महकते	cheiro
महकते	a
महकते	ulir
महकते	cheira
महकते	ules
प्रोबायोटिक्स	probióticas
ब्रेनन	brennan
नेकलेस	colar
वीकएंड	fin
वीकएंड	de
वीकएंड	semana
गुडिया	boneca
जां	jean
जॉर्जेस	georges
बटुआ	carteira
बटुआ	moedeiro
विज़िटर	visitantes
तन्हाई	fica
तन्हाई	illado
तन्हाई	soidade
मुस्कुराना	sorrindo
दाड़ी	barbas
दाड़ी	tipo
दाड़ी	barba
दाड़ी	home
लेडीज	señoras
लेडीज	damas
लेडीज	mozas
लेडीज	señores
लेडीज	señoritas
लेडीज	donas
लेडीज	as
कार्रवाइयाँ	as
कार्रवाइयाँ	accións
रिकवर	recuperar
ज़िल्लत	desgraza
ज़िल्लत	deshonra
लाइफ़टाइम	vida
प्रदेशाध्यक्ष	presidente
प्रदेशाध्यक्ष	vicepresidente
प्रदेशाध्यक्ष	o
मजदुर	traballadores
मजदुर	os
मजदुर	obreiros
साइबोर्ग	ciborg
महोदया	señora
पेटीकोट	camisón
फ़ैन	ventiladores
फ़ैन	fan
फेशियल	facial
फेशियल	faciais
प्रोटोस्टेंट	protestante
ट्रांसफ़र	transferir
ट्रांसफ़र	traslado
पीढियां	xeracións
करुणामय	tipo
करुणामय	como
करुणामय	clase
हाइलैंड्स	terras
हाइलैंड्स	altas
डोनोवन	donovan
देला	della
उम	um
उम	chame
नहला	nove
नहला	9
दरजा	cualificación
दरजा	cualificacións
दरजा	as
दरजा	avaliacións
मेमना	cordeiro
जिलाध्यक्ष	distrito
जिलाध्यक्ष	fiscal
जिलाध्यक्ष	do
जानेमन	querida
जानेमन	cariño
वोगेल	vogelöd
वोगेल	vogel
जज्बात	emoción
जज्बात	sentimentos
जज्बात	distancia
जज्बात	os
फ़ीड्स	de
ढूँढें	atopar
चलाएं	correr
चलाएं	corre
बैरोनेस	baronesa
लम्हें	momentos
लम्हें	momento
लम्हें	intres
बॉयफ्रेंड	mozo
सूंदर	fermoso
सूंदर	bonita
सूंदर	fermosa
सूंदर	precioso
सूंदर	fermosas
