cruci	kříže
designer	návrhář
coautor	spoluautor
southern	jižní
cultivarea	pečující
cultivarea	pěstování
politicieni	politikům
politicieni	politici
politicieni	politiky
politicieni	politiků
blagoevgrad	blagoevgrad
demografice	obyvatelstvo
demografice	demografie
demografice	demografické
inlocui	nahradit
botezat	pokřtěn
botezat	pokřtěn
teoriile	teorie
adeseori	mnohdy
adeseori	často
living	bydlení
living	žijící
orientarea	orientace
orientarea	zaměření
metz	metz
stefano	stefano
modificate	upravený
modificate	změněno
modificate	modifikované
modificate	upraveno
modificate	upravené
modificate	upravená
difuzate	šířeny
candidati	uchazeči
candidati	zájemci
candidati	kandidátů
candidati	kandidáti
candidati	zájemce
candidati	uchazeči
candidati	zájemci
candidati	kandidátů
candidati	kandidáti
candidati	zájemce
remarcabila	nevšední
remarcabila	pozoruhodný
remarcabila	pozoruhodná
remarcabila	pozoruhodné
remarcabila	nevšední
remarcabila	pozoruhodný
remarcabila	pozoruhodná
remarcabila	pozoruhodné
incetarea	ukončení
variantele	varianty
variantele	variant
vorbim	mluv
intarit	posílena
intarit	posílena
intarit	posílené
experimente	experimenty
experimente	pokusy
divizata	rozdělený
divizata	rozdělené
divizata	rozdělená
divizata	rozdělena
princeton	princetonu
princeton	princeton
presedintia	předsednictví
presedintia	předsednictvo
presedintia	předsednictví
navigatie	navigaci
navigatie	navigačních
navigatie	navigace
navigatie	navigaci
navigatie	navigačních
navigatie	navigace
navigatie	plachtění
navigatie	plavba
bratul	ruka
bratul	paži
bratul	paže
bratul	ruku
aurul	zlato
aurul	zlatá
aurul	zlatý
aurul	gold
aurul	zlaté
litera	dopis
litera	písmeno
participant	účastník
australiei	austrálie
violent	násilné
violent	násilný
violent	násilník
joyce	joyce
regiunilor	regiony
regiunilor	oblasti
avantaj	výhodu
avantaj	výhoda
avantaj	zvýhodnění
avantaj	výhodou
acceptate	přijaté
acceptate	přijato
acceptate	přijatá
acceptate	přijat
acceptate	přijata
genetica	genetický
genetica	genetické
genetica	genetická
genetica	genetika
genetica	genetika
brunswick	brunswick
colegiu	vysoká
nucleu	jádro
nucleu	core
nucleu	jádro
nopti	noci
nopti	večery
nopti	nocí
nopti	noci
nopti	večery
nopti	nocí
amiralul	admirál
konrad	konrad
rezerve	rezervy
increderea	důvěru
increderea	sebevědomí
increderea	důvěra
niger	niger
tiparite	tištěné
villeneuve	villeneuve
tommy	tommyho
tommy	tommy
proiectata	navrženo
proiectata	navržený
proiectata	konstruované
proiectata	navrhl
proiectata	navržené
proiectata	předpokládané
supraveghere	dohled
supraveghere	dozor
supraveghere	sledování
supraveghere	dohled
supraveghere	dozor
rap	rap
popularitatea	popularita
popularitatea	popularitu
decan	deane
decan	děkan
decan	dean
brest	brestu
française	française
surorile	sestry
surorile	sester
nepot	synovce
nepot	synovec
nepot	vnuka
nepot	vnuk
extindere	zvětšení
extindere	rozšíření
extindere	expanze
extindere	rozšiřování
extindere	rozšíření
extindere	prodloužení
extindere	rozšíření
dune	duny
dune	duna
fundamental	zásadně
fundamental	zásadní
doamne	bůh
doamne	bože
doamne	boží
indirect	nepřímý
indirect	nepřímé
indirect	nepřímo
pure	čistá
pure	čistý
pure	čisté
episoadele	epizod
episoadele	epizody
ellen	ellen
floare	kytka
floare	květ
floare	květina
murala	malbu
miezul	jádro
miezul	core
concrete	betonu
concrete	beton
concrete	konkrétní
parteneriat	partnerství
miros	cítit
miros	vůně
miros	zápach
miros	čich
mortal	smrtící
mortal	smrtelný
mortal	smrtelná
mortal	smrtelné
manuscrisul	rukopis
dog	psí
dog	pejsek
dog	pes
verificare	ověření
verificare	ověřování
verificare	šek
verificare	kontrola
verificare	zkontrolovat
verificare	zkontrolujte
dresda	dresden
expresii	věty
expresii	fráze
expresii	frází
expresii	výrazů
expresii	výrazy
confruntat	konfrontoval
corespund	odpovídají
mobilier	nábytek
fund	prdel
fund	zadek
fund	zadek
fund	zadeček
emisfera	polokouli
rai	nebe
rai	nebesa
rai	rai
teritorial	teritoriální
teritorial	územní
factorii	faktorů
factorii	faktory
factorii	činitele
bucata	kus
bucata	kousek
bucata	kus
bucata	kousek
bucata	kus
ferrari	ferrari
suplimentar	dodatečná
suplimentar	dodatečné
suplimentar	doplňková
suplimentar	doplňková
suplimentar	extra
brooklyn	brooklyn
brooklyn	brooklynu
oase	kosti
oase	kostí
oase	kosti
oase	kost
oase	kostí
oase	bone
oak	dub
oak	oak
oak	dubu
textile	textilní
textile	textilních
textile	textilie
textile	textilií
profesorii	učitele
profesorii	učitelé
coordonarea	koordinační
coordonarea	koordinace
coordonarea	koordinaci
craig	craig
atomi	atomů
atomi	atomy
obiceiul	zvyk
ilustrata	illustrated
ilustrata	ilustrace
palace	palác
palace	palace
christine	kristýna
christine	christine
flancul	křídlo
rain	deště
rain	déšť
rain	rain
depozit	skladiště
depozit	sklad
depozit	sklad
depozit	úložiště
depozit	uchovávání
depozit	skladování
depozit	záloha
depozit	vklad
depozit	úložiště
vegas	vegas
semnificatie	myšleno
semnificatie	význam
semnificatie	smysl
semnificatie	význam
semnificatie	význam
oficiul	kancelář
oficiul	kanceláře
oficiul	úřad
oficiul	office
traficul	provoz
traficul	doprava
suspendat	pozastavena
suspendat	suspendován
suspendat	pozastaveno
seniori	seniory
seniori	senioři
seniori	důchodci
seniori	senior
perspective	perspektivy
perspective	vyhlídky
perspective	perspektivy
perspective	výhledy
manhattan	manhattanu
manhattan	manhattan
avansata	pokročilý
avansata	vyspělá
avansata	pokročilé
avansata	pokročilá
combinate	kombinovaný
combinate	kombinovaná
combinate	kombinované
aplicatie	přihláška
aplicatie	aplikace
aplicatie	žádost
aplicatie	aplikace
aplicatie	app
aplicatie	aplikaci
inconjoara	obklopuje
inconjoara	obklopují
inconjoara	obklopují
intretinere	údržby
intretinere	údržba
intretinere	údržbu
intretinere	údržby
intretinere	údržba
intretinere	údržbu
silistra	silistra
liberale	liberální
usi	dveře
usi	dveře
usi	dveře
conturi	účty
izolate	izolované
izolate	izolovaný
izolate	izolované
izolate	ojedinělé
izolate	izolovaný
joi	čtvrtek
unice	jedinečný
unice	unikátní
unice	jedinečná
unice	jedinečné
exprimata	vyjádřené
exprimata	vyjádřila
exprimata	vyjádřil
exprimata	vyjádřeno
dionisie	dionysius
urata	ošklivý
urata	ošklivá
urata	ošklivý
urata	ošklivá
vecinatate	okolí
vecinatate	čtvrť
vecinatate	sousedství
vecinatate	okolí
vecinatate	čtvrť
vecinatate	sousedství
vizual	vizuálně
vizual	vizuální
fanii	fanoušci
fanii	fanoušky
fanii	ventilátory
sensuri	významy
prevenirea	prevenci
prevenirea	prevence
mecanism	mechanismus
extraordinar	mimořádné
extraordinar	neobyčejný
extraordinar	mimořádná
talie	pas
talie	pase
distribuite	sdílený
distribuite	sdílené
distribuite	distribuován
amor	amor
ace	eso
ace	ace
dracula	drákula
bonus	bonus
bonus	prémie
bonus	bonusy
bonus	příplatek
justificarea	ospravedlnění
justificarea	zdůvodnění
justificarea	odůvodnění
restaurat	obnovené
restaurat	obnoven
restaurat	obnovena
tradare	zrada
tradare	zradu
tradare	zrada
tradare	zrady
tradare	zrada
tradare	zrady
tradare	zradu
tradare	zrada
tradare	zrady
tradare	zrada
tradare	zrady
scrieti	psát
scrieti	napište
scrieti	napiš
scrieti	pište
scrieti	napsat
scrieti	psát
scrieti	napište
scrieti	napiš
scrieti	pište
scrieti	napsat
beck	beck
corespondenta	korespondenci
corespondenta	korespondence
corespondenta	korespondenci
corespondenta	korespondence
atomica	atomová
atomica	atomové
atomica	atomový
atomica	atomová
atomica	atomové
atomica	atomový
adaptarea	přizpůsobení
adaptarea	přizpůsobování
adaptarea	adaptace
adaptarea	přizpůsobení
mann	mann
rara	vzácný
rara	vzácné
rara	vzácná
rara	vzácný
rara	vzácné
rara	vzácná
fostele	bývalí
comunicat	sděleno
calda	teplé
calda	teplo
calda	teplá
calda	teplý
yves	yves
cosmic	kosmický
cosmic	kosmická
cosmic	kosmické
exilat	exilu
exilat	vyhnal
iubeste	miluje
iubeste	miluje
seminte	osiva
seminte	semínka
seminte	semena
seminte	osivo
seminte	osiva
seminte	semena
seminte	semeno
seminte	osivo
seminte	osiva
seminte	semínka
seminte	semena
seminte	osivo
stanford	stanfordu
stanford	stanford
constitutionale	ústavní
ponta	ponta
demonstra	předvést
demonstra	prokázat
demonstra	demonstrovat
lajos	lajos
grecilor	řekové
grecilor	řeky
intelectuala	duševní
intelectuala	intelektuální
adiacente	sousední
adiacente	přilehlé
bond	bonde
bond	kauce
bond	pouto
bond	bond
subsol	zápatí
subsol	suterén
subsol	sklepě
subsol	suterénu
subsol	sklep
apucat	popadl
genereaza	generovat
ram	ram
knight	knight
knight	rytíři
knight	rytíř
paine	pečivo
paine	chleba
paine	chléb
paine	paine
paine	pečivo
paine	chleba
paine	chléb
radacinile	kořeny
radacinile	kořenů
editorul	vydavatel
editorul	redaktor
editorul	editor
editorul	šéfredaktor
constand	sestávající
heights	výšky
heights	heights
heights	výšek
nikita	nikita
aquila	aquila
malcolm	malcolm
malcolm	malcolma
trento	trento
gerard	gerard
apreciata	ocenil
instanta	soudu
instanta	soud
instanta	dvůr
eng}}	eng}}
ghidul	průvodce
ghidul	průvodci
ghidul	příručka
transportat	přepravovány
salvarea	spasení
salvarea	spása
salvarea	spásu
salvarea	záchrana
salvarea	ukládání
salvarea	úspory
salvarea	záchranu
salvarea	uložení
exteriorul	vnější
orleans	orleans
eliminata	odstraněno
duncan	duncana
duncan	duncan
legume	zeleninové
legume	zeleniny
legume	zelenina
legume	zeleninu
legume	zelenina
conflictele	konflikty
conflictele	konfliktů
etiopia	etiopie
rex	rex
polul	tyč
polul	pól
polul	polák
polul	sloup
polul	pólu
delhi	dillí
destinul	osud
destinul	destiny
simptome	symptomy
simptome	příznaky
helen	helena
helen	helen
lille	lille
baku	baku
teoretica	teoretické
prestigiu	prestiž
clasificat	utajované
clasificat	tajné
potasiu	draslíku
potasiu	draslík
potasiu	draselný
avantajul	výhodu
avantajul	výhoda
avantajul	zvýhodnění
avantajul	výhodou
periodice	pravidelné
periodice	periodik
periodice	časopisy
periodice	pravidelné
armstrong	armstrong
telecomunicatii	telekomunikace
telecomunicatii	telekomunikace
caucaz	kavkazu
browser	prohlížeč
wessex	wessexu
marseille	marseille
aburi	páry
aburi	pára
aburi	parní
nor	oblak
nor	mrak
nor	cloud
cantoane	kantonů
geologic	geologická
geologic	geologické
hussein	husajn
client	zákaznice
client	zákazník
client	klienta
client	zákazník
client	klient
giulia	giulia
creand	vytvoření
creand	vytváření
olimpiada	olympiáda
olimpiada	olympiádě
olimpiada	olympiáda
olimpiada	olympiádě
gregory	gregory
omega	omega
inchiderea	uzavření
inchiderea	ukončení
fibre	vláken
fibre	vlákna
fibre	vlákno
fibre	vlákna
fibre	vlákno
fibre	vlákna
prescott	prescott
reia	životopis
reia	obnovit
ritmul	rytmus
ritmul	rytmu
comisar	komisař
comisar	komisaře
comisar	komisaři
relevante	relevantní
virus	vir
virus	viru
virus	virus
virus	viry
calciu	vápník
calciu	vápenatý
calciu	vápníku
luptatori	zápasníci
luptatori	stíhačky
luptatori	bojovníků
luptatori	bojovníci
luptatori	bojovníky
luptatori	stíhačky
luptatori	bojovníků
luptatori	bojovníci
luptatori	bojovníky
vizitatori	návštěvy
vizitatori	návštěvníky
vizitatori	návštěvníci
descriu	popište
descriu	popsat
croata	chorvatské
aripile	křídla
dor	dor
dor	touha
dor	slečna
dor	slečno
devil	čert
devil	ďábel
savant	vědce
savant	vědci
savant	vědec
savant	učenec
savant	učenec
unsprezece	eleven
unsprezece	jedenáct
sep	sep
bombe	bomby
martor	svědek
martor	svědka
martor	svědkyně
fondatori	zakladatelé
fondatori	zakladatele
fondatori	zakladatelů
atletism	atletika
individuala	jednotlivec
individuala	individuální
individuala	jedinec
cutremurul	zemětřesení
angkor	angkor
impresionat	ohromen
lothar	lothar
locatia	lokace
locatia	místo
locatia	poloha
locatia	umístění
locatia	lokalita
locatia	lokace
locatia	místo
locatia	poloha
locatia	umístění
locatia	lokalita
celula	buňky
celula	buňka
celula	cela
celula	cely
celula	buňky
celula	buňka
celula	cela
celula	cely
decisiva	rozhodná
decisiva	rozhodný
decisiva	rozhodné
decisiva	rozhodující
alexios	alexios
vegetale	zeleninové
vegetale	zeleniny
vegetale	zelenina
