perioadele	perioder
fondatori	stifterne
atletism	friidrett
individuala	individuelle
individuala	individuell
individuala	individ
individuala	individet
cutremurul	jordskjelv
angkor	angkor
impresionat	imponert
lothar	lothar
locatia	beliggenhet
locatia	sted
locatia	lokalisering
locatia	lokasjon
locatia	posisjon
locatia	plassering
locatia	beliggenhet
locatia	sted
locatia	lokalisering
locatia	lokasjon
locatia	posisjon
locatia	plassering
celula	celle
celula	celle
decisiva	avgjørende
decisiva	besluttsom
kazan	kazan
vegetale	grønnsak
imbracaminte	klær
qui	qui
hoarda	horde
hoarda	horde
