mont	mont
hipoteza	hüpotees
rywala	rivaal
libanu	liibanon
knowles	knowles
uznając	tunnistades
uznając	tunnistades
zabójstwa	mõrv
zabójstwa	mõrvamine
zabójstwa	mõrvad
wszechświata	universum
düsseldorf	düsseldorfi
religijny	usklik
religijny	religioosne
dunaju	doonau
przydział	jaotamine
przydział	eraldamine
przydział	loovutamine
przydział	jaotamine
konstantin	konstantin
temple	tempel
temple	temple
ocenia	hindab
ocenia	hindab
zastąpione	asendatud
zastąpione	asendatud
zastąpione	asendatud
zastąpione	asendatakse
ogrodów	aiad
ogłoszenia	reklaamide
ogłoszenia	teadaanded
ogłoszenia	reklaamid
ogłoszenia	reklaame
schneider	schneider
wiarygodne	usaldusväärne
wiarygodne	usutav
twierdząc	väites
echo	kaja
zwyczaj	harjumus
zwyczaj	kohandatud
guillaume	guillaume
bogaty	rikkaks
bogaty	rikkad
bogaty	rikkalik
bogaty	rich
bogaty	rikas
producenci	tootjad
producenci	tootjad
gnu	gnu
enrique	enrique
zauważyłem	märganud
zauważyłem	märkasin
mechanizmu	mehhanism
mieszanej	segatud
mieszanej	sega
mieszanej	segunenud
knight	ratsu
knight	rüütli
knight	rüütel
knight	knight
promocja	edendamine
regiony	regioonid
regiony	piirkonnad
regiony	regioon
regiony	piirkond
palmer	palmer
sant	sant
malezji	malaisia
malezji	malaisias
schody	trepp
schody	astmed
schody	sammud
schody	trepid
schody	trepp
schody	trepp
aktorką	näitleja
aktorką	näitlejanna
fundusz	fondi
fundusz	fond
wybiera	valib
wybiera	valib
podana	antud
profesorów	professorid
magda	magda
paulina	paulina
paulina	pauline
muzułmanów	moslemid
julio	julio
flagę	lipp
flagę	lipu
maraton	maraton
jedynki	vallalised
buntu	mäss
buntu	mäss
buntu	ülestõus
socjalistów	sotsialistid
wniosków	rakendused
wniosków	taotlused
grunty	maa
grunty	maad
grunty	land
asyst	abistab
synonimy	sünonüümid
mechanik	mehaanik
malta	malta
akty	teod
akty	aktid
ssaki	imetajad
ssaki	imetajate
ssaki	imetaja
prośba	palve
prośba	taotlus
prośba	päring
absolutnie	absoluutselt
nielsen	nielsen
rozumieniu	tähendus
sikorski	sikorski
jakiekolwiek	iga
podróżował	reisinud
podróżował	reisinud
podstawa	sihtasutus
podstawa	fond
podstawa	vundament
podstawa	baasi
podstawa	baas
podstawa	alus
podstawa	alus
dojrzałości	tähtaeg
claire	claire
cezara	caesar
wino	veini
wino	vein
wino	veinid
uzupełnienie	lisand
uzupełnienie	täiendus
uzupełnienie	täiendus
elena	elena
prezentacja	tutvustus
prezentacja	esitus
prezentacja	esitlus
prezentacja	esitluse
prezentacja	esitusviis
uczestnictwa	osalus
uczestnictwa	osalemine
wierni	usklikud
wierni	truu
etapy	etapid
etapy	astmed
etapy	sammud
warsztat	garaaž
warsztat	garaaži
warsztat	töökoda
warsztat	seminar
księża	preester
księża	preestrid
prefektura	prefektuur
wychowanie	kasvatus
wychowanie	tõstmine
widziałem	näinud
geograficznego	geograafiline
geograficznego	geograafilised
systematycznie	süstemaatiliselt
systematycznie	süstemaatiline
oregon	oregoni
czeka	ootan
czeka	ootel
czeka	ootamine
czeka	ootame
pavel	pavel
dziedzictwo	pärand
dziedzictwo	päranduse
dziedzictwo	kultuuripärandi
dziedzictwo	pärand
okręgi	ringid
okręgi	piirkonnad
okręgi	maakondades
prawdziwy	reaalne
prawdziwy	ehtne
prawdziwy	tõeline
jesse	jesse
zegar	taimer
zegar	kell
zegar	kella
singh	singh
górnictwa	kaevandamine
plata	plata
ramy	raamid
ramy	raamistik
ramy	kaader
ramy	raam
ramy	raami
ramy	rama
uratować	salvestamine
uratować	salvesta
uratować	päästmine
uratować	päästa
uratować	pääste
mason	mas
mason	mason
podwójny	topelt
komputery	arvutid
komputery	arvuti
arch	kaare
arch	arch
arch	kaar
psychologia	psühholoogid
psychologia	psühholoogia
transferu	üleviimine
transferu	ülekandmine
transferu	ülekanne
transferu	üleandmine
flory	flora
atrakcje	atraktsioone
atrakcje	külgetõmme
doc	doc
doc	dok
potencjalnie	potentsiaalselt
gorzej	hullem
gorzej	halvem
theodor	theodor
szkocja	šotimaal
szkocja	šotimaa
federalnej	föderaalne
trzęsienie	maavärin
lepsza	parem
lepsza	paremad
lepsza	paremini
rdzenia	core
rdzenia	tuum
rdzenia	tuuma
made	tehtud
aktywne	aktiivne
aktywne	aktiivsed
rfc	rfc
smaku	maitsed
smaku	maitse
irina	irina
