守山	moriyama
ラインハルト	reinhard
ラインハルト	reinhardt
硝酸	nitrat
硝酸	nitratov
硝酸	nitrata
図面	risbe
図面	skice
図面	risb
図面	risba
図面	risanje
サバンナ	savannah
レイラ	leila
埋める	pokopal
埋める	pokopati
埋める	pokop
埋める	zakopati
埋める	zapolni
埋める	napolni
フィンガー	prst
スターズ	zvezde
スターズ	zvezdice
スターズ	zvezd
康成	jasunari
同化	asimilacijo
モロ	moro
チャリティ	dobrodelnost
チャリティ	dobrodelna
かつら	lasuljo
かつら	lasulje
リッキー	ricky
ストリング	niz
ストリング	vrvica
ストリング	vrvico
ストリング	vrvice
ウォレス	wallace
プロット	zarota
プロット	zaroto
区切り	break
区切り	zlomil
区切り	zlomi
雄大	veličastni
雄大	veličastna
雄大	veličasten
雄大	veličastno
計器	inštrument
計器	instrument
文官	civilno
文官	civilni
文官	civilist
文官	civilne
文官	civilna
ゲームセンター	arcade
ゲームセンター	igralnica
クリケット	kriket
ゆっくり	počasi
タオル	brisačo
タオル	brisače
アリストテレス	aristotel
ハイドン	haydn
プレジデント	predsednik
プレジデント	predsednica
ディッシュ	krožnik
ディッシュ	jed
方法論	metodologija
方法論	metodologijo
方法論	metodologije
ビスタ	vista
ワンダー	čudežni
ワンダー	čudo
ワンダー	čudežna
クッキー	piškoti
クッキー	piškote
クッキー	piškoti
クッキー	cookie
電極	elektrode
電極	elektrode
シギ	slokar
瞑想	meditacija
瞑想	meditacijo
瞑想	meditacijo
ドーナツ	krofi
ドーナツ	krof
ドーナツ	krofi
ドーナツ	krof
ノズル	šobe
ノズル	šobe
ナショナリズム	nacionalizem
パイン	bor
パイン	pine
正方形	kvadratnih
正方形	kvadrat
正方形	kvadratov
テオドール	theodore
テオドール	theodor
パスカル	pascal
タンザニア	tanzaniji
リザーブ	rezerva
リザーブ	rezervo
リザーブ	rezerve
肥満	debelih
肥満	debelost
エーテル	eter
エーテル	etra
モデリング	modeliranje
モデリング	modeliranje
モデリング	modeliranja
キャビン	koča
キャビン	kočo
キャビン	kabina
ヘリウム	helij
高架橋	viadukt
羽毛	pero
羽毛	peresa
羽毛	perja
羽毛	perje
ハロウィン	pust
ウッズ	gozdovi
ウッズ	gozda
ウッズ	woods
ウッズ	gozd
フラグ	označitev
フラグ	zastava
フラグ	zastavo
フラグ	zastave
フラグ	zastave
グリム	grimm
銀河系	galaksijo
銀河系	galaxy
銀河系	galaksija
策略	podvig
サプライズ	presenečenje
フィナーレ	finale
アニマル	živalsko
アニマル	živalska
アニマル	žival
アニマル	živali
同定	identifikacijo
同定	identifikacija
チャーチ	cerkev
開祖	ustanovitelj
ロッシ	rossi
マグネシウム	magnezij
マグネシウム	magnezija
マグネシウム	magnezijev
共和制	republike
共和制	republiko
共和制	republika
共和制	republikah
仮装	kostum
除名	izgon
除名	izključitev
磁石	magnet
磁石	magneti
インストラクター	inštruktor
イノベーション	inovacije
イノベーション	novosti
イノベーション	inovativnost
イノベーション	inovacije
イノベーション	inovacij
