और	та
बेकार	відстій
बेकार	непотрібні
मिशेल	мішель
मिशेल	мікеле
मिशेल	мітчелл
अनिश्चित	невизначеності
मोटा	жирна
मोटा	товстий
मोटा	товста
मोटा	густе
मोटा	жирний
मोटा	жиру
मोटा	жирна
मोटा	жири
अंकन	позначення
अंकन	розмітка
वरदान	благословення
वरदान	благословіння
वरदान	бун
सलमान	салман
दुख	misery
आर्यों	арії
फ्रेडरिक	фрідріх
फ्रेडरिक	фредерік
मानद	почесний
संग्रहण	збірок
संग्रहण	колекції
संग्रहण	collection
संग्रहण	збірки
संग्रहण	зберігання
संग्रहण	носії
संग्रहण	сховище
संग्रहण	колекція
संग्रहण	колекції
संग्रहण	collection
संग्रहण	збірка
संग्रहण	козачка
अंतर्निहित	природною
राष्ट्रवाद	націоналізм
समर्पण	рішучість
आर्कटिक	arctic
काबुल	кабул
फिलहाल	зараз
फिलहाल	наразі
आलोचनात्मक	критична
आलोचनात्मक	критичні
आलोचनात्मक	критичний
प्रतिस्पर्धी	виборола
प्रतिस्पर्धी	конкуренти
प्रतिस्पर्धी	конкурентів
प्रतिस्पर्धी	конкурентів
प्रतिस्पर्धी	конкуренції
आयरन	залізний
आयरन	залізо
आयरन	залізна
आयरन	заліза
कार्यालयों	заклади
कार्यालयों	працевлаштування
स्टाफ	персонал
स्टाफ	штаб
फिल्टर	фільтрувати
फिल्टर	фільтр
आंदोलनों	рухи
आंदोलनों	рухів
जटिलता	складність
देखिये	дивитися
देखिये	подивитися
देखिये	дивіться
देखिये	дивися
देखिये	спостерігати
स्विस	швейцарський
स्विस	швейцарська
कटाई	жнива
कटाई	урожай
कटाई	врожай
कटाई	збирають
रूढ़िवादी	консервативна
फोर्ट	форт
फोर्ट	fort
चमड़े	шкіра
अनुपालन	стандарту
हफ्ते	тиждень
हफ्ते	тижні
हफ्ते	тижнів
प्रतिज्ञा	визнавати
प्रतिज्ञा	обіцянка
प्रतिज्ञा	дарування
प्रतिज्ञा	серйозним
चैंपियंस	чемпіони
मुद्रित	надруковано
वास्तुकार	архітектор
अभिनव	інноваційні
चयापचय	метаболізм
कनेक्शन	поєднанні
अरस्तू	арістотель
बिली	біллі
बिली	біллі
अर्द्ध	крапкою
अर्द्ध	напів
खाया	їли
खाया	їв
खाया	їла
बार्सिलोना	барселона
प्रवक्ता	представника
अग्रिम	завчасно
अग्रिम	передовій
अग्रिम	фронту
अस्त्र	astra
विकिमीडिया	wikimedia
माइक्रोफोन	мікрофон
अब्राहम	авраам
अब्राहम	абрахам
जुड़वां	близнюк
जुड़वां	близнюки
प्रिक्स	prix
प्रिक्स	прі
गोल्फ	гольф
विडियो	відео
विडियो	відеозапис
गोले	пострілів
गोले	постріли
गोले	патрони
गोले	оболонки
गोले	мушлі
हज़ारों	тисячі
बाधित	перервано
हिप	hip
हिप	хіп
क्षीण	невеликими
क्षीण	легке
मंजिल	підлога
मंजिल	поверх
कीमतों	ціни
विलक्षण	дивними
ट्रॉफी	трофей
दुरुपयोग	зловживання
दुरुपयोग	образи
पुनर्जागरण	відродження
लेक	лек
लेक	лех
मिल्वौकी	мілуокі
कंधे	плече
मज़बूत	сильним
मज़बूत	сильні
मज़बूत	сильною
मज़बूत	сильний
मज़बूत	сильна
कंट्रोल	контроль
कंट्रोल	контрольна
कंट्रोल	керування
कंट्रोल	ctrl
थीम	теми
थीम	тем
थीम	тему
थीम	тема
थीम	теми
पाउडर	порошку
पाउडर	опіків
समाजवाद	соціалізм
समाजवाद	соціологія
संगमरमर	marble
संगमरमर	мармур
संगमरमर	етап
सेक्स	стать
सेक्स	секс
सेक्स	sex
वीरता	героїзм
वीरता	сміливість
वीरता	відвага
कीर्ति	славу
कीर्ति	слави
मिलाने	мілан
जेन	джейн
जेन	джен
अरबों	мільярди
गतिशीलता	мобільності
कहां	звідки
कहां	де
कहां	where
कहां	куди
आतंरिक	внутрішнє
आतंरिक	внутрішній
आतंरिक	внутрішня
आतंरिक	внутрішні
कैथरीन	кетрін
कैथरीन	катерина
कैथरीन	катерина
पत्ती	лист
पत्ती	листок
पत्ती	leaf
पत्ती	патті
हिम	сніг
कब्ज़ा	зберігання
कब्ज़ा	одержимість
कब्ज़ा	володіння
कब्ज़ा	поглинання
हस्तांतरण	перенесення
हस्तांतरण	трансфер
हस्तांतरण	перенесення
हस्तांतरण	транспорт
हस्तांतरण	пересилання
हस्तांतरण	передачі
हस्तांतरण	передач
हस्तांतरण	перенесення
लॉजिक	логічна
लॉजिक	логіка
लॉजिक	логічні
टकराव	зіткнення
टकराव	clash
लिनक्स	linux
धुरी	колія
धुरी	вісь
आभास	сприйняти
घोड़ा	кінь
ख़राब	bad
ख़राब	погана
ख़राब	погано
ख़राब	погане
प्रतिबिंबित	відбити
एकाधिक	багатокористувацька
वीर्य	семен
विशिष्टता	spec
दर्रा	перевал
दर्रा	передати
दर्रा	проїхати
गैलेक्सी	галактика
वरीयता	основний
वरीयता	бажана
वरीयता	головна
वरीयता	бажаний
गुहा	лопатки
पहलवान	борці
पहलवान	борець
रैंक	звання
रैंक	вартості
अपूर्ण	недосконала
अपूर्ण	неповна
अपूर्ण	незавершений
अपूर्ण	неповним
डेल	дейл
डेल	дель
डेल	del
डेल	dell
डेल	делл
दूरदर्शी	телескопа
दूरदर्शी	телескоп
दूरदर्शी	виправданий
शुक्राणु	сперматозоїди
लीवर	важіль
काण्ड	канд
वज़न	вагу
वज़न	вага
तटस्थ	нейтральний
तटस्थ	нейтральна
उन्मुख	орієнтовані
अनुकूलित	налаштувати
अनुकूलित	власний
अनुकूलित	особлива
अनुकूलित	нетипові
अनुकूलित	індивідуально
अनुकूलित	нетиповий
भेड़	вівця
भेड़	вівці
भेड़	вівцями
रैखिक	лінійна
रैखिक	лінійний
इकाइयाँ	одиниці
फांसी	хочеться
फांसी	висить
फांसी	висіти
सस्ते	дешевий
सस्ते	дешево
सक्रियता	активізм
सक्रियता	активність
सक्रियता	дії
सक्रियता	діяльності
सक्रियता	дія
सक्रियता	діяльність
प्रयोगात्मक	експериментальна
प्रयोगात्मक	експериментальний
निवेशक	інвестор
विनियमन	постанова
विनियमन	регулювання
कब्जे	зберігання
कब्जे	одержимість
कब्जे	володіння
ऐनी	анн
ऐनी	анна
बेला	белла
रॉकेट	ракети
रॉकेट	ракета
निकालना	вилучення
निकालना	видалення
निकालना	видобування
नॉर्वे	норвегії
नॉर्वे	норвегія
सालाना	річну
सालाना	річна
सालाना	щороку
सालाना	річні
सालाना	річний
कलम	перо
कलम	ручка
चूर्ण	шлак
चूर्ण	порошку
चूर्ण	опіків
बॉस	начальник
बॉस	boss
बॉस	бос
बॉस	босс
टोरंटो	торонто
जॉर्जिया	грузія
जॉर्जिया	грузії
जॉर्जिया	грузію
बसें	автобуси
कोल	коул
मरे	мюррей
खुफिया	інтелект
खुफिया	розвідка
अपलोड	завантажено
अपलोड	вивантаження
अपलोड	вивантаження
नलिका	труби
नलिका	труба
अजीब	дивний
अजीब	дивна
अजीब	дивне
अजीब	дивно
अजीब	дивний
अजीब	дивна
अजीब	дивним
अजीब	дивно
अजीब	дивні
अजीब	незручно
बोलियों	заявки
ओबामा	обама
शॉन	шон
शॉन	шон
अल्बर्ट	альберт
अल्बर्ट	альбер
आन्तरिक	внутрішнє
आन्तरिक	внутрішній
आन्तरिक	внутрішня
आन्तरिक	внутрішні
वेगास	вегасі
वेगास	вегас
सघन	компактний
सघन	стислий
सघन	вузький
सघन	згущене
सघन	щільна
चौदह	чотирнадцять
प्लाज्मा	плазма
छपाई	друк
छपाई	надрукувати
छपाई	друкувати
छपाई	друку
छपाई	друк
सर्दी	холодні
सर्दी	холодна
सर्दी	холод
सर्दी	холодно
सर्दी	холодний
सर्दी	зима
गिलगित	гілгіт
घना	щільна
मीठा	солодка
मीठा	солодкі
मीठा	солодкий
सच्चाई	серйозним
सच्चाई	істини
सच्चाई	істина
व्यवसायों	професії
व्यवसायों	професій
व्यवसायों	підприємцям
व्यवसायों	бізнесу
व्यवसायों	компаніями
आदत	звичка
आदत	звички
आदत	звичкою
आज़ादी	свобода
लड़कों	хлопчики
पुण्य	поведінка
स्विच	перемикання
स्विच	перемикач
पैन	пан
पैन	випічки
प्राध्यापक	професор
वोटों	голоси
वोटों	голосів
वोटों	голосує
ताजा	свіжі
ताजा	свіже
ताजा	свіжа
ताजा	свіжий
झरने	водоспад
भिक्षु	монах
बलूचिस्तान	gerbillus
नेपोलियन	наполеона
नेपोलियन	наполеон
प्रतिभागी	учасників
प्रतिभागी	учасники
प्रतिभागी	учасникам
बोझ	тягар
आधिपत्य	гегемонія
पूंछ	хвіст
मेमोरियल	меморіал
रीढ़	хребет
सेवानिवृत्त	закріплені
सेवानिवृत्त	звільнився
ज्येष्ठ	старшому
क्रूज़	крус
धनात्मक	позитивне
धनात्मक	позитивні
धनात्मक	позитивний
धनात्मक	позитивно
धनात्मक	позитив
तुम्हारी	твій
तुम्हारी	твоя
तुम्हारी	твої
तुम्हारी	твоє
तुम्हारी	ваші
आइस	лід
कमज़ोर	слабка
कमज़ोर	слабкий
आयुर्विज्ञान	ліки
आयुर्विज्ञान	медицина
सऊदी	саудівська
अनुमोदन	згоду
अनुमोदन	схвалення
अनुमोदन	затвердження
अनुमोदन	підтвердження
मोम	віск
सूअर	свині
सूअर	свиня
सूअर	свині
पोत	судно
पोत	судна
सौदे	договорів
सौदे	домовитися
सौदे	здати
सौदे	згода
सौदे	домовились
सौदे	угода
मोटाई	товщина
पलायन	втеча
वर्जीनिया	вірджинія
दृढ़ता	наполегливість
संतों	святі
बीजगणित	алгебра
मानसून	мусон
हेक्टेयर	гектар
हेक्टेयर	гектарів
केंद्रों	центрах
कार्यात्मक	функціональні
कार्यात्मक	функціональна
रचनाएं	творів
बुश	буш
सपने	сон
सपने	dream
सपने	мрія
सपने	сни
सपने	снів
सपने	мрій
सपने	мрії
सपने	dreams
आश्चर्यजनक	дивуватися
छाती	груди
घोड़ों	коней
घोड़ों	коні
वॉल	стіну
वॉल	стіна
वॉल	стіні
यम	ммм
यम	плутон
हड्डियों	кістки
हड्डियों	кісточки
महत्ता	важливості
महत्ता	важливість
फ्रांसिस	френсіс
फ्रांसिस	франциск
महानगर	metropolitan
मैनेजर	керівник
मैनेजर	менеджер
कार्निवल	карнавал
खिलाडी	гравців
खिलाडी	гравці
नक्शे	карти
नक्शे	мапи
नक्शे	картах
पाइप	трубу
पाइप	труба
पाइप	люльку
पाइप	каналом
पाइप	труби
त्रिभुज	орла
त्रिभुज	орел
त्रिभुज	трикутник
खलनायक	villain
खलनायक	лиходії
ईस्टवुड	іствуд
रूम	кімнат
रूम	кімнати
रूम	кімната
रूम	кімнату
मैक्सिको	мексики
मैक्सिको	мексиці
मैक्सिको	мексика
जज	суддя
जज	судді
जज	суддю
पुरातन	антикваріат
व्यवसायिक	професія
अल्फा	alpha
अल्फा	альфа
अल्फा	alfa
अल्फा	вишиванці
डालर	долар
छद्म	псевдо
निशाना	призначення
निशाना	ціль
ईस्टर	пасха
ईस्टर	великдень
ऑटोमोबाइल	автомобілі
ऑटोमोबाइल	автомобілем
ऑटोमोबाइल	автомобіль
ऑटोमोबाइल	автовиробник
राउंड	кругла
राउंड	круглий
राउंड	round
राउंड	раунд
बेरी	беррі
बेरी	ягода
नरम	soft
नरम	ніжні
रोमांटिक	романтик
रोमांटिक	романтична
रोमांटिक	романтичний
रोमांटिक	романтичні
काँच	скло
सूप	суп
नेट	нетто
नेट	net
नेट	метеликів
जेरिको	єрихон
टैगोर	тагор
हॉप	гоп
हॉप	hop
हॉप	хоп
उठता	виникнення
उत्परिवर्तन	мутації
गेज	колії
ओपेरा	opera
ओपेरा	опера
मैट्रिक्स	матриця
मैट्रिक्स	матриці
जार्ज	георгій
जार्ज	георгія
जार्ज	джордж
जार्ज	георг
बिल्ली	кіт
बिल्ली	кішка
क्षुद्रग्रह	астероїди
क्षुद्रग्रह	астероїд
क्षुद्रग्रह	астероїди
आसमान	небом
आसमान	небо
आसमान	небо
मिनी	mini
मिनी	міні
क्रियाएँ	заняття
क्रियाएँ	діяльності
क्रियाएँ	діяльність
क्रियाएँ	дієслів
क्रियाएँ	дієслова
क्रियाएँ	дії
क्रियाएँ	активність
क्रियाएँ	дії
क्रियाएँ	діяльності
क्रियाएँ	дія
क्रियाएँ	діяльність
वैली	воллі
याचिका	петиція
सुविधाजनक	зручний
सुविधाजनक	зручно
सुविधाजनक	зручна
स्नेह	класики
फेसबुक	фейсбук
फेसबुक	facebook
जैक्सन	джексон
चोर	злодіїв
चोर	злодії
चोर	злодія
चोर	злодій
कॉपी	скопійовано
कॉपी	скопіюйте
कॉपी	копіювання
कॉपी	скопіювати
कॉपी	копіювати
कॉपी	копія
कॉपी	копії
कॉपी	копій
कॉपी	копіює
डाइऑक्साइड	цирконію
केप	мис
मौसमी	сезонні
भेजी	надіслано
भेजी	надіслані
कमेटी	комітету
कमेटी	комітет
मौजूदगी	присутність
दोस्ती	дружби
दोस्ती	дружба
दोस्ती	дружбу
पंप	насос
एयरबस	airbus
सील	печатка
सील	печатки
सील	емблема
सील	котик
सील	сіл
आभासी	віртуальний
सलीम	салім
आश्वासन	втіху
नक्काशी	гравірування
विचलन	відхилення
डबिंग	дубляжу
डेविस	девіс
होस्ट	вузол
होस्ट	ведуча
होस्ट	вузли
होस्ट	сервери
जलाशय	басейн
ऋणात्मक	негативний
ऋणात्मक	негативне
ऋणात्मक	негативна
ऋणात्मक	негатив
ऋणात्मक	негативні
जवान	янг
जवान	молода
जवान	молоді
जवान	молодою
जवान	молодий
जवान	молодим
डॉग	собака
डॉग	собачка
डॉग	пес
टूल	інструменти
टूल	засоби
टैक्सी	таксі
टैक्सी	таксі
सूरा	розділ
सूरा	глава
सूरा	главу
सूरा	сура
सूरा	сура
पेरू	перу
परिणत	перетворює
भूरा	браун
भूरा	коричневі
भूरा	brown
भूरा	коричневий
चलाता	виконує
यूनिक्स	unix
गार्ड	гвардійська
गार्ड	охорона
गार्ड	охоронці
गार्ड	охорони
गार्ड	охорона
गार्ड	гвардія
गिना	порахувати
रेलमार्ग	машиніст
रेलमार्ग	залізниця
गेहूं	пшениці
गेहूं	житом
बेसिक	базові
बेसिक	базове
बेसिक	основні
बेसिक	базовий
बेसिक	основний
फेडरेशन	федерація
रस्सी	мотузку
रस्सी	нитка
रस्सी	мотузка
रस्सी	мотузки
क्रीम	крем
क्रीम	вершки
परेड	парад
अलास्का	аляска
शुद्धता	доброчесність
शुद्धता	точність
रुद्र	рудра
रचनाकार	writer
रचनाकार	письменник
शिशुओं	діти
शिशुओं	малюків
शिशुओं	немовлята
अंगूर	винограду
अंगूर	виноград
अंगूर	винограду
विश्वव्यापी	worldwide
लेनी	лені
देह	тіло
देह	тіла
जौ	ячменю
युवावस्था	молодість
युवावस्था	юнацтва
युवावस्था	юність
युवावस्था	молодь
स्टाइल	стиль
रेड्डी	редді
गुरुकुल	семінарії
लौटे	повернувся
लौटे	повернуто
लौटे	повернулася
कारखानों	фабрики
कारखानों	заводів
ढांचा	кадри
ढांचा	блоки
ढांचा	рамки
ढांचा	блок
ढांचा	кадр
ढांचा	рамка
ढांचा	структура
ढांचा	структури
मजदूरी	зарплаті
विस्थापन	виселення
विस्थापन	переміщення
कठिनाइयों	труднощі
चैन	чан
चैन	ланцюжок
चैन	ланцюг
प्रतीकों	символів
प्रतीकों	символи
भ्रष्ट	пошкоджений
भ्रष्ट	пошкоджено
भ्रष्ट	пошкоджений
अभियान्त्रिकी	техніка
अभियान्त्रिकी	інженерних
अभियान्त्रिकी	інженерія
सामंजस्य	гармонія
सामंजस्य	harmony
बंगला	бангладешу
पैक	зграї
पैक	пачок
पैक	зграя
पैक	пачку
पिक्चर	picture
पिक्चर	зображення
पिक्चर	картинка
पिक्चर	фото
पिक्चर	pixar
इराक़	ірак
इराक़	іраку
वाइन	вина
वाइन	вино
फारस	persia
शतरंज	шахи
गर्भपात	аборт
प्रकोप	обурення
प्रकोप	гнів
प्रकोप	гніву
ग्रीष्म	літо
बेल्ट	пояси
बेल्ट	пояс
पुजारी	священик
प्लेस	місце
खां	хан
मीना	міна
एनीमेशन	анімація
एनीमेशन	оптимізація
एनीमेशन	анімація
एनीमेशन	анімації
नॉन	non
नॉन	нон
समस्याएँ	проблем
समस्याएँ	проблеми
समस्याएँ	питань
समस्याएँ	проблеми
समस्याएँ	питання
एलिजाबेथ	єлизавета
एलिजाबेथ	елізабет
डिएगो	дієго
पैट्रिक	патрік
विक्टर	віктор
विक्टर	переможцю
मित्रता	дружби
मित्रता	дружба
मित्रता	дружбу
विश्वसनीयता	надійність
विश्वसनीयता	надійності
यूरेनियम	урану
ढेर	купи
ड्रीम	сон
ड्रीम	dream
ड्रीम	мрія
कैप्टन	капітан
वेधशाला	обсерваторія
कुत्ता	собака
कुत्ता	собачка
कुत्ता	пес
तुरन्त	негайно
तुरन्त	одразу
तुरन्त	відразу
तुरन्त	негайно
तुरन्त	миттєво
क्लबों	club
क्लबों	клуб
छीन	покинули
जड़ें	коріння
सरसों	гірчиця
वार्नर	warner
सिस्टम्स	систем
सिस्टम्स	systems
चलना	ходити
चलना	прогулянка
चलना	прогулянки
चलना	прогулянка
धुन	мелодії
धुन	мелодію
समितियों	комітетів
लेबनान	лівану
लेबनान	ліван
औचित्य	порадившись
रूपक	метафора
नौका	яхта
नौका	яхти
नौका	човен
शैवाल	водорості
निपटान	розпорядженні
निपटान	поселення
साईट	сайт
स्वीडिश	шведська
स्वीडिश	швеція
स्वीडिश	швеції
एडम्स	адамс
अभिगम	доступ
मंत्रिमंडल	кабінет
मंत्रिमंडल	кабінету
पहना	носив
पहना	одягнений
लेट	запізнюється
लेट	пізно
लेट	запізно
तिल	кунжут
ट्विटर	twitter
ट्विटर	тремтіння
जेरी	єре
जेरी	джері
जेरी	джеррі
पतला	slim
पतला	струнка
पतला	тонка
पतला	тонкі
पतला	тонкий
पतला	невеликими
पतला	легке
न्यूज	новини
न्यूज	новина
आइलैंड	острів
रिलायंस	reliance
कमर	талію
कमर	талія
कमर	пояс
फौज	армії
फौज	армія
फौज	військо
फौज	армійський
कैमरे	камер
कैमरे	камери
कमाल	чудові
कमाल	красень
कमाल	дивовижна
उठाना	підвищення
उठाना	підняття
निकास	вихід
निकास	виходу
निकास	вийти
मालिश	масаж
कॉमिक	comic
कॉमिक	комікс
आसवन	дистиляція
क्वार्टर	квартал
क्वार्टर	чверть
लाइनों	лінії
लाइनों	рядками
लाइनों	рядків
लाइनों	лініями
लाइनों	рядки
कवक	гриба
क्षतिपूर्ति	компенсація
क्षतिपूर्ति	сутичка
क्षतिपूर्ति	збитки
सूखा	сухий
सूखा	суха
सूखा	сухо
सूखा	сухе
सूखा	сухі
सूखा	посухи
रहस्यमय	загадкова
इस्लामिक	ісламський
रजिस्टर	регістри
रजिस्टर	зареєструватись
रजिस्टर	зареєструвати
रजिस्टर	регістр
रजिस्टर	реєстрація
सिंगल	окремі
सिंगल	single
सिंगल	самотній
सन्धि	договір
सन्धि	договору
अनूदित	перекладено
चमत्कार	чудеса
चमत्कार	дива
चमत्कार	диво
चमत्कार	чудо
चमत्कार	дива
गोला	сфера
गोला	сфери
गोला	куля
उत्तेजना	хвилювання
गेट्स	брами
गेट्स	воріт
गेट्स	ворота
विमानन	авіації
विमानन	авіація
संचय	кеш
संचय	кешу
डैनियल	daniel
डैनियल	даніел
डैनियल	даніель
डैनियल	деніел
डैनियल	данило
वायरलेस	бездротовий
फिलाडेल्फिया	філадельфія
टुकड़ा	фрагмент
टुकड़ा	шматок
टुकड़ा	інсталяція
टुकड़ा	фігуру
टुकड़ा	шматок
टुकड़ा	зрізу
टुकड़ा	розмиває
लेफ्टिनेंट	лейтенант
लेफ्टिनेंट	лейтенанта
स्पैनिश	іспанською
स्पैनिश	іспанської
स्पैनिश	іспанська
अपोलो	аполлон
एफबीआई	фбр
कैमरून	камеруну
हाइब्रिड	гібридів
हाइब्रिड	гібридна
बलात्कार	зґвалтування
संतोष	задоволення
संतोष	блаженства
कथाएं	казки
रोलिंग	роулінг
सजावट	обрамлення
सजावट	декорації
सजावट	декорування
सजावट	оздоблення
सजावट	обрамлення
सजावट	декорації
सजावट	декорування
टेरी	террі
हिमनद	льодовик
कैफीन	кофеїн
अस्थिर	нестабільні
राख	попіл
राख	прах
राख	попіл
राख	ash
राख	аш
राख	еш
संकुचन	стиснення
संकुचन	стискання
संकुचन	стискання
पार्टियों	вечірок
पार्टियों	вечірки
पार्टियों	партій
इन्टरनेट	переривання
इन्टरनेट	перервати
इन्टरनेट	інтернет
उर्वरक	добрив
उर्वरक	добрива
अनुवादक	перекладач
अनुवादक	перекладачі
शोक	траур
आरोपों	звинувачення
उपसर्ग	префікс
दिलचस्प	цікавий
दिलचस्प	цікаво
दिलचस्प	цікаве
संयम	витримкою
संयम	тверезість
आँखें	очі
आँखें	очей
आँखें	очам
कच्चा	raw
शाप	прокляття
शाप	прокляття
कैपिटल	столиці
कैपिटल	капітолій
बास	бас
बास	басс
घुटने	коліно
कम्प्यूटिंग	обчислення
अपराधियों	злочинці
अपराधियों	злочинців
डेस्कटॉप	стільниці
जीती	переміг
जीती	виграв
जीती	вон
जीती	виграли
जादुई	магічні
जादुई	чарівне
जादुई	магічне
पोर्टलैंड	портленд
सितारे	зірки
डीजल	дизель
तेरह	тринадцять
स्पिन	лічильника
फ्रैंकफर्ट	франкфурт
गिने	номера
गिने	порахувати
स्टेज	стадії
स्टेज	діях
स्टेज	стадія
निष्ठा	рішучість
निष्ठा	щиро
निष्ठा	відданості
निष्ठा	відданість
निष्ठा	вірні
अंतरण	інтервал
अंतरण	проміжки
इंटरफ़ेस	інтерфейс
ऑप्टिकल	оптичний
साँस	дихати
साँस	подих
साँस	дихає
साँस	дихання
स्विट्ज़रलैंड	швейцарія
स्विट्ज़रलैंड	швейцарії
कैल्सियम	кальцій
कैल्सियम	кальцію
दीप	глибока
दीप	deep
दीप	глибоко
दीप	глибокий
ग़लत	неправильна
ग़लत	неправильно
ग़लत	неправильний
ग़लत	помилковий
निकालकर	вилучення
निकालकर	видалення
बंधक	заручник
बंधक	заручники
एंटीबॉडी	антитіло
पटल	панель
प्रत्यारोपण	зубів
प्रत्यारोपण	трансплантація
प्रत्यारोपण	голови
कर्मियों	персоналу
साठ	шістдесят
लैंड	земля
वियना	відень
नाइट्रेट	нітрат
ज़रूर	впевнений
ज़रूर	звичайно
ज़रूर	впевнені
कॉमन्स	commons
व्यवसायी	бізнесмен
उपनिषद्	упанішади
नकद	грошовий
नकद	готівки
समीक्षक	оглядач
आभूषण	прикраси
आभूषण	прикрас
आभूषण	прикраси
लड़ाकू	боєць
लड़ाकू	винищувач
बेसिन	басейн
चार्टर	хартія
उत्प्रेरक	каталізатор
हर्ष	круті
हर्ष	примхи
हर्ष	жорсткі
हर्ष	суворий
कठोरता	твердість
तीर	стріли
तीर	стрілки
तीर	стрілок
तीर	стріла
तीर	стрілка
फिनलैंड	фінляндія
फिनलैंड	фінляндії
स्टेम	stem
पोलिश	польською
पोलिश	польську
पोलिश	польська
पोलिश	польські
पोलिश	польське
रोकता	оберігає
रोकता	запобігає
रोकता	забороняє
जनजातियों	народами
जनजातियों	племен
डेक	корму
डेक	колоди
डेक	колоду
निर्वात	вакуум
आपातकाल	надзвичайні
आपातकाल	аварійні
आपातकाल	швидка
टिम	тімоті
टिम	тім
खानों	мін
खानों	копальні
खानों	міни
ओवेन	оуен
प्रागैतिहासिक	доісторична
इरादे	намір
लेग	ніжку
लेग	нога
लेग	нозі
लेग	ногу
कालक्रम	хронологія
अवधारणाओं	концепції
अवधारणाओं	принципи
प्रोफ़ाइल	профілю
प्रोफ़ाइल	профіль
प्रोफ़ाइल	профілі
घृणा	ненависть
घृणा	ненавиджу
घृणा	ненависть
घृणा	ненависті
एंड्रयू	ендрю
मसाला	спеції
मसाला	spice
मूल्यवान	цінні
मूल्यवान	корисна
मूल्यवान	цінний
चिकन	курка
चिकन	курки
चिकन	курча
चिकन	курячий
कुवैत	кувейт
बर्बरता	вандалізму
विकलांग	вимкнено
विकलांग	каліка
विकलांग	інвалід
विकलांग	інваліди
संकीर्ण	вузький
संकीर्ण	вузькі
समझी	вважається
समझी	вважаються
समझी	вважають
समझी	вважалося
विशेषाधिकार	привілей
विशेषाधिकार	прерогатива
रोमांस	романтика
कार्यक्षमता	функціональності
कार्यक्षमता	функціональність
मानों	значення
मानों	цінності
पतंजलि	патанджалі
सामर्थ्य	міцність
सामर्थ्य	інтенсивність
सामर्थ्य	сили
सामर्थ्य	сила
सामर्थ्य	потенціал
स्वच्छता	прибирання
आखिरकार	зрештою
आखिरकार	нарешті
लिवरपूल	ліверпуль
ऐन	енн
ऐन	ен
ऐन	айн
अदृश्य	невидимі
अदृश्य	невидимий
अंगूठी	кільце
अंगूठी	перстень
अंगूठी	каблучка
अंगूठी	кільцева
पंचांग	календар
पंचांग	календарі
प्रोफ़ेसर	професор
नमूनों	днк
मकर	козеріг
एंडी	енді
परतों	шари
परतों	шарів
अटल	безумовної
पेंगुइन	пінгвін
ग्राफ	граф
ग्राफ	графіка
ग्राफ	графік
कुरान	коран
शेफ़ील्ड	sheffield
सुर	сюр
दुष्ट	шахрая
दुष्ट	зла
दुष्ट	злом
दुष्ट	evil
दुष्ट	зло
केदारनाथ	кедарнатх
निष्पक्ष	нейтральний
निष्पक्ष	нейтральна
संयोजित	комбінований
वर्जित	заборона
वर्जित	заборонено
वर्जित	заборонене
वर्जित	заборонений
वर्जित	заборонені
बराबरी	рівний
बराबरी	дорівнює
बैकअप	резервування
प्रविष्टि	запис
प्रविष्टि	переліку
निमंत्रण	запрошення
निमंत्रण	запрошення
नकदी	грошовий
नकदी	готівки
ज्यामितीय	геометричних
निराशा	розчарування
दरवाजा	вивіз
दरवाजा	двері
शॉपिंग	покупки
शॉपिंग	шопінг
फिल्मांकन	зйомки
फिल्मांकन	знімати
फिल्मांकन	доходить
फिल्मांकन	знімаю
स्तंभों	колони
स्तंभों	стовпи
सितारों	зірки
धोखाधड़ी	шахрайство
धोखाधड़ी	заперечувала
प्रिंट	друк
प्रिंट	надрукувати
प्रिंट	друкувати
गली	стріт
गली	вулиця
गिरफ्तारी	арешт
आणविक	молекулярна
वेदांत	веданта
दबाने	блокувати
दबाने	натиснувши
दबाने	натискання
हिल्स	пагорби
मैट	мет
मैट	метт
मैट	матовий
बंदर	мавпа
बंदर	monkey
जरुरी	необхідно
जरुरी	необхідні
जरुरी	необхідним
सोनिया	соня
रोमानिया	румунії
रोमानिया	румунія
वायुमंडलीय	атмосферні
वायुमंडलीय	атмосферний
ग्रोवर	гровер
जोड़ना	додавання
रास	рас
घात	засідку
इवान	іван
इवान	іванко
नेल्सन	нельсон
सतही	поверхнева
अक्षम	вимкнено
सीनेट	сенат
पारदर्शी	прозоре
पारदर्शी	прозорі
पारदर्शी	прозора
पारदर्शी	прозорий
पारदर्शी	прозоре
पारदर्शी	прозорість
रेशे	слідів
रेशे	шовку
रेशे	шовк
रेशे	волокна
खिड़की	вікно
विरोधियों	суперників
विरोधियों	суперниками
विरोधियों	опонентами
विरोधियों	суперників
विरोधियों	суперники
लुइस	луїс
आतंक	жах
आतंक	терор
आतंक	тероризм
नर्तकी	балерини
नर्तकी	танцівниця
नर्तकी	dancer
नर्तकी	танцюрист
डगलस	douglas
डगलस	дуглас
एलेक्स	алексе
एलेक्स	алекс
पढ़े	прочитайте
पढ़े	читати
पढ़े	прочитані
पढ़े	читайте
पढ़े	прочитати
पढ़े	читання
पढ़े	читає
मोटर्स	motors
मोटर्स	рушії
पियानो	піаніно
पियानो	piano
पियानो	фортепіано
नियोजित	запланована
नियोजित	заплановано
नियोजित	запланований
नियोजित	заплановане
