ίκαρος	icarus
ενωμένη	united
ενωμένη	združeno
κινητά	mobilna
κινητά	mobilni
κινητά	mobilnih
κινητά	mobilno
λίθιο	litija
λίθιο	litij
διάβασε	branje
διάβασε	preberite
διάβασε	preberi
στάλθηκαν	poslan
στάλθηκαν	poslana
στάλθηκαν	poslani
στάλθηκαν	poslano
στάλθηκαν	poslane
αρχίζοντας	zagon
ανάρτηση	opustitev
ανάρτηση	suspenzija
ανάρτηση	prekinitev
μετράει	šteje
μετράει	štetje
ελπίδες	upe
ελπίδες	upa
ελπίδες	upi
ελπίδες	upanja
φάλαγγα	falanga
φάλαγγα	konvoj
δέσμη	snop
δέσμη	sveženj
δέσμη	zavitek
εξερευνητής	raziskovalec
άντον	anton
άντον	antona
λισαβόνας	lizbonska
λισαβόνας	lizboni
λισαβόνας	lizbonske
λισαβόνας	lisbon
αστικές	urban
αστικές	mestna
αστικές	urbana
αστικές	mestne
λευκάδα	lefkada
αποσπάσει	zamoti
ορατή	vidno
ορατή	vidni
ορατή	viden
ορατή	vidna
συναισθηματική	čustvena
συναισθηματική	čustveno
συναισθηματική	čustveni
συναισθηματική	čustvene
πείνα	lakota
πείνα	lakote
πείνα	lakota
πείνα	lakote
πείνα	lakoto
πιθανότητας	verjetnosti
πιθανότητας	verjetnost
ενδιαφέρονται	zanima
ενδιαφέρονται	zainteresirani
ενδιαφέρονται	zainteresirana
ενδιαφέρονται	zainteresirane
χειρισμό	ravnanje
χειρισμό	rokovanje
χέρμπερτ	herbert
σεμινάρια	seminarji
ύψη	višinah
ύψη	višin
ύψη	višine
ύψη	heights
μπόμπι	bobi
μπόμπι	bobby
πρίγκιπες	princi
πρίγκιπες	prince
ομάρ	omarja
ομάρ	omar
μπορντό	bordeaux
μπορντό	burgundy
απόφοιτος	diplomiral
τζέισον	jason
καταλανικά	katalonski
αυτόνομο	avtonomne
αυτόνομο	samostojno
αυτόνομο	avtonomna
αιτιολογία	obrazložitev
αιτιολογία	utemeljitev
μεθάνιο	metana
μεθάνιο	metan
ανάμειξη	mešanje
ανάμειξη	mešanje
απόρριψη	zavrnitev
απόρριψη	odlaganje
απόρριψη	odstranjevanje
απόρριψη	razreši
απόρριψη	zavrnjena
απόρριψη	zavrnjeno
απόρριψη	zavrnjeni
απόρριψη	zavrnjen
ζητήθηκε	zahtevana
ζητήθηκε	zahtevane
ζητήθηκε	zahtevani
ζητήθηκε	zahtevan
ζητήθηκε	zahtevano
ισπανούς	španci
παράδοξο	paradoks
παράδοξο	paradoksalno
οχτώ	osmica
οχτώ	osem
βαλτική	baltskem
αγοράστηκε	kupljen
αγοράστηκε	kupljene
αγοράστηκε	kupljeno
αγοράστηκε	kupljena
αγοράστηκε	kupljen
αγοράστηκε	kupljene
αγοράστηκε	kupljeno
αγοράστηκε	kupljena
αγοράστηκε	kupil
κέιμπριτζ	cambridge
μεταλλικά	kovinska
μεταλλικά	kovine
μεταλλικά	kovina
μεταλλικά	kovinsko
μεταλλικά	kovinski
μεταλλικά	kovin
μεταλλικά	kovinski
μεταλλικά	kovinsko
κεμάλ	kemal
εστιατόρια	restavracije
προτείνεται	priporočamo
προτείνεται	priporočena
προτείνεται	priporočeno
προτείνεται	priporočeni
προτείνεται	priporočljivo
εφαρμόστηκε	izveden
εφαρμόστηκε	izvedeno
εφαρμόστηκε	izvedeni
σύντροφος	partnerja
σύντροφος	partner
σύντροφος	partnerka
σύντροφος	tovarišica
σύντροφος	tovariš
σύντροφος	spremljevalka
σύντροφος	sopotnik
σύντροφος	spremljevalec
γονίδια	genov
γονίδια	geni
ακραίες	skrajna
ακραίες	skrajno
ακραίες	skrajni
ακραίες	ekstremno
έτοιμο	pripravljeni
έτοιμο	pripravljena
έτοιμο	pripravljen
συνεχίζονται	nadaljevanje
μπερνάρ	bernard
μπερνάρ	bernarda
ραψωδία	rapsodija
ψυχική	psihično
ψυχική	jasnovidec
ψυχική	duševno
ψυχική	mentalno
ψυχική	duševna
πρόωρα	prezgodaj
απασχολεί	zaposluje
συνθέτουν	sestavi
ενήλικα	odraslih
ενήλικα	odrasel
ενήλικα	odrasli
λογότυπα	logotipi
καταστρέφει	uničuje
καταστρέφει	uniči
γαμπρός	ženin
γαμπρός	ženin
σομαλία	somaliji
σεμπάστιαν	sebastian
σεμπάστιαν	sebastiana
χορηγός	sponzoriral
χορηγός	sponzor
χορηγός	sponzorja
αντιστοιχία	ujemanje
αντιστοιχία	ujema
ντόπιοι	domačini
ντόπιοι	domačini
ντόπιοι	domorodci
διέλευση	prečkanje
διέλευση	prehod
διέλευση	tranzit
μερίδιο	deli
μερίδιο	delimo
μερίδιο	delež
μερίδιο	delim
ουγκάντα	ugandi
γόνος	zalega
γόνος	sion
σχεδιάσει	načrtovan
σχεδιάσει	načrtovani
σχεδιάσει	načrtovana
σχεδιάσει	načrtovano
σχεδιάσει	načrtovane
πυρετό	vročina
αποκαλύψει	razkril
αποκαλύψει	razkrili
αποκαλύψει	razkriti
ζάχαρη	sladkorja
ζάχαρη	sladkor
παράγραφο	odstavek
διευθέτηση	poravnave
διευθέτηση	poravnava
χρησιμοποίηση	uporaba
χρησιμοποίηση	use
χρησιμοποίηση	uporabi
χρησιμοποίηση	izkoriščenost
βέρνερ	werner
εξαφανίστηκε	izginil
εξαφανίστηκε	izginila
αντίστροφη	obrnjeno
αντίστροφη	povratne
αντίστροφη	vzvratno
ενέπνευσε	navdih
δικαστές	sodniki
δικαστές	sodnikov
ράλι	rally
ράλι	shod
συγγένεια	afiniteto
συγγένεια	sorodstvo
τζουζέπε	giuseppe
τζουζέπε	jožef
μπρούνο	bruno
δημόσιος	javnosti
δημόσιος	javna
δημόσιος	javnost
δημόσιος	javno
άλλως	drugače
άλλως	sicer
ποινικό	kriminalno
ποινικό	kazensko
ποινικό	kriminalec
ποινικό	kazenskih
όγδοη	osmi
όγδοη	osma
όγδοη	eighth
όγδοη	osmo
δημιουργίες	stvaritve
δημιουργίες	stvaritev
ρέμπραντ	rembrandt
αντιπροσωπεία	delegacija
πιανίστας	pianist
ικανότητας	usposobljenost
συναδέλφους	sodelavci
συναδέλφους	kolegi
συναδέλφους	sodelavci
λεφτά	denar
υπολογισμός	izračun
υπολογισμός	izračunati
κουρτ	kurt
πελάτη	stranka
πελάτη	odjemalec
πελάτη	stranka
πελάτη	odjemalec
δείχνοντας	prikazovanje
έκκληση	pritožba
ευρωπαίων	evropejci
διαχωρισμού	ločitev
διαχωρισμού	ločevanje
υγρή	vlažno
υγρή	vlažen
υγρή	vlažne
υγρή	vlažna
υγρή	tekoče
υγρή	tekočine
υγρή	tekoča
υγρή	tekočina
υγρή	tekoči
υγρή	mokre
υγρή	mokro
υγρή	mokra
υγρή	mokri
υγρή	moker
διαγράμματα	diagrami
κλωντ	claude
απαγωγή	ugrabitev
απαγωγή	ugrabitve
απαγωγή	ugrabitev
απαγωγή	ugrabitve
απαγωγή	ugrabitev
απαγωγή	ugrabiti
απαγωγή	ugrabitve
απαγωγή	ugrabili
απαγωγή	ugrabljeni
απαγωγή	ugrabljen
απαγωγή	ugrabljena
ζάμπια	zambije
ενεργοποίηση	aktivacija
ενεργοποίηση	aktiviranje
ενεργοποίηση	aktivacijo
ενεργοποίηση	omogoči
μηχανικά	mehanično
μηχανικά	mehansko
μηχανικά	mehanska
μηχανικά	mehansko
μηχανικά	mehanski
μηχανικά	mehanske
σεπτέμβρη	september
σεπτέμβρη	septembra
διακριτικά	diskretno
διακριτικά	diskreten
διακριτικά	diskretna
διακριτικά	diskretno
καμπύλες	krivulje
διαβάστε	branje
διαβάστε	preberite
διαβάστε	preberi
καλλιεργούνται	goji
καλλιεργούνται	zrasel
καλλιεργούνται	zrastel
καλλιεργούνται	odrasel
καλλιεργούνται	odrasla
ξίφος	meč
αισθήσεις	čutila
αισθήσεις	čute
έσωσε	rešen
έσωσε	rešeno
έσωσε	shranjeno
έσωσε	rešena
έσωσε	shranjena
καινοτομία	inovativnost
καινοτομία	inovacije
καινοτομία	inovacij
φορτία	pošiljke
φορτία	pošiljk
φορτία	obremenitve
παράδεισο	nebes
παράδεισο	nebesa
παράδεισο	paradiž
παράδεισο	raj
παράδεισο	paradise
βαρσοβία	varšavi
χωράφια	polji
χωράφια	polja
ντίζελ	dizel
υπουργούς	ministri
ευγενία	eugenia
κατηγορεί	obtožuje
διάσημοι	slavni
διάσημοι	slaven
διάσημοι	znana
διάσημοι	znani
διάσημοι	znan
διάσημοι	zvezdniki
δαπάνη	izdatki
αρκαδία	arcadia
στοιχειώδη	osnovno
στοιχειώδη	osnovni
παρουσιαστής	gostitelja
παρουσιαστής	gostitelj
ψηλότερη	višji
ψηλότερη	višja
αϊτή	haiti
αϊτή	haitiju
εξάρτηση	odvisnosti
εξάρτηση	odvisnost
εξάρτηση	odvisnosti
εξάρτηση	odvisnost
κώδικες	kode
κώδικες	šifre
γκάνα	gani
γκάνα	gane
κλίντον	clinton
κρατήρες	kraterjev
διακριτικό	značilen
διακριτικό	žeton
διακριτικό	diskretno
διακριτικό	diskreten
διακριτικό	diskretna
λιμνών	jezer
λιμνών	jezera
ύφεση	recesije
ύφεση	recesijo
ύφεση	recesija
ύφεση	odpust
εξαφανιστεί	izgine
εξαφανιστεί	izginila
εύνοια	uslugo
εύνοια	prid
εύνοια	prid
ανησυχίες	skrbi
ανησυχίες	pomisleki
ανησυχίες	zaskrbljenost
εστιατόριο	restavracija
ιππότη	vitez
αλβανοί	albansko
αλβανοί	albanci
χειρότερο	najslabše
χειρότερο	najslabša
χειρότερο	najhujši
χειρότερο	najslabši
χειρότερο	najhujše
χειρότερο	slabše
χειρότερο	hujše
χειρότερο	huje
βάθη	globin
βάθη	globine
ύλες	materiali
ύλες	material
ύλες	materialov
οπίσθια	posteriorno
οπίσθια	zadnjica
οπίσθια	zadnjico
οπίσθια	zadaj
κλοντ	claude
γένοβα	genova
ράιαν	ryan
ισχυρότερη	močnejši
ισχυρότερη	močnejša
ισχυρότερη	močnejše
νουβέλα	roman
νουβέλα	romana
επιβεβαιώνει	potrjuje
ψηφία	števki
ράπερ	raper
δημογραφικά	demografija
άουσβιτς	auschwitzu
γουέλς	wells
ενδιάμεση	vmesno
ενδιάμεση	vmesna
ενδιάμεση	vmesni
ενδιάμεση	vmesno
ενδιάμεση	vmesna
ενδιάμεση	vmesne
κόσοβο	kosova
κόσοβο	kosovo
φθόριο	fluora
χείλος	ustnice
χείλος	ustnico
χέρσελ	hershel
χέρσελ	herschel
μελίνα	melina
σκαρφάλωσε	vzpon
παραδοθεί	oddana
παραδοθεί	dostavil
παραδοθεί	dostavljeno
μασαχουσέτης	massachusetts
περιγράφηκε	opisano
περιγράφηκε	opisane
περιγράφηκε	opisan
περιγράφηκε	opisani
περιγράφηκε	opisana
αξιοποίηση	izkoriščenost
περιβάλλει	obdaja
περιβάλλει	obkroža
ποιητικό	poetično
απαγόρευσε	prepovedal
μαχαίρι	nož
συνήθειες	navade
συνήθειες	navad
επενδύσεων	vlaganje
επενδύσεων	naložbe
επενδύσεων	investicije
επενδύσεων	naložba
μόντε	monte
τραγουδά	poje
τραγουδά	zapoje
παράκτια	obalno
παράκτια	obalna
παράκτια	obalnih
προσδιορίζει	navesti
προσδιορίζει	določite
φωτισμού	osvetlitev
φωτισμού	osvetlitve
φωτισμού	razsvetljavo
φωτισμού	osvetlitev
φωτισμού	razsvetljava
σκυλιά	psov
σκυλιά	psi
σκυλιά	psih
σκυλιά	pse
κακός	hudo
κακός	slaba
κακός	slabo
κακός	bad
κακός	slab
εικασία	domneva
εικασία	domneve
εικασία	domneva
εικασία	predpostavka
εικασία	špekulacije
εικασία	ugibanja
ξένος	tujec
ξένος	neznanka
ξένος	tujec
ξένος	neznanec
ξένος	tuje
ξένος	tuja
ξένος	tuji
ρόουζ	rose
ρόουζ	vrtnica
προστατεύεται	zaščiteno
προστατεύεται	zaščitena
προστατεύεται	zaščiteni
προστατεύεται	zaščiten
μίσιγκαν	michigan
ψηλό	visoki
ψηλό	visok
ψηλό	visoka
υποχρεωτικά	obvezen
υποχρεωτικά	obvezna
υποχρεωτικά	obvezno
υποχρεωτικά	obvezni
υποχρεωτικά	obvezne
υποχρεωτικά	obvezna
υποχρεωτικά	obvezno
υποχρεωτικά	obvezni
υποχρεωτικά	obvezne
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	razume
σύνθετη	sestavljeni
σύνθετη	sestavljena
σύνθετη	sestavljeno
σύνθετη	zapletena
σύνθετη	zapleteno
σύνθετη	kompleks
σύνθετη	kompleksna
δίδυμα	dvojčici
δίδυμα	dvojčka
δίδυμα	dvojčki
προορισμός	destinacija
επαναλαμβάνεται	ponavljajoče
κηλίδες	madeže
κηλίδες	madeži
κηλίδες	pege
φοίνικας	phoenix
ανέμους	vetrovi
σάμιουελ	samuel
αμνηστία	amnestijo
αμνηστία	amnesty
αμνηστία	pomilostitev
προσφέρθηκε	ponujena
προσφέρθηκε	ponujenih
προσφέρθηκε	ponujene
προσφέρθηκε	ponujeni
προσφέρθηκε	ponujeno
προσφέρθηκε	ponudil
ισλαμική	islamske
ισλαμική	islamski
εχθροί	sovražniki
εχθροί	sovražniki
εχθροί	sovražnike
εχθροί	sovražnikov
γυρισμάτων	snemanje
κλάσμα	frakcija
αναψυχής	rekreacijski
νεα	novo
νεα	nov
νεα	novi
νεα	nove
νεα	nova
νεα	novica
νεα	novice
καινοτομίες	inovativnost
καινοτομίες	inovacije
καινοτομίες	inovacij
καινοτομίες	inovacije
καινοτομίες	novosti
ημίχρονο	polčas
απαγορεύτηκε	prepovedan
απαγορεύτηκε	prepovedana
απαγορεύτηκε	prepovedani
σταματά	ustavi
νόρμαν	norman
κτήματα	posestva
επιπροσθέτως	dodatno
βαλουά	valois
μετοχές	zaloge
μετοχές	zalog
μετοχές	zaloga
μετοχές	delnice
μετοχές	deleži
δσε	ioa
επαναστάσεις	revolucije
νύμφες	nimfe
κάλπες	ankete
περιμένω	čakanje
περιμένω	čakam
ντίνος	dinos
στέκεται	stoji
στέκεται	stoji
στέκεται	stojala
κλάους	klaus
αριστοκρατία	aristokracija
αριστοκρατία	plemenitost
αριστοκρατία	plemstvo
υπηρετεί	služi
περίληψη	povzetek
αμφιβολίες	pomisleki
αμφιβολίες	dvom
αμφιβολίες	dvome
αμφιβολίες	dvomi
αμφιβολίες	dvomov
ευριπίδης	evripid
πυκνή	gosto
ατυχήματα	nesreče
ατυχήματα	nezgode
μάγια	maia
μάγια	maya
μάγια	maji
μάγια	majo
μάγια	maja
θανάτους	smrti
εργαζόμενοι	delavcev
εργαζόμενοι	delavci
εργαζόμενοι	delavce
εργαζόμενοι	zaposleni
εργαζόμενοι	zaposlene
εργαζόμενοι	uslužbenci
επανέλαβε	ponovi
επιμονή	vztrajnost
επιμονή	vztrajnosti
επιμονή	vztrajnost
επιμονή	obstojnost
επιμονή	vztrajanje
λούκα	luci
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	platna
καμβά	platno
φρέντερικ	frederic
φρέντερικ	frederick
μανία	fury
μανία	bes
μανία	manja
λιμνοθάλασσα	lagune
ακολουθίες	zaporedij
ακολουθίες	zaporedja
ψυχολογική	psihološko
ψυχολογική	psihološki
ψυχολογική	psihološka
ρόζα	rosa
οσμάν	osman
επιδιώκει	zasleduje
λεπτομερή	podrobno
τυρί	sira
τυρί	sir
τυρί	siri
τυρί	sirov
τυρί	siru
κίτρινη	rumena
κίτρινη	rumeni
κίτρινη	rumene
κίτρινη	rumen
κίτρινη	rumeno
γρήγορο	hitri
γρήγορο	hiter
γρήγορο	hitra
γρήγορο	hitro
συντομογραφίες	okrajšave
ανοχή	toleranca
ανοχή	tolerance
ανοχή	strpnost
αποδέχεται	sprejme
αποδέχεται	sprejema
μπατίστα	batista
ισχυρότερο	najmočnejša
ισχυρότερο	najmočnejši
ισχυρότερο	najmočnejše
ερωτικό	erotično
άπω	distalno
καταχώρηση	vstop
καταχώρηση	vnos
καταχώρηση	registracija
καταχώρηση	evidentiranje
τόλκιν	tolkien
βίνσεντ	vincent
βίνσεντ	vincenta
ναρκωτικά	droge
ναρκωτικά	mamila
ναρκωτικά	zdravila
διάβρωση	koroziji
διάβρωση	erozije
αρμένιοι	armenci
τζόρτζια	gruzija
τζόρτζια	georgia
τζόρτζια	gruziji
αυξάνονται	povečanje
αυξάνονται	naraščajoče
αυξάνονται	povečevanje
άλας	sol
άλας	soli
κατάρα	prekletstvo
καταδρομικό	križarka
ενέδρα	zasede
ενέδρα	zasedo
ενέδρα	zaseda
ενέδρα	zasedo
πατριάρχες	patriarhi
σπόροι	semen
σπόροι	seme
σπόροι	semena
σπόροι	semenski
σπόροι	seme
σπόροι	semena
ονομαστική	ocenjeno
ονομαστική	nazivna
ονομαστική	ocenjen
ονομαστική	ocenjeni
ονομαστική	nominalno
ονομαστική	nazivna
ονομαστική	nominalni
υποδοχής	dobrodošlico
υποδοχής	gostitelja
υποδοχής	gostitelj
παρτιζάν	partizan
βαθμιαία	postopna
βαθμιαία	postopoma
βαθμιαία	postopno
βαθμιαία	postopoma
βαθμιαία	postopno
σκύλος	dog
σκύλος	pasja
σκύλος	kuža
σκύλος	pasji
σκύλος	pes
θεραπείες	zdravljenja
θεραπείες	terapij
ομολογία	izpoved
ομολογία	spovedi
ομολογία	spoved
ομολογία	priznanje
καθολικοί	katoliki
καθολικοί	katoliško
καθολικοί	katoliški
καθολικοί	katoliška
ισοδύναμο	ekvivalent
ισοδύναμο	enakovreden
ισοδύναμο	enakovredna
ισοδύναμο	enakovredni
ισοδύναμο	enakovredno
εθνικοί	državljani
χόρχε	jorge
σώθηκε	rešen
σώθηκε	rešeno
σώθηκε	shranjeno
σώθηκε	rešena
σώθηκε	shranjena
ειδικότητα	posebnosti
ειδικότητα	specifičnost
ειδικότητα	specialiteta
ειδικότητα	posebnost
ειδικότητα	specialnost
ειδικότητα	specialnost
ειδικότητα	posebnost
κοσμική	posvetni
κοσμική	kozmično
κοσμική	posvetnih
σο	shaw
τύραννος	tiran
μάργκαρετ	margaret
δοχείο	plovilo
δοχείο	posoda
δοχείο	posoda
δοχείο	zabojnik
δοχείο	posoda
νίγηρα	niger
σηματοδότησε	označena
σηματοδότησε	označeni
σηματοδότησε	označene
σηματοδότησε	označeno
συμπλήρωμα	dodatek
συμπλήρωμα	dopolnilo
καθοριστική	odločilno
καθοριστική	odločilen
καθοριστική	odločilna
αγιος	sveti
αγιος	svetnik
αγιος	svetnica
αγιος	saint
εκτενώς	obširno
εκτενώς	obsežno
χρήμα	denar
φέγενορντ	feyenoord
μόδα	fashion
μόδα	modno
μόδα	modna
μόδα	moda
μόδα	modo
τουρκμενιστάν	turkmenistan
γράψω	napiši
γράψω	piši
γράψω	pisanje
μετς	metz
μετς	mets
δολοφόνος	ubijalec
δολοφόνος	morilka
δολοφόνος	morilec
δολοφόνος	morilec
δολοφόνος	ubijalec
δολοφόνος	morilec
ωραίο	lep
ωραίο	prijetno
ωραίο	lepo
συμβολίζουν	simbolizirajo
μπάρμπαρα	barbara
λίτρα	litrov
λίτρα	litrov
φωτισμό	razsvetljavo
φωτισμό	osvetlitev
φωτισμό	razsvetljava
αργό	argon
αργό	počasno
αργό	počasen
αργό	počasi
παραμύθι	zgodba
παραμύθι	pripoved
παραμύθι	pravljica
παραμύθι	pravljico
παραμύθι	pravljice
απασχόλησης	zaposlitev
απασχόλησης	zaposlitve
απασχόλησης	zaposlovanje
απασχόλησης	zaposlenost
λιμένας	pristanišče
λιμένας	pristanišča
λιμένας	port
διαθεσιμότητα	razpoložljivost
διαθεσιμότητα	dostopnost
αποτίμηση	vrednotenje
τροπικό	tropske
τροπικό	tropski
τροπικό	tropskih
εκλειπτική	ekliptika
θειικό	sulfata
θειικό	sulfat
θειικό	žveplove
φθορά	obleči
φθορά	obleci
φθορά	nositi
φθορά	poslabšanje
φθορά	poslabšanja
καταλύτη	katalizatorja
καταλύτη	katalizator
βόλφγκανγκ	wolfgang
ηλικίες	starosti
ηλικίες	vek
συναίσθημα	čustva
συναίσθημα	čustvo
συναίσθημα	občutek
συναίσθημα	občutki
συναίσθημα	počutje
γουιάνα	gvajani
φυσιολογία	fiziologija
αλβανικά	albansko
αντιτορπιλικά	rušilcev
αποκλεισμού	izločitev
αποκλεισμού	izključitev
συγκομιδή	žetev
συγκομιδή	pridelek
συγκομιδή	letina
συγκομιδή	žetev
συγκομιδή	nabiranje
συγκομιδή	trgatev
βελτιωθεί	izboljšano
βελτιωθεί	izboljšani
βελτιωθεί	izboljšana
βελτιωθεί	izboljšan
μπέλα	bello
μπέλα	bella
ανατράπηκε	prevrnil
προοδευτικό	napredno
προοδευτικό	postopno
προοδευτικό	napreden
ύπνο	spi
ύπνο	spanec
ύπνο	spati
ύπνο	spanje
συντηρητική	konzervativne
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	projekcije
προβλέψεις	napovedi
προβλέψεις	napovedi
προβλέψεις	napovedi
διαλέκτους	narečij
βούλγαρος	bolgarski
αναπνοή	dih
αναπνοή	vdih
αναπνοή	sapa
αναπνοή	dihanje
αναπνοή	dihanje
θρίαμβος	zmagoslavje
πειραματική	eksperimentalno
πειραματική	poskusno
πειραματική	poskusni
πειραματική	poskusnih
πειραματική	poskusna
ανασκαφή	izkopavanje
ανασκαφή	kopati
γεια	pozdravljeni
καρποί	sadje
καρποί	nuts
καρποί	orehi
καρποί	oreščki
καρποί	lešniki
καρποί	oreški
καρποί	sadeži
καρποί	sadje
καρποί	plodovi
άνεμοι	vetrovi
ρωμαίο	romeo
στοκ	stalež
στοκ	zaloge
στοκ	zaloga
διαμονή	namestitev
διαμονή	nastanitve
διαμονή	nastanitev
θανάσιμα	smrtonosno
θανάσιμα	smrtno
ανταποκρίνεται	odzivnost
ανταποκρίνεται	odzivanje
ανταποκρίνεται	odziv
ανταποκρίνεται	odziva
πάθη	strasti
τερματοφύλακες	vratarjev
κεραίες	antene
κεραίες	antene
κεραίες	antene
παρτίδα	serije
παρτίδα	serija
παρτίδα	lot
ανταγωνισμός	konkurenca
ανταγωνισμός	tekmovanje
ανταγωνισμός	natečaj
συμφέρον	obresti
οδήγηση	vožnja
οδήγηση	pogon
οδήγηση	vozi
οδήγηση	vožnja
οδήγηση	vožnje
οδήγηση	vožnjo
διαγωνισμούς	tekmovanj
διαγωνισμούς	tekmovanja
ορμή	zagon
γουάιτ	wyatt
δημοκρατίες	demokracije
δημοκρατίες	republikah
αναβίωση	oživitev
περιορισμοί	omejitve
περιορισμοί	omejitve
περιορισμοί	omejitev
περιορισμοί	omejitve
δυσαρέσκεια	nezadovoljstvo
δυσαρέσκεια	zamere
δυσαρέσκεια	nezadovoljstvo
λουτρό	kopel
λουτρό	kopanje
λουτρό	kad
εφικτό	izvedljivosti
εφικτό	izvedljivo
εφικτό	dosegljive
εφικτό	dosegljiv
εφικτό	dosegljivi
εφικτό	izvedljiva
εφικτό	izvedljivo
ουγγρική	madžarsko
ουγγρική	madžarski
ουγγρική	madžarska
εξάμηνο	semester
εξάμηνο	semestra
διόδωρος	diodor
καστ	mavec
καστ	zasedbo
καστ	cast
καστ	zasedba
θεωρητικό	teoretično
θεωρητικό	teoretična
θεωρητικό	teoretični
σενεγάλη	senegal
χιτώνα	tunika
οργανωμένο	organizirani
οργανωμένο	organizirano
οργανωμένο	organiziran
οργανωμένο	organizirana
οργανωμένο	organizirane
οργανωμένο	organizirani
οργανωμένο	organizirano
οργανωμένο	organiziran
οργανωμένο	organizirana
οργανωμένο	organizirane
νίκολας	nicholas
παλαμάς	palamas
κυκλώματα	vezja
κυκλώματα	vezij
αντιληπτό	zaznane
αποκλεισμός	izločitev
αποκλεισμός	izključitev
αποκλεισμός	ban
αποκλεισμός	prepoved
αποκλεισμός	prepovedi
φάντασμα	duh
φάντασμα	prikazen
φάντασμα	prikazni
φάντασμα	fantom
κράματα	zlitine
κράματα	zlitin
κυριάρχησε	prevladovala
μιλώντας	govorjenje
μπέρναρντ	bernard
μπέρναρντ	bernarda
παρομοίως	podobno
νάνοι	škratje
νάνοι	škrati
νάνοι	palčki
νάνοι	palčkov
νάνοι	palčki
αιτήματα	zahteva
αιτήματα	prošnje
αιτήματα	zaprosila
αιτήματα	zahteve
φανταστική	fantastični
φανταστική	fantastična
φανταστική	fantastičen
φανταστική	fantastično
ορκίζεται	prisega
απόσυρση	preklic
απόσυρση	umik
απόσυρση	odvzem
απόσυρση	odstop
σιδηρόδρομος	železnice
σιδηρόδρομος	železnice
σιδηρόδρομος	železniški
σιδηρόδρομος	železnica
σιδηρόδρομος	železniški
σιδηρόδρομος	tirnice
σιδηρόδρομος	železnica
χλώριο	klor
ασβέστιο	kalcij
ασβέστιο	kalcijev
ασβέστιο	kalcija
προγραμματιστεί	programirani
προγραμματιστεί	programiran
φορούσε	nosil
φορούσε	nosila
μαυσωλείο	mavzolej
ράλλης	rallis
χθες	včeraj
κροατών	hrvati
ατμοσφαιρική	atmosferski
βροχοπτώσεις	padavin
βροχοπτώσεις	padavine
εγκυκλοπαίδειες	enciklopedije
διπλός	podvoji
διπλός	dvojni
διπλός	dvakrat
διπλός	dvojno
διπλός	dvojna
χοροί	plese
χοροί	plesi
χοροί	pleše
ύπατος	konzul
ραντ	rand
ραντ	rudd
δέκατη	deseto
δέκατη	deseti
δέκατη	deseta
επιθυμητή	želeno
επιθυμητή	zaželeno
επιθυμητή	zaželen
σίδηρο	železo
σίδηρο	železov
σίδηρο	železna
σίδηρο	železa
βιολογική	biološko
βιολογική	biološke
βιολογική	biološki
βιολογική	biološka
ιδανική	idealni
ιδανική	idealno
ιδανική	ideal
ιδανική	idealna
ιδανική	idealen
τσάι	tea
τσάι	čaj
περιφερειών	regije
περιφερειών	regij
φλάνδρα	flandriji
πειραματικά	eksperimentalno
πειραματικά	poskusno
πειραματικά	poskusni
πειραματικά	poskusnih
πειραματικά	poskusna
όγδοο	osmi
όγδοο	osma
όγδοο	eighth
όγδοο	osmo
πρωτοβουλίες	pobude
ασυνήθιστα	nenavaden
ασυνήθιστα	nenavadna
ασυνήθιστα	neobičajno
ασυνήθιστα	nenavadno
ασυνήθιστα	nenavadne
αφίσες	plakate
αφίσες	plakati
πρέσβη	veleposlanik
πρέσβη	ambasador
νάπολι	napoli
σοπράνο	soprano
δάνεια	posojila
πρωτεΐνη	beljakovin
πρωτεΐνη	protein
πρωτεΐνη	proteini
πρωτεΐνη	beljakovine
ερμιόνη	hermiona
συλλογικά	kolektivno
συλλογικά	kolektivna
συλλογικά	kolektivno
συλλογικά	kolektiv
εκτεταμένο	obsežna
εκτεταμένο	obširno
εκτεταμένο	obsežno
εκτεταμένο	obsežne
εκτεταμένο	razširjeni
εκτεταμένο	razširjeno
εκτεταμένο	podaljšana
εκτεταμένο	podaljšano
εκτεταμένο	razširjena
εκτεταμένο	podaljšan
γενοκτονία	genocid
γραφές	pisanja
πρωτεύοντα	primati
πόροι	vire
πόροι	sredstva
πόροι	viri
χουσεΐν	husein
σλαβική	slav
σίλβα	silva
στιλ	stil
στιλ	slog
στιλ	steele
συνθετικό	sintetične
συνθετικό	sintetična
συνθετικό	sintetični
συνθετικό	sintetičnih
συνθετικό	synth
εισαγγελέα	tožilec
εισαγγελέα	tožilka
παράμετροι	parametre
παράμετροι	parametra
παράμετροι	parametri
εναλλακτικό	alternative
εναλλακτικό	alternativni
εναλλακτικό	alternativno
εναλλακτικό	alternativa
εναλλακτικό	nadomestno
εναλλακτικό	alternativno
αλάσκα	aljaske
αλάσκα	aljasko
αλάσκα	aljaski
τεχνίτες	obrtnikov
τεχνίτες	gradbeniki
τεχνίτες	mojstri
ρίμαν	riemannova
έτοιμη	pripravljeni
έτοιμη	pripravljena
έτοιμη	pripravljen
καταγράφηκε	posnet
