και	и
γιγάντια	гигантские
γιγάντια	гигантская
γιγάντια	гигантские
σουνίτες	суннитов
βαβυλώνιοι	вавилонян
αλδεΰδες	альдегидов
ξέχασε	забыли
ξέχασε	забыл
ξέχασε	забыла
μονά	разряд
συνάδελφοι	коллеги
συνάδελφοι	коллегами
συνάδελφοι	коллег
συνάδελφοι	коллегам
συνάδελφοι	коллеги
συνάδελφοι	коллегами
συνάδελφοι	коллег
σίτου	пшеницы
διευρυμένη	увеличено
διευρυμένη	увеличена
διευρυμένη	увеличен
διευρυμένη	расширенного
διευρυμένη	расширенная
διευρυμένη	расширенный
διευρυμένη	расширена
μεθ	мет
μεθ	сис
άιχμαν	эйхмана
γουίβερ	уивер
ελεγχόμενες	контролируемых
ελεγχόμενες	управляемый
ελεγχόμενες	контролируемые
ελεγχόμενες	контролируется
καθε	каждая
καθε	каждую
καθε	каждый
καθε	каждое
σατιρικό	сатирический
σίξτος	сикст
αποκλείονται	исключен
αποκλείονται	исключено
βοϊμόνδος	боэмунд
αρίσταρχος	аристарх
περίπατος	прогулка
περίπατος	ходить
περίπατος	пройтись
περίπατος	прогулка
περίπατος	пешком
υπέρτατη	верховный
υπέρτατη	высшая
υπέρτατη	высший
τορπίλη	торпеда
υπονοούμενα	инсинуации
πομπηία	помпеи
εργαστηριακά	лаборатории
εργαστηριακά	лаборатория
λόρα	лора
λόρα	лаура
κατεστραμμένα	уничтожен
κατεστραμμένα	уничтожена
κατεστραμμένα	уничтожены
κατεστραμμένα	разрушен
κατεστραμμένα	уничтожено
κατεστραμμένα	повреждены
φόρμαν	форман
παρελάσεις	парады
τάρνοβο	тырново
επιμήκυνση	удлинение
σκάρλετ	скарлет
σκάρλετ	скарлетт
διαγωνίστηκαν	соревновались
ιεραρχική	иерархической
φουά	фуа
φρίντα	фрида
φρίντα	фрида
φρίντα	фреда
παύουν	прекратить
εξηγήσω	объясните
εξηγήσω	объяснить
χρώση	окрашивание
εμπλουτισμού	обогащения
εμπλουτισμού	обогащение
έκσταση	экстази
δρομέα	курсор
δρομέα	бегун
λίβρες	фунтов
χάρντινγκ	хардинг
σινάτρα	синатра
αποτυπώματα	отпечатки
αποτυπώματα	отпечатки
διαιρέτης	делитель
τσιγάρο	сигарета
τσιγάρο	сигарету
τσιγάρο	сигареты
παγκοσμιοποίησης	глобализация
σίμονς	симмонс
κομψό	стильный
κομψό	элегантный
κούκου	кукушка
σεβαστούπολη	севастополь
νίρο	nero
ανθίζει	цветущая
ανθίζει	цветет
ανθίζει	цветёт
ροθ	рот
αγγελιοφόρος	посланник
αγγελιοφόρος	messenger
αγγελιοφόρος	посланника
στορμ	шторм
στορμ	буря
στορμ	гроза
παθητικό	пассивной
παθητικό	ответственности
παθητικό	ответственность
παθητικό	обязательства
μπαταρίας	аккумулятор
μπαταρίας	батареи
μπαταρίας	батарея
ουρμπίνο	урбино
χάμα	хама
όρκους	клятв
όρκους	клятвы
όρκους	клятвы
όρκους	обеты
χαρές	радости
χαρές	удовольствия
εργοδότες	работодателей
εργοδότες	работодатели
απομονωμένα	изолированных
σοστακόβιτς	шостакович
εκπαιδευτές	инструктора
εκπαιδευτές	инструкторов
εκπαιδευτές	инструкторов
ενδοφλέβια	внутривенно
ρατσισμού	расизм
μπασάρ	башар
εργαλειοθήκη	инструментарий
εργαλειοθήκη	инструментарий
πορίσματα	выводы
υπέροχος	замечательно
υπέροχος	чудесные
υπέροχος	чудесная
ανιχνευτής	детектор
ανιχνευτής	трекер
ανιχνευτής	скаут
μεταβολισμός	метаболизм
αλεξίπτωτο	парашют
εκροή	отток
σαλιγκάρια	улиток
γροθιά	удар
γροθιά	кулак
λέιτον	лейтон
γουέμπ	уэбб
φροντιστήριο	учебник
ψυγεία	холодильники
χορτάρι	трава
χορτάρι	травы
χορτάρι	траве
χορτάρι	траву
καρίμ	карим
καρίμ	карим
σαντς	пески
τοξικότητας	токсичность
τοξικότητας	токсичности
γουίλιαμσον	уильямсон
βαφής	краситель
χάμοντ	хаммонд
ενυδρείο	аквариум
βιώσει	опытные
βιώσει	опытных
βιώσει	опытный
πρέσκοτ	прескотт
αφελής	наивный
αφελής	наивно
αφελής	наивно
φλαμένκο	фламенко
βελόνες	иглы
όζι	оззи
όζι	оззи
σίμπσον	симпсон
εμπιστεύεται	доверяет
βεγγάζη	бенгази
αποδέκτης	адресата
αποδέκτης	получатель
αποδέκτης	получателя
γιάνγκ	янг
γιάνγκ	ян
ακμάζουσα	процветает
ακμάζουσα	процветает
απομένουν	оставшийся
απομένουν	оставшихся
απομένουν	оставшиеся
απομένουν	осталось
απομένουν	остающиеся
λαέρτιος	лаэртский
ψήσιμο	выпечки
ταπεινή	скромная
ταπεινή	скромный
ταπεινή	скромно
αλεξάντροβιτς	александрович
χοληστερόλη	холестерина
θρυλικός	легендарный
καρδία	heart
καρδία	сердце
καρδία	сердцу
έκο	эко
έκο	эхо
βοσκοί	пастухи
επαναλαμβάνοντας	повторять
επαναλαμβάνοντας	повторение
μίντλεσμπρο	мидлсбро
σαλάτες	салаты
λουγκάνο	лугано
απαξίωση	устаревания
συναισθηματικό	эмоциональные
συναισθηματικό	эмоциональная
συναισθηματικό	эмоции
συναισθηματικό	эмоциональной
συναισθηματικό	эмоциональный
τρακτέρ	трактор
τρακτέρ	тракторов
τρακτέρ	трактор
προτιμάει	предпочитает
χάκερ	хакер
χάκερ	хакеры
διανέμει	распространяет
τοξίνες	токсины
τοξίνες	токсинов
θεραπεύει	лечит
ανθρακικά	карбонаты
μπαρνς	барнс
υπαγορεύει	диктует
διεισδύσει	проникнуть
οριοθέτηση	демаркации
μικροεπεξεργαστές	микропроцессоров
άνγκους	ангус
προδότες	предателей
ζοάο	жуан
πούντα	пунта
συλλέγεται	собрали
συλλέγεται	собранная
συλλέγεται	собранные
συλλέγεται	собрано
ακουιτανία	аквитанию
βελτιώθηκαν	улучшилась
βελτιώθηκαν	улучшилось
βελτιώθηκαν	улучшение
αναστέλλει	приостанавливает
κάντυ	кэнди
κάντυ	конфеты
χρεοκοπία	банкротства
μύλο	милл
ανεπιτυχής	безуспешными
ανεπιτυχής	неудачная
γαλιλαία	галилеи
ευρ	eur
συνοδευόμενη	сопровождал
συνοδευόμενη	сопровождали
ίβο	иво
επιτρόπων	уполномоченные
επιτρόπων	уполномоченных
νάιτ	найт
νάιτ	конь
νάιτ	рыцарь
συμπληρώματα	добавки
συμπληρώματα	дополнения
συμπληρώματα	дополнений
ενεργητικού	активы
τεκτονικές	тектонических
λαβύρινθος	лабиринт
λαβύρινθος	лабиринт
σεντς	центов
σίγμα	сигма
μυαλά	мозг
μυαλά	мозги
μυαλά	мозгов
μυαλά	умы
κάψει	ожог
κάψει	сжечь
κάψει	гореть
σκοινί	веревка
σκοινί	веревку
γερεβάν	ереван
όπισθεν	вспять
όπισθεν	обратная
όπισθεν	обратный
όπισθεν	обратное
χμερ	кхмерский
ροκοκό	рококо
ευχαρίστως	охотно
εργοδότης	заказчик
εργοδότης	работодателя
εργοδότης	работодатель
γκρίνουιτς	гринвич
λάμπερτ	ламберт
αναπαραχθούν	воспроизвести
χόλι	холли
ταπείνωση	унижение
ταπείνωση	унижения
σάλεμ	салем
θηρίο	чудовище
θηρίο	зверь
χούλιο	хулио
γουίλις	уиллис
ρούφο	руффо
ψηφίσματα	резолюции
σπουδαστής	студентка
σπουδαστής	ученик
σπουδαστής	студент
αυστηροί	строгого
αυστηροί	строгое
αυστηροί	строгий
αυστηροί	строго
αυστηροί	строгие
αυστηροί	строгая
εξπρεσιονισμού	экспрессионизм
ψυχολόγοι	психологов
ψυχολόγοι	психологи
ένεκεν	causa
μκο	нпо
μκο	нпо
διεξοδικά	тщательно
διεξοδικά	основательно
ανακαλέσει	отозвать
γύρη	пыльца
μουφτής	муфтий
βούδας	будда
ξημέρωμα	рассвете
ξημέρωμα	рассвет
ξημέρωμα	дон
ξημέρωμα	восход
ξημέρωμα	рассвет
δαχτυλίδια	кольца
έλτον	элтон
λυμάτων	сточных
λυμάτων	канализации
χαλί	ковёр
χαλί	коврик
χαλί	ковер
χαλί	ковёр
χαλί	ковер
οξύτητας	кислотности
αχμάντ	ахмад
αχμάντ	ахмед
δομημένη	структурированных
γεύσεις	вкусы
γεύσεις	вкусами
γεύσεις	вкус
γεύσεις	вкусы
ροδεσία	родезии
συντομότερη	короче
μιλήσω	поговорить
μιλήσω	разговор
μιλήσω	говорить
μιλήσω	разговоры
φυσαλίδες	пузыри
μέντορας	наставник
κατσίκες	козлы
κατσίκες	коз
εταίρων	партнёры
εταίρων	партнеров
εταίρων	партнеры
ριφ	рифф
πωλητή	продавец
πωλητή	поставщик
πωλητή	продавец
πωλητή	продавца
σινσινάτι	цинциннати
λιπίδια	липиды
μάντι	мэдди
μάντι	мэнди
μάντι	мэдди
καινοτόμες	новаторский
καινοτόμες	новаторские
καινοτόμες	инновационные
καινοτόμες	новаторских
παντρεμένοι	женился
παντρεμένοι	женаты
παντρεμένοι	замужем
παντρεμένοι	женат
παμπ	пабов
παμπ	паб
χάιζενμπεργκ	гейзенберг
σελίνι	шиллинг
έρικσον	ericsson
έρικσον	эриксон
τζούλιους	юлиус
τζούλιους	джулиус
τζούλιους	юлий
μπέτυ	бетти
δεμένα	привязана
έκτακτα	чрезвычайные
έκτακτα	чрезвычайных
έκτακτα	чрезвычайный
έκτακτα	исключительных
έκτακτα	исключительное
έκτακτα	исключительные
έκτακτα	исключительный
έκτακτα	исключительная
μιναρέ	минарет
μονομάχος	гладиатор
κόλλα	клей
κόλλα	клей
φατίχ	фатих
γουίνσλετ	уинслет
προσγειώθηκε	приземлился
μερικό	частичный
μερικό	частичная
μερικό	частичное
μερικό	частично
πολύτιμοι	прелесть
πολύτιμοι	драгоценных
πολύτιμοι	драгоценные
πολύτιμοι	драгоценный
ψαλμούς	псалмы
επίστρωση	покрытие
γκορμπατσόφ	горбачев
κάιτελ	кейтель
τίβερη	тибр
απομονωμένος	изолированных
λύκους	волков
λύκους	волки
αυτισμό	аутизм
νίλσεν	нильсен
ολοκληρωμένες	комплексная
ολοκληρωμένες	комплексное
ολοκληρωμένες	комплексной
ολοκληρωμένες	комплексные
παλλακίδα	наложница
πέταρ	петр
πέταρ	петар
καβαλάρης	всадник
καβαλάρης	райдер
καβαλάρης	всадник
θεές	богини
βηρύλλιο	бериллия
επικείμενο	неминуемой
τζην	жан
τζην	джин
τζην	ген
τζην	джин
τζην	гена
τζην	джинсы
δερμάτινο	кожа
πρελούδιο	прелюдия
σόφι	софи
γραφειοκράτες	бюрократов
αντιπαλότητες	соперничество
αγλαΐα	аглая
βιοποικιλότητα	биоразнообразие
βιοποικιλότητα	биоразнообразия
ανθεκτική	устойчивых
ανθεκτική	прочного
ανθεκτική	прочный
τάκιτος	тацит
λάρυγγα	гортань
βαλέτα	валлетта
λιανικής	розничной
μένος	фьюри
μένος	ярость
χάιντεγκερ	хайдеггер
ταφές	захоронения
χορστ	хорст
επιφανειακό	поверхностные
ταλμούδ	талмуда
μπερν	бирн
μπερν	берн
ντέμπορα	дебора
σούφι	суфи
μελόδραμα	мелодрама
ματίς	матисс
συμβατά	совместим
συμβατά	совместимость
συμβατά	совместимы
συμβατά	совместимо
συμβατά	совместима
πάρκινσον	паркинсон
αντέγραψε	скопировал
εγκατεστημένα	установлены
εγκατεστημένα	установлено
εγκατεστημένα	установлен
εγκατεστημένα	установлена
σκυτάλη	батон
δυσχέρειες	трудности
δυσχέρειες	трудность
δυσχέρειες	сложность
δυσχέρειες	трудности
κατασκεύασμα	построить
ειδύλλιο	романтика
ειδύλλιο	романтики
λήψεις	загрузки
μεχρι	до
ζούκοφ	жуков
πινοσέτ	пиночета
μπίσοπ	слон
μπίσοπ	бишоп
μπίσοπ	епископ
πατριώτης	отечественной
πατριώτης	патриот
εγκληματικότητας	преступность
χάμπερ	хамбер
εξανάγκασε	принуждению
φούστα	юбка
φούστα	юбку
μόρο	моро
αποστέλλονται	направил
αποστέλλονται	отправили
ασύρματη	беспроводной
αμύγδαλα	миндаль
φτιάχνοντας	изготовление
δημιουργικά	творчески
υποδέχεται	приветствует
επέβλεψε	курировал
χάλυβες	сталей
αρης	арес
αρης	марс
νόρτον	нортон
βομβαρδισμοί	взрыв
βομβαρδισμοί	бомбардировки
οικολογικές	экологическое
οικολογικές	экологический
οικολογικές	экологическая
οικολογικές	экологических
οικολογικές	экологические
ρεμπέκα	ребекка
συλλογικές	коллектив
συλλογικές	коллективных
συλλογικές	коллективные
συλλογικές	коллективная
συλλογικές	коллективное
δίχτυ	нетто
δίχτυ	net
δίχτυ	чистый
παροχές	преимущества
παροχές	льготы
παροχές	пособия
παροχές	выгоды
παροχές	польза
σοδειά	урожай
σοδειά	урожай
βιβάλντι	вивальди
αριστείας	совершенство
χόρτο	горшок
χόρτο	трава
χόρτο	травы
χόρτο	траве
χόρτο	траву
χόρτο	трава
χόρτο	траву
ιονέσκο	ионеско
δάγκωμα	укус
δάγκωμα	укусить
προσόψεις	фасадов
άντρο	логово
παλμό	пульс
παλμό	импульс
μο	мо
μο	мос
ερημίτης	затворник
ερημίτης	отшельник
αμπέμπα	абебе
επιβράβευση	вознаграждение
επιβράβευση	награда
τελωνείο	таможня
στέρλινγκ	стерлинг
στέρλινγκ	стирлинг
ρομαντικός	романтический
ρομαντικός	романтик
ρομαντικός	романтика
ρομαντικός	романтическая
ρομαντισμός	романтика
ρομαντισμός	романтики
τονγκ	тонг
ακαθάριστο	брутто
ακαθάριστο	валового
ζορζ	жорж
ισημερία	равноденствие
καταδικάσει	осудить
καταδικάσει	осуждать
γύψο	бросили
γύψο	штукатурка
γύψο	гипс
παρανά	парана
αντύπας	антипа
πιλοτήριο	кабине
κατήχηση	катехизис
αηδόνι	найтингейл
γκολάν	голан
κράνη	шлемы
χιονόπτωση	снегопад
σάλα	сала
ονορέ	оноре
λάκκος	яма
λάκκος	яму
κατάλληλοι	подходящих
κατάλληλοι	подходящий
κατάλληλοι	подходящее
κατάλληλοι	подходит
κατάλληλοι	подходящие
πλεύσης	крейсерской
σωματοφύλακας	телохранитель
κουνέλι	заяц
κουνέλι	кролик
υφιστάμενων	существующие
υφιστάμενων	существующая
υφιστάμενων	существующее
υφιστάμενων	существующий
βάλτος	болота
βάλτος	болото
σεμπαστιάνο	себастьяно
δίδυμη	близнец
αλκάθαρ	алькасар
καρτέλα	вкладку
καρτέλα	вкладка
καμένη	сжег
καμένη	сгорела
καμένη	сгорел
καμένη	сожгли
καμένη	выжженной
καμένη	сожгли
σρέντινγκερ	шрёдингер
συζήτησε	обсудили
συζήτησε	обсуждалось
συζήτησε	обсуждались
οντολογία	онтологии
μολύνει	заразить
μολύνει	заражает
θρηνεί	скорбь
φρίμαν	фриман
μαγικός	волшебный
ασφυξία	удушение
κηρύγματα	проповеди
χρέωση	обвинение
χρέωση	заряд
σεράγεβο	сараево
αντιμαχόμενες	воюющими
σφήκα	wasp
σφήκα	шершень
σέρβο	сербская
σέρβο	сербы
σέρβο	сербов
μπάρλοου	барлоу
δικαιούχος	получатель
δικαιούχος	получатель
δικαιούχος	получателя
εξακρίβωση	проверка
ταίρι	приятель
ταίρι	мат
αντικατοπτρίζεται	отражены
αργεντίνος	аргентинского
μοιχεία	прелюбодеяние
μοιχεία	измена
μοιχεία	прелюбодеяние
πρόζα	проза
ρετζίνα	реджина
ρετζίνα	регина
λάβκραφτ	лавкрафт
σεζάν	сезанна
κληρονομεί	наследует
ζευγαρώματος	спаривания
ενεργοποιημένη	включено
ενεργοποιημένη	включена
ενεργοποιημένη	включен
ρέγκενσμπουργκ	регенсбург
πόπερ	поппер
υιοθεσία	принятия
υιοθεσία	принятие
υιοθεσία	усыновление
βιτάλι	виталий
παβία	павии
προσομοιώσεις	моделирование
ρόζενμπεργκ	розенберг
πίστωση	кредитная
πίστωση	кредит
πίστωση	кредита
λιθουανοί	литовцы
φτέρωμα	оперение
ουρντού	урду
ηθικός	моральная
ηθικός	мораль
ηθικός	моральный
ελάττωμα	дефект
δειγματοληψίας	выборка
δειγματοληψίας	выборки
μικροσκοπικό	микроскопические
μικροσκοπικό	крошечный
μικροσκοπικό	крошечные
σότσι	сочи
σάκο	пакет
σάκο	мешок
σάκο	сумку
σάκο	сумка
σάκο	мешочек
σάκο	мешок
σειρήνες	сирены
τζόπλιν	джоплин
ανθεκτικότητα	стойкость
ανθεκτικότητα	устойчивость
ανθεκτικότητα	сопротивления
ανθεκτικότητα	сопротивление
ανθεκτικότητα	долговечность
χαϊλέ	хайле
διαγωγή	поведение
βίαιος	насильственные
επιστημολογία	эпистемология
μουσικολόγος	музыковед
αρπάζει	хватает
χάλιφαξ	галифакс
χονολουλού	гонолулу
συνεταιρισμό	кооператив
σάγκα	сага
εκθέτης	экспонента
στούαρτ	стюарт
στούαρτ	стюарта
στούαρτ	стюарт
ευτυχισμένος	счастливый
ευτυχισμένος	счастливая
ευτυχισμένος	счастливые
ευτυχισμένος	счастлива
ευτυχισμένος	счастлив
ληστείες	грабежи
ληστείες	ограбления
ληστείες	ограблений
ληστείες	ограблений
ντόρια	дориа
πάλπατιν	палпатин
ρατσισμός	расизм
παλινδρόμησης	регрессии
φανταστεί	представляла
επαρκές	достаточное
επαρκές	достаточный
επαρκές	достаточная
επαρκές	адекватных
επαρκές	адекватное
επαρκές	достаточное
επαρκές	адекватные
πανούκλα	чума
πανούκλα	чума
λήθη	забвение
λήθη	лимбо
κατρίν	кэтрин
κατρίν	катрин
κατρίν	катерина
κατρίν	екатерина
κατρίν	катрин
εδάφια	пункты
εδάφια	пунктах
έμιλυ	эмили
χούβερ	гувер
ηλεκτρομαγνητικό	электромагнитной
φλιντ	флинт
παγκρεατίτιδα	панкреатит
μνημειώδες	монументальной
εντουάρντο	эдуардо
μινέρβα	минерва
ναύαρχοι	адмиралов
ανάν	аннан
έλκος	язва
έλκος	язвы
έλκος	язва
έλκος	язвы
αντίβαρο	противовес
αντίβαρο	противовес
μερ	мер
ροσέλ	рошель
πάπυροι	перемещается
πάπυροι	свитки
ρουκέτες	ракеты
ακαμψία	жесткости
ακαμψία	жесткость
οράτιος	горацио
οράτιος	гораций
μονόγραμμα	монограмма
προχωρημένο	расширенный
προχωρημένο	передовые
προχωρημένο	передовых
κοσμοναύτης	космонавт
κωνική	конические
χαμένοι	потерянный
χαμένοι	потеряна
χαμένοι	потерял
χαμένοι	потерян
χαμένοι	проиграл
λοχία	сержант
πανομοιότυπο	идентичны
πανομοιότυπο	одинаковые
πανομοιότυπο	идентичные
καμπυλότητα	кривизны
συνταξιούχος	пенсионера
συνταξιούχος	отставке
γονιδίωμα	генома
αποφάνθηκε	постановил
αντιγόνα	антигенов
μπερδεύει	смущает
ενοποιημένη	сводный
ενοποιημένη	единая
ενοποιημένη	объединенная
ενοποιημένη	единого
ενοποιημένη	единое
καλεσμένος	гость
τροπολογία	поправки
τροπολογία	поправка
γεωπόνος	агроном
μάτα	мата
δηλητηριώδες	ядовитые
αυτόματες	автоматические
αυτόματες	автоматическое
αυτόματες	автоматический
αυτόματες	автоматическая
αυτόματες	автоматического
αυτόματες	автоматически
αποβίβαση	разгрузки
κρύφτηκε	спрятался
κρύφτηκε	спрятал
κρύφτηκε	скрытая
κρύφτηκε	скрыты
κρύφτηκε	скрытый
κρύφτηκε	скрыто
κρύφτηκε	скрытые
άλβιν	элвин
έψιλον	эпсилон
γουίν	уинн
σεβαστός	уважают
σεβαστός	уважаемый
σεβαστός	уважали
σεβαστός	почитаемых
ντέιλ	дейл
ντέιλ	дэйл
φλόρις	флорис
κύηση	беременности
κύηση	беременность
προσανατολισμένη	ориентированная
προσανατολισμένη	ориентированное
προσανατολισμένη	ориентированный
χομπς	хоббс
χομπς	хоббс
φιλικοί	дружеские
φιλικοί	дружественных
φιλικοί	friendly
φιλικοί	дружелюбный
μπραζίλια	бразилиа
παραλήπτης	адресата
παραλήπτης	получатель
παραλήπτης	получателя
ορθολογική	рациональное
ορθολογική	рационально
ορθολογική	рационального
σμιντ	шмидт
κουτάβια	щенки
κουτάβια	щенков
κουτάβια	щенки
κουτάβια	щенков
βότανο	герб
βότανο	херб
αριστοκράτης	аристократ
ματιέ	матье
ομώνυμα	омонимов
απολυτήριο	бакалавра
απολυτήριο	бакалавр
σκαθάρια	beatles
σκαθάρια	битлз
σκαθάρια	жуков
σκαθάρια	жуки
κρεμμύδια	лук
βάτραχος	жаба
βάτραχος	лягушка
βάτραχος	лягушки
σερίφη	шериф
κρεβάτια	постели
κρεβάτια	кровати
αγάπες	любит
αγάπες	обожает
λέσναρ	леснар
λάμπα	лампочка
λάμπα	колбы
λάμπα	светильник
λάμπα	лампа
λότον	лоутон
μειώσεις	уменьшается
μειώσεις	уменьшает
κινητικότητας	мобильность
κινητικότητας	мобильности
σχεδία	плот
ρίπλεϊ	рипли
κλιμτ	климт
μπάτσελορ	холостяк
μπάτσελορ	бакалавр
γουρούνια	свиней
γουρούνια	свиньи
μπέρνι	берни
παραισθήσεις	галлюцинации
παραισθήσεις	галлюцинации
παραισθήσεις	бред
αγνότητα	чистоту
αγνότητα	чистоты
αγνότητα	чистота
αγνότητα	целомудрие
αγνότητα	целомудрия
χαναάν	ханаан
ζωηρά	живая
ζωηρά	живые
ζωηρά	лайвли
ψεκασμό	распыления
κατανοεί	понимает
φώναξε	кричать
συμβίωσης	сосуществование
παράλογη	неразумно
παράλογη	неразумным
παράλογη	абсурдно
παράλογη	абсурд
χάι	хай
μπράντον	брэндон
μπράντον	брендон
καρ	карр
καρ	кар
ίνδιο	индий
έμερσον	эмерсон
συνώνυμη	синонимами
πρεσβυτεριανή	пресвитерианской
συναρπαστικό	увлекательно
πάρι	парри
ορφανό	сирот
ορφανό	сирота
ορφανό	сироты
ορφανό	сироту
ερωμένες	любовниц
ερωμένες	любовники
καρτούν	toon
καρτούν	мультик
καρτούν	мультики
σκλάβα	раб
σκλάβα	раба
ερυθροκύτταρα	эритроцитов
χρωματογραφία	хроматография
λόυντ	ллойд
εύλογα	разумно
ευχάριστα	приятный
ευχάριστα	приятная
κροκόδειλος	крокодил
κροκόδειλος	крокодил
διαρκές	вечный
ψεύτικο	фальшивый
ψεύτικο	фальшивка
ψεύτικο	фальшивые
ψεύτικο	подделка
ενδιάμεσος	промежуточный
ενδιάμεσος	промежуточные
ενδιάμεσος	промежуточных
ενδιάμεσος	посредника
ενδιάμεσος	посредник
ξένια	ксения
ξένια	ксения
εναρμόνιση	согласования
εναρμόνιση	согласование
καταγγείλει	осудить
γυμνές	голые
γυμνές	голая
γυμνές	голый
γυμνές	nude
προσβλητική	оскорбительно
προσβλητική	наступательных
προσβλητική	наступление
προσβλητική	оскорбительно
προσβλητική	оскорбление
αποικιακό	колониальным
καλύμματα	охватывает
καλύμματα	покрывает
καλύμματα	обложки
προκόφιεφ	прокофьев
ειδοποιήσεις	уведомления
ειδοποιήσεις	оповещения
ειδοποιήσεις	предупреждения
ταράτσα	крыше
ταράτσα	крыша
ταράτσα	терраса
ταράτσα	крыши
ταράτσα	крыше
ταράτσα	крыша
ταράτσα	крышу
διαπραγματεύεται	переговоры
μαντζουρία	маньчжурии
ματέο	маттео
ματέο	матео
κλάματα	крики
κλάματα	плачет
ζιντάν	зидан
ρουτίνας	рутина
ατλαντίδα	атлантис
απόσβεση	амортизации
καρύκευμα	приправы
αντζελίνα	анджелина
ιεραπόστολος	миссионер
εμβολιασμού	вакцинации
τιμωρίες	наказания
τίμιο	честным
τίμιο	честно
τίμιο	честное
τίμιο	честный
τίμιο	честная
προνύμφη	личинка
αντιπροσώπευση	представительство
αμοιβαιότητας	взаимности
μεταξωτό	шелк
αθωότητα	невинность
αθωότητα	невиновность
αθωότητα	невиновности
λιτότητα	экономии
αποθετήριο	хранилища
αποθετήριο	хранилище
φαινόλη	фенол
παράγων	коэффициент
παράγων	фактор
παράγων	фактором
αυτα	эти
στόλους	флотов
πυκνωτή	конденсатор
καρλομάν	карломан
αθάνατο	бессмертный
ράβδοι	бары
ράβδοι	стержни
ντρε	дре
ευέλικτη	гибкость
ευέλικτη	гибко
ευέλικτη	гибкий
ευέλικτη	гибкой
ευέλικτη	гибкие
πανταχού	повсеместно
πτερώματος	линька
πληρούνται	выполнено
πληρούνται	выполнены
πολιομυελίτιδα	полиомиелита
παραδοχές	предположения
παραδοχές	допущения
ροσελίνι	росселлини
μακκέλεν	маккеллен
γιαμαμότο	ямамото
σαμπάχ	сабах
ράιντερ	райдер
ράιντερ	всадник
ράιντερ	райдер
κάρλ	карл
κάρλ	карл
έβαν	эван
δεξίωση	прием
δεξίωση	приём
σαββατοκύριακα	выходные
σαούντ	сауда
έλις	эллис
σχ	фиг
ιδιοφυΐα	гении
ιδιοφυΐα	гениально
ιδιοφυΐα	гений
βολικό	удобный
βολικό	удобно
βολικό	удобная
βολικό	удобное
βολικό	удобно
αζτέκοι	ацтеков
μάγειρας	приготовить
μάγειρας	повар
μάγειρας	кук
μάγειρας	готовить
άτυχος	неудача
μπαζ	кайф
μπαζ	базз
τηλεφωνία	телефонии
σμεντέρεβο	смедерево
μαξιμίλιαν	максимилиан
πομερανία	померания
μέγιερ	майер
μέγιερ	мейер
πνιγμό	тонет
νυχτερίδες	биты
απεγνωσμένα	отчаянно
πόλα	паула
πόλα	пола
μιλούτιν	милутин
κάρο	корзину
ευάλωτα	уязвимые
ευάλωτα	уязвимых
ακουστικές	слуховой
συμβολαιογράφος	нотариус
ελιγμών	маневрирования
συσχετισμό	корреляции
τσάντα	сумка
τσάντα	пакет
τσάντα	мешок
τσάντα	сумку
τσάντα	сумка
τσάντα	кошелёк
τσάντα	кошелек
ρότσεστερ	рочестер
εκτιμώ	ценю
εκτιμώ	оцениваем
έμμεσο	косвенной
έμμεσο	косвенные
έμμεσο	косвенное
έμμεσο	косвенно
γιγαντιαίο	гигантский
γιγαντιαίο	гигант
γιγαντιαίο	гигантская
γιγαντιαίο	гигантские
γιγαντιαίο	гигантская
γιγαντιαίο	гигантские
μάθεις	учиться
μάθεις	учись
μάθεις	учитесь
ράφτη	портной
γουίνι	винни
κυρηναϊκή	киренаики
αναμενόμενα	ожидалось
αναμενόμενα	ожидаемые
αναμενόμενα	ожидается
αναμενόμενα	ожидаемый
αναμενόμενα	ожидаемое
επισημαίνοντας	подчеркивая
ξαφνικό	внезапный
ξαφνικό	внезапное
ξαφνικό	внезапно
μάστερς	masters
μάστερς	мастерс
μάστερς	мастера
μάστερς	хозяева
ασσύριοι	ассирийцы
λιπιδίων	липидов
σέιν	шейн
φοινικικό	финикийский
θεραπευτικό	терапевтических
εκρηκτικές	взрывчатка
εκρηκτικές	взрывных
εκρηκτικές	взрывчатка
συναρπαστική	увлекательно
μπέιλ	бэйл
σαύρα	ящерица
αρχειοθέτηση	архивирования
αρχειοθέτηση	архив
αρχειοθέτηση	подачи
ανορεξία	анорексия
κρυμμένος	скрытая
κρυμμένος	скрыты
κρυμμένος	скрытый
κρυμμένος	скрыто
κρυμμένος	скрытые
στοχαστές	мыслителей
κρανία	черепа
χόκινς	хокинс
ήσυχα	тихонько
ήσυχα	тихо
ήσυχα	тишина
ήσυχα	тихий
ήσυχα	тихо
ονομα	имя
ονομα	название
φυλακισμένοι	заключенных
φυλακισμένοι	заключенные
ενοχλητικό	тревожная
ενοχλητικό	тревожный
ενοχλητικό	тревожные
ενοχλητικό	тревожно
ενοχλητικό	раздражает
ενοχλητικό	бесит
ενοχλητικό	раздражает
σίντι	синди
πολύτιμος	прелесть
πολύτιμος	драгоценных
πολύτιμος	драгоценные
πολύτιμος	драгоценный
πολύτιμος	ценное
πολύτιμος	ценный
πολύτιμος	ценная
πολύτιμος	ценные
φεγγάρια	лун
φεγγάρια	луны
φεγγάρια	спутники
ιβάνοβνα	ивановна
τζολί	джоли
