மற்றும்	そして
வேர்	root
வேர்	ルート
பிரான்சிஸ்	フランシス
வெளியீடுகள்	リリース
ஊழியர்கள்	スタッフ
சக்கர	ホイール
சக்கர	車輪
வாட்	ワット
வாட்	ワット
சுவிஸ்	スイス
பேட்மேன்	バットマン
மூடிய	閉店
ஆட்டோ	自動
ஆட்டோ	オート
வெளியேறும்	終了
வெளியேறும்	exit
வெளியேறும்	出口
ஸ்டீபன்	スティーヴン
ஸ்டீபன்	シュテファン
ஸ்டீபன்	ステファン
ஜான்சன்	ジョンソン
கட்டுமான	建設
போஸ்	ボーズ
போஸ்	ポーズ
சார்பற்ற	中性
இன்பம்	楽しみ
ஒன்பதாவது	nine
டெய்லர்	テイラー
புனைவு	フィクション
மரபுகள்	伝統
நடுவர்	審判員
நெறிமுறைகள்	基準
நெறிமுறைகள்	条件
டாட்டா	タタ
விவசாயிகள்	農家
சாதனம்	デバイス
சாதனம்	機器
மின்னணுவியல்	エレクトロニクス
மேற்கோள்கள்	サテライト
மேற்கோள்கள்	衛星
மேற்கோள்கள்	用例
மேற்கோள்கள்	実例
மேற்கோள்கள்	引用
மேற்கோள்கள்	注釈
வெளிப்படையாக	どうやら
தெருவில்	ストリート
தெருவில்	通り
உயிருடன்	アライブ
பெண்ணை	ガール
பெண்ணை	少女
பெண்ணை	女の子
ஓடி	フロー
ஓடி	流れ
ஸ்மித்	スミス
மேஜர்	少佐
மேஜர்	メジャー
மேஜர்	専攻
ஊட்டச்சத்து	栄養
அறைகள்	部屋
அறைகள்	ルーム
எண்ணை	番号
எண்ணை	数値
எண்ணை	ナンバー
இருவருக்கும்	両方
உரிமையாளர்	オーナー
உரிமையாளர்	所有者
சேதம்	被害
சேதம்	ダメージ
சேதம்	損傷
சேதம்	損害
கவுண்டர்	カウンタ
கவுண்டர்	カウンター
ஜோடி	ペア
ஜோடி	カップル
தயாரிப்பாளர்கள்	プロデューサー
அவசர	緊急
கரை	ボーダー
கரை	国境
நாயகன்	ヒーロー
நாயகன்	男性
நாயகன்	man
காப்பகம்	書庫
காப்பகம்	アーカイブ
அடர்ந்த	濃密
படைத்த	作成
அருங்காட்சியகங்கள்	美術館
அருங்காட்சியகங்கள்	博物館
சிவா	シヴァ
குடி	飲む
குடி	飲み物
குடி	ドリンク
குடி	飲む
வாழ்த்துக்கள்	あいさつ
வாழ்த்துக்கள்	挨拶
பாடலாசிரியர்	作曲家
இனிய	ハッピー
இனிய	幸せ
குளோரின்	塩素
பெல்ஜியம்	ベルギー
மெட்ரிக்	メートル法
நெப்போலியன்	ナポレオン
ஆயுதம்	武器
ஆயுதம்	兵器
ஆயுதம்	武器
ஆயுதம்	凶器
ஆயுதம்	弾薬
சங்கு	ほら貝
மசூதி	モスク
வழிகாட்டி	魔法使い
வழிகாட்டி	ウィザード
வழிகாட்டி	ガイド
குடியேற்றம்	入国
குடியேற்றம்	移民
பிலிப்	フィリップ
பர்மா	ビルマ
திறனாய்வு	批評
திறனாய்வு	評論
திறனாய்வு	批判
சேர்க்கும்	追加
பலகை	ボード
தணிக்கை	検閲
வளைவு	カーブ
வளைவு	曲線
வளைவு	曲率
வளைகுடா	ガルフ
உகந்த	最適
மெய்நிகர்	バーチャル
மெய்நிகர்	仮想
மோதல்	衝突
உள்ளீடு	フィード
உள்ளீடு	エントリー
உள்ளீடு	エントリ
உள்ளீடு	入力
ஊதா	パープル
ஊதா	バイオレット
புயல்	サイクロン
புயல்	ストーム
நினைத்து	考え
நினைத்து	思考
அக்கறை	思いやり
கூறு	モジュール
கூடைப்பந்து	バスケ
கூடைப்பந்து	バスケットボール
விதைகள்	種子
விதைகள்	シード
மாசு	汚染
மாசு	公害
மாசு	汚染
வரவு	到着
வரவு	チャーン
எப்போது	いつ
எப்போது	とき
முப்பது	三十
முப்பது	thirty
புத்தரின்	ブッダ
புத்தரின்	仏陀
சரக்கு	貨物
சரக்கு	在庫
சரக்கு	棚卸
சரக்கு	貨物
இயல்பாக	普通
இயல்பாக	ノーマル
வைரஸ்	ウィルス
வைரஸ்	ウイルス
பான்	ボン
பான்	パン
பரப்புரை	プロパガンダ
டேனியல்	ダニエル
ஜோன்ஸ்	ジョーンズ
தீங்கு	害する
பலன்	給付
பலன்	利益
பலன்	結果
கோழி	鶏肉
கோழி	ニワトリ
கோழி	チキン
சக்தியை	権力
சக்தியை	パワー
எல்லோரும்	みんな
பயணத்தை	旅行
பயணத்தை	journey
வாரங்கள்	週間
தொழிற்சாலைகள்	工場
அளவீடு	測定
மென்மையான	やわらかい
மென்மையான	柔らかい
மென்மையான	ソフト
பகதூர்	バハードゥル
மூவர்	トリオ
சமம்	等しい
குடியுரிமை	市民
விருந்து	パーティ
விருந்து	パーティー
இரண்டாவதாக	次に
ரைட்	ライト
உருவாக்குதல்	メイキング
உருவாக்குதல்	創造
உருவாக்குதல்	作成
கட்டாய	強制
வரைகலை	グラフィック
வரைகலை	グラフィックス
ஸ்டுடியோ	スタジオ
வரைபடங்கள்	地図
வரைபடங்கள்	マップ
ஆன்லைன்	オンライン
தொழிற்துறை	業界
தொழிற்துறை	産業
அப்பா	ダディ
அப்பா	父親
முற்போக்கு	プログレッシブ
சீனம்	中国語
சீனம்	中国人
கோலா	コアラ
கோலா	コーラ
பங்களிப்புகள்	貢献
செயலி	出願
செயலி	アプリケーション
செயலி	アプリ
மிகச்சிறிய	タイニー
மிகச்சிறிய	ちっちゃい
மிகச்சிறிய	ちび
மிகச்சிறிய	小さい
மாஸ்கோ	モスクワ
முடியுமா	相互作用
அறம்	アラム
நினைவகம்	追悼
நினைவகம்	記念碑
நினைவகம்	メモリ
நினைவகம்	メモリー
நினைவகம்	記憶
ரோடு	道路
இவள்	彼女
ஆப்கானிஸ்தான்	アフガニスタン
பற்றாக்குறை	欠如
பற்றாக்குறை	不足
கிம்	キム
ஆரம்பம்	開始
ஆரம்பம்	始める
ஆரம்பம்	スタート
நீரிழிவு	糖尿病
துன்	トゥーン
துன்	tun
தேவா	デーヴァ
இளைஞர்கள்	青年
இளைஞர்கள்	若者
இளைஞர்கள்	ユース
இளைஞர்கள்	青春
உளவு	スパイ
சாம்	サム
புகைப்படம்	フォト
புகைப்படம்	写真
புகைப்படம்	撮影
புகைப்படம்	写真
வகுப்புகள்	クラス
சாத்தியம்	可能性
ஊதியம்	支払う
ஊதியம்	支払い
பாலி	バリ
பாலி	バリ島
ஆசி	祝福
ஆசி	恵み
ஆசி	祝福
முட்டைகள்	エッグ
சூடான	熱い
சூடான	ホット
சூடான	暑い
சூழ்நிலையில்	状況
சூழ்நிலையில்	シチュエーション
வறுமை	貧困
கந்தக	硫黄
குடும்பத்தினர்	家族
வலைப்பதிவு	ブログ
அரங்கில்	アレーナ
அரங்கில்	アリーナ
பதினைந்து	fifteen
பதினைந்து	十五
லைவ்	ライブ
லைவ்	生きる
ஆராய்ச்சியாளர்கள்	研究者
கிருஷ்ணர்	クリシュナ
பண்டிதர்	ディフェンダー
இறைவி	女神
சர்மா	シャルマ
தொன்மையான	クラシック
தொன்மையான	古典
தொன்மையான	classic
வாங்கும்	購買
வாங்கும்	購入
வட்டு	ディスク
வட்டு	ディスク
வட்டு	円盤
ஆல்பர்ட்	アルベルト
ஆல்பர்ட்	アルバート
குறிக்கோள்	目的
குறிக்கோள்	ターゲット
மீள்	可逆
குரங்கு	サル
ஆண்டவர்	ゴッド
நெருப்பு	火事
நெருப்பு	ファイア
நெருப்பு	火災
சிலி	チリ
அன்	アン
வரம்	無制限
வரம்	範囲
வரம்	レンジ
பிறகும்	アフター
ஹைட்ரஜன்	水素
நலன்	福祉
ஐக்	アイク
வள்ளி	ヴァリ
உரிமைகளை	権利
மயில்	クジャク
பாதுகாக்கும்	保護
முஹம்மது	ムハンマド
நச்சு	毒性
மலேரியா	マラリア
பிடித்த	お気に入り
கிளர்ச்சி	反乱
விதம்	ウェイ
நார்வே	ノルウェー
முகப்பு	自宅
முகப்பு	ホーム
முகப்பு	帰宅
செடி	植物
செடி	プラント
செடி	植物
நிர்வாகி	管理者
நிர்வாகி	管理人
நிர்வாகி	店長
நிர்வாகி	支配人
நிர்வாகி	マネージャー
நிர்வாகி	マネージャ
நிர்வாகி	管理者
நிர்வாகி	管理人
நிர்வாகி	管理者
நிர்வாகி	管理人
விடுதி	ホテル
விடுதி	ホステル
நிபுணர்	エキスパート
பாக்டீரியா	細菌
பாக்டீரியா	バクテリア
லிமிடெட்	限定
லிமிடெட்	limited
லிமிடெட்	ltd
நடக்கிறது	ハプニング
டிகிரி	学位
மீடியா	メディア
மந்திரி	ジャック
மந்திரி	ジャッキ
அலுவலகங்கள்	オフィス
தாத்தா	おじいさん
தாத்தா	祖父
வருடாந்திர	年次
சிரியா	シリア
அஞ்சலி	朝貢
தாள்	用紙
தாள்	ペーパー
தாள்	シート
தாள்	シート
தாள்	シーツ
பெரிதாக	ズーム
அயோடின்	ヨード
முக்கியம்	インプ
முக்கியம்	imp
முக்கியம்	重要
சரித்திரம்	履歴
சரித்திரம்	由緒
சரித்திரம்	歴史
சரித்திரம்	沿革
கடினம்	ラフ
கடினம்	乱暴
கடினம்	一生懸命
கடினம்	ハード
கடினம்	難しい
கடினம்	難しい
தேநீர்	お茶
தேநீர்	紅茶
அகாடமி	アカデミー
சோனி	sony
சோனி	ソニー
சாதிகள்	スーツ
மறை	ヒデ
மறை	隠す
விரதம்	断食
விரைவான	クイック
விரைவான	速い
விரைவான	高速
ஹில்	ヒル
தொண்டை	咽喉
நிர்வாகிகள்	管理者
நிர்வாகிகள்	管理人
சமஸ்கிருத	サンスクリット
பம்பாய்	ボンベイ
விழும்	落ちる
விழும்	落下
அம்சம்	機能
அம்சம்	フィーチャー
அம்சம்	特徴
மைதானம்	地面
மைதானம்	グラウンド
காவியம்	叙事詩
காவியம்	epic
காவியம்	エピック
கட்டுமானம்	建設
திரவம்	流体
திரவம்	液体
பரிந்துரைகள்	おすすめ
பரிந்துரைகள்	提案
பரிந்துரைகள்	おすすめ
இனப்பெருக்க	繁殖
இனப்பெருக்க	生殖
சிலநேரங்களில்	時々
சிலநேரங்களில்	ときどき
விக்டர்	ビクトル
விக்டர்	ヴィクター
விக்டர்	ビクター
ஒப்பீட்டளவில்	比較的
இலித்தியம்	リチウム
ஜிம்	体育館
ஜிம்	ジム
ஜிம்	ジム
மக்னீசியம்	マグネシウム
பேச	喋る
பேச	speak
தொடர்புடையது	関連
தொடர்புடையது	関連
வாசிப்பு	リサイタル
நீதிபதிகள்	裁判官
காய்	kai
காய்	カイ
கிளார்க்	クラーク
கிளார்க்	事務員
கிளார்க்	書記官
கிளார்க்	事務職
கிளார்க்	クラーク
புனிதர்கள்	聖徒
புனிதர்கள்	セインツ
புகையிலை	タバコ
புகையிலை	たばこ
நாசா	nasa
ஒருங்கிணைப்பு	統合
ஒருங்கிணைப்பு	インテグレーション
பறந்து	fly
பறந்து	ハエ
பறந்து	フライ
பறந்து	飛ぶ
பறந்து	飛ぶ
பறந்து	フライング
திருத்தி	エディタ
திருத்தி	エディター
ஒருவேளை	たぶん
ஒருவேளை	多分
ஒருவேளை	未定
புகார்	苦情
புகார்	クレーム
பிடிக்க	キャッチ
பிடிக்க	キャッチボール
குறுக்கு	対角線
குறுக்கு	十字架
குறுக்கு	クロス
குறுக்கு	cross
குறுக்கு	十字
கடத்தல்	密輸
கடத்தல்	誘拐
கடத்தல்	拉致
இராமாயணம்	ラーマーヤナ
பயன்பாட்டை	出願
பயன்பாட்டை	アプリケーション
பயன்பாட்டை	アプリ
நம்பிக்கைகள்	希望
வள	リソース
வள	資源
உரைகள்	テキスト
நுழைவு	エントリー
நுழைவு	エントリ
ஆஸ்திரியா	オーストリア
கொள்ளளவு	定員
கொள்ளளவு	容量
முஸ்லீம்	イスラム教
முஸ்லீம்	ムスリム
மாடு	カウ
மாடு	ウシ
சிறந்தது	最高
சிறந்தது	ベスト
சிறந்தது	best
மான்செஸ்டர்	マンチェスター
பொய்	false
பொய்	虚偽
கினி	ギニア
ஆளுமை	個性
ஆளுமை	人柄
ஆளுமை	性格
ஆளுமை	人格
ஆளுமை	パーソナリティ
மேலாளர்	店長
மேலாளர்	支配人
மேலாளர்	マネージャー
மேலாளர்	マネージャ
சிதைவு	崩壊
சிதைவு	減衰
கற்றல்	学習
கற்றல்	ラーニング
கற்றல்	学問
பாதைகள்	パス
பாதைகள்	チャネル
பாதைகள்	チャンネル
பிளேக்	ブレイク
பிரதிகள்	重複
பிரதிகள்	コピー
பிரதிகள்	部数
முடித்த	仕上げ
கெவின்	ケヴィン
கம்பி	ワイヤ
கம்பி	針金
கம்பி	ワイヤー
பெரியது	大きい
பெரியது	大きな
பெரியது	大きい
பெரியது	ビッグ
லெனின்	レーニン
அலைவரிசை	チャネル
அலைவரிசை	チャンネル
அலைவரிசை	海峡
ஆலை	プラント
ஆலை	植物
கல்கத்தா	コルカタ
கல்கத்தா	カルカッタ
மலபார்	マラバー
ஒற்றுமை	統一
சாதனைகள்	実績
சாதனைகள்	事跡
சாதனைகள்	業績
சாதனைகள்	事績
சாதனைகள்	功績
சாதனைகள்	レコード
சமச்சீர்	対称
கடைகள்	店舗
கடைகள்	ショップ
கடைகள்	店舗
திகில்	ホラー
திகில்	パニック
தலையை	head
தலையை	ヘッド
தலையை	頭部
முப்பரிமாண	遠近
முப்பரிமாண	遠近法
முப்பரிமாண	視点
ரோஸ்	ローズ
ரோஸ்	ロゼ
ரோஸ்	バラ
ரோஸ்	rose
ரோஸ்	薔薇
ரோஸ்	ロス
தொலை	リモート
கல்யாணம்	ウェディング
கல்யாணம்	結婚式
லிட்டர்	リットル
வரலாம்	たぶん
வரலாம்	多分
வரலாம்	未定
யுரேனியம்	ウラン
ஹிந்தி	ヒント
சேனல்	チャネル
சேனல்	チャンネル
சேனல்	海峡
உயர்நிலை	上級
நூலகங்கள்	図書館
நூலகங்கள்	ライブラリ
புதன்	水星
புதன்	マーキュリー
புதன்	水銀
புதன்	水曜
புதன்	水曜日
புதன்	水曜日
புதன்	wed
வாரத்தில்	週間
துறவி	モンク
விதிமுறைகள்	規約
விதிமுறைகள்	用語
ஜூனியர்	ジュニア
பட்டறை	ワークショップ
பட்டறை	作業場
கம்பன்	偶数
கம்பன்	even
எதிர்பார்க்கப்படுகிறது	期待
கத்தோலிக்கம்	カトリシズム
சரணாலயம்	聖域
தேவ்	dev
வியாழன்	thu
வியாழன்	ジュピター
வியாழன்	木星
வியாழன்	木曜日
வியாழன்	木曜
வார்னர்	ワーナー
சின்	あご
அமைதியான	静けさ
அமைதியான	静か
அமைதியான	平和
செயலர்	秘書
பூனை	ネコ
பூனை	ねこ
சூ	スー
சூ	スー
ஒட்டு	パッチ
கேட்	ゲート
கேட்	kate
கேட்	ケイト
கேட்	kat
கண்டறிதல்	検知
கண்டறிதல்	検出
கண்டறிதல்	ディスカバリー
கண்டறிதல்	発見
கனிமங்கள்	鉱物
மைக்கல்	ミヒャエル
மைக்கல்	マイケル
சூர்யா	スーリヤ
உலர்	辛口
உலர்	ドライ
உலர்	乾燥
தீர்வுகள்	ソリューション
வேகமான	眠い
வேகமான	スピーディー
தூண்	カラム
பாதுகாப்பாக	セキュア
பாதுகாப்பாக	セーフ
பாதுகாப்பாக	金庫
பாதுகாப்பாக	安全
மன்னிப்பு	許す
மன்னிப்பு	許し
மன்னிப்பு	謝罪
மன்னிப்பு	謝る
மன்னிப்பு	謝罪
நியூட்டன்	ニュートン
தொழில்நுட்பங்கள்	テクノロジー
உயிரினம்	生物
தடகள	アスレチック
விளக்குகள்	ライト
ஆவண	実装
ஆவண	実施
காணவும்	時計
காணவும்	腕時計
சதி	プロット
சதி	陰謀
அழித்து	破壊
அழித்து	廃墟
நாயகி	ヘロイン
நாயகி	ヒロイン
துபாய்	ドバイ
பொறியாளர்	エンジニア
பழ	フルーツ
பழ	果実
பழ	果物
பழ	フルーティー
மனு	マヌ
மனு	請願
வீணை	ヴィーナ
வல்லுநர்	スペシャリスト
வல்லுநர்	エキスパート
சிகப்பு	赤い
சிகப்பு	赤色
சிகப்பு	レッド
வழு	バグ
வழு	不具合
வழு	bug
வழு	エラー
ஒலிபரப்பு	伝送
ஒலிபரப்பு	放送
ஒலிபரப்பு	ブロードキャスト
ஊருக்கு	タウン
லத்தீன்	ラベル
லத்தீன்	ラテン語
லத்தீன்	ラテン
நிக்கல்	ニッケル
குறைந்தபட்சம்	最低限
குறைந்தபட்சம்	最低
குறைந்தபட்சம்	最小
டேவிஸ்	デービス
டேவிஸ்	デイヴィス
விரும்பினால்	オプション
டீசல்	ディーゼル
பங்குகள்	役割
பங்குகள்	株式
பங்குகள்	シェア
பாறைகள்	岩石
பாறைகள்	ロックス
கடமை	義務
பிழைகள்	エラー
பிழைகள்	バグ
பிழைகள்	不具合
இல	ゴール
இழை	繊維
பதினெட்டு	十八
பதினெட்டு	eighteen
அதுவரை	until
அதுவரை	まで
பெண்மணி	レディ
கொடை	ドナー
மெகா	メガ
மெகா	mega
எழுத்துரு	フォント
எழுத்துரு	フォント
அகன்ற	広い
பாக்கிஸ்தான்	パキスタン
வரைவு	ドラフト
வரைவு	下書き
ஒப்பிட்டு	比較
செயலாக்கம்	処理
செயலாக்கம்	加工
தியானம்	瞑想
டிஸ்னி	ディズニー
சாங்	チャン
குழந்தைகளை	子供
குழந்தைகளை	キッズ
குழந்தைகளை	子供
வரவில்லை	不在
வரவில்லை	欠席
வரம்பு	範囲
வரம்பு	レンジ
வரம்பு	制限
வரம்பு	リミット
வரம்பு	限界
அறுவடை	収穫
சுட்டி	ねずみ
சுட்டி	マウス
கண்டறியும்	検知
கண்டறியும்	検出
ஆல்பா	alpha
ஆல்பா	アルファ
உணவில்	ダイエット
உணவில்	献立
உணவில்	国会
உணர்ச்சி	感情
உணர்ச்சி	反応
உணர்ச்சி	リアクション
பசு	カウ
ஜீன்	ジャン
ஜீன்	ジーン
ஜீன்	jun
ஜீன்	じゅん
மகன்கள்	息子
அழகி	ブルネット
அழகி	美容
செலவுகள்	費用
செலவுகள்	コスト
செலவுகள்	費用
செலவுகள்	経費
திசு	ティッシュ
கேப்டன்	隊長
கேப்டன்	キャプテン
தரவுத்தள	データベース
பிஜி	フィジー
உள்ளார்ந்த	ローカル
உள்ளார்ந்த	地元
ஃபாக்ஸ்	キツネ
நொதி	酵素
எஃகு	スチール
எஃகு	鋼鉄
அர்த்தம்	意味
ஒப்பந்தங்கள்	契約
ஒப்பந்தங்கள்	クーポン
சிலுவை	十字架
சிலுவை	クロス
சிலுவை	cross
சிலுவை	十字
செயல்களை	アクション
புகுபதிகை	ログイン
ஊழியர்	スタッフ
ஆண்டி	アンディ
வசந்த	スプリング
உடனடி	インスタント
உடனடி	瞬間
உடனடி	即時
வறண்ட	辛口
வறண்ட	ドライ
வறண்ட	乾燥
நோன்பு	断食
ஹாட்	熱い
ஹாட்	ホット
ஹாட்	暑い
சமன்பாடுகள்	方程式
இடைமுகம்	インターフェース
இடைமுகம்	インタフェース
மேனன்	メノン
மூடி	ムーディ
துண்டு	タオル
பாஸ்	ボス
பாஸ்	バス
பாஸ்	ベース
பாஸ்	パス
தாஸ்	ダス
தாஸ்	das
நட்சத்திரங்கள்	stars
நட்சத்திரங்கள்	スターズ
மூர்	ムーア
வளையம்	リング
வளையம்	指輪
சிலிக்கான்	シリコン
சிலிக்கான்	ケイ素
ஒவ்வொருவரும்	みんな
கூரை	屋上
கூரை	屋根
நானே	自分
நானே	myself
பயனுள்ளதாக	役に立つ
குறிகள்	シンボル
குறிகள்	記号
குறிகள்	フラグ
குறிகள்	国旗
கோப்புகள்	ファイル
பெருக்கம்	利得
கடினமாக	一生懸命
கடினமாக	ハード
கடினமாக	難しい
டாடா	タタ
பெற்றோர்கள்	両親
பெற்றோர்கள்	保護者
ஒளிபரப்பு	airplay
ஒளிபரப்பு	放送
ஒளிபரப்பு	配信
ஒளிபரப்பு	ブロードキャスト
ஒடிசா	オデッサ
கிழங்கு	じゃがいも
கிழங்கு	ジャガイモ
கிழங்கு	ポテト
சமுதாயம்	コミュニティ
சமுதாயம்	コミュニティー
கண்டறியப்பட்டுள்ளது	検知
எலி	ラット
எலி	ネズミ
எலி	ねずみ
எலி	マウス
கருணை	思いやり
கருணை	同情
கருணை	慈悲
கருணை	マーシー
கருணை	親切
கருணை	恩寵
கருணை	グレース
கருணை	グレイス
வேண்டுமா	欲しい
இணைப்பை	リンク
சோளம்	コーン
சோளம்	トウモロコシ
சோளம்	とうもろこし
களை	雑草
பாட்டர்	ポッター
நகர்வு	シフト
உறை	封筒
உறை	表紙
உறை	被覆
உறை	カバー
உறை	cover
உறை	封筒
திட்டமிட்டு	予定
திட்டமிட்டு	計画
லால்	ラール
சிப்பாய்	兵士
சிப்பாய்	兵隊
அச்சம்	恐怖
அச்சம்	恐れ
வேட்பாளராக	ノミネート
பசுமை	グリーン
பசுமை	緑色
ஆரஞ்சு	orange
ஆரஞ்சு	オレンジ
ஆரஞ்சு	範囲
கோட்	コート
பயணங்கள்	ミッション
பயணங்கள்	旅行
எழும்	die
எழும்	死ぬ
மற்றவை	その他
மற்றவை	他の
மற்றவை	その他
தென்னை	ココナツ
தென்னை	ココナッツ
வாய்ப்புள்ளது	チャンス
கொள்ளை	強盗
தீவிரவாத	テロリスト
மாஸ்டர்	マスター
நடக்க	歩き
நடக்க	ウォーク
நடக்க	歩行
நடக்க	歩く
நடக்க	徒歩
வார்த்தைகள்	言葉
வார்த்தைகள்	単語
அதிகரிப்பு	増加
அதிகரிப்பு	増額
அதிகரிப்பு	増やす
சென்ட்ரல்	中央
சென்ட்ரல்	セントラル
பஞ்சம்	飢饉
ஜெட்	ジェット機
ஜெட்	ジェット
காமா	ガンマ
நீல்	ニール
நீல்	ニール
இரட்டையர்	ダブルス
இரட்டையர்	ツイン
இரட்டையர்	双生児
இரட்டையர்	双子
இரட்டையர்	双子
ஸ்காட்	スコット
கம்போடியா	カンボジア
அடைந்தனர்	乱闘
தடித்த	スパークス
தடித்த	ブラインド
தடித்த	厚い
தடித்த	太い
தடித்த	太字
தடித்த	ボールド
தடித்த	ストライプ
வானம்	sky
வானம்	スカイ
பானை	ポット
வாய்ப்பை	好機
வாய்ப்பை	機会
தள்ளுபடி	割引
தள்ளுபடி	ディスカウント
குறைந்தபட்ச	最低限
குறைந்தபட்ச	最低
குறைந்தபட்ச	最小
வில்சன்	ウィルソン
பிரதர்ஸ்	兄弟
பிரதர்ஸ்	ブラザーズ
கணக்கியல்	経理
கணக்கியல்	会計
மேம்படுத்தப்பட்ட	上級
விநியோகம்	分布
விநியோகம்	流通
விநியோகம்	配当
ஏற்பாட்டில்	テスタメント
கவனிக்க	告示
கவனிக்க	通知
கவனிக்க	告知
உரைநடை	散文
அயனி	イオン
பிலிப்பைன்ஸ்	フィリピン
இளவரசன்	プリンス
செல்கள்	セル
நிறுவனமும்	会社
ஈரானிய	イラン
எப்போதுமே	常に
எப்போதுமே	いつも
பெர்ரி	ペリー
பெர்ரி	ベリー
ஆடியோ	音声
ஆடியோ	オーディオ
ஆடியோ	audio
திடீரென	突然
கரடி	クマ
நிரல்கள்	演目
நிரல்கள்	プログラム
நிரல்கள்	アプリケーション
வில்லியம்ஸ்	ウィリアムズ
மனதை	mind
மனதை	マインド
இப்போதும்	スティル
இப்போதும்	それでも
இப்போதும்	まだ
சோதிடம்	占星術
ஜெயா	ジャヤ
சுத்தம்	クリーニング
சுத்தம்	洗浄
சுத்தம்	清掃
சுத்தம்	掃除
காலங்கள்	タイムズ
ஃபிளாஷ்	flash
ஃபிளாஷ்	フラッシュ
நிலத்தடி	地下
நிலத்தடி	地下鉄
வசூல்	コレクション
துளை	ホール
துளை	ソケット
இருப்பிடம்	所在地
இருப்பிடம்	ロケーション
இருப்பிடம்	場所
பாவம்	かわいそう
பாவம்	シン
பாவம்	sin
கருத்தியல்	イデオロギー
தொழிலதிபர்	ビジネスマン
பு	水曜日
பு	wed
குட்டி	リトル
குட்டி	小さい
சாம்பியன்ஷிப்	チャンピオンシップ
சாம்பியன்ஷிப்	選手権
காணொளி	ビデオ
காணொளி	動画
பாய்கிறது	流れる
சேகரிப்பு	コレクション
ரியல்	real
ரியல்	本物
ரியல்	リアル
ரியல்	リアル
மிஸ்டர்	ミスター
கோணங்கள்	アングル
அழிவு	破壊
அச்சில்	印刷
அச்சில்	警報
அச்சில்	警告
பிரச்சனை	問題
பிரச்சனை	発行
பிரச்சனை	争点
பிரச்சனை	問題
பிரச்சனை	トラブル
நீக்கப்பட்ட	削除
லேசர்	レーザー
முகாம்	camp
முகாம்	キャンプ
முகாம்	キャンプ
வாழ்த்து	あいさつ
வாழ்த்து	挨拶
உக்ரைன்	ウクライナ
அப்பல்லோ	アポロ
ஆங்காங்கே	苦味
விவாதம்	話し合い
விவாதம்	ディスカッション
காட்	ガート
விரும்புகிறேன்	欲しい
வலைத்தளங்கள்	ウェブサイト
பயிற்சிகள்	演習
வித்தியாசமான	異なる
மட்டம்	レベル
மேடையில்	表彰台
ஏஞ்சல்ஸ்	angeles
கழுகு	ワシ
கழுகு	イーグル
தூக்கி	投げる
ராம	ラーマ
காமிக்ஸ்	漫画
காமிக்ஸ்	コミック
நானோ	ナノ
நானோ	nano
மூச்சு	ブレス
மூச்சு	呼吸
லாகூர்	ラホール
கற்க	学習
கற்க	学ぶ
இஸ்ரேல்	イスラエル
நன்மைகள்	福利
சிறப்புகள்	見どころ
சிறப்புகள்	ハイライト
பங்களிப்பை	寄与
பங்களிப்பை	貢献
பங்களிப்பை	出資
மயக்கம்	トランス
உலர்ந்த	辛口
உலர்ந்த	ドライ
உலர்ந்த	乾燥
நிகழ்வை	イベント
நிகழ்வை	行事
லிவர்பூல்	リヴァプール
லிவர்பூல்	リバプール
நிரலாக்கம்	プログラミング
திருத்தலம்	神社
கர்ணன்	カルナ
துன்பம்	不運
ரசிகர்கள்	ファン
ரசிகர்கள்	観客
ரசிகர்கள்	オーディエンス
சுஜாதா	スジャータ
உடல்நலம்	健康
பரஸ்பர	相互
பக்	バック
பக்	バグ
பக்	不具合
பக்	bug
தூய்மை	清掃
தூய்மை	純度
தூய்மை	ピュア
தூய்மை	純粋
டீன்	teen
டீன்	十代
டீன்	ティーン
டீன்	ディーン
நாடகத்தில்	ドラマ
சுகாதாரம்	清掃
சுகாதாரம்	衛生
சுகாதாரம்	健康
ஆபத்தான	危険
மாயா	マヤ
வீக்கம்	炎症
வீக்கம்	腫れ
ஊசி	インジェクション
ஊசி	注射
ஊசி	ニードル
சில்வா	シルバ
சந்தித்த	met
சூழலை	環境
இருக்கை	座席
சீசன்	季節
சீசன்	シーズン
பெற்றவை	受け取り
பெற்றவை	受信
ஆர்க்டிக்	北極
எடிசன்	エジソン
சீடர்கள்	弟子
வீட்டின்	ハウス
அகமதாபாத்	アフマダーバード
நூற்றாண்டுகளாக	世紀
தொடர்கிறது	続き
தொடர்கிறது	継続
அண்டை	近所
அரிதான	レア
உறவை	リレーションシップ
உறவை	交際
தொலைநோக்கி	望遠鏡
பொறிகள்	消去
பொறிகள்	トラップ
பொறிகள்	トラップ
ஜெய்	ジェイ
ஜெய்	カケス
உத்திகள்	戦略
உத்திகள்	戦術
உத்திகள்	テクニック
பிராட்	ブラッド
பொருத்தம்	フィット
பொருத்தம்	fit
பொருத்தம்	マッチ
பொருத்தம்	一致
செயல்பாட்டில்	アクティブ
அங்கீகரிக்கப்பட்ட	認可
தோட்டத்தில்	庭園
இயக்குனர்கள்	取締役
காற்றை	wind
நிறுவல்	設置
நிறுவல்	インストール
கண்ணி	ループ
கூலி	賃金
கூலி	報酬
பிரச்சனைகள்	問題
பிரச்சனைகள்	問題
அறிவியலில்	サイエンス
அறிவியலில்	科学
ஜாக்சன்	ジャクソン
அகதிகள்	難民
