উজবেক	uzbecké
শরণার্থীদের	uprchlíky
শরণার্থীদের	uprchlíci
স্থানীয়দের	místní
নিরুৎসাহিত	odradit
অংশগ্রহণকারীদের	účastníci
অংশগ্রহণকারীদের	účastníky
অংশগ্রহণকারীদের	účastníků
অংশগ্রহণকারীদের	účastníci
ফেটে	prasknutí
চাদর	povlečení
চাদর	listy
চাদর	plechy
স্বাভাবিকভাবে	přirozeně
ইংরাজি	česky
ইংরাজি	anglické
ইংরাজি	angličtina
ইংরাজি	anglicky
ফ্লয়েড	floyd
বহিরাগত	externí
বহিরাগত	externích
বহিরাগত	vnější
ম্যাপ	mapě
ম্যাপ	mapa
ম্যাপ	mapy
ম্যাপ	mapu
ট্রয়	troy
বিভ্রান্ত	zmatená
বিভ্রান্ত	zmatený
বিভ্রান্ত	zmatení
স্পাই	špionážní
স্পাই	špión
স্পাই	špion
ফাঁক	mezer
ফাঁক	mezery
ব্যাচ	šarže
কপালে	čelem
কপালে	čela
কপালে	čelo
অ্যাডমিরাল	admirál
হরর	horor
হরর	hrůza
গ্রুস	grus
গফ	gough
মহাকাব্যিক	impozantní
মহাকাব্যিক	epické
কাকাতুয়া	kakadu
প্যাট	pata
প্যাট	pat
কাট	škrty
কাট	řezy
সাংবাদিকদের	novináře
সাংবাদিকদের	novináři
মার্কাস	marcus
মার্কাস	marcuse
ইন্ডিপেন্ডেন্ট	nezávislá
ইন্ডিপেন্ডেন্ট	nezávisle
ইন্ডিপেন্ডেন্ট	nezávislé
ইন্ডিপেন্ডেন্ট	nezávislý
ইন্ডিপেন্ডেন্ট	nezávislí
আইনগতভাবে	právně
আইনগতভাবে	legálně
অ্যারিজোনা	arizoně
অ্যারিজোনা	arizona
অ্যারিজোনা	arizony
জর্দান	jordan
পার্ট	part
পার্ট	část
পোকেমন	pokémonů
টেপ	kazeta
টেপ	pásku
টেপ	páska
টেপ	pásky
সুইচ	přepínač
সুইচ	přepnout
হাঁটু	koleno
হাঁটু	kolena
হাঁটু	kolena
বেচে	živá
বেচে	živý
ধর্ষণের	znásilnění
আলজেরীয়	alžírské
বিকেলে	odpoledne
বিকেলে	odpolední
এনজাইম	enzymů
এনজাইম	enzymy
এনজাইম	enzymu
এনজাইম	enzymy
এনজাইম	enzym
সম্পূরক	doplněk
সম্পূরক	doplnění
সম্পূরক	doplnit
সম্পূরক	doplňují
সম্পূরক	doplněk
সম্পূরক	doplňovat
সম্পূরক	doplňky
কং	kongu
কং	konga
কং	kong
রুবেল	rublů
বসন্তের	jaro
শব্দসমষ্টি	fráze
মনিটর	monitor
মনিটর	monitorovat
মনিটর	monitory
খেলছেন	hraní
খেলছেন	hrají
খেলছেন	hrajeme
খেলছেন	hraje
গম্ভীর	vážný
গম্ভীর	závažné
গম্ভীর	vážné
গম্ভীর	vážná
হার্জেগোভিনা	hercegovina
এমআইটি	mit
আমেরিকানদের	američané
আমেরিকানদের	američani
আমেরিকানদের	američany
মর্যাদাপূর্ণ	prestižní
কোট	plášť
কোট	kabát
কোট	kot
কোট	citovat
কোট	cituji
কোট	citát
কোট	citace
নগ্নতা	nahotu
নগ্নতা	nahota
আকাশচুম্বী	mrakodrap
পূর্বপুরুষদের	předky
পূর্বপুরুষদের	předků
পূর্বপুরুষদের	předci
পূর্বপুরুষদের	předkové
টেড	ted
কুং	kung
লিডার	leader
লিডার	vůdce
হামবুর্গ	hamburku
অ্যাডোবি	adobe
বাসিন্দারা	obyvatelé
মোটরগাড়ি	automobilové
মোটরগাড়ি	automobilový
প্লেবয়	playboy
কনকাকাফ	concacaf
সাম্রাজ্যবাদ	imperialismus
নির্দোষ	nevinná
নির্দোষ	nevinní
নির্দোষ	nevinný
দারিদ্র	chudoba
দারিদ্র	bída
লিটার	litrů
লিটার	litry
লিটার	litr
জানুন	naučit
দাড়িয়ে	stojící
দাড়িয়ে	stání
ব্রুকলিন	brooklyn
ব্রুকলিন	brooklynu
ব্যাটারী	baterie
ডেন	dane
ডেন	doupě
ব্র্যাক	brač
চুম্বন	líbání
চুম্বন	polibky
চুম্বন	pusinky
চুম্বন	pusa
চুম্বন	pusu
চুম্বন	kiss
চুম্বন	polibek
সান্টা	santo
সান্টা	ježíšek
সান্টা	santa
বোমাবর্ষণ	bombardovali
বোমাবর্ষণ	bombardování
ইভান্স	evansová
ইভান্স	evans
জ্ঞাত	známo
জ্ঞাত	známý
জ্ঞাত	známí
জ্ঞাত	známé
জ্ঞাত	známá
সংহতি	solidaritu
সংহতি	solidarity
সংহতি	solidarita
সেরে	vymáhání
সেরে	zotavení
সেরে	obnova
সেরে	obnovy
টেসলা	tesla
উত্তল	konvexní
দুঃখিত	promiňte
দুঃখিত	promiň
ভোল্ট	volt
ভোল্ট	voltů
অভিনন্দন	gratuluji
অভিনন্দন	gratulace
অভিনন্দন	gratuluji
অভিনন্দন	gratulace
ফোটে	květ
ফোটে	bloom
ফোটে	kvete
সেনেগাল	senegalu
মুনি	mooney
মুনি	muni
বাঁচার	přežití
চার্চিল	churchill
উপকার	zisk
উপকার	zisku
উপকার	výdělek
উপকার	přínos
উপকার	prospěch
উপকার	přínosy
উপকার	přínos
উপকার	výhody
উপকার	dávky
লেবু	citrón
লেবু	lemon
লেবু	citron
সুখী	šťastný
সুখী	radost
সুখী	šťastná
সুখী	happy
গীর্জা	kostela
গীর্জা	kostel
গীর্জা	církev
হান্ট	hon
হান্ট	lov
হান্ট	hunt
হান্ট	lovu
হান্ট	lovit
বাসস্থানের	stanoviště
ঘটনাসমূহ	akce
ঘটনাসমূহ	událostí
ঘটনাসমূহ	události
কদাচিৎ	zřídka
কদাচিৎ	zřídkakdy
কদাচিৎ	málokdy
কদাচিৎ	vzácně
ঐশ্বরিক	božské
ঐশ্বরিক	božská
ঐশ্বরিক	božský
পোর্তো	porto
ফিঞ্চ	finch
শোভাযাত্রা	průvod
শ্রবণ	sluch
শ্রবণ	slyšení
ছেলেরা	kluky
ছেলেরা	hoši
ছেলেরা	kluci
ছেলেরা	chlapci
ছেলেরা	synů
ছেলেরা	synové
ছেলেরা	syny
ছেলেরা	borci
ছেলেরা	kluci
ছেলেরা	lidi
ছেলেরা	chlapi
সস্তা	levná
সস্তা	levný
সস্তা	levně
সস্তা	levné
সস্তা	levnější
সস্তা	levněji
পরিবাহী	dirigent
পরিবাহী	průvodčí
মানসিকতা	mentalita
হাটে	procházky
পরিদর্শনে	návštěva
ঘুঘু	holubice
ওরিয়েন্টাল	orientální
বোল্ট	bolt
আঙ্গুল	prsty
আঙ্গুল	prst
ডক	přístaviště
ডক	dok
ডক	doku
অসলো	oslo
অসলো	osla
খাঁটি	závazné
খাঁটি	čistá
খাঁটি	čistý
খাঁটি	čisté
গোলাবারুদ	střeliva
গোলাবারুদ	munici
গোলাবারুদ	munice
গোলাবারুদ	střelivo
অমূল্য	nezaplacení
কিংডম	království
সরবরাহকারী	poskytovatelem
সরবরাহকারী	poskytovatele
সরবরাহকারী	poskytovatel
কার্নেল	jádro
রেমন্ড	raymond
রেমন্ড	raymonda
বিষয়াবলী	témat
বিষয়াবলী	témata
সনাক্তকরণ	zjišťování
সনাক্তকরণ	odhalování
সনাক্তকরণ	zjištění
সনাক্তকরণ	detekce
টিউমার	tumor
টিউমার	nádoru
টিউমার	nádor
টিউমার	nádory
আভা	ava
আস্তানা	podkroví
আস্তানা	astana
হত্যাকান্ড	vraždy
হত্যাকান্ড	vražda
পাঠায়	pošle
পাঠায়	vysílá
পাঠায়	posílá
পরিচালকদের	ředitelé
পরিচালকদের	manažeři
পরিচালকদের	manažery
লেনন	lennon
ময়লা	špinavý
ময়লা	špinavé
ময়লা	špinavá
ময়লা	špína
ময়লা	hlína
ময়লা	špínu
বার্নস	barnes
টেলিকম	telecom
বর্ন	narodil
বর্ন	narozena
বর্ন	narozen
কাঠামোগত	strukturální
ঝিনুক	ústřice
ঝিনুক	ústřice
সরলীকৃত	zjednodušit
সরলীকৃত	zjednodušené
সরলীকৃত	zjednodušený
ইদ্রিস	idris
এইচআইভি	hiv
লিথুয়ানিয়া	lotyšsko
লিথুয়ানিয়া	litva
বাত	artritidou
ছাদে	střecha
স্ত্রীদের	manželky
স্ত্রীদের	manželek
দারা	dara
জেনারেটর	generátoru
জেনারেটর	generátor
যুগোস্লাভিয়া	jugoslávie
সিগারেট	cigareta
সিগারেট	cigarety
সিগারেট	cigaretu
সিগারেট	cigarety
সিগারেট	cigára
সিগারেট	cigaret
ফ্যাকাল্টি	fakulty
ফ্যাকাল্টি	fakulta
সাবধান	opatrnost
সাবধান	opatrnosti
সাবধান	opatrně
কেনসিংটন	kensington
নিবদ্ধ	soustředěný
নিবদ্ধ	zaměřeno
নিবদ্ধ	soustředěná
বান্টু	bantu
ইতিমধ্যেই	již
ইতিমধ্যেই	už
জা	jaa
লুমিয়া	lumia
দাতা	dárce
কার্গো	náklad
সাই	sai
পাউডার	prach
পাউডার	prášek
পাউডার	pudr
অ্যাকিলিস	achilles
বিশৃঙ্খলা	porucha
বিশৃঙ্খলা	chaosu
বিশৃঙ্খলা	chaos
অন্যভাবে	jinak
মরিসন	morrison
ভাঁজ	záhyby
ভাঁজ	složený
ভাঁজ	složené
ভাঁজ	skládací
ভাঁজ	skládání
ভাঁজ	rozkládací
ভাঁজ	složit
ফ্ল্যাগ	vlajky
আয়ত্ত	zvládl
যোনি	vagíny
অনুরাগী	fanynka
অনুরাগী	fan
অনুরাগী	větrák
অনুরাগী	fanoušek
অনুরাগী	fanda
ফ্যান	fanynka
ফ্যান	fan
ফ্যান	větrák
ফ্যান	fanoušek
ফ্যান	fanda
প্রসেসিং	obrábění
প্রসেসিং	zpracovávání
প্রসেসিং	zpracování
প্রসেসিং	přepracování
এয়ারলাইন	aerolinky
অসুখ	choroby
অসুখ	nákaza
অসুখ	nemoc
অসুখ	nemoci
অসুখ	onemocnění
স্তবক	seskupení
স্তবক	seskupení
টমি	tommyho
টমি	tommy
অনাথ	sirotků
অনাথ	sirotci
অনাথ	sirotky
অনাথ	sirotek
আবর্জনা	odpad
আবর্জনা	odpadky
আবর্জনা	smetí
শাশ্বত	věčné
শাশ্বত	věčná
শাশ্বত	věčný
পর্ণমোচী	listnaté
ঝুলে	visící
ঝুলে	visí
শূণ্য	nic
শূণ্য	žádný
শূণ্য	žádná
শূণ্য	žádné
পেটে	žaludeční
পেটে	žaludek
পেটে	břicho
পেটে	žaludku
বন্ধনী	závorkách
ক্রিসমাস	vánoce
ক্রিসমাস	vánoční
আরিফ	arif
ডোমিনিকান	dominikánské
ক্যাফে	kavárny
ক্যাফে	kavárna
ক্যাফে	cafe
ক্যাফে	café
আমস্টারডাম	amsterdam
আমস্টারডাম	amsterdamu
ডাকোটা	dakota
লবন	salt
লবন	sůl
লবন	soli
মনু	manu
ডার্বিশায়ার	derbyshire
হিউজ	hughes
ঝাং	zhang
পারবো	může
পারবো	mohou
জন্তু	šelmy
জন্তু	zvíře
জন্তু	bestie
তাজিক	tádžické
ওয়াং	wong
ওয়াং	wang
সিমন	simone
অথরিটি	autority
অথরিটি	autorita
অথরিটি	pravomoc
অথরিটি	orgán
ইসাবেল	isabel
ইসাবেল	isabelle
মর্গান	morganová
মর্গান	morgana
মর্গান	morgan
লিসা	lisa
লিসা	lisu
লিসা	líza
লিসা	lisy
উৎকর্ষ	excelence
দোষারোপ	obviňování
ফিন	finna
ফিন	finn
সহপাঠী	spolužáky
সহপাঠী	spolužáci
গুণের	ctnosti
গুণের	přednosti
ফসিল	fosilních
ফসিল	fosilní
প্রাচুর্য	hojnost
প্রাচুর্য	hojnosti
প্রাচুর্য	nadbytek
মনোযোগী	pozorný
জলি	veselý
জলি	jolly
অ্যাকাডেমিক	akademické
অ্যাকাডেমিক	akademický
চকোলেট	čokoládové
চকোলেট	čokoládu
চকোলেট	čokolády
চকোলেট	čokoláda
চকোলেট	čokoládová
সিগন্যাল	signál
ইন্দ্রিয়	smyslové
বহুভাষী	vícejazyčné
দ্রবণ	solidní
দ্রবণ	pevná
দ্রবণ	pevné
দ্রবণ	pevný
দ্রবণ	křemíku
দ্রবণ	rozpouštědlo
দ্রবণ	rozpouštědla
দ্রবণ	roztok
দ্রবণ	řešení
শেখানো	učila
শেখানো	naučil
শেখানো	učil
সহজতর	snadnější
সহজতর	lehčí
সহজতর	snazší
সহজতর	jednodušší
অধিবিদ্যা	metafyzice
ট্রেডিং	obchodování
এন্টারপ্রাইজ	podnik
এন্টারপ্রাইজ	podnikání
এন্টারপ্রাইজ	enterprise
বিলাল	bilal
সন্দেহের	podezření
সন্দেহের	pochyby
সন্দেহের	pochybnosti
স্তূপ	hromada
স্তূপ	hromadu
স্তূপ	hromádka
স্তূপ	hromady
অ্যারন	aaron
রাউল	raul
রাউল	raúl
ডাকাতি	loupež
ডাকাতি	loupeže
পরিচ্ছন্ন	čistou
সক	soc
স্ফটিক	crystal
স্ফটিক	křišťálové
স্ফটিক	krystal
টাস্ক	tusk
পরিসীমা	dosah
পরিসীমা	rozsah
পরিসীমা	rozmezí
ফার্মেসি	lékárna
ফার্মেসি	lékárny
ফাঁপা	duté
ফাঁপা	hollow
দুষ্প্রাপ্য	vzácný
দুষ্প্রাপ্য	vzácné
দুষ্প্রাপ্য	vzácná
সিনেটর	senátor
সিনেটর	senátorka
সিনেটর	senátoři
আইফেল	eiffel
চো	cho
দ্রাঘিমাংশে	délkami
ঘুরি	otočit
ঘুরি	proměnit
মেয়েটি	dívka
মেয়েটি	děvče
মেয়েটি	holčička
মেয়েটি	holka
বিশ্বাসঘাতকতা	zradil
বিশ্বাসঘাতকতা	zradu
বিশ্বাসঘাতকতা	zrada
বিশ্বাসঘাতকতা	zrady
বিশ্বাসঘাতকতা	zrada
বিশ্বাসঘাতকতা	zrady
মশা	komár
জিয়ান	xian
হাসির	úsměv
হাসির	smích
হাসির	úsměvy
হাসির	úsměv
বেকারত্ব	nezaměstnanost
বেকারত্ব	nezaměstnanosti
যৌতুক	věno
নজির	precedens
নজির	ospravedlnění
মরিয়ম	marie
মরিয়ম	mary
মরিয়ম	maryam
ইলিয়ট	eliot
তালা	skříňky
তালা	tala
তালা	zámky
ক্রাউন	korunu
ক্রাউন	koruny
ক্রাউন	crown
ক্রাউন	koruna
প্লট	děj
প্লট	spiknutí
অস্বীকৃত	zamítnuto
অস্বীকৃত	popřel
লেভি	levi
বিশ্লেষক	analytik
সামোয়া	samoa
টাইটানিক	titanic
বিপর্যস্ত	zničená
বিপর্যস্ত	naštvaná
বিপর্যস্ত	rozrušený
বিপর্যস্ত	rozrušená
শেঠ	setha
শেঠ	seth
তানজানিয়া	tanzanie
গুয়াতেমালা	guatemale
গুয়াতেমালা	guatemalské
কসোভো	kosova
কসোভো	kosovu
কসোভো	kosovo
ডু	doo
ভাস্কো	vasco
প্লেস্টেশন	playstation
দারুচিনি	skořice
বিবেক	svědomí
হাস্যরসাত্মক	komický
হাস্যরসাত্মক	komické
উইকিমিডিয়ার	wikimedia
এঞ্জেলস	angeles
নিরপেক্ষতা	neutrality
নিরপেক্ষতা	nestrannosti
প্রতিরোধী	rezistentní
কুয়াশা	mlhu
কুয়াশা	mlhy
কুয়াশা	mlha
কুয়াশা	mlhu
কুয়াশা	mlhy
কুয়াশা	mlha
কুয়াশা	betonu
কুয়াশা	beton
কুয়াশা	konkrétní
খমের	khmer
ফটোশপ	photoshop
ভোক্তা	spotřebitele
ভোক্তা	spotřebitel
ভোক্তা	spotřebitelé
ভোক্তা	spotřebitele
বাজ	buzz
কর্মক্ষমতা	představení
কর্মক্ষমতা	výkony
কর্মক্ষমতা	výkon
কর্মক্ষমতা	výkonnost
কর্মক্ষমতা	výkonnosti
কর্মক্ষমতা	vystoupení
ক্যাথিড্রাল	katedrála
ক্যাথিড্রাল	katedrály
রোম্যান্টিক	romantický
রোম্যান্টিক	romantika
রোম্যান্টিক	romantická
রোম্যান্টিক	romantik
রোম্যান্টিক	romantické
মামার	mama
মামার	máma
মামার	mámo
নিশাচর	noční
স্যুট	apartmá
স্যুট	obleky
স্যুট	sluší
স্যুট	oblek
কোহেন	cohen
পুঁজিবাদী	kapitalistické
মৎস	rybolov
গাজি	ghazi
ছুরি	nože
ছুরি	noži
ছুরি	nůž
বিদ্রোহীরা	povstalci
বিদ্রোহীরা	rebelové
বিদ্রোহীরা	povstalci
বিদ্রোহীরা	rebely
ইঙ্ক	inc
ধমনী	tepna
ধমনী	tepnu
ধমনী	tepny
পলিসি	politika
বরিস	boris
হেসে	hesse
মমি	mumie
মমি	maminka
মমি	mumie
দিমিত্রি	dmitrij
মরা	mrtvá
মরা	mrtvý
মরা	mrtví
পরিচর্যা	péče
পরিচর্যা	péči
ঝাঁপ	skočit
ঝাঁপ	skok
নিপীড়ন	pronásledování
নিপীড়ন	útlaku
জামাই	ženicha
জামাই	ženich
থিসিস	teze
অভিবাসীদের	migrantů
প্রত্যাখ্যাত	zrušeno
প্রত্যাখ্যাত	odmítl
প্রত্যাখ্যাত	odmítli
প্রত্যাখ্যাত	odmítnuta
ইকো	eko
ইকো	ozvěna
ইকো	echo
কংক্রিট	betonu
কংক্রিট	beton
কংক্রিট	konkrétní
বপন	setí
বপন	prasnice
শখের	amatérský
শখের	amatérské
শখের	amatér
ক্লদ	claude
মিশা	míša
সুইট	sladký
সুইট	sladká
সুইট	sladké
সুইট	sweet
সন্মান	cti
সন্মান	pocta
সন্মান	čest
আবেগের	vášeň
গোলাগুলি	střílet
গোলাগুলি	zastřelení
গোলাগুলি	střelba
গোলাগুলি	střílení
গ্রাহকদের	zákazníci
গ্রাহকদের	zákazníkům
গ্রাহকদের	zákazníků
গ্রাহকদের	zákazníky
গ্রাহকদের	odběratele
গ্রাহকদের	odběratelů
দোস্ত	vole
দোস্ত	borec
দোস্ত	frajer
ইনজুরি	zranění
ইনজুরি	úraz
ইনজুরি	újma
ইনজুরি	poranění
ড্রসোফিলা	drosophila
রাখাল	kovbojové
রাখাল	kovboje
বেরি	bobule
বেরি	berry
আজকে	tropic
আজকে	dneska
আজকে	dnešek
আজকে	dnes
রক্তপাত	krvácející
রক্তপাত	krvácení
রক্তপাত	krveprolití
সম্ভাব্যতা	pravděpodobnost
সম্ভাব্যতা	pravděpodobnosti
লুপ	smyčka
লুপ	smyčky
গাউস	gauss
ওমেগা	omega
ফুয়াদ	fuad
সাউন্ডট্র্যাক	soundtrack
শেফার্ড	pastýři
শেফার্ড	shepherd
শেফার্ড	pastýř
গুঁড়া	práškové
জানত	věděl
জানত	věděla
গ্যাব্রিয়েল	gabriel
গ্যাব্রিয়েল	gabriela
গ্যাব্রিয়েল	gabrieli
ধোঁয়া	kouř
ধোঁয়া	kouřit
ধোঁয়া	dým
পুষ্প	blossom
পুষ্প	květ
আইনত	právně
আইনত	legálně
দারিদ্র্য	chudoba
দারিদ্র্য	bída
সংশয়	skepticismus
সংশয়	pochybovat
সংশয়	pochyby
সংশয়	pochybnost
সংশয়	pochybnosti
কোণায়	roh
কোণায়	rohu
কোণায়	zatáčka
কোণায়	kout
কোণায়	koutek
সেকশন	sekci
সেকশন	úsek
সেকশন	oddíl
সেকশন	sekce
ট্রেভর	trevor
অংশগ্রহনের	účast
অংশগ্রহনের	účasti
নরওয়েজিয়ান	norské
নরওয়েজিয়ান	norský
বিলম্ব	zpoždění
বিলম্ব	zdržení
বিলম্ব	prodlení
ক্লেয়ার	claire
নার্স	sestřičky
নার্স	sestry
নার্স	sestřička
নার্স	sestra
ডেভেলপার	vývojář
পড়ছে	padá
পড়ছে	pád
পড়ছে	padající
মোনাকো	monaka
সোনিয়া	sonia
সস	omáčku
সস	omáčka
হ্যাট	klobouček
হ্যাট	čepice
হ্যাট	klobouk
বিশৃঙ্খল	chaotické
আবদেল	abdel
করিডোর	ulička
করিডোর	uličky
করিডোর	uličku
করিডোর	chodba
করিডোর	koridor
করিডোর	koridoru
ওনার	její
ওনার	jí
ওনার	ji
ওনার	ní
কারিগর	řemeslníky
কারিগর	mechanika
কারিগর	mechanik
মাখন	másla
মাখন	máslo
রু	rue
সোডা	limonáda
সোডা	sodu
সোডা	soda
মুসলমানের	muslim
মুসলমানের	muslimské
পেঁচা	sova
পেঁচা	sovy
ময়দা	mouka
ময়দা	mouky
ময়দা	mouku
ময়দা	maida
শুয়ে	položení
শুয়ে	kladení
শুয়ে	položené
শুয়ে	ležel
শুয়ে	ležet
শুয়ে	ležící
শুয়ে	lhaní
হিলারি	hillary
হিলারি	hillary
হিলারি	hilary
আটলান্টা	atlantě
আটলান্টা	atlanty
আইসল্যান্ডীয়	islandském
আইসল্যান্ডীয়	islandské
কিউব	kostku
কিউব	kostka
পুকুরে	rybník
পুকুরে	rybníku
পুনরুজ্জীবিত	oživit
স্থূলতা	obezity
বন্ধুত্বের	kamarádství
বন্ধুত্বের	přátelství
শিশ্ন	penis
শিশ্ন	penisu
নির্গমন	emise
চন্দ	chanda
সামুরাই	samuraj
সামুরাই	samuraje
মগ	hrnek
ভদ্র	slušný
ভদ্র	slušná
ভদ্র	slušné
ভদ্র	zdvořilé
ভদ্র	slušný
ভদ্র	zdvořilý
ভদ্র	slušné
ভদ্র	jemný
ইভ	eva
ইভ	eve
ইভ	předvečer
ইভ	evi
অনির্দিষ্ট	jakékoliv
অনির্দিষ্ট	jakýkoliv
অনির্দিষ্ট	jakoukoli
অনির্দিষ্ট	jakoukoliv
অনির্দিষ্ট	jakékoli
জেসি	jessie
জেসি	jesseho
জেসি	jesse
লুডভিগ	ludvík
লুডভিগ	ludwig
সহকর্মীদের	kolegy
সহকর্মীদের	kolegové
সহকর্মীদের	kolegů
টিমোথি	timothy
জোসে	jose
জোসে	josé
দুল	přívěsek
আশি	osmdesát
আশি	eighty
কার্যালয়ে	trikolorní
কর্নেলিয়াস	cornelius
বিশেষজ্ঞরা	odborníci
বিশেষজ্ঞরা	specialisty
বিশেষজ্ঞরা	odborníci
বিশেষজ্ঞরা	odborníky
বিশেষজ্ঞরা	znalci
বিশেষজ্ঞরা	experti
দায়িত্বের	odpovědnosti
দায়িত্বের	zodpovědnost
দায়িত্বের	povinnosti
দায়িত্বের	odpovědnost
দায়িত্বের	zodpovědnost
দায়িত্বের	odpovědnost
উমা	uma
এলটন	alton
ডেভি	davey
নিশ্চিতভাবে	definitivně
নিশ্চিতভাবে	určitě
নিশ্চিতভাবে	rozhodně
ম্যাট্রিকুলেশন	imatrikulace
জারা	zara
আবিদ	abid
ইতালিয়	italské
ইতালিয়	itálie
ইতালিয়	italská
ইতালিয়	italský
ইতালিয়	italsky
হাওয়াইয়ান	havajské
যোদ্ধারা	stíhačky
যোদ্ধারা	bojovníků
যোদ্ধারা	bojovníci
যোদ্ধারা	bojovníky
রেন	wren
রেন	rene
রেন	ren
বোনা	pletené
বোনা	plést
বোনা	tkané
পিচ	nadhoz
কপাল	čelem
কপাল	čela
কপাল	čelo
কেও	rovněž
কেও	také
কেও	též
কেও	taky
কেও	taky
ব্যাগ	vak
ব্যাগ	pytel
ব্যাগ	tašku
ব্যাগ	taška
ব্যাগ	pytle
ব্যাগ	tašky
মরে	zemři
আশ্বাস	ujištění
মুরগি	kuřecí
মুরগি	kuřata
মুরগি	kuře
মুরগি	slepice
মুরগি	kuřata
জরীপ	zjišťování
জরীপ	průzkumy
পরিসমাপ্তি	končící
পরিসমাপ্তি	ukončení
সুপারনোভা	supernova
রোমা	roma
রোমা	romové
রোমা	romy
রোমা	romské
রোমা	romů
ছড়ানো	šíření
ছড়ানো	protahování
কোয়ালিশন	koalice
কোয়ালিশন	koalici
হিচকক	hitchcock
অ্যালিস	alenka
অ্যালিস	alice
চিনা	čínský
চিনা	čínská
চিনা	číňan
চিনা	čína
চিনা	čínské
সন্নিহিত	sousední
সন্নিহিত	přilehlé
কাশ্মীরে	kašmíru
যন্ত্রণা	bolesti
যন্ত্রণা	bolest
এন্টি	anti
সিরামিক	keramické
হন্ডুরাস	hondurasu
স্লোভাক	slovenská
স্লোভাক	slovenské
ভূতের	horor
ভূতের	hrůza
যাচাইকরণ	ověření
যাচাইকরণ	ověřování
সোফি	sophie
সোফি	sophii
প্রিমেরা	primera
তালিবান	taliban
তালিবান	talibanu
নিম	dřevina
নিম	nim
শকুন	sup
কীটপতঙ্গ	škůdce
কাক	crow
কাক	vrána
কাক	vrány
প্রমানিত	prokázal
প্রমানিত	dokázal
দরিয়া	dario
ধর্মযাজক	pastore
ধর্মযাজক	farář
ধর্মযাজক	pastor
ধর্মযাজক	pastora
যক্ষ্মা	tuberkulózy
যক্ষ্মা	tuberkulózu
অ্যানালগ	srovnatelné
অ্যানালগ	analogové
অয়েল	oleje
অয়েল	ropa
অয়েল	olej
কলিন্স	collinsová
কলিন্স	collins
কারিনা	karina
বোটানিক্যাল	botanické
ফ্রেজার	fraser
খুলি	lebku
খুলি	lebky
খুলি	lebka
বর্ণালী	spektra
বর্ণালী	spektrum
পাঙ্ক	punk
স্পর্শকাতর	citlivé
স্পর্শকাতর	citlivý
স্পর্শকাতর	citliví
স্পর্শকাতর	citlivá
সোয়াহিলি	svahilsky
বারমুডা	bermudy
ক্রোধ	hněv
ক্রোধ	zloba
ক্রোধ	vztek
ক্রোধ	zlost
ক্রোধ	hněv
ক্রোধ	hněvu
চেস্টার	chester
জার্মানদের	němců
জার্মানদের	němci
পুরা	pura
বেল্ট	pásek
বেল্ট	pás
বেল্ট	opasek
চুম্বক	magnet
চুম্বক	magnety
লস্কর	lasker
রুজভেল্ট	roosevelt
আসবাবপত্র	nábytek
মেহেদী	mehdi
ফেরেশতা	andělé
ফেরেশতা	anděly
ফেরেশতা	andílci
