দামী	дорого
শেখানো	навчили
শেখানো	вчили
শেখানো	навчила
শেখানো	викладав
শেখানো	навчив
সহজতর	легше
সহজতর	простіше
অধিবিদ্যা	метафізика
ট্রেডিং	торгова
ট্রেডিং	торгівля
এন্টারপ্রাইজ	підприємство
এন্টারপ্রাইজ	підприємства
এন্টারপ্রাইজ	enterprise
সন্দেহের	підозри
সন্দেহের	сумніви
স্তূপ	купу
স্তূপ	купи
হোলি	холі
অ্যারন	аарон
অ্যারন	арон
রক্তাক্ত	кривава
রক্তাক্ত	кривавий
রাউল	рауль
রাউল	рауль
ডাকাতি	пограбування
যুদ্ধজাহাজ	корабель
পরিচ্ছন্ন	акуратно
সক	сок
সক	дівчинку
সক	шкарпетки
স্ফটিক	ясні
স্ফটিক	кристал
টাস্ক	туск
পরিসীমা	асортимент
পরিসীমা	діапазон
পরিসীমা	хребет
ফার্মেসি	аптека
ফার্মেসি	аптеку
ফাঁপা	пуста
দুষ্প্রাপ্য	рідкісна
দুষ্প্রাপ্য	рідкісні
দুষ্প্রাপ্য	рідкісний
দুষ্প্রাপ্য	рідкість
দুষ্প্রাপ্য	рідкісне
সিনেটর	сенатор
আইফেল	ейфелева
চো	чо
ঘুরি	хід
ঘুরি	черга
ঘুরি	повернути
কুষাণ	кушанська
মেয়েটি	дівчинка
মেয়েটি	дівча
মেয়েটি	дівчина
মেয়েটি	дівчину
বিশ্বাসঘাতকতা	зрадили
বিশ্বাসঘাতকতা	зрадив
বিশ্বাসঘাতকতা	зрада
বিশ্বাসঘাতকতা	зрада
মশা	комар
মশা	комарів
হাসির	посмішка
হাসির	усмішка
হাসির	сміх
হাসির	посмішки
হাসির	посміхається
বেকারত্ব	безробіття
যৌতুক	придане
নজির	прикладом
হালদার	гальдер
মরিয়ম	мері
মরিয়ম	марічка
মরিয়ম	маріє
মরিয়ম	ям
ইলিয়ট	еліот
তালা	тала
তালা	блокує
তালা	замки
ক্রাউন	корону
ক্রাউন	корона
ক্রাউন	корони
প্লট	креслення
প্লট	графіка
প্লট	графік
অস্বীকৃত	відмовлено
অস্বীকৃত	заборонено
লেভি	леві
লেভি	леві
বিশ্লেষক	аналітик
সামোয়া	самоа
টাইটানিক	титанік
বিপর্যস্ত	засмучений
শেঠ	сет
তানজানিয়া	танзанії
গুয়াতেমালা	гватемали
গুয়াতেমালা	гватемальський
কসোভো	косова
কসোভো	косово
ডু	ду
ভাস্কো	васко
প্লেস্টেশন	playstation
দারুচিনি	кориця
বিবেক	сумління
বিবেক	совісті
বিবেক	совість
উইকিমিডিয়ার	wikimedia
এঞ্জেলস	анджелесі
এঞ্জেলস	анджелес
নিরপেক্ষতা	нейтралітет
প্রতিরোধী	стійкі
কুয়াশা	туман
কুয়াশা	туман
কুয়াশা	бетонні
কুয়াশা	бетон
খমের	кхмерська
ফটোশপ	photoshop
ভোক্তা	споживачів
ভোক্তা	споживача
ভোক্তা	споживачів
অ্যাস্টন	ештон
বাজ	базе
বাজ	баз
কর্মক্ষমতা	ефективність
কর্মক্ষমতা	виступ
ক্যাথিড্রাল	собор
ক্যাথিড্রাল	соборна
ক্যাথিড্রাল	кафедра
রোম্যান্টিক	романтик
রোম্যান্টিক	романтична
রোম্যান্টিক	романтичний
রোম্যান্টিক	романтичні
মামার	mama
মামার	мама
নিশাচর	нічні
স্যুট	комплект
স্যুট	пасує
স্যুট	масті
স্যুট	костюми
স্যুট	костюм
কোহেন	коен
পুঁজিবাদী	спалахнув
গাজি	газі
ছুরি	ножі
ছুরি	ніж
বিদ্রোহীরা	повстанців
বিদ্রোহীরা	повстанці
ইঙ্ক	inc
ধমনী	артерія
ধমনী	судини
পলিসি	правила
পলিসি	політики
পলিসি	policy
পলিসি	політика
পলিসি	політикою
বরিস	борис
হেসে	гессе
হেসে	гессен
মমি	матуся
দিমিত্রি	дмитро
মরা	помер
মরা	померла
মরা	мертвий
মরা	dead
পরিচর্যা	догляд
পরিচর্যা	тяжко
পরিচর্যা	піклування
পরিচর্যা	догляд
বর্মা	варма
ঝাঁপ	стрибати
ঝাঁপ	перехід
ঝাঁপ	стрибок
ঝাঁপ	перейти
নিপীড়ন	іго
জামাই	нареченого
থিসিস	тези
থিসিস	дисертацію
থিসিস	дисертації
অভিবাসীদের	мігрантів
প্রত্যাখ্যাত	відкликано
প্রত্যাখ্যাত	відмовились
প্রত্যাখ্যাত	відмовилися
প্রত্যাখ্যাত	відхилено
প্রত্যাখ্যাত	відхилити
ইকো	еко
ইকো	echo
ইকো	ехо
ইকো	відлуння
কংক্রিট	бетонні
কংক্রিট	бетон
কাঞ্জি	кандзі
বপন	сіяти
বপন	соу
শখের	аматорського
শখের	аматорський
শখের	аматор
ক্লদ	клод
মিশা	міша
সুইট	солодка
সুইট	солодкі
সুইট	солодкий
সন্মান	честь
সন্মান	пошани
আবেগের	passion
আবেগের	пристрасті
আবেগের	пристрасть
গোলাগুলি	стрільби
গোলাগুলি	зйомки
গোলাগুলি	стрільба
গ্রাহকদের	клієнти
গ্রাহকদের	клієнтів
গ্রাহকদের	клієнтами
গ্রাহকদের	відвідувачам
গ্রাহকদের	читачі
গ্রাহকদের	підписників
দোস্ত	чувак
দোস্ত	дост
ইনজুরি	травми
ইনজুরি	ушкоджень
ইনজুরি	ушкодження
ইনজুরি	травм
রাখাল	ковбої
বেরি	беррі
বেরি	ягода
আজকে	сьогодні
লুপ	циклу
গাউস	гаус
ওমেগা	омега
ফুয়াদ	фуад
সাউন্ডট্র্যাক	саундтрек
শেফার্ড	вівчарки
শেফার্ড	вівчарка
শেফার্ড	пастир
গুঁড়া	сухе
জানত	знала
জানত	знало
জানত	знали
জানত	знав
গ্যাব্রিয়েল	габріель
ধোঁয়া	дим
ধোঁয়া	палю
পুষ্প	цвітіння
আইনত	законного
আইনত	юридично
দারিদ্র্য	бідність
দারিদ্র্য	бідності
দারিদ্র্য	злидні
সংশয়	скептицизм
সংশয়	сумнівів
সংশয়	сумнів
সংশয়	сумніву
সংশয়	сумніваюся
সংশয়	сумніватися
কোণায়	кутку
কোণায়	куточок
কোণায়	куті
অযৌন	безстатеве
সেকশন	розділ
সেকশন	секція
সেকশন	секції
ট্রেভর	тревор
অংশগ্রহনের	участі
অংশগ্রহনের	участь
নরওয়েজিয়ান	норвезька
বিলম্ব	затримка
ক্লেয়ার	клер
নার্স	медсестри
নার্স	медсестра
ডেভেলপার	розробник
ডেভেলপার	розробника
পড়ছে	падає
পড়ছে	падав
পড়ছে	falling
মোনাকো	монако
সোনিয়া	соня
সস	соус
সস	соусом
হ্যাট	шапка
হ্যাট	капелюх
বিশৃঙ্খল	хаотичним
আবদেল	абдель
করিডোর	проході
করিডোর	коридор
করিডোর	коридору
ওনার	her
ওনার	нею
ওনার	її
ওনার	їй
কারিগর	ремісники
কারিগর	механік
মাখন	масло
রু	рю
সোডা	сода
মুসলমানের	мусульмани
মুসলমানের	мусульманин
পেঁচা	сова
ময়দা	мука
ময়দা	борошно
শুয়ে	закладання
শুয়ে	лежав
শুয়ে	бреше
হিলারি	гілларі
হিলারি	гіларі
আটলান্টা	атланти
আইসল্যান্ডীয়	ісландська
কিউব	кубик
কিউব	куб
পুকুরে	ставок
পুকুরে	понд
স্থূলতা	ожиріння
অন্তর্বাস	білизна
বন্ধুত্বের	дружби
বন্ধুত্বের	дружба
বন্ধুত্বের	дружбу
শিশ্ন	пеніс
নির্গমন	викидів
সামুরাই	самурай
মগ	чашці
মগ	морди
ভদ্র	пристойний
ভদ্র	гідною
ভদ্র	гідна
ভদ্র	ніжний
ইভ	єва
ইভ	єву
ইভ	переддень
ইভ	ів
ইভ	єви
অনির্দিষ্ট	невизначений
অনির্দিষ্ট	якісь
জেসি	джессі
জেসি	джессі
লুডভিগ	людвіг
সহকর্মীদের	колеги
টিমোথি	тимофія
টিমোথি	тімоті
জোসে	хосе
দুল	кулон
আশি	вісімдесят
কর্নেলিয়াস	корнелій
বিশেষজ্ঞরা	фахівці
বিশেষজ্ঞরা	експерти
বিশেষজ্ঞরা	експертів
দায়িত্বের	повноваження
দায়িত্বের	відповідальності
দায়িত্বের	відповідальність
উমা	ума
ডেভি	дейві
নিশ্চিতভাবে	безперечно
নিশ্চিতভাবে	точно
নিশ্চিতভাবে	безумовно
জারা	zara
জারা	зара
ইতালিয়	італійською
ইতালিয়	італійський
ইতালিয়	італієць
ইতালিয়	італійська
ইতালিয়	італійської
হাওয়াইয়ান	гавайська
যোদ্ধারা	бійців
যোদ্ধারা	бійці
রেন	очко
রেন	жень
লঘু	світлішим
পিচ	pitch
পিচ	тону
কপাল	чоло
কপাল	лоб
কেও	також
কেও	теж
কেও	надто
কেও	занадто
ব্যাগ	мішок
ব্যাগ	сумка
ব্যাগ	валізи
ব্যাগ	сумки
মরে	загине
মরে	die
মরে	померти
আশ্বাস	забезпечення
মুরগি	курка
মুরগি	курки
মুরগি	курча
মুরগি	курячий
মুরগি	годує
মুরগি	курей
মুরগি	кури
জরীপ	опитування
অবশিষ্টাংশ	наднової
অবশিষ্টাংশ	залишки
পরিসমাপ্তি	завершується
পরিসমাপ্তি	кінець
পরিসমাপ্তি	закінчується
পরিসমাপ্তি	остаточний
সুপারনোভা	supernova
সুপারনোভা	залишок
রোমা	roma
রোমা	роми
রোমা	рома
কোয়ালিশন	коаліція
কোয়ালিশন	коаліції
হিচকক	гічкок
অ্যালিস	аліса
অ্যালিস	еліс
চিনা	китайською
চিনা	китайські
চিনা	китайська
চিনা	китайці
চিনা	китайський
সন্নিহিত	сусіднього
সন্নিহিত	сусідню
কাশ্মীরে	kashmir
যন্ত্রণা	біль
এন্টি	анти
এন্টি	anti
সিরামিক	керамічний
সিরামিক	кераміка
হন্ডুরাস	гондурасу
স্লোভাক	словацька
ভূতের	жах
ভূতের	жахи
ডুমুর	фікус
যাচাইকরণ	перевірка
যাচাইকরণ	перевірки
সোফি	софі
সোফি	софія
প্রিমেরা	primera
তালিবান	талібан
শকুন	гриф
কীটপতঙ্গ	пешт
কাক	corvus
কাক	crow
কাক	ворона
কাক	ворони
কাক	воронів
প্রমানিত	довів
প্রমানিত	доводять
প্রমানিত	довели
প্রমানিত	доведено
দরিয়া	дарія
ধর্মযাজক	пастор
যক্ষ্মা	туберкульозу
অ্যানালগ	аналоговий
অ্যানালগ	аналоговий
অয়েল	олива
অয়েল	олія
অয়েল	нафта
কলিন্স	коллінз
কারিনা	карина
কারিনা	каріна
বোটানিক্যাল	ботанічний
ফ্রেজার	фрейзер
খুলি	череп
খুলি	черепа
বর্ণালী	спектр
পাঙ্ক	панк
স্পর্শকাতর	чутливі
স্পর্শকাতর	урахуванням
সোয়াহিলি	суахілі
বারমুডা	бермуди
ক্রোধ	злість
ক্রোধ	гнів
ক্রোধ	гнів
ক্রোধ	гніву
চেস্টার	честер
জার্মানদের	німці
বেল্ট	пояс
চুম্বক	магніт
চুম্বক	магніти
লস্কর	ласкер
রুজভেল্ট	рузвельт
মুবারক	мубарак
আসবাবপত্র	меблі
মেহেদী	мехді
ফেরেশতা	янголи
ফেরেশতা	angels
ফেরেশতা	ангели
মূর্ধন্য	ретрофлексний
কোয়া	коа
ডার	дер
আকাঙ্ক্ষা	пристрастю
সেশন	season
সেশন	сезон
সেশন	сезону
সেশন	сеанс
সেশন	сесії
সেশন	сеансу
সেশন	сесія
সেশন	сеанси
কাশি	кашель
শখ	хобі
শখ	хоббі
শখ	хобі
তাইপে	тайбей
প্রতিবেদক	репортер
পুণ্য	благочестя
ইনলাইন	вбудованим
ইনলাইন	вбудовані
প্রলেপ	фарбування
মেকানিক্যাল	механічна
মেকানিক্যাল	механічний
শা	ша
গার্সিয়া	гарсія
গার্সিয়া	гарсія
ক্রেতাদের	покупців
ক্রেতাদের	покупці
কারাগারের	тюрма
কারাগারের	тюрми
হাইতি	гаїті
অ্যান্টি	анти
অ্যান্টি	anti
ফার্নান্দো	фернандо
লিবার্টি	свобода
নিশান	прапором
নিশান	прапорець
নিশান	прапор
নিশান	прапора
অপ্রত্যাশিত	неочікуваний
অপ্রত্যাশিত	несподіваний
অপ্রত্যাশিত	несподіване
রলিন্স	роллінс
ঐকমত্য	консенсусу
ক্লোরিন	хлор
হং	гонг
হীরক	diamond
হীরক	діамант
রম	rom
হার্ডি	гарді
পুনর্বাসন	реабілітація
টলেমি	птолемей
নীরব	тиха
নীরব	мовчазна
নীরব	вимкнути
নীরব	звук
নীরব	німі
ট্রাঙ্ক	багажник
ট্রাঙ্ক	колода
প্যারেড	парад
গার্হস্থ্য	домашніх
গার্হস্থ্য	домашня
কর্মশালা	семінари
কর্মশালা	workshop
ফ্রিকোয়েন্সি	частоту
ফ্রিকোয়েন্সি	частота
স্ট্যাম্প	штамп
স্ট্যাম্প	марку
স্ট্যাম্প	марка
ডার্বি	дербі
ডার্বি	дербі
বার্টন	бертон
জাম্বিয়া	gambia
জাম্বিয়া	замбії
চৌ	чхве
বেলে	бель
মন্টি	монте
মন্টি	монті
ফেজ	етапу
ফেজ	фаза
ফেজ	фазу
ফেজ	фази
আর্মস্ট্রং	армстронг
কাব্যিক	поетичний
অট্টালিকা	маєток
সিড	сід
পাপড়ি	пелюстка
পাপড়ি	пелюстки
তেও	тео
লয়	фінал
সালিম	салім
হ্যান্ডবল	гандбол
হ্যান্ডবল	гандболу
হজম	травлення
হজম	дайджест
নারীবাদ	фемінізм
বিঘ্ন	переривання
বিঘ্ন	перервати
হরতাল	страйк
হ্যামিলটন	гамільтон
নিকিতা	нікіта
নিকিতা	микита
ব্যঙ্গ	сарказм
জেনি	дженні
শিকারি	мисливець
লোপ	збиток
লোপ	втрати
লোপ	втрата
লোপ	збитки
লোপ	втрату
ঝগড়া	сутичка
ঝগড়া	бій
ঝগড়া	бійка
ঝগড়া	fight
পাচ্ছে	отримання
পাচ্ছে	розм
মেধার	заслуги
প্রত্যাহারের	зняття
মিনা	міна
মার্কোস	маркос
উচিৎ	повинен
উচিৎ	слід
উচিৎ	повинно
উচিৎ	should
রিয়ার	задній
রিয়ার	строю
পর্যবেক্ষন	спостереження
আদনান	аднан
সালভাদোর	сальвадор
ন্যাটো	нато
কমিক্স	comics
কমিক্স	комікси
কমিক্স	комікс
লিন্ডসে	ліндсі
লিন্ডসে	ліндсі
শর্তাবলী	умовами
শর্তাবলী	терміни
শর্তাবলী	умови
কবুতর	голуба
কবুতর	голуб
তাজা	свіжі
তাজা	свіже
তাজা	свіжа
তাজা	свіжий
টিলা	висота
কিলো	кіло
ইউরিয়া	сечовина
ঝি	племінниця
ভক্তরা	фани
ভক্তরা	шанувальники
ভক্তরা	вболівальники
ভক্তরা	фанати
পরিবেশক	дистриб
মাছি	fly
মাছি	літати
মাছি	муха
মাছি	лети
স্ট্রিপ	стрічки
পেরি	перрі
চাকার	вілер
ফারাহ	фарах
ভিজে	мокрі
ভিজে	мокра
ভিজে	мокрий
ম্যাকডোনাল্ড	макдональд
গিরি	гірі
দৃঢ়ভাবে	сильно
দৃঢ়ভাবে	стабільний
দৃঢ়ভাবে	рівно
জাং	чан
জাং	чон
জুতো	взуття
জুতো	кросівки
জুতো	взуття
জুতো	туфлі
জুতো	взуття
অচেনা	чужинці
অচেনা	незнайомця
পেন্সিল	олівець
পেন্সিল	олівці
আন্তঃ	інтер
চ্যাট	спілкування
চ্যাট	балачки
চ্যাট	чат
গার্ডিয়ান	опікун
গার্ডিয়ান	вартові
দিত	спотворення
ব্যানার	стяг
ব্যানার	банер
হাজারো	тисячі
এমএসসি	msc
