гостиница	готель
опасных	небезпечні
опасных	небезпечна
опасных	небезпечний
опасных	небезпечно
недопустимо	неприйнятно
филиппин	філіппіни
предпринимателей	підприємців
подозрения	підозра
подозрения	підозри
подозрения	підозри
шеф	шеф
шеф	шеф
шеф	вождь
шеф	головний
исчезает	зникає
исчезает	зникне
исчезает	зникають
фестивалей	фестивалів
физически	фізично
инди	indie
инди	indy
пособия	підручників
пособия	переваги
пособия	вигоди
сайга	сайга
покрытием	крейдяний
активисты	активістів
активисты	активісти
ничто	nothing
ничто	ніщо
ничто	небуття
ничто	нічого
егоров	єгоров
новость	новини
новость	новина
новость	публікації
новость	історія
новость	сюжет
новость	розповідь
новость	публікація
вводит	впроваджує
чешской	чеською
чешской	чеської
чешской	чеська
чешской	чех
идеология	ідеологія
двина	двінська
вилла	вілла
нейтральной	нейтральний
нейтральной	нейтральна
тень	тіней
тень	морок
тень	shadow
тень	тінь
тень	згортання
тень	тони
тень	відтінок
тень	згорнути
лауреатов	лауреатів
предоставление	надання
рассуждения	міркувань
терминал	термінала
терминал	термінал
упор	виділення
упор	акцентом
племен	народами
племен	племен
активистов	активістів
активистов	активісти
консоли	консолі
консоли	консоль
бин	скринька
бин	бін
бин	сабін
тепла	теплом
тепла	спека
тепла	тепло
традиционная	традиційними
традиционная	традиційний
традиционная	традиційні
традиционная	традиційна
традиционная	традиційне
купол	купол
миссисипи	міссісіпі
конкуренции	змагання
бернард	бернард
бернард	бернар
симферополь	сімферополь
смита	сміт
маска	маску
маска	маска
дели	делі
обширные	масштабний
обширные	масштабна
увеличивает	підвищує
увеличивает	збільшується
увеличивает	збільшує
увеличивает	зростає
киров	кіров
референдум	референдум
пейзаж	ландшафт
пейзаж	краєвид
пейзаж	пейзаж
пейзаж	ландшафтний
задних	задній
задних	строю
принимая	веду
принимая	взяти
принимая	беру
платить	заплатити
платить	платять
платить	заплатить
враги	ворог
враги	ворогів
враги	вороги
мексиканский	мексиканська
мексиканский	мексиканський
кошки	коти
кошки	кішки
исход	вихід
протесты	протест
протесты	протести
строка	лінія
строка	рядок
строка	рядка
строка	пряма
строка	рядок
строка	рядок
требовал	вимагав
соломон	соломон
соломон	соломона
сторонник	прихильником
мягко	тихо
мягко	ніжно
альбрехт	альбрехт
передние	front
передние	спереду
передние	передні
передние	фронт
передние	передній
миров	світи
николаевка	миколаївка
колебания	коливань
колебания	осциляція
томе	томе
помогло	допоміг
помогло	допомагали
помогло	допомогла
помогло	допомагав
помогло	допомогли
молдова	молдова
молдова	молдові
молдова	молдови
листов	аркушів
листов	аркуші
мэй	травнева
мэй	травня
мэй	травневі
мэй	травні
мэй	травень
мэй	мей
мэй	мае
мэй	мей
трофей	трофей
бригад	бригад
бригад	бригади
оксана	оксана
спасителя	спас
спасителя	рятівника
сохраняет	зберігає
сохраняет	врятовані
сохраняет	збереже
сохраняет	рятує
призрак	примара
призрак	привид
призрак	phantom
акцент	виділення
акцент	акцентом
акцент	акцент
текущее	поточні
текущее	поточний
текущее	поточна
текущее	течія
текущее	струм
ожидания	очікувань
ожидания	сподівання
ожидания	кавалер
ранены	поранений
ранены	поранених
ранены	поранені
ранены	поранений
пациента	пацієнт
пациента	пацієнта
серые	сірий
серые	сірі
серые	сіра
серые	сірий
серые	грей
восприятие	сприйняття
джоан	іванна
джоан	джоан
помогли	допоміг
помогли	допомагали
помогли	допомогла
помогли	допомагав
помогли	допомогли
самец	чоловічий
самец	самець
самец	чоловічі
самец	чоловіча
хелен	гелен
хелен	хелен
симптомы	симптоми
лошадь	кінь
ника	нік
ника	псевдонім
ника	ніка
солнечный	сонячний
солнечный	сонячно
диана	діана
диана	даян
уэйн	вейн
вернер	вернер
арабские	арабських
арабские	арабський
коммерческие	комерційне
коммерческие	комерційного
коммерческие	комерційні
коммерческие	комерційна
коммерческие	комерційний
даллас	даллас
миллиардов	мільярди
завершение	завершення
завершение	доповнення
завершение	завершення
испанцы	іспанці
атаковал	агресію
атаковал	напали
джесси	джессі
джесси	джессі
хуана	хуан
временные	тимчасове
временные	тимчасові
временные	тимчасова
временные	тимчасово
временные	тимчасовий
перси	персі
гамильтон	гамільтон
тимошенко	тимошенко
рамон	рамон
рамон	рамон
обзора	переглянути
обзора	рецензування
обзора	відгук
обзора	огляд
павильон	павільйон
неофициальный	неофіційна
неофициальный	неформальна
подольский	подільський
агентов	агенти
баланс	баланс
