connecticut	connecticut
geometri	geometrie
definerte	definite
definerte	definită
definerte	definit
sunderland	sunderland
aktivist	activist
astronomiske	astronomice
astronomiske	astronomic
pedagogisk	educativ
fredelig	senină
ekspert	expertul
ekspert	expertă
ekspert	expert
undervist	predat
undervist	învățat
christer	christer
vita	vita
oppmuntret	încurajat
oppmuntret	incurajat
oppmuntret	încurajate
oppmuntret	încurajată
arnesen	arnesen
göran	göran
utryddet	exterminat
svend	svend
montreal	montreal
søyler	stâlpi
søyler	piloni
kabul	kabul
sid	sid
hearts	inimi
hearts	inimile
pole	stâlp
pole	pole
pole	pol
pole	polul
sardinia	sardinia
feire	sărbătoresc
feire	sărbătorind
trusler	amenintari
trusler	amenințări
helikopter	elicopter
helikopter	elicopterul
øyeblikkelig	imediat
øyeblikkelig	instantanee
øyeblikkelig	instantaneu
øyeblikkelig	instant
øyeblikkelig	imediată
øyeblikkelig	imediate
øyeblikkelig	instantaneu
øyeblikkelig	instant
forklares	explicate
forklares	explicat
forklares	explicată
konferanse	conferința
konferanse	conferinta
konferanse	conferință
konferanse	conferinţa
magi	magice
magi	magie
magi	magic
magi	magică
magi	magia
etikk	etica
etikk	etică
stigende	ascendent
stigende	ascendentă
hopper	salturi
hopper	sărituri
hopper	hopper
kreps	raci
anledningen	ocazie
misjon	misiunea
misjon	misiune
befestet	fortificat
enstemmig	unanim
enstemmig	unanimitate
enstemmig	unanimă
klein	klein
originalen	originala
originalen	originale
originalen	original
originalen	originală
macdonald	macdonald
folkelig	popular
folkelig	populare
folkelig	populara
folkelig	populară
hoteller	hoteluri
grenen	creangă
grenen	ramură
grenen	filială
grenen	sucursala
grenen	branch
telefon	telefon
telefon	telefonul
telefon	telefon
ving	aripă
ving	wing
ving	aripa
sopp	ciupercă
sopp	ciuperca
sopp	ciupercile
sopp	ciuperci
sopp	ciupercă
sopp	ciuperca
sopp	ciuperci
avslutningen	absolvirea
avslutningen	absolvire
tommer	centimetru
tommer	inchi
tommer	inci
tommer	centimetri
bing	bing
uklar	neclare
uklar	neclar
uklar	neclară
performance	performanțe
performance	performanta
performance	performanța
performance	performanță
gradene	rândurile
fiji	fiji
bevist	dovedit
bevist	dovedite
bevist	dovedită
bevist	demonstrate
bevist	dovedit
bevist	demonstrat
åndelig	spirituală
åndelig	spiritual
åndelig	spirituale
åndelig	spirituala
medarbeider	salariat
medarbeider	angajatul
medarbeider	angajat
medarbeider	angajată
medarbeider	coleg
medarbeider	asociat
medarbeider	asociază
medarbeider	asociată
