हल्दी	زردچوبه
ध्वनिक	ویرانگر
ध्वनिक	ناوشکن
एडगर	ادگار
करुण	کارون
इलेक्ट्रानिक	electronic
इलेक्ट्रानिक	الکترونیکی
इलेक्ट्रानिक	الکترونیک
पौष्टिक	سبزی
पौष्टिक	مغذی
पौष्टिक	مقوی
पौष्टिक	مقوی
मिनियापोलिस	مینیاپولیس
प्रियस	پریوس
कट्टरपंथी	رادیکال
कट्टरपंथी	متعصب
टॉमी	تامی
मिल्क	شیر
मिल्क	میلک
नामी	نامی
व्हील	فرمون
व्हील	چرخ
ग्रेनाइट	خارا
ग्रेनाइट	گرانیت
माथे	پیشانی
माथे	پیشونی
माथे	پیشانیش
माथे	براو
माथे	جبین
डुनेडिन	دنیدن
अवज्ञा	نافرمانی
पत्ता	برگی
पत्ता	برگ
इस्तांबुल	استانبول
जार	کوزه
जार	کوزه
लैरी	لری
लैरी	لاری
सिंडरेला	سیندرلا
अफीम	تریاک
अंबानी	آمبانی
स्वीट	شیرین
खूनी	خونین
नफरत	متنفر
नफरत	متنفرم
नफरत	تنفر
नफरत	نفرت
परोपकारी	بشردوست
एंटोनियो	آنتونیو
नाई	باربر
नाई	barber
नाई	آرایشگر
नाई	سلمانی
लम्बवत	عمود
दाह	dah
मेसोपोटामिया	النهرین
सिलाई	خیاطی
सिलाई	خیاط
सिलाई	دوختن
सिलाई	بخیه
सज्जन	آقایی
सज्जन	جنتلمن
प्रचुरता	فراوان
प्रचुरता	وفور
प्रचुरता	فراوانی
असहमति	اختلاف
ताई	تای
हिप्पोकैम्पस	هیپوکامپ
ब्लैकबेरी	blackberry
खरपतवार	گرس
खरपतवार	علف
लैन	شهرستان
लैन	کانتی
परिहार	گریز
कारा	کارا
कारा	کارا
दोलन	نوسان
टाइटन	تیتان
टाइटन	تایتان
अव्यवस्था	آشفتگی
अव्यवस्था	آشوب
कोको	کوکو
निवारक	پیشگیری
निवारक	پیشگیرانه
मदीना	مدینه
मदीना	مدینا
मदीना	مدینه
हटाएँ	حذف
हटाएँ	حذف
खमीर	مخمر
विच्छेद	انحلال
नाच	dance
नाच	رقص
बाल्टीमोर	بالتیمور
स्केटिंग	اسکیت
स्केटिंग	پاتیناژ
चित्रकारों	نقاشی
कुन्ती	کنتی
शैलियाँ	استایلز
शैलियाँ	سبکهای
लालच	حرص
लालच	آز
लालच	طمع
लालच	حرص
पुलों	پلها
मिडिया	رسانه
केयर	مراقبت
कर्ट	کورت
कर्ट	کرت
छतरी	چتر
छतरी	چتری
छतरी	آمبرلا
भा	bha
शिवालिक	شیوالیک
मजिस्ट्रेट	دادرس
फीस	شهریه
कतर	قطر
धातुकर्म	فلزکاری
जाम	جم
जाम	مربا
रैम	رام
रैम	ram
रैम	رم
अभिनेत्रियों	بازیگرها
गौरैया	گنجشکی
गौरैया	گنجشک
गौरैया	اسپارو
वांछनीय	مطلوب
वांछनीय	خواستنی
भेजना	میفرستد
फ़िल्टर	پالایش
फ़िल्टर	پالایه
फ़िल्टर	فیلتر
कीड़ों	کرمها
कीड़ों	کرمهای
स्कैनर	اسکنر
प्रतिशोध	انتقام
प्रतिशोध	کینه
प्रतिशोध	قصاص
पार्किंग	پارکینگ
नशा	معتادان
लचीला	انعطاف
सफ़ाई	نظافت
कोलेजन	کلاژن
बर्टन	برتون
बर्टन	بارتون
पुतिन	پوتین
प्रोपेन	پروپان
लादेन	لادن
लादेन	انباشته
ज़िम्मेदार	مسئول
ज़िम्मेदार	مسول
ज़िम्मेदार	مسئولیت
अवहेलना	نافرمانی
नर्सरी	مهدکودک
अविश्वास	بدگمانی
पर्दा	پرده
पर्दा	حجاب
टच	لمس
टच	تاچ
तोपों	کانن
सिल्क	سیلک
सिल्क	ابریشم
सिल्क	پرنیان
सिल्क	ابریشمی
सिल्क	حریر
झूठा	دروغگو
झूठा	دروغگوی
अक्षमता	ناتوانی
अक्षमता	ناتوانی
अक्षमता	معلولیت
अक्षमता	افتادگی
अक्षमता	معلول
ईगल	عقاب
ईगल	ایگل
वारंटी	حجت
वारंटी	گارانتی
होमर	هامر
मुबारक	خوشبخت
मुबारक	خوش
मुबारक	شاد
मुबारक	خوشحال
मुबारक	مبارک
विंड	باد
विंड	بادی
आश्वस्त	دلگرم
हैंक्स	هنکس
सोरोस	سوروس
आकृतियाँ	شکلها
सुलतान	سلطان
बदतर	بدتر
लोपेज़	لوپز
पशुधन	احشام
आदी	معتاد
लार्वा	لارو
सेलुलर	سلولی
बहरीन	بحرین
दीवानी	civil
दीवानी	مدنی
गाजर	هویج
गाजर	هویج
उरुग्वे	اروگوئه
ओवल	بیضی
न्यायशास्त्र	فقه
मैकबेथ	مکبث
ट्रिनिटी	تثلیث
ट्रिनिटी	ترینیتی
हैट	hat
हैट	کلاه
चाइल्ड	کودک
चाइल्ड	کودکان
चाइल्ड	فرزند
चाइल्ड	بچه
शीला	شیلا
चमगादड़	چماق
चमगादड़	خفاش
ची	خی
ची	chi
मंचूरिया	منچوری
तेजस्वी	تنش
मालिनी	مالینی
प्रोग्रामर	programmer
हूवर	هوور
मसौदा	حواله
मसौदा	پیشنویس
मसौदा	درفت
हेयर	موی
हेयर	مو
हेयर	موها
जुआन	خوان
जुआन	خوآن
बर्ताव	رفتاری
बर्ताव	سیرت
बर्ताव	رفتار
बर्ताव	رفتاری
बर्ताव	رفتار
चन्दन	صندل
होप	امیدی
होप	هوپ
होप	امیدوارم
होप	hope
होप	امید
स्काइप	اسکایپ
गलियों	خیابانها
गलियों	خیابان
शरणार्थियों	مهاجر
शरणार्थियों	پناهنده
शरणार्थियों	پناهندگان
शरणार्थियों	پناهجویان
शरणार्थियों	مهاجرین
शस्त्रों	سلاح
हस्ती	سلبریتی
कुम्भ	دلو
प्राधिकार	مسئولین
प्राधिकार	مقامات
प्राधिकार	مسئولان
प्राधिकार	تسلط
प्राधिकार	سلطه
अशुभ	شوم
अशुभ	بدشانس
माइकल्स	مایکلز
रोज़गार	استخدام
रोज़गार	اشتغال
युनुस	یونس
मोंटे	مونته
तांबा	مس
फली	پاد
अंसारी	انصاری
सलाम	salaam
सलाम	سلامت
सलाम	سلام
सलाम	صلح
सलाम	salam
टॉड	وزغ
टॉड	تاد
सुखी	شادترین
मरियम	ماری
मरियम	مریم
मरियम	مری
मरियम	مریم
मरियम	maryam
ओहियो	اوهایو
उंगली	انگشتش
उंगली	انگشت
उंगली	فینگر
शिक्षाओं	تعالیم
शिक्षाओं	آموزشهای
पलक	پلک
लिथुआनिया	لیتوانی
अल्पसंख्यकों	اقلیتهای
शहीदों	شهدا
शहीदों	شهیدان
फ्लेमिंग	فلمینگ
गोरखनाथ	گورخا
यॉर्कशायर	یورکشر
मेट्रिक्स	معیارهای
मेट्रिक्स	ماتریکس
मेट्रिक्स	ماتریس
कार्यशाला	کارگاه
मैक्सवेल	مکسول
मैक्सवेल	ماکسول
कॉर्न	ذرت
कॉर्न	میخچه
कॉर्न	حبوبات
बकिंघम	باکینگهام
मापक	حاکم
मापक	مقیاس
यातना	عذاب
यातना	doom
यातना	عذاب
अनाथ	یتیم
अनाथ	یتیمان
अनाथ	یتیم
अनाथ	یتیمی
टूटी	شکسته
जनसांख्यिकी	سرشماری
जनसांख्यिकी	جمعیتی
जनसांख्यिकी	جمعیت
जनसांख्यिकी	جمعیتی
आमंत्रण	دعوت
आमंत्रण	دعوت
आमंत्रण	دعوت
आमंत्रण	دعوتنامه
आमंत्रण	دعوتنامه
जिम्बाब्वे	زیمبابوه
जिम्बाब्वे	زیمباوه
वृद्धावस्था	سالخوردگی
राजकोट	راجکوت
आहत	صدمه
आहत	آزار
आहत	زخمی
विजू	ویجو
नरभक्षण	همنوع
धूसर	خاکستری
धूसर	گری
धूसर	خاکستری
परिसंघ	کنفدراسیون
पेंच	پیچ
शटल	شاتل
दरवाज़ा	در
लाहिड़ी	لاهیری
नंद	ادات
कन्वेंशन	کنوانسیون
कन्वेंशन	همایش
सप्लाई	تامین
रडार	راداری
रडार	رادار
पंक	گِل
पंक	ماد
पंक	ولگرد
पंक	پانک
चैट	گپ
चैट	گپی
अल्ताई	آلتایی
क्रूरता	ظلم
क्रूरता	بیرحمی
क्रूरता	وحشیگری
क्रूरता	پرخاش
कैम्पस	پردیس
संभावनाएं	دورنمای
मिया	mia
मिया	میا
गोंद	چسب
