lincoln	lincoln
opinions	mnenja
distribué	razdeljen
distribué	porazdeli
distribué	razdeljeni
tranche	rezino
tranche	kos
brothers	brate
brothers	bratje
brothers	bratov
brothers	brata
sul	sul
partisan	partizan
partisan	zagovornik
dumas	dumas
coque	trup
cloud	oblak
cloud	cloud
confié	zaupana
boutique	prodajalna
boutique	shop
boutique	trgovino
boutique	trgovina
boutique	prodajalna
boutique	trgovina
knight	vitez
accuse	obtožuje
colloque	simpozij
colloque	colloque
suspendu	opustitev
suspendu	suspenzija
suspendu	prekinitev
suspendu	prekinjeno
suspendu	prekinjena
felix	felix
under	pod
diffuse	razpršenih
mare	mare
mare	kobila
mare	kobilo
exigences	zahteve
homonyme	soimenjak
castro	castra
castro	castro
inventé	izumili
inventé	izumil
sidney	sidney
ténor	tenor
aveugle	slep
aveugle	slepe
aveugle	slepa
aveugle	slepi
ferry	trajekt
espionnage	vohunjenje
espionnage	vohun
espionnage	vohunka
espionnage	vohunjenje
vies	živi
vies	življenja
segment	segmenta
segment	odsek
segment	segment
roulant	rolling
roulant	valjanje
tabac	kajenje
tabac	tobak
scalemajor	scalemajor
palace	palačo
palace	palača
libérale	liberalni
timeaxis	timeaxis
étendre	razširi
étendre	podaljša
étendre	razširi
monarque	monarh
réunions	sestanki
réunions	seje
réunions	sej
réunions	zasedanja
réunions	srečanja
nbc	nbc
butler	butler
butler	služabnik
tissus	tkanine
tissus	tkanine
tissus	tkanino
suffisante	zadostno
suffisante	zadostna
spencer	spencer
dépasser	prehitevanje
connecticut	connecticut
connecticut	connecticutu
afficher	pokaži
afficher	prikaži
afficher	oddaja
afficher	prikaz
afficher	ogled
afficher	razgled
afficher	pogled
dominante	prevladujoča
dominante	prevladujoči
dominante	prevladujoče
dominante	prevladuje
dominante	prevlado
dominante	prevlada
entités	subjekti
sélectionnés	izbrano
sélectionnés	izbranih
sélectionnés	izbrani
sélectionnés	izbrane
sélectionnés	izbrana
sélectionnés	izbran
pensez	misli
hercule	herkul
hercule	hercules
hercule	hercule
forcé	prisiljeni
forcé	prisilil
forcé	prisiljen
forcé	prisiljena
forcé	prisilno
zur	zur
solde	ravnotežje
solde	ravnovesje
solde	tehtnica
solde	bilanca
récolte	žetev
récolte	pridelek
récolte	letina
récolte	pridelki
récolte	pridelek
récolte	pridelka
récolte	žetev
récolte	nabiranje
récolte	trgatev
gustav	gustav
attaqué	napaden
attaqué	napadeni
attaqué	napadel
attaqué	napadena
attaqué	napadli
oregon	oregon
apprécié	všeč
apprécié	cenjena
apprécié	cenjen
apprécié	cenjene
apprécié	cenjeni
apprécié	cenjeni
apprécié	cenjena
apprécié	cenil
apprécié	užival
apprécié	uživala
apprécié	uživali
cape	ogrinjalo
cape	rt
cape	cape
diff	diff
infos	info
infos	informacije
infos	obveščanje
infos	podatki
infos	informacija
infos	informacije
infos	podatek
monté	jahal
artificielle	umetne
artificielle	umetna
artificielle	umetno
artificielle	umetni
artificielle	umetnega
jésuite	jezuiti
jésuite	jezuit
voyageur	potniški
voyageur	potnik
voyageur	sopotnik
voyageur	potnika
voyageur	popotnik
voyageur	popotnika
voyageur	popotnik
traitements	zdravljenja
leslie	leslie
serpents	kač
serpents	kače
serpents	kača
serpents	kačo
serpents	kače
entourage	spremstvo
cuir	usnje
reporter	novinarka
reporter	poročevalec
reporter	poročevalka
reporter	novinar
imagesize	imagesize
utah	utah
carnaval	karneval
location	izposoja
location	najem
condamnés	obsojena
condamnés	obsojeni
condamnés	obsojen
condamnés	obsojeni
condamnés	obsojen
condamnés	obsojena
condamnés	obsojeni
condamnés	obsodil
condamnés	obsojen
cacher	skrij
cacher	skrivanje
cacher	skriva
come	pridi
neuilly	neuilly
intrigue	spletke
plotarea	plotarea
kentucky	kentucky
schneider	schneider
ned	ned
ned	neda
probabilité	verjetnost
probabilité	verjetnosti
probabilité	verjetnost
matériels	strojne
matériels	strojna
académique	akademske
académique	akademsko
académique	akademski
roll	roll
accusation	obtožba
accusation	obtožnica
accusation	tožilstvo
accusation	pregon
châssis	podvozje
châssis	šasije
responsabilités	odgovornosti
responsabilités	pristojnosti
responsabilités	odgovornost
lyrique	lirično
lyrique	besedila
lyrique	besedilo
gain	pridobi
laser	laserski
laser	laser
laser	lasersko
minimale	minimalno
minimale	najmanj
minimale	najmanjša
minimale	minimalno
minimale	minimalne
minimale	minimalna
composant	komponenta
composant	sestavina
sérieusement	resno
noté	ocenjeno
noté	nazivna
noté	ocenjen
noté	ocenjeni
noté	zabeležena
noté	zabeleženo
sauvetage	reševalna
sauvetage	reševanje
existé	obstajal
existé	obstajala
existé	obstajali
nina	nina
nina	nino
doigts	prste
doigts	prstov
doigts	prsti
doigts	prst
détruits	uničena
détruits	uničeni
détruits	uničene
détruits	uničen
détruits	uničeno
convoi	konvoj
atterrissage	pristanek
atterrissage	pristajanje
blaise	blaise
encre	črnila
encre	črnilo
remplir	zapolni
remplir	napolni
progressiste	napredno
progressiste	postopno
progressiste	napreden
invitation	povabi
invitation	povabilo
invitation	vabilo
invitation	povabilo
invitation	vabilo
technologique	tehnologije
technologique	tehnologijo
technologique	tehnologija
technologique	tehnološke
technologique	tehnološka
technologique	tehnološko
technologique	tehnološki
souffre	trpeti
souffre	trpel
souffre	trpi
cercles	krogi
cercles	kroge
cercles	krogov
arche	arche
arche	barko
arche	skrinja
arche	arch
collaborateurs	sodelavci
collaborateurs	sodelavcev
collaborateurs	zaposleni
collaborateurs	zaposlene
collaborateurs	uslužbenci
restaurants	restavracije
viaduc	viadukt
gravures	graviranje
gravures	gravur
émergence	nastanek
émergence	pojav
gratuit	svoboden
gratuit	prosto
gratuit	free
gratuit	svobodna
gratuit	brezplačno
gratuit	brezplačna
préférence	prednostno
préférence	zaželeno
alabama	alabama
stan	stan
stan	stana
stan	stanu
queensland	queensland
holstein	holstein
escalade	plezanje
claudia	claudia
claudia	klavdija
allusion	namig
alla	alla
mécanismes	mehanizmi
mécanismes	mehanizme
mathilde	matilda
oslo	oslo
bombardements	bombardiranja
bombardements	bombardiranje
bombardements	bombardiranje
bombardements	bombardiranje
ice	led
ice	ice
ice	ledom
suffisant	domišljav
suffisant	zadostno
suffisant	zadostna
foncé	temna
foncé	temni
foncé	temno
wendy	wendy
hôtes	gostitelji
hôtes	gostje
hôtes	gosti
ricardo	ricardo
rhodes	rhodes
caché	skrito
caché	skriti
caché	skrite
caché	skrit
caché	skrita
klein	klein
oscars	oskarjev
recul	odboj
mrc	mrc
renommer	preimenovanje
cincinnati	cincinnati
ltd	ltd
cyril	cyril
judith	judith
cie	cie
carol	carol
promenade	promenadi
promenade	sprehod
promenade	hoja
promenade	sprehodi
promenade	peš
promenade	hodi
rita	rito
rita	rita
établis	ustanovljena
établis	ustanovljen
établis	ugotovljena
établis	vzpostavljen
dupont	dupont
avancer	napredujejo
séparer	ločuje
séparer	ločevanje
séparer	ločena
séparer	ločeni
séparer	ločeno
massive	ogromen
online	spletna
online	online
visites	obiske
visites	obiski
visites	obiskov
visites	ogledi
visites	izleti
albanais	albansko
albanais	albanci
head	glavo
head	glava
head	head
pub	pub
pub	gostilna
portland	portland
portland	portlandu
acceptée	sprejeta
acceptée	sprejete
acceptée	sprejet
acceptée	sprejeto
prétexte	pretvezo
julius	julius
julius	julij
mitterrand	mitterrand
sacrifice	žrtvovanja
sacrifice	žrtvovanje
socialisme	socializem
impasse	zastoj
adrian	adrian
dialecte	narečjem
dialecte	narečij
juventus	juventus
genèse	genesis
guerriers	vojščaki
guerriers	bojevniki
guerriers	bojevnike
réservée	rezervirano
réservée	rezervirane
réservée	rezervirana
réservée	rezerviran
recteur	rektor
sabre	sablja
sabre	sabre
sabre	sablja
sabre	saber
sabre	meč
offert	ponujena
offert	ponujenih
offert	ponujene
offert	ponujeni
offert	ponujeno
offert	ponudil
loups	volkovi
loups	volka
loups	wolf
loups	volčji
loups	volk
restaurée	obnovljeno
restaurée	obnovljen
restaurée	obnovljena
damien	damien
damien	damian
itinéraire	smeri
itinéraire	pot
pertinence	ustreznost
pertinence	pomembnost
pertinence	ustreznost
pertinence	primernost
complexité	zapletenost
complexité	zapletenosti
mentionnée	omenjeno
mentionnée	omenjen
zhang	zhang
rechercher	iskanje
rechercher	išči
fondations	fundacije
fondations	temelje
fondations	temelji
fondations	fundacija
fondations	temelj
fondations	sklad
fondations	temelje
béatrice	beatrice
jonas	jonas
jonas	jona
jonas	jonah
natal	natal
préside	predseduje
antoinette	antoinette
prestigieux	prestižno
hector	hector
hector	hectorja
bienvenue	vabljeni
bienvenue	dobrodošel
bienvenue	dobrodošli
exacte	točen
exacte	natančen
exacte	natančni
exacte	natančna
exacte	natančno
exacte	natančen
casa	casa
shaw	shaw
accompagner	spremljevalni
accompagner	spremljevalne
accompagner	spremni
papiers	papirja
papiers	papir
papiers	papirji
papiers	papirje
pêcheurs	ribiči
pêcheurs	ribič
pêcheurs	ribiče
pêcheurs	ribičev
pêcheurs	ribiči
villers	villers
vecteur	vektor
vecteur	vektorji
créent	ustvarjati
créent	ustvariti
créent	ustvarjanje
créent	ustvari
grange	grange
grange	hlev
grange	skedenj
grange	skednju
break	break
break	zlomil
break	zlomi
choisis	izbrano
choisis	izbrani
choisis	izbrana
choisis	izbran
choisis	izberi
statuts	statuta
statuts	statut
statuts	statut
malcolm	malcolm
malcolm	malcolma
fonda	fonda
dommage	usmiljenje
dommage	usmiljenja
dommage	škoda
dommage	sram
dommage	sramota
dommage	škoda
dommage	skoda
dommage	škoda
slovaque	slovaški
slovaque	slovaško
moldavie	moldavija
moldavie	moldavijo
nationalistes	nacionalistično
nationalistes	nacionalistične
nationalistes	nacionalisti
armés	oboroženi
armés	oborožena
armés	oborožen
armés	oborožene
script	scenarij
script	skripta
script	skript
accordé	podeljena
accordé	odobreno
détention	pripor
détention	pridržanje
ward	ward
bastia	bastia
matthieu	matthew
matthieu	matej
matthieu	matt
matthieu	matthieu
chaux	chaux
chaux	apna
chaux	apno
crête	greben
crête	ridge
crête	vrh
crête	grb
textile	tekstil
textile	tekstilna
textile	tekstilnih
textile	tekstilni
textile	tekstil
textile	tekstila
planche	desko
planche	deski
planche	deska
planche	desko
planche	krovu
planche	deska
planche	tabla
pionnier	pionirski
pionnier	pionir
assise	sedenje
assise	assisi
assise	sedeli
assise	sedela
assise	sedel
assise	sat
perche	ostriž
perche	perche
wehrmacht	wehrmacht
sables	peska
sables	peščena
sables	pesek
sables	peščeni
sables	sands
mystique	mistično
mystique	mystic
mystique	mystique
zoo	zoo
proposés	predlagano
proposés	predlagani
proposés	predlagane
proposés	predlagan
proposés	predlagana
proposés	predlaganih
lotus	lotus
fischer	fischer
innocent	nedolžni
innocent	nedolžen
innocent	nedolžna
innocent	nedolžno
parking	parkiranje
trek	stez
leclerc	leclerc
boule	žogo
boule	žoga
boule	žogica
fabriqué	narejena
fabriqué	narejeni
fabriqué	narejen
fabriqué	narejeno
fabriqué	proizvedeno
fabriqué	proizveden
fabriqué	izdelano
fabriqué	izdelan
fabriqué	izdelane
fabriqué	izdelani
fabriqué	izdelano
comportements	vedenje
comportements	obnašanje
leçons	lekcije
cardinaux	kardinali
locomotives	lokomotive
locomotives	lokomotiva
paraguay	paragvaj
oran	oranu
rodríguez	rodriguez
rodríguez	rodríguez
ruth	ruth
expressions	stavki
expressions	fraze
expressions	fraz
expressions	izrazi
tactique	taktiko
tactique	taktike
tactique	taktika
tactique	taktika
tactique	taktične
tactique	taktično
tactique	taktična
tactique	taktični
fondamentale	temeljno
fondamentale	temeljna
balzac	balzac
originaux	izvirniki
originaux	prvotna
originaux	izvirnik
originaux	izvirno
originaux	prvotni
originaux	original
vera	vera
nocturne	nokturno
boeing	boeing
newton	newton
armstrong	armstrong
sauvé	rešeni
sauvé	rešena
sauvé	rešen
sauvé	rešeno
sauvé	shranjeno
sauvé	rešena
sauvé	shranjena
récompensé	nagrajena
récompensé	nagrajeni
récompensé	nagrajen
récompensé	oddana
récompensé	oddano
alonso	alonso
phrases	stavki
phrases	fraze
phrases	fraz
phrases	stavki
jambes	noge
jambes	nog
jambes	nogice
jambes	nogi
jambes	nogo
jambes	noga
jambes	nogi
cracovie	kraków
dissoute	raztopljenega
dissoute	razpuščena
transit	tranzit
sensibilité	občutljivost
épidémie	izbruha
épidémie	izbruh
épidémie	epidemije
épidémie	epidemijo
épidémie	epidemija
soulèvement	vstaja
soulèvement	dvig
atomique	atomski
atomique	atomsko
oreille	uho
oreille	ušesa
gil	gil
défenseurs	zagovorniki
ambiance	ambient
ambiance	ozračje
ambiance	atmosfera
ambiance	atmosfero
ambiance	vzdušje
ambiance	ambient
ambiance	razpoloženje
ambiance	volji
ambiance	vzdušje
opposer	nasprotovati
céréales	žita
céréales	žito
céréales	kosmiči
céréales	žit
céréales	žitarice
pts	pts
confirmer	potrditev
confirmer	potrdi
diminuer	zmanjšanje
diminuer	znižanje
coréenne	korejsko
coréenne	korejski
coréenne	koreja
coréenne	koreji
coréenne	korejo
intermédiaires	vmesni
intermédiaires	vmesno
intermédiaires	vmesna
intermédiaires	vmesne
intermédiaires	posrednik
intermédiaires	posredniki
obstacles	pregrade
obstacles	ovire
obstacles	ovire
délégués	delegati
délégués	pooblaščenec
rabat	rabatu
cherbourg	cherbourg
habsbourg	habsburg
conclu	sklenjena
conclu	sklenjeno
conclu	sklenjen
équipés	opremljen
équipés	opremljena
équipés	opremljeno
équipés	opremljeni
équipés	opremljene
sociologue	sociolog
voté	glasovalo
voté	glasoval
voté	glasovali
chalon	chalon
anatomie	anatomijo
voltaire	voltaire
rogers	rogers
occurrence	pojav
rubrique	smer
pcf	pcf
santo	santo
vérification	revizija
vérification	revizije
vérification	presoja
vérification	revizijo
vérification	preverjanje
vérification	preveritev
renouvellement	obnovi
renouvellement	obnovitve
renouvellement	obnovitev
renouvellement	obnova
renouvellement	podaljšanje
renouvellement	obnovitev
corrèze	corrèze
plumes	pero
plumes	pernati
plumes	peresa
plumes	perja
plumes	perje
entrepreneur	podjetnik
entrepreneur	izvajalec
martín	martín
martín	martina
martín	martin
municipaux	občinski
généalogie	rodoslovje
oricon	oricon
jung	jung
jamie	jamie
psychanalyse	psihoanalizo
dénonce	odpove
manœuvre	manever
manœuvre	manevriranje
manœuvre	manever
pompiers	gasilci
vagues	valovanje
vagues	valovi
népal	nepalu
cérémonies	ceremonije
cérémonies	slovesnosti
martyr	mučenik
martyr	mučeništvo
assassin	ubijalec
assassin	morilec
assassin	morilec
conversation	pogovor
bactéries	bakterija
bactéries	bakterije
désignée	določen
désignée	določena
véronique	veronika
véronique	veronica
véronique	véronique
biographies	bios
chuck	chuck
chuck	chucka
discographie	diskografija
faillite	bankrot
faillite	stečaj
kyoto	kjotskega
invisible	nevidni
invisible	nevidna
invisible	neviden
invisible	nevidno
invisible	nevidni
invisible	nevidne
invisible	nevidno
cambodge	kambodži
réacteur	reaktor
attribués	pripisala
attribués	dodeljena
dossiers	map
dossiers	mape
dossiers	datotek
dossiers	datoteke
panthéon	panteon
légumes	rastlinska
légumes	rastlinsko
légumes	zelenjava
légumes	zelenjava
légumes	vrtnine
niger	niger
prose	proza
vain	zaman
caserne	barake
anthropologie	antropologije
anthropologie	antropološko
mexicaine	mehiško
mexicaine	mehiški
mexicaine	mehičan
mexicaine	mehiška
