konštruktér	конструктор
občianskych	гражданская
občianskych	гражданского
občianskych	гражданские
občianskych	гражданское
občianskych	гражданский
tepelná	тепловой
patent	патент
patent	патента
odpovede	ответы
odpovede	ответы
odpovede	ответы
dievčatá	девчонки
dievčatá	girls
dievčatá	девушки
dievčatá	девочки
dievčatá	девочек
prijíma	принимает
prijíma	получает
prijíma	принимаю
prijíma	принимаем
prijíma	принимает
ahl	ахл
bielkovín	белок
bielkovín	белка
bielkovín	белки
kat	палач
kat	палач
kat	кэт
novinárov	журналисты
novinárov	журналистов
ukázala	показал
ukázala	показала
ukázala	показали
pokusov	испытания
pokusov	попытки
rieši	решает
čaká	ожидание
čaká	ждём
čaká	жду
čaká	ждем
čaká	ждать
čaká	ждет
písomné	написано
písomné	письменные
písomné	письменное
písomné	письменный
chemici	химики
huby	грибы
huby	грибок
huby	гриб
huby	грибы
huby	грибы
iveta	ивета
pomohli	помогло
pomohli	помогли
pomohli	помог
pomohli	помогла
orbiter	orbiter
role	роль
role	роли
role	ролях
role	роли
prispeli	способствовало
prispeli	пожертвовали
prispeli	пожертвовал
prispeli	безвозмездно
automatické	auto
automatické	авто
automatické	автоматические
automatické	автоматическое
automatické	автоматический
automatické	автоматическая
automatické	автоматического
automatické	автоматически
volal	называется
volal	звонил
volal	позвонил
asistenti	помощники
asistenti	помощников
detský	дитя
detský	детский
detský	ребенок
detský	ребёнок
detský	ребенка
vystavené	воздействию
čestné	благородный
čestné	честным
čestné	честно
čestné	честное
čestné	честный
čestné	честная
čínskych	китайская
čínskych	китайское
čínskych	китайцы
čínskych	китайский
čínskych	китая
zranenia	травмы
zranenia	травм
popularita	популярность
popularita	популярности
zvony	колокола
čelo	лоб
čelo	лоб
čelo	виолончели
dverí	двери
dverí	дверь
dverí	двери
zlý	плохо
zlý	плохой
zlý	bad
zlý	плохая
ovplyvnili	повлияла
kusy	куски
kusy	кусочки
strela	выстрел
strela	кадр
strela	застрелил
strela	застрелен
strela	пуля
strela	пулю
strela	ракета
podzemných	подполье
podzemných	подземные
podzemných	метро
podzemných	подземный
norma	норма
norma	норм
norma	норма
norma	нормой
norma	нормы
norma	стандартные
norma	стандарт
norma	стандартная
norma	стандартный
norma	standard
početných	многочисленные
alpy	альпы
paolo	паоло
aer	aer
rosa	розу
rosa	роза
rosa	роса
zvuky	звучит
zvuky	звуки
canaveral	канаверал
uznané	признан
uznané	признано
uznané	признали
uznané	признанных
uznané	признан
uznané	признано
uznané	признал
uznané	признана
uznané	признали
uznané	признала
uznané	признано
uznané	признана
uznané	признанные
uznané	признали
uznané	признанных
recenzie	обзоры
recenzie	обзоров
recenzie	отзывы
valcov	баллоны
chvíle	moments
chvíle	мгновения
chvíle	моменты
bankovky	банкноты
bankovky	купюры
eugene	евгений
eugene	юджин
úpadok	разложение
úpadok	распад
úpadok	распада
úpadok	банкротства
palestíny	палестины
palestíny	палестину
palestíny	палестина
minimum	минимальный
minimum	минимальное
minimum	минимальная
minimum	минимум
zmenený	измененный
zmenený	измененные
zmenený	изменена
zmenený	изменено
zmiešané	смешанных
zmiešané	смешанная
zmiešané	смешанные
zmiešané	смешанный
julia	юлия
julia	джулия
julia	юля
laboratórium	лаборатории
laboratórium	лаборатория
laboratórium	лаборатория
laboratórium	lab
cover	обложки
cover	прикрытие
cover	обложка
cover	обложку
cover	покрытия
miguel	мигель
limit	лимит
limit	ограничение
limit	предел
limit	ограничить
che	че
obnova	восстановление
obnova	восстановления
míľ	майлс
míľ	мили
míľ	миль
míľ	майлз
base	тюрьме
base	тюрьма
fyzicky	физически
misií	миссии
misií	миссий
guvernér	губернатор
kolá	круги
kolá	обход
kolá	раундов
vnímanie	восприятие
vnímanie	восприятие
vnímanie	восприятия
full	полный
full	полные
full	полное
full	полного
full	полная
námorná	морские
námorná	морской
námorná	морская
plášť	плащ
plášť	мыс
plášť	плащ
stewart	стюарт
clark	кларк
clark	кларк
clark	кларка
lane	канату
lane	переулок
lane	лейн
lane	лэйн
fyzické	физическая
fyzické	физический
fyzické	физические
fyzické	физической
fyzické	физическое
harrison	харрисон
harrison	гаррисон
turíne	турине
ovplyvnila	вынужден
laura	лора
laura	лаура
fauny	фауны
morských	морские
morských	морской
morských	морская
čitateľov	читатели
čitateľov	читателей
autobusov	автобусы
autobusov	автобусов
pascal	паскаль
baran	баран
baran	овен
znamenie	подписать
znamenie	знак
copa	кубок
stepanovič	степанович
wagner	вагнер
javu	явление
javu	феномен
vzorky	образец
vzorky	выборка
vzorky	образцы
vzorky	пробы
meraní	замеры
meraní	измерения
meraní	измерений
poradca	консультант
poradca	консультанта
poradca	советник
poradca	советник
poradca	советник
poradca	советника
poradca	советник
usporiadania	макеты
dobrovoľne	добровольно
dobrovoľne	охотно
dobrovoľne	добровольно
dobrovoľne	вызвался
dobrovoľne	добровольно
činy	действия
činy	меры
tautenburg	таутенбург
rozpočtu	бюджет
katastrofy	катастроф
katastrofy	бедствия
zločiny	преступления
koncentrácia	концентрации
koncentrácia	концентрация
koncentrácia	сосредоточение
koncentrácia	концентрации
čiernu	чёрное
čiernu	черный
čiernu	black
čiernu	чёрные
čiernu	чёрный
koleso	колеса
koleso	колесо
kant	кант
aus	aus
masaryk	масарик
pohlavné	венерических
diera	дыру
diera	дырка
diera	дыра
porušenie	нарушение
porušenie	нарушение
porušenie	нарушение
porušenie	брешь
elektronika	электроники
jedlo	питание
jedlo	продовольственной
jedlo	пища
jedlo	еды
jedlo	продовольствие
jedlo	еда
infekcie	инфекции
infekcie	инфекций
infekcie	инфекция
infekcie	инфекции
félix	феликс
félix	феликса
optické	оптических
optické	зрительный
summer	лето
summer	summer
summer	саммер
summer	летний
edmonton	эдмонтон
spomenúť	упомянуть
spomenúť	упоминание
potvrdené	подтверждена
potvrdené	подтверждено
potvrdené	подтверждаю
komerčné	коммерции
komerčné	торговля
komerčné	коммерческие
komerčné	коммерческая
komerčné	коммерческий
ohlas	резонанс
techno	техно
povie	рассказывает
spôsobov	способы
spôsobov	пути
obnovený	возобновил
obnovený	восстановлено
obnovený	восстановлен
obnovený	восстановлены
vietnam	вьетнам
dodatočne	модернизирована
dodatočne	дополнительно
fasáda	фасад
fasáda	фасад
cudzie	иностранный
cudzie	иностранное
cudzie	иностранных
stratégie	стратегии
stratégie	стратегия
výrobné	производство
výrobné	изготовление
jednotlivca	индивидуальные
jednotlivca	отдельных
jednotlivca	индивидуальное
jednotlivca	индивидуальный
jednotlivca	индивидуальная
gravitácia	гравитация
hotela	hotel
hotela	отель
hotela	гостиница
jazykovej	языковым
frýdek	фридек
lexikón	лексикон
zátvorkách	скобках
zátvorkách	скобки
tag	tag
tag	метки
tag	метка
tag	отметить
bella	белла
gen	ген
konflikty	конфликты
konflikty	конфликт
konflikty	конфликты
konflikty	коллизия
oto	отто
joachim	иоахим
pokračovalo	возобновил
pokračovalo	продолжил
pokračovalo	продолжение
stretla	встретили
stretla	встретились
stretla	встретил
ukážka	образец
ukážka	выборка
ukážka	демонстрация
ukážka	демонстрацию
ukážka	демонстрации
fasády	фасадов
zla	злой
zla	зла
zla	злая
zla	зло
tatiana	татьяна
švédske	шведский
švédske	шведское
švédske	шведская
švédske	швеции
hnedý	браун
hnedý	коричневые
hnedý	коричневый
vedený	управляемые
stôl	стол
stôl	таблица
stôl	стол
stôl	столе
príspevkov	взносы
príspevkov	вклады
príspevkov	вклад
príspevkov	посты
príspevkov	публикации
príspevkov	должности
ring	ринг
ring	кольцо
ring	кольца
ron	рона
ron	рон
taiwan	тайвань
nacisti	нацисты
sfarbenie	окрашивание
sfarbenie	окраски
spravodlivosť	правосудия
spravodlivosť	справедливость
spravodlivosť	правосудие
spravodlivosť	справедливость
naživo	живи
naživo	живите
naživo	live
naživo	живу
naživo	жить
nájdený	найдена
nájdený	найдено
nájdený	нашла
nájdený	найден
nájdený	найдены
miro	миро
cpu	процессор
sprievodné	сопровождающих
regionálna	региональные
regionálna	региональная
regionálna	региональный
regionálna	региональных
gule	шарики
gule	яйца
gule	мячи
gule	шары
svätec	святой
svätec	сен
svätec	сент
svätec	святая
lenka	ленка
slobodná	сингл
stoviek	hundred
stoviek	сотня
stoviek	сто
stoviek	сотнями
stoviek	сотни
osvetlenie	освещения
osvetlenie	освещение
osvetlenie	освещения
osvetlenie	освещение
ein	эйн
vyvinutá	развитые
vyvinutá	разработан
vyvinutá	разработано
vyvinutá	развитых
alpách	альпы
fish	рыбка
fish	рыба
fish	рыбы
štandardné	умолчанию
štandardné	стандартные
štandardné	стандарт
štandardné	стандартная
štandardné	стандартный
štandardné	standard
sobáš	брак
sobáš	браки
sobáš	свадьбу
sobáš	свадьбы
sobáš	свадебный
sobáš	свадьба
johanna	джоанна
abraham	авраам
abraham	абрахам
abraham	ибрахима
abraham	ибрахим
temple	храм
objaviť	обнаружить
oslo	осло
užívateľov	пользователей
užívateľov	пользователи
mladšieho	младшая
mladšieho	моложе
got	есть
got	получила
got	получил
budhizmus	буддизм
reggae	регги
greg	грег
pasažierov	пассажиров
pasažierov	пассажиры
príjmy	поступлений
príjmy	доход
príjmy	выручка
príjmy	поступления
príjmy	доходы
príjmy	доход
príjmy	поступления
príjmy	доходы
príjmy	поступления
príjmy	доходы
príjmy	чеки
príjmy	квитанции
vírus	вирус
vírus	вирусы
objaví	обнаруживает
partner	партнер
partner	напарник
partner	партнёр
zasiahol	вмешался
dokončené	завершил
dokončené	завершено
dokončené	завершен
dokončené	завершена
dokončené	закончили
dokončené	завершена
dokončené	закончил
dokončené	завершено
obnovené	возобновил
obnovené	восстановлено
obnovené	восстановлен
obnovené	восстановлены
závislé	зависимости
italia	italia
turecké	турецкие
turecké	турецкая
turecké	турецкий
turecké	турции
ilustrátor	иллюстратор
oblečenie	наряд
oblečenie	одежда
oblečenie	одежды
oblečenie	одежду
oblečenie	одежда
oblečenie	одежду
zima	холодная
zima	холодное
zima	холодный
zima	холодно
zima	холод
zima	зимняя
zima	зимний
zima	зима
zima	винтер
zima	зимние
dennis	деннис
dennis	дэннис
java	java
mpeg	mpeg
nomináciu	назначение
nomináciu	выдвижение
nomináciu	номинации
povstalcov	мятежники
povstalcov	повстанцы
povstalcov	повстанцев
kresťania	христиане
kresťania	христиан
columbus	колумб
jednotné	единая
jednotné	объединенная
jednotné	единого
jednotné	единое
jednotné	сингл
jednotné	форму
jednotné	униформа
jednotné	форма
parsons	парсонс
železné	железа
železné	утюг
železné	железо
železné	железный
pen	перо
pen	пен
pen	ручка
pen	ручку
jadrá	ядра
jadrá	ядер
campo	кампо
atlantic	атлантик
atlantic	атлантике
suché	сухая
suché	сухие
suché	сухой
opraviť	ремонт
opraviť	исправить
opraviť	починить
opraviť	правильно
opraviť	исправить
opraviť	правильное
opraviť	правильный
snehu	снег
snehu	сноу
snehu	снега
gaga	гага
známu	известные
známu	известное
známu	известный
známu	известен
známu	известная
url	url
url	url
civilistov	гражданские
závody	гонки
zbory	хоры
bruseli	брюсселе
bruseli	брюссель
predpoklady	предпосылки
predpoklady	предположения
predpoklady	допущения
zimy	уинтерс
zimy	зимы
stratu	потери
stratu	потеря
stratu	утрата
montana	монтана
blake	блейк
blake	блэйк
tunela	тоннель
tunela	туннель
teoretický	теоретические
teoretický	теоретической
trofej	трофей
jeruzaleme	иерусалим
zásadne	принципиально
kultúr	культур
kultúr	культуры
plná	полный
plná	полные
plná	полное
plná	полного
plná	полная
stavali	построенный
stavali	построено
stavali	построена
stavali	построенные
stavali	построен
stavali	построили
námorníctvo	флот
riadiť	управляемые
riadiť	управлять
mladšie	младшая
mladšie	моложе
učiteľka	учитель
učiteľka	преподаватель
učiteľka	учительница
pivo	пива
pivo	пиво
pivo	эля
pivo	эль
jednotný	единая
jednotný	объединенная
jednotný	единого
jednotný	единое
jednotný	форму
jednotný	униформа
jednotný	форма
jednotný	сингл
pripojený	придает
pripojený	прилагается
pripojený	связаны
pripojený	онлайн
pripojený	online
münchen	münchen
stiahnuť	загрузка
stiahnuť	загрузить
stiahnuť	скачать
obľúbený	любимое
obľúbený	любимая
obľúbený	любимые
obľúbený	любимый
obľúbený	любимая
obľúbený	любимое
obľúbený	любимые
obľúbený	любимый
biskupský	епископальной
evanjelium	евангелие
craig	крейг
kvalitné	качество
korisť	добыча
korisť	добычу
korisť	добыча
korisť	добычу
pozemky	участки
pozemky	участков
pozemky	земли
pozemky	земельный
pozemky	land
pozemky	земля
pozemky	участки
pozemky	посылки
male	мале
stály	устойчивый
stály	стабильный
rna	рнк
prototypy	прототипов
jadrové	ядерная
jadrové	ядерные
kov	металла
kov	метал
kov	metal
kov	металлические
kov	металл
rola	роль
rola	роли
písania	набрав
písania	печатать
písania	ввод
pečene	печени
pečene	печень
pete	пита
pete	пит
stupnice	шкалы
stupnice	весы
fsm	фшм
brať	взяв
brať	беру
brať	принимая
brať	возьми
brať	бери
brať	берите
brať	принять
brať	возьмите
brať	взять
symfonický	symphonic
kvalifikáciu	квалификации
kvalifikáciu	квалификация
ušiel	сбежал
ušiel	сбежали
ušiel	сбежала
ušiel	бежали
reforiem	реформы
vstúpiť	войти
vstúpiť	введите
vstúpiť	ввод
kazateľ	проповедник
kazateľ	священник
klein	кляйн
klein	клайн
priechod	проход
telefóny	телефоны
telefóny	телефоны
vonkajšia	открытый
vonkajšia	внешняя
vonkajšia	внешний
vonkajšia	внешнее
vonkajšia	внешние
vonkajšia	внешняя
vonkajšia	внешних
vonkajšia	внешний
cruz	круз
cruz	крус
dobytok	скот
dobytok	скота
dobytok	скот
muzikál	музыкальные
muzikál	музыкальная
muzikál	мюзикл
strachu	страх
zostavy	собрания
zostavy	сборки
zostavy	ассамблеи
zostavy	собраний
zostavy	комплекты
zostavy	наборы
zostavy	комплекты
zostavy	наборы
zostavy	отряды
zostavy	опознание
fanúšikovia	поклонники
fanúšikovia	фанаты
plyny	газов
plyny	газы
ryba	рыбка
ryba	рыба
ryba	рыбы
vlákien	волокон
vlákien	волокна
aktivista	активист
nádoby	контейнеров
nádoby	контейнеры
jung	чжон
jung	чон
ľavé	левой
ľavé	слева
ľavé	налево
ľavé	осталось
ľavé	оставил
väzni	заключенных
väzni	заключенные
väzni	заключенных
väzni	заключенные
zoltán	золтан
priehrada	дам
priehrada	плотины
priehrada	гэс
priehrada	водохранилище
kongrese	съезд
kongrese	конгресс
money	money
money	деньги
zranení	потерпевшие
zranení	ранены
zranení	ранен
zranení	ранена
zranení	травмы
zranení	травм
zachovať	сохранять
ministri	вассалы
ministri	министры
ministri	министрами
ministri	министров
mayer	майер
vedeli	знали
vedeli	знала
vedeli	знал
výskumné	исследований
výskumné	исследования
výskumné	исследование
tajomníka	регистратор
tajomníka	секретаря
tajomníka	секретарь
platforma	платформу
platforma	платформы
platforma	платформа
car	машину
car	автомобиль
car	car
car	вагон
car	машина
car	царя
car	царь
príslušné	компетентный
príslušné	компетентным
príslušné	актуально
príslušné	соответствующих
anti	анти
platformy	платформ
platformy	платформы
platformy	платформу
platformy	платформы
platformy	платформа
brankára	вратарь
preč	ушёл
preč	ушли
preč	ушла
preč	ушел
preč	подальше
preč	прочь
hľadal	искали
islamu	ислам
esperanto	эсперанто
hrobu	могила
hrobu	серьезную
dátumu	свидание
dátumu	дата
christoph	кристоф
hĺbku	глубины
hĺbku	глубина
hĺbku	глубину
hercov	субъектов
hercov	актеры
ohrozený	угрожал
poéziu	стихи
poéziu	поэзия
viditeľný	видна
viditeľný	виден
viditeľný	видны
viditeľný	видимые
viditeľný	видимых
pavlovič	павлович
videa	video
videa	видео
kresby	эскизы
kresby	наброски
kresby	рисунки
kresby	чертежи
rozhodnúť	опт
rozhodnúť	решите
rozhodnúť	решить
podaní	администрация
nápisom	надпись
kube	кубе
kube	кубу
kube	куба
kube	кубы
bolesť	болит
bolesť	боли
bolesť	болью
bolesť	боль
deriváty	производных
konkrétny	конкретные
konkrétny	бетон
konkrétny	конкретное
konkrétny	конкретный
konkrétny	конкретная
originálny	оригинальная
originálny	оригинально
originálny	оригинальные
originálny	первоначального
originálny	оригинальный
originálny	оригинал
komik	комик
obrat	оборот
walker	уолкер
walker	уокер
štvrtého	четвертой
štvrtého	четвертый
štvrtého	четвертое
štvrtého	четвёртая
štvrtého	четвёртый
štvrtého	четвертая
natrvalo	постоянная
natrvalo	постоянное
natrvalo	постоянные
natrvalo	постоянный
natrvalo	постоянно
natrvalo	навсегда
súostrovie	архипелаг
alexandre	александр
ekonomicky	экономически
lúč	луч
lúč	пучок
lúč	ray
lúč	рэй
lúč	рей
orientované	ориентированная
orientované	ориентированное
orientované	ориентированный
prežili	выживших
prežili	выжившие
prežili	выжили
prežili	выжила
prežili	пережил
prežili	выжил
vyšetrovanie	следствие
vyšetrovanie	расследование
vyšetrovanie	расследование
vyšetrovanie	справки
vyšetrovanie	запросы
vyšetrovanie	расследований
vyšetrovanie	расследования
vyšetrovanie	расследование
šachu	шахматы
austin	остин
vinyl	винил
ideálne	идеальная
ideálne	идеал
abc	abc
občan	гражданин
občan	гражданина
cia	цру
cia	цру
disky	диски
disky	дисков
disky	диски
disky	сводит
disky	диски
disky	диски
vzácny	прелесть
vzácny	драгоценных
vzácny	драгоценные
vzácny	драгоценный
vzácny	редкие
vzácny	редко
vzácny	редкий
vzácny	редкая
vzácny	редкость
strauss	штраус
dokonale	идеально
krivka	кривой
krivka	кривая
sláva	известность
sláva	славы
sláva	слава
sláva	славу
sláva	славу
sláva	слава
niektorý	некоторых
niektorý	некоторые
šéf	босс
vasilij	василий
nádor	опухоли
nádor	опухоль
nádor	опухоль
hliníka	алюминия
finančná	финансовых
finančná	финансы
finančná	финансовая
finančná	финансовые
získavajú	набирает
prápor	батальона
prápor	батальон
natočil	снимали
natočil	снято
anjou	анжу
wrestling	борьба
ono	оно
zhrnutie	резюме
zhrnutie	сводка
cestný	дорога
cestný	дорожной
cestný	road
cestný	роуд
huta	хута
varga	варга
