με	עם
προηγούμενα	קודמים
γράφεται	מאוית
επίσκεψη	בקרי
επίσκεψη	ביקור
διακοπή	לשבור
διακοπή	הפסקה
αποδοχή	מקבל
αποδοχή	קבלת
αποδοχή	התקבלה
αποδοχή	התקבל
αποδοχή	קיבל
αποδοχή	שהתקבלו
αποδοχή	מקובלת
αποδοχή	מקובל
αποδοχή	קבלה
αποδοχή	השלמה
αποδοχή	לקבל
αποδοχή	קבל
αποδοχή	קבלי
προστέθηκε	הוסיף
προστέθηκε	נוספו
προστέθηκε	נוספה
προστέθηκε	הוסיפה
προστέθηκε	נוסף
άφιξη	הגעה
άφιξη	ההגעה
κυνήγι	האנט
κυνήγι	ציד
κυνήγι	צייד
χριστιανούς	נוצרים
χριστιανούς	הנוצרים
πλεονέκτημα	יתרון
πληθυσμούς	אוכלוסיות
κόκκινη	רד
κόκκινη	אדום
κόκκινη	אדומים
κόκκινη	אדומה
επιστημονικά	מדעי
μουσικές	מחזמר
μουσικές	מוזיקלי
μουσικές	מוסיקלי
μοναχός	מונק
μοναχός	נזיר
μισέλ	מישל
μισέλ	מישל
πρόθεση	כוונה
πρόθεση	כוונה
πρόθεση	כוונת
ψάρια	דג
ψάρια	פיש
ψάρια	דגים
μπιλ	ביל
μπιλ	שביל
παλαιότερο	הבכור
τέξας	טקסס
κανονικό	רגילה
κανονικό	סדיר
κανονικό	רגיל
κανονικό	קבוע
κανονικό	נורמלי
κανονικό	נורמליות
κανονικό	נורמאלי
κανονικό	רגיל
κανονικό	נורמלית
διάσημο	מפורסם
διάσημο	מפורסמים
διάσημο	המפורסם
διάσημο	מפורסמות
διάσημο	מפורסמת
εξασφάλισε	מאובטחת
εξασφάλισε	מאובטח
τζόνσον	ונסון
κόστα	קוסטה
τζαμί	המסגד
τζαμί	מסגד
πάλη	היאבקות
πάλη	מאבק
πάλη	הילחם
πάλη	להילחם
θαλάσσια	ימית
θαλάσσια	נחת
αδυναμία	חולשה
οχυρό	מעוז
οχυρό	מבצר
οχυρό	מבצר
οχυρό	פורט
μαθηματική	מתמטית
μαθηματική	מתמטי
τόνι	טוני
τόνι	טוני
μελετητές	מלומדים
αγορές	קניות
αγορές	רכישות
αγορές	שווקים
σύμπλεγμα	מקבץ
σύμπλεγμα	אשכול
αδερφή	אחותי
αδερφή	אחות
σαμόα	סמואה
επιστρέφοντας	מחזירה
εργάτες	עובדים
εργάτες	פועלות
εργάτες	פועלים
βασισμένο	מבוסס
φόρμουλα	הנוסחה
φόρμουλα	נוסחה
φόρμουλα	פורמולה
συντεταγμένες	קואורדינטות
έρχονται	בא
έρχονται	מגיע
έρχονται	באה
έρχονται	באים
λόγοι	סיבות
προσβολή	עלבון
πληθυσμοί	אוכלוסיות
λύσεις	פתרונות
ανεξάρτητες	עצמאית
ανεξάρτητες	עצמאי
ανεξάρτητες	עצמאיות
ανεξάρτητες	עצמאיים
ανεξάρτητες	בעצמאות
συμπεριλαμβανομένης	כולל
κριμαίας	קרים
πτήσεις	טיסות
κρασί	יין
επηρέασε	שנפגע
επηρέασε	הושפע
επηρέασε	מושפעת
επηρέασε	השפיע
επηρέασε	מושפע
νάτριο	נתרן
νάτριο	סודיום
μαργαρίτα	מרגרט
μαργαρίτα	מרגריטה
μαργαρίτα	דייזי
μαργαρίτα	מרגריטה
πόρτο	פורטו
αφροδίτη	אפרודיטה
αφροδίτη	ונוס
αφροδίτη	נוגה
αποδεκτή	מקובלים
αποδεκτή	מקובל
αποδεκτή	מתקבל
αποδεκτή	מקובלת
αποδεκτή	התקבלה
αποδεκτή	התקבל
αποδεκτή	קיבל
αποδεκτή	שהתקבלו
αποδεκτή	מקובלת
αποδεκτή	מקובל
οποιονδήποτε	מישהו
απονομή	הענקת
σύμπαν	יקום
σύμπαν	היקום
σύμπαν	קוסמוס
συντάκτες	עורכים
συντάκτες	סופרים
διαταραχή	הפרעה
διαταραχή	הפרעה
σαίξπηρ	שייקספיר
συνεισφορές	תרומות
επιστημονικό	מדעי
μαίρη	מרי
μαίρη	מארי
ακριβή	מדוייק
ακριβή	מדויק
ακριβή	מדויקת
ακριβή	מדוייק
ακριβή	מדויק
ακριβή	מדויקים
ακριβή	מדויקת
ακριβή	יקרה
ακριβή	יקרים
ακριβή	יקרות
ακριβή	יקר
σιδηροδρομικός	רכבת
πόδι	פוט
πόδι	רגל
πόδι	רגל
παρκ	תחנה
παρκ	פארק
βρυξέλλες	בריסל
ροπή	מומנט
άνθη	פרחים
αστέρι	כוכב
αστέρι	כוכבת
αστέρι	סטאר
συμμετέχοντες	משתתפים
συμμετέχοντες	משתתפים
συμμετέχοντες	נוכחים
συνέβαλε	תרם
δωμάτιο	חדר
δωμάτιο	החדר
δωμάτιο	חדרה
πάσχα	פסח
πάσχα	הפסחא
πάσχα	פסחא
βοηθά	עוזר
βοηθά	מסייע
βοηθά	מסייעת
συμφώνησε	מסכימה
συμφώνησε	מוסכם
συμφώνησε	הסכים
συμφώνησε	מסכים
δημόσιες	ציבורית
δημόσιες	ציבורי
δημόσιες	ציבור
δημόσιες	הציבור
ανθρώπινα	אנוש
ανθρώπινα	אנושי
ανθρώπινα	אדם
φτερά	נוצות
φτερά	כנפי
φτερά	כנפיים
απαγόρευση	האיסור
απαγόρευση	איסור
απαγόρευση	באן
αίθουσες	חדרים
αίθουσες	במסדרונות
αίθουσες	אולמות
επιβάτες	נוסעים
επιβάτες	הנוסעים
υιός	בני
υιός	בן
αξιωματικοί	קצינים
αξιωματικοί	שוטרים
φιλοξενεί	מארחים
φιλοξενεί	מארח
σερβικά	סרבי
διάλυμα	פיתרון
διάλυμα	פתרון
διάλυμα	הפתרון
καύσης	בעירה
σύνολα	סדרות
σύνολα	סטים
διάδοχο	יורש
αξίες	הערכים
αξίες	ערכים
δημοφιλή	פופולרי
δημοφιλή	אהוד
δημοφιλή	פופולרית
δημοφιλή	פופולריים
δημοφιλή	פופולריות
δημοφιλή	פופולרי
δημοφιλή	פופולריות
δημοφιλή	פופולריים
εξορία	הגלות
εξορία	גלות
ανατροπή	חתרנות
ανατροπή	טוויסט
ανατροπή	תפנית
επιλογές	אפשרויות
επιλογές	אופציות
επιλογές	ברירות
επιλογές	בחירות
τόμ	טום
τόμ	תום
φωνές	קולות
θεωρητικά	תאורטית
θεωρητικά	תיאורטית
θεωρητικά	תיאורטי
θεωρητικά	תאורטית
θεωρητικά	תיאורטית
ενότητες	מודולים
ενότητες	מחלקות
ενότητες	חלקים
αντιπολίτευση	האופוזיציה
αντιπολίτευση	התנגדות
υποψήφιοι	המועמדים
υποψήφιοι	מועמדות
υποψήφιοι	מועמדים
υποψήφιοι	מועמדים
θρησκευτικό	דתיות
θρησκευτικό	דת
θρησκευτικό	דתי
θρησκευτικό	דתית
θρησκευτικό	דתיים
τελειώνει	מסתיים
τελειώνει	מסתיימת
φορτίο	עומס
φορτίο	טען
φορτίο	לטעון
φορτίο	מטען
φορτίο	המשלוח
αφιερωμένο	מסורה
αφιερωμένο	מסור
αφιερωμένο	הקדיש
αφιερωμένο	מוקדש
αφιερωμένο	מסורה
αφιερωμένο	ייעודי
ακμή	אקנה
γαλαξίας	גלקסי
γαλαξίας	הגלקסיה
γαλαξίας	גלקסיה
ιωάννα	יוהנה
ατλέτικο	אתלטיקו
ατλέτικο	אתלטיקו
παίζοντας	משחקת
παίζοντας	משחק
παίζοντας	מנגן
πολίτη	האזרח
πολίτη	אזרחית
πολίτη	אזרח
συνδέσμους	קישורים
αριστοτέλη	אריסטו
ελάχιστο	מינימום
ελάχιστο	המינימום
ελάχιστο	מינימלי
ελάχιστο	מינימלית
γυρίσματα	מצלם
γυρίσματα	ירי
επίλυση	פתור
επίλυση	נחישות
επίλυση	לפתור
επίλυση	לפתור
κεντρικός	סנטרל
κεντρικός	מרכזית
κεντρικός	מרכז
κεντρικός	מרכזי
κουλτούρα	תרבות
κουλτούρα	התרבות
προφήτη	נביא
προφήτη	הנביא
πτηνά	עופות
πτηνά	ציפורים
βρετανικά	בריטים
βρετανικά	בריטי
βρετανικά	בריטית
χαρτί	נייר
χαρτί	עיתון
σετ	סט
σετ	הסט
σετ	קבע
σετ	הגדר
σετ	סדרות
σετ	סטים
σημειώθηκε	נרשם
σημειώθηκε	ציין
σημειώθηκε	נרשמה
σημειώθηκε	צוין
χάρις	הריס
χάρις	האריס
φαραώ	הפרעונים
φαραώ	פרעה
εξαιρετική	מעולה
εξαιρετική	מצוין
εξαιρετική	מצויין
τρόφιμα	מזון
τρόφιμα	אוכל
τρόφιμα	מאכל
τρόφιμα	מזון
τρόφιμα	מזונות
τρόφιμα	מאכלים
συνδέθηκε	מקושר
συνδέθηκε	מחוברים
συνδέθηκε	מחובר
συνδέθηκε	מחוברת
χρήσιμο	שימושית
χρήσιμο	מועיל
χρήσιμο	שימושיות
χρήσιμο	שימושיים
χρήσιμο	שימושי
χρήσιμο	עוזר
χρήσιμο	מסייע
χρήσιμο	מועיל
χρήσιμο	מועילה
άλατα	מלחי
προσδιορισμός	נחישות
εργατικό	הלייבור
ποταμών	נהרות
ποταμών	ריברס
ανοιχτό	לפתוח
ανοιχτό	פתח
ανοιχτό	פתוחים
ανοιχτό	פתחי
ανοιχτό	פתוחה
ανοιχτό	פתוח
θετική	חיובית
θετική	חיובי
θετική	חיוביות
καλύπτεται	מכוסה
καλύπτεται	מכוסים
καλύπτεται	מקורה
καλύπτεται	כיסה
πέμπτο	החמישי
πέμπτο	חמישית
πέμπτο	חמישי
χαμηλό	שפל
χαμηλό	נמוך
χαμηλό	נמוכה
παράταση	הרחבה
παράταση	שלוחה
παράταση	הארכה
κυμαίνεται	טווחי
βλάστηση	צמחייה
κατάλληλα	ראוי
κατάλληλα	מתאים
κατάλληλα	הולם
κατάλληλα	מתאימה
κατάλληλα	הולמת
κατάλληλα	מתאים
κατάλληλα	מתאימה
εβραϊκή	עברית
εβραϊκή	בעברית
αποστάσεις	מרחקים
ομόνοια	קונקורד
αστική	עירונית
αστική	עירוני
οδηγία	הנחיה
οδηγία	הנחייה
μεταφορών	תחבורה
μεταφορών	הובלה
στιούαρτ	סטיוארט
στιούαρτ	סטיוארט
στιούαρτ	סטוארט
έντομα	חרקים
έντομα	באגים
έντομα	חרקים
έντομα	באגס
θείου	גופרית
αθλητισμός	ספורט
αθλητισμός	ספורט
δουλεύει	פועל
δουλεύει	יצירות
δουλεύει	עובדת
δουλεύει	עובד
λειτουργικό	הפעלה
λειτουργικό	מתפקד
λειτουργικό	פונקציונלי
λειτουργικό	תפקודי
λειτουργικό	מבצעית
λειτουργικό	מבצעי
μόριο	מולקולה
γουινέας	גיני
γουινέας	גינאה
σοβαρό	רצינית
σοβαρό	רציניים
σοβαρό	רציני
παρατηρηθεί	נצפו
παρατηρηθεί	מציינים
σκάκι	שחמט
σκάκι	שח
ποτάμι	ריבר
ποτάμι	הנהר
ποτάμι	נהר
θεότητα	האלוהות
σπυρίδων	ספירידון
αρέσει	לייקים
αρέσει	אוהב
διάγραμμα	תרשים
διάγραμμα	גרף
διάγραμμα	תרשים
διάγραμμα	טבלה
διάγραμμα	הגיליון
πεδιάδα	מישור
ονόματι	בשם
αρμενία	ארמניה
περνάει	עובר
ποσειδώνα	פוסידון
ποσειδώνα	נפטון
σκέψης	חושבת
σκέψης	חשיבה
σκέψης	חושב
τραυματίες	נפצעו
τραυματίες	פצוע
τραυματίες	פצועים
τραυματίες	נפצע
τραυματίες	פצועה
τραυματίες	פצועה
τραυματίες	נפצע
τραυματίες	פצועים
τραυματίες	פצוע
κορίνθου	קורינת
σμήνος	מקבץ
σμήνος	אשכול
σμήνος	טייסת
σμήνος	נחיל
αναγνώστες	קוראים
αναγνώστες	הקוראים
ιιι	iii
ιιι	השלישי
διπλωμάτης	דיפלומט
απολύτως	לגמרי
απολύτως	לחלוטין
απολύτως	בהחלט
αρχαιολογική	ארכיאולוגי
χιλή	ילה
σαράντα	ארבעים
σαράντα	forty
ασθένειες	מחלות
αίτια	גורם
αίτια	סיבות
άγρια	פראי
άγρια	פרוע
άγρια	פרא
μαρίνα	מרינה
πτέρυγα	וורד
πτέρυγα	כנף
πτέρυγα	אגף
υποψήφια	המועמד
υποψήφια	מועמדת
υποψήφια	מועמד
εκμετάλλευση	ניצול
εκμετάλλευση	מחזיקים
εκμετάλλευση	מחזיקה
εκμετάλλευση	מחזיק
ανώτατη	עליון
ανώτατη	העליון
σοσιαλιστικό	הסוציאליסטית
σοσιαλιστικό	סוציאליזם
διάσημος	מפורסם
διάσημος	מפורסמים
διάσημος	המפורסם
διάσημος	מפורסמות
διάσημος	מפורסמת
διάσημος	מפורסם
διάσημος	סלבריטי
διάσημος	סלב
νυν	זרם
νυν	הנוכחית
νυν	נוכחית
νυν	נוכחי
συνεχίζεται	ממשיכה
συνεχίζεται	ממשיך
συνεχίζεται	ממשיכים
συνεχίζεται	ממשיך
συνεχίζεται	המשיך
συνεχίζεται	המשיכה
χτισμένο	בנויה
χτισμένο	נבנתה
χτισμένο	נבנה
χτισμένο	בנה
χτισμένο	בנוי
προετοιμασία	הכנות
προετοιμασία	ההכנה
προετοιμασία	הכנה
προετοιμασία	הכן
προετοιμασία	מתכוננת
προετοιμασία	מתכוננים
προετοιμασία	מתכונן
προετοιμασία	מכין
τουρκικό	טורקית
τουρκικό	טורקי
αξιοθέατα	אטרקציות
αξιοθέατα	כוונת
αξιοθέατα	מראות
σύγχυση	בלבול
σύγχυση	מבולבלת
σύγχυση	מבולבל
σύγχυση	מבולבלים
σύγχυση	מבלבל
σύγχυση	מבלבלת
μάρτυρες	עדים
καβάλα	רכיבה
καβάλα	לרכב
καβάλα	נסיעה
καβάλα	הסעה
βιολί	כינור
αγάλματα	פסלים
μάθει	למדתי
μάθει	למד
μάθει	למדה
ντέιβις	דייוויס
ντέιβις	דיוויס
ντέιβις	דייויס
ντέιβις	דייוויס
ντέιβις	דיוויס
ντέιβις	דייויס
σπαρτιάτες	ספרטנים
δίπλωμα	רישיון
δίπλωμα	הרישיון
κόλπος	פות
κόλπος	וגינה
κόλπος	נרתיק
κόλπος	תהום
κόλπος	מפרץ
κόλπος	מפרץ
ιδεολογία	אידיאולוגיה
κατερίνα	קתרינה
κατερίνα	קטרינה
κατερίνα	קתרין
οξέα	חומצות
ματ	מט
ματ	מאט
ματ	מט
ματ	שחמט
ίση	שוות
ίση	שווים
ίση	שווה
μίλαν	מילאנו
μίλαν	מילאן
οδυσσέας	אודיסאוס
οδυσσέας	אודיסאוס
οδυσσέας	יוליסס
οδυσσέας	אודיסיאה
συνασπισμός	הקואליציה
συντάκτης	העורך
συντάκτης	עורך
συντάκτης	עורכת
συντάκτης	סופרת
συντάκτης	מחבר
συντάκτης	סופר
συντάκτης	שחיבר
τρόπαιο	גביע
τρόπαιο	הגביע
αυγά	ביצים
αυγά	אגס
σέρβοι	סרבים
σέρβοι	הסרבים
στρατόπεδα	מחנות
κεφάλαια	קרנות
κεφάλαια	כספים
κεφάλαια	פרקים
ζώο	בהמה
ζώο	חיה
χλωρίδα	פלורה
καθορίζει	קובע
καθορίζει	מגדיר
μέταλλο	מטאל
μέταλλο	מתכות
μέταλλο	מתכת
ένταξη	אינטגרציה
ντο	פלוני
ντο	דו
μοίρες	טייסות
μοίρες	מעלות
μοίρες	תארים
δηλώσεις	הצהרות
δηλώσεις	הצהרות
στενό	צר
στενό	צרה
στενό	צמצם
στενό	צמצום
τόποι	מקומות
τόποι	למקומות
ελαφρώς	במעט
ελαφρώς	מעט
ελαφρώς	במקצת
διπλή	מכפיל
διπλή	כפול
διπλή	דאבל
διπλή	זוגי
αστρονομία	אסטרונומיה
κορίτσια	בנות
κορίτσια	נערות
κορίτσια	ילדות
ακόλουθες	עוקבים
ακόλουθες	עוקבת
ακόλουθες	עוקב
τετράγωνο	סקוור
τετράγωνο	כיכר
τετράγωνο	ריבוע
τετράγωνο	מרובע
τετράγωνο	ריבוע
τετράγωνο	בריבוע
τετράγωνο	חסימה
τετράγωνο	בלוק
τετράγωνο	חסום
τετράγωνο	לחסום
αέρια	גז
αέρια	דלק
αέρια	גזים
έκτη	שישי
έκτη	שישית
έκτη	השישית
έκτη	השישי
πάολο	פאולו
πάολο	פאולו
μεταρρύθμιση	רפורמה
καθημερινά	יומיומי
καθημερινά	יומית
καθημερινά	יומי
καθημερινά	דיילי
αίγυπτος	מצריים
αίγυπτος	מצרים
αισθητική	אסתטיקה
αισθητική	אסתטי
ποιητική	פיוטי
ποιητική	פואטי
αναμένεται	צפוי
αναμένεται	ציפיתי
αναμένεται	צפויה
αναμένεται	ציפה
όνειρο	חלום
όνειρο	החלום
όνειρο	לחלום
στόμα	מאות
χονγκ	הונג
νατρίου	נתרן
νατρίου	סודיום
δικαιοσύνη	הצדק
δικαιοσύνη	צדק
στιγμές	moments
στιγμές	הרגעים
στιγμές	רגעים
τερματοφύλακας	שוער
τερματοφύλακας	שוער
περιστροφή	סובב
περιστροφή	מסתובב
περιστροφή	מסתובבת
περιστροφή	ציר
περιστροφή	סבב
περιστροφή	סיבוב
περιστροφή	ספין
μμε	מדיה
μμε	תקשורת
αρχιτέκτονες	אדריכלים
αρχιτέκτονες	אדריכל
γραμματέα	מזכיר
γραμματέα	המזכירה
γραμματέα	המזכיר
γραμματέα	מזכירה
πυρήνας	ליבה
πυρήνας	ליבת
πυρήνας	הליבה
πυρήνας	גרעין
πυρήνας	הגרעין
πυρήνας	גרעין
επανάληψη	חזור
επανάληψη	חוזר
υιοθετήθηκε	מאומץ
υιοθετήθηκε	אימוץ
υιοθετήθηκε	מאומצת
περιπέτειες	הרפתקאות
καλαμάτα	קלמטה
αναπαραγωγή	פלייבק
αναπαραγωγή	השמעה
αναπαραγωγή	רבייה
αναπαραγωγή	הרבייה
αναπαραγωγή	רבייה
ενιαία	יחיד
ενιαία	סינגל
ενιαία	רווקה
ενιαία	רווק
οχήματα	רכבים
μπολόνια	נקניק
ταλέντο	כישרון
ταλέντο	כשרון
ταλέντο	מוכשרים
ταλέντο	מוכשר
ταλέντο	מוכשרת
μπάντα	הלהקה
μπάντα	להקה
τουρισμού	תיירות
δακτύλιο	צלצל
δακτύλιο	טבעת
ποσοστά	אחוזים
σήματα	אותות
σήματα	תגים
πέτρο	פיטר
πέτρο	פטרוס
πέτρο	פטר
πέτρο	פטרו
αποδειχθεί	מוכחת
αποδειχθεί	מוכח
αποδειχθεί	הוכח
διαγραφεί	נמחקו
διαγραφεί	נמחקה
διαγραφεί	נמחק
ραδιόφωνο	רדיו
γλύπτης	פסל
γλύπτης	פיסול
ατομική	הפרט
ατομική	אטומי
άρθουρ	ארתור
συστατικό	הרכיב
συστατικό	רכיב
συστατικό	מרכיב
κουζίνα	המטבח
κουζίνα	מטבח
κουζίνα	המטבח
κουζίνα	מטבח
στρώμα	שכבה
στρώμα	מזרן
νόμοι	חוקים
αυξάνει	מגביר
στήριξη	תמיכה
στήριξη	תומך
στήριξη	התמיכה
σκληρή	אכזריות
σκληρή	אכזר
σκληρή	אכזרי
σκληρή	אכזרית
σκληρή	קשה
σκληρή	קשיח
σκληρή	קשוח
σκληρή	קשה
σκληρή	קשוחים
σκληρή	קשוחה
σκληρή	נוקשה
νομικός	חוקי
νομικός	משפטי
νομικός	חוקית
νομικός	חוקיים
νομικός	חוקיות
λουκά	לוקאס
λουκά	לוקס
μειώνεται	פוחת
στρώματα	שכבות
στρώματα	מזרנים
κωδικό	סיסמה
κωδικό	סיסמא
κωδικό	הסיסמה
εβραίους	יהדות
εβραίους	יהודים
μαλλιά	שיער
μαλλιά	שערה
χριστιανός	כריסטיאן
χριστιανός	נוצרי
χριστιανός	נצרות
ναπολέων	נפוליאון
ειδικός	מומחה
ειδικός	מומחית
ειδικός	מומחה
ειδικός	מומחית
παιδικά	ילדות
άργος	ארגוס
αναγνωρίζεται	זוהה
αναγνωρίζεται	מזוהה
αναγνωρίζεται	מוכר
αναγνωρίζεται	מוכרת
αναγνωρίζεται	מזוהה
βούλγαροι	בולגרים
βούλγαροι	בולגריה
βούλγαροι	בולגרית
δημοσιογράφοι	עיתונאים
δημοσιογράφοι	כתבים
δημοσιογράφοι	עיתונאים
θωμάς	תומאס
ζητώντας	שואלת
ζητώντας	שואל
ζητώντας	מבקש
αμμοχώστου	פמגוסטה
συνδέσεις	חיבורים
συνδέσεις	קשרים
συνδέσεις	קישורים
εκτελέστηκε	להורג
πιερ	פייר
εργαστήρια	סדנאות
εργαστήρια	מעבדות
έντονες	אינטנסיבי
παλαιστής	מתאבק
μετανάστες	מהגרים
μετανάστες	מהגרים
δοκιμές	משפטים
δοκιμές	מבחנים
δοκιμές	בדיקות
δοκιμές	בדיקה
δοκιμές	בדיקות
μυαλό	מוח
μυαλό	המוח
μυαλό	מח
μυαλό	אכפת
μυαλό	מוח
μυαλό	מוחות
μπεν	בן
αποφυγή	מתחמק
αποφυγή	הימנעות
αποφυγή	מתחמקת
αποφυγή	להימנע
αποφυγή	להמנע
αποφυγή	הימנעות
εγκατασταθεί	התקין
εγκατασταθεί	מותקן
φυγή	טיסה
ψήφοι	הצבעות
ψήφοι	קולות
αρνητική	שליליות
αρνητική	שלילי
αρνητική	שלילית
χορωδία	מקהלה
χορωδία	מקהלה
ερώτηση	השאלה
ερώτηση	שאלה
αγόρασε	קנה
αγόρασε	קנייה
αγόρασε	תקנה
αγόρασε	קונים
αγόρασε	לקנות
αγόρασε	קנה
αγόρασε	קנתה
αγόρασε	קנית
αγόρασε	נקנתה
αγόρασε	נקנה
μπράουν	בראון
μπράουν	חומה
μπράουν	חומות
μπράουν	חום
μπράουν	בראון
τραυματίστηκε	נפצעו
τραυματίστηκε	פצוע
τραυματίστηκε	פצועים
τραυματίστηκε	נפצע
τραυματίστηκε	פצועה
χιλής	ילה
μαθητών	האישונים
εύκολη	בקלות
εύκολη	קל
εύκολη	קלות
εύκολη	לאט
πιέρ	פייר
θύμα	קורבן
θύμα	קרבן
παρατηρητής	צופה
παρατηρητής	הצופה
παρατηρητής	משקיף
ψυχολογία	פסיכולוגיה
προσπαθώντας	משתדלת
προσπαθώντας	מנסה
προσπαθώντας	משתדל
φρανσίσκο	פרנסיסקו
κληρονομιά	המורשת
κληρονομιά	מורשת
κληρονομιά	הירושה
κληρονομιά	ירושה
κληρονομιά	מורשת
εποπτεία	השגחה
εποπτεία	פיקוח
εποπτεία	השגחה
εποπτεία	פיקוח
κύριοι	רבותיי
αναγνώστη	קורא
απόκτηση	רכישה
διαταραχές	הפרעה
ανοίγει	פותח
ανοίγει	נפתח
ανοίγει	נפתחת
μεσιέ	מסייה
χειρουργική	ניתוח
χειρουργική	כירורגיה
χειρουργική	כירורגיה
χειρουργική	כירורגי
χειρουργική	כירורגית
εποχές	עונות
διαμονής	מגורים
ιούνιος	יוני
λένιν	לנין
σύμφωνο	עיצור
σύμφωνο	עיצורים
δράσεις	מעשים
δράσεις	פעולות
λιθουανίας	ליטא
τήξης	נמס
τήξης	נמסה
διατάξεις	אספקה
συναίνεση	קונצנזוס
συναίνεση	הסכמה
συναίνεση	ההסכמה
συναίνεση	הסכמה
κόπα	קופה
ασθενής	המטופל
ασθενής	חולה
ασθενής	מטופלת
ασθενής	מטופל
χωριών	הכפרים
χωριών	כפרים
χριστός	ישו
χριστός	המשיח
δυστύχημα	תאונה
άνδρας	זכר
μεχμέτ	מהמט
μεχμέτ	מהמט
επισκέφθηκε	ביקרת
επισκέφθηκε	ביקר
επισκέφθηκε	ביקור
επισκέφθηκε	ביקרה
επισκέφθηκε	ביקרו
ειρηνικό	פסיפיק
ειρηνικό	השקט
ειρηνικό	שלווים
ειρηνικό	שליו
ειρηνικό	שלווה
κιθαρίστας	גיטריסט
αντιστοιχούν	להתכתב
τυπικό	אופיינית
τυπικό	טיפוסית
τυπικό	טיפוסי
τυπικό	אופייני
σχήματα	צורות
ξαφνικά	לפתע
ξαφνικά	פתאום
πέτρες	אבנים
πέτρες	אבנים
πέτρες	סלעים
καθοδήγηση	הנחייה
καθοδήγηση	הדרכה
καθοδήγηση	הנחיה
εξηγεί	מסבירה
εξηγεί	מסביר
καναδάς	קנדה
ανάγκασε	כפייה
ανάγκασε	הכריח
ανάγκασε	כפה
ανάγκασε	מאולץ
οπαδοί	מעריצים
οπαδοί	אוהדי
οπαδοί	האוהדים
οπαδοί	אוהדים
οργανικές	אורגני
οργανικές	אורגניות
οργανικές	אורגניים
οργανικές	אורגנית
θείος	דוד
θείος	הדוד
ανώτερη	ממונה
ανώτερη	עליונות
ανώτερη	נעלה
μεταφερθεί	הועברה
μεταφερθεί	הועברו
μεταφερθεί	הועבר
μετρήσεις	מדדים
μετρήσεις	ערכים
μετρήσεις	מדידות
μετρήσεις	מידות
μετρήσεις	מדידה
μπαχ	באך
μετανάστευση	הגירה
μετανάστευση	הגירה
μετανάστευση	הנדידה
μετανάστευση	הגירה
μετανάστευση	ההגירה
βαυαρίας	בוואריה
τέιλορ	טיילור
εγκλήματα	פשעים
δημοσιεύθηκε	פורסם
δημοσιεύθηκε	פורסמה
δημοσιεύθηκε	פרסמה
δημοσιεύθηκε	פרסמו
δημοσιεύθηκε	פרסם
δημοσιεύθηκε	פורסם
δημοσιεύθηκε	פרסם
πτέρυγες	מחלקות
πτέρυγες	כנפי
πτέρυγες	כנפיים
επόμενος	הבא
παραβίαση	הפרה
παραβίαση	הפרה
παραβίαση	פרצת
παραβίαση	פירצה
πρωτόκολλο	פרוטוקול
πρωτόκολλο	הפרוטוקול
βασιλέων	המלכים
βασιλέων	מלכים
μάλτα	מלטה
πειράματα	ניסויים
μακ	מאק
μακ	mac
μακ	מק
μακ	מאק
μακ	מק
παρακολούθηση	ניטור
παρακολούθηση	צג
παρακολούθηση	מוניטור
παρακολούθηση	מעקב
παρακολούθηση	מעקבים
προϋποθέσεις	תנאי
προϋποθέσεις	תנאים
ανακαλύπτει	מגלה
αρνητικά	שליליות
αρνητικά	שלילי
αρνητικά	שלילית
διατηρήσει	לתחזק
μαζική	מאסיב
μαζική	מסיבית
μαζική	מסיבי
λαών	עמים
ζωντανή	בחיים
ζωντανή	חי
ετήσιο	השנתי
ετήσιο	שנתי
ετήσιο	שנתית
στάνταρ	סטנדרטים
στάνταρ	סטנדרט
στάνταρ	סטנדרטי
στάνταρ	תקן
δυσκολία	קשיים
δυσκολία	הקושי
δυσκολία	קושי
χρειαζόταν	דרושים
μόνιμο	קבועה
μόνιμο	קבוע
άλφρεντ	אלפרד
βαλκάνια	הבלקן
καθαρό	רשת
καθαρό	נטו
καθαρό	נקיה
καθαρό	נקייה
καθαρό	נקי
δρόμοι	הכבישים
δρόμοι	דרכים
δρόμοι	כבישים
δρόμοι	הרחובות
δρόμοι	רחובות
αφιερωμένη	מסור
αφιερωμένη	הקדיש
αφιερωμένη	מוקדש
αφιερωμένη	מסורה
αφιερωμένη	ייעודי
πώληση	מוכרת
πώληση	מוכר
πώληση	המכירה
πώληση	מכירה
ελάχιστες	מינימום
ελάχιστες	המינימום
κύρος	יוקרה
κύρος	תוקף
ουρανού	שמיים
ουρανού	סקיי
ουρανού	שמים
ουρανού	השמים
δύσκολα	קשה
δύσκολα	קשים
επιλέχθηκε	נבחר
επιλέχθηκε	נבחרים
επιλέχθηκε	הנבחר
επιλέχθηκε	נבחרו
επιλέχθηκε	נבחר
επιλέχθηκε	נבחרים
επιλέχθηκε	שנבחר
επιλέχθηκε	נבחרו
επιλέχθηκε	נבחרה
συνεχής	מתמשך
συνεχής	רציף
δείκτη	מדד
δείκτη	אינדקס
κουτί	ארגז
κουτί	קופסא
κουτί	תיבה
κουτί	קופסה
πόρτα	הדלת
πόρτα	דלת
σκόραρε	קלע
σκόραρε	הבקיע
αναδρομή	נסיגה
αναδρομή	פלאשבק
αρχαιολογία	ארכיאולוגיה
