آقایان	gentlemen
بالتیمور	baltimore
بعدا	kemudian
بعدا	nanti
ملوک	maluku
اولاً	ula
تسهیلات	utilitas
تسهیلات	keperluan
نژادپرستی	rasisme
اینتل	intel
استرس	stres
استرس	stress
استرس	stres
استرس	stress
استرس	tertekan
ناب	nab
ناب	gemerlap
ناب	berkilau
ناب	berkilauan
ناب	murni
ناب	pure
مفسر	penerjemah
مفسر	komentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	gurih
بلخی	balkhi
متعارف	konvensional
متعارف	kanonik
متعارف	canonical
متعارف	kanonikal
منار	minar
بیهوده	sia
بیهوده	kesombongan
بیهوده	vanity
بیضی	oval
بیضی	elips
کمرنگ	pale
کمرنگ	pucat
اور	orr
اور	ori
کلسترول	kolesterol
کلسترول	kolestrol
مدفوع	tinja
مدفوع	bangku
پسته	pistachio
هلیکوپتر	helikopter
هلیکوپتر	helicopter
هلیکوپتر	helo
هلیکوپتر	helikopter
هلیکوپتر	chopper
شیوا	siwa
شیوا	shiva
یونی	ion
گلو	tenggorokan
گلو	kerongkongan
سریالی	berantai
سریالی	serial
ندیده	dilihat
بطن	ventrikel
بطن	ventrikel
بطن	perut
ارسلان	arslan
منو	menno
آهو	kijang
آهو	rusa
آهو	deer
آهو	aho
آهو	kijang
آهو	gazelle
دونتسک	donetsk
منگنز	mangan
برگه	breguet
برگه	lembaran
برگه	sheet
برگه	lembar
کاذب	palsu
کاذب	false
کاذب	salah
جگوار	jaguar
فازی	fase
فازی	fuzzy
امینم	eminem
یوکوهاما	yokohama
جذابیت	attraction
جذابیت	atraksi
جذابیت	dkk
سوفی	sophie
سرگرم	menghibur
ویو	viv
موقتی	sementara
موقتی	temporer
موقتی	sementara
موقتی	temp
ایمی	amy
ایمی	adinda
ایمی	airlangga
روشنگری	pencerahan
روشنگری	mencerahkan
روشنگری	berwawasan
مضر	membahayakan
مضر	berbahaya
هود	hud
هود	kerudung
هود	tudung
هود	hood
فیورنتینا	fiorentina
شلوار	celana
شلوار	celana
سیتروئن	citroën
شکمی	perut
پذیرد	menerima
پذیرد	penerimaan
فاریاب	faryab
سوزوکی	suzuki
گای	cowok
گای	guy
رادیکال	radikal
سنسور	sensor
خازن	kapasitor
لیتل	little
لیتل	kecil
لیتل	sedikit
لیتل	beraktifitas
طیب	tayyip
ورونا	verona
خطاهای	galat
خطاهای	error
خطاهای	kesalahan
خرابی	gagal
خرابی	kegagalan
خرابی	penghancuran
خرابی	pengrusakan
خرابی	kehancuran
خرابی	gagal
بوسه	kecupan
بوسه	ciuman
بوسه	cium
بوسه	cium
بوسه	kiss
بوسه	ciuman
پالمیراس	palmeiras
اعماق	kedalaman
اعماق	sedalam
اعماق	mendalam
اعماق	deep
لاو	lao
لاو	laos
لاو	luv
بخشیده	diampuni
بخشیده	dimaafkan
جنت	janet
کامپایلر	compiler
کامپایلر	kompiler
ونوس	venus
دانته	dante
آقایی	gentleman
فرزانه	bijak
فرزانه	wise
فرزانه	bijaksana
ویستا	vista
اسهال	diare
پرستون	preston
اذعان	mengakui
اذعان	akui
چیدمان	layout
جنگجویان	laskar
جنگجویان	warriors
جنگجویان	pejuang
جنگجویان	prajurit
هروی	hervé
الکترومغناطیس	elektromagnetik
الکترومغناطیس	elektromagnetisme
سجاد	sajjad
کران	tuli
کران	pekak
بازگرداندن	kembalikan
بازگرداندن	mengembalikan
بازگرداندن	pulihkan
بازگرداندن	memulihkan
بازگرداندن	mengembalikan
زاد	zad
زاد	zod
زاد	keturunan
گرومن	grumman
لوران	laurent
پردازی	memroses
پردازی	memproses
پردازی	pemrosesan
پردازی	diproses
پردازی	pengolahan
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
روبن	ruben
حضورش	kehadirannya
حضورش	kehadiran
تزار	tsar
گرانده	grande
پلانک	planck
پلانک	papan
پلانک	plank
رانندگان	pengemudi
رانندگان	driver
ناپولی	neapolitan
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	pejuang
مبارزان	petarung
مبارزان	fighters
مبارزان	petarung
مبارزان	fighter
مبارزان	tempur
ماهه	bulan
اینترناسیونال	internacional
تشریفات	formalitas
تشریفات	formalitas
جوراب	sock
جوراب	socks
جوراب	mukena
سیلور	perak
سیلور	silver
تحرک	gerakan
تحرک	pergerakan
تحرک	mobilitas
شایعه	rumor
شایعه	gosip
لیتیم	lithium
لیتیم	litium
افتد	dicelupkan
افتد	dicelup
خانات	kekhanan
نئو	neo
دفعات	kali
دفعات	times
پیکره	corpus
زار	zar
لطیف	halus
لطیف	latif
الیکایی	wren
ساعتی	jam
محرومیت	perampasan
خورش	rebus
خورش	rebusan
کما	koma
پره	full
پره	kenyang
پره	penuh
بحثش	diskusi
ارتشی	militer
ارتشی	kemiliteran
ارتشی	tentara
ارتشی	army
