το	the
ενεργά	aktivna
ενεργά	aktivni
ενεργά	aktivan
ενεργά	aktivno
τόνους	tona
τόνους	tone
τόνους	tona
τόνους	tone
προηγούμενες	prethodna
προηγούμενες	prethodnim
προηγούμενες	prethodni
προηγούμενες	prethodno
προηγούμενες	prethodnom
προηγούμενες	prethodne
δημοκρατική	demokratski
δημοκρατική	demokratska
παίκτη	igrač
ναυτική	pomorski
αργεντινής	argentina
αργεντινής	argentinac
εισήγαγε	uvedeno
εισήγαγε	uveo
εισήγαγε	uveden
εισήγαγε	uvedena
θεία	tetka
θεία	tetka
γουινέα	gvineja
διαιρείται	podijeljeni
διαιρείται	podijeljene
διαιρείται	podijeljen
διαιρείται	podijeljeno
ικανότητες	sposobnosti
ικανότητες	vještine
ικανότητες	vještina
αφιέρωμα	počast
αντιπολίτευσης	opozicioni
αντιπολίτευσης	protivljenje
αντιπολίτευσης	opozicija
κιλά	funti
φάσμα	spektar
φάσμα	spektra
φάσμα	spektru
κάπως	donekle
μέγαρο	kastel
ελάχιστη	minimalno
ελάχιστη	minimum
ελάχιστη	minimalna
ελάχιστη	minimalno
ελάχιστη	minimalni
βιετνάμ	vijetnam
βιετνάμ	vijetnamski
παρούσα	prisutan
ντοκιμαντέρ	dokumentarac
ντοκιμαντέρ	dokumentaraca
υψηλότερη	najviša
υψηλότερη	viša
υψηλότερη	višem
πωλ	paul
άμστερνταμ	amsterdam
επιθυμία	želju
επιθυμία	želja
γεωγραφικό	geografske
γεωγραφικό	geografska
γεωγραφικό	geografski
προφορά	pronunciation
προφορά	akcenat
άγιοι	svetaca
άγιοι	saints
αναπτύσσεται	razvija
ιούλιος	jula
ιούλιος	juli
σκότωσε	ubiju
σκότωσε	ubistvo
σκότωσε	kill
σκότωσε	ubi
σκότωσε	ubiti
σκότωσε	ubila
σκότωσε	ubili
σκότωσε	ubio
σκότωσε	ubijena
σκότωσε	ubijen
σκότωσε	ubijeni
τζακ	jack
συμπέρασμα	zaključka
συμπέρασμα	zaključak
σταυρό	krst
χερσόνησο	poluostrvo
μηχανές	motora
μηχανές	motori
μηχανές	mašine
μηχανές	mašinerija
αγωνιστές	boraca
αγωνιστές	borci
αγωνιστές	militanata
μεταβολή	promjena
μεταβολή	izmjena
μεταβολή	promjene
μεταβολή	promjeni
μεταβολή	promene
μεταβολή	promena
εκατό	stotinu
εκατό	stotine
εκατό	hundred
εκατό	stotina
μάρτιν	martin
σκάφος	brod
σκάφος	brod
σκάφος	čamac
ένταση	tenzije
ένταση	tenzija
ένταση	intenzitet
απουσία	odsutan
απουσία	odsustva
απουσία	odsustvo
απουσία	odsustvu
όροι	pojmove
όροι	uslovi
όροι	uslovi
δίσκους	diskovi
δέντρα	drveće
μέγιστη	maksimalna
μέγιστη	maksimalni
μέγιστη	maksimalne
μέγιστη	maksimum
μέγιστη	maksimalno
εκλέγεται	izabran
μόναχο	münchen
μόνιμα	trajni
μόνιμα	trajnim
μόνιμα	stalna
μόνιμα	stalne
μόνιμα	trajno
σταυρός	krst
δίκτυα	mreže
δίκτυα	mreža
δημιουργός	proizvođač
δημιουργός	tvorac
δημιουργός	stvoritelja
δημιουργός	kreator
μέσων	instrumente
μέσων	instrumenata
φίλοι	prijatelji
φίλοι	friends
στελέχη	rukovodioci
στελέχη	rukovodiocima
όπλων	oružje
δείκτης	indeks
δείκτης	indikator
εντύπωση	utisak
αναλογία	proporcija
αναλογία	odnos
άγνωστος	nepoznata
άγνωστος	nepoznat
άγνωστος	nepoznati
πρόσφατες	nedavne
πρόσφατες	nedavni
πρόσφατες	nedavna
πρόσφατες	nedavnim
δυνατότητες	mogućnostima
δυνατότητες	mogućnosti
δυνατότητες	potencijal
ουρά	queue
ουρά	rep
αποικίες	kolonije
αποικίες	kolonija
λογότυπο	logo
αυξάνεται	povećava
αυξάνεται	povećanju
ήρωας	hero
ήρωας	heroj
κορυφαία	top
μικρότερα	manji
μικρότερα	manja
επιτρέπεται	dozvoljena
επιτρέπεται	dozvoljeno
επιτρέπεται	dozvoljen
επιτρέπεται	dozvolio
επιτρέπεται	dozvoljena
αέριο	plin
συν	plus
νήσος	ostrvo
μεραρχία	diviziji
μεραρχία	podjela
μεραρχία	divizija
ακολουθία	niz
οξυγόνο	kisik
ταξινόμηση	sortiranje
ταξινόμηση	klasifikacija
ποινή	penala
ποινή	kazna
ποινή	kaznu
ποινή	rečenica
ποινή	kazna
ποινή	presudom
αναπαράσταση	zastupljenost
αναπαράσταση	predstavništvo
αναπαράσταση	predstavljanja
ματς	meč
έντουαρντ	edvard
έντουαρντ	edward
λαμβάνουν	primaju
αυτόματα	automatsko
αυτόματα	automatski
γυμναστήριο	gym
γυμναστήριο	gimnazija
λίμνες	jezera
πίστευε	vjerovali
χαν	khan
χαν	kan
χαν	han
νόμους	zakoni
λήψη	preuzimanje
λήψη	preuzeti
λήψη	uzeti
λήψη	take
λήψη	preuzme
χριστιανοί	hrišćanski
χριστιανοί	christian
χριστιανοί	hrišćanska
χριστιανοί	kršćanska
χριστιανοί	hrišćanin
χριστιανοί	kristijan
χριστιανοί	hrišćani
εμφανίζει	prikazivanja
οπτική	vizuelni
οπτική	vizuelno
οπτική	vizuelna
οπτική	visual
οπτική	optika
ενίσχυση	aid
αποκατάσταση	obnovu
αποκατάσταση	obnovu
διευθυντή	režiser
διευθυντή	direktor
ευγενείς	plemeniti
μάρκος	markos
μάρκος	markos
μάρκος	marcos
δέρμα	koža
δέρμα	koža
οθόνη	ekran
οθόνη	ekrana
οθόνη	monitor
οθόνη	monitora
οθόνη	monitoru
σάο	são
σάο	sao
τουρκικά	turski
μίλια	miles
μίλια	milja
μίλια	km
ιδρύματα	institucije
ιδρύματα	institucija
ήχο	zvuk
ήχο	audio
στρατευμάτων	trupa
στόλος	flota
σκωτία	škotska
ίδιοι	ista
ίδιοι	isti
ίδιοι	isto
ακτινοβολία	zračenje
ακτινοβολία	radijacija
μένει	ostaje
έγκλημα	kriminal
στέλιος	stelios
συσκευές	aparata
συσκευές	uređajima
συσκευές	uređaji
συσκευές	aparata
συσκευές	aparat
παράγουν	proizvoditi
γιαν	jan
ρωμαίος	rimski
ρωμαίος	rimsko
ρωμαίος	roman
ρωμαίος	romeo
τάφος	grob
τάφος	grobnica
τάφος	grob
σχολές	škole
κοινωνικά	društvena
κοινωνικά	društvene
κοινωνικά	društvenu
κοινωνικά	socijalna
σωστό	pravo
σωστό	desno
σωστό	pravilna
κομητεία	županija
κομητεία	okrug
κεφάλαιο	poglavlje
κεφάλαιο	kapital
αντιπροσωπεύει	predstavlja
πνευματική	duhovne
πνευματική	duhovni
πνευματική	duhovnih
πνευματική	duhovno
πνευματική	duhovnog
πνευματική	duhovnu
πνευματική	intelektualno
πνευματική	intelektualac
πνευματική	intelektualnu
απεικονίζει	opisuje
εκδότης	izdavač
εκδότης	editor
εκδότης	urednik
χρυσά	zlatna
χρυσά	zlato
παλαιότερη	najstariji
παλαιότερη	najstarijih
παλαιότερη	najstarije
παλαιότερη	najstarija
παλαιότερη	starije
παλαιότερη	starija
παλαιότερη	stariji
υψηλό	visoko
υψηλό	visoki
παραδοσιακό	tradicionalna
παραδοσιακό	tradicionalne
παραδοσιακό	tradicionalno
απόστολος	apostol
όρη	planine
όρη	planina
αποφασίστηκε	odlučili
αποφασίστηκε	odlučilo
αποφασίστηκε	odlučila
αποφασίστηκε	odlučio
μοναδικός	jedinstveni
μοναδικός	jedinstveno
μοναδικός	jedinstven
μοναδικός	jedinstvena
παραλλαγή	varijanta
παραλλαγή	varijacija
ξεκινάει	počinje
ξεκινάει	započinje
ξεκινάει	počinje
ξεκινάει	započinje
σκοτώθηκαν	ubila
σκοτώθηκαν	ubili
σκοτώθηκαν	ubio
σκοτώθηκαν	ubijena
σκοτώθηκαν	ubijen
σκοτώθηκαν	ubijeni
ζακ	zac
ζακ	zacka
ζακ	zach
ζακ	jacques
φινλανδία	finska
νωρίς	ranim
κατασκευάστηκαν	proizvedena
μάτι	oka
μάτι	oko
συλλογικό	collective
συλλογικό	kolektivni
συλλογικό	kolektivna
συλλογικό	kolektiv
ύμνος	himna
ύμνος	himna
ύμνος	himne
κανάλια	kanali
κανάλια	kanala
κανάλια	kanale
κανάλια	kanalima
νορβηγία	norveška
ορυκτά	minerali
ιδιοκτησία	imovine
ιδιοκτησία	vlasništvo
ιδιοκτησία	imovina
ιδιοκτησία	imovinu
ιδιοκτησία	imovinska
ιδιοκτησία	vlasništva
ιδιοκτησία	vlasništvo
είσοδος	ulaz
είσοδος	ulazak
είσοδος	doprinos
είσοδος	ulazni
είσοδος	ulazak
είσοδος	upis
σχηματίζεται	formiranje
σχηματίζεται	formirajući
σχηματίζεται	formirane
σχηματίζεται	formirana
αποσαφήνιση	pojasniti
αποσαφήνιση	čvor
αποσαφήνιση	pojašnjenje
μεσόγειο	mediteranska
μεσόγειο	mediteranski
μεσόγειο	mediteran
αεροσκαφών	aviona
πάντοτε	uvijek
πάντοτε	uvek
χάρτες	mapa
χάρτες	mape
χοσέ	jose
χοσέ	josé
ζηλανδία	zeland
κυβερνήσεις	vlade
μαξ	max
επαγγελματίας	profesionalne
επαγγελματίας	profesionalna
επαγγελματίας	profesionalni
επαγγελματίας	professional
επαγγελματίας	pro
αντίστασης	otpor
συστηματική	sistemski
συστηματική	sistematskog
συστηματική	sistematsko
κινητήρες	motora
κινητήρες	motori
ίχνη	tragovi
ίχνη	trag
ίχνη	tragovi
μηνών	meseci
μηνών	mjesecima
σπορ	sport
σπορ	sportsko
διαστάσεων	dimensional
στρατηγική	strategijom
στρατηγική	strategija
δημοσίευση	objavljivanja
δημοσίευση	objavljivanje
δημοσίευση	objavljenog
δημοσίευση	objavljen
δημοσίευση	objavljene
δημοσίευση	objavljeni
δημοσίευση	objavljena
δημοσίευση	post
παρέμειναν	ostala
ανακοίνωση	hadis
ανακοίνωση	komunikacija
ευρύ	wide
ευρύ	široki
ευρύ	široko
ευρύ	široka
κόμικς	strip
σκάφη	brodove
σκάφη	brodovi
σκάφη	brodovi
σκάφη	brodove
σκάφη	brodovima
σκάφη	plovila
γνώσεις	znanje
απαραίτητη	neophodni
απαραίτητη	neophodno
απαραίτητη	neophodna
απαραίτητη	neophodan
απαραίτητη	neophodnih
απαραίτητη	neophodnu
ζώνες	pojasi
θύματα	žrtava
θύματα	žrtve
επιθετικός	napadač
πετρούπολη	peterburg
πετρούπολη	petersburgu
πνευματικά	duhovne
πνευματικά	duhovni
πνευματικά	duhovnih
πνευματικά	duhovno
πνευματικά	duhovnog
πνευματικά	duhovnu
πνευματικά	duhovno
πνευματικά	mentalno
άλμα	jump
άλμα	skok
άλμα	alma
πολιτικούς	političari
δήλωση	izjava
δήλωση	deklaracija
δήλωση	proglašenje
θέα	pogled
ολυμπιάδα	olimpijada
ουκρανίας	ukrajina
ουκρανίας	ukrajinski
ηθική	odgovorni
ηθική	etika
ηθική	moralna
ηθική	moralne
ηθική	moral
ηθική	moral
ηθική	morala
ξύλο	drva
ξύλο	drvo
ανάγνωση	čita
ανάγνωση	reading
ανάγνωση	čita
ναπολέοντα	napoleona
ναπολέοντα	napoleon
μαθηματικός	matematičar
λίβερπουλ	liverpool
μιλάνο	milano
μιλάνο	milano
νεότερη	mlađi
νεότερη	noviji
νεότερη	novije
θερμότητα	toplota
γερουσία	senat
αε	roi
εξελίχθηκε	razvio
εξελίχθηκε	evoluirala
εξελίχθηκε	evoluirao
εξελίχθηκε	evoluirali
εξελίχθηκε	razvijen
προσωπικού	personal
λάρισα	larisa
προκαλώντας	izazivaju
προκαλώντας	uzrokujući
αργά	kasni
αργά	kasno
αργά	spor
αργά	polako
εκδήλωση	manifestacija
εκδήλωση	događaj
αύγουστος	august
καθηγητές	profesora
καθηγητές	profesori
καθηγητές	nastavnike
καθηγητές	nastavnika
καθηγητές	nastavnici
καθηγητές	profesori
τοπίο	pejzaž
επιτέθηκε	napali
επιτέθηκε	napao
κανόνας	pravilo
ιερός	sveta
ιερός	mesdžidul
όγκο	volumen
ξεχωριστά	odvojeno
ξεχωριστά	odvojenih
ξεχωριστά	odvojene
ξεχωριστά	odvojiti
μουσικούς	muzičara
μουσικούς	muzičari
άγνωστη	nepoznata
άγνωστη	nepoznat
άγνωστη	nepoznati
κατάλληλη	pogodan
κατάλληλη	pogodna
εξώφυλλο	pokriti
εξώφυλλο	pokrivaju
εξώφυλλο	pokriće
σχεδιασμός	planiranja
σχεδιασμός	planiranje
σχεδιασμός	dizajn
ανθρώπινο	čovjek
τζόουνς	jones
αντόνιο	antonio
αδέλφια	braće
αδέλφια	braća
σουδάν	sudan
εύρος	domet
εύρος	dometa
θρησκευτικές	vjerski
θρησκευτικές	vjersko
θρησκευτικές	vjerskim
θρησκευτικές	vjerska
θρησκευτικές	vjerskih
θρησκευτικές	vjerske
ευρεία	široka
ευρεία	široki
ευρεία	širokog
ευρεία	široku
ευρεία	široke
υποστηρικτές	navijači
υποστηρικτές	pristalica
υποστηρικτές	pristalice
λατρεία	kult
λατρεία	mesdžida
σύμβαση	ugovor
σύμβαση	konvenciji
σύμβαση	konvencija
σύμβαση	konvenciju
κακή	loše
κακή	bad
κακή	loš
ορισμός	definicija
ιταλικό	italijanski
τυχαία	slučajna
πετρελαίου	ulje
πετρελαίου	nafta
ακρωτήριο	rt
μέτρησης	mjerenje
σικελίας	sicilija
μπάλα	lopta
ξεκινώντας	počevši
ξεκινώντας	polazna
ξεκινώντας	počev
ξεκινώντας	počinje
ξεκινώντας	počinju
διαστήματα	intervalima
συνεχείς	kontinuirani
συνεχείς	neprekidna
επισκέπτες	posjetioci
επισκέπτες	gostiju
επισκέπτες	gosti
ορίζει	definira
ορίζει	definiše
συσκευή	uređaj
συσκευή	uređaji
συσκευή	aparata
συσκευή	aparat
απαιτήσεις	zahtjevi
απαιτήσεις	zahtjevi
απαιτήσεις	tvrdnje
απαιτήσεις	tvrdi
κονγκό	kongo
υδρογόνο	vodik
εβραίοι	jevrejska
εβραίοι	jevrejsko
εβραίοι	jevrej
εβραίοι	jevrejski
εβραίοι	jevreji
κατάρρευση	slom
κατάρρευση	kolapsom
κατάρρευση	kolapsa
κατάρρευση	kolaps
εισήχθη	uvedeno
εισήχθη	uveo
εισήχθη	uveden
εισήχθη	uvedena
εισήχθη	primljena
εισήχθη	priznao
εισήχθη	primljen
επιχείρημα	argument
τομέας	sektor
μετατροπή	pretvaranje
μετατροπή	realizuju
αστρονόμος	astronom
εισόδου	ulazak
εισόδου	upis
εισόδου	doprinos
εισόδου	ulazni
γεωγραφικά	geografski
γεωγραφικά	geografske
γεωγραφικά	geografska
γεωγραφικά	geografski
αικατερίνη	catherine
αικατερίνη	katarina
επιχειρήματα	argumente
επιχειρήματα	argumenti
ανθολογία	antologija
φρουρά	garda
άγνωστα	nepoznata
άγνωστα	nepoznat
άγνωστα	nepoznati
προσωπικότητες	ličnosti
εκπομπές	emisije
άραβες	arapi
όπλο	oružje
όπλο	pištolj
νεαρός	mladi
νεαρός	mlada
νεαρός	young
νεαρός	mladić
πολεμικές	borilačkih
πολεμικές	borilačke
γραμμένο	pisani
γραμμένο	napisano
γραμμένο	zapisano
γραμμένο	napisao
γραμμένο	pisan
γραμμένο	pisao
πέτρα	stone
πέτρα	kamen
πέτρα	kameno
πέτρα	kameni
πέτρα	petra
πέτρα	rok
πέτρα	rock
δολοφονήθηκε	ubila
δολοφονήθηκε	ubio
δολοφονήθηκε	ubijena
δολοφονήθηκε	ubijen
κύκλους	krugovi
κύκλους	krugova
κύκλους	krugovima
κύκλους	ciklusi
κύκλους	ciklusa
φτάνοντας	stiže
θείο	sumpor
θείο	sumpor
ανταλλαγή	trgovina
ανταλλαγή	razmjenu
ανταλλαγή	razmjena
λέων	lav
λέων	lion
λέων	leon
λέων	lav
λέων	leo
αναγνωρίστηκε	priznao
αναγνωρίστηκε	identificiran
αναγνωρίστηκε	identificirao
αναγνωρίστηκε	identificirale
αναγνωρίστηκε	identificirani
αναγνωρίστηκε	priznat
νίκο	nico
νίκο	niko
καταστήματα	prodavnice
καταστήματα	radnje
καταστήματα	prodavnice
παρατήρηση	posmatranje
μόνιμη	trajni
μόνιμη	trajnim
μόνιμη	stalna
μόνιμη	stalne
κροατία	hrvatska
πρωταθλητή	šampion
πρωταθλητή	šampion
βασίλη	mraz
δευτερόλεπτα	sekundi
τζων	john
δομές	struktura
δομές	strukture
δομές	strukturama
αρχιτέκτονα	arhitekt
ουίλιαμ	william
ουίλιαμ	vilim
ντελ	del
ντελ	dell
αμυντικός	defender
αμυντικός	branilac
αμυντικός	odbrambene
αμυντικός	odbrambena
ηχώ	echoes
ηχώ	jeka
αγώνισμα	manifestacija
αγώνισμα	događaj
απόσπασμα	citat
απόσπασμα	odred
απόσπασμα	ekstrakt
απόσπασμα	izvući
πέναλτι	penala
πέναλτι	kazna
κατανόηση	shvatanje
κατανόηση	shvatanje
κατανόηση	razumijevanje
ναζί	nacističke
ναζί	nacista
ναζί	nacistička
ναζί	nacistički
ναζί	nacisti
κορυφές	peaks
κορυφές	vrhova
αστέρια	zvijezda
αστέρια	zvezde
δημοσιεύτηκε	objavljenog
δημοσιεύτηκε	objavljen
δημοσιεύτηκε	objavljene
δημοσιεύτηκε	objavljeni
δημοσιεύτηκε	objavljena
δημοσιεύτηκε	postavljenim
λευκή	bijela
λευκή	bijeli
συγγενείς	rodbina
λουί	louis
διαταγή	naređenje
διαταγή	naredbu
διαταγή	reda
διαταγή	red
πολιτιστική	kulturna
πολιτιστική	kulturno
πολιτιστική	kulturni
πολιτιστική	kulturnih
περιορισμένη	ograničene
περιορισμένη	ograničena
περιορισμένη	ograničen
περιορισμένη	zabranjen
μετακίνηση	move
μετακίνηση	potez
μετακίνηση	pokret
μετακίνηση	pokret
ουάσινγκτον	washington
ουάσινγκτον	vašington
πω	kažu
κύματα	talasi
αναπτυχθεί	razvijao
αναπτυχθεί	razvijene
αναπτυχθεί	razvio
φύλλο	list
εφαρμόζεται	primjenjuju
εφαρμόζεται	primijenjena
μεταφράσεις	prevode
μικρότερες	manji
μικρότερες	manja
περιλαμβάνεται	uključivala
περιλαμβάνεται	uključena
οργανισμοί	organizmi
οργανισμοί	organizme
διαπραγματεύσεις	pregovori
διαπραγματεύσεις	pregovori
νεκροί	mrtva
νεκροί	mrtvi
νεκροί	mrtvo
νεκροί	mrtav
μεσογείου	mediteranska
μεσογείου	mediteranski
μεσογείου	mediteran
ψηλά	visoko
ψηλά	visoki
επικράτεια	teritorije
επικράτεια	teritorija
εξωτερικά	vanjska
εξωτερικά	vanjski
αναμέτρηση	obračun
επίδοση	nastup
μύθο	mit
μύθο	basna
επώνυμο	čvor
επώνυμο	prezime
αποκτά	stiče
συστατικά	komponente
συστατικά	sastojci
κορέας	koreja
πολιτιστικό	kulturna
πολιτιστικό	kulturno
πολιτιστικό	kulturni
πολιτιστικό	kulturnih
ισλάμ	islam
ρωμαϊκό	rimski
ρωμαϊκό	rimsko
ρωμαϊκό	roman
πεθαίνει	umire
πεθαίνει	umre
πεθαίνει	umire
πεθαίνει	umiru
γαλαξία	galaksija
στέμμα	kruna
στέμμα	krunu
ακριβής	tačna
ακριβής	tačan
ακριβής	tačan
αίτημα	zahtjev
πόλεμοι	ratovi
στρατιωτικά	vojska
πλήρωμα	ekipa
διανομή	distribuciji
διανομή	distribucija
διανομή	distribuciju
χώροι	prostorije
χώροι	prostorija
χώροι	sajtova
χώροι	sajtovi
χώροι	prostori
χώροι	prostora
χώροι	spaces
χώροι	prostore
σικάγο	chicago
επιστολές	pisma
επιστολές	slova
σταθερό	stalan
σταθερό	postojan
σταθερό	stabilno
σταθερό	stabilna
σταθερό	stabilan
σταθερό	fiksni
αθλήματα	sportsko
πλαγιές	padine
πλαγιές	obroncima
καταδικάστηκε	osuđeni
καταδικάστηκε	osuđen
καταδικάστηκε	osuđen
καταδικάστηκε	osudio
καταδικάστηκε	osudila
καταδικάστηκε	osudio
διαθέσιμο	dostupan
διαθέσιμο	dostupno
διαθέσιμο	dostupni
διαθέσιμο	dostupna
διαθέσιμο	raspolaganju
έθνος	nacija
εμπρός	napred
εμπρός	naprijed
στενή	uski
στενή	uske
πολίτης	civilno
πολίτης	civilna
πολίτης	civilni
πολίτης	građanin
παρέμβαση	miješanja
παρέμβαση	intervencija
παρέμβαση	intervencije
ένοπλες	naoružani
ένοπλες	oružane
λάδι	ulje
σιδήρου	željezo
αριστερή	lijevo
έντονο	intenzivne
έντονο	intenzivan
πυρκαγιά	vatra
οθωμανούς	osmanlije
οθωμανούς	osmanlija
οθωμανούς	osmanlijama
νεότερος	najmlađe
νεότερος	najmlađi
νεότερος	mlađi
μέτρηση	mjerenje
μέτρηση	mjerenje
μεταφέρθηκαν	prebačen
μεταφέρθηκαν	prebačena
επιχειρηματίας	biznismen
επιχειρηματίας	preduzetnik
χαρά	radost
χαρά	zadovoljstvo
έγγραφο	dokument
καταγραφή	snimanje
καταγραφή	registracija
καταγραφή	registraciju
καταγραφή	registracije
παρόμοιες	slični
παρόμοιες	slične
παρόμοιες	sličan
παρόμοιες	slična
παρόμοιες	sličnim
μετάδοση	prenos
μετάδοση	emitovanje
μετάδοση	emitovati
μετάδοση	emitiranje
ψυχή	duša
κυπριακή	kiparska
κυπριακή	kiparski
αντιπάλους	protivnici
αξίζει	vrijedi
αξίζει	vrijedno
αξίζει	vrijednosti
αξίζει	vrijedna
τείχος	zid
ιστορικούς	historičari
οικία	boravka
πτολεμαίος	ptolemej
θηλυκό	ženka
διήρκεσε	trajalo
χιλ	brdo
ζημιές	štetu
ζημιές	oštećenja
ζημιές	štete
ζημιές	oštećenje
βενιζέλου	venizelos
πέφτει	pada
πέφτει	spada
πέφτει	vodopadi
ομιλία	govor
ελπίδα	nada
ελπίδα	nade
σύλληψη	hapšenje
λευκωσία	nikozija
αίτηση	primjenu
αίτηση	aplikacija
αίτηση	prijavu
αίτηση	prijavi
αίτηση	aplikativni
αίτηση	prijave
αίτηση	zahtjev
χημικά	hemijska
χημικά	hemikalija
χημικά	hemijsko
χημικά	hemijski
χημικά	hemikalije
σικελία	sicilija
πλούσιο	bogata
πλούσιο	bogato
πλούσιο	bogati
πλούσιο	bogatim
πλούσιο	bogat
πτυχίο	stepenu
πτυχίο	stepen
πτυχίο	stepena
μαρτυρίες	svjedočenja
γρήγορη	brzo
γρήγορη	brzo
γρήγορη	brza
γρήγορη	brz
γρήγορη	brzi
εξοπλισμό	opremu
επέλεξε	biralo
επέλεξε	odabrao
επέλεξε	izabrao
επέλεξε	izabrala
ενδεχομένως	moguće
ενδεχομένως	potencijalno
εκπαιδευτικό	obrazovna
σοβαρή	ozbiljna
σοβαρή	ozbiljan
σοβαρή	ozbiljne
αποελ	apoel
ιατρός	ljekar
αποσπάσματα	crpi
βαριά	heavy
βαριά	teški
βαριά	težak
βαριά	teška
βαριά	teške
ουρανό	sky
ουρανό	nebo
κόντρα	contra
κόντρα	protiv
ταξίδια	putovanje
ταξίδια	putuje
ταξίδια	putujući
ταξίδια	putovanja
ταξίδια	putovanju
ταξίδια	putovanja
θετικές	pozitivna
θετικές	pozitivan
θετικές	pozitivne
θετικές	pozitivni
φάσεις	faze
φάσεις	etapa
φάσεις	stadijuma
ήρωες	heroji
κρις	chris
προορισμό	odredište
προορισμό	destinacija
πατριαρχείο	patrijaršija
σκοτώσει	ubiju
σκοτώσει	ubistvo
σκοτώσει	kill
σκοτώσει	ubi
σκοτώσει	ubiti
επιδόσεις	nastup
τριάντα	trideset
τριάντα	thirty
διαλυτότητα	rastvorljivost
αντικατάσταση	zamijenivši
αντικατάσταση	zamijeniti
αντικατάσταση	zamijenit
αντικατάσταση	zamjenu
αντικατάσταση	overwrite
αντικατάσταση	zamjenu
αντικατάσταση	zamjena
τοιχογραφίες	freske
βιομηχανική	industrijske
βιομηχανική	industrijska
βιομηχανική	industrijski
ενδείξεις	indikacije
συνεργάτης	partnera
συνεργάτης	partner
συνεργάτης	saradnik
ασκήσεις	vježbe
κλαμπ	kluba
κλαμπ	klubovi
κλαμπ	klubova
αλφάβητο	abeceda
εσωτερικά	unutrašnje
εσωτερικά	unutrašnja
εσωτερικά	unutrašnji
εσωτερικά	interno
επιρροές	uticaja
επιρροές	utjecaj
επιρροές	uticaj
επιρροές	uticaja
περού	peruanska
περού	perua
περού	peruu
περού	peru
έπαιζε	igrala
έπαιζε	odigrana
έπαιζε	igrao
έπαιζε	svirao
έπαιζε	odigrano
έπαιζε	odigrali
σεναριογράφος	scenariste
αστερισμό	sazviježđe
υποχρεώσεις	obaveza
υποχρεώσεις	obaveze
σπήλαιο	pećina
δέλτα	delta
μπράιαν	brian
φρανσουά	francois
φρανσουά	françois
ιδιωτική	privatno
ιδιωτική	privatne
ιδιωτική	privatni
ιδιωτική	privatna
θετικά	pozitivna
θετικά	pozitivan
θετικά	pozitivne
θετικά	pozitivni
δυσκολίες	poteškoća
δυσκολίες	teškoće
δυσκολίες	poteškoće
δυσκολίες	poteškoća
δυσκολίες	teškoće
τάφο	grob
τάφο	grobnica
τάφο	grob
στάλθηκε	poslata
στάλθηκε	poslali
στάλθηκε	poslao
στάλθηκε	poslan
ατομικό	individualni
ατομικό	individualne
αναφέρθηκε	izvijestio
αναφέρθηκε	prijavljeno
αναφέρθηκε	prijavili
αναφέρθηκε	izvještava
βουλγαρική	bugarski
νομοθεσία	zakonodavstva
νομοθεσία	zakonodavstvo
αραβική	arab
αραβική	arapsko
αραβική	arapskih
αραβική	arapska
αραβική	arapski
δωρεάν	free
βελιγραδίου	beograd
εξετάσεις	testovi
εξετάσεις	ispit
εξετάσεις	ispitu
εξετάσεις	ispita
συνδυασμός	kombinacija
τζαζ	džez
λάθη	greške
λάθη	grešaka
λάθη	greške
σόλο	solo
αντάρτες	partizani
αντάρτες	pobunjenicima
αντάρτες	pobunjenici
αντάρτες	pobunjenika
διατριβή	disertaciju
διατριβή	teze
διατριβή	teza
συνέπειες	posljedice
συνέπειες	posledica
συνέπειες	implikacijama
συνέπειες	implikacija
φιλοσοφική	filozofskim
προσωπικότητα	ličnost
βελιγράδι	beograd
οπαδούς	sljedbenici
οπαδούς	sljedbenika
ιερέας	sveštenik
ιερέας	sveštenika
νικώντας	porazivši
επισκοπή	diocese
ξενοδοχείο	hotel
διάσπαση	splitsko
διάσπαση	split
διάσπαση	splitska
επισήμως	formalno
επισήμως	zvanicno
επισήμως	službeno
επισήμως	zvanično
στάλιν	staljin
στόχους	ciljevi
επαγγελματικό	profesionalne
επαγγελματικό	profesionalna
επαγγελματικό	profesionalni
επαγγελματικό	professional
προβλήθηκε	emitiran
μαύρα	crni
μαύρα	crna
κίνδυνος	rizik
κίνδυνος	opasnost
σχεδιασμού	planiranja
σχεδιασμού	planiranje
φυσικοί	fizičara
αποδείχθηκε	dokazali
κατανάλωση	potrošnja
κατανάλωση	potrošnju
φλωρεντία	florence
μονακό	monako
υψηλότερο	najviša
υψηλότερο	viša
υψηλότερο	višem
μωάμεθ	muhammed
μωάμεθ	muhamed
μωάμεθ	mohammed
μωάμεθ	muhameda
διάγνωση	dijagnostika
μεταφορές	transport
εταιρίες	korporacija
εταιρίες	korporacije
εταιρίες	kompanije
φάρμακα	medicina
φάρμακα	lijekova
φάρμακα	lijekovi
δυναμική	dinamika
δυναμική	dynamics
δυναμική	dinamiku
δυναμική	dinamičan
κατάλληλο	pogodan
κατάλληλο	pogodna
ακτίνα	zrak
ακτίνα	zracima
ακτίνα	poluprečnik
συνεργάτες	partneri
συνεργάτες	saradnici
συνεργάτες	saradnici
εναλλακτική	alternativna
εναλλακτική	alternativa
εξίσου	jednako
εκφράσεις	izrazi
ίαν	lan
ίαν	ian
μύθος	legenda
μύθος	mit
έξοδο	izlaz
έξοδο	exit
πιστεύει	vjeruje
