το	на
δηλητηριώδες	отровни
δηλητηριώδες	отровен
δηλητηριώδες	отровно
αυτόματες	автоматична
αυτόματες	автоматични
αυτόματες	автоматично
αυτόματες	автоматичен
αποβίβαση	разтоварване
κρύφτηκε	скрито
κρύφτηκε	скрит
κρύφτηκε	скрита
κρύφτηκε	скрити
άλβιν	алвин
έψιλον	епсилон
γουίν	уин
σεβαστός	уважаван
σεβαστός	уважавани
σεβαστός	уважавана
σεβαστός	почитан
ντέιλ	дейл
φλόρις	флорис
κύηση	бременност
προσανατολισμένη	ориентирана
προσανατολισμένη	ориентиран
προσανατολισμένη	ориентирани
χομπς	хобс
χομπς	хобс
φιλικοί	приятелска
φιλικοί	приятелски
φιλικοί	дружелюбна
φιλικοί	friendly
φιλικοί	приятелско
παραλήπτης	получател
πρίζρεν	призрен
ορθολογική	рационално
ορθολογική	рационален
ορθολογική	разумен
σμιντ	шмит
σμιντ	шмид
κουτάβια	кутрета
κουτάβια	кученца
κουτάβια	кутрета
κουτάβια	кученца
βότανο	хърб
βότανο	билка
βότανο	биле
αριστοκράτης	аристократ
ματιέ	матийо
ομώνυμα	омоними
ναρκαλιευτικά	миночистачи
σκαθάρια	бийтълс
σκαθάρια	бръмбари
εκάβη	хекуба
κρεμμύδια	лук
βάτραχος	жаба
βάτραχος	жаба
σερίφη	шериф
κρεβάτια	леглата
κρεβάτια	легла
αγάπες	обича
λέσναρ	леснар
λάμπα	крушка
λάμπα	светлина
λάμπα	лампа
λάμπα	лампата
λότον	лоутън
μειώσεις	намаления
μειώσεις	намалява
κινητικότητας	мобилност
κινητικότητας	подвижност
σχεδία	сал
σχεδία	сала
ρίπλεϊ	рипли
κλιμτ	климт
μπάτσελορ	ерген
γουρούνια	прасета
γουρούνια	свине
μπέρνι	бърни
παραισθήσεις	халюцинации
παραισθήσεις	халюцинации
παραισθήσεις	халюцинация
παραισθήσεις	заблудена
παραισθήσεις	заблуден
αγνότητα	чистотата
αγνότητα	чистота
αγνότητα	целомъдрие
αγνότητα	целомъдрието
χαναάν	канаан
ζωηρά	оживено
ψεκασμό	пръскане
παράλογη	неразумно
παράλογη	абсурдни
παράλογη	абсурдно
παράλογη	абсурд
παράλογη	ирационални
ρουβάς	рувас
χάι	hai
χάι	хай
μπράντον	брандън
μπράντον	брендън
καρ	кар
καρ	кар
ίνδιο	индий
έμερσον	емерсън
ματέι	матей
συνώνυμη	синоним
πρεσβυτεριανή	презвитерианската
συναρπαστικό	вълнуващо
συναρπαστικό	вълнуващи
συναρπαστικό	вълнуваща
συναρπαστικό	вълнуващо
συναρπαστικό	очарователни
συναρπαστικό	очарователно
πάρι	пери
ορφανό	сираче
ορφανό	сирак
ερωμένες	любители
ερωμένες	влюбени
ερωμένες	любовници
ερωμένες	влюбените
καρτούν	анимационен
καρτούν	карикатура
καρτούν	анимация
καρτούν	анимационни
σκλάβα	роб
σκλάβα	робиня
ερυθροκύτταρα	еритроцитите
αλκαζάρ	алказар
χρωματογραφία	хроматография
λόυντ	лойд
ευχάριστα	приятни
ευχάριστα	приятна
κροκόδειλος	крокодил
κροκόδειλος	крокодил
ψεύτικο	менте
ψεύτικο	фалшив
ψεύτικο	фалшиви
ψεύτικο	фалшиво
ψεύτικο	фалшива
ενδιάμεσος	междинна
ενδιάμεσος	междинно
ενδιάμεσος	междинен
ενδιάμεσος	посредници
ενδιάμεσος	посредник
ξένια	ксения
ξένια	ксения
εναρμόνιση	хармонизация
εναρμόνιση	хармонизиране
καταγγείλει	денонсира
γυμνές	голо
γυμνές	голи
γυμνές	гола
γυμνές	голо
γυμνές	голи
γυμνές	гола
προσβλητική	обидно
προσβλητική	офанзива
προσβλητική	обидно
προσβλητική	обида
αποικιακό	колониален
καλύμματα	обхваща
καλύμματα	корици
καλύμματα	капаци
προκόφιεφ	прокофиев
ειδοποιήσεις	уведомления
ειδοποιήσεις	уведомяване
ειδοποιήσεις	известия
ειδοποιήσεις	предупреждения
ειδοποιήσεις	сигнали
ταράτσα	покрив
ταράτσα	терасата
ταράτσα	тераса
ταράτσα	покривът
ταράτσα	покрив
ταράτσα	покрива
διαπραγματεύεται	договаря
διαπραγματεύεται	преговори
μαντζουρία	манджурия
ματέο	матео
ματέο	матео
κλάματα	плаче
ζιντάν	зидан
ρουτίνας	рутина
ρουτίνας	рутинна
ρουτίνας	рутинно
ατλαντίδα	атлантис
ατλαντίδα	атлантида
απόσβεση	амортизация
καρύκευμα	подправка
καρύκευμα	подправки
αντζελίνα	анджелина
ιεραπόστολος	мисионер
εμβολιασμού	ваксинацията
εμβολιασμού	ваксиниране
εμβολιασμού	ваксинация
τιμωρίες	наказания
τίμιο	честен
τίμιο	честни
προνύμφη	ларва
αντιπροσώπευση	представителство
αμοιβαιότητας	реципрочност
μεταξωτό	копринена
μεταξωτό	коприна
αθωότητα	невинността
αθωότητα	невинност
αποθετήριο	депозитар
αποθετήριο	хранилище
αποθετήριο	хранилището
αποθετήριο	хранилище
φαινόλη	фенол
παράγων	фактор
παράγων	коефициент
αυτα	тези
στόλους	флоти
πυκνωτή	кондензатор
αθάνατο	безсмъртна
αθάνατο	безсмъртни
αθάνατο	безсмъртен
ράβδοι	пръти
ράβδοι	барове
ράβδοι	решетки
ράβδοι	решетките
ράβδοι	пръчки
ράβδοι	пръти
ντρε	дре
ευέλικτη	гъвкави
ευέλικτη	гъвкаво
ευέλικτη	гъвкава
ευέλικτη	гъвкав
πανταχού	повсеместна
πτερώματος	линеене
πληρούνται	изпълнено
πληρούνται	изпълнени
πολιομυελίτιδα	полиомиелит
παραδοχές	предположения
παραδοχές	допускания
παραδοχές	хипотези
ροσελίνι	роселини
υπερδύναμη	суперсила
μακκέλεν	маккелън
γιαμαμότο	ямамото
σαμπάχ	сабах
ράιντερ	райдър
ράιντερ	райдър
ράιντερ	конник
ράιντερ	ездач
κάρλ	карл
κάρλ	карл
έβαν	еван
έβαν	евън
όσμιο	осмий
δεξίωση	прием
δεξίωση	приемане
δεξίωση	рецепция
σαββατοκύριακα	уикендите
σαούντ	сауд
έλις	елис
σχ	фиг
ιδιοφυΐα	гениално
ιδιοφυΐα	гений
βολικό	удобно
βολικό	удобен
βολικό	удобни
βολικό	удобна
βολικό	хенди
βολικό	сръчен
αζτέκοι	ацтеките
μάγειρας	готви
μάγειρας	кук
μάγειρας	готвач
μάγειρας	готвене
μπαζ	бъз
τηλεφωνία	телефония
σμεντέρεβο	смедерево
μαξιμίλιαν	максимилиан
υποχλωριώδες	хипохлорит
πομερανία	померания
μέγιερ	майър
μέγιερ	майер
πνιγμό	удавяне
πνιγμό	дави
νυχτερίδες	прилепи
νυχτερίδες	бухалки
αναμετάδοση	препредаване
απεγνωσμένα	отчаяно
πόλα	паула
πόλα	пола
μιλούτιν	милутин
κάρο	карт
κάρο	количката
κάρο	количка
κάρο	каруца
ευάλωτα	уязвими
ευάλωτα	уязвимо
ευάλωτα	уязвима
ευάλωτα	уязвим
ακουστικές	слухови
συμβολαιογράφος	нотариус
ελιγμών	маневриране
συσχετισμό	корелация
τσάντα	чанта
τσάντα	сак
τσάντα	чантата
τσάντα	торбичка
τσάντα	чанта
τσάντα	торба
τσάντα	чанта
τσάντα	чантата
τσάντα	портмоне
αλπική	алпийски
ρότσεστερ	рочестър
εκτιμώ	оценявам
εκτιμώ	оцени
έμμεσο	непряко
έμμεσο	косвени
έμμεσο	косвено
έμμεσο	непреки
γιγαντιαίο	гигантски
γιγαντιαίο	великан
γιγαντιαίο	гигант
γιγαντιαίο	гигантска
γιγαντιαίο	гигантски
γιγαντιαίο	гигантска
μάθεις	научи
μάθεις	научете
ράφτη	шивач
γουίνι	уини
κυρηναϊκή	киренайка
αναμενόμενα	очаквано
αναμενόμενα	очаквани
αναμενόμενα	очакван
αναμενόμενα	очаквана
βενέδικτο	бенедикт
επισημαίνοντας	подчертаване
επισημαίνοντας	осветяване
ξαφνικό	внезапна
ξαφνικό	внезапно
μάστερς	господари
μάστερς	мастърс
μάστερς	майстори
ασσύριοι	асирийци
λιπιδίων	липидите
σέιν	шейн
φοινικικό	финикийски
θεραπευτικό	терапевтична
θεραπευτικό	терапевтичен
εκρηκτικές	експлозив
εκρηκτικές	експлозиви
εκρηκτικές	експлозиви
εύη	еви
κλυταιμνήστρα	клитемнестра
συναρπαστική	вълнуващо
συναρπαστική	вълнуващи
συναρπαστική	вълнуваща
συναρπαστική	очарователни
συναρπαστική	очарователно
μπέιλ	бейл
σαύρα	гущер
σαύρα	гущера
αρχειοθέτηση	архивиране
αρχειοθέτηση	архив
αρχειοθέτηση	архиви
αρχειοθέτηση	подаване
ανορεξία	анорексия
κρυμμένος	скрито
κρυμμένος	скрит
κρυμμένος	скрита
κρυμμένος	скрити
στοχαστές	мислители
κρανία	черепите
κρανία	черепи
χόκινς	хокинс
χόκινς	хоукинс
ήσυχα	тих
ήσυχα	тихо
ονομα	името
ονομα	наименование
ονομα	име
φυλακισμένοι	пленници
φυλακισμένοι	затворници
ενοχλητικό	притеснително
ενοχλητικό	обезпокоително
ενοχλητικό	тревожно
ενοχλητικό	смущаващо
ενοχλητικό	дразнещо
ενοχλητικό	дразнеща
ενοχλητικό	досадна
ενοχλητικό	досадно
ενοχλητικό	досаден
ενοχλητικό	дразнещо
ενοχλητικό	дразнеща
ενοχλητικό	дразнещ
σίντι	синди
πολύτιμος	ценно
πολύτιμος	скъпоценен
πολύτιμος	безценни
πολύτιμος	скъпоценни
πολύτιμος	безценно
πολύτιμος	ценна
πολύτιμος	ценно
πολύτιμος	ценни
πολύτιμος	ценен
φεγγάρια	луните
φεγγάρια	спътници
φεγγάρια	луни
ιβάνοβνα	ивановна
τζολί	джоли
βαπτιστήριο	баптистерий
πλειάδες	плеядите
ρουθούνια	ноздрите
περιλήψεις	обобщения
χαλάει	разваля
νεράιδες	феи
νεράιδες	феите
περιττά	ненужна
περιττά	излишни
περιττά	излишно
περιττά	ненужен
περιττά	ненужни
περιττά	ненужно
σκαλιά	стъпала
σκαλιά	стълбите
σκαλιά	стълби
σκαλιά	стъпала
σκαλιά	стъпки
σκαλιά	стълби
σκαλιά	крачки
ζεστή	топло
ζεστή	топла
ζεστή	топъл
ζεστή	топли
πυροβολισμό	изстрел
πυροβολισμό	стрелба
κρατείται	задържан
κρατείται	задържани
κρατείται	задържана
κουνούπια	комари
κουνούπια	комарите
πιάνα	пиана
διανέμονται	разпределена
διανέμονται	разпределени
διανέμονται	разпределен
διανέμονται	разпределено
κλάπτον	клептън
ελαστική	гъвкави
ελαστική	гъвкаво
ελαστική	гъвкава
ελαστική	гъвкав
ελαστική	ластик
ελαστική	еластичен
ναδάλ	надал
κένταυροι	кентаврите
τεοντόρ	теодор
τεοντόρ	теодор
κήρυκες	проповедници
παραπλανητική	измамна
παραπλανητική	измамни
παραπλανητική	измамно
παραπλανητική	подвеждаща
βιβλιογραφική	библиографски
μακμίλαν	макмилън
μακμίλαν	макмилън
τσαουσέσκου	чаушеску
φιλόδοξος	амбициозен
φιλόδοξος	амбициозно
φιλόδοξος	амбициозна
φιλόδοξος	амбициозни
χαιρώνεια	херонея
τρι	tri
καταδικασμένος	осъждан
καταδικασμένος	осъден
καταδικασμένος	осъдени
καταδικασμένος	осъди
καταδικασμένος	осъдена
καταδικασμένος	осъден
καταδικασμένος	осъдени
καταδικασμένος	обречени
καταδικασμένος	обречен
καταδικασμένος	обречена
τζόντι	джоди
τζόντι	джоди
τζόντι	джоди
αλήτης	скитник
αλήτης	пънк
αλήτης	безделник
αλήτης	скитник
περιπετειώδης	приключенски
κακία	подлост
κακία	злоба
συμβίωση	симбиоза
προσιτή	достъпна
προσιτή	достъпен
προσιτή	достъпни
προσιτή	достъпно
γεωργιανοί	грузинците
σάλιο	слюнка
σάλιο	слюнката
κυάνιο	цианид
άσλεϊ	ашли
ζήνα	зина
στεφάνια	венци
στεφάνια	стефания
λογιστικό	счетоводство
λογιστικό	отчитане
ορδή	орда
γκαλαπάγκος	галапагос
γκαλαπάγκος	галапагос
κροίσος	крез
μεταγλωττιστή	компилатор
βορεια	северно
βορεια	север
βορεια	северна
βορεια	северни
βορεια	северен
βορεια	северна
βακτριανής	бактрия
έλκη	язви
έλκη	язва
αμπελουργία	лозарството
πολωνικές	поляк
πολωνικές	полски
πολωνικές	полска
προτεινόμενες	предложени
προτεινόμενες	предложена
προτεινόμενες	предложен
προτεινόμενες	предложено
κατι	нещо
σκουλαρίκια	обици
σκουλαρίκια	обеци
σκουλαρίκια	пиърсинг
όσφρηση	миризма
όσφρηση	мирис
ρέινολντς	рейнълдс
ρέινολντς	рейнолдс
βήχας	кашлица
βήχας	кашлица
ρόλινς	ролинс
κατάγματα	фрактури
κατάγματα	счупвания
διευκολύνοντας	улесняване
λεττονία	латвия
εβραία	еврейски
εβραία	еврейско
εβραία	евреин
εβραία	еврейка
άκη	акис
κρόιφ	кройф
όχλος	мафия
όχλος	тълпа
χάρρις	харис
παλμύρα	палмира
νεβέρ	невер
ντομάτες	домати
φουτζίτα	фуджита
παντελόνια	панталоните
παντελόνια	гащи
παντελόνια	панталон
παντελόνια	панталони
παντελόνια	панталон
παντελόνια	панталони
επιδιώξει	търси
πάπια	дък
πάπια	патка
πάπια	патици
πάπια	пате
πάπια	патица
ανυπακοή	неподчинение
ανυπακοή	неподчинение
λαβύρινθο	лабиринта
λαβύρινθο	лабиринт
λαβύρινθο	лабиринт
λίπανση	смазване
προληπτική	превантивни
βετεράνοι	ветерани
βετεράνοι	ветераните
αμετάβλητο	непроменено
αμετάβλητο	непроменена
αμετάβλητο	непроменен
τιτανίου	титан
τιτανίου	титанов
θεσσαλικό	тесалийски
ημιτελή	недовършена
ημιτελή	недовършени
ημιτελή	непълна
ημιτελή	непълни
ημιτελή	непълен
ημιτελή	непълно
παλάμη	дланта
παλάμη	палм
παλάμη	длан
αμηχανία	неловко
αμηχανία	непохватен
αμηχανία	неудобно
αμηχανία	неудобство
έμπιστος	довереник
έμπιστος	доверен
ράμα	рама
ελεγκτές	одитори
ρούπελ	рупел
εορταστικό	празнични
εορταστικό	празнично
εορταστικό	празнична
γκίζας	гиза
χομς	хомс
κόλμαν	колман
αυθεντικές	автентични
αυθεντικές	автентично
αυθεντικές	автентична
αυθεντικές	автентичен
αυθεντικές	оригиналите
αυθεντικές	древни
αυθεντικές	оригинали
νεάντερταλ	неандерталец
νεάντερταλ	неандерталците
βιοποικιλότητας	биоразнообразието
καράτσι	карачи
κουπέ	купе
κουπέ	отделение
κουπέ	купе
γκούντμαν	гудман
ταγίπ	тайип
ιβάνοφ	иванов
φανάρια	фенерите
φανάρια	фенери
τούτσι	тутси
τούτσι	тучи
τούτσι	тутси
σαρ	шар
σαρ	чар
αλικάντε	аликанте
ντεπ	деп
έμφυτη	вродена
έμφυτη	вродено
αμμάν	аман
βάζα	буркани
βάζα	вази
πήξης	съсирването
πήξης	съсиреци
ραμπάτ	рабат
στεροειδή	стероиди
στεροειδή	стероидите
ζάντες	джанти
παλμός	импулс
παλμός	пулс
βακτηριακή	бактериална
βακτηριακή	бактериални
παράσιτο	паразит
παράσιτο	паразити
μαρσέλο	марсело
βόρνεο	борнео
ανταμάν	андаманско
συνεταιρισμών	кооперации
κολλήσει	заклещен
κολλήσει	заседнал
κολλήσει	заседнали
μπούτο	бхуто
ξεκούραση	почивка
παρεμβολές	вмешателство
παρεμβολές	смущения
παρεμβολές	намеса
επισημάνω	подчертая
επισημάνω	осветяване
μαγιότ	майот
δεμένη	завързана
δεμένη	обвързана
θυμωμένος	гневен
θυμωμένος	бесен
θυμωμένος	ядосан
θυμωμένος	ядосана
αλεξ	алекс
ουέσλι	уесли
γκουανό	гуано
απότομο	стръмен
εσυ	си
εσυ	ти
εσυ	ви
μεσα	вътрешно
μεσα	вътре
μαλατέστα	малатеста
βρωμιούχο	бромид
μπρούνερ	брунър
μπρούνερ	брунер
γουίνιπεγκ	уинипег
δοϊράνης	дойранско
ναυαρχείο	адмиралтейството
γκιούλιβερ	гъливер
ντιάνα	даяна
ντιάνα	диана
ντιάνα	диана
δένει	обвързва
μονφόρ	монфор
αλιευμάτων	уловът
αλιευμάτων	улов
οινόπνευμα	спирт
οινόπνευμα	алкохол
μαχητική	войнствени
τένοντες	сухожилията
μόρτον	мортън
μανόν	манон
ράβδους	пръчки
ράβδους	пръти
συμβιβασμός	компромис
συμβιβασμός	компромиси
λία	леа
λία	лея
λία	лиа
λία	лия
λία	леа
λία	лиа
λία	лия
μαρτίνι	мартини
συγκρίνουμε	сравни
συγκρίνουμε	сравнение
συγκρίνουμε	сравняване
ασαφείς	неясно
ασαφείς	неясен
ασαφείς	неясна
ασαφείς	неясни
επιδερμίδα	епидермис
γάγγλια	ганглии
διορθώνει	коригира
ηλεκτραρνητικότητα	електроотрицателност
προσιτό	достъпна
προσιτό	достъпен
προσιτό	достъпни
προσιτό	достъпно
χάραξε	издълбани
μπιζέ	бизе
παλίρροια	приливът
παλίρροια	прилив
καθορισμένα	определени
καθορισμένα	дефинирани
ραχιαίο	гръбна
σρεκ	шрек
εγγύτητα	близост
εγγύτητα	близост
εγγύτητα	близостта
κόρρα	кора
πανδημία	пандемия
καθυστερημένη	закъснение
καθυστερημένη	забавено
καθυστερημένη	отложено
σάουρον	саурон
μεσσία	месия
μεσσία	месията
δισκοπότηρο	бокал
δισκοπότηρο	граал
κασσιόπη	касиопея
κολύμπι	плуване
κολύμπι	плуване
ανακοινώνοντας	обявявайки
προσοφθάλμιο	окуляра
σάιρους	сайръс
διαφανή	прозрачен
διαφανή	прозрачно
διαφανή	прозрачна
διαφανή	прозрачни
φιλίες	приятелства
ωριμάζει	узрява
υδραζίνη	хидразин
μαγιά	мая
γαρίδες	скариди
γαρίδες	скариди
γαρίδες	скариди
αινειάδα	енеида
έφηβη	тийн
έφηβη	тинейджър
έφηβη	тийнейджър
έφηβη	тийнейджър
έφηβη	тинейджър
έφηβη	тийнейджърка
έφηβη	тийнейджър
στριτ	улица
στριτ	стрийт
στριτ	street
στριτ	улицата
διόδους	диоди
αξιολογεί	оценява
έξετερ	ексетър
κουλτούρες	култури
κουλτούρες	културите
αρχόντισσα	господарка
άιφελ	айфеловата
στεκόταν	стоеше
θωρακισμένο	бронирани
θωρακισμένο	брониран
θωρακισμένο	бронирана
θωρακισμένο	брониран
θωρακισμένο	бронирана
πάπιες	патици
πολέμαρχος	военачалник
πέγκυ	пеги
πρακτορεία	агенции
κιβωτό	арк
κιβωτό	ковчега
στολίδια	украси
στολίδια	украса
στολίδια	украшения
στολίδια	украса
στολίδια	орнаменти
λέσχες	клубове
λέσχες	спатия
λέσχες	клубовете
λέσχες	стикове
στίβι	стиви
κάμινγκς	къмингс
γενναίοι	смели
γενναίοι	смело
γενναίοι	смела
γενναίοι	смел
γενναίοι	брейвс
χάλια	смучат
χάλια	гадно
χάλια	гадно
γούστα	вкус
γούστα	вкусове
μπράντφορντ	брадфорд
εκχύλισμα	извличане
εκχύλισμα	екстракт
βλαντ	влад
οκτάβα	октав
τοπολογική	топологични
σοκάκια	алеи
ωμή	сурово
ωμή	сурови
ωμή	суров
ωμή	сурова
ωμή	необработен
χολτ	холт
απολιθωμένο	вкаменени
πούλα	продава
μωσαϊκά	мозайки
κνωσού	кносос
τουρχάν	турхан
γκουρού	гуру
ανάδρομη	ретроградна
βελγικά	белгийските
βελγικά	белгийски
θερμόμετρο	термометър
κάρδαμο	кардамон
εργατικός	трудолюбиви
κάρλα	карла
ανισότητες	неравенства
ανισότητες	неравенство
ζαντ	зант
σπασίκλα	зубър
σπασίκλα	зубър
διατηρημένο	запазено
διατηρημένο	запазен
διατηρημένο	запазени
διατηρημένο	консервирани
διατηρημένο	запазена
ασέβεια	неуважение
ασέβεια	неуважително
ασέβεια	неуважение
εμπνεύσει	вдъхнови
άτακτη	палаво
άτακτη	палави
πικέ	пике
χαρτογράφος	картограф
καλάμια	тръстика
κασέτες	касети
κασέτες	касети
κασέτες	ленти
μοναρχίες	монархии
δυσαρεστημένοι	недоволен
δυσαρεστημένοι	недоволни
δυσαρεστημένοι	недоволна
δυσαρεστημένοι	недоволен
δυσαρεστημένοι	недоволни
πικρό	горчиви
πικρό	горчива
πικρό	горчив
πικρό	горчиво
διήθηση	филтриране
διήθηση	филтриране
διήθηση	проникване
τετράπλευρο	четириъгълник
δέκαθλο	десетобой
εκτιμώμενη	изчислено
εκτιμώμενη	изчислен
ηλεκτρικός	електрически
ηλεκτρικός	електрическа
ηλεκτρικός	електрическо
ηλεκτρικός	електрически
ηλεκτρικός	електрическа
ηλεκτρικός	електрическо
ηλεκτρικός	електричество
όρνιθες	кокошки
όρνιθες	кокошки
όρνιθες	пиленца
όρνιθες	пилета
επιμόρφωση	тренировки
επιμόρφωση	обучение
επιμόρφωση	тренировка
εμπειρογνώμονες	експерти
εμπειρογνώμονες	експертите
πέμπα	пемба
προσκεκλημένος	поканени
προσκεκλημένος	поканена
προσκεκλημένος	поканен
καμύ	камю
μολίνα	малина
μολίνα	молина
στρογγυλά	кръгла
στρογγυλά	кръгли
στρογγυλά	рунд
στρογγυλά	кръгло
στρογγυλά	кръг
τεταμένες	обтегнати
περηφάνια	гордост
περηφάνια	прайд
παραχώρησης	концесията
παραχώρησης	концесия
παραολυμπιακούς	параолимпийските
θηρία	зверове
θηρία	зверовете
ρόλαντ	роланд
νύχι	пирон
νύχι	нокът
νύχι	щипки
νύχι	нокти
νύχι	нокътя
νύχι	нокът
ντομάτα	домат
ντομάτα	домати
μοναχικός	самотен
μοναχικός	самотно
μοναχικός	самотна
μοναχικός	самотни
μοναχικός	единак
μοναχικός	самотник
συκοφαντία	клевети
συκοφαντία	клевета
αντιστάσεις	съпротивления
αγοράστηκαν	купена
αγοράστηκαν	купени
αγοράστηκαν	закупени
αγοράστηκαν	купен
αγοράστηκαν	купена
αγοράστηκαν	купих
αγοράστηκαν	купил
αγοράστηκαν	купен
ντέβον	девин
ντέβον	девън
ντέβον	девон
πολυμέσα	мултимедийни
αγάπησα	обичах
αγάπησα	обичана
αγάπησα	обичаше
αγάπησα	обичан
ευσεβή	благочестив
επικυρώσει	ратифицира
συνοψίζονται	обобщени
χχχ	xxx
κανονικότητα	редовността
κανονικότητα	нормалност
ίρβινγκ	ървинг
ουσιώδες	съществени
ουσιώδες	съществена
ουσιώδες	съществено
τόρος	торос
άντλησης	изпомпване
οσάμα	осама
τυπωμένο	печатни
τυπωμένο	отпечатани
τυπωμένο	отпечатано
αρχέτυπο	архетип
κλέβουν	открадне
κλέβουν	крадене
εκκαθάρισης	разчистване
εκκαθάρισης	ликвидиране
εκκαθάρισης	ликвидация
φαγιούμ	фаюм
κορνάρο	корнаро
νασα	наса
συνάδελφο	колега
συνάδελφο	колега
τζαν	ян
τζαν	джан
εκφοβισμό	сплашване
μαϊμού	маймунка
μαϊμού	маймуни
μαϊμού	маймуна
συσχετισμός	корелация
χόγκαν	хоган
φιλάδελφος	филаделф
αξιόπιστος	надежден
αξιόπιστος	надеждно
αξιόπιστος	надежден
αξιόπιστος	надеждни
αξιόπιστος	надеждна
ρηχή	повърхностен
ρηχή	плитко
ρηχή	повърхностно
ρηχή	повърхностни
ρηχή	повърхностна
γήρανση	стареене
γήρανση	стареене
θεωρεία	теорията
θεωρεία	теория
μικροσκοπική	микроскопични
κονσέρτο	концерт
κονσέρτο	концерт
αγέλη	стадо
αγέλη	стадото
αγέλη	опаковка
αγέλη	глутница
μάρκοφ	марков
ακρίδες	скакалци
ακρίδες	скакалци
ρευστότητα	ликвидност
φίλτρων	филтри
αθηναγόρας	атинагор
αμπχαζία	абхазия
λομπάρντο	ломбардо
τζένι	джени
βότσαλα	камъчета
χαίρε	аве
χαίρε	градушка
δυσμενή	неблагоприятни
ευθυγράμμιση	подравняване
ευθυγράμμιση	изравняване
ευθυγράμμιση	подравняване
γυάλινη	стъкло
γυάλινη	чаша
γυάλινη	стъклен
γυάλινη	стъкла
καλώ	вика
καλώ	призвание
ξύπνημα	пробуждане
ξύπνημα	събуждане
γκριμ	грим
στάιν	стайн
στάιν	щайн
προϊστορικό	праисторически
εκχύλιση	извличане
εκχύλιση	екстракция
ρόμπινς	робинс
φωτογραφήθηκε	сниман
φωτογραφήθηκε	снимана
φωτογραφήθηκε	снимано
φωτογραφήθηκε	заснето
κις	кийс
κις	киш
μάγους	магьосници
κυνόδοντες	зъби
ντουάρτε	дуарте
κέρουακ	керуак
εκπαιδευτή	треньор
εκπαιδευτή	инструктор
πρωκτό	ануса
πρωκτό	ректума
χειρουργείο	хирургия
χειρουργείο	операция
γέλια	смях
γέλια	смехът
γέλια	смях
γέλια	смях
μπερτ	бърт
μπερτ	бърт
αναξιόπιστη	ненадежден
αναξιόπιστη	ненадеждни
αντίκτυπος	влияние
αντίκτυπος	сблъсък
αντίκτυπος	въздействие
αντίκτυπος	удар
εκκρίσεις	секрети
εκκρίσεις	секрет
αμίδια	амиди
κίρκη	цирцея
λένι	лени
μοναχισμού	монашество
χαρτούμ	хартум
μπροκ	брок
βραδιές	нощувки
βραδιές	нощи
βραδιές	нощите
σαλάμ	салаам
απλοποιημένη	опростено
απλοποιημένη	опростен
απλοποιημένη	опростена
απλοποιημένη	опростени
κλωστή	нишки
κλωστή	нишка
κλωστή	конец
κλωστή	конци
επιζήσαντες	оцелели
επιζήσαντες	оцелелите
ντάουνι	дауни
μάνερχαϊμ	манерхайм
μόρτιμερ	мортимър
λεπίδα	острие
λεπίδα	блейд
λεπίδα	острието
απαρίθμηση	изброяване
απαρίθμηση	преброяване
αριαράθης	ариарат
συνουσία	коитус
συνουσία	сношение
συνουσία	съвкупление
συνουσία	сношение
συνουσία	разврат
κοκτέιλ	коктейл
κοκτέιλ	коктейлите
κοκτέιλ	коктейли
κοκτέιλ	коктейл
τσάντλερ	чандлър
λεμόνι	лимон
λεμόνι	лемън
μπογκοτά	богота
αδιάφορη	безразлични
αδιάφορη	безразлична
αδιάφορη	безразличен
αδιάφορη	безразлично
αντικρουόμενες	противоречиви
συνδυασμένες	комбинирана
συνδυασμένες	комбинирано
συνδυασμένες	комбинирани
συνδυασμένες	комбиниран
έρικα	ерика
έρικα	ерика
δίδυμες	близнаци
δίδυμες	близнаците
δίδυμες	близначки
καλντερόν	калдерон
βιοχημικές	биохимични
αβεβαιότητες	неопределеност
αβεβαιότητες	несигурност
κοινωνιολόγοι	социолози
ηρωισμό	героизъм
παραπλανητικό	подвеждаща
κούραση	умора
κούραση	умора
κούραση	уморени
κούραση	изморен
κούραση	уморена
κούραση	уморен
αφομοίωση	асимилация
μετεγκατάσταση	мигрират
καλεσμένους	гостите
καλεσμένους	гости
ενβέρ	енвер
κρησφύγετο	скривалище
κρησφύγετο	бърлогата
κρησφύγετο	бърлога
ρόγιαλ	роял
ρόγιαλ	кралско
ρόγιαλ	кралска
ρόγιαλ	royal
ρόγιαλ	кралски
βαρύτονος	баритон
ενυδάτωση	хидрат
ενυδάτωση	хидратация
φλούδα	пийл
ρήγκαν	рейгън
αυξημένος	повишена
αυξημένος	увеличена
αυξημένος	увеличен
αυξημένος	повишен
αρχιδούκισσα	ерцхерцогиня
ευδοκιμούν	процъфтяват
πνίγηκαν	удави
μυστικισμό	мистицизъм
πρωτότοκο	първородния
επιπλέει	плаващи
επιπλέει	плаваща
επιπλέει	плаващ
επιπλέει	плава
μινέιρο	минейро
θεσμική	институционални
θεσμική	институционална
θεσμική	институционално
διαχωριστικό	разделител
διαχωριστικό	дял
διαχωριστικό	разделяне
διαχωριστικό	разделител
νευρικά	нервно
γουές	уес
αδιάλυτο	неразтворим
ονομασιών	обозначения
ονομασιών	наименования
ονομασιών	означения
λογοκλοπή	плагиатство
αρμάδα	армада
εκτιμώμενο	изчислено
εκτιμώμενο	изчислен
ενωθείτε	обедини
ρέντφορντ	редфорд
