мериленд	maryland
верни	loyalt
верни	sand
верни	sandt
верни	true
верни	rigtigt
верни	trofaste
верни	trofast
алпите	alperne
демо	demo
измества	fortrænge
архиви	plader
архиви	records
архиви	registreringer
архиви	fortegnelser
архиви	optegnelser
архиви	arkiv
архиви	arkiverne
архиви	arkiver
архиви	arkivet
архиви	arkiv
архиви	arkivere
архиви	arkivet
документите	dokumenter
документите	dokumenterne
вечеря	aftensmad
вечеря	middag
вечеря	dinner
вечеря	aftensmaden
вечеря	aftensmad
вечеря	aftensmaden
померания	pommern
накратко	kortvarigt
унищожаването	ødelægger
анализи	analyser
анализи	analyser
анализи	analyse
анализи	indblik
кожани	kozani
съдържаща	indeholder
съдържаща	indeholdende
бедствия	katastrofer
бедствия	katastrofe
бедствия	katastrofen
бедствия	katastrofer
производни	derivater
влажни	fugtige
влажни	fugtig
влажни	fugtigt
влажни	fugtig
влажни	fugtigt
подводница	ubåden
подводница	ubåd
подводница	sub
перо	fjer
перо	pero
лекува	heler
арктика	arktisk
арктика	arktiske
арктика	arktis
въведение	introduktion
въведение	indledning
въведение	introduktion
въведение	intro
известия	notifikationer
известия	anmeldelser
известия	meddelelser
важност	vigtighed
важност	betydning
торпедо	torpedo
удря	hits
удря	rammer
конан	conan
шрифт	skrifttypen
шрифт	font
шрифт	skrifttype
бюст	spaltning
бюст	kavalergang
бюст	razzia
бюст	buste
пустиня	ørken
пустиня	ørkenen
пустиня	desert
новгород	novgorod
върти	spinder
върти	snurrer
локомотиви	lokomotiver
намален	faldt
намален	sænket
намален	mindsket
намален	nedsat
намален	reduceret
намален	formindsket
намален	mindsket
намален	nedsatte
намален	nedsat
намален	reduceret
намален	formindsket
зърна	korn
зърна	brystvorter
зърна	kerner
сенат	senatet
сенат	senat
апогей	apogee
съображения	overvejelser
съображения	betragtninger
съображения	betragtningerne
съображения	betragtninger
тепе	tepe
утре	imorgen
проява	manifestation
авторитет	autoritet
авторитет	bemyndigelse
авторитет	myndighed
японско	japansk
японско	japanerne
японско	japaner
японско	japanere
японско	japanske
полуфинала	semifinalen
преки	direkte
преки	direct
ваня	vanja
шведска	svenske
шведска	svensker
шведска	svensk
цин	qin
цин	qing
тотнъм	tottenham
гробници	grave
атланта	atlanta
елит	eliten
елит	elite
елит	eliter
бомбардировач	bombemanden
бомбардировач	bomber
бомбардировач	bombefly
рита	rita
директорите	instruktører
директорите	direktører
рон	ron
стратегическо	strategisk
темите	temaer
темите	emner
темите	temaerne
темите	emner
темите	emnerne
паскал	pascal
трио	trio
урежда	arrangerer
указания	instruktioner
указания	instruktion
указания	brugsanvisning
указания	instrukser
указания	vejledning
трагедията	tragedier
трагедията	tragedie
трагедията	tragedien
бунтовниците	rebel
бунтовниците	oprører
малцинства	minoriteter
малцинства	mindretallene
малцинства	mindretal
фред	fred
основания	grunde
основания	begrundelser
готово	færdig
готово	udfærdiget
готово	done
готово	udført
готово	gjort
грозни	grimme
грозни	grimt
грозни	grim
железни	jern
близнаци	tvilling
близнаци	twin
близнаци	tvilling
близнаци	tvillinger
близнаци	tvillingerne
бомбардировачи	bombefly
совалка	rumfærgen
совалка	rumfærge
совалка	færge
замъци	slotte
тигър	tiger
тигър	tigeren
видя	se
имигранти	migranter
имигранти	indvandrere
имигранти	indvandrer
имигранти	immigranter
имигранти	indvandrere
имигранти	indvandrerne
имигранти	indvandrer
имигранти	indvandrere
вкъщи	hjem
вкъщи	hjemme
вкъщи	startside
вкъщи	hjemad
вкъщи	home
нарушаване	forvrængning
нарушаване	forvridning
нарушаване	fordrejning
обсерватория	overvågningscenter
обсерватория	observatoriet
обсерватория	observatorium
грама	gram
грама	grams
азаренка	azarenka
виолета	violetta
виолета	violet
метел	metellus
механик	mekaniker
младост	ungdommen
младост	ungdoms
младост	unge
младост	ungdom
поддръжници	bagmænd
поддръжници	tilhængerne
поддръжници	tilhængere
поддръжници	støtter
познато	bekendt
познато	velkendt
изолация	isolering
изолация	isolation
изолация	isolering
гробища	kirkegårde
гробища	kirkegårde
гробища	kirkegård
гробища	kirkegården
унищожи	ødelæg
унищожи	ødelægge
унищожи	tilintetgør
унищожи	ødelægger
успее	lykkes
съвместни	joint
съвместни	fælles
момичетата	girls
момичетата	piger
момичетата	pigerne
момичетата	tøser
заплашва	truer
заплашва	truende
заплашва	true
придвижване	bevægelighed
придвижване	flytning
придвижване	bevægelse
придвижване	bevægelser
далас	dallas
съставна	sammensat
съставна	sammensatte
мода	couture
мода	fashion
мода	mode
пие	drukket
пие	druk
пие	drikker
пие	drikke
пие	drikkevarer
пие	drinks
верде	verde
преминал	passeret
преминал	bestået
смях	ler
смях	griner
смях	munterhed
смях	latter
смях	grin
смях	griner
смях	grine
смях	le
смях	griner
смях	grin
компилация	samling
оттегляне	tilbagetrækning
оттегляне	inddragelse
оттегляне	tilbagetrækning
оттегляне	udtræden
клане	massakrer
клане	massakre
клане	massakren
клане	blodbad
клане	slagtning
симпсън	simpsons
симпсън	simpsons
симпсън	simpson
образователна	pædagogisk
образователна	uddannelsesmæssige
образователна	lærerigt
детектив	kriminalassistent
детектив	detektiv
детектив	kriminalbetjent
албанско	albanske
албанско	albansk
албанско	albanere
приключенията	oplevelser
приключенията	eventyr
редове	rækker
редове	række
редове	strækninger
редове	linier
редове	linjer
предимства	fordele
предимства	ydelserne
предимства	ydelser
предимства	frynsegoder
предимства	fordele
римляни	romerne
римляни	romere
некропол	nekropolis
еоод	ltd
формати	formater
отворено	åbent
отворено	åbn
отворено	åben
квалификации	ratings
квалификации	vurderinger
квалификации	bedømmelser
квалификации	kvalifikationer
квалификации	kvalifikationer
квалификации	kvalifikation
квалификации	kvalificering
печалба	fortjeneste
печалба	profit
печалба	overskud
печалба	gevinst
печалба	fortjeneste
печалба	profit
печалба	overskud
одобрение	godkendelse
демокрацията	demokratiet
демокрацията	demokrati
фиат	fiat
блейк	blake
еврейско	jøde
еврейско	jødisk
еврейско	jøder
еврейско	jødiske
антична	antikke
антична	antik
русо	russo
русо	rousseau
памук	bomuld
ахил	achilleus
ахил	achille
четвъртък	torsdag
романтични	romantiske
романтични	romantisk
романтични	romantiker
романтични	romantik
батальона	bataljon
алгоритъм	algoritme
партньорство	partnerskab
партньорство	partnerskabet
партньорство	partnership
партньорство	partnerskaber
партньорство	partnerskaber
стрийт	gade
стрийт	street
стрийт	gaden
пето	peto
геология	geologi
наема	leje
наема	husleje
конфедерация	forbund
микеланджело	michelangelo
юнг	jung
юнг	yung
инвазия	invasion
инвазия	invasionen
инвазия	invaderet
местообитания	habitater
местообитания	naturtyper
местообитания	levesteder
местообитания	levested
местообитания	habitater
местообитания	habitat
местообитания	levesteder
строител	bygmester
глина	ler
глина	clay
чисти	rene
чисти	rens
чисти	ren
чисти	rent
чисти	clean
облаци	skyerne
облаци	skyer
облаци	skyen
облаци	sky
облаци	cloud
облаци	skyer
олтар	alteret
олтар	alter
олтар	alter
биг	big
биг	store
биг	stor
биг	stort
бригадата	brigade
седма	syv
седма	syvende
козината	fur
козината	pels
вале	valle
вале	jack
вале	vale
вале	kammertjener
свещена	hellig
свещена	helligt
свещена	hellige
смъртни	dødelig
смъртни	dødelige
смъртни	dødelige
арменци	armeniere
арменци	armenierne
арменци	armenien
арменци	armenske
предложен	foreslåede
предложен	foreslog
предложен	foreslået
предложен	tilbydes
предложен	tilbudte
предложен	tilbudt
предложен	udbudt
предложен	friede
предложен	foreslåede
предложен	foreslået
джън	zheng
лил	lil
лил	lille
торпеда	torpedoer
историография	historieteori
казимир	casimir
вилхелмина	wilhelmina
панаир	karneval
панаир	tivoli
панаир	rimelig
панаир	rimeligt
панаир	retfærdig
панаир	fair
психиатър	psykolog
психиатър	psykiater
мембрана	membran
конете	heste
травма	personskade
травма	skade
травма	skader
травма	traume
травма	trauma
травма	traumer
последствия	konsekvens
последствия	konsekvenserne
последствия	konsekvenser
последствия	følgerne
намерението	hensigten
намерението	intention
намерението	intentioner
намерението	hensigt
сабин	sabine
университетите	universiteter
университетите	universiteterne
смъртност	dødelighed
смъртност	dødeligheden
смъртност	mortalitet
ленти	strimler
ленти	bånd
ленти	strimler
ленти	strip
хонорис	honoris
псевдоними	kaldenavne
сервий	servius
рамки	rammer
рамки	stel
вратите	dørene
вратите	døre
кабо	kappe
кабо	cape
кабо	kap
кабо	kåbe
кабо	cabo
регулиране	justering
регулиране	tilpasning
регулиране	regulerer
регулиране	regulere
скъпи	dear
скъпи	kære
есе	essay
потомък	efterkommer
потомък	efterkommer
кавала	kavala
процесор	cpu
процесор	processor
трудни	svært
трудни	svære
трудни	vanskelig
трудни	vanskeligt
трудни	svær
справедливост	justice
справедливост	justitsministeriet
справедливост	retfærdighed
вар	varus
вар	kalk
вар	lime
доставка	leverance
доставка	udbringning
доставка	levering
доставка	omdeling
доставка	søfart
доставка	skibsfart
доставка	fragt
доставка	shipping
доставка	forsendelse
доставка	udlevering
доставка	levering
доставка	udbud
доставка	forsyning
бенд	bøje
бенд	bøj
бенд	buk
влага	vandindhold
влага	fugtighed
влага	fugt
влага	fugtighed
влага	luftfugtighed
влага	fugt
странно	mærkeligt
странно	underlig
странно	underligt
странно	mærkelig
странно	mærkeligt
странно	underlig
странно	underligt
странно	besynderligt
странно	mærkelig
странно	mærkeligt
странно	underligt
странно	besynderligt
странно	ulige
странно	mærkelig
уста	mund
уста	munden
фил	phil
хага	hague
хага	haag
оцветяване	farvning
оцветяване	farvestof
оцветяване	farvning
кит	hval
кит	hvaler
кит	hvalen
кит	kitt
кит	kit
беневенто	benevento
форест	forrest
форест	skov
форест	forest
форест	skoven
форест	skove
футуна	futuna
клиника	klinik
клиника	klinikken
учебник	lærebog
пиза	pisa
бин	bin
жълта	gult
жълта	gule
жълта	yellow
жълта	gul
унищожен	udslettet
унищожен	ødelagt
унищожен	tilintetgjort
унищожен	destrueret
тито	tito
томе	tomé
готовност	villighed
готовност	beredvillighed
готовност	beredskab
готовност	villighed
готовност	beredvillighed
готовност	vilje
мил	mill
мил	mølle
инструктор	instruktør
таланти	talenter
таланти	talenter
таланти	talent
таланти	talentet
дюселдорф	düsseldorf
дюселдорф	düsseldorf
обичай	brugerdefineret
обичай	skik
обичай	tilpasset
обичай	brugerdefinerede
обичай	sædvane
констанций	constantius
сива	gråt
сива	gray
сива	grå
сива	gråt
сива	grå
сива	grey
изкопаеми	fossile
изкопаеми	fossilt
изкопаеми	fossil
изчислява	beregner
отзиви	anmeldelser
рожден	fødselsdagen
рожден	fødselsdag
роджърс	rodgers
роджърс	rogers
скрити	skjulte
скрити	gemt
скрити	skjult
съхраняване	oplagring
съхраняване	lagring
съхраняване	lager
съхраняване	opbevaring
модула	lander
модула	delstater
телескоп	kikkert
телескоп	teleskop
назначение	overdragelse
назначение	opgave
отговорни	ansvarlig
отговорни	ansvarlige
отговорни	ansvarligt
осетия	ossetien
ангели	engle
ангели	angels
ангели	englene
толкин	tolkien
кантон	canton
насекомо	insekt
адреси	adresserne
адреси	adresser
благородници	adel
благородници	adelige
благородници	adelsmænd
рамо	skulder
рамо	skulderen
рамо	bov
фабрики	fabrikker
малц	malt
билборд	plakat
нюкасъл	newcastle
европейците	europæere
европейците	europæerne
европейците	europæernes
изненадващо	overraskende
изненадващо	overraskende
жлеза	kirtel
доставя	leverer
доставя	levere
янина	janina
сбор	sum
сбор	summen
приск	priscus
газа	gaza
мек	blød
мек	blødt
мек	soft
мек	bløde
модернизация	opgradering
модернизация	modernisering
избрано	valgt
избрано	udvalgt
избрано	valgte
избрано	valgt
избрано	valgte
избрано	udvalgte
избрано	udvalgt
избрано	markeret
сигизмунд	sigismund
отрасли	industries
отрасли	industrier
отрасли	brancher
отрасли	brancher
отрасли	sektorerne
отрасли	sektorer
чувствата	følelser
упадък	afslå
упадък	tilbagegang
упадък	forfald
упадък	dekadence
неутрална	neutral
неутрална	neutralt
неутрална	neutrale
родригес	rodriguez
родригес	rodrigues
родригес	rodríguez
дъщерите	døtre
николаевич	nikolayevich
слалом	slalom
лозя	vingård
лозя	vinmarker
лозя	vinmarker
лозя	vinstokke
лозя	vinmarker
поли	polly
поли	paulie
поли	nederdele
поли	poli
поли	poly
гнездо	nest
гнездо	reden
гнездо	rede
николо	niccolo
провери	tjek
провери	check
лиза	lisa
лиза	liza
чужда	udenlandsk
чужда	fremmed
тестване	test
тестване	afprøvning
тестване	testning
тестване	prøvning
тестване	tester
авиацията	luftfarten
авиацията	luftfart
авиацията	aviation
мичъл	mitchell
виното	vin
пирот	pirot
точна	nøjagtig
точна	nøjagtige
точна	korrekt
точна	præcis
съществувал	eksisteret
съществувал	fandtes
съществувал	eksisterede
вулкани	vulkaner
чешката	tjekkiske
чешката	tjekkisk
психолози	psykologer
линейни	lineær
линейни	lineært
линейни	lineære
албин	albin
временен	midlertidig
временен	midlertidigt
временен	vikar
временен	temp
брабам	brabham
аргос	argos
графичен	grafik
графичен	grafisk
графичен	grafisk
графичен	grafik
графичен	grafisk
водачите	førere
водачите	chauffører
водачите	bilister
водачите	lokomotivførere
вариации	variationer
вариации	udsving
вариации	varianter
полу	semi
нба	nba
разход	omkostninger
разход	pris
разход	udgift
разход	omkostning
разход	udgifter
разход	udgift
разход	udgift
разход	bekostning
атома	atom
преместена	flyttede
преместена	bevæget
преместена	flyttet
клипове	magasiner
клипове	klip
клипове	videoer
искра	gnist
недостиг	mangel
недостиг	knaphed
недостиг	knaphed
недостиг	knaphed
недостиг	mangel
вер	vere
земетресението	jordskælv
земетресението	jordskælvet
алба	alba
логически	logisk
логически	logiske
логически	logisk
логически	logik
пионер	pioneer
пионер	pioner
лео	leo
заем	låne
заем	lån
заем	lånet
никопол	nikopol
хенриета	henrietta
хенриета	henriette
цру	cia
цру	cla
цру	cia
цру	cla
мартинес	martinez
мартинес	martínez
изключва	udelukker
мой	mit
мой	mine
мой	min
извънредно	overtid
извънредно	overarbejde
извънредно	ekstremt
наблюдавани	observeret
наблюдавани	observerede
наблюдавани	iagttaget
наблюдавани	overvågede
наблюдавани	set
наблюдавани	overvåget
наблюдавани	overvåges
наблюдавани	overvågede
наблюдавани	overvåget
решетка	rist
решетка	grill
решетка	gitter
пабло	pablo
читатели	læserne
читатели	læsere
корупция	fordærv
корупция	korruption
корупция	bestikkelse
социалисти	socialdemokraterne
социалисти	socialdemokrater
социалисти	socialisterne
социалисти	socialister
намюр	namur
марсел	marcel
симптомите	symptomer
талин	tallinn
заводи	planter
заводи	anlæg
заводи	fabrikker
композира	komponere
предотвратяване	forhindre
предотвратяване	forebygge
предотвратяване	forebyggelse
геоложки	geologiske
геоложки	geologisk
антични	antikke
антични	antik
равена	ravenna
коалицията	koalition
коалицията	koalitionen
политики	politik
политики	politikker
политики	politikkerne
печатни	printet
печатни	trykte
печатни	trykt
мартен	mår
максимален	maksimum
максимален	maksimalt
клей	ler
клей	clay
