年	рік
蛋糕	торти
沙巴	сабах
對待	лікуванні
對待	розглядати
鑲嵌	мозаїчний
崇德	вірджил
過期	застарілий
庇護	asylum
恐慌	паніка
恐慌	паніки
恐慌	метушні
前輩	старший
前輩	старша
海嘯	цунамі
旋風	озон
旋風	циклон
旋風	вихор
殘疾	вимкнено
殘疾	обмеженими
殘疾	інвалідність
聖地牙哥	сантьяго
推定	презумпція
推定	припустив
處決	виконання
自傳	автобіографія
自傳	біографія
自傳	біографію
哇	вау
哇	вав
哇	ого
病患	пацієнти
病患	пацієнтам
病患	пацієнтів
病患	пацієнт
病患	пацієнта
碳酸	карбонат
漁業	рибалку
漁業	рибалити
漁業	тунця
硼	бор
命中	hits
命中	удар
命中	хіт
命中	влучити
命中	зачепив
命中	вдарив
大野	оно
杜鵑	рододендрон
杜鵑	зозуля
大理石	marble
大理石	мармур
撥款	виділення
炭	крейдою
炭	карбон
特效	ефект
特效	ефекти
疑問	сумнівів
疑問	сумнів
疑問	сумніву
疑問	сумніваюся
疑問	сумніватися
步驟	крок
步驟	кроком
步驟	кроків
步驟	кроки
大洲	континенти
大洲	континенті
大洲	континент
大洲	континенту
救助	залишкова
縮小	частка
縮小	вузький
縮小	вузькі
縮小	зменшення
縮小	зменшити
縮小	психологом
衡量	вимірювання
衡量	вимірювання
衡量	вимірювання
衡量	міру
衡量	міра
高興	щаслива
高興	щасливі
高興	щасливе
高興	щасливий
高興	щасливим
墓園	кладовище
墓園	цвинтар
間隔	проміжки
間隔	інтервал
間隔	проміжок
間隔	інтервал
間隔	проміжки
海岸線	узбережжя
海岸線	берег
擢	mew
詩歌	вірші
詩歌	поезія
善良	добрі
善良	вид
善良	різновид
善良	доброти
善良	доброта
善良	доброту
氧化物	оксид
正方形	квадратний
正方形	площа
正方形	квадрат
保守派	консерваторів
保守派	консервативна
判刑	вирок
判刑	засуджений
判刑	речення
判刑	речень
判刑	речення
判刑	вирок
剪輯	редагування
剪輯	монтаж
剪輯	кліп
分級	бал
灶	плита
灶	піч
複數	множини
英勇	сміливість
氯化	хлорид
印度教	індуїзм
外貌	вигляд
短缺	дефіциту
短缺	нестача
音節	склад
音節	склади
音節	складів
傻	тупо
傻	дурна
傻	дурне
傻	дурний
跳躍	стрибати
跳躍	перехід
跳躍	стрибок
跳躍	перейти
跳躍	стрибок
跳躍	скаче
測驗	перевірка
測驗	перевірити
測驗	test
測驗	тест
測驗	перевірки
測驗	тести
測驗	тестування
測驗	випробування
測驗	вікторина
測驗	тесті
測驗	тест
伯德	птахи
伯德	птаха
伯德	пташка
伯德	птах
峽谷	каньйони
峽谷	ущелина
峽谷	каньйон
傳聞	чутки
飼養	розмноження
氣壓	тиск
戰區	театр
微波	мікрохвильова
液體	рідина
液體	рідкий
液體	рідини
液體	рідина
回顧	згадуючи
回顧	огляд
住宿	житло
住宿	проживання
信念	віра
信念	впевненості
槍擊	стрільби
槍擊	зйомки
槍擊	стрільба
荷馬	гомер
落地	посадка
落地	посадку
墓碑	надгробок
國歌	гімн
彈頭	warhead
彈頭	кулю
彈頭	постріли
彈頭	позначки
彈頭	куля
彈頭	боєголовки
內心	inside
內心	всередині
內心	внутрішнє
內心	внутрішній
內心	площина
新鮮	свіжі
新鮮	свіже
新鮮	свіжа
新鮮	свіжий
沼澤	болото
沼澤	марш
沼澤	марші
沼澤	болото
直立	вертикальний
圍攻	облога
表情	вираз
幻影	phantom
幻影	mirage
遙遠	далекі
遙遠	далеких
遙遠	вій
遙遠	далекого
躲避	уникнувши
各式	сочевиця
各式	різне
塑像	статуї
塑像	статуя
牛肉	яловичина
牛肉	яловичини
樓梯	сходи
樓梯	сходи
狩獵	полювати
狩獵	полювання
狩獵	полювання
專科	воїну
穩	стабільний
穩	рівно
等候	очікування
等候	чекаю
會費	належне
動機	мотив
動機	мотивації
動機	мотивація
動機	мотивацію
動機	мотиви
軌跡	доріжки
軌跡	трек
軌跡	композицію
軌跡	доріжка
軌跡	композиція
軌跡	стежити
軌跡	траєкторію
軌跡	стежка
軌跡	сліди
風景	краєвид
風景	ландшафт
風景	краєвид
風景	пейзаж
風景	ландшафтний
滴	крапля
滴	викинути
滴	скинути
滴	кинути
滴	краплі
昏迷	кома
昏迷	коми
微型	мініатюра
微型	мікро
海豹	печатка
海豹	печатки
海豹	емблема
海豹	котик
海豹	сіл
樓上	нагорі
大廳	холл
大廳	зал
大廳	зали
大廳	ратуша
大廳	голл
大廳	зала
大廳	вестибюлі
神廟	храму
神廟	храм
界限	межі
界限	кордони
斯德哥爾摩	стокгольм
岩手	івате
日誌	журнал
日誌	journal
日誌	щоденник
日誌	журнал
日誌	лог
日誌	log
喊	кричать
喊	кричати
基準	baseline
基準	витрачав
花瓣	пелюстка
花瓣	пелюстки
蜥蜴	ящірки
蜥蜴	ящірки
蜥蜴	ящірка
總和	сума
總和	суму
總和	сум
熱心	ентузіазму
安倍	абе
放射	радіоактивність
放射	радіація
放射	випромінювання
放射	радіації
放射	радіоактивних
開支	витрати
平板	планшетів
平板	таблички
平板	таблеток
平板	таблички
平板	планшет
摩擦	тертя
敵方	ворог
理工學院	політехнічний
繁榮	процвітання
繁榮	boom
繁榮	бум
繁榮	багатою
輪胎	шини
輪胎	tyres
輪胎	тіра
輪胎	шина
輪胎	колесо
延期	суфікси
延期	додатки
延期	розширення
延期	суфікс
延期	розширення
肺炎	пневмонія
波長	хвилі
親屬	родичі
親屬	рідня
衍生物	похідні
擴散	дифузія
醬	соус
醬	соусом
二手	уживаних
珠寶	коштовності
珠寶	прикраси
珠寶	прикрас
珠寶	прикраси
斧	сокира
尼加拉瓜	нікарагуа
非凡	надзвичайні
非凡	надзвичайна
焊接	зварювання
國防軍	idf
獎學金	стипендії
獎學金	стипендію
偵查	recon
偵查	розвідка
偵查	розвідувальний
視訊	відео
視訊	відеозапис
侄子	племінник
墳	могили
墳	могила
墳	могилу
資本主義	спалахнув
資本主義	капіталізм
辛苦	hard
辛苦	тяжко
辛苦	важкий
辛苦	складна
辛苦	важка
辛苦	жорсткий
有毒	токсичні
排水	дренаж
奇異	exotic
奇異	екзотичні
奇異	однини
雉	фазан
慢性	хронічне
馬達	motors
馬達	рушії
馬達	мотор
光榮	надійні
光榮	славна
光榮	славу
光榮	слава
胡椒	перець
自信	впевнено
自信	довіра
自信	впевненість
邊疆	зближення
邊疆	границя
殖民者	колоністів
染色體	хромосоми
染色體	хромосома
枕	подушка
寺廟	храму
寺廟	храм
寺廟	храмів
寺廟	храми
相交	перетини
相交	перетин
鈾	урану
伴侶	партнер
伴侶	напарник
伴侶	партнерські
伴侶	негатив
伴侶	компаньйона
伴侶	супутником
電荷	заряд
廚房	кухні
廚房	кухня
廚房	кухню
溫柔	тендер
溫柔	ніжна
溫柔	ніжний
紳士	джентльмен
潮汐	приплив
潮汐	синхронне
潮汐	tides
事變	інцидент
事變	дтп
抒情	лірична
愛麗絲	аліса
愛麗絲	еліс
申訴	скарг
申訴	скарги
申訴	скарга
蔓延	поширення
蔓延	розповсюдження
漂流	пропала
燈塔	маяк
加勒比	caribbean
陡	круті
血腥	кривава
血腥	кривавий
粉碎	smash
醜聞	скандал
插圖	ілюстрації
插圖	ілюстрацій
骨頭	кістки
骨頭	кісточки
骨頭	кістка
經理人	керівник
經理人	менеджер
堡壘	бастіон
堡壘	фортеця
堡壘	форт
堡壘	fort
工資	зарплата
工資	зарплати
工資	зарплаті
工資	зарплати
憲兵	жандармерія
憲兵	жандарми
犀牛	носоріг
犀牛	носоріг
思想家	мислителі
乘車	ride
乘車	проїзд
乘車	поїздка
寂寞	самотність
寂寞	самотності
寂寞	самотнім
寂寞	самотня
寂寞	самотні
寂寞	самотньо
叢	пучок
花卉	квіткові
花卉	квіти
庭院	дворі
庭院	дворі
樞紐	hub
仙女	фея
蘇維埃	радянський
蘇維埃	радянська
蘇維埃	радянські
煙花	феєрверк
安藤	андо
和諧	гармонія
和諧	harmony
撤消	відкликати
室外	ззовні
室外	надворі
室外	поза
室外	зовні
室外	надворі
鵝	гусей
鵝	гуси
刺殺	убивство
彈劾	імпічмент
坐標	координат
坐標	керував
坐標	координати
永恆	вічність
永恆	вічності
永恆	нескінченний
永恆	вічна
永恆	вічне
永恆	вічні
永恆	вічна
永恆	безсмертні
永恆	вічний
甲殼類	ракоподібних
捲	рол
捲	roll
捲	кинути
卡車	вантажівка
卡車	вантажівки
麻雀	горобці
麻雀	горобець
阻力	перетягування
阻力	тягнути
阻力	перетягнути
阻力	опору
阻力	опір
關懷	плювати
沙拉	салат
沙拉	салату
耳朵	слуху
耳朵	вухо
耳朵	вуха
熔岩	лави
熔岩	лава
啟發	натхненно
啟發	надихали
盧森堡	люксембургу
盧森堡	люксембург
疼痛	біль
鷗	мартин
佔有	зберігання
佔有	одержимість
佔有	володіння
獨家	ексклюзивний
獨家	ексклюзив
獨家	ексклюзивні
冥王星	плутон
掩護	обкладинку
掩護	cover
掩護	обкладинка
掩護	обкладинки
鈍	висловився
復原	відновлення
復原	реставрація
復原	відновленню
復原	відновлення
真主	аллах
清潔	прибирання
清潔	очищення
清潔	очистити
清潔	прибрати
清潔	почистити
清潔	чистий
長壽	довголіття
友誼	дружби
友誼	дружба
友誼	дружбу
多元化	диверсифікації
多元化	різноманітність
多元化	diversity
多元化	різноманітності
多元化	різноманіття
多元化	плюралізм
友善	дружній
友善	friendly
甜蜜	солодка
甜蜜	солодкі
甜蜜	солодкий
瘦	slim
瘦	струнка
瘦	тримайте
瘦	тонка
瘦	тонкі
瘦	тонкий
學界	академія
學界	academia
甲烷	метан
優質	якість
書法	каліграфія
船員	екіпаж
前衛	венгард
稀少	рідше
稀少	розріджена
山羊	коза
山羊	цап
山羊	козу
山羊	козел
山羊	кози
丟	викидати
丟	молота
丟	кинути
雪梨	сідні
財團	консорціум
批量	місткий
鳳蝶	papilio
消化	травлення
消化	травні
消化	дайджест
成效	ефективність
成效	результативність
樹木	дерево
樹木	ялинки
樹木	дерев
樹木	дерева
陶器	кераміка
租賃	лізинг
租賃	автомобілів
租賃	лізинг
租賃	ліз
凱撒	цезар
馬達加斯加	мадагаскар
告別	прощавай
告別	прощай
告別	прощання
胖	жирний
胖	жиру
胖	жирна
胖	жири
狹窄	стеноз
狹窄	вузький
狹窄	вузькі
裁決	вердикт
無力	безсилий
節省	заощадження
節省	зберігається
節省	заощадження
節省	збереження
磚	блоки
磚	цегла
磚	цеглу
磚	цегла
利率	оцінити
利率	частота
利率	швидкість
利率	оцініть
利率	ставка
高大	високий
水下	підводна
水下	підводного
意向	наміри
意向	орбіти
意向	намір
壓制	репресії
壓制	блокувати
壓制	придушення
進度	прогрес
進度	поступ
重溫	пережити
指稱	заявою
哺乳動物	ссавці
哺乳動物	ссавців
爺爺	дідусь
突襲	рейд
突襲	ред
情侶	пари
情侶	звернення
情侶	пара
情侶	парочка
情侶	коханих
情侶	коханці
情侶	закоханих
示範	модель
示範	моделі
示範	продемонструвати
示範	демонстрація
示範	демонстрацію
示範	демонстрація
示範	демо
保全	зберігати
保全	консервація
宮殿	палац
智力	інтелект
智力	розвідка
智力	інтелектуальна
智力	інтелектуальної
爆破	нищівний
渡口	пором
糾紛	суперечки
糾紛	суперечка
發光	світяться
發光	блиск
發光	світить
發光	світиться
發光	світловий
發光	напруження
發光	сяйво
結盟	альянс
阿拉伯語	арабські
阿拉伯語	арабська
異議	протест
異議	заперечую
係數	коефіцієнт
係數	коефіцієнти
抱怨	скаржитися
窮	бідними
窮	бідна
窮	бідний
窮	бідні
投球	pitch
投球	тону
銀色	срібла
銀色	срібло
銀色	silver
銀色	срібний
小牛	теля
小牛	дитинча
口味	різновидів
揚州	янчжоу
就職	інавгурація
人性	людство
人性	людяності
噴發	виверження
饒	рао
失誤	помилки
公報	комюніке
天平	машинок
外國人	чужинців
外國人	прибульці
外國人	прибульців
外國人	іноземець
外國人	іноземців
外國人	іноземці
神仙	фея
李子	слива
李子	ягоди
腸	сосиски
腸	ковбаса
腸	кишечник
鹼	лужні
鹼	лужний
石板	аркуша
石板	таблички
石板	планшет
秋山	акіяма
液晶	рк
福爾摩斯	холмс
君主制	монархія
野心	прагнення
野心	амбіції
野心	амбіції
別墅	вілла
幅度	діапазон
幅度	діапазони
印地安人	індіанці
籠	клітку
籠	клітка
籠	клітки
籠	кейдж
監管	нагляду
監管	опіки
監管	нагляд
顯示器	відображення
顯示器	дисплей
顯示器	показати
顯示器	показ
顯示器	показувати
顯示器	стежить
顯示器	монітори
有害	шкідливі
有害	шкідливий
銀河系	галактика
罰款	ефіроолійні
葡萄糖	глюкоза
鋰	літію
劍橋	cambridge
詛咒	прокляття
達拉斯	даллас
徒步	мандрівку
草莓	полуниця
草莓	ягоди
奶奶	бабуся
蚊	комар
蚊	комарів
補償	компенсація
教父	хрещеним
蝙蝠俠	бетмен
輕微	невеликими
輕微	легке
肽	пептиди
廁所	туалет
廁所	унітаз
廁所	туалет
葉子	листочки
葉子	листя
葉子	лист
葉子	листок
葉子	leaf
葉子	йоко
激進	ключ
激進	радикальні
激進	радикальна
乙醇	етанол
有罪	винен
有罪	винним
有罪	винний
禮拜	поклоніння
禮拜	служать
樣式	стилів
樣式	стилі
樣式	стиль
遷徙	міграцією
遷徙	міграція
遷徙	міграції
遷徙	міграцій
交響樂團	симфонічний
交響樂團	симфонія
抄襲	плагіат
海倫	гелен
海倫	хелен
螢	ін
讀音	вимова
聖殿	базиліка
聖殿	храму
聖殿	храм
空格	простори
空格	пробіли
郵票	штамп
郵票	марку
郵票	марка
郵票	штампи
郵票	марки
多瑙河	дунай
阿爾及利亞	алжиру
阿爾及利亞	алжир
騷擾	переслідування
騷擾	принижує
冷卻	охолодження
攝影機	камера
攝影機	фотоапарат
攝影機	камери
拜訪	відвідати
皇宮	палац
法老	фараон
微小	маленькі
出版商	видавець
出版商	видавців
溫和	ніжний
公升	літр
公升	літри
公升	літрів
公升	літр
公升	літри
公升	літрів
相對論	відносність
對面	протилежність
對面	відміну
對面	протилежний
對面	навпаки
香料	спеції
香料	spice
悼念	траур
辣椒	перець
賭場	казино
賭場	казино
國徽	емблема
悲劇	трагічний
悲劇	трагедія
悲劇	трагедія
鎖定	блокування
鎖定	зафіксувати
鎖定	замкнути
鎖定	заблокувати
鎖定	заблоковано
鎖定	зафіксовано
租金	автомобілів
租金	оренду
光輝	світило
光輝	сяйво
喀麥隆	камеруну
誤解	непорозуміння
誤解	порозуміння
彎曲	групі
溫暖	тепло
溫暖	теплі
溫暖	тепла
溫暖	тепло
解剖	анатомія
解剖	аорти
解剖	розтин
手套	рукавички
手套	рукавиці
硬幣	монет
硬幣	монети
硬幣	монета
硬幣	фішка
硬幣	монету
朝代	династія
皂	мило
承包商	центрі
草坪	газон
方舟	ark
方舟	ковчег
編譯	зібрані
編譯	зібрано
編譯	збірник
編譯	збирання
編譯	збирання
鉛	лід
鉛	свинець
鉛	ведучий
鉛	ліда
鞭	батіг
錐	конус
界定	вказати
界定	визначати
界定	визначити
界定	визначення
氣溫	температура
氣溫	температури
氣溫	температура
概括	узагальнення
馬賽	марсель
彈性	гнучкий
彈性	гнучка
彈性	гнучкість
彈性	еластичність
彈性	flex
長老	старший
長老	старша
野牛	buffalo
野牛	бізон
特許	поступки
特許	виголосив
盾牌	щит
盾牌	щити
走私	контрабанда
走私	контрабанду
紀念館	меморіал
戒指	кільце
戒指	перстень
戒指	каблучка
戒指	кільцева
戒指	кільця
戒指	обручки
祭司	священик
握手	рукостискання
酒井	сакаї
乘法	множення
繪圖	відображення
繪圖	креслення
繪圖	малюнки
繪圖	графіки
繪圖	графіка
繪圖	графічні
繪圖	графіку
繪圖	креслення
繪圖	малюнок
繪圖	малювання
乙酸	ацетат
大屠殺	злочини
大屠殺	голокосту
食堂	їдальні
劫持	погоня
誓	обітниця
誓	присягу
誓	присягнувся
損壞	пошкоджено
損壞	пошкоджений
損壞	обстрілів
損壞	пошкоджені
損壞	ламати
損壞	пошкодження
損壞	сутичка
損壞	збитки
專長	ніша
專長	specialty
專長	воїну
羅素	расселл
羅素	рассел
基底	субстрат
基底	підвал
骨架	основу
更正	виправлення
更正	корекція
特種部隊	swat
音速	sonic
叻	lat
密西西比州	міссісіпі
標語	слоган
標語	гасло
摩天大樓	хмарочос
摩天大樓	хмарочосів
雙邊	двосторонньої
迷失	втрачений
迷失	програв
迷失	lost
警務	поліція
仙女座	андромеди
仙女座	андромеда
橘子	апельсин
橘子	помаранчевий
橘子	апельсини
死亡率	смертності
歌聲	спів
歌聲	співати
歌聲	співає
散射	розсіяння
散射	розсіювання
散射	розсіювання
症候群	синдром
布加勒斯特	бухарест
存款	депозит
存款	скидає
獨裁	диктатура
朝倉	асакура
宮廷	палац
想象	уява
想象	уявити
想象	уявіть
想象	уяви
想象	уявляю
想象	уявляти
祈禱	молитися
祈禱	молись
祈禱	молитва
祈禱	молитовне
祈禱	молитву
祈禱	молитви
相容	сумісний
相容	сумісні
相容	сумісна
相容	сумісність
廚師	шеф
廚師	готувати
廚師	кухаря
廚師	кук
廚師	повар
廚師	кухар
天王星	уран
王冠	корону
王冠	корона
王冠	корони
王冠	крон
王冠	крони
營養	харчові
營養	поживними
橡膠	гумові
教義	creed
教義	доктрина
扳機	гачок
扳機	задіяти
扳機	прицілом
探險	кошмарів
探險	пригодницький
探險	adventure
探險	пригоди
探險	пригода
探險	мкс
探險	експедиція
區塊	блоки
區塊	блоків
區塊	блокувати
區塊	блок
區塊	заблокувати
亞熱帶	субтропічний
地道	тунель
地道	тунелів
地道	тунелі
所羅門	соломон
所羅門	соломона
附上	долучити
附上	долучення
附上	приєднати
附上	взяті
附上	вкладені
機長	капітан
聲援	солідарності
聲援	солідарність
核子	ядерної
核子	ядерні
核子	ядерна
核子	ядерний
殘餘	наднової
殘餘	залишки
莖	stem
廢棄	покинуті
廢棄	відмовилися
檢視	перегляд
檢視	вигляд
檢視	view
檢視	вид
檢視	переглянути
學說	доктрина
大提琴	віолончель
加熱	теплом
加熱	спека
加熱	опалення
還原	відновлення
還原	відновити
還原	відновити
還原	повернути
暴風	шторм
暴風	буря
巴頓	паттон
華沙	варшавський
華沙	варшава
華沙	варшавська
誘惑	спокуса
誘惑	спокуси
掃描	сканування
掃描	сканування
掃描	сканування
掃描	сканувати
法典	кодекс
壺	горщик
壺	чайник
壺	по
壺	горщиках
壺	юг
電報	телеграму
電報	telegraph
升降機	ліфті
升降機	ліфт
城牆	стіни
城牆	мури
芭蕾舞	балет
諾曼	норман
環礁	атол
散布	розсіювання
斐濟	фіджі
潛在	потенціал
呼叫	дзвінок
呼叫	зателефонувати
呼叫	виклик
呼叫	дзвонить
呼叫	покликання
呼叫	викликає
呼叫	звертаюсь
硝酸	нітрат
嵌入	вбудований
嵌入	вбудована
嵌入	вбудованим
嵌入	вбудовані
嵌入	вбудовування
嵌入	вкладення
出血	bleed
烤	пекти
口腔	рот
口腔	рота
口腔	оральний
港灣	бухта
港灣	бухті
港灣	гавань
港灣	гавань
時鐘	годинники
時鐘	годинник
牽引	тяга
滑翔	літає
論點	аргументи
論點	аргументів
論點	аргументом
論點	аргумент
左邊	ліворуч
左邊	ліва
左邊	лівий
左邊	зліва
勇氣	мужність
喵	мяу
天線	вусиками
天線	антени
天線	антена
絕望	розпач
絕望	розпачі
絕望	відчайдушні
絕望	відчай
絕望	розпачі
絕望	розпач
摩納哥	монако
格言	девіз
格言	максим
格言	maxim
格言	максім
腐	рот
腐	гниль
伏特	volt
敵對	ворожість
敵對	ворожих
卡賓槍	carbine
出處	джерело
出處	походження
瘋	шалено
瘋	шалені
瘋	скажений
瘋	шалений
金子	золота
金子	gold
金子	золоті
金子	золото
贏	win
贏	переможе
災害	катастрофи
災害	катастрофа
持久	витримавши
持久	тривала
字元	характер
字元	символів
字元	персонаж
字元	символ
字元	символів
字元	персонажі
字元	ієрогліфи
字元	літери
字元	символи
晚餐	обід
晚餐	вечеря
晚餐	вечерю
晚餐	вечеря
晚餐	вечерю
豆腐	тофу
捐助	пожертви
山茶	camellia
獵物	здобич
東正教	православний
東正教	православної
東正教	orthodox
東正教	православна
東正教	православні
燕子	ластівка
鄰居	сусіди
鄰居	сусіди
鄰居	сусід
會計師	бухгалтерів
會計師	бухгалтер
橢圓	овал
橢圓	еліпс
橢圓	еліптичні
追逐	переслідування
追逐	гонитві
君士坦丁	костянтин
美式足球	футбол
天然氣	газова
天然氣	газу
天然氣	газ
方塊	кубики
方塊	кубик
方塊	куб
方塊	квадратний
方塊	площа
方塊	квадрат
方塊	клітинки
方塊	клітинок
方塊	квадрати
均衡	збалансований
均衡	баланс
均衡	рівноваги
均衡	рівновага
掃	заполонили
叢林	джунглі
慶典	святкування
藏文	тибетська
色素	пігмент
膝	коліно
膝	колінах
膝	суглоби
膝	коліна
保管	затриманий
省長	префекта
省長	губернатора
省長	губернатор
粗糙	шалена
粗糙	суворий
粗糙	важкий
粗糙	rough
粗糙	грубою
激情	гарячим
激情	passion
激情	пристрасті
激情	пристрасть
擦音	фрикативний
珍貴	дорогоцінний
珍貴	дорогоцінні
導引	свійський
嚴厲	круті
嚴厲	примхи
嚴厲	жорсткі
嚴厲	суворий
門票	квитки
門票	квиток
門票	квитків
長春	чанчунь
毒素	токсини
轎車	седан
轎車	лімузин
轎車	лімузин
俄亥俄	огайо
獅子座	лео
獅子座	лев
經濟學家	economist
夔	kui
輸送	конвеєр
約瑟	джозеф
約瑟	йосип
約瑟	жозеф
約瑟	йозеф
愛心	плювати
約旦	йорданії
約旦	джордан
性行為	сексуальність
性行為	стать
性行為	секс
性行為	sex
地下室	підвал
昨天	вчора
昨天	учора
兄妹	родичі
佛法	дхарма
詳情	докладно
詳情	детально
詳情	подробиці
詳情	детальні
詳情	відомості
詳情	подробиці
詳情	деталі
生殖	репродуктивна
生殖	розмноження
十個	десять
十個	десятка
十個	десяти
十個	тен
交配	мате
交配	мат
交配	парування
冰球	хокей
投射	проекція
漢城	сеулі
藥用	лікарські
酸性	кислоти
酸性	кислота
酸性	кислотності
展望	передбачення
展望	outlook
展望	видіння
展望	зір
展望	vision
展望	бачення
多明尼加	домініканський
週年紀念	річниця
週年紀念	ювілей
世系	lineage
世系	спуск
猴子	мавпа
猴子	monkey
抬	підняти
抬	ліфт
抬	підібрали
可信	імовірний
歐文	оуен
歐文	ірвінг
俄文	російська
俄文	російською
俄文	російську
揭示	розкривати
揭示	розкриває
反駁	висновок
前景	prospect
前景	текст
前景	перспектив
前景	перспективи
妄想	paranoid
妄想	марення
妄想	параноя
妄想	вирішать
妄想	маячня
成年人	дорослих
成年人	доросла
成年人	дорослі
成年人	доросле
成年人	дорослий
成年人	дорослі
冬青	голлі
大炮	гармата
大炮	гармати
大炮	озброєння
大炮	артилерії
明智	мудра
明智	мудрі
明智	мудрий
明智	розумно
明智	мудрим
抽籤	намалювати
抽籤	малювати
抽籤	роздати
抽籤	нічия
椅	крісла
椅	стільці
椅	стільців
椅	крісло
椅	стілець
聖人	святі
聖人	святий
聖人	saint
聖人	сен
阿瑟	артур
捕獲	захоплення
捕獲	захопити
捕獲	захоплення
捕獲	захоплює
捕獲	ловить
捕獲	захоплено
聽眾	слухач
聽眾	слухачі
蒜	часник
居所	резиденція
優點	вчинок
優點	переваги
優點	плюси
優點	перевагу
優點	перевага
優點	перевагою
思維	роздуми
思維	мислення
計程車	таксі
布魯塞爾	брюсселі
布魯塞爾	брюссель
失業	безробіття
砷	арсен
野生動物	природу
天花	віспи
昂貴	дорого
大麻	коноплі
大麻	марихуану
可疑	підозрілим
小丑	клоун
抗生素	антибіотики
抗生素	антибіотики
字面	буквальному
自轉	обертання
自轉	поворот
破碎	зламано
破碎	broken
破碎	розбите
破碎	зламаний
破碎	розбитих
破碎	розділили
語氣	тонус
語氣	тон
語氣	тоне
老年	старші
老年	старше
老年	старіші
老年	старша
隔離	ізоляція
隔離	карантин
隔離	оброблених
隔離	самостійні
隔離	ізольовані
砸	smash
砸	smashing
生病	зле
生病	хворий
生病	хворим
生病	хворі
生病	хвора
生病	хворий
生病	захворіла
中位數	медіана
摔跤	поборотися
摔跤	боротьба
高爾夫球	гольф
證書	сертифікати
證書	сертифікат
濟南	цзінань
山脊	хребта
山脊	хребет
惡作劇	коника
惡作劇	жарт
佈局	колажі
佈局	компонування
佈局	розкладки
佈局	компонування
佈局	розкладка
日產	nissan
拳擊	бокс
青蛙	жаби
青蛙	жаба
面板	панель
高效	ефективна
探險家	explorer
探險家	дослідник
探險家	дослідники
拖延	затримка
拖延	затримок
伴隨	супроводжувати
骨灰	попіл
骨灰	прах
安息	пухом
安息	білет
安息	rip
搶救	залишкова
執照	ліцензії
執照	ліцензування
執照	ліцензію
執照	ліцензія
執照	ліцензію
執照	ліцензія
執照	ліцензії
煩惱	труднощі
鮑威爾	павелл
脊椎動物	vertebrates
混合物	суміш
混合物	сумішей
粉紅色	рожева
粉紅色	рожевий
軍營	казарми
先例	прикладом
頸部	шия
頸部	шию
脆弱	тендітна
脆弱	вразливим
定制	налаштувати
定制	змінена
定制	пристосування
定制	власний
定制	особлива
定制	нетипові
定制	індивідуально
定制	нетиповий
火花	розпалює
火花	іскри
脈衝	імпульси
脈衝	пульс
電器	техніка
電器	прилади
客房	кімнат
客房	кімнати
協和	згоди
餐飲	задача
亞馬遜	amazon
亞馬遜	амазон
微弱	слабкого
眼淚	сльозогінний
眼淚	цінують
眼淚	сльози
特赦	амністія
電影院	театрі
電影院	театр
電影院	кінематограф
電影院	cinema
電影院	кіно
休假	залиште
休假	leave
休假	залишити
海牙	гаазі
海牙	гаага
口音	акцент
領導者	ватажок
領導者	лідер
領導者	лідери
領導者	лідерів
言語	слів
言語	слова
肢	кінцівки
肢	ніжками
肢	кінцівки
王座	трон
綏	туй
容忍	толерантність
四重奏	квартет
四重奏	сметани
州際公路	interstate
偏好	основний
偏好	бажана
偏好	головна
偏好	бажаний
偏好	уподобання
偏好	налаштування
偏好	вподобання
糖果	цукерки
糖果	солодощі
糖果	солодке
糖果	цукерки
糖果	вата
糖果	кенді
糖果	прикраси
山寨	котедж
擾動	травми
利潤	прибуток
利潤	вигідно
利潤	прибутки
範例	парадигма
範例	приклади
範例	приклад
範例	прикладу
弊	cons
施政	управління
切換	перемикач
切換	перемикання
切換	перемикання
切換	перемикач
切換	перемикання
瘟疫	зараза
瘟疫	чума
蚜	попелиці
公關	публіцист
捍衛	захищатися
捍衛	захищають
捍衛	захисти
捍衛	захищав
海邊	містам
奔跑	виконання
奔跑	виконується
奔跑	працює
奔跑	біг
括號	дужки
括號	дужки
門口	прохід
震驚	шок
震驚	вражена
震驚	шокований
震驚	шокована
貨櫃	контейнер
貨櫃	контейнерів
貨櫃	контейнери
協作	співпраця
協作	колективу
協作	співпраця
郵件	мейл
郵件	пошта
郵件	поштою
無視	ігнорувати
無視	ігнорування
無視	зважати
無視	ігнорування
代理人	проксі
代理人	агенти
代理人	проксі
代理人	агент
材質	матеріал
材質	матеріали
美味	смачний
美味	смачні
美味	смачна
美味	смачно
美味	смачне
虧損	збиток
虧損	втрати
虧損	втрата
虧損	збитки
虧損	втрату
虧損	втрат
虧損	збитки
虧損	програш
虧損	дефіцит
熔	плавлення
口袋	кишені
口袋	кишеня
口袋	кишенях
口袋	кишені
蜜蜂	бджіл
蜜蜂	бджоли
蜜蜂	бджола
蜜蜂	бджоли
瑜伽	йога
瑜伽	йоги
瑜伽	yoga
安第斯山脈	анд
硫磺	сірка
硫磺	сірка
茉莉	моллі
療法	терапія
包機	присяжних
注意力	увага
狐狸	фокс
狐狸	лисиця
石灰岩	вапняку
閏	стрибок
站立	стоїть
站立	стоячи
站立	стоять
站立	стоїмо
站立	стенд
站立	stand
吞噬	пожирає
風車	вітряк
風車	млин
風車	вітряки
印度支那	індокитай
同化	асиміляція
鍋	горщик
