অবাধ	rebel
মুরগির	kura
মুরগির	kuracie
ভিশন	vízia
ভিশন	vízie
ভিশন	videnie
ভিশন	videnia
ভিশন	víziu
শিরা	žila
শিরা	žily
সংবেদনশীল	citlivé
সংবেদনশীল	citlivo
সংবেদনশীল	citlivosť
সংবেদনশীল	citlivá
সংবেদনশীল	citlivý
ফারাও	faraón
আন্তরিক	úprimne
আন্তরিক	úprimná
আন্তরিক	úprimné
আন্তরিক	úprimný
আন্তরিক	srdečne
আন্তরিক	srdečné
কূটনীতিক	diplomat
ট্রান্সপোর্ট	dopravca
ট্রান্সপোর্ট	prepravca
ট্রান্সপোর্ট	kuriér
ট্রান্সপোর্ট	transportér
আর্টিলারি	delostrelectvo
মার্স	marse
মার্স	mars
এডিটর	redaktorov
তরুন	mladé
তরুন	mlada
তরুন	mladí
তরুন	young
তরুন	mladá
ভালুক	macko
ভালুক	medvedí
ভালুক	bear
ভালুক	medveď
ভালুক	medvedík
পৌঁছাতে	dosah
পৌঁছাতে	reach
পৌঁছাতে	dosiahnuť
প্রিন্সিপাল	riaditeľka
প্রিন্সিপাল	riaditeľ
সুজি	zuzka
লেবাননের	libanonské
বিধিবদ্ধ	zákonné
বিধিবদ্ধ	štatutárnych
বিধিবদ্ধ	zákonný
প্রস্থান	ukončiť
প্রস্থান	skončiť
প্রস্থান	ukončiť
প্রস্থান	výstup
প্রস্থান	východ
নখ	pazúr
নখ	nechty
নখ	klince
টস	hoď
চেজ	naháňať
চেজ	chase
সেলুলার	bunkovej
পাইরেটস	piráti
পাইরেটস	pirátov
গন্তব্য	cieľ
গন্তব্য	destinácie
গন্তব্য	destinácií
টেলার	teller
পেইন্টিং	maľovanie
পেইন্টিং	obraz
পেইন্টিং	maľba
শুন্য	nulová
শুন্য	zero
শুন্য	nulový
শুন্য	nula
শুন্য	nulové
হিলস	kopcov
হিলস	hills
হিলস	kopce
ভজন	chorál
অসন্তুষ্ট	nespokojnosť
অসন্তুষ্ট	nespokojný
চায়ের	caj
চায়ের	čaj
চায়ের	čaju
চায়ের	tea
ড্যানিশ	dánskych
ড্যানিশ	dánske
ড্যানিশ	dánska
ড্যানিশ	dánsky
দাম্পত্য	svadobné
তর্ক	hádky
তর্ক	hádka
তর্ক	argumentovať
তর্ক	hádky
তর্ক	tvrdia
অর্ডোভিশিয়ান	ordovik
আগ্রাসী	agresívne
আগ্রাসী	agresívny
আগ্রাসী	agresívna
কদর	oceniť
কদর	vážim
ফিউশন	fúzia
প্রজ্ঞা	múdrosť
প্রজ্ঞা	múdrosti
গেটের	gate
গেটের	bráne
গেটের	brána
মাংসাশী	šelmy
মাংসাশী	mäsožravcov
সুইং	prúde
মাতৃ	materský
মাতৃ	materinský
মাতৃ	materské
তাহার	jej
তাহার	ju
তাহার	nej
তাহার	ňu
রন্ধনপ্রণালী	kuchyňa
রন্ধনপ্রণালী	kuchyne
অভিনেতাদের	herci
অভিনেতাদের	aktéri
অভিনেতাদের	aktérov
অভিনেতাদের	hercov
আইজ্যাক	isaac
শাস্তির	trest
শাস্তির	potrestanie
শাস্তির	trestom
লী	lee
এস্তোনিয়া	estónska
এস্তোনিয়া	estónsko
দুর্বলতা	slabosť
রিয়া	rhea
রিয়া	ria
ব্যুৎপত্তি	odbornosť
ব্যুৎপত্তি	etymológia
কাউন্টার	počítadlo
কাউন্টার	pult
দেখছি	pozerá
দেখছি	pozerať
দেখছি	pozerám
প্রসব	pôrodu
প্রসব	narodenie
প্রসব	pôrod
বাধ্যবাধকতা	povinnosť
বাধ্যবাধকতা	záväzok
পেদ্রো	pedro
জাক	jacques
অলঙ্কার	šperk
অলঙ্কার	šperky
অলঙ্কার	klenoty
অলঙ্কার	šperkov
ইউরোপা	europa
কাজাখস্তান	kazachstane
কাজাখস্তান	kazachstan
কাজাখস্তান	kazachstanu
সহচর	spoločníka
সহচর	spoločníčka
সহচর	spoločník
লেন্সের	šošovky
অস্থিরতা	nestability
অস্থিরতা	nestabilita
অস্থিরতা	nestabilitu
গিলমোর	gilmour
বহুবিধ	viacnásobné
বহুবিধ	viacero
বহুবিধ	viaceré
বহুবিধ	násobok
বহুবিধ	viacerých
ক্যারোলিনা	karolína
ক্যারোলিনা	carolina
লন	trávnik
ছদ্ম	pseudo
আড্ডা	chat
ডিস্ট্রিক্ট	okres
ডিস্ট্রিক্ট	obvod
ডিস্ট্রিক্ট	okrsok
বসতে	sadnúť
বতুতা	battúta
মতলব	zvádza
তিউনিসিয়া	tunisko
তিউনিসিয়া	tunisku
তিউনিসিয়া	tuniska
ডানায়	krídla
ডানায়	wings
ক্লিনটন	clinton
মন্ত্রীদের	ministrov
মন্ত্রীদের	ministri
সহোদর	súrodenca
সহোদর	súrodenci
সহোদর	súrodencov
সাজা	odsúdený
সাজা	odsúdená
সাজা	odsúdené
গাজা	gaze
আদার	adar
আদার	ginger
বীচ	pláže
বীচ	pláž
বীচ	pláži
বীচ	beach
একতা	jednotu
একতা	jednotnosť
একতা	jednoty
একতা	jednota
একতা	singularity
সিসি	sisi
অ্যান্টেনা	antény
বোতাম	tlačidlá
বোতাম	tlačidiel
বোতাম	gombíky
বোতাম	tlačidlo
ব্রি	bree
ব্রি	brie
পূর্ণতা	plnosti
মশলা	koreniny
মশলা	korenie
মশলা	korenia
মশলা	koreniny
মশলা	korenie
প্রত্যাশিত	očakávaný
প্রত্যাশিত	očakávaná
প্রত্যাশিত	predpokladaný
প্রত্যাশিত	očakávané
প্রত্যাশিত	očakáva
শরণার্থীদের	utečencov
শরণার্থীদের	utečencom
শরণার্থীদের	utečenci
স্থানীয়দের	miestny
স্থানীয়দের	miestni
নিরুৎসাহিত	odradiť
অংশগ্রহণকারীদের	účastníkov
অংশগ্রহণকারীদের	účastníkmi
অংশগ্রহণকারীদের	účastníci
অংশগ্রহণকারীদের	účastníkov
অংশগ্রহণকারীদের	účastníci
ফেটে	prasknutie
চাদর	listy
চাদর	plachty
চাদর	plechy
স্বাভাবিকভাবে	prirodzene
ইংরাজি	anglický
ইংরাজি	slovensky
ইংরাজি	angličtina
ইংরাজি	angličtine
ইংরাজি	slovenčina
ইংরাজি	slovak
ফ্লয়েড	floyd
বহিরাগত	externý
বহিরাগত	vonkajšie
বহিরাগত	vonkajší
বহিরাগত	externé
বহিরাগত	vonkajšia
ম্যাপ	mapa
ম্যাপ	mapu
ম্যাপ	mapy
ম্যাপ	mape
ট্রয়	troy
বিভ্রান্ত	zmätené
বিভ্রান্ত	zmätení
বিভ্রান্ত	zmätený
স্পাই	špión
স্পাই	špióna
ফাঁক	medzery
ব্যাচ	séria
কপালে	čela
কপালে	čelo
কপালে	čelom
অ্যাডমিরাল	admirál
হরর	hrôza
হরর	horor
গ্রুস	grus
গফ	gough
মহাকাব্যিক	epic
কাকাতুয়া	kakadu
প্যাট	pat
কাট	kusy
কাট	diely
কাট	rezy
সাংবাদিকদের	novinárom
সাংবাদিকদের	novinári
সাংবাদিকদের	novinárov
মার্কাস	marcus
ইন্ডিপেন্ডেন্ট	nezávislých
ইন্ডিপেন্ডেন্ট	nezávislý
ইন্ডিপেন্ডেন্ট	nezávislá
ইন্ডিপেন্ডেন্ট	nezávislé
আইনগতভাবে	zákonne
আইনগতভাবে	právne
আইনগতভাবে	legálne
অ্যারিজোনা	arizone
জর্দান	jordánsko
জর্দান	jordan
পার্ট	časť
পার্ট	čast
পার্ট	súčasť
টেপ	pásku
টেপ	páska
টেপ	pásky
সুইচ	prepínač
সুইচ	spínač
সুইচ	prepnúť
হাঁটু	koleno
হাঁটু	kolena
হাঁটু	kolien
হাঁটু	kolená
নার্গিস	nargis
বেচে	živá
বেচে	živí
বেচে	živý
বেচে	nažive
ধর্ষণের	znásilnení
ধর্ষণের	znásilnenia
ধর্ষণের	znásilnenie
ধর্ষণের	znásilniť
ধর্ষণের	znásilnenia
আলজেরীয়	alžírska
বিকেলে	poobede
বিকেলে	popoludní
বিকেলে	popoludnie
এনজাইম	enzýmy
এনজাইম	enzýmov
এনজাইম	enzým
সম্পূরক	doplniť
সম্পূরক	príplatok
সম্পূরক	doplnok
সম্পূরক	doplnku
সম্পূরক	doplnenie
সম্পূরক	dopĺňať
সম্পূরক	doplniť
সম্পূরক	doplnok
সম্পূরক	doplnky
কং	cong
কং	kong
রুবেল	rubľov
শব্দসমষ্টি	frázu
শব্দসমষ্টি	veta
শব্দসমষ্টি	fráza
মনিটর	monitorovať
মনিটর	monitor
মনিটর	monitoruje
মনিটর	monitory
খেলছেন	hrať
খেলছেন	hrajú
খেলছেন	hranie
খেলছেন	prehrávanie
গম্ভীর	vážne
গম্ভীর	závažné
গম্ভীর	závažná
গম্ভীর	vážny
গম্ভীর	vážna
হার্জেগোভিনা	hercegovine
হার্জেগোভিনা	hercegovina
এমআইটি	mit
নিম্নভূমি	nížin
আমেরিকানদের	američania
আমেরিকানদের	američanov
মর্যাদাপূর্ণ	prestížnej
কোট	kabát
কোট	kot
কোট	citujem
কোট	citovať
কোট	citát
নগ্নতা	nahota
আকাশচুম্বী	mrakodrap
পূর্বপুরুষদের	predkov
পূর্বপুরুষদের	predkovia
টেড	ted
কুং	kung
উপকণ্ঠে	periférii
অবহেলিত	zanedbané
ফো	pho
লিডার	vodca
লিডার	leader
লিডার	líder
হামবুর্গ	hamburgu
হামবুর্গ	hamburg
অ্যাডোবি	adobe
বাসিন্দারা	obyvatelia
বাসিন্দারা	obyvateľov
বাসিন্দারা	obyvateľom
মোটরগাড়ি	automobily
মোটরগাড়ি	automobilový
প্লেবয়	playboy
কনকাকাফ	concacaf
সাম্রাজ্যবাদ	imperializmu
নির্দোষ	nevinné
নির্দোষ	nevinne
নির্দোষ	nevinná
নির্দোষ	nevinný
নির্দোষ	nevinní
দারিদ্র	chudobe
দারিদ্র	chudoba
দারিদ্র	chudobu
দারিদ্র	chudoby
লিটার	litre
লিটার	litrov
লিটার	litra
লিটার	liter
জানুন	učiť
দাড়িয়ে	státie
দাড়িয়ে	stáť
দাড়িয়ে	stála
দাড়িয়ে	stáleho
ব্রুকলিন	brooklyn
ব্রুকলিন	brooklyne
ব্যাটারী	batéria
ব্যাটারী	batérie
ব্যাটারী	baterka
ডেন	dane
ডেন	brloh
ডেন	den
ব্র্যাক	brač
চুম্বন	bozky
চুম্বন	pusa
চুম্বন	bozk
চুম্বন	kiss
চুম্বন	pobozkať
সান্টা	santa
সমেত	vrátane
সমেত	inclusive
বোমাবর্ষণ	bombardovali
বোমাবর্ষণ	bombardovanie
ইভান্স	evans
জ্ঞাত	známi
জ্ঞাত	známe
জ্ঞাত	známa
জ্ঞাত	známym
জ্ঞাত	známy
জ্ঞাত	známu
সংহতি	solidaritu
সংহতি	solidarity
সংহতি	solidarita
সেরে	zotavenie
সেরে	vymáhanie
সেরে	zhodnotenie
সেরে	obnovy
সেরে	vrátenie
টেসলা	tesla
উত্তল	konvexné
দুঃখিত	prepáčte
দুঃখিত	prepac
দুঃখিত	prepáč
ভোল্ট	volt
ভোল্ট	voltov
অভিনন্দন	gratulujem
অভিনন্দন	gratulujem
ফোটে	bloom
ফোটে	kvitne
সেনেগাল	senegal
মুনি	muni
মহর্ষি	mahariši
বাঁচার	prežívanie
বাঁচার	prežitie
চার্চিল	churchill
উপকার	profit
উপকার	zisku
উপকার	zisk
উপকার	výhoda
উপকার	úžitok
উপকার	prínos
উপকার	prínosy
উপকার	výhody
উপকার	dávky
উপকার	prospieva
উপকার	prínos
লেবু	citrónová
লেবু	citrón
সুখী	šťastný
সুখী	šťastne
সুখী	šťastné
গীর্জা	kostola
গীর্জা	cirkvi
গীর্জা	kostol
গীর্জা	cirkev
হান্ট	lovia
হান্ট	loviť
হান্ট	hunt
হান্ট	lov
হান্ট	lovu
বাসস্থানের	biotopu
বাসস্থানের	biotopov
বাসস্থানের	biotopy
ঘটনাসমূহ	udalostí
ঘটনাসমূহ	podujatia
ঘটনাসমূহ	udalosti
কদাচিৎ	zriedka
কদাচিৎ	zriedkavo
কদাচিৎ	málokedy
ঐশ্বরিক	božská
ঐশ্বরিক	božské
পোর্তো	porto
ফিঞ্চ	finch
শোভাযাত্রা	sprievod
শ্রবণ	pojednávanie
শ্রবণ	vypočúvanie
শ্রবণ	sluch
শ্রবণ	vypočutie
ছেলেরা	boys
ছেলেরা	chlapci
ছেলেরা	chalani
ছেলেরা	synovia
ছেলেরা	synov
ছেলেরা	chlapci
ছেলেরা	chlapi
ছেলেরা	chalani
সস্তা	lacné
সস্তা	lacno
সস্তা	lacná
সস্তা	lacný
সস্তা	lacnejší
সস্তা	lacnejšie
পরিবাহী	sprievodcu
পরিবাহী	dirigent
মানসিকতা	mentalita
মানসিকতা	myslenie
মানসিকতা	zmýšľanie
হাটে	kráča
হাটে	prechádzky
পরিদর্শনে	návšteva
পরিদর্শনে	navštíviť
খাত্তাব	chattáb
ঘুঘু	holubica
ওরিয়েন্টাল	orientálne
বোল্ট	blesk
আঙ্গুল	prstami
আঙ্গুল	prstov
আঙ্গুল	prsty
আঙ্গুল	prstom
আঙ্গুল	prst
ডক	dok
ডক	doku
অসলো	oslo
খাঁটি	autentické
খাঁটি	ozajstný
খাঁটি	pravé
খাঁটি	autentický
খাঁটি	čistá
খাঁটি	čisto
খাঁটি	čistý
খাঁটি	čisté
গোলাবারুদ	munícia
গোলাবারুদ	muníciu
গোলাবারুদ	strelivo
গোলাবারুদ	munície
অমূল্য	neoceniteľné
কিংডম	kráľovstvo
সরবরাহকারী	poskytovateľa
সরবরাহকারী	poskytovateľ
কার্নেল	jadro
কার্নেল	jadra
অ্যালাস্টেয়ার	alastair
রেমন্ড	raymond
বিষয়াবলী	tém
বিষয়াবলী	témy
সনাক্তকরণ	odhaľovanie
সনাক্তকরণ	odhalenie
সনাক্তকরণ	zistenie
সনাক্তকরণ	detekcie
সনাক্তকরণ	detekcia
সনাক্তকরণ	zisťovanie
টিউমার	tumor
টিউমার	nádoru
টিউমার	nádor
টিউমার	nádory
আভা	ava
আস্তানা	podkroví
আস্তানা	astana
হত্যাকান্ড	vraždiť
হত্যাকান্ড	vraždenie
হত্যাকান্ড	zavraždiť
হত্যাকান্ড	vražda
হত্যাকান্ড	vraždy
হত্যাকান্ড	vraždu
পাঠায়	pošle
পাঠায়	odošle
পাঠায়	zasiela
পাঠায়	posiela
পরিচালকদের	riaditeľov
পরিচালকদের	riaditelia
পরিচালকদের	správcovia
পরিচালকদের	manažéri
পরিচালকদের	manažérov
লেনন	lennon
ময়লা	špinavá
ময়লা	špinavé
ময়লা	špinavý
ময়লা	špiny
ময়লা	špina
ময়লা	hlina
বার্নস	barnes
টেলিকম	telecom
বর্ন	narodená
বর্ন	narodené
বর্ন	narodený
কাঠামোগত	štrukturálna
কাঠামোগত	štrukturálny
কাঠামোগত	štrukturálnych
কাঠামোগত	štrukturálne
ঝিনুক	ustrice
ঝিনুক	oyster
সরলীকৃত	zjednodušené
সরলীকৃত	zjednodušený
ইদ্রিস	idris
এইচআইভি	hiv
লিথুয়ানিয়া	litva
লিথুয়ানিয়া	litve
বাত	artritída
বাত	artritídy
ছাদে	streche
ছাদে	strecha
ছাদে	strechu
স্ত্রীদের	manželky
স্ত্রীদের	manželiek
দারা	dara
জেনারেটর	generátora
জেনারেটর	generátor
যুগোস্লাভিয়া	juhoslávie
যুগোস্লাভিয়া	juhosláviu
সিগারেট	cigariet
সিগারেট	cigarety
সিগারেট	cigaretu
সিগারেট	cigariet
সিগারেট	cigarety
ফ্যাকাল্টি	fakulty
ফ্যাকাল্টি	fakulta
সাবধান	opatrnosť
সাবধান	opatrne
সাবধান	opatrnosti
সাবধান	opatrne
সাবধান	pozor
সাবধান	opatrný
কেনসিংটন	kensington
নিবদ্ধ	zamerané
নিবদ্ধ	cielené
নিবদ্ধ	zameraný
নিবদ্ধ	sústredený
বান্টু	bantu
উদিত	stúpa
উদিত	povstane
উদিত	dvíha
ইতিমধ্যেই	už
ইতিমধ্যেই	uz
দাতা	darca
দাতা	darcu
কার্গো	nákladu
কার্গো	náklad
সাই	psi
সাই	psí
সাই	sai
পাউডার	prášok
পাউডার	prášku
অ্যাকিলিস	achilles
বিশৃঙ্খলা	porucha
বিশৃঙ্খলা	chaos
অন্যভাবে	ináč
অন্যভাবে	inak
মরিসন	morrison
ভাঁজ	záhyby
ভাঁজ	skladanie
ভাঁজ	zložiť
ভাঁজ	násobne
ফ্ল্যাগ	vlajky
ফ্ল্যাগ	zástavy
আয়ত্ত	zvládli
যোনি	vagíny
যোনি	vagína
অনুরাগী	ventilátor
অনুরাগী	fanúšik
অনুরাগী	fan
অনুরাগী	fanúšika
ফ্যান	ventilátor
ফ্যান	fanúšik
ফ্যান	fan
ফ্যান	fanúšika
প্রসেসিং	spracovanie
প্রসেসিং	spracúvanie
প্রসেসিং	spracovania
প্রসেসিং	spracovávanie
অসুখ	choroba
অসুখ	ochorenie
অসুখ	choroby
অসুখ	ochorenia
স্তবক	zoskupenia
স্তবক	zoskupenie
স্তবক	zoskupenia
স্তবক	zoskupení
টমি	tommyho
টমি	tommy
অনাথ	siroty
অনাথ	sirota
আবর্জনা	odpad
আবর্জনা	odpadky
আবর্জনা	kôš
শাশ্বত	večný
শাশ্বত	večná
শাশ্বত	večné
ঝুলে	závesné
ঝুলে	visieť
ঝুলে	visí
শূণ্য	nic
শূণ্য	nič
শূণ্য	žiadny
শূণ্য	žiaden
শূণ্য	žiadne
শূণ্য	žiadna
পেটে	žalúdka
পেটে	brucho
পেটে	žalúdku
পেটে	žalúdok
পেটে	žalúdočné
বন্ধনী	zátvorkách
বন্ধনী	konzoly
ক্রিসমাস	vianočné
ক্রিসমাস	vianočný
ক্রিসমাস	vianoce
ক্রিসমাস	vianočná
আরিফ	arif
ডোমিনিকান	dominikánskej
ক্যাফে	kaviareň
ক্যাফে	cafe
ক্যাফে	kaviarne
ক্যাফে	café
শাসকগণ	šambhala
আমস্টারডাম	amsterdam
আমস্টারডাম	amsterdamu
ডাকোটা	dakota
লবন	soľ
মনু	manu
কাতালোনিয়া	katalánsku
ডার্বিশায়ার	derbyshire
হিউজ	hughes
ঝাং	zhang
পারবো	môžu
পারবো	mozu
পারবো	môže
পারবো	can
পারবো	moze
জন্তু	beštia
জন্তু	šelmy
জন্তু	zviera
ওয়াং	wong
ওয়াং	wang
সিমন	simone
অথরিটি	autorita
অথরিটি	právomoc
অথরিটি	orgán
অথরিটি	úrad
সংবাদদাতা	korešpondenčných
ইসাবেল	isabel
ইসাবেল	isabelle
মর্গান	morgan
লিসা	lisa
লিসা	lisu
উৎকর্ষ	excelentnosti
দোষারোপ	obviniť
দোষারোপ	obviňovať
ফিন	finn
সহপাঠী	spolužiaci
সহপাঠী	spolužiakov
গুণের	cnosti
ফসিল	fosílnych
ফসিল	fosílne
প্রাচুর্য	hojnosti
মনোযোগী	pozorný
অ্যাকাডেমিক	akademických
অ্যাকাডেমিক	akademické
অ্যাকাডেমিক	akademického
অ্যাকাডেমিক	akademický
চকোলেট	čokoládová
চকোলেট	čokoládu
চকোলেট	čokolády
চকোলেট	čokoláda
চকোলেট	čokoládový
সিগন্যাল	signál
সিগন্যাল	signálu
ইন্দ্রিয়	zmyslové
বহুভাষী	viacjazyčné
দ্রবণ	pevný
দ্রবণ	pevné
দ্রবণ	tuhé
দ্রবণ	pevná
দ্রবণ	tuhá
দ্রবণ	kremíka
দ্রবণ	kremík
দ্রবণ	rozpúšťadlo
দ্রবণ	riesenie
দ্রবণ	riešenie
দ্রবণ	roztok
দ্রবণ	riešenia
মিট	mitt
শেখানো	naučil
শেখানো	učil
শেখানো	učila
শেখানো	učili
সহজতর	jednoduchší
সহজতর	jednoduchšie
সহজতর	ľahší
সহজতর	ľahšie
সহজতর	jednoduchšia
অধিবিদ্যা	metafyzika
ট্রেডিং	trading
ট্রেডিং	obchodovanie
ট্রেডিং	obchodovať
ট্রেডিং	obchodovania
এন্টারপ্রাইজ	podnik
এন্টারপ্রাইজ	podnikanie
এন্টারপ্রাইজ	enterprise
বিলাল	bilal
সন্দেহের	podozrenie
সন্দেহের	podozrenia
সন্দেহের	pochybností
সন্দেহের	pochybnosti
স্তূপ	hromada
স্তূপ	kopy
স্তূপ	kopa
স্তূপ	kope
স্তূপ	kôpky
হোলি	holi
অ্যারন	aaron
রক্তাক্ত	krvavé
রক্তাক্ত	krvavý
রক্তাক্ত	krvavá
রাউল	raul
রাউল	raúl
ডাকাতি	lúpež
ডাকাতি	krádež
ডাকাতি	prepad
ডাকাতি	lúpeže
ডাকাতি	prepadnutie
পরিচ্ছন্ন	čistú
সক	soc
সক	ponožky
স্ফটিক	crystal
স্ফটিক	kryštál
পরিসীমা	rozsah
পরিসীমা	rozpätie
পরিসীমা	rozsahu
ফার্মেসি	lekáreň
ফার্মেসি	lekárne
ফাঁপা	duté
দুষ্প্রাপ্য	vzácne
দুষ্প্রাপ্য	zriedkavé
দুষ্প্রাপ্য	vzácny
সিনেটর	senátor
সিনেটর	senátorka
সিনেটর	senátora
সিনেটর	senátori
আইফেল	eiffel
চো	cho
ঘুরি	otočiť
মেয়েটি	dievča
মেয়েটি	dievčatko
বিশ্বাসঘাতকতা	zradil
বিশ্বাসঘাতকতা	zradila
বিশ্বাসঘাতকতা	zradili
বিশ্বাসঘাতকতা	zradu
বিশ্বাসঘাতকতা	zrada
বিশ্বাসঘাতকতা	zrady
বিশ্বাসঘাতকতা	zradu
বিশ্বাসঘাতকতা	zrada
মশা	komárov
জিয়ান	xian
হাসির	smile
হাসির	úsmev
হাসির	smiech
হাসির	smiechu
হাসির	úsmevy
বেকারত্ব	nezamestnanosti
বেকারত্ব	nezamestnanosť
যৌতুক	veno
নজির	precedens
হালদার	halder
মরিয়ম	márie
মরিয়ম	mary
মরিয়ম	mária
ইলিয়ট	eliot
তালা	skrinky
তালা	tala
তালা	zámky
ক্রাউন	korunu
ক্রাউন	koruny
ক্রাউন	koruna
প্লট	dej
প্লট	pozemok
প্লট	pozemku
অস্বীকৃত	zamietnutý
অস্বীকৃত	odmietnutý
অস্বীকৃত	zamietnuté
লেভি	levi
লেভি	odvody
বিশ্লেষক	analytik
সামোয়া	samoa
টাইটানিক	titanic
বিপর্যস্ত	zničení
বিপর্যস্ত	zničený
বিপর্যস্ত	zničená
বিপর্যস্ত	nahnevaný
বিপর্যস্ত	rozrušená
বিপর্যস্ত	nahnevaná
শেঠ	seth
তানজানিয়া	tanzánia
গুয়াতেমালা	guatemala
কসোভো	kosova
কসোভো	kosovo
ডু	doo
ভাস্কো	vasco
প্লেস্টেশন	playstation
দারুচিনি	škorica
বিবেক	svedomie
বিবেক	svedomia
হাস্যরসাত্মক	humorné
হাস্যরসাত্মক	komické
উইকিমিডিয়ার	wikimedia
এঞ্জেলস	angeles
নিরপেক্ষতা	neutrality
নিরপেক্ষতা	nestrannosť
নিরপেক্ষতা	nestrannosť
নিরপেক্ষতা	nestrannosti
প্রতিরোধী	rezistentné
কুয়াশা	hmla
কুয়াশা	opar
কুয়াশা	hmla
কুয়াশা	hmly
কুয়াশা	hmle
কুয়াশা	hmly
কুয়াশা	hmla
কুয়াশা	konkrétny
কুয়াশা	konkrétna
কুয়াশা	betónu
কুয়াশা	konkrétne
কুয়াশা	betón
খমের	khmer
ফটোশপ	photoshop
ভোক্তা	spotrebiteľské
ভোক্তা	spotrebiteľa
ভোক্তা	spotrebiteľ
ভোক্তা	spotrebitelia
ভোক্তা	spotrebiteľov
অ্যাস্টন	ashtonová
বাজ	buzz
কর্মক্ষমতা	výkonnosť
কর্মক্ষমতা	predstavenie
কর্মক্ষমতা	výkon
কর্মক্ষমতা	plnenie
কর্মক্ষমতা	vystúpenie
ক্যাথিড্রাল	katedrála
রোম্যান্টিক	romantický
রোম্যান্টিক	romantické
রোম্যান্টিক	romantická
রোম্যান্টিক	romantik
রোম্যান্টিক	romantika
মামার	mama
নিশাচর	nočné
স্যুট	apartmán
স্যুট	pristane
স্যুট	vyhovuje
স্যুট	obleky
স্যুট	oblek
স্যুট	vyhovovať
কোহেন	cohen
পুঁজিবাদী	kapitalistickej
মৎস	rybolov
মৎস	rybolovu
ছুরি	nože
ছুরি	nožov
ছুরি	nožík
ছুরি	nôž
বিদ্রোহীরা	povstalci
বিদ্রোহীরা	povstalcov
বিদ্রোহীরা	povstalci
বিদ্রোহীরা	rebelov
বিদ্রোহীরা	rebeli
ইঙ্ক	inc
ধমনী	tepny
ধমনী	artérie
ধমনী	tepnu
ধমনী	tepny
ধমনী	artérie
পলিসি	politika
পলিসি	politiky
পলিসি	politiku
বরিস	boris
হেসে	hesse
মমি	mamička
মমি	múmie
দিমিত্রি	dmitry
মরা	mŕtve
মরা	mŕtva
মরা	mŕtvi
মরা	mŕtvy
মরা	dead
পরিচর্যা	care
পরিচর্যা	starostlivosti
পরিচর্যা	starostlivosť
ঝাঁপ	skočiť
ঝাঁপ	skok
ঝাঁপ	skákať
ঝাঁপ	preskočiť
নিপীড়ন	prenasledovanie
নিপীড়ন	prenasledovania
নিপীড়ন	útlaku
জামাই	ženícha
জামাই	ženích
অভিবাসীদের	migranti
অভিবাসীদের	migrantov
প্রত্যাখ্যাত	zrušená
প্রত্যাখ্যাত	zrušené
প্রত্যাখ্যাত	odmietnuté
প্রত্যাখ্যাত	odmietla
প্রত্যাখ্যাত	odmietnutá
প্রত্যাখ্যাত	odmietli
প্রত্যাখ্যাত	odmietol
প্রত্যাখ্যাত	klesol
ইকো	eko
ইকো	echo
কংক্রিট	konkrétny
কংক্রিট	konkrétna
কংক্রিট	betónu
কংক্রিট	konkrétne
কংক্রিট	betón
কাঞ্জি	kandži
বপন	siatie
শখের	amatérske
শখের	amatér
ক্লদ	claude
সুইট	sladký
সুইট	sladká
সুইট	sladké
সন্মান	cest
সন্মান	česť
আবেগের	vášeň
আবেগের	vášne
গোলাগুলি	streľba
গোলাগুলি	strieľať
গ্রাহকদের	zákazníci
গ্রাহকদের	zákazníkov
গ্রাহকদের	účastníkov
গ্রাহকদের	odberateľov
দোস্ত	kamo
দোস্ত	frajer
দোস্ত	dost
ইনজুরি	úraz
ইনজুরি	ujmy
ইনজুরি	zranenie
ইনজুরি	poškodenie
ইনজুরি	poranenie
ইনজুরি	ujma
বেরি	berry
আজকে	dneska
আজকে	dnešok
আজকে	today
আজকে	dnes
আজকে	dnešné
রক্তপাত	krvácanie
রক্তপাত	krvácania
রক্তপাত	krviprelievanie
সম্ভাব্যতা	pravdepodobnosti
সম্ভাব্যতা	pravdepodobnosť
লুপ	slučky
ওমেগা	omega
সাউন্ডট্র্যাক	soundtrack
শেফার্ড	pastieri
শেফার্ড	pastier
গুঁড়া	práškový
জানত	poznala
জানত	vedel
জানত	vedela
জানত	vedeli
অমর্ত্য	amartya
গ্যাব্রিয়েল	gabriel
ধোঁয়া	dym
ধোঁয়া	dymu
ধোঁয়া	fajčiť
পুষ্প	kvet
আইনত	zákonne
আইনত	právne
আইনত	legálne
দারিদ্র্য	chudobe
দারিদ্র্য	chudoba
দারিদ্র্য	chudobu
দারিদ্র্য	chudoby
সংশয়	skepticizmus
সংশয়	pochybovať
সংশয়	pochybnosť
সংশয়	pochybujem
সংশয়	pochybnosti
কোণায়	rohu
কোণায়	roh
কোণায়	kúta
কোণায়	kút
সেকশন	oddiel
সেকশন	časť
সেকশন	úsek
সেকশন	sekcia
ট্রেভর	trevor
অংশগ্রহনের	účasti
অংশগ্রহনের	účasť
নরওয়েজিয়ান	nórske
নরওয়েজিয়ান	nórska
নরওয়েজিয়ান	nórsky
নরওয়েজিয়ান	nórskom
বিলম্ব	meškanie
বিলম্ব	oddialiť
বিলম্ব	oneskorenie
বিলম্ব	zdržanie
বিলম্ব	odložiť
ক্লেয়ার	claire
নার্স	sestry
নার্স	sestričky
নার্স	sestra
নার্স	sestrička
ডেভেলপার	vývojárov
