年	aasta
疫苗	vaktsiinid
疫苗	vaktsiini
疫苗	vaktsiin
干擾	sekkumine
精度	täpsus
精度	täpsusega
精度	täpsust
精度	täpsus
精度	täpsust
精度	täpsuse
講師	lektor
講師	õppejõud
講師	dotsent
恭喜	õnnitlused
恭喜	õnnitlused
終點站	terminal
終點站	terminali
粘	kleepuv
酒精	alkohol
酒精	alkoholi
傘	vihmavari
法規	põhikiri
追擊	jälitamine
追擊	tagaajamine
單車	rattasõit
單車	ratas
單車	jalgratas
單車	ratta
單車	jalgratas
景觀	maastikud
景觀	maastik
景觀	maastiku
本田	honda
控制器	kontroller
推力	tõukejõu
限量	piiratud
限量	limited
犧牲	ohverdusi
實質	olemus
實質	aine
實質	ainet
公約	konventsioonid
午夜	kesköö
午夜	keskööl
塑料	plastikust
塑料	plast
塑料	plastik
哭	nutta
哭	nutma
哭	nuta
哭	nutab
哭	nutt
參議員	senaator
一月	jaanuar
汽油	bensiin
汽油	gaas
汽油	gaasi
汽油	bensiin
汽油	bensiin
地主	maaomanikud
地主	majaomanik
臀	hip
臀	puus
臀	puusa
難民	põgenik
難民	pagulaste
難民	pagulased
難民	pagulaste
科威特	kuveidi
毒品	uimastid
毒品	narkootikumid
衰落	vähenemine
衰落	langus
賊	vargad
賊	varas
中尉	leitnant
禪	zen
爭論	väites
爭論	vaielda
爭論	vaidlus
爭論	argument
爭論	argumendi
爭論	väited
爭論	argumendid
商標	kaubamärk
輔導	nõustamine
輔導	treeneri
輔導	juhendamise
輔導	nõustamist
轉變	ümberkujundamine
轉變	muutumine
轉變	muuta
公噸	tonni
公噸	tonn
公噸	tonnides
公噸	tonni
公噸	tonn
實踐	harjutamine
實踐	tava
實踐	praktika
天鵝	luik
天鵝	luige
喝	jooki
喝	juua
喝	jook
受損	vigastatud
受損	kahjustatud
受損	kahjustunud
夢幻	unistus
夢幻	dream
夢幻	unenägu
音效	heli
壇	altari
教派	sekt
囚禁	vangistus
囚禁	vangistus
囚禁	vangistatud
囚禁	vangistati
染	värvaine
染	värvitud
實用	praktiline
實用	praktilised
實用	kasulikud
實用	kasulik
實用	kasulikkuse
水星	elavhõbeda
水星	elavhõbe
上野	ueno
剛果	kongo
喪失	kahjum
喪失	kaotus
注射	süstimine
注射	süst
注射	süsti
注射	süstida
注射	süsti
傳遞	relee
曙光	videvik
研究員	uurija
心靈	meel
心靈	meele
心靈	mõistus
頭顱	kolju
頭顱	pealuu
遺跡	reliikvia
遺跡	jäänuk
遺跡	reliikviad
遺跡	varemed
鸚鵡	papagoid
鸚鵡	papagoi
鸚鵡	papagoi
約會	kuupäev
約會	kohtamas
約會	kohtamine
約會	käimine
緊張	närviline
光束	kiir
光束	kiiri
澄清	selgitamine
澄清	selgitamine
澄清	selgitus
壞	bad
壞	halb
壞	paha
滿意	rahulolu
滿意	rahuldatud
滿意	rahul
合計	koondamine
合計	koondatud
囚犯	vangi
囚犯	kinnipeetav
囚犯	vang
囚犯	vange
囚犯	vangid
底盤	šassii
便宜	odavad
便宜	odav
便宜	odavalt
便宜	odavam
便宜	odavamalt
便宜	odavamad
第五次	viies
第五次	viiendaks
影子	varjud
影子	varju
影子	vari
緩慢	aeglane
產量	saagis
產量	tootmine
產量	toodang
報章	ajaleht
報章	ajalehed
死神	surma
死神	surm
大海	meri
大海	mere
緊	tihe
緊	kitsas
緊	tihedalt
廣義	laiemalt
廣義	laiem
廣義	laiema
廣義	laia
廣義	laiem
廣義	laiema
摘要	abstraktne
讚	meeldis
讚	nagu
讚	meeldib
讚	meeldib
檢驗	katsed
檢驗	testimine
檢驗	katsetamine
多重	mitmekordne
多重	mitu
火災	tuli
火災	tulekahju
火災	tuld
火災	tulekahjud
尺度	kaalud
環繞	ümbritsevad
戟	euphorbia
巴巴	baba
復出	tagasitulek
客人	külaline
客人	külalised
精確	täpne
精確	täpsed
精確	täpne
精確	täpsus
精確	täpsusega
精確	täpsust
拘留	kinnipidamine
拘留	kinnipidamise
護理	hooli
諷刺	irooniline
諷刺	iroonia
地板	põrandad
地板	parketi
地板	korrus
地板	põrand
鬥爭	võitlus
檢測	avastamise
檢測	tuvastamine
檢測	avastamine
冰島	islandil
冰島	island
冰島	islandi
排放	heide
排放	emissioon
排放	heide
排放	heitmed
排放	heitkoguste
牛奶	piima
牛奶	piim
交響曲	sümfoonia
彎	painutada
彎	painutatud
梳	kamm
製片人	tootjad
製片人	produtsent
製片人	tootja
棕色	brown
棕色	pruuniks
棕色	pruunid
棕色	pruun
臧	zang
受邀	kutsus
受邀	kutsutud
氏族	klanni
氏族	klann
氏族	klannid
稍微	veidi
稍微	kergelt
醛	aldehüüdid
依賴	sõltuv
依賴	sõltuvad
依賴	sõltuvust
依賴	sõltuvus
依賴	sõltuvust
依賴	sõltuvus
共振	resonants
緬	birma
硫酸	sulfaat
手指	näpp
手指	sõrm
手指	sõrme
手指	sõrmed
投影	projektsioon
龔	gong
署長	haldur
署長	administraator
面具	mask
面具	maskid
雷射	laseri
雷射	laser
效能	tõhusus
效能	efektiivsus
皇冠	krooni
皇冠	crown
皇冠	kroon
統治者	valitseja
豪華	deluxe
豪華	luksus
豪華	luksuslik
認真	tõsised
認真	tõsine
認真	tõsiselt
簽證	viisa
全能	kõikvõimas
就業	tööhõive
電動	elektriline
電動	elektrilised
電動	elekter
戀人	armukesed
戀人	armastajad
指派	loovutamine
指派	omistatud
指派	määratud
指派	ülesanded
毒性	toksiline
毒性	toksilised
毒性	mürgine
毒性	toksilisus
毒性	mürgisus
賭	hasartmängud
賭	hasartmängude
賭	panus
賭	kihla
賭	kihlvedu
翅膀	tiibu
翅膀	tiivad
刷	pintsel
刷	harja
寬度	laius
字典	sõnaraamatud
字典	sõnastik
字典	sõnaraamat
激素	hormooni
激素	hormoonid
激素	hormoonid
盟友	liitlased
盟友	liitlane
盟友	ally
墨爾本	melbourne
桶	tünn
桶	ämber
對立	antagonism
對立	rivaalitsemine
對立	vastasseis
男生	poisid
惡化	halvenemine
網址	url
鍵盤	klaviatuurid
鍵盤	klaviatuur
鍵盤	klaviatuuri
奴隸	orja
奴隸	ori
休閒	juhuslik
休閒	vabaaja
犯人	vangi
犯人	kinnipeetav
犯人	vang
犯人	vange
犯人	vangid
同伴	kaaslaseks
同伴	kaaslane
壓縮	kokkusurutud
果實	puuviljad
果實	vili
果實	puuvili
果實	puuvilja
果實	viljad
果實	puuviljad
各州	maakondades
缺席	puuduvad
缺席	puudub
缺席	puudumine
基輔	kiievi
七個	seitse
綁架	inimrööv
綁架	röövimine
綁架	inimrööv
綁架	röövimine
反叛	mässuliste
反叛	mässaja
反叛	mäss
反叛	ülestõus
西班牙語	hispaania
修理	parandus
修理	parandamine
修理	remont
修理	remonti
丹佛	denver
近海	avamere
近海	offshore
阿部	abe
衰退	majanduslanguse
衰退	majanduslangus
玻利維亞	boliivia
墜毀	avarii
服飾	rõivad
服飾	garderoob
服飾	riidekapp
湖人	lakers
恐懼	hirm
恐懼	hirmu
數千	tuhanded
數千	tuhandetes
數千	tuhandeid
暴動	rahutused
暴動	mäss
暴動	mässu
排版	paigutus
浸	dip
滿洲	mandžuuria
及時	õigeaegne
瀏覽	vaatamine
瀏覽	vaade
姊姊	sis
姊姊	sisi
姊姊	õde
哈薩克	kasahstan
貸款	laenu
貸款	laen
貸款	laenud
關卡	kontrollpunkti
關卡	tasemed
關卡	taseme
關卡	tase
關卡	tasand
黑山	montenegro
常規	rutiin
創業	käivitamine
創業	käivitamisel
創業	ettevõtluse
創業	ettevõtlus
開心	õnnelik
高潮	orgasmi
高潮	kulminatsioon
骨骼	kondid
骨骼	luud
骨骼	luude
骨骼	skeleti
骨骼	skeleti
骨骼	luukere
骨骼	luud
骨骼	kont
骨骼	luu
骨骼	luude
孔雀	paabulind
特工	agent
跟著	follow
跟著	järgi
跟著	järgne
汞	elavhõbeda
汞	elavhõbe
預設	vaikimisi
雷霆	äike
趨勢	trend
趨勢	suundumus
後代	järglane
後代	järeltulija
後代	järglane
後代	järglased
後代	järglased
變動	muutused
變動	muudatused
時光	kellaaeg
時光	aeg
時光	aja
時光	ajas
時光	aega
爛	mäda
爛	mädanenud
鞍	sadul
北極	arktika
變換	teisendused
變換	muuta
變換	ümberkujundamine
變換	muutumine
年紀	age
年紀	vanust
年紀	vanus
花費	kulutatud
花費	kulutab
戈爾	gore
瓦特	watt
聊天	vestlused
聊天	vestlus
漂亮	kaunist
漂亮	ilus
漂亮	kaunid
漂亮	ilusad
漂亮	kaunis
漂亮	päris
歡	huan
災難	katastroof
災難	katastroofi
災難	katastroof
災難	katastroofide
與此同時	vahepeal
三角洲	delta
媒介	meedia
媒介	keskmise
媒介	keskmine
媒介	keskmised
媒介	andmekandja
民事	tsiviil
叔叔	onu
棉花	puuvill
外星人	tulnukas
外星人	tulnukad
外星人	tulnukaid
宮城	miyagi
邪惡	kurjus
邪惡	kurja
邪惡	kuri
邪惡	õel
趾	varvas
趾	varba
業界	tööstus
業界	tööstuse
業界	tootmisharu
少校	major
困擾	probleemsed
困擾	probleemne
困擾	kummitama
預言	ettekuulutus
預言	ennustus
譴責	hukkamõistu
譴責	noomitus
譴責	hukka
石化	kivistunud
溫帶	parasvöötme
肺	kopsud
肺	kopsu
肺	kopsud
製片	produtsent
製片	tootja
廣播電台	raadio
廣播電台	radio
合適	sobiv
合適	sobilik
合適	sobivad
故鄉	kodumaa
故鄉	kodulinna
極端	äärmuse
極端	äärmuslik
活力	elujõulisust
假名	pseudonüüm
客觀	objektiivsuse
心理學	psühholoogia
大氣層	atmosfääri
大氣層	atmosfäär
閔	min
斑點	märgatud
斑點	nähtud
斑點	spot
斑點	laik
斑點	täpid
恨	vihkamine
決鬥	duell
支出	kulutused
支出	kulud
支出	kulutused
支出	kulud
降水量	sademed
提取	kaevandamine
提取	ekstraheerimisel
提取	ekstrakti
提取	väljavõte
提取	ekstrakt
革新	uuendused
革新	innovatsioon
革新	uuendus
革新	uuendused
支撐	varras
傍晚	õhtust
傍晚	õhtu
傍晚	õhtused
傍晚	õhtune
柔道	judo
格局	muster
格局	mustri
格局	mustrid
字幕	subtiitritega
陵墓	mausoleum
社會學	sotsioloogia
社會學	sotsioloogia
幽靈	vaim
幽靈	vaimu
幽靈	kummitus
幽靈	tont
射線	kiired
穹	kuppel
穹	kupli
血統	sugupuu
血統	laskumine
否決	veto
瑪麗亞	maria
喬治亞	gruusia
喬治亞	georgia
手工	käsitöö
困境	dilemma
渦輪	turbo
眼鏡	klaasid
眼鏡	prillid
版面	paigutus
濃度	kontsentratsioonid
濃度	kontsentratsioon
濃度	koondumine
濃度	keskendumine
濃度	kontsentratsioon
漏	leke
中性	neutraalsuse
中性	erapooletus
中性	neutraalne
中性	erapooletu
天生	sündis
天生	sündinud
家屬	pere
家屬	perekond
圖形	graafik
圖形	graafiline
圖形	graafika
前端	kasutajaliides
老鼠	rat
老鼠	rott
流派	žanr
語言學	keeleteadus
微笑	naerata
微笑	naeratus
石頭	kivi
石頭	kalju
石頭	rock
石頭	kivi
魔力	maagiline
魔力	võlu
魔力	magic
魔力	maagia
歷史學家	ajaloolane
歷史學家	ajaloolased
有機	orgaaniline
有機	orgaanilised
有機	orgaaniliste
泰坦	titaan
金字塔	püramiid
金字塔	püramiidid
橙色	orange
橙色	apelsin
橙色	oranž
啓	kai
皇太子	dofään
皇太子	troonipärija
飲料	jooki
飲料	jook
飲料	joob
飲料	joogid
名次	järjestus
幾何	geomeetria
幾何	geomeetriline
幾何	geomeetria
曲線	kõver
曲線	kõverad
延遲	viivitus
延遲	viivitused
延遲	viivitusi
延遲	hilinenud
條紋	triip
條紋	triip
署名	allkirjastatud
署名	allkirjastanud
海灘	rand
海灘	beach
海灘	rannad
研討會	seminarid
研討會	töökoda
研討會	seminar
研討會	seminar
馬匹	hobused
馬匹	hobuseid
馬匹	hobune
馬匹	hobuse
馬匹	hobu
露西	lucy
鼬	nirk
硬體	riistvara
說服	veenev
說服	veenda
說服	veena
說服	veenda
說服	veena
月光	kuuvalgus
鶯	käosulane
厚度	paksus
娃娃	nukud
娃娃	nuku
娃娃	nukk
專注	fookus
專注	fookuses
住戶	kodumajapidamises
住戶	leibkonna
實習	praktika
實習	intern
實習	praktikant
毗鄰	külgnevate
毗鄰	külgnevate
同情	kaastunne
秋天	sügis
秋天	kukkumine
秋天	kuku
耶和華	jehoova
教科書	õpiku
懷孕	rasedus
懷孕	rase
逃離	põgenemine
細菌	bakterid
爬行	roomata
爬行	hiilib
爬行	roomates
立體	stereo
傾斜	kallutatud
八個	kaheksa
最愛	lemmik
猶太	juudi
猶太	juut
猶太	juudid
蓮花	lotus
顧客	kliendi
顧客	klient
顧客	klientidele
顧客	kliendid
冕	corona
人質	pantvang
人質	pantvangi
人質	pantvangis
人質	pantvangid
人質	pantvangide
拍賣	oksjon
比重	osakaal
駕駛員	juht
駕駛員	autojuht
駕駛員	piloot
聚合	koondamine
稀有	harv
稀有	harva
稀有	haruldased
稀有	haruldane
普爾	poole
炸	puhu
炸	löök
炸	praetud
上次	viimasena
上次	viimane
公牛	pullid
公牛	pulli
公牛	pull
公牛	bull
公牛	härg
診斷	diagnostika
診斷	diagnoos
診斷	diagnoosi
診斷	diagnostika
信件	kirju
信件	kirjad
信件	tähed
信件	teated
信件	sõnumid
信件	kirjad
信件	kirja
信件	kiri
信件	mail
信件	post
信件	kirjad
信件	posti
信件	sõnum
信件	teade
擲	viska
擲	visata
近日	hiljuti
主機	peremees
主機	võõrustaja
主機	vastuvõtva
主機	saatejuht
蛋白質	valk
蛋白質	proteiin
蛋白質	valgud
蛋白質	valke
世俗	ilmaliku
錄音室	stuudio
罷工	streik
罷工	löök
屋頂	katus
陰謀	proovitüki
陰謀	vandenõu
偏向	bias
新星	nova
烏拉圭	uruguay
番茄	tomati
番茄	tomat
番茄	tomatid
夏日	suvel
夏日	suvi
夏日	suve
章程	põhikiri
白天	päev
白天	päeva
間諜	spioon
間諜	spioonid
糧食	toit
糧食	toitu
糧食	söök
微生物	mikroorganismid
微生物	mikroobide
付費	maksa
付費	makstud
付費	tasustatud
付費	tasutud
付費	tasus
強迫	sundis
強迫	sunnitud
強迫	lummus
強迫	sundimine
文法	grammatika
俘虜	vangi
俘虜	kinnipeetav
俘虜	vang
俘虜	vangistuses
歲月	aastad
殭屍	zombie
殭屍	zombi
護士	medõde
護士	õde
立體聲	stereo
海關	tolli
海關	toll
假定	eeldatud
假定	oletused
假定	eeldused
假定	oletatav
波羅	baltic
波羅	balti
波羅	läänemere
裙	kleit
裙	seelik
菩薩	bodhisattva
菩薩	buddha
競技場	arena
珊瑚礁	riff
立方	cube
立方	kuubik
立方	kuubiku
立方	kuubik
無線電	raadio
無線電	radio
麻省理工	mit
爬	roni
爬	ronida
爬	roomata
捐贈	annetus
捐贈	annetuse
捐贈	annetada
捐贈	annetused
捐贈	annetusi
搬遷	ümberpaigutamine
連勝	vööt
核准	heakskiit
核准	heakskiitmine
核准	heakskiidetud
脂肪	rasv
脂肪	rasva
脂肪	paksud
脂肪	paks
尊敬	lugupidamine
尊敬	austus
十字架	rist
十字架	cross
十字架	risti
十字架	krutsifiks
感動	liigutatud
感動	liigutas
感動	kolis
感動	liigutav
感動	liigutamine
感動	liigub
感動	kolimine
感動	puudutas
感動	puudutatud
感動	liigutatud
感動	puudutanud
住所	elukoht
住所	elukoha
住所	elamine
單人	üksik
單人	ühtne
單人	valla
單人	ühtse
單人	ühekordne
單人	vallaline
運河	kanalid
星期四	neljapäev
大門	värav
空白	lünki
空白	lüngad
空白	tühi
空白	tühjad
空白	tühi
紀念碑	memorial
紀念碑	monumente
紀念碑	monumendi
人道	inimlik
人道	inimlikkus
人道	inimkonna
人道	inimkond
驗證	autentimine
驗證	kontrollimine
驗證	tõendamine
驗證	kinnitamine
驗證	valideerimine
相鄰	külgnevate
相鄰	külgnevate
山姆	juss
山姆	sam
監禁	vangistus
監禁	vangistus
爐	ahi
爐	pliit
爐	ahju
爐	ahi
爐	ahju
爐	ahi
爐	ahjud
亞當	adam
偵察	luure
銷售量	müük
侮辱	solvab
侮辱	solvav
侮辱	solvang
侮辱	solvamine
境外	avamere
境外	offshore
管家	butler
管家	ülemteener
管家	teener
管家	majapidajanna
鰈	lesta
水塘	veehoidla
見證	tunnistaja
洲際	intercontinental
音響	stereo
馬拉松	maraton
聚合物	polümeerid
聚合物	polümeeri
聚合物	polümeerid
專欄	sammas
專欄	kolonn
專欄	veerg
專欄	veeru
未成年	alaealine
未成年	alaealine
清洗	puhastus
清洗	puhastus
清洗	puhastamine
清洗	koristamine
誤會	arusaamatus
太空船	kosmoselaeva
太空船	kosmoselaev
太空船	kosmoselaev
必需	vajalik
必需	vajalikud
控告	süüdistus
天主教徒	katoliiklane
天主教徒	katoliku
天主教徒	katoliiklased
決心	lahendada
決心	lahenda
決心	määramine
決心	kindlaksmääramine
罰	karistus
個案	case
個案	kohtuasi
個案	juhtum
安東	anton
官僚	bürokraatia
官僚	bürokraat
加冕	kroonimist
暑假	suvel
暑假	suvi
暑假	suve
炒	praetud
燃油	kütus
燃油	kütuse
仲裁	vahekohus
仲裁	vahekohtu
降水	sademed
胃	mao
胃	kõht
胃	magu
遇見	kohtasin
遇見	kohtunud
遇見	täidetud
姑娘	tüdruk
北歐	põhjamaade
北歐	skandinaavia
模組	moodul
洞穴	koobas
洞穴	koopad
游泳池	bassein
游泳池	basseini
印度尼西亞	indoneesia
貝拉	bella
權威	autoriteetne
權威	asutus
權威	ametiasutus
樣本	proovi
樣本	valim
樣本	näidis
樣本	proov
樣本	isend
樣本	näidis
樣本	näidised
樣本	proovid
住房	eluaseme
旗艦	lipulaev
惡意	pahatahtlik
發放	emissioon
渠道	kanalid
敵軍	vaenlane
旅館	hotell
旅館	hotel
旅館	hotellid
動物園	loomaaedade
動物園	loomaaed
精品	boutique
本質	olemus
扭曲	pööre
扭曲	väändunud
扭曲	moonutamine
扭曲	moonutus
也許	ehk
也許	võibolla
也許	äkki
村莊	külad
村莊	külasid
村莊	küla
村莊	külas
約定	pakti
約定	pakt
週六	laupäev
週六	laupäeval
週六	istusid
週六	istus
週六	sat
預告	haagis
預告	haagise
節日	festival
節日	festivalid
節日	puhkus
節日	pühal
節日	pühi
節日	pühad
重疊	kattub
重疊	dubleerimist
重疊	kattuvad
重疊	kattub
重疊	kattuvad
健身	trenni
健身	fitness
共產主義	kommunist
共產主義	kommunistliku
共產主義	kommunistlik
共產主義	kommunismi
候補	alternatiiv
守門員	väravavaht
守門員	väravavaht
守門員	väravavahi
瓷	portselanist
心跳	südamelöögid
愛好者	entusiastid
傳承	pärand
史前	eelajalooline
禮物	kingid
禮物	kingitused
禮物	kink
禮物	kingitus
虐待	kuritarvitamine
虐待	kuritarvitamise
鋸	saag
鋸	nägin
鋸	saetud
可行	teostatav
可行	teostatavad
工藝	käsitöö
工藝	käsitöö
聊	vestlus
聊	räägi
聊	jutt
門檻	künnis
門檻	lävi
門檻	künnist
門檻	piirmäärad
商用	kaubanduslik
商用	reklaam
先驅	pioneer
先驅	pioneerid
先知	oraakel
先知	prohvet
撤離	evakueerida
撤離	evakueerimine
產物	toode
產物	toote
估算	hinnang
凸	kumer
法學	kohtupraktika
美容	ilu
美容	iludus
美容	kaunitar
年表	kronoloogia
配件	tarvikud
配件	lisaseadmed
配件	manused
邁阿密	miami
寒冷	külm
寒冷	külmad
數學家	matemaatik
數學家	matemaatikud
靴	saabas
靴	saapad
晚會	gala
手冊	käsiraamat
手冊	käsiraamatud
手冊	käsitsi
手冊	käsiraamat
手冊	manuaal
致死	surmav
瑞安	ryan
馬尼拉	manila
預防	ennetava
預防	ennetav
預防	ennetavad
預防	ennetamine
預防	profülaktika
預防	ennetamise
預防	vältimine
修士	munk
表決	hääletus
表決	hääleta
表決	hääletamine
表決	hääletus
表決	hääletamine
阿爾巴尼亞	albaania
濫用	kuritarvitamine
濫用	kuritarvitamise
好萊塢	hollywood
好萊塢	hollywoodi
汁	juice
汁	mahla
汁	mahl
小吃	suupisteid
海王星	neptuun
犁	adra
黃昏	videvik
黃昏	eha
地理位置	geograafia
演變	areng
演變	evolutsioon
辣	vürtsikas
適當	sobiv
適當	asjakohane
適當	kohane
適當	sobilik
夾	klipp
某人	keegi
貨車	veok
貨車	veoauto
貨車	van
貨車	kaubik
熱情	entusiasmi
熱情	kirge
熱情	kirg
天天	igapäevane
手動	käsitsi
手動	käsiraamat
手動	manuaal
噪音	müra
星期三	kolmapäev
評論家	kriitikud
評論家	kriitik
尿	uriinis
尿	uriin
尿	uriini
尿	kuse
電源	power
電源	võimu
電源	võim
電源	võimsus
電源	jõud
大洋	ookean
演說	sõnavõtt
演說	kõne
侯爵	markii
德克薩斯州	texase
德克薩斯州	texas
學員	kadetid
學員	kadett
矮星	kääbus
矮星	päkapikk
可行性	elujõulisuse
可行性	elujõulisus
構想	mõiste
構想	kontseptsioon
主修	major
支柱	sammas
支柱	samba
支柱	selgroog
帳戶	konto
公國	vürstiriigi
東洋	toyo
曲棍球	hoki
靈感	inspireeritud
靈感	inspiratsiooni
靈感	inspiratsioon
詮釋	tõlgendada
哲學家	filosoofid
哲學家	filosoof
計算機	arvuti
計算機	arvutid
財政部	riigikassa
買賣	kauplemine
買賣	kauplemise
買賣	müük
改正	parandus
改正	korrigeerimine
改正	korrektsioon
改正	parandused
改正	parandamine
改正	parandamine
制裁	sanktsiooni
制裁	karistused
制裁	sanktsioonid
可怕	hirmus
可怕	õudne
可怕	hirmutav
刺客	palgamõrvar
手稿	käsikiri
手稿	käsikirja
外面	väljaspool
外面	väljas
替換	asendaja
替換	asendus
替換	asendamine
替換	asenda
替換	asendus
替換	asendatakse
替換	asendamine
純粹	puhtalt
純粹	puhas
創始人	asutajad
創始人	asutaja
精密	täpsus
精密	täpsusega
精密	täpsust
輕鬆	lihtne
輕鬆	kerge
友情	sõprus
友情	sõpruse
友情	sõprust
沙特	saudi
引述	tsiteeritud
引述	noteeritud
引述	tsitaat
引述	tsiteerides
萬里	miles
萬里	miili
反正	igatahes
繼承人	pärija
繼承人	pärijad
導航	navigeerida
導航	tüürimees
導航	navigaator
導航	navigatsiooni
鵰	eagle
鵰	kotkas
退化	degeneratsioon
退化	halvenenud
退化	kahjustunud
退化	mandunud
退化	lagunemine
退化	lagunemise
季度	kvartalis
季度	kvartal
季度	kvartali
季度	kvartal
季度	veerand
周日	pühapäev
向下	alla
向下	maha
向下	maas
佛羅里達州	florida
尼泊爾	nepali
國會議員	kongresmen
雙重	topelt
雙重	kahene
吞	neelata
捕捉	püüdmine
捕捉	jäädvustades
捕捉	püüab
冶金	metallurgia
代數	algebra
選項	valikud
選項	variant
選項	võimalus
選項	valik
部族	klanni
部族	klann
部族	hõim
部族	hõimu
部族	klannid
部族	hõimud
折扣	soodustus
氣氛	atmosfääri
氣氛	atmosfäär
反派	kurikael
反派	kurikaelad
召回	tagasivõtmine
召回	meenuta
頻繁	sageli
頻繁	tihti
保密	saladust
姿態	žest
姿態	hoiak
渡輪	praam
渡輪	ferries
財富	rikkus
財富	rikkusi
財富	varandus
財富	rikkust
財富	rikkuse
財富	rikkus
轉化	ümberkujundamine
轉化	muutumine
分泌	sekretsiooni
浪費	raisatud
浪費	jäätmed
蕉	banaani
蕉	banaan
性感	seksikas
廢物	jäätmed
廢物	jäätmed
存取	juurdepääs
存取	ligipääs
初級	juunior
初級	junior
初級	primaarne
初級	esmane
香蕉	banaani
香蕉	banaan
香蕉	banaane
香蕉	banaanid
迷宮	labürint
迷宮	labürint
度量	mõõt
度量	abinõu
度量	meede
度量	mõõtmine
州長	kuberner
驚人	imeline
驚人	hämmastav
振興	elustamine
伽利略	galileo
氦	heelium
金沙	liivad
利比亞	liibüa
畜牧	loomakasvatus
畜牧	kariloomad
畜牧	kariloomade
鯨魚	vaalad
鯨魚	vaal
鯨魚	vaala
告白	ülestunnistus
貪污	omastamise
處分	dispositsiooni
難度	raskusaste
難度	raskused
不列顛	suurbritannia
不列顛	britannia
不列顛	britannia
海事	mereväelane
海事	merejalaväelane
海事	marine
海事	mere
海事	merendus
最短	lühim
減輕	leevendada
減輕	kergendada
減輕	leevendamine
視野	kujutle
視野	nägemus
視野	visioon
視野	nägemine
結尾	lõpp
結尾	lõpp
胸部	rind
胸部	rindkere
胸部	kirst
胸部	rind
胸部	rinnanäärme
胸部	rinnaga
破產	pankrotis
破產	pankrotti
破產	maksejõuetuse
破產	pankrot
精神病	psühhoos
左側	vasak
左側	vasakule
左側	vasakul
業主	omanik
業主	omanikud
業主	majaomanik
喜好	soodustused
喜好	eelistused
喜好	eelistus
纖維	kiu
纖維	kiud
纖維	kangas
纖維	riide
纖維	kangast
纖維	riie
纖維	kiud
海港	harbori
海港	sadam
海港	harbour
海港	meresadama
渴望	igatsus
渴望	innukas
矩陣	maatriksite
矩陣	maatriks
矩陣	matrix
攝影師	fotograaf
攝影師	fotograafid
挑選	valimine
挑選	valik
會談	kõnelused
聖誕節	jõulud
聖誕節	jõule
塔吉克	tadžikistani
學歷	haridus
座標	koordinaadid
急性	ägeda
扭	pööre
繩	nöör
繩	köis
超音速	ülehelikiirusega
特技	trikid
睡眠	uni
睡眠	maga
睡眠	magamine
睡眠	magama
睡眠	magada
效忠	truudust
建構	konstruktsioonid
採購	hange
採購	hanke
採購	ostmine
忘記	unusta
懲罰	karistus
懲罰	karistused
懲罰	sanktsioonid
懲罰	karistus
懲罰	karistuse
離職	eraldamine
離職	lahutamine
對比	võrdlemine
對比	võrdlus
對比	võrdlusi
對比	kontrasti
圍繞	ümber
圍繞	ringi
光線	hele
光線	valgus
光線	valgust
光線	kerge
信用	krediidi
信用	krediit
信用	krediiti
信用	krediit
信用	krediidi
重生	taassündi
詞典	sõnaraamatud
詞典	sõnastik
詞典	sõnaraamat
申請者	hageja
申請者	taotleja
自由主義	liberaalne
自由主義	liberalismi
缺點	nõrkus
缺點	puudused
禮儀	etikett
禮儀	kombeid
禮儀	kombed
內建	ehitatud
土司	toost
農村	maaelu
報復	kättemaks
頂點	tipu
多功能	multifunktsionaalne
多功能	mitmeotstarbeline
途徑	rajad
覺醒	ärkamine
例行	rutiin
已婚	abielus
已婚	abiellusid
已婚	abiellus
微分	eristamine
傳教	misjonäri
塑造	kujundamine
塑造	kujundamisel
交替	vahelduva
交替	vahelduv
手臂	käsi
手臂	käe
雙手	käed
魔神	maagiline
魔神	võlu
魔神	magic
魔神	maagia
極度	äärmiselt
極度	äärmuslik
交出	alistu
交出	loobumine
獲取	saa
屠殺	veresaun
屠殺	veresauna
屠殺	tapatalgud
屠殺	tapmist
屠殺	tapmine
演習	harjutusi
演習	harjutused
演習	harjutus
演習	puur
演習	puuri
演習	õppus
巴拿馬	panama
匹配	tikud
匹配	sobib
匹配	ühesugused
匹配	sobivus
匹配	match
損害	kahjustus
損害	kahju
損害	kahjustused
力士	lux
出境	välju
出境	väljumine
出境	väljapääs
出境	lahkumine
出境	väljumine
郊區	äärelinna
郊區	äärelinna
哈哈	haha
哈哈	lol
願望	iha
願望	soov
願望	soovi
願望	sooviks
願望	soov
願望	soovi
願望	soovib
願望	soove
貧窮	vaesus
光滑	libe
光滑	tõrgeteta
光滑	sujuv
光滑	mahe
光滑	sile
光滑	läikiv
君子	härrasmees
河岸	jõekalda
遲	hilja
遲	hiline
遲	hilinenud
詞語	sõnad
詞語	sõnu
生物學	bioloogiline
生物學	bioloogilised
生物學	bioloogia
債務	võlad
債務	võlg
債務	võla
光芒	kuma
俄語	vene
俄語	venelane
穿梭	süstik
按鈕	nööbid
按鈕	nupud
按鈕	nööp
按鈕	nupp
按鈕	button
陣線	ees
陣線	ette
陣線	rinne
分化	jaga
氨基	amino
週日	pühapäev
跆拳道	taekwondo
題目	teema
題目	teemad
忙	hõivatud
