aires	айресе
tradare	измену
tradare	измена
tradare	измене
tradare	предательство
tradare	измена
tradare	измену
tradare	измена
tradare	измене
scrieti	напиши
scrieti	пиши
scrieti	пишите
scrieti	напишите
scrieti	написать
scrieti	напиши
scrieti	пиши
scrieti	пишите
scrieti	напишите
scrieti	написать
beck	бек
corespondenta	корреспонденции
corespondenta	переписка
corespondenta	корреспонденции
corespondenta	переписка
atomica	атомной
atomica	атомные
atomica	атомная
atomica	атомной
atomica	атомные
atomica	атомная
adaptarea	адаптация
adaptarea	адаптации
adaptarea	адаптация
adaptarea	адаптации
mann	манн
rara	редкие
rara	редко
rara	редкий
rara	редкая
rara	редкость
rara	редкие
rara	редко
rara	редкий
rara	редкая
rara	редкость
fostele	бывшие
calda	тепло
calda	теплая
calda	теплые
calda	тёплый
calda	теплый
yves	ив
cosmic	космическое
exilat	изгнании
exilat	изгнан
iubeste	любит
iubeste	обожает
iubeste	любит
iubeste	обожает
seminte	семена
seminte	семя
seminte	семенной
seminte	семена
seminte	семян
seminte	семена
stanford	стэнфорд
constitutionale	конституционный
constitutionale	конституционная
constitutionale	конституционные
demonstra	демонстрировать
demonstra	продемонстрировать
lajos	лайош
grecilor	греки
grecilor	греков
profunda	глубокую
intelectuala	интеллектуальной
intelectuala	интеллектуальная
adiacente	прилегающие
adiacente	прилегающих
bond	бонд
subsol	подвал
subsol	подвале
apucat	схватила
apucat	схватили
apucat	схватил
genereaza	генерировать
genereaza	порождает
ram	рама
ram	рам
knight	найт
knight	конь
knight	рыцарь
paine	хлеба
paine	хлеб
paine	пейн
paine	хлеба
paine	хлеб
radacinile	корни
editorul	редактора
editorul	редактор
heights	хайтс
heights	высоты
nikita	никита
aquila	aquila
malcolm	малкольм
malcolm	малькольм
trento	тренто
gerard	джерард
gerard	жерар
apreciata	оценили
apreciata	оценил
instanta	корт
instanta	суд
ghidul	проводник
ghidul	гид
ghidul	руководства
ghidul	руководство
transportat	перевозимых
salvarea	спасение
salvarea	спасение
salvarea	сохранение
salvarea	экономия
exteriorul	внешние
exteriorul	внешняя
orleans	орлеан
eliminata	устранены
duncan	дункан
legume	овощи
legume	растительное
legume	овощи
conflictele	конфликты
etiopia	эфиопия
etiopia	эфиопию
etiopia	эфиопии
rex	рекс
polul	столб
polul	полюс
delhi	дели
destinul	судьбу
destinul	судьба
destinul	судьбы
simptome	симптомы
helen	элен
helen	хелен
lille	лилль
baku	баку
teoretica	теоретические
teoretica	теоретической
prestigiu	престиж
clasificat	классифицированы
potasiu	калия
avantajul	преимущества
avantajul	преимущество
periodice	периодического
armstrong	армстронг
telecomunicatii	связь
telecomunicatii	телекоммуникаций
telecomunicatii	телекоммуникации
telecomunicatii	телекоммуникации
telecomunicatii	электросвязи
caucaz	кавказа
caucaz	кавказ
browser	браузер
wessex	уэссекс
marseille	марсель
aburi	пар
nor	облако
nor	облака
cantoane	кантоны
cantoane	кантонов
geologic	геологических
geologic	геологической
hussein	хусейн
hussein	хуссейн
client	заказчик
client	покупатель
client	клиент
client	посетитель
client	клиентов
client	клиента
client	клиент
giulia	джулия
creand	создание
olimpiada	олимпиада
olimpiada	олимпиада
gregory	григорий
gregory	грегори
omega	омега
inchiderea	закрытие
inchiderea	закрытия
fibre	волокон
fibre	волокна
fibre	волокна
fibre	волокна
fibre	волокна
prescott	прескотт
reia	возобновить
ritmul	ритм
comisar	комиссара
comisar	уполномоченный
comisar	комиссар
relevante	актуально
relevante	соответствующих
virus	вирус
virus	вирусы
calciu	кальция
luptatori	борцы
luptatori	бойцы
luptatori	бойцов
luptatori	бойцы
luptatori	бойцов
vizitatori	посетители
vizitatori	посетителей
vizitatori	гости
descriu	описать
descriu	опишите
croata	хорватии
aripile	крылья
dor	дор
dor	тоска
dor	мисс
dor	miss
devil	дьявол
savant	учёный
savant	ученый
savant	учёный
savant	ученый
unsprezece	eleven
unsprezece	одиннадцать
bombe	бомбы
martor	свидетель
fondatori	основатели
fondatori	основателей
atletism	атлетика
atletism	атлетике
individuala	индивидуальные
individuala	отдельных
individuala	индивидуальное
individuala	индивидуальный
individuala	индивидуальная
cutremurul	землетрясение
cutremurul	землетрясения
angkor	ангкор
impresionat	впечатлен
lothar	лотар
locatia	местоположение
locatia	расположение
locatia	местонахождение
locatia	место
locatia	местоположение
locatia	расположение
locatia	местонахождение
locatia	место
celula	ячейка
celula	ячейки
celula	камере
celula	клетка
celula	ячейка
celula	ячейки
celula	камере
celula	клетка
decisiva	решающий
decisiva	решительный
decisiva	решительные
kazan	казань
vegetale	овощи
vegetale	растительное
imbracaminte	одежда
imbracaminte	одежды
imbracaminte	одежду
qui	qui
hoarda	орда
hoarda	орда
explozie	взрыв
explozie	взрыва
explozie	взрыв
consuma	потребляют
consuma	потребляют
gala	гала
gala	gala
gala	гала
gala	gala
piotr	петр
piotr	пётр
insarcinata	беременная
insarcinata	беременные
insarcinata	беременна
insarcinata	беременная
insarcinata	беременные
insarcinata	беременна
cristal	кристал
cristal	кристаллы
cristal	кристалл
concurat	соревновались
pretioase	прелесть
pretioase	драгоценных
pretioase	драгоценные
pretioase	драгоценный
referendum	референдум
jung	чжон
jung	чон
umor	юмор
umor	юмор
greg	грег
quebec	квебек
ravenna	равенне
argumentul	аргументы
argumentul	аргумент
argumentul	довод
interesati	заинтересованных
interesati	заинтересованная
interesati	интересует
interesati	заинтересованным
interesati	интересно
interesati	заинтересованные
bundesliga	бундеслиги
criminal	преступные
criminal	преступник
criminal	уголовное
criminal	уголовного
criminal	убийца
criminal	киллер
criminal	убийца
unitar	унитарный
restaurata	восстановлено
restaurata	восстановлен
restaurata	восстановлены
orizont	горизонте
orizont	горизонт
heteropoda	heteropoda
triunghi	треугольник
pesta	вредителей
controlate	контролируемых
controlate	управляемый
controlate	контролируемые
controlate	контролируется
uite	посмотри
uite	смотрите
uite	смотри
uite	посмотрите
compact	компакт
nicola	никола
nicola	николя
pink	pink
pink	розовая
pink	розовые
pink	розовое
pink	розовый
progresiv	прогрессивное
progresiv	прогрессивного
baltica	балтийского
popoarele	народы
popoarele	народов
bai	бани
bai	ванны
bai	бай
finalizarea	завершение
finalizarea	завершения
carbune	уголь
carbune	угля
carbune	уголь
carbune	уголь
carbune	угля
carbune	уголь
cabinet	кабинет
cabinet	шкаф
cabinet	кабинета
retinut	оставляется
retinut	удержал
retinut	задержанный
retinut	задержан
retinut	задержаны
retinut	задержанные
retinut	задержанный
retinut	задержан
retinut	задержаны
retinut	задержанные
valuri	волн
valuri	волны
andrews	эндрюс
florescu	флореску
legislativa	законодательная
legislativa	законодательные
happy	счастливый
happy	счастливая
happy	счастливые
happy	счастлива
happy	счастлив
amenintat	угрожал
amenintat	угрожал
glob	глобус
glob	шар
glob	сфера
bari	бари
separa	отделяет
separa	отдельная
separa	отделить
separa	отдельный
separa	отдельное
clermont	клермон
descoperire	прорыв
descoperire	открытие
descoperire	обнаружение
emily	эмили
gat	горла
gat	горло
gat	шею
gat	шея
gat	горла
gat	горло
gat	гат
gat	шею
gat	шея
foster	фостер
amatori	любители
amatori	любитель
balet	балет
dura	крутой
dura	жесткий
dura	жестко
dura	жесткая
neoficial	неофициально
neoficial	неофициальный
neoficial	неофициальные
neoficial	неофициальная
neoficial	неофициально
acelea	те
fondatorii	основатели
fondatorii	основателей
vaucluse	воклюз
controleaza	контроля
controleaza	контроль
controleaza	управление
amiral	адмирал
purtate	носить
purtate	носили
convocat	созвана
convocat	вызвали
convocat	вызвал
inaugurarea	инаугурации
intelectuale	интеллектуальной
intelectuale	интеллектуальная
ulrich	ульрих
incalzire	отопление
incalzire	отопление
diplomatic	дипломатические
diplomatic	дипломатическая
diplomatic	дипломатической
diplomatic	дипломатическое
afacerea	business
afacerea	бизнес
regate	королевства
regate	королевств
utah	юта
catarina	катарина
maximum	максимальный
maximum	максимальное
maximum	максимальная
maximum	максимум
cad	cad
canto	поет
canto	поют
canto	пою
canto	пение
canto	петь
ceremonie	церемония
ceremonie	церемонии
cupe	чашки
cupe	стаканы
porumb	кукурузы
porumb	кукуруза
porumb	кукурузу
porumb	кукуруза
porumb	кукурузы
ascensiune	восхождение
ascensiune	вознесения
ascensiune	восхождение
edwin	эдвин
buddha	будда
