bella	bella
henderson	henderson
elképzelt	imajiner
elképzelt	dibayangkan
elképzelt	membayangkan
érdeklődő	prospek
érdeklődő	pimpin
érdeklődő	lead
érdeklődő	tertarik
érdeklődő	berminat
érdeklődő	minat
darabjai	potongan
darabjai	kepingan
darabjai	keping
darabjai	potong
barnás	kecoklatan
ívelt	melengkung
látvány	penglihatan
látvány	sight
tengerész	sailor
tengerész	pelaut
tengerész	sahut
tengerész	marinir
tengerész	marine
tengerész	laut
tengerész	kelautan
tengerész	pelaut
tengerész	seaman
ütközik	bertabrakan
ütközik	berbenturan
disco	disco
disco	disko
márki	marquis
wells	sumur
wells	wells
valentin	valentin
valentin	valentine
valentin	valentine
fehérjék	protein
fehérjék	protein
felfogás	persepsi
felfogás	persepsi
táblázatok	meja
táblázatok	tabel
táblázatok	spreadsheet
találkoztam	met
találkoztam	bertemu
támadásokat	menyerang
támadásokat	serangan
támadásokat	penyerangan
emlékezés	mengenang
emlékezés	mengingat
emlékezés	inget
emlékezés	mengenang
cirkusz	sirkus
cirkusz	circus
ungvár	ung
januári	januari
erőforrások	sumberdaya
hozzájárul	kontribusi
melléknév	sifat
rituális	ritual
