yra	—
žmonija	чалавецтва
aukomis	ахвяру
aukomis	ахвяры
aukomis	ахвяра
integruota	інтэграванае
isaac	ісаакам
isaac	ісаак
isaac	ісаака
patarimai	парады
elektroniniai	татуіроўкі
ted	ted
ted	тэд
ted	тэда
ted	прамову
marškinėliai	кашулю
prigimtis	прыродзе
prigimtis	прыроду
prigimtis	прыроды
hello	прывітанне
evangelija	эвангельле
dulkės	пыл
dirvožemis	неглыбокая
artėja	што
demonas	дэмана
civilizaciją	цывілізацыі
civilizaciją	цывілізацыяй
diržo	пояс
daktarai	дактары
daktarai	дактароў
liežuvis	язык
liežuvis	языка
liežuvis	моваю
sekmadienio	нядзелю
sekmadienio	нядзеля
jordanija	ярдану
pokalbiai	размовы
energetika	энергія
energetika	энергіі
energetika	энэргію
energetika	энэргіі
energetika	энэргія
žinant	што
žinant	ведаючы
pakrikštytas	ахрышчаны
pakrikštytas	ахрышчаныя
pakrikštytas	хрысьціў
rūkymas	курэнне
paklusti	паслухмянасьці
paklusti	паслухмяныя
paklusti	слухайцеся
paklusti	слухаюцца
paklusti	слова
paklusti	і
paklusti	слухацца
paklusti	паслухмянымі
genai	гены
nėščia	грудзьмі
kieno	якога
kieno	чый
kieno	якіх
endriu	андрэя
endriu	андрэй
rašant	напісаў
rašant	пісаць
rašant	пішучы
kostiumas	масць
skola	дараваў
senelė	бабуля
senelė	бабулі
švęsti	святкаваць
švęsti	весяліцца
stipriau	цяжэй
stipriau	больш
greita	хутка
greita	рэстараны
greita	посьцяць
greita	посьціць
greita	посьцячыся
greita	хуткая
greita	хуткі
balansas	баланс
miega	заснуў
miega	сьпіць
tikrovė	рэальнасць
prisiminti	памятаю
prisiminti	памятайце
sekmadienis	нядзелю
sekmadienis	нядзеля
bušas	куста
realybė	рэальнасць
gražu	прыгожыя
gražu	прыемна
drabužis	адзеньня
judas	юду
judas	юда
judas	і
pabėgėliai	лагеры
pabėgėliai	лагеру
keistas	дзіўна
keistas	дзіўнае
keistas	дзіўная
patogiau	зручна
staigus	востры
kolegos	браты
kolegos	таварыш
kolegos	з
kolegos	мужы
vakar	учора
vakar	ўчора
violetinė	пурпур
dirvožemį	неглыбокая
demonai	дэманаў
demonai	дэманы
džiaugsmas	радасьці
džiaugsmas	радасьцю
džiaugsmas	радасьць
brangi	ўлюбёныя
brangi	улюбёныя
brangi	дзеткі
galingi	магутная
galingi	дужэйшы
galingi	магутны
bandymą	эксперымент
mokymasis	вывучэння
mokymasis	навучання
mokymasis	вучыцца
mokymasis	навучэнне
mokymasis	навучэння
blokų	блокаў
svetimas	чужынцам
kančia	пакут
kančia	целе
kančia	і
kančia	прыгнёце
kančia	прыгнёт
kančia	мучэньняў
laimingas	шчаслівым
laimingas	шчаслівай
laimingas	шчаслівымі
laimingas	шчаслівыя
laimingas	шчаслівы
laimingas	з
laimingas	радая
laimingas	што
vakarienė	вячэру
vakarienė	вячэра
vakarienė	абед
vakarienė	ўзьлягалі
spiritas	духаў
spiritas	духі
spiritas	духамі
šeštoji	шосты
finansiniai	фінансавыя
sakiniai	сказы
suaugusieji	дарослых
tiriami	спакушаючы
moses	майсея
moses	майсей
moses	майсею
rainbow	вясёлка
persekiojami	перасьледаваў
krosnis	вогненную
krosnis	горан
krosnis	печы
wow	ваў
draugės	сяброў
draugės	сябры
draugės	сябрамі
buitinių	хатніх
buitinių	анісіфора
buitinių	дом
skylė	сцяне
kardą	меч
kardą	мяча
kardą	мячом
rimta	сур
grafinė	графічны
aronas	аарон
aronas	ааран
aronas	аарона
eksperimentus	эксперыментаў
eksperimentus	эксперыментах
patarimų	парады
brangus	ўлюбёныя
brangus	улюбёныя
brangus	дзеткі
vaikšto	ідзе
vaikšto	як
vaikšto	моры
vaikšto	ішоў
vaikšto	ходзяць
vaikšto	хадзіў
vaikšto	недалёка
vaikšto	ходзіць
minios	натоўпы
minios	натоўп
tamsa	цемры
tamsa	цемра
septintoji	сёмы
atsakymai	адказаў
muitinė	звычаі
pranašumas	перавага
reitingus	адзнакі
patogus	зручна
svajonė	мары
svajonė	мару
svajonė	марыць
svajonė	мара
karjerai	кар
išmintis	мудрасьці
išmintis	мудрасьць
išmintis	мудрасьцю
žmoniją	чалавецтва
melas	хлусьні
melas	цікуюць
melas	перад
greiti	хутка
greiti	рэстараны
greiti	посьцяць
greiti	посьціць
greiti	посьцячыся
greiti	хуткая
greiti	хуткі
prašau	ласка
prašau	падыміце
babilonas	бабілон
timothy	цімафей
timothy	цімафея
nojus	ноя
nojus	ной
įsipareigoja	чужаложыць
pacientas	пацыента
pacientas	доўгацярплівым
pacientas	доўгацярплівымі
pacientas	цярплівасьць
akimirkos	момантаў
akimirkos	моманты
išdėstymo	дадаткаў
naujovės	інавацыі
naujovės	інавацыі
naujovės	інавацый
išmatuotas	адмерана
išmatuotas	абмераў
akimirką	момант
myliu	каханне
myliu	любоў
myliu	любіць
myliu	любові
ego	эга
krūtų	грудзі
sutikimas	дазволу
sutikimas	згоды
nepakankamumas	праваліцца
gimines	сваякамі
gimines	сваякоў
indėlių	мянялам
blokai	блокаў
korteles	карткамі
korteles	карты
korteles	картаў
drąsa	мужнасць
miegas	сну
miegas	спаць
miegas	сон
kaimynas	бліжняга
kaimynas	бліжні
kaimynas	бліжнім
kaimynas	бліжняму
pirštas	пальцам
pirštas	і
pirštas	пальца
ide	ide
ide	распрацоўкі
mandela	мандэла
patogi	зручна
minia	натоўп
gražūs	прыемна
reputacija	рэпутацыю
betty	бэці
švarus	чысты
švarus	ачысьціць
švarus	місу
švarus	чыстае
tiriamas	вывучаў
neapykanta	нянавісьць
neapykanta	ненавідзець
neapykanta	ненавідзяць
neapykanta	зьненавідзяць
neapykanta	і
diržas	пояс
pomidorų	памідоры
aklas	сьляпы
aklas	сьляпога
aklas	сьляпыя
priesaika	прысягай
priesaika	прысягі
priesaika	есьці
sunaikinimas	загубы
sunaikinimas	зьнішчэньне
sunaikinimas	загуба
sunaikinimas	загубу
džiaugsmo	радасьці
džiaugsmo	радасьцю
džiaugsmo	радасьць
failas	файл
failas	файла
failas	файлаў
failas	файлавы
kvadratas	чаргі
pomidorai	памідоры
pasisekė	пашанцавала
mielai	ахвотна
labas	гэй
agripa	агрыпа
nustebino	дзівіліся
kraujavimas	крывацеча
preparatas	прыгатаваньня
nusipelnė	прыняцьця
nusipelnė	варты
pasodinti	пасадзіў
priemaiša	нячыстасьць
priemaiša	нячыстасьці
delis	дэлі
naujovė	інавацыі
naujovė	інавацый
atveria	адчыняе
troškimas	жаданне
troškimas	сцежкі
troškimas	дару
troškimas	і
perlai	пэрламі
perlai	пэрлаў
paruošimas	прыгатаваньня
tobulas	дасканалым
tobulas	дасканалага
tobulas	дасканалымі
tobulas	дасканалы
naudingumo	камунальныя
trokšta	жадае
trokšta	пажаданьні
trokšta	пажаданьняў
trokšta	пажаданьнямі
trokšta	пажаданьнях
ačiū	дзякуй
ačiū	дабраславіўшы
ačiū	богу
vidurnakčio	поўнач
vidurnakčio	апоўначы
vidurnakčio	ночы
vidurnakčio	паўночы
lempa	сьветач
apsiaustas	шаты
apsiaustas	адзеньне
sheryl	шэрыл
nuodėmes	грахах
nuodėmes	грахоў
nuodėmes	грахі
dviračio	веласіпедзе
dviračio	ровар
dviračio	веласіпед
šaukia	крычалі
šaukia	крычучы
pianino	піяніна
mylėti	кагосьці
geresnė	лепш
geresnė	лепей
lova	ложку
lova	ложка
lova	ложак
krokodilas	кракадзіл
viskuo	усё
viskuo	ўсё
viskuo	ўсім
blogiau	горшы
blogiau	горш
atmesta	адрокся
nesėkmė	праваліцца
geria	п
geria	е
pamiršti	забуду
pamiršti	забываем
pamiršti	на
pamiršti	забыць
pamiršti	утоена
pamiršti	забывайся
sabbath	суботу
slėpti	схавацца
slėpti	схаваць
vergas	слугі
vergas	слугою
vergas	слугу
vergas	служкі
vergas	нявольнік
vergas	пакліканы
vergas	слуга
vergas	уладу
musmirė	цэзарэі
musmirė	цэзарэю
deimantai	званковага
deimantai	званковую
įnašas	ўнёсак
loginis	лягічная
sulaužė	ў
sulaužė	парваў
nelaimė	няшчасьця
autobuso	аўтобус
rūkymo	курэнне
grynasis	нерат
skalės	шалі
greitesnis	хутчэй
meluoja	ляжыць
meluoja	ляжала
meluoja	ляжаў
meluoja	хлусьлівы
meluoja	хлусьлівыя
išbandytas	спакушаючы
grįžimas	вернецца
grįžimas	вярнуся
grįžimas	прыйду
trauka	гравітацыі
trauka	гравітацыя
damos	пані
nuostabus	цудоўна
nuostabus	неверагодна
nuostabus	што
nuostabus	неверагодных
poilsis	супачынак
poilsis	іншыя
sąžinės	сумленьня
sąžinės	сумленьне
sąžinės	сумленьнем
abba	абба
nuoga	голы
nuoga	і
dima	дзіма
amžina	вечнае
amžina	вечнага
amžina	вечны
tiesiogine	літаральна
pykčio	ярасьць
dviratis	ровар
dviratis	веласіпедзе
dviratis	ровар
dviratis	веласіпед
alyva	алеем
alyva	алею
alyva	і
alyva	алей
bilietas	білет
björk	б
išmokyti	навучыць
išmokyti	вучыць
išmokyti	навучаць
sodinti	пасадку
pasigirti	хваліцца
pasigirti	хвалішся
ūkininkus	і
ūkininkus	упаў
ūkininkus	упалі
robotai	робаты
robotai	робатаў
atgailos	навяртаньне
atgailos	навяртаньня
interaktyvus	інтэрактыўны
ištvermės	цярплівасьць
verti	варты
diagnozė	дыягназ
meldėsi	маліўся
meldėsi	молячыся
meldėsi	памаліўся
piemenys	пастухі
marškiniai	кашулю
diagramos	графікі
našumas	прадуктыўнасць
klientui	кліент
klientui	кліентаў
pastabas	каментары
pamoka	ўрок
pamoka	урок
fredas	мір
fredas	супакой
fredas	супакоі
įsitikinimus	погляды
įsitikinimus	перакананні
rankovių	адзеньне
močiutė	бабуля
močiutė	бабулі
mintimis	думкі
mintimis	духа
tiesas	веры
žiniatinklio	сеціва
žiniatinklio	інтэрнэт
galutiniai	таго
nuomininkai	вінаградараў
našta	цяжарам
eil	падмануць
pajėgumas	магчымасць
vynuogynų	вінаградніку
vynuogynų	вінаграднік
atverti	і
atverti	адчыніць
drąsos	мужнасць
karščiavimas	гарачцы
karščiavimas	гарачка
siekiu	выцягні
šiandienos	сёння
šiandienos	сёньня
rimti	сур
šėtonas	шатана
šėtonas	шатан
šėtonas	шатанам
kaltina	абвінавачаны
deginti	і
deginti	ў
žudo	забойства
bausti	пакараць
bausti	пакараеш
plaučiai	лёгкіх
vargšas	бедны
vargšas	ўбогім
pyktis	гнеў
spyruoklės	крыніцы
spyruoklės	крыніцаў
colt	асьляня
viešpatie	госпада
viešpatie	госпадзе
viešpatie	госпад
patogiai	зручна
karšti	гарачы
jaustis	сябе
jaustis	што
jaustis	адчуваць
jaustis	адчуваю
agresyvus	агрэсіўнымі
agresyvus	агрэсіўныя
gėris	добрасьці
gabalas	кавалак
gabalas	песня
gabalas	кавалкам
lovoje	ложку
lovoje	ложка
lovoje	ложак
bulves	бульба
visagalis	усеўладны
lapą	часопіса
liežuvį	язык
liežuvį	языка
liežuvį	моваю
produktyvumas	прадуктыўнасць
velnių	ім
velnių	пекла
velnių	гееньне
velnių	геенны
užpildyta	і
užpildyta	напоўніў
užpildyta	напоўненыя
pirmadienis	панядзелак
diagnozės	дыягназ
aviganis	пастуха
aviganis	пастыр
krosnių	вогненную
krosnių	горан
krosnių	печы
pica	піцу
laiminga	шчаслівым
laiminga	шчаслівай
laiminga	шчаслівымі
laiminga	шчаслівыя
laiminga	шчаслівы
laiminga	з
laiminga	радая
laiminga	што
meldžiasi	за
meldžiasi	малітве
meldžiasi	маліўся
meldžiasi	молячыся
atlygį	ўзнагарода
atlygį	узнагарода
atlygį	нагароду
atlygį	нагарода
atlygį	нагароды
atlygį	яўна
filtras	цэдаль
kolegijose	каледжы
instrukcijos	слове
instrukcijos	настаўленьне
instrukcijos	настаўленьня
veiksmingai	эфектыўна
rytoj	заўтра
vergovė	рабства
prieinamumo	праграмы
root	кораня
apsirengęs	мяккія
apsirengęs	адзеты
apsirengęs	апрануты
apsirengęs	апранутыя
integruotos	інтэграванае
dulkes	пыл
laikinojo	стварэньня
laikinojo	стварэньне
laikinojo	заснаваньня
gentile	грэка
skaisčiai	і
skaisčiai	кармазын
skėriai	саранчы
skėriai	саранча
mokymuisi	вывучэння
mokymuisi	навучання
mokymuisi	вучыцца
mokymuisi	навучэнне
mokymuisi	навучэння
užuomina	падказак
deginimas	і
deginimas	ў
alga	ваяваць
krosnies	вогненную
krosnies	горан
krosnies	печы
genijus	геній
genijus	генія
pajėgumai	магчымасць
kančias	пакут
kančias	целе
kančias	і
kančias	прыгнёце
kančias	прыгнёт
šeštosios	шосты
dizaineriai	дызайнеры
dizaineriai	стваральнікаў
valties	чаўне
valties	чаўна
apimtas	страхам
apimtas	страху
klausėsi	слухаў
efesas	эфэсе
efesas	эфэс
blokus	блокаў
pagavo	ў
pagavo	прастудзіўся
pagavo	прамільгнула
pagavo	злавілі
pagavo	падхоплены
metafora	метафару
metafora	метафары
prostitutė	распусьніца
prostitutė	распусьніцы
pasmerkti	судзіць
tobula	дасканалым
tobula	дасканалага
tobula	дасканалымі
tobula	дасканалы
šešta	шосты
momentai	момантаў
momentai	моманты
achajos	ахаі
apgauti	неразумным
priemaišos	нячыстасьць
priemaišos	нячыстасьці
ateis	прыходзіць
susirūpinimą	пра
širdys	сэрцы
širdys	сэрца
širdys	сэрцах
širdys	чырвовую
realybe	рэальнасць
kardus	мячы
kardus	мячамі
kardus	каламі
investicija	інвестыцыі
šypsenos	усмешкай
mylimas	і
mylimas	любіла
mylimas	любіў
mylimas	палюбіў
pasėliai	плады
izraelitai	ізраіля
žibintas	сьветач
padaras	прыйдзі
ragina	“
ragina	кліча
ragina	клічуць
šeimyna	сям
blogi	дрэнныя
tikinčiuosius	вераць
tikinčiuosius	братам
tikinčiuosius	братамі
tikinčiuosius	братоў
tikinčiuosius	браты
tikinčiuosius	якія
augaliniai	саджайце
įsitikinimas	вера
įsitikinimas	веру
darbingo	працаваць
laimingi	шчаслівым
laimingi	шчаслівай
laimingi	шчаслівымі
laimingi	шчаслівыя
laimingi	шчаслівы
laimingi	з
laimingi	радая
laimingi	што
damaskas	дамаск
damaskas	дамаску
baime	страх
baime	бойцеся
baime	не
baime	страхам
baime	страху
šeimininkus	бацькаўшчыну
skausmingas	балючае
skausmingas	смутку
rokis	камяністае
džiaugtis	радуюся
džiaugtis	радуйцеся
džiaugtis	радуецца
sėdynės	сынагогах
ftp	ftp
dažymas	малюнак
quantum	квантавая
liudijo	сьведчыў
liudijo	пра
kantrybės	доўгацярплівасьць
bėdos	прыгнёце
bėdos	прыгнёт
elizabet	альжбета
pasitiki	спадзяецца
pasitiki	верыць
gabalai	адзінак
gabalai	кашоў
gabalai	ецца
gabalai	срэбнікаў
gabalai	яны
rumi	румі
sielas	і
subalansuota	збалансавана
žiedadulkės	пылку
žiedadulkės	пылок
aistrą	пажаданьне
aistrą	пажадлівасьці
nekentė	зьненавідзеў
juoko	смех
gyvates	зьмеяў
higso	гігса
džeikobas	якубам
džeikobas	якуб
džeikobas	якуба
akimirka	момантаў
akimirka	моманты
akimirka	момант
stebuklus	цуды
stebuklus	цуды
stebuklus	цудаў
grynoji	нерат
debatai	з
pažadų	абяцаньні
taikai	мір
taikai	супакой
taikai	супакоі
ruošimas	прыгатаваньня
ekonomistai	эканамісты
atlygis	ўзнагарода
atlygis	узнагарода
atlygis	нагароду
atlygis	нагарода
atlygis	нагароды
atlygis	яўна
pirštą	пальцам
pirštą	і
pirštą	пальца
sielvarto	смутак
juokas	смех
pragaras	ім
pragaras	пекла
pragaras	гееньне
pragaras	геенны
maldas	просьбы
maldas	моляцца
maldas	малітвах
maldas	малітвы
maldas	малітвамі
šalin	ад
mažučiai	маленечкай
mažučiai	кола
mažučiai	пэўныя
plauti	абмыўся
subrendęs	дасканалых
subrendęs	дасканалымі
išpirkimo	вызвалення
išpirkimo	песні
išpirkimo	адкупленьне
išpirkimo	адкупленьня
nuostabi	цудоўна
nuostabi	неверагодна
nuostabi	што
nuostabi	неверагодных
įvesties	ўводу
minutė	хвіліну
pasididžiavimas	прыводзіць
akumuliatorius	батарэя
šviestuvai	лямпы
šviestuvai	лямпаў
prašom	ласка
prašom	падыміце
brangioji	ўлюбёныя
brangioji	улюбёныя
brangioji	дзеткі
tyli	і
išpirkos	адкупленьне
aklai	сьляпы
aklai	сьляпога
aklai	сьляпыя
klausia	просіць
klausia	пытаецца
klausia	папросіць
klausia	“
eik	ідзіце
eik	ідзі
žudymas	забойства
praleistas	ноч
praleistas	правёў
bandomoji	тэст
bandomoji	спакушаючы
bandomoji	спакусіць
prieinamumas	праграмы
isn	не
korane	каран
tobulos	дасканалым
tobulos	дасканалага
tobulos	дасканалымі
tobulos	дасканалы
betliejaus	бэтлеем
betliejaus	бэтлееме
kenas	кена
kenas	кен
autizmo	аўтызм
bilieto	білет
mumis	нас
mumis	нам
mumis	намі
mumis	мы
sese	сястра
sese	сястры
erodas	ірада
erodas	ірад
erodas	іраду
vagys	злодзеі
vagys	thieves
kilikija	кілікіі
sodoma	садом
kosmosas	прасторы
kosmosas	прастору
kosmosas	космасе
gedimas	праваліцца
bures	плысьці
gėda	сорам
gėda	ганьба
gėda	ганьбу
gėda	сорамам
gėda	асароміць
gėda	саромеецца
gėda	пасаромеецца
gėda	саромлюся
gėda	асаромлены
gėda	пасароміцца
nusipelno	прыняцьця
nusipelno	варты
nusipelno	варты
mušami	біты
mušami	кіямі
švari	чысты
švari	ачысьціць
švari	місу
švari	чыстае
nukryžiuotas	укрыжавалі
nukryžiuotas	падзялілі
nukryžiuotas	ўкрыжаваныя
nukryžiuotas	укрыжаваны
nukryžiuotas	ўкрыжаванага
nukryžiuotas	ўкрыжаваны
nukryžiuotas	ўкрыжавалі
antiochas	антыёхіі
kelione	падарожжа
kelione	шляху
kelione	да
kelione	дарогу
amen	амэн
gydytojos	бездані
mašinistas	nvidia
pasveikino	прынялі
preke	абвяшчаў
preke	дабравесьціць
preke	абвяшчаем
preke	абвяшчаюць
preke	абвяшчаю
asilas	асла
asilas	асьліцу
bluetooth	bluetooth
bluetooth	аддаленае
pavydas	зайздрасьць
pavydas	зайздрасьцю
švyti	сьвятло
galvijams	валоў
gerėja	лепш
gerėja	лепей
nazareto	назарэт
nazareto	назарэец
nazareto	назарэту
grynosios	нерат
senoliai	старостаў
senoliai	старшыні
senoliai	старосты
skausminga	балючае
skausminga	смутку
tinkantis	сумленныя
tinkantis	варты
tinkantis	годны
videos	відэа
išbandyta	спакушаючы
šypsena	усмешкай
vargšai	бедны
vargšai	ўбогім
pasveikti	і
pasveikti	аздаравіць
pasveikti	аздаравіў
gabaliukai	адзінак
gabaliukai	кашоў
gabaliukai	ецца
gabaliukai	срэбнікаў
gabaliukai	яны
paguodos	пацяшэньня
momentus	момантаў
momentus	моманты
nustatymai	перавагі
drausmė	пакараньне
drausmė	настаўленьня
drausmė	настаўленьне
drausmė	карай
komforto	пацяшэньня
šakniavaisiai	каранёў
sodinimo	пасадку
popietę	дзень
popietę	абеду
savikaina	каштаваць
komentaruose	каментары
pasmerkimo	здаўна
pasmerkimo	асуджэньне
vau	ваў
išplauti	абмыўся
saimonas	сымона
saimonas	сымону
saimonas	сымон
saimonas	сымоне
naštą	цяжарам
ilgesio	жаданьне
aren	не
aren	баішся
aren	будзеш
važiavimas	пасаду
važiavimas	ёй
važiavimas	бягу
motinoms	маці
juoktis	сьмяяцца
ateik	прыйшоў
sveikinimai	радуйся
sveikinimai	амэн
sveikinimai	радавацца
sveikinimai	вітаюць
grynieji	нерат
mergaite	дзяўчына
mergaite	дзяўчыну
mergaite	дзяўчынку
mergaite	дзяўчынка
mergaite	дзяўчыне
skolingas	вінен
skolingas	падатак
paauglį	падлеткам
krypsta	ўцякае
sidonas	сідону
hobis	хобі
dėkui	дзякуй
dėkui	дабраславіўшы
dėkui	богу
močiutės	бабуля
močiutės	бабулі
actas	воцат
rodai	кій
maldavo	прасіў
laime	шчасце
nustebinti	славілі
daugybes	смутная
kiaulėms	сьвіняў
gelbėtojas	збаўцы
gelbėtojas	збаўца
gelbėtojas	збаўцу
skambučius	называе
skambučius	склікае
skambučius	кліча
parašiau	напісаў
parašiau	напісала
parašiau	пісаў
sakau	што
sakau	кажучы
sakau	казаў
išgėrė	пілі
liejasi	ўлівае
liejasi	дыхае
spragų	ведах
spragų	прагалы
pasigailėjimo	літасьць
pasigailėjimo	літасьці
pasigailėjimo	міласэрнасьць
puiku	вялікую
puiku	вялікі
cruzeiro	крузэйра
veltinio	адчувала
veltinio	адчувалі
veltinio	адчулі
veltinio	што
centurion	сотнік
centurion	сотніка
centurion	сотніку
aha	так
aha	так
superkompiuteris	суперкамп
paaukota	ідалам
gert	п
galvoju	пра
galvoju	думаць
galvoju	думкі
alkanas	галодны
alkanas	галодным
alkanas	галадаваць
alkanas	голад
smilkalus	фіміяму
širdy	сэрца
širdy	сэрцы
bulvėms	бульба
klausymas	пачуўшы
klausymas	слухаючы
subalansuotas	збалансавана
judėją	юдэйскай
judėją	юдэі
apsėstas	дэмана
apsėstas	духа
jutiklio	датчык
oho	ваў
darbastalio	стальца
darbastalio	настольны
benamiai	бяздомных
merga	дзяўчына
merga	дзяўчыну
merga	дзяўчынку
merga	дзяўчынка
merga	дзяўчыне
saldžiu	ласкі
suo	сабаку
suo	сабака
baimes	баіцца
suberti	пакрапленьня
dirbau	працавала
dirbau	працы
dirbau	працавалі
dirbau	працаваў
dirbau	атрымалася
dirbau	ўкісла
keičiamasi	замянілі
inkarai	якары
padanga	тыры
padanga	тыру
nesveikas	і
nesveikas	хворых
nesveikas	хворы
nesveikas	нямоглых
saugok	гадзіннік
saugok	глядзіце
saugok	чувайце
eurus	паміж
eurus	між
messiah	хрыстос
messiah	хрыста
messiah	хрыстом
atėjau	прыйшлі
atėjau	прыйшоў
nemirtingumas	бессмяротнасць
nemirtingumas	несьмяротнасьць
akla	сьляпы
akla	сьляпога
akla	сьляпыя
absoliutas	абсалютная
hub	хабавыя
močiute	бабуля
močiute	бабулі
langelyje	паказу
pažadai	абяцаньні
išsigelbėjimas	збаўленьне
išsigelbėjimas	збаўленьня
šmeižtas	блюзьнерствы
neištikimybė	крадзяжы
neištikimybė	чужаложыць
susijaudinęs	панэль
gijimo	аздараўляючы
patriarchai	бацькоў
vyrukas	хлопца
grąžos	вернецца
grąžos	вярнуся
grąžos	прыйду
gtk	gtk
linkėjimai	радуйся
linkėjimai	амэн
linkėjimai	радавацца
linkėjimai	вітаюць
lazarus	лазар
lazarus	лазара
išmintinga	мудры
išmintinga	мудрым
išmintinga	мудрага
išmintinga	мудрыя
draugyste	сяброўства
gailėtis	навернуцца
gailėtis	навярніцеся
gailėtis	навярніся
gailėtis	навярнулася
išauklėti	ня
raupsai	зыйшла
furious	сталася
broli	братам
broli	брат
broli	брата
broli	брату
nuostabu	цудоўна
nuostabu	неверагодна
nuostabu	што
nuostabu	неверагодных
dievina	любіць
ruošiniai	пасху
sesė	сястра
sesė	сястры
apdulkinimo	апылення
apdulkinimo	апыленне
naudingumas	камунальныя
nepaklusnumas	непаслухмянасьць
nepaklusnumas	няскоранасьць
sviedė	скінуты
galilėjo	галілеец
filtruoti	цэдаль
nekenčiu	ненавідзець
nekenčiu	ненавідзяць
nekenčiu	зьненавідзяць
nekenčiu	і
builder	збудаваў
artinasi	што
gyvenau	жылі
gyvenau	жыў
gyvenau	жыла
gyvenau	ў
iškreipta	сплёўшы
sandalus	сандалаў
sandalus	сандалы
protus	розумы
protus	розуму
protus	розум
protus	думкі
girdėjau	пачулі
girdėjau	чулі
girdėjau	чуў
girdėjau	пачуў
lempoms	лямпы
lempoms	лямпаў
rūstybė	гнеў
rūstybė	гневу
rūstybė	ярасьць
dilgėlinė	вулляў
kvailiai	мудрыя
kvailiai	бязглуздыя
kvailiai	неразумнага
kvailiai	дурня
kvailiai	дурань
festus	фэста
festus	фэст
samarija	самарыі
užverti	блізка
užverti	блізкіх
užverti	блізкія
užverti	блізкі
užverti	вочы
užverti	заплюшчы
silas	сілуан
silas	сілу
silas	сіла
silas	сілы
pikis	вышыня
aukotis	ахвяры
aukotis	ахвярамі
aukotis	ачышчэньне
užuolaidų	заслону
godumas	хцівасьці
osana	гасанна
weren	не
liaupsinamas	і
liaupsinamas	праслаўлены
palaimink	дабраслаўляйце
pilietiškumas	грамадзянства
nukryžiuoti	укрыжуй
tėti	тата
naftalis	нэфталі
philippi	філіпавай
philippi	філіпах
ligo	ліга
sugavimo	злавіць
šlovina	славілі
atsidavusi	верным
atsidavusi	верны
isaiah	ісая
isaiah	ісаю
nuskęsti	гінем
kalbėk	гаварыць
įžvalgomis	розум
thrones	пасады
thrones	пасадах
ateinu	прыходзіць
nuoširdumo	шчырасьці
alkani	галодны
alkani	галодным
alkani	галадаваць
alkani	голад
tetris	тэтрыс
norit	хачу
statymai	прыказаньні
prisiekiu	прысягаў
prisiekiu	прысягай
pagirti	дабраслаўлёны
pagirti	бога
pagirti	славу
pagirti	дабраслаўленьне
konfigūruoti	наладка
svajone	мары
svajone	мару
svajone	марыць
svajone	мара
jaani	яані
sinagogas	і
sinagogas	сынагогах
