нула	sıfır
реалността	hakikat
реалността	reality
реалността	gerçeklik
преценка	hüküm
преценка	yargı
преценка	değerlendirme
преценка	muhakeme
преценка	hüküm
преценка	yargı
преценка	yargılama
оформление	düzen
оформление	düzeni
оформление	yerleşim
пода	zemin
пода	kat
фараон	firavun
легиона	lejyonu
легиона	lejyon
линда	linda
изключителен	olağanüstü
изключителен	olağanüstü
демонстрация	gösteri
шарлот	charlotte
анимация	canlandırma
анимация	animasyon
анимация	karikatür
избити	katledildi
избити	katledildi
избити	katletti
сад	sade
шалке	schalke
маркиз	marquis
внос	ithalat
внос	ithal
внос	ithalat
внос	ithal
регионите	bölgeler
регионите	bölgeleri
централни	merkezi
централни	merkez
куб	küp
вината	suçluluk
автомобилна	otomotiv
автомобилна	otomobil
невски	nevsky
дебела	kalin
дебела	kalın
дебела	yağ
дебела	şişko
дебела	fat
дебела	şişman
тирел	tyrell
моряци	denizciler
моряци	denizciler
моряци	denizci
месечна	aylık
покер	poker
отзад	arka
мит	mit
мит	efsane
мит	mit
мит	mit
хубава	güzel
хубава	guzel
хубава	hoş
хубава	güzel
хубава	nice
съставки	içindekiler
съставки	malzeme
съставки	malzemeleri
съставки	malzemeler
робинсън	robinson
убеждения	inançları
урал	ural
хъдсън	hudson
кент	kent
ценен	degerli
ценен	değerlidir
ценен	değerli
правен	yasal
правен	kanuni
правен	hukuki
дискриминация	ayrımcılık
дискриминация	ayrım
дискриминация	ayrımcılık
дискриминация	ayrım
митридат	mithridates
плиний	pliny
монца	monza
драмата	drama
драмата	dram
драмата	tiyatro
харт	hart
индивид	bireysel
индивид	birey
работен	çalışıyorum
работен	çalışıyor
работен	çalışmak
работен	çalışan
филипс	philips
филипс	philips
филипс	phillips
тъмен	koyu
тъмен	karanlık
тъмен	dark
антигуа	antigua
прозорци	windows
прозорци	pencereler
прозорци	pencereleri
прозорци	pencere
полицай	polis
полицай	memur
полицай	subay
полицай	polis
бисмарк	bismarck
бомбардировки	bombardıman
бомбардировки	bombalama
бомбардировки	bombardıman
мекотели	yumuşakçalar
сант	sant
одобрен	onayladı
одобрен	onaylı
одобрен	onaylanmış
одобрен	onaylandı
монархията	monarşi
велко	veljko
евгения	evgenia
упражнения	egzersizleri
упражнения	egzersiz
упражнения	alıştırma
упражнения	egzersiz
майот	mayotte
свине	domuz
свине	domuzlar
свине	domuz
цивилизации	medeniyetler
цивилизации	medeniyetler
алонсо	alonso
алонсо	alonzo
худ	başlıklı
худ	hood
изправен	dimdik
монтаж	kurulum
монтаж	yükleme
монтаж	montaj
монтаж	montaj
монтаж	montaj
монтаж	düzenleme
монтаж	montaj
монтаж	kurgu
мастърс	masters
мастърс	efendiler
плати	ödeme
плати	öde
квадрат	karesi
квадрат	meydan
квадрат	kare
фернандес	fernandez
фернандес	fernandes
