年	any
延期	pròrrogues
延期	ampliacions
延期	ampliació
延期	extensió
延期	pròrroga
肺炎	pneumònia
親屬	familiars
親屬	parents
衍生物	derivades
衍生物	derivats
擴散	difusió
擴散	proliferació
醬	salsa
珠寶	jewels
珠寶	joies
斧	destral
尼加拉瓜	nicaragua
非凡	extraordinaris
非凡	extraordinària
非凡	extraordinàries
焊接	soldar
焊接	soldada
焊接	soldadura
國防軍	idf
獎學金	beques
獎學金	beca
偵查	reconnaissance
視訊	vídeo
視訊	video
阻礙	obstrucció
侄子	nebot
墳	sepultura
資本主義	capitalista
資本主義	capitalisme
辛苦	hard
辛苦	dura
辛苦	dur
有毒	tòxic
有毒	tòxics
有毒	verinosa
有毒	verinós
排水	desguàs
排水	drenatge
奇異	exòtics
奇異	singular
雉	faisà
光榮	gloriosa
光榮	gloriós
光榮	glòria
光榮	glory
胡椒	pebrot
胡椒	pebre
自信	confiat
染色體	cromosomes
染色體	cromosoma
枕	coixí
寺廟	temple
寺廟	temples
相交	interseccions
相交	interseca
鈾	urani
伴侶	soci
伴侶	acompanyant
伴侶	companya
電荷	càrrec
廚房	cuina
溫柔	licitació
溫柔	tendra
溫柔	gentil
潮汐	marea
潮汐	marees
事變	incident
愛麗絲	alice
申訴	denúncies
申訴	queixes
申訴	denúncia
申訴	queixa
蔓延	difusió
燈塔	far
燈塔	beacon
加勒比	carib
粉碎	smash
醜聞	escàndol
骨頭	ossos
骨頭	os
經理人	gestor
堡壘	baluard
堡壘	fortalesa
工資	salari
工資	sou
工資	salaris
工資	sous
工資	salaris
憲兵	gendarmeria
憲兵	gendarmes
犀牛	rinoceront
犀牛	rhinos
思想家	pensador
思想家	pensadors
乘車	ride
寂寞	soledat
寂寞	solitari
叢	embalum
花卉	florals
花卉	flors
庭院	pati
庭院	pati
樞紐	hubs
仙女	fada
蘇維埃	soviètic
蘇維埃	soviètica
煙花	focs
安藤	ando
和諧	harmony
和諧	harmonia
撤消	revoca
撤消	revocar
室外	outdoor
室外	alella
鵝	oca
鵝	oques
刺殺	atemptat
坐標	coordenada
坐標	coordenades
永恆	eternitat
永恆	etern
破解	crac
破解	crack
甲殼類	crustacis
捲	rotllo
捲	roll
捲	rotlle
卡車	camió
卡車	camions
麻雀	pardal
阻力	arrossegament
阻力	arrossega
阻力	resistència
關懷	assistencial
沙拉	amanida
耳朵	oïda
耳朵	orella
耳朵	orelles
耳朵	espigues
耳朵	oïdes
熔岩	lava
啟發	inspirat
盧森堡	luxemburg
疼痛	dolor
鷗	gavina
佔有	possessió
獨家	exclusiu
獨家	exclusiva
冥王星	plutó
冥王星	pluto
約束	restricció
掩護	portada
掩護	caràtula
鈍	blunt
復原	restauració
復原	recuperació
真主	allah
清潔	neteja
長壽	longevitat
友誼	amistat
多元化	diversificació
多元化	pluralitat
多元化	diversitat
多元化	diversificar
多元化	pluralisme
友善	simpàtica
友善	amistós
山麓	prealps
甜蜜	dolç
甜蜜	dolços
甜蜜	dolça
瘦	flaca
瘦	slim
瘦	magra
瘦	magre
瘦	fina
甲烷	metà
優質	qualitat
船員	tripulació
前衛	vanguardia
稀少	escàs
稀少	escassos
稀少	escasses
稀少	sparse
山羊	cabra
山羊	cabres
雪梨	sydney
財團	consorci
批量	granel
鳳蝶	papilio
消化	digestió
消化	digestiu
消化	digest
成效	eficàcia
成效	efectivitat
樹木	arbre
樹木	arbrat
樹木	arbres
租賃	arrendaments
租賃	arrendament
凱撒	cèsar
馬達加斯加	madagascar
告別	comiat
胖	fat
胖	greix
狹窄	estret
裁決	veredicte
無力	desamparats
節省	estalvis
節省	desant
節省	estalvi
磚	maons
磚	rajoles
磚	maó
利率	taxa
水下	subaquàtiques
意向	intencions
意向	inclinació
意向	intencionalitat
意向	intenció
壓制	repressió
壓制	suprimint
進度	progrés
重溫	reviure
哺乳動物	mamífer
哺乳動物	mamífers
爺爺	avi
突襲	raid
突襲	raids
情侶	parelles
情侶	parella
情侶	lovers
情侶	amants
交接	traspàs
示範	model
示範	demostració
示範	manifestació
示範	demostració
示範	demo
保全	preserva
保全	preservar
保全	preservació
爆破	voladures
羽田	haneda
渡口	ferry
渡口	transbordador
渡口	ferri
糾紛	controvèrsies
糾紛	litigi
糾紛	controvèrsia
糾紛	disputa
發光	shine
發光	brillar
發光	brilla
發光	lluminosa
發光	lluminós
發光	resplendor
結盟	aliança
阿拉伯語	àrab
異議	objecció
係數	coeficient
係數	coeficients
抱怨	queixant
窮	pobre
窮	pobres
投球	pitch
銀色	plata
訪談	entrevista
訪談	entrevistes
口味	sabors
宗派	sectària
揚州	yangzhou
人性	humanitat
噴發	erupció
饒	rao
失誤	errors
溶解	dissoldre
主觀	subjectiu
主觀	subjectivitat
天平	barems
天平	escales
天平	escates
天平	bàscula
外國人	aliens
外國人	estrangeria
外國人	estranger
外國人	estrangers
反感	fastiguejat
神仙	fada
李子	prunera
李子	pruna
李子	pruneres
腸	salsitxa
腸	botifarra
腸	intestí
腸	intestins
鹼	alcalina
石板	pissarra
石板	tauleta
石板	comprimit
秋山	akiyama
液晶	lcd
福爾摩斯	holmes
君主制	monarquia
野心	ambicions
野心	ambiciós
野心	ambiciosos
野心	ambició
別墅	villa
別墅	villas
幅度	intervals
印地安人	indians
印地安人	indis
籠	gàbia
監管	supervisió
顯示器	monitors
有害	nocius
有害	nocives
有害	nociu
銀河系	galàxia
罰款	multes
葡萄糖	glucosa
鋰	liti
千秋	chiaki
劍橋	cambridge
詛咒	maledicció
達拉斯	dallas
徒步	caminada
草莓	maduixa
草莓	maduixes
蚊	mosquit
補償	compensació
補償	indemnització
補償	compensatori
教父	padrí
蝙蝠俠	batman
輕微	lleuger
廁所	vàter
廁所	bany
葉子	fulls
葉子	fulles
葉子	fulla
葉子	yoko
激進	radical
乙醇	etanol
有罪	culpable
大塚	otsuka
禮拜	culte
樣式	estils
樣式	estil
遷徙	migrant
遷徙	migració
遷徙	migracions
交響樂團	simfonia
抄襲	plagi
海倫	helen
螢	ying
讀音	pronunciació
聖殿	basílica
聖殿	temple
空格	espais
郵票	segell
郵票	segells
多瑙河	danubi
阿爾及利亞	algèria
冷卻	refrigeració
冷卻	refredament
攝影機	càmera
拜訪	visitant
法老	faraó
出版商	editorial
出版商	editorials
精美	exquisida
精美	exquisit
溫和	gentil
溫和	moderació
溫和	moderat
溫和	lleus
溫和	lleu
公升	litre
公升	litre
相對論	relativisme
相對論	relativitat
對面	oposat
對面	contrari
悼念	homenatge
悼念	tributs
辣椒	pebrot
辣椒	pebre
賭場	casino
國徽	emblema
悲劇	tràgic
悲劇	tragèdia
鎖定	bloqueig
鎖定	bloqueja
租金	lloguers
租金	lloguer
租金	renda
喀麥隆	camerun
誤解	malentès
誤解	malentesos
誤解	malentès
彎曲	doblegar
溫暖	warm
溫暖	càlid
解剖	anatomia
解剖	autòpsia
手套	guants
手套	guant
硬幣	monedes
硬幣	moneda
纜車	góndola
朝代	dinastia
你好	hola
皂	sabó
承包商	contractistes
承包商	contractista
草坪	gespa
方舟	ark
編譯	compilar
編譯	compilat
編譯	compilació
編譯	recopilatori
鉛	plom
鞭	fuet
錐	con
界定	definir
界定	defineix
界定	definint
氣溫	temperatura
氣溫	temperatures
概括	generalització
馬賽	marseille
馬賽	marsella
彈性	flexible
彈性	flexibles
彈性	flexibilitat
彈性	elasticitat
彈性	flex
長老	elder
野牛	buffalo
野牛	bison
特許	concessions
特許	concessió
盾牌	escut
盾牌	escuts
走私	contraban
紀念館	memorial
戒指	anell
戒指	anells
戒指	anelles
祭司	sacerdot
握手	encaixada
酒井	sakai
乘法	multiplicació
繪圖	mapatge
繪圖	mapping
繪圖	dibuixos
繪圖	gràfics
繪圖	dibuix
乙酸	acetat
大屠殺	massacre
大屠殺	holocaust
食堂	cantina
食堂	cafeteria
劫持	raptar
誓	jurament
基座	pedestal
損壞	danyat
損壞	malmeses
損壞	malmès
損壞	desperfectes
損壞	malmesos
損壞	danys
專長	nínxol
專長	especialitat
專長	especialitats
專長	peritatge
羅素	russell
基底	substrat
基底	soterrani
骨架	esquelet
骨架	framing
更正	correccions
更正	rectificacions
更正	correcció
特種部隊	swat
音速	sonic
叻	lat
密西西比州	mississipí
標語	consignes
標語	lemes
標語	eslògan
摩天大樓	gratacel
摩天大樓	gratacels
雙邊	bilateral
迷失	perduda
迷失	perduts
迷失	lost
迷失	perdut
警務	policia
仙女座	andromedae
仙女座	andròmeda
橘子	orange
橘子	taronja
橘子	taronges
川口	kawaguchi
死亡率	mortalitat
歌聲	cant
歌聲	cantant
症候群	síndrome
布加勒斯特	dosrius
布加勒斯特	bucarest
污水	efluents
污水	efluent
污水	efluents
污水	clavegueram
存款	dipòsit
存款	dipòsits
獨裁	autocràcia
獨裁	dictadura
獨裁	dictatorial
朝倉	asakura
想象	imaginació
想象	imaginar
想象	imagineu
想象	imagina
祈禱	resar
祈禱	resa
祈禱	oració
祈禱	pregària
祈禱	resant
祈禱	precs
祈禱	preguem
相容	compatible
相容	compatibles
相容	compatibilitat
廚師	chef
廚師	xef
廚師	cook
廚師	cuiner
天王星	urà
王冠	corones
營養	nutrició
營養	nutricionals
營養	nutrients
愛媛	ehime
凝聚	cohesió
橡膠	cautxú
教義	ensenyaments
教義	credo
教義	doctrina
扳機	activador
扳機	gallet
探險	expedicions
探險	aventura
探險	expedició
區塊	blocs
區塊	bloqueja
區塊	bloc
亞熱帶	subtropicals
地道	túnel
地道	túnels
所羅門	salomó
所羅門	solomon
腕	canell
附上	adjunta
附上	delimitada
機長	capità
聲援	solidaritat
核子	nuclear
殘餘	romanent
莖	tija
廢棄	abandó
廢棄	abandonament
廢棄	abandonat
檢視	vista
檢視	visualitza
檢視	visualització
學說	doctrines
學說	doctrina
大提琴	violoncel
加熱	calor
加熱	calefacció
加熱	climatitzada
還原	restaurar
還原	restaura
還原	reverteix
暴風	tempesta
巴頓	patton
華沙	varsòvia
誘惑	seducció
誘惑	temptació
掃描	exploració
掃描	escaneig
法典	codex
法典	còdex
壺	olla
壺	pava
壺	bullidor
壺	nanses
壺	gerro
電報	telegrama
電報	telègraf
蒸	tallarines
升降機	ascensors
升降機	aixeca
升降機	ascensor
機密	confidencials
機密	confidencial
城牆	murs
城牆	parets
芭蕾舞	ballet
諾曼	norman
環礁	atol
斐濟	fiji
潛在	potencials
潛在	potencial
呼叫	convocatòria
呼叫	trucada
呼叫	trucant
硝酸	nitrat
嵌入	incrustat
嵌入	encastat
嵌入	encastat
出血	sagnat
出血	sagnar
出血	sagna
烤	rostit
口腔	desembocadura
口腔	boca
口腔	oral
口腔	orals
港灣	harbour
時鐘	rellotge
牽引	tracció
滑翔	llisquen
論點	arguments
論點	argument
菊池	kikuchi
左邊	esquerra
左邊	esquerre
勇氣	coratge
勇氣	valentia
喵	miau
天線	antenes
天線	antena
絕望	desesperació
絕望	desesperat
絕望	desesperada
摩納哥	mònaco
摩納哥	monaco
格言	lema
格言	maksim
格言	maxim
腐	rot
甘肅	gansu
伏特	volt
敵對	hostilitat
敵對	hostil
出處	origen
出處	procedència
瘋	boig
金子	or
金子	gold
贏	guanyar
開除	acomiadament
災害	catàstrofes
災害	desastres
災害	desastre
永久性	permanència
字元	caràcter
字元	personatge
字元	personatges
字元	caràcters
晚餐	sopar
晚餐	sopar
豆腐	tofu
捐助	donatius
捐助	donacions
山茶	camèlia
濕地	aiguamolls
獵物	presa
東正教	ortodòxia
東正教	ortodox
燕子	empassar
燕子	orenetes
鄰居	veïns
鄰居	veïns
鄰居	veí
鄰居	veïna
會計師	comptadors
會計師	comptador
橢圓	oval
追逐	chase
君士坦丁	constantí
美式足球	futbol
天然氣	gas
方塊	cubs
方塊	cube
方塊	cub
方塊	quadrat
方塊	plaça
方塊	quadrats
方塊	places
均衡	equilibrat
均衡	equilibrada
均衡	balanç
均衡	saldo
均衡	equilibri
均衡	balanceig
均衡	equilibri
掃	escombrada
掃	escombrar
掃	escombrat
叢林	jungla
叢林	selva
慶典	celebració
藏文	tibetà
色素	pigment
宣教	dawa
膝	genoll
膝	genolls
保管	custodia
保管	custòdia
院系	facultats
湖畔	lakeside
省長	prefecte
省長	governador
激情	apassionat
激情	apassionada
激情	passió
珍貴	precious
門票	bitllets
門票	entrades
門票	bitllet
長春	changchun
通航	navegables
毒素	toxina
毒素	toxines
轎車	sedan
轎車	limusina
俄亥俄	ohio
獅子座	leo
經濟學家	economista
經濟學家	economistes
約瑟	josep
約瑟	joseph
愛心	assistencial
約旦	jordà
約旦	jordània
赦免	indults
性行為	sexualitat
性行為	sexe
性行為	sex
地下室	soterrani
昨天	ahir
應對	afrontament
佛法	dharma
詳情	detall
詳情	detalls
生殖	reproducció
十個	deu
交配	mat
小川	ogawa
冰球	hoquei
投射	projecció
漢城	seül
藥用	medicinal
酸性	àcid
酸性	acidesa
展望	outlook
展望	visió
週年紀念	aniversari
世系	llinatge
世系	baixada
猴子	mico
猴子	cercopitec
可信	creïble
歐文	owen
歐文	irving
俄文	rus
揭示	revelador
揭示	revelar
揭示	revelen
揭示	revela
反駁	refutació
反駁	refutar
妄想	paranoic
妄想	deliri
妄想	paranoia
妄想	delirant
成年人	adult
成年人	adults
冬青	holly
大炮	canó
大炮	artilleria
明智	savis
明智	savi
明智	sàvia
抽籤	dibuixa
椅	presideix
椅	cadires
椅	cadira
聖人	sants
聖人	saint
阿瑟	arthur
捕獲	captura
捕獲	capturant
捕獲	capta
聽眾	listener
聽眾	oients
蒜	all
蒜	alls
居所	residència
優點	mèrits
優點	avantatges
優點	avantatge
思維	pensant
計程車	taxi
布魯塞爾	brussels
歸還	restitució
失業	aturats
失業	desocupació
失業	atur
砷	arsènic
天花	verola
水路	waterway
昂貴	car
大麻	cannabis
大麻	cànnabis
大麻	marihuana
大麻	herba
小丑	jòquer
小丑	pallasso
小丑	clown
抗生素	antibiòtics
抗生素	antibiòtic
專營	franquícies
專營	franquícia
關島	guam
自轉	rotació
大通	chase
破碎	trencats
破碎	trencat
破碎	destrossat
語氣	to
語氣	matís
隔離	aïllament
隔離	quarantena
隔離	segregació
隔離	segregacions
隔離	aïllat
隔離	aïllades
隔離	aïllats
隔離	aïllada
砸	smash
生病	mentals
生病	malalts
生病	malalt
摔跤	lluita
高爾夫球	golf
證書	certificats
證書	certificat
濟南	jinan
惡作劇	malifeta
佈局	disposició
日產	nissan
拳擊	boxa
青蛙	granotes
青蛙	granota
面板	panell
面板	plafó
高效	eficient
高效	eficients
探險家	exploradora
探險家	explorer
探險家	explorador
探險家	exploradors
拖延	demora
拖延	retard
拖延	endarreriment
拖延	retards
伴隨	acompanyar
骨灰	cendres
安息	rip
預留	reservat
預留	reservada
預留	reservats
搶救	salvament
商家	mercader
執照	llicències
執照	llicencies
執照	llicència
執照	llicència
鮑威爾	powell
脊椎動物	vertebrats
混合物	barreges
混合物	mescles
粉紅色	pink
粉紅色	rosa
軍營	caserna
軍營	barracons
先例	precedents
先例	precedent
頸部	coll
脆弱	fràgils
脆弱	fràgil
脆弱	vulnerables
脆弱	vulnerable
定制	personalitza
定制	personalització
定制	custom
定制	personalitzada
定制	personalitzat
火花	espurnes
火花	espurnes
火花	espurna
脈衝	lleguminoses
電器	electrodomèstics
電器	aparells
客房	habitacions
客房	sales
伸展	tram
餐飲	càtering
亞馬遜	amazon
亞馬遜	amazona
眼淚	llàgrimes
特赦	amnistia
電影院	cinemes
電影院	theater
電影院	teatre
電影院	cinema
休假	excedència
海牙	haia
口音	accent
領導者	manava
領導者	líder
領導者	líders
領導者	dirigents
言語	paraules
肢	extremitats
王座	tron
拆解	desmantellament
拆解	desmuntatge
綏	tuy
容忍	tolerància
四重奏	quartet
核糖	ribosa
偏好	preferència
偏好	preferit
偏好	preferències
糖果	llaminadures
糖果	candy
糖果	caramel
擾動	pertorbacions
利潤	lucre
利潤	rendibilitat
範例	paradigma
範例	exemples
範例	exemple
弊	cons
施政	governança
切換	commuta
切換	interruptor
切換	canvia
切換	commutació
琮	cong
瘟疫	plaga
瘟疫	pesta
公關	publicista
捍衛	defensar
捍衛	defensant
奔跑	funcionant
括號	parèntesi
括號	parèntesis
震驚	impactant
震驚	xoc
震驚	impactat
貨櫃	contenidor
貨櫃	recipient
貨櫃	contenidors
貨櫃	recipients
郵件	correu
無視	ignora
無視	ignorant
代理人	apoderats
代理人	intermediaris
代理人	agents
代理人	intermediari
代理人	agent
材質	material
呂宋	luzon
美味	saborosa
美味	saborós
美味	boníssim
美味	deliciós
虧損	pèrdua
虧損	pèrdues
虧損	dèficit
口袋	butxaca
口袋	butxaques
蜜蜂	abelles
蜜蜂	abella
蜜蜂	bee
吸入	inhalar
吸入	inhalació
瑜伽	yoga
瑜伽	ioga
安第斯山脈	andes
硫磺	sofre
茉莉	molly
療法	teràpia
療法	teràpies
注意力	atenció
狐狸	fox
狐狸	guineu
石灰岩	calcària
站立	stand
鼓吹	predicar
印度支那	indochina
同化	assimilar
同化	assimilat
同化	assimilats
同化	assimilació
對峙	confrontació
鍋	olla
鍋	nanses
鍋	wok
職責	deure
孵化	hatch
大連	dalian
文藝復興	renaixement
忠誠	fidels
忠誠	lleials
忠誠	lleialtat
忠誠	fidelització
忠誠	fidel
祖國	pàtria
祖國	pàtria
休士頓	houston
舍利	cheri
供電	electricitat
高祖	gaozu
四肢	extremitats
莎莉	sally
視窗	windows
視窗	finestres
視窗	finestra
抗原	antigen
老化	envelliment
多哈	doha
守護者	tutor
守護者	guardià
守護者	guardian
守護者	tutors
經紀人	broker
仇恨	odi
仇恨	odi
不規則	irregulars
不規則	irregular
菩提	bodhi
穩定性	estabilitat
混沌	caos
鑰匙	tecla
鑰匙	clau
世襲	hereditari
櫻桃	cirera
櫻桃	cherry
櫻桃	cireres
執事	diaca
哀悼	condol
摩托車	motocicleta
摩托車	motocicletes
加重	agreujar
地雷	mines
大亨	mogul
安慰	consuelo
安慰	comoditat
安慰	confort
安慰	reconfortant
空手道	karate
乾燥	secà
乾燥	assecatge
乾燥	assecat
點數	crèdits
點數	punts
警示	alertes
警示	alerta
土佐	tosa
潛力	potencials
潛力	potencial
勞倫斯	lawrence
班級	classes
班級	classe
低溫	hipotèrmia
低溫	criogènics
奧斯汀	austin
吉野	yoshino
推算	extrapolació
送出	envia
管理者	gestor
管理者	gestors
管理者	directius
哈桑	hassan
委派	cessió
聚焦	focus
全景	panorama
佐賀	saga
後宮	harem
佛羅里達	bolvir
佛羅里達	florida
比丘	picchu
特質	trait
腎	ronyons
腎	renal
腎	ronyó
波恩	bonn
回憶錄	memòries
鈎	ganxo
鈎	garfi
鈎	hooks
鈎	hams
觸發	activador
觸發	gallet
觸發	disparadors
香水	fragància
香水	perfum
香水	perfumeria
美式	american
美式	americà
診所	clíniques
診所	clínica
診所	clinic
大膽	negreta
胚胎	embrió
胚胎	embrionària
胚胎	embrions
感知	percepció
感知	percepcions
違規	incompliment
鈣	calci
民主化	democratització
民主化	democratització
關節	conjunta
煤礦	carbó
宣揚	predicar
學期	semestre
學期	termini
占卜	futurologia
侵蝕	erosió
後勤	logística
後勤	logístic
固體	sòlid
寄宿	residencial
鼻子	nas
芝麻	sèsam
瓷器	porcellana
諜	espia
訂單	orde
訂單	ordre
訂單	encàrrecs
訂單	comandes
訂單	ordres
特權	privilegi
特權	privilegis
漁民	pescadors
漁民	pescador
水解	hidròlisi
痕跡	traces
猩猩	orangutan
猩猩	ape
證人	testimonis
證人	testimoni
日內瓦	ginebra
梅森	mason
本體	ontologia
女巫	bruixa
擁抱	abraçada
擁抱	dolcet
擁抱	abraçades
西邊	oest
滑行	llisquen
耐心	paciència
紡織	tèxtil
紡織	tèxtils
潛水	busseig
潛水	salts
潛水	immersió
合法性	legitimitat
合法性	legitimació
合法性	legalitat
竇	gos
竇	dou
擾亂	pertorbació
同源	homòlogues
吸引力	atracció
吸引力	atractiva
甘蔗	canya
哭泣	ploren
哭泣	cry
哭泣	plorar
哭泣	plorant
哭泣	plor
功效	eficàcia
成型	formant
成型	motllura
腫瘤	tumor
紀律	disciplina
紀律	disciplines
酷刑	tortura
口服	oral
口服	orals
廣東話	cantonès
嚴謹	estricte
三叉戟	trident
仰光	yangon
豁免	exempció
豁免	immunitat
豁免	exempcions
南昌市	nanchang
反潛	asw
史詩	epic
史詩	èpica
推斷	extrapolació
推斷	inferència
推斷	deduir
暹羅	siam
鑄造	fosa
鑄造	càsting
鑄造	casting
刪去	esborra
礦物	minerals
礦物	mineral
麻醉	anestèsia
加深	aprofundiment
加深	aprofundir
加深	aprofundit
攝政	regent
芳香	aromàtiques
芳香	fragància
芳香	aroma
民謠	balada
民謠	folk
明文	explícita
明文	explícit
服務業	serveis
守衛	guàrdies
守衛	guàrdia
氣球	globus
氣球	globus
籃板	reb
籃板	rebounds
遣返	repatriació
倫理	ètic
倫理	ètica
一幕	escena
摸	touch
推論	inferència
推論	inferences
投放	lliurament
神學院	seminari
憲政	constitucional
憲政	constitucionals
瀋陽	shenyang
艾瑪	emma
類比	analogies
類比	anàleg
類比	anàloga
類比	anàleg
類比	analògic
類比	analogia
雅加達	jakarta
對照	contrast
膨脹	expansió
營利	lucre
營利	rendibilitat
良心	consciència
位移	desplaçaments
位移	desplaçament
招標	licitació
招標	tendra
傳道	predicar
波羅的海	bàltic
雨傘	paraigua
雨傘	paraigües
花生	cacauet
花生	cacauets
閃光	flash
閃光	flaix
閃光	lluint
和弦	corda
子爵	vicomte
削減	tall
削減	tallat
削減	retalla
削減	talla
削減	retallat
削減	talls
削減	retalls
削減	retallades
視察	inspeccions
視察	inspecció
髮型	pèl
髮型	cabells
髮型	peinado
里根	reagan
叛變	motí
殘酷	cruel
殘酷	crueltat
殘酷	brutal
牧場	pastures
牧場	ranxo
牧場	ranch
單身	single
大自然	natura
大自然	naturalesa
犀	rinoceront
雇用	contractacions
悲傷	tristesa
悲傷	trista
悲傷	sad
悲傷	trist
僧侶	monjo
情境	conjuntural
恐嚇	intimidació
沒收	desamortització
沒收	confiscat
沒收	confiscada
粉紅	pink
粉紅	rosa
反向	reverteix
北九州	kitakyushu
分身	altera
感恩	gratitud
感恩	agraïment
感恩	agraïda
感恩	agraït
感恩	agraïts
生氣	enfadat
星期天	diumenges
星期天	diumenge
塵埃	pols
平滑	suau
平滑	suavitzat
加速器	accelerador
弩	ballesta
穆爾	moore
薄弱	debilitat
薄弱	feblesa
薄弱	dèbil
薄弱	feble
指明	especifica
指明	especificar
諸葛	zhuge
謊言	mentida
謊言	mentides
宙斯	zeus
越共	vietcong
野獸	bèstia
填充	omplint
填充	rebliment
填充	omple
起因	causes
縫	cosir
縫	costura
縫	cosir
高分子	polímer
反省	introspecció
反省	reflexió
頂端	top
角落	racó
角落	cantonada
角落	cantonades
角落	racons
狂熱	fanatisme
郵輪	creuers
郵輪	creuer
燈光	llums
燈光	llum
瑪利亞	maria
太陽能	solar
儲備	reserva
反對派	oposició
藤本	fujimoto
池塘	estany
池塘	pond
講話	discurs
激發	inspirar
激發	estimular
禁忌	prohibit
禁忌	tabú
假說	hipòtesi
邪教	culte
邪教	secta
醚	èter
孢子	espores
孢子	spore
噴	esprai
榮耀	glòria
榮耀	glory
偽裝	disfressar
偽裝	disfressa
偽裝	camuflatge
叛軍	rebel
叛軍	rebels
家園	pàtria
波動	fluctuació
波動	volàtils
波動	fluctuacions
波動	volatilitat
層次	capes
層次	nivell
矽	silici
繡	brodat
繡	brodats
繡	brodades
匹茲堡	pittsburgh
笨	estúpid
少了	menys
康復	curació
康復	millorant
康復	rehabilitació
康復	recuperació
大院	compost
布希	bush
莊園	manor
欺騙	estafes
欺騙	engany
磁性	magnètic
磁性	magnetisme
內政	interior
花朵	flors
花朵	flor
造訪	visitant
炸藥	dinamita
炸藥	explosiva
炸藥	explosius
皮革	cuir
徒弟	deixeble
徒弟	aprenent
下限	pis
牛仔	cowboys
牛仔	vaquer
親戚	relatiu
親戚	familiars
親戚	parents
勘探	prospecció
勘探	exploració
橢圓形	oval
追查	traçat
疑慮	dubte
疑慮	dubtes
公孫	gongsun
上學	escola
窯	ware
乳房	mamella
乳房	pits
正宗	autèntica
正宗	autèntics
流血	sagnat
凍	glaçada
諾亞	noè
諾亞	noah
下落	parador
歸屬	atribució
感興趣	interessat
感興趣	interessats
鹽水	salí
館長	comissària
骨折	fractura
史學	historiografia
泳池	piscina
舉例	exemples
灰姑娘	ventafocs
牙買加	jamaica
主宰	dominar
迦太基	cartago
渡假	vacances
偏差	desviació
偏差	desviacions
偏差	biaix
陰影	ombres
陰影	ombra
陰影	shadow
驚訝	sorprèn
驚訝	sorprès
鱷魚	cocodril
幾內亞	guinea
籽	llavors
付款	desemborsament
付款	pagaments
付款	pagament
白銀	plata
水牛	buffalo
水牛	buffaloes
面部	facial
護航	escorta
各部	ministeris
共生	simbiosi
厭惡	fastiguejat
厭惡	fàstic
厭惡	disgust
孫子	néts
孫子	nét
黑幫	gàngster
黑幫	bandas
師父	mestre
寶寶	baby
寶寶	nadó
車庫	garatge
綠黨	verds
無畏	fearless
損傷	perjudici
損傷	lesió
損傷	danys
缺口	llacunes
缺口	buits
缺口	gap
列舉	enumeració
精華	essència
刮	scratch
蟒	python
發起人	iniciadors
發起人	iniciador
口語	parlat
工匠	artesans
工匠	artesanes
處罰	sanció
處罰	penalització
處罰	pena
處罰	sancions
處罰	càstig
名聲	reputació
序幕	preludi
序幕	pròleg
醋	vinagre
代理商	agència
代理商	agents
代理商	agent
舒適	consuelo
舒適	comoditat
舒適	confort
舒適	acollidora
舒適	acollidor
舒適	calaixera
舒適	còmodes
充電	càrrec
鎳	níquel
哲也	tetsu
飛翔	fly
飛翔	volant
礦業	mineria
地勢	terreny
人馬座	sagitari
谷地	vall
桃子	préssecs
桃子	presseguer
桃子	préssec
電纜	cables
電纜	cable
蝨	polls
田野	camps
腐敗	corrupte
腐敗	corruptes
腐敗	corrupció
少數民族	minoria
少數民族	minories
無聊	avorrida
無聊	avorrits
無聊	avorrida
無聊	avorrit
藉口	excuses
造船廠	drassana
女朋友	xicota
女朋友	nòvia
顎	mandíbula
顎	paladar
酒館	taverna
酒館	pub
政治學	política
飛碟	ovni
供給	abastament
供給	subministrament
請願	petició
荒漠	desert
荒漠	deserts
潟湖	llacuna
先天	innat
偽造	forjat
偽造	forjats
偽造	forjat
鹿特丹	rotterdam
好奇	curiós
好奇	curiosa
好奇	curiositat
盎司	xic
盎司	unces
放逐	exili
利息	interès
口述	dictant
口述	dictat
物料	material
物料	materials
物料	matèries
打壓	repressió
蟻	formiga
蟻	ant
蟻	formigues
耦合	acoblament
砂岩	gres
鏢	dard
石英	quars
辯護	defensa
波浪	ondulada
波浪	ones
波浪	onades
波浪	ona
超自然	sobrenatural
成龍	jackie
猶太教	jueva
猶太教	jueu
猶太教	judaisme
血清	sèrum
小澤	ozawa
愛人	lovers
愛人	amants
愛人	amant
各區	districtes
瓶子	ampolles
瓶子	ampolla
前列腺	pròstata
無奈	indefensa
無奈	indefens
無奈	impotent
小米	millet
化妝	maquillatge
演示	demostració
演示	demo
演示	demostració
演示	manifestació
游擊隊	partidista
定罪	condemnes
倡議	iniciatives
倡議	iniciativa
聘用	contractacions
盒子	caixa
盒子	capsa
液態	líquid
液態	liquid
法郎	franc
棄權	abstencions
棄權	abstenció
博弈	partida
博弈	joc
百分比	percentatges
百分比	percentatge
百分比	percentatge
製造業	fabricació
製造業	fabricació
妥協	avinença
動議	mocions
解雇	acomiadament
狙擊手	franctirador
評判	jutjant
鍋爐	caldera
鍋爐	calderes
經文	versos
經文	escriptures
沙丘	dunes
沙丘	dunas
沙丘	duna
會津	aizu
奉獻	dedicatòria
奉獻	dedicació
奉獻	dedicat
奉獻	dedicada
奉獻	devoció
川上	kawakami
禮堂	auditori
藥品	medicament
藥品	medicina
藥品	drogues
藥品	fàrmacs
藥品	medicaments
