категорія	kategooria
широкий	laia
широкий	laiendatud
червоні	punased
червоні	scarlet
червоні	punane
червоні	punased
майна	omadus
майна	omand
релігія	religioon
класифікація	liigitamine
класифікація	klassifitseerimine
класифікація	klassifikatsioon
класифікація	liigitus
вилучено	kustutatud
вилучено	kustutanud
вилучено	eemaldati
вилучено	eemaldatud
галереї	galeriis
галереї	galerii
вбивства	mõrvad
громадяни	kodanikud
дипломат	diplomaat
зйомки	filmimine
зйомки	laskmine
зйомки	tulistamine
повноваження	vastutus
повноваження	kohustused
кохання	armastan
кохання	love
кохання	armastus
кохання	armastust
показано	näidatud
важливі	tähtis
важливі	tähtsad
важливі	olulised
важливі	oluline
майстри	võlurid
йосип	joseph
йосип	joosep
йосип	josip
тижні	nädalad
тижні	nädalaid
тижні	nädalat
ґрунту	mulla
ґрунту	pinnas
ґрунту	muld
масив	massiivi
радник	nõustaja
радник	nõunik
радник	nõuandja
радник	nõunik
артур	arthur
артур	artur
артур	artur
звук	heli
звук	tumm
рекорд	rekord
рекорд	kirje
сягає	jõuab
втрат	kahjum
втрат	kaod
революція	revolutsioon
новгород	novgorodi
валентин	valentin
професія	elukutse
професія	kutseala
сталі	konstandid
вашингтон	washingtoni
вашингтон	washington
досяг	saavutati
досяг	saavutatud
виділення	jaotamine
виділення	eraldamine
виділення	rõhk
виділення	rõhuasetus
спілкування	teatis
спілкування	suhtlemine
спілкування	kommunikatsioon
спілкування	side
спілкування	suhtlemine
спілкування	suhelda
спілкування	suhtle
спілкування	vestlus
спілкування	vestlus
правильно	korrektselt
правильно	õigesti
відвідав	külastatud
квітки	lill
квітки	õis
квітки	lilleke
вулицю	ohjeldada
художнього	kunstiline
власність	omadus
власність	omand
власність	omandi
власність	omand
власність	omandiõigus
різниця	diff
різниця	vahe
різниця	erinevus
різниця	hoolib
акт	akt
акт	tegutsema
акт	act
функціонування	toimimine
відповідні	sobiv
відповідні	asjakohane
відповідні	kohane
відповідні	sobilik
онлайн	võrgus
онлайн	online
дозвіл	luba
закриття	sulgemine
закриття	lõpetamine
закриття	lähedal
закриття	sulge
закриття	sulgemine
руїни	varemed
принц	vürst
принц	prints
принц	prince
нормандія	normandia
параметри	valikud
параметри	parameetrid
параметри	seadistused
альбомів	albumid
франсуа	françois
миколая	nicolas
миколая	nikolai
миколая	nicholas
випущена	litsentsitud
випущена	litsentseeritud
функцію	funktsiooni
функцію	funktsioon
православні	õigeusu
оголошено	läbivaatus
говорити	räägi
говорити	jutt
говорити	kõnele
говорити	räägi
ситуацію	olukord
ситуацію	situatsioon
зібрав	kogutud
зібрав	kogunenud
кастилія	castilla
погано	halvasti
погано	bad
погано	halb
погано	paha
майя	maia
майя	maya
економічна	majanduslik
сестри	õed
переваги	eeliseid
переваги	eelised
переваги	kasu
плато	platoo
озер	järved
млин	tuuleveski
млин	mill
млин	veski
парламент	parlament
найкраще	parima
найкраще	parimad
найкраще	parimat
найкраще	parim
оксана	oksana
січ	sich
яйця	mune
яйця	munad
яйця	kerad
яйця	munad
яйця	pallid
селах	külad
селах	külasid
манчестер	manchesteri
предмети	objektid
тканини	riie
сесії	altari
сесії	seanss
сесії	seansi
сесії	täiskogu
міліції	miilits
проходження	läbisõit
проходження	transiidi
проходження	transiit
підпорядкування	omavalitsused
наслідок	tagajärjeks
наслідок	tagajärg
луцьк	lutsk
закінчується	otsad
закінчується	lõpeb
закінчується	lõppeb
закінчується	lõpp
артем	artjom
природний	looduslik
природний	loomulik
природний	naturaalne
природний	looduslikud
становлення	muutumas
луїс	luiz
луїс	luis
луїс	luís
луїс	louis
адміністраторів	haldajad
фінансування	rahastati
фінансування	rahastatud
фінансування	finantseerimine
фінансування	rahastamine
фінансування	rahastamine
файлів	failid
журнали	ajakirjad
журнали	ajakirju
журнали	ajakirjade
журнали	ajakirjad
журнали	palke
фінал	finaal
фінал	lõplik
двері	uks
двері	uksed
мері	meri
мері	mary
мері	maarja
вузлів	sõlmed
вузлів	sõlmed
книжки	raamatud
токіо	tokyo
пригоди	seiklused
пригоди	seiklus
пригоди	seiklused
депо	depoo
кабінет	kapp
архітектори	ehitajad
подорожі	reisimine
подорожі	reisi
подорожі	reisib
подорожі	rännak
подорожі	teekond
подорожі	reis
сторона	külg
відмінності	erinevused
вікторія	viktoria
вікторія	victoria
серце	südant
серце	südame
серце	süda
записи	kirjed
дон	doni
дон	don
спадщина	kultuuripärandi
спадщина	pärand
вбивство	mõrv
вбивство	tapmine
музична	muusikal
музична	musical
ансамбль	ansambel
включення	kaasamine
включення	kaasamine
листи	kirju
листи	kirjad
листи	tähed
шар	kiht
шар	kihi
душі	dušš
душі	hinged
громадської	mtü
збагачення	rikastab
збагачення	rikastatud
ноги	jalad
ноги	jalad
особисте	isiklik
особисте	isiklikud
особисте	reamees
особисте	privaatne
особисте	era
особисте	erasektori
приналежність	seadmed
приналежність	seade
приналежність	aparatuur
приналежність	aparaat
побачив	saag
побачив	nägin
напрямки	suunad
напрямки	juhised
відновити	taastamine
відновити	taasta
відновити	jätka
автономна	autonoomne
македонії	makedoonia
кампанія	campania
кампанія	kampaania
практика	harjutamine
практика	tava
практика	praktika
запитання	küsimus
запитання	küsimused
драматург	näitekirjanik
розпочато	alustatud
розпочато	alanud
розпочато	käivitatud
розпочато	algas
розпочато	hakkas
розпочато	alustas
марко	marko
марко	marco
намір	kavatsusest
намір	kavatsus
воротар	väravavaht
краї	servad
додаток	taotlus
додаток	rakendus
додаток	kohaldamine
додаток	app
додаток	rakendus
додаток	liide
додаток	plugin
продаж	müüa
продаж	müümine
продаж	müük
продаж	müük
сонце	päikest
сонце	päike
сонце	päikesepaiste
сонце	päikesekiir
сонце	päikest
дядько	onu
оточення	kastid
оточення	karbid
оточення	naabrus
оточення	kaaskond
бен	ben
реакція	reaktsioon
моделювання	modelleerimine
моделювання	simulatsiooni
моделювання	simulatsioon
версій	versioonid
алі	ali
редакція	väljaanne
самий	sama
самий	samad
розміщено	paigutatud
розміщено	asetatud
зали	saal
зали	hall
пристрої	seadmed
документ	doc
документ	dok
документ	dokumendi
документ	dokument
символи	tähised
символи	sümbolid
символи	märgid
символи	tegelased
крізь	läbi
індія	india
весілля	pulm
весілля	laulatus
весілля	pulma
весілля	pulmad
складова	koostisosa
конференція	konverents
стверджує	nõuded
стверджує	väited
зазнали	kannatanud
зазнали	kannatas
регіонах	regioonid
регіонах	piirkonnad
королева	kuninganna
королева	queen
школах	koole
школах	koolid
монета	münt
монета	mündi
математичних	matemaatiline
різновид	lahke
продукт	toode
продукт	toote
формули	valemid
британська	briti
дух	vaim
єгипет	egiptus
готель	inn
готель	hotell
готель	hotel
сучасне	tänapäeva
сучасне	moodne
сучасне	kaasaegne
сучасне	tänapäeva
сучасне	kaasaegne
новини	news
новини	uudis
новини	uudised
мінськ	minski
космос	kosmos
кулі	õhupalli
кулі	õhupall
кулі	kuulid
вчитель	õpetaja
корисні	kasulikud
корисні	kasulik
корисні	abivalmis
свобода	vabadus
свобода	liberty
свобода	vabadus
внутрішні	sise
внутрішні	sisemised
внутрішні	sisemine
критиків	kriitikud
коефіцієнт	koefitsient
коефіцієнт	suhtarv
коефіцієнт	suhe
коефіцієнт	teguri
коефіцієнт	tegur
коефіцієнт	faktor
вийти	välju
вийти	välju
вийти	väljumine
вийти	väljapääs
верхні	ülemised
верхні	ülemine
верхні	ülemiste
конго	kongo
молода	noored
молода	young
молода	noor
диск	ketta
диск	ketas
диск	ketta
диск	plaat
диск	ketas
диск	plaadi
русь	rus
місцевий	kohalik
місцевий	kohalikud
хуан	juan
хуан	huang
зберегти	salvestamine
зберегти	salvesta
душу	hinge
душу	hing
молодь	noored
молодь	noorus
молодь	noorte
рівне	rivne
рівне	võrdsed
рівне	võrdne
міді	vask
міді	vase
японська	jaapani
японська	jaapanlased
особливий	erilised
особливий	special
особливий	eriline
прага	praha
вікна	aknad
вікна	windows
семен	sperma
семен	semjon
потрапляє	tormab
алгоритм	algoritm
ріг	sarv
позицій	positsioonid
дем	dem
норм	norm
поляків	poolakad
андерсон	anderson
андерсон	andersoni
воював	võitlesid
худоби	õnnestus
атмосфера	atmosfääri
атмосфера	atmosfäär
діяти	näitlemine
діяти	turvis
діяти	akt
діяти	tegutsema
діяти	act
щастя	õnn
щастя	õnne
землею	maa
землею	maapind
десяти	kümme
десяти	ten
коротка	lühike
коротка	lühikesed
намагалися	üritasin
намагалися	proovis
намагалися	proovisid
намагалися	proovisin
намагалися	proovitud
намагалися	püüdlema
джо	joe
адам	adam
берегах	kallaste
стрільби	laskmine
стрільби	tulistamine
шукати	otsimine
шукати	otsi
шукати	otsing
канадський	kanada
зелені	roheline
зелені	rohelised
секції	lõik
секції	sektsioon
секції	jagu
переклади	tõlked
заповідник	varu
заповідник	reserv
заповідник	reservi
іль	île
туреччина	kalkun
туреччина	türgi
показав	näitasid
показав	näitas
переїхала	liigutatud
переїхала	liigutas
переїхала	kolis
прийняти	lepi
прийняти	nõustu
прийняти	nõus
розслідування	uurimine
розслідування	uurimine
ресурс	ressurss
удар	hit
удар	löö
удар	tabas
автобус	buss
автобус	bussi
автобус	bussiga
переговори	läbirääkimisi
переговори	läbirääkimised
компоненти	komponendid
александр	alexandre
чернігів	tšernigiv
посилення	tugevdamine
призначена	omistatud
призначена	määratud
літери	kirju
літери	kirjad
літери	tähed
літери	märgid
літери	tegelased
сценарій	stsenaarium
сценарій	skripti
сценарій	käsikiri
сценарій	skript
мюнхен	müncheni
бійців	hävitajad
бійців	võitlejad
бек	beck
бек	beek
підписи	allkirjad
підписи	allkirju
зразки	proovi
зразки	valim
зразки	näidis
зразки	proov
зразки	näidised
зразки	proovid
сполуки	ühendid
сполуки	ühend
албанії	albaania
анрі	henri
анрі	henry
каже	ütleb
трон	troon
трон	trooni
квартира	korteri
квартира	korteris
квартира	korter
написаний	asetatud
ато	ato
баку	bakuu
ваги	kaalud
фізик	füüsik
враховуючи	arvestades
португалія	portugali
португалія	portugal
припущення	eeldades
дошка	juhatuse
дошка	juhatus
рівнів	tasemed
долі	saatuse
долі	saatus
проспект	avenue
проспект	avenüü
твердження	avaldus
жодних	puudub
поранений	vigastatud
торгівля	kauplemine
торгівля	kauplemise
торгівля	inimkaubandus
торгівля	kauplemine
торгівля	kaubandus
королеви	kuningannad
випадково	suvaliselt
випадково	juhuslikult
випадково	kogemata
вшанування	au
звернення	paaride
звернення	paarid
звернення	teemasid
звернення	alamad
звернення	teemad
хімічні	keemiline
хімічні	keemilised
хімічні	kemikaal
заводи	taimi
заводи	taimed
долю	saatuse
долю	saatus
введено	kantud
введено	sisestatud
культ	kultus
річ	asi
рнк	rna
природа	loodus
найбільшу	suurim
стояв	seisis
стояв	seisnud
суму	summa
суму	kogus
суму	summa
тіл	kehad
тіл	surnukehad
тіл	laibad
ізраїль	iisraeli
ізраїль	iisrael
клан	klanni
клан	klann
поєднання	kombineerimine
поєднання	kombinatsioon
єгипті	egiptus
рівненська	rivne
реконструкції	ülesehitamise
реконструкції	ülesehitus
конфлікти	konfliktid
знав	teadis
знав	teadsid
знав	teadsin
макс	max
макс	maks
урахуванням	tundlik
урахуванням	tundlikud
служить	töötaja
служить	teenib
служить	teenindab
споживання	tarbimine
згадки	mainib
згадки	mainitakse
каплиця	kabel
динамо	dünamo
компонентів	komponendid
конгресу	kongress
виявив	avastatud
виявив	avastasin
виявив	avastas
виявив	ilmnes
призначені	omistatud
призначені	määratud
призначені	määratud
працівники	töötajad
працівники	töölised
працівники	töötajad
заняття	tegevus
заняття	tegevused
заняття	tegevusalad
марокко	maroko
висновок	kummutada
захворювань	haigused
вільна	freestyle
вільна	vabad
вільна	vaba
вільна	free
вільна	tasuta
георгія	jüri
георгія	george
продукція	tootmine
продукція	toodang
продукція	tooted
предмет	teema
предмет	subjekti
предмет	subjekt
відкрили	katmata
відкрили	avati
відкрили	avas
відкрили	avatud
потенціал	potentsiaal
потенціал	potentsiaali
губернатор	kuberner
студія	stuudio
сума	summa
сума	kogus
сума	summa
правом	asutus
правом	ametiasutus
десятиліття	aastakümne
доба	age
доба	vanust
доба	vanus
концепція	mõiste
концепція	kontseptsioon
концепція	kontseptsioon
концепція	kontseptsiooni
тимошенко	tõmošenko
фінляндія	soome
розміщені	mõeldud
біології	bioloogia
кваліфікації	kvalifikatsioon
звичайна	normaalne
ботанічний	botaaniline
панування	domineerimine
відбувалися	juhtub
виступала	sooritatud
виступала	läbiviidud
виступала	teostas
виступала	teostatud
відтворення	mängimas
відтворення	mängib
відтворення	mängimine
відтворення	mängivad
править	valitsemisaeg
схеми	skeem
схеми	kava
схеми	kavad
схеми	skeemide
схеми	kavade
схеми	skeemid
схеми	skeem
можливе	võimalikud
можливе	võimalik
сильний	rasked
сильний	raske
сильний	tugev
сильний	tugevad
виконується	jookseb
виконується	jooksmine
виконується	joostes
виконується	jooksmas
архієпископ	peapiiskop
оголошення	väljakuulutamine
оголошення	teadaanne
оголошення	avaldused
оголошення	deklaratsioonid
оголошення	reklaamid
оголошення	reklaame
оголошення	liigitatud
оголошення	klassifitseeritud
оголошення	salastatud
оголошення	deklaratsioon
оголошення	kuulutada
розробку	väljatöötamine
розробку	arendamine
розробку	areneb
постачання	hange
постачання	hanke
постачання	varustamine
постачання	tarne
громадянин	kodanik
старше	vanem
старше	vanemad
форт	kindlus
форт	fort
бойовий	võitlemine
бойовий	võitlus
бачив	näinud
бачив	saag
бачив	nägin
любить	armastab
едуард	edward
едуард	eduard
цілий	terve
цілий	terved
цілий	tervik
цілий	tervelt
дер	der
ірану	iraani
ірану	iraan
бразилія	brasiilia
ремонт	parandus
ремонт	parandamine
ремонт	remont
ремонт	remonti
широке	laia
мінімум	minimaalselt
мінімум	miinimum
мінімум	minimaalne
додатково	muud
додатково	arenenud
додатково	täiustatud
роберта	roberta
бачити	nähes
джек	jack
ворогів	vaenlased
астроном	astronoom
екологія	ökoloogia
завоювання	vallutus
легенда	legend
легенда	legendi
поверхня	pinnale
поверхня	pind
спортсмени	sportlased
випущено	vabanenud
випущено	vabastatud
випущено	emiteeritud
випущено	väljastatud
скульптура	skulptuur
бельгія	belgia
глибині	auk
глибині	pit
сміт	smithi
сміт	smith
європейська	euroopa
хочу	tahaks
хочу	tahad
солі	soola
солі	sool
півострів	poolsaar
марі	marie
марі	mari
маєток	mõis
маєток	firefly
зброєю	relvad
могили	haud
могили	haua
могили	haud
могили	hauda
могили	haua
зусилля	jõupingutused
зусилля	pingutused
зусилля	jõupingutusi
зусилля	jõupingutused
зусилля	pingutus
кавалер	ootused
кавалер	ootus
основне	primaarne
основне	esmane
основне	põhi
основне	peamised
основне	main
основне	peamine
співаки	lauljad
тер	ter
варшава	varssavi
східні	ida
речей	asjad
речей	asju
факторів	tegureid
факторів	tegurid
ураження	mõjutatud
зеландії	meremaa
євреї	juudid
євреї	iisraellased
ужгород	užgorod
опера	ooper
опера	ooperi
вчителів	õpetajad
переслідування	ahistamine
переслідування	ahistamise
переслідування	jälitamine
переслідування	tagaajamine
каліфорнії	ucla
венеції	veneetsia
активні	aktiivne
активні	aktiivsed
суспільно	valmistatud
суспільно	ettevalmistatud
математик	matemaatik
польською	poola
задачі	ülesanded
задачі	töökohad
задачі	ülesanne
реал	reaalne
реал	ehtne
реал	tõeline
гірський	mäe
гірський	mägi
хребта	selgroolüli
хребта	ridge
квіти	lilli
квіти	lilled
поставити	pane
поставити	panna
поставити	järjekorda
поставити	järjekorra
поставити	järjekord
поставити	järjekorras
засідання	koosolek
засідання	kohtumine
лекції	loeng
камери	kaamera
камери	kaamerad
друг	sõber
друг	sõbranna
ремонту	remonti
символізує	sümboliseerib
майстра	nõustaja
майстра	võlur
портрети	portreed
протистояння	vastulause
протистояння	opositsiooni
протистояння	vastuseis
протистояння	opositsioon
вели	juhtiv
болгарія	bulgaaria
постійного	järjekindel
постійного	püsivad
постійного	püsiv
аргументи	väited
аргументи	argumendid
ефективність	kasutegur
ефективність	tõhusus
ефективність	efektiivsus
ефективність	tõhusus
ефективність	efektiivsus
ефективність	tulemuslikkus
ефективність	tulemuslikkuse
ефективність	jõudlus
драматичний	draama
найвища	kõrgeim
якісь	iga
аварії	avarii
правий	õigus
правий	paremale
правий	õige
хай	hai
хай	pikad
хай	pikka
хай	pikk
мін	mingi
мін	ming
мін	kaevandused
мін	miinid
мін	min
судді	kohtunik
судді	kohtunikud
фабрика	vabrik
фабрика	tehas
рота	suu
носили	kulunud
носили	kantud
офіційні	ametlik
офіційні	ametnik
схожий	sarnaneb
океан	ookean
дитинства	lapsepõlv
дитинства	lapsepõlve
дитинства	lapsepõlves
секунд	sekundid
секунд	sekundit
визнав	tunnustatud
визнав	tunnistas
оборону	kaitse
оборону	riigikaitse
масиву	massiivi
адміністратора	haldur
адміністратора	administraator
ближче	lähemale
ближче	lähemal
ближче	lähemalt
мережу	võrgustike
супутник	satelliit
супутник	sputnik
супутник	kuu
супутник	moon
замки	lukud
показники	arvud
малюнок	joonis
малюнок	joonistamine
адмірал	admiral
чорних	mustad
зрозуміти	mõista
дивись	vaata
дивись	vaadake
злиття	ühendamine
злиття	ühenda
злиття	kudumine
злиття	ühendamine
злиття	liitmine
відгуки	tagasiside
перевірки	katsetused
перевірки	katsed
перевірки	testid
перевірки	kontrollimine
перевірки	tõendamine
основа	baasi
основа	baas
основа	alus
запрошення	kutsu
запрошення	kutse
запрошення	kutseid
запрошення	kutsed
запрошення	kutse
запрошення	kutsub
туризм	turism
демократична	demokraatlik
демократична	demokraatlikud
напад	ründa
напад	rünnak
напад	kallaletung
напад	rünnak
напад	ründamine
основ	sihtasutuste
композиція	pala
композиція	raja
композиція	rada
композиція	rööbastee
композиція	koosseis
композиція	koostis
конституція	põhiseadus
ночі	ööd
ночі	õhtud
ночі	õhtu
ночі	öö
ночі	ööd
досягти	saavuta
досягти	saavutada
професійний	professionaal
професійний	professionaalne
професійний	ametialane
імовірно	väidetavalt
росіян	venelased
перепис	loenduse
перепис	loendus
дивіться	vaata
дивіться	jälgi
дивіться	vaata
дивіться	vaadake
включно	sealhulgas
включно	kaasav
повинно	peaksid
повинно	peaks
використані	kasutatud
рамки	raamid
рамки	piir
рамки	piiri
лісі	mets
лісі	woods
суть	olemus
досягла	saavutas
досягла	jõuti
захопити	püüdmine
мереж	võrgustikud
мереж	võrgud
ікони	ikoonid
риба	kala
риба	kalad
ракет	raketid
ракет	raketid
ракет	rakette
кольорів	värvid
чехословаччини	tšehhoslovakkia
розмноження	tõug
розмноження	tõu
розмноження	paljundamine
тоні	toni
тоні	tony
патріархату	patriarhaat
члена	parlamendiliige
члена	liige
фіфа	fifa
козак	kozak
ран	jooksis
територіях	alad
територіях	valdkonnad
територіях	piirkonnad
африка	aafrika
сини	pojad
друку	trükkimine
фасад	fassaad
посольства	saatkonna
посольства	saatkond
ядро	kerneli
ядро	tuum
ядро	core
ядро	tuum
ядро	tuuma
оновлення	ajakohastamine
оновлення	täiendamine
оновлення	uuendamine
оновлення	uuenda
оновлення	update
оновлення	uuendus
оновлення	ajakohastamine
оновлення	uuendamine
оновлення	uuendused
оновлення	ajakohastamine
оновлення	uuendamine
регіони	regioonid
регіони	piirkonnad
попередження	nõustamise
попередження	hoiatused
попередження	hoiatus
попередження	häire
попередження	hoiatus
губернатора	kuberner
логотип	logo
критик	kriitik
стрічка	rull
стрічка	sööt
стрічка	sööta
стрічка	sööda
стрічка	lindi
стрічка	lint
стрічка	linti
стрічка	pael
стрічка	paela
вокзал	jaamas
вокзал	jaam
вокзал	jaama
королівський	kuninglik
королівський	royal
королівський	kuninglikud
вибуху	plahvatavad
діях	etapid
кістки	kondid
кістки	luud
кістки	luude
критика	kriitikat
критика	kriitika
тбілісі	thbilisi
вступ	sissejuhatus
запит	taotletud
запит	nõutud
запит	taotles
запит	soovitud
запит	palve
запит	taotlus
запит	päring
запит	päringu
запит	päring
запит	nõudmised
запит	taotlused
вест	west
вест	lääs
вест	lääne
зібрані	kogutud
зібрані	koostatud
зібрані	kogutud
зібрані	kogunenud
володів	omanduses
андре	andre
андре	andré
дочки	tütreid
дочки	tütred
впливає	mõjutab
англо	anglo
речення	lause
речення	laused
речення	lauseid
графік	graafik
графік	proovitüki
реклама	reklaami
реклама	reklaam
реклама	reklaamid
реклама	reklaame
арт	art
арт	kunsti
арт	kunst
допоміг	aitasid
допоміг	aitas
допоміг	aidanud
америка	ameerika
америка	ameerika
черкаси	tšerkassõ
президенти	president
проблему	probleem
проблему	probleemi
проблему	probleemiks
кодекс	codex
кодекс	koodeks
невідома	tundmatu
невідома	teadmata
енергія	energiat
енергія	energia
енергія	energeetika
любові	kirgi
діаспора	diasporaa
гвінеї	guinea
білоруси	valgevenelased
виведення	väljund
виведення	väljundite
давид	david
оркестр	orkester
святі	pühakud
святі	pühakute
святі	püha
святі	pühal
нобелівської	nobeli
призначив	määratud
поміж	vahel
приходить	tuleb
індонезії	indoneesia
вогнем	tuli
вогнем	tulekahju
вогнем	tuld
обласний	regionaalne
обласний	piirkondlik
обласний	piirkondlikud
покращення	parandused
хвороб	haigused
явно	ilmselgelt
явно	sõnaselgelt
явно	selgesõnaliselt
читачів	järgijad
мур	moore
угорщині	ungari
іраку	iraak
парки	pargid
біологічних	bioloogiline
біологічних	bioloogilised
срібла	hõbeda
срібла	silver
срібла	hõbe
туристів	turistid
отто	otto
образи	kuritarvitamine
образи	kuritarvitamise
образи	võitlused
образи	võitleb
морська	mereväelane
морська	merejalaväelane
морська	marine
морська	mere
австрійський	austria
джерсі	jersey
організатор	korraldaja
організатор	korraldaja
усім	kõik
усім	igaüks
майно	omadus
майно	omand
майно	mõisa
реліз	vabastamine
реліз	vabasta
реліз	vabastada
запас	hõljuvad
запас	varude
запас	inventuuri
бувають	eristatud
бувають	eristada
виявили	avastatud
виявили	avastasin
виявили	avastas
мадрид	madrid
мадрид	madridi
лука	luka
лука	luca
здобули	lõpetas
підполковник	kolonel
супротивника	ründaja
голоси	hääli
голоси	hääled
голоси	hääli
голоси	hääled
втручання	sekkumiste
втручання	sekkumine
втручання	sekkumise
жовтий	kollase
жовтий	kollased
жовтий	kollane
вина	veini
вина	vein
вина	veinid
лікаря	arst
лікаря	arsti
лікаря	doktor
зіткнення	kokkupõrge
зіткнення	kokkupõrkeid
запуску	käivitamine
запуску	käivitamisel
композиторів	heliloojate
способи	meetodid
присутній	osalen
баден	baden
бордо	bordeaux
бібліотек	raamatukogude
залишилася	jäi
залишилася	jäid
словом	sõna
тебе	sind
тебе	you
тебе	sina
установка	rig
альберт	albert
номери	numbrid
важливе	tähtis
важливе	tähtsad
важливе	olulised
важливе	oluline
знято	vabastamine
знято	vabastades
крок	step
крок	sammu
крок	samm
крок	krokodill
людства	inimkond
комедії	komöödia
хребет	selgroog
хребет	selgroo
хребет	vahemik
хребет	vahemikus
хребет	selgroog
хребет	ridge
зразка	proovi
зразка	valim
зразка	näidis
зразка	proov
кирило	kirill
кирило	cyril
відповідальності	vastutus
відповідальності	kohustused
найменування	nimetamine
носій	meedia
носій	keskmise
носій	keskmine
носій	keskmised
носій	andmekandja
поліція	politsei
негайно	koheselt
негайно	otsekohe
негайно	vahetu
негайно	kohene
негайно	koheselt
скелі	kaljude
скелі	kalju
скелі	cliff
скелі	kivid
скелі	kive
адміністратор	admin
адміністратор	administraatori
адміністратор	administraator
адміністратор	haldur
адміністратор	administraator
срібло	hõbeda
срібло	silver
срібло	hõbe
біль	valu
тисячоліття	aastatuhande
колумбії	kolumbia
колумбії	colombia
напряму	otse
напряму	otseselt
романа	romana
творчий	loov
творчий	loominguline
плоди	puuviljad
плоди	vili
плоди	puuvili
плоди	puuvilja
плоди	viljad
плоди	puuviljad
хор	koor
хор	koori
лат	lati
звернувся	adresseeritud
лівий	vasak
лівий	vasakule
лівий	vasakul
хвилини	minutid
хвилини	minut
човен	paat
сто	sada
сто	sto
задній	tagumised
задній	tagaosa
задній	tagumine
задній	tagant
задній	taga
звіт	aruanne
звіт	raport
звіт	raporti
звіт	ettekanne
жіноча	naissoost
рядок	liin
рядок	joone
рядок	joon
рядок	rida
рядок	nöör
рядок	string
рядок	rea
рядок	rida
педагогічних	pedagoogilist
громадянська	tsiviil
двадцять	kakskümmend
італійська	itaalia
акторів	näitlejad
жіночий	naissoost
угода	covenant
угода	kokkulepe
угода	tehing
угода	kokkulepe
угода	leping
африканських	aafrika
поезія	luule
дала	andis
філії	filiaalid
філії	oksad
математика	matemaatika
математика	matemaatika
математика	matemaatika
знищити	hävita
знищити	hävitamine
знищити	hävitada
знищити	hävimatu
знищити	kõrvaldada
принца	vürst
принца	prints
принца	prince
переміщення	liigutamine
переміщення	liigub
переміщення	kolimine
переміщення	veeväljasurve
відчуття	tunne
знизу	all
знизу	allpool
мотор	mootor
запобігання	vältimine
запобігання	ennetamine
запобігання	profülaktika
запобігання	ennetamise
запобігання	vältimine
етапу	etapp
етапу	faasi
етапу	faas
сигнал	signaal
сигнал	signaali
сигнал	märguanne
християнство	kristlus
знати	teades
знати	teadmine
знати	tea
готовий	valmis
викладання	paigutamine
ціна	price
ціна	hind
складання	koondamine
витрат	kulu
штати	riigid
дитина	kallis
дитина	beebi
дитина	laps
дитина	lapse
постанова	reguleerimine
постанова	regulatsioon
постанова	määrus
постанова	eeskiri
постанова	dekreet
боснії	bosnia
арена	arena
романів	romaane
поляки	poolakad
половину	pool
особисті	isiklik
особисті	isiklikud
жак	jacques
японські	jaapani
японські	jaapanlased
хімічна	keemiline
хімічна	keemilised
хімічна	kemikaal
отримані	saadi
отримані	saadud
отримані	laekunud
данія	taani
перспективи	väljavaated
перспективи	väljavaateid
перспективи	perspektiivi
перспективи	perspektiiv
теперішній	olevik
теперішній	kingitus
приготування	valmistamine
приготування	ettevalmistamine
приготування	ettevalmistus
ірландія	iirimaa
перенесено	mähitud
перенесено	pakitud
йшли	kõndis
йшли	jalutas
йшли	kõndisid
перейти	hüpe
перейти	goto
джонс	jones
джонс	johns
бачить	näeb
комедія	komöödia
анджелес	angelese
мішель	michelle
мішель	michel
солдати	sõdurid
освітлення	valgustus
видавець	kirjastaja
видавець	väljaandja
видавець	väljaandja
допомога	abi
допомога	appi
допомога	aidake
послідовність	jada
послідовність	järjestus
дуб	quercus
дуб	tamme
дуб	tammeka
реконструкція	renoveerimine
реконструкція	ülesehitamise
реконструкція	ülesehitus
початкова	algne
початкова	esialgne
збір	kogumine
снд	cis
використати	use
використати	kasutamine
використати	kasutamiseks
використати	kasuta
використати	kasutus
давні	iidne
давні	iidsed
давні	iidsete
пустелі	kõrb
пустелі	kõrbed
зведення	kokkuvõte
ланки	lanka
розклад	päevakava
розклад	ajakava
розклад	ajakava
розклад	ajakava
карт	kaardid
вояки	sõdurid
суміші	mix
птах	linnu
птах	lind
птах	linnuke
птах	bird
тулузи	toulouse
називає	kõned
називає	kutsub
вступу	liikmeks
прийняли	vastuvõetud
прийняли	aktsepteeritud
прийняли	leppis
залежність	sõltuvust
залежність	sõltuvus
залежність	sõltuvus
залежність	sõltuvust
залежність	sõltuvus
плюс	plus
плюс	pluss
вирощування	kasvatamine
хорватія	horvaatia
вниз	alla
вниз	maha
вниз	maas
вниз	allapoole
житлових	elamu
частинами	osi
частинами	osad
файли	failid
човнів	paate
човнів	paadid
надії	lootused
надії	loodab
надії	loodan
надії	lootus
данило	daniel
конфліктів	konfliktid
рублів	rubla
наступна	järgmiseks
наступна	järgmisena
наступна	järgmine
наступна	next
августа	augusta
кільця	sõrmused
кільця	ringid
кільця	rõngad
слобода	sloboda
топ	top
топ	ülal
топ	ülalt
топ	ülemine
дитяча	laps
дитяча	lapse
глави	peatükid
ніна	nina
правопису	õigekirja
замінити	asenda
замінити	asendus
замінити	asendatakse
замінити	asendamine
концерти	kontserdid
умовами	terminid
олімпійська	olympic
олімпійська	olümpia
