மற்றும்	та
நிலவு	мун
நிலவு	місячні
நிலவு	супутник
உலோகம்	метали
உலோகம்	металевий
உலோகம்	метал
உலோகம்	метали
அறிமுக	дебют
விதை	насіння
விதை	потомство
விதை	насіння
ஊடகம்	медіа
ஊடகம்	носії
ஊடகம்	носій
ஊடகம்	мультимедіа
ஊடகம்	змі
மெக்சிகோ	мексики
மெக்சிகோ	мексиці
மெக்சிகோ	мексика
அமெரிக்கர்	американський
அமெரிக்கர்	американець
அமெரிக்கர்	американські
அமெரிக்கர்	американська
அமெரிக்கர்	американської
அமெரிக்கர்	американців
அமெரிக்கர்	американці
இப்னு	ібн
அறிக்கைகள்	звітів
அறிக்கைகள்	звіти
வெற்றியை	успіх
நாளிதழ்	газета
ஹாலிவுட்	голлівуд
ஹாலிவுட்	hollywood
மெல்ல	повільно
பிறந்தது	народження
பிறந்தது	народився
பிறந்தது	борн
பிறந்தது	народилась
பிறந்தது	народилася
பதினாறு	шістнадцять
சகோதரன்	брат
சகோதரன்	брата
சகோதரன்	братик
கடை	крамниця
கடை	магазин
கடை	зберігати
கடை	магазин
தெளிவு	чисто
தெளிவு	очистити
தெளிவு	ясність
வேர்	root
வேர்	корінь
பிரான்சிஸ்	френсіс
பிரான்சிஸ்	франциск
வெளியீடுகள்	випуски
ஊழியர்கள்	персонал
ஊழியர்கள்	штаб
சக்கர	кермо
சக்கர	колесо
வாட்	ват
வாட்	ват
சுவிஸ்	швейцарський
சுவிஸ்	швейцарська
பேட்மேன்	бетмен
மூடிய	закрита
மூடிய	закрито
மூடிய	закриті
மூடிய	зачинено
ஆட்டோ	автоматичні
ஆட்டோ	автоматичний
ஆட்டோ	авто
ஆட்டோ	автоматично
வெளியேறும்	вихід
வெளியேறும்	виходу
வெளியேறும்	вийти
ஸ்டீபன்	стівен
ஸ்டீபன்	степан
ஸ்டீபன்	стефан
ஸ்டீபன்	штефан
ஜான்சன்	джонсон
கட்டுமான	будівництво
கட்டுமான	будівництва
போஸ்	бозе
போஸ்	отримає
ஒன்பதாவது	ninth
டெய்லர்	тейлор
புனைவு	фантастика
புனைவு	культурі
கன்னி	діва
மரபுகள்	традиції
நடுவர்	арбітр
நடுவர்	рефері
நெறிமுறைகள்	критерії
நெறிமுறைகள்	критерій
டாட்டா	tata
விவசாயிகள்	фермери
விவசாயிகள்	фермерів
விவசாயிகள்	селяни
சாதனம்	пристрій
மின்னணுவியல்	електроніка
மேற்கோள்கள்	супутник
மேற்கோள்கள்	цитати
மேற்கோள்கள்	лапки
மேற்கோள்கள்	приклади
மேற்கோள்கள்	цитати
மேற்கோள்கள்	анотації
மேற்கோள்கள்	примітки
வெளிப்படையாக	відкрито
வெளிப்படையாக	начебто
வெளிப்படையாக	очевидно
வெளிப்படையாக	мабуть
வெளிப்படையாக	виявляється
வெளிப்படையாக	вочевидь
பாக்	пак
தெருவில்	стріт
தெருவில்	вулиця
உயிருடன்	живий
உயிருடன்	жива
உயிருடன்	живим
உயிருடன்	alive
பெண்ணை	дівчинка
பெண்ணை	дівча
பெண்ணை	дівчина
பெண்ணை	дівчину
ஓடி	потік
ஸ்மித்	сміт
மேஜர்	мажор
மேஜர்	майор
தண்டு	шнур
தண்டு	корд
தண்டு	stem
அறைகள்	кімнат
அறைகள்	кімнати
எண்ணை	число
எண்ணை	кількість
எண்ணை	номер
எண்ணை	номера
இருவருக்கும்	обоє
இருவருக்கும்	обидва
இருவருக்கும்	обох
இருவருக்கும்	обидві
இருவருக்கும்	обом
பிரான்சிய	академія
உரிமையாளர்	власник
சேதம்	ламати
சேதம்	пошкодження
கவுண்டர்	лічильник
விரும்பிய	основний
விரும்பிய	бажана
விரும்பிய	головна
விரும்பிய	бажаний
புக்	бук
ஜோடி	пара
ஜோடி	пари
ஜோடி	пара
ஜோடி	парочка
மந்திரம்	мантра
தயாரிப்பாளர்கள்	продюсери
தயாரிப்பாளர்கள்	виробники
தா	tha
ரகுமான்	рахман
அவசர	надзвичайні
அவசர	аварійні
அவசர	швидка
கரை	рамки
கரை	обрамлення
கரை	межа
கரை	кордон
கரை	рамка
நாயகன்	герой
நாயகன்	людина
நாயகன்	чоловік
நாயகன்	мужчина
நாயகன்	man
காப்பகம்	архівувати
காப்பகம்	архів
அடர்ந்த	щільна
படைத்த	створено
படைத்த	створені
படைத்த	створене
படைத்த	створена
அருங்காட்சியகங்கள்	музеї
சிவா	шива
சிவா	сива
குடி	пили
குடி	пити
குடி	пиття
குடி	алкогольні
குடி	напої
குடி	пити
குடி	напій
வாழ்த்துக்கள்	вітаємо
வாழ்த்துக்கள்	вітання
வாழ்த்துக்கள்	маші
பாடலாசிரியர்	композитор
பாடலாசிரியர்	редактор
இனிய	щаслива
இனிய	щасливі
இனிய	щасливе
இனிய	щасливий
இனிய	щасливим
குளோரின்	хлор
பெல்ஜியம்	бельгії
பெல்ஜியம்	бельгія
வெளியிட்டு	знято
மெட்ரிக்	метрика
துருக்கிய	турецька
துருக்கிய	турецький
துருக்கிய	турецькою
துருக்கிய	турецькі
நெப்போலியன்	наполеона
நெப்போலியன்	наполеон
ஆயுதம்	зброя
ஆயுதம்	зброю
ஆயுதம்	зброєю
ஆயுதம்	зброя
ஆயுதம்	снаряд
ஆயுதம்	боєприпаси
ஆயுதம்	боєприпасів
தங்களுக்கு	самих
தங்களுக்கு	суспільством
மசூதி	мечеть
வழிகாட்டி	майстер
வழிகாட்டி	чарівник
வழிகாட்டி	майстра
வழிகாட்டி	посібник
வழிகாட்டி	провідник
வழிகாட்டி	путівник
வழிகாட்டி	гід
குடியேற்றம்	імміграція
பிலிப்	phillip
பிலிப்	філіп
பிலிப்	філіп
பர்மா	бірманська
பாபு	бабу
நெருக்கமான	інтимних
தேவையற்ற	непотрібних
தேவையற்ற	непотрібне
தேவையற்ற	зайвим
திறனாய்வு	критика
திறனாய்வு	критики
தீர்க்க	вирішити
சேர்க்கும்	додає
பலகை	дошки
பலகை	правління
பலகை	дошка
பலகை	настільні
தணிக்கை	цензура
வளைவு	крива
வளைவு	викривлення
வளைவு	кривина
யூதர்கள்	жиди
யூதர்கள்	євреї
யூதர்கள்	євреїв
வளைகுடா	затока
வளைகுடா	затоці
வளைகுடா	губа
வளைகுடா	затока
உகந்த	оптимального
மெய்நிகர்	віртуальний
மோதல்	зіткнення
உள்ளீடு	подача
உள்ளீடு	годувати
உள்ளீடு	стрічці
உள்ளீடு	стрічка
உள்ளீடு	подачу
உள்ளீடு	запис
உள்ளீடு	вхідний
உள்ளீடு	вхідні
உள்ளீடு	ввід
தெய்வங்கள்	боги
ஊதா	фіолетовий
ஊதா	бузкова
புயல்	циклон
புயல்	бурі
புயல்	весні
புயல்	шторм
புயல்	буря
நினைத்து	роздуми
நினைத்து	мислення
அக்கறை	плювати
கூறு	модуль
கூடைப்பந்து	баскетбол
விதைகள்	насіння
மாசு	забруднена
மாசு	забруднення
வரவு	прихід
வரவு	приїзд
வரவு	прибуття
எப்போது	коли
முப்பது	тридцять
புத்தரின்	будда
சரக்கு	вантаж
சரக்கு	запас
சரக்கு	перевезення
சரக்கு	вантажний
இயல்பாக	звичайна
இயல்பாக	нормальний
இயல்பாக	нормальні
இயல்பாக	звичайний
இயல்பாக	звичайне
வைரஸ்	вірус
பான்	бонн
பான்	пан
பான்	випічки
பரப்புரை	лобіювання
பரப்புரை	пропаганда
டேனியல்	daniel
டேனியல்	даніел
டேனியல்	даніель
டேனியல்	деніел
டேனியல்	данило
ஜோன்ஸ்	джонс
தீங்கு	зла
தீங்கு	злом
தீங்கு	evil
தீங்கு	зло
தீங்கு	обрізання
தீங்கு	шкоди
பலன்	користь
பலன்	результат
கோழி	жалюгідний
கோழி	курка
கோழி	курки
கோழி	курча
கோழி	курячий
சக்தியை	влада
சக்தியை	живлення
சக்தியை	сила
சக்தியை	power
எல்லோரும்	everybody
எல்லோரும்	усі
எல்லோரும்	народ
எல்லோரும்	всім
எல்லோரும்	усіх
எல்லோரும்	усі
எல்லோரும்	усім
எல்லோரும்	всіх
பயணத்தை	мандрівка
பயணத்தை	подорож
பயணத்தை	подорожі
வாரங்கள்	тижні
வாரங்கள்	тижнів
தொழிற்சாலைகள்	фабрики
தொழிற்சாலைகள்	заводів
அளவீடு	вимірювання
மென்மையான	soft
மென்மையான	ніжні
பகதூர்	бахадур
மூவர்	тріо
சமம்	рівний
சமம்	дорівнює
நிலவியல்	геологія
குடியுரிமை	громадянство
விருந்து	вечірка
விருந்து	партії
விருந்து	вечірки
விருந்து	партія
விருந்து	party
ரைட்	райт
உருவாக்குதல்	творити
உருவாக்குதல்	внесення
உருவாக்குதல்	створення
உருவாக்குதல்	витвір
மாநாடுகள்	конференцій
கட்டாய	примусово
வரைகலை	графіки
வரைகலை	графіка
வரைகலை	графічні
வரைகலை	графіку
ஸ்டுடியோ	студія
ஸ்டுடியோ	студії
ஸ்டுடியோ	studio
ஸ்டுடியோ	студію
ஸ்டுடியோ	майстерні
ஸ்டுடியோ	денне
குற்றவியல்	кримінальні
குற்றவியல்	кримінальний
குற்றவியல்	кримінальне
குற்றவியல்	злочинець
கட்டப்பட்டுள்ளது	побудовано
கட்டப்பட்டுள்ளது	побудували
கட்டப்பட்டுள்ளது	зібрано
வரைபடங்கள்	карти
வரைபடங்கள்	мапи
வரைபடங்கள்	картах
ஆன்லைன்	онлайн
ஆன்லைன்	online
தொழிற்துறை	галузь
தொழிற்துறை	галузі
தொழிற்துறை	індустрія
தொழிற்துறை	промисловість
அப்பா	тато
அப்பா	папа
அப்பா	тато
அப்பா	батька
அப்பா	батько
அப்பா	батьку
அப்பா	отець
முற்போக்கு	прогресивна
முற்போக்கு	прогресивний
முற்போக்கு	прогресивні
முற்போக்கு	тривалий
சீனம்	китайською
சீனம்	китайські
சீனம்	китайська
சீனம்	китайці
சீனம்	китайський
கோலா	кола
பங்களிப்புகள்	внески
பங்களிப்புகள்	внесок
செயலி	програми
செயலி	програма
செயலி	застосунок
செயலி	додаток
செயலி	застосунок
செயலி	додаток
கேரி	керрі
மிகச்சிறிய	маленькі
மாஸ்கோ	московська
மாஸ்கோ	moscow
மாஸ்கோ	москва
முடியுமா	взаємодія
முடியுமா	взаємодії
அறம்	арам
நினைவகம்	меморіал
நினைவகம்	спогад
ரோடு	дорожні
ரோடு	дорога
கர்நாடகா	карнатака
நபி	пророк
இவள்	вона
இவள்	she
ஆப்கானிஸ்தான்	афганістану
ஆப்கானிஸ்தான்	афганістан
கழிவு	відходи
கழிவு	переводити
பற்றாக்குறை	відсутність
பற்றாக்குறை	бракує
பற்றாக்குறை	брак
பற்றாக்குறை	нестача
கிம்	kim
கிம்	кім
ஆரம்பம்	запустити
ஆரம்பம்	розпочати
ஆரம்பம்	старт
ஆரம்பம்	запускати
ஆரம்பம்	початок
ஆரம்பம்	почати
ஆரம்பம்	початок
நீரிழிவு	діабет
துன்	tun
தேவா	діва
தேவா	дева
இளைஞர்கள்	молодість
இளைஞர்கள்	юнацтва
இளைஞர்கள்	юність
இளைஞர்கள்	молодь
இளைஞர்கள்	малюки
உளவு	шпигун
நீடித்தது	тривала
நீடித்தது	тривало
நீடித்தது	тривали
சாம்	сем
சாம்	sam
புகைப்படம்	світлину
புகைப்படம்	світлина
புகைப்படம்	світлині
புகைப்படம்	фото
புகைப்படம்	фотографія
திடீர்	несподівана
கர்நாடகம்	карнатака
வகுப்புகள்	класи
சாத்தியம்	можливе
சாத்தியம்	можливо
சாத்தியம்	можлива
ஊதியம்	заплатити
ஊதியம்	платять
ஊதியம்	заплатить
பாலி	палі
பாலி	балі
அக்	жовтня
சாகிப்	сахіб
ஆசி	благословення
ஆசி	благословіння
ஆசி	благословення
ஆசி	насолоди
முட்டைகள்	яйця
முட்டைகள்	яєчка
இந்தோனேசிய	індонезійський
கால்கள்	ніжки
கால்கள்	ноги
சூடான	гаряча
சூடான	hot
சூடான	гарячий
சூடான	гаряче
சூடான	гарячі
சூழ்நிலையில்	ситуацію
சூழ்நிலையில்	ситуація
சூழ்நிலையில்	становище
சூழ்நிலையில்	ситуації
வறுமை	бідність
வறுமை	бідності
வறுமை	злидні
கந்தக	сірка
குடும்பத்தினர்	сімей
குடும்பத்தினர்	родин
குடும்பத்தினர்	родини
குடும்பத்தினர்	сімейство
குடும்பத்தினர்	сімейний
குடும்பத்தினர்	сімейні
குடும்பத்தினர்	родина
வலைப்பதிவு	блог
வாழ்ந்தார்	жили
வாழ்ந்தார்	жила
வாழ்ந்தார்	жив
அரங்கில்	арена
தனியே	наодинці
தனியே	поодинці
தனியே	сама
தனியே	самі
லைவ்	жити
லைவ்	live
லைவ்	наживо
லைவ்	живу
லைவ்	трансляція
ஆராய்ச்சியாளர்கள்	вчені
கிருஷ்ணர்	крішна
பண்டிதர்	захисник
இறைவி	богиня
சர்மா	шарма
தொன்மையான	класична
தொன்மையான	класичні
தொன்மையான	класичний
தொன்மையான	класика
தொன்மையான	класичне
வாங்கும்	закупівля
வட்டு	диск
வட்டு	диску
வட்டு	диск
ஆல்பர்ட்	альберт
ஆல்பர்ட்	альбер
குறிக்கோள்	ціллю
குறிக்கோள்	ціль
குறிக்கோள்	мета
குறிக்கோள்	призначення
குறிக்கோள்	ціль
மீள்	незворотні
குரங்கு	мавпа
குரங்கு	monkey
பயன்படுத்துதல்	користування
பயன்படுத்துதல்	використання
ஆண்டவர்	божі
ஆண்டவர்	боже
ஆண்டவர்	бога
ஆண்டவர்	бог
ஆண்டவர்	богу
நெருப்பு	fire
நெருப்பு	вогнем
நெருப்பு	вогонь
நெருப்பு	пожежа
சிலி	чилі
பயன்கள்	використовує
பயன்கள்	користується
பயன்கள்	використання
பத்தாவது	десяту
பத்தாவது	десятий
வாள்	мечем
வாள்	меч
சமூகவியல்	соціологія
அன்	енн
வரம்	безмежна
வரம்	безмежного
வரம்	асортимент
வரம்	діапазон
வரம்	хребет
பிறகும்	після
விலங்கியல்	хребетних
ஹைட்ரஜன்	водню
நலன்	дотації
ஐக்	айк
ஐக்	ike
வள்ளி	валлі
உரிமைகளை	права
தேவர்கள்	боги
மயில்	павич
பாதுகாக்கும்	захищає
பாதுகாக்கும்	захисту
முஹம்மது	мухаммед
முஹம்மது	мухаммад
நச்சு	токсичні
மலேரியா	малярія
பிடித்த	улюблені
பிடித்த	улюблений
பிடித்த	улюблене
கிளர்ச்சி	бунт
கிளர்ச்சி	повстання
விதம்	спосіб
விதம்	шлях
நார்வே	норвегії
நார்வே	норвегія
முகப்பு	дім
முகப்பு	домівка
முகப்பு	домашній
முகப்பு	додому
செடி	рослини
செடி	заводи
செடி	завод
செடி	рослини
செடி	садити
செடி	рослина
நிர்வாகி	адміністрування
நிர்வாகி	адмін
நிர்வாகி	адміністратор
நிர்வாகி	керівник
நிர்வாகி	менеджер
நிர்வாகி	адміністратори
நிர்வாகி	адміністратор
நிர்வாகி	адміністратора
நிர்வாகி	адміністратором
திரிபுரா	тріпура
விடுதி	готель
விடுதி	гуртожитку
நிபுணர்	експертні
நிபுணர்	експерт
பாக்டீரியா	бактерії
லிமிடெட்	обмежені
லிமிடெட்	обмежений
லிமிடெட்	обмежена
லிமிடெட்	ltd
நடக்கிறது	відбувається
நடக்கிறது	відбувалися
டிகிரி	градуси
டிகிரி	градусів
டிகிரி	градус
டிகிரி	ступінь
மீடியா	медіа
மீடியா	носії
மீடியா	носій
மீடியா	мультимедіа
மீடியா	змі
மந்திரி	джек
அலுவலகங்கள்	заклади
அலுவலகங்கள்	працевлаштування
கேட்டார்	запитали
கேட்டார்	запитала
கேட்டார்	просили
கேட்டார்	просив
கேட்டார்	запитав
விஞ்ஞான	науковий
விஞ்ஞான	наукових
விஞ்ஞான	наукова
தாத்தா	дідусь
தாத்தா	дід
தாத்தா	дідуся
வருடாந்திர	щорічно
வருடாந்திர	річну
வருடாந்திர	річна
வருடாந்திர	щороку
வருடாந்திர	річні
வருடாந்திர	річний
சிரியா	сирія
சிரியா	сирії
தாள்	папір
தாள்	аркуш
தாள்	аркушів
தாள்	аркуші
குறைக்கிறது	зменшує
பாத்திரங்கள்	посуд
பாத்திரங்கள்	страв
பாத்திரங்கள்	страви
பெரிதாக	масштабування
பெரிதாக	масштаб
அயோடின்	йод
முக்கியம்	біс
முக்கியம்	важлива
முக்கியம்	важливі
முக்கியம்	важливий
முக்கியம்	важливе
முக்கியம்	важливо
எதிர்பாராத	неочікуваний
எதிர்பாராத	несподіваний
எதிர்பாராத	несподіване
சரித்திரம்	журнал
சரித்திரம்	історія
சரித்திரம்	історії
தாமே	самих
தாமே	суспільством
கடினம்	шалена
கடினம்	суворий
கடினம்	важкий
கடினம்	rough
கடினம்	hard
கடினம்	тяжко
கடினம்	важкий
கடினம்	складна
கடினம்	важка
கடினம்	жорсткий
கடினம்	важко
கடினம்	складно
கடினம்	складне
வெடிப்பு	вибух
தேநீர்	tea
தேநீர்	чаю
தேநீர்	чай
அகாடமி	академія
அகாடமி	академії
சோனி	sony
தேடும்	шукаємо
தேடும்	дивиться
தேடும்	дивлюся
சாதிகள்	пасує
சாதிகள்	масті
சாதிகள்	костюми
மறை	сховати
மறை	приховати
மறை	ховати
விரதம்	піст
விரைவான	швидкі
விரைவான	швидко
விரைவான	швидке
விரைவான	швидка
விரைவான	швидкий
விரைவான	швидко
விரைவான	швидкі
விரைவான	швидке
விரைவான	швидка
விரைவான	фаст
விரைவான	швидкий
ஹில்	пагорб
ஹில்	хілл
ஹில்	hill
ஹில்	гілл
தொண்டை	горло
நிர்வாகிகள்	адміністратори
சமஸ்கிருத	санскрит
விழும்	падати
விழும்	осінь
விழும்	fall
விழும்	падіння
அம்சம்	можливість
மைதானம்	землею
மைதானம்	землю
காவியம்	епічний
பாரி	баррі
பாரி	пар
ராமன்	раман
பேராலயம்	собор
பேராலயம்	соборна
பேராலயம்	кафедра
கட்டுமானம்	будівництво
கட்டுமானம்	будівництва
கவச	бронетанкова
மாறுகிறது	зміна
சந்தர்ப்பங்களில்	випадках
திரவம்	рідина
திரவம்	рідкий
திரவம்	рідини
திரவம்	рідина
பரிந்துரைகள்	рекомендації
பரிந்துரைகள்	пропозиції
பரிந்துரைகள்	рекомендації
குடல்	кишечник
இனப்பெருக்க	розмноження
இனப்பெருக்க	репродуктивна
சிலநேரங்களில்	інколи
சிலநேரங்களில்	деколи
சிலநேரங்களில்	іноді
விக்டர்	віктор
விக்டர்	віктор
விக்டர்	переможцю
ஒப்பீட்டளவில்	відносно
இலித்தியம்	літію
ஜிம்	спортзал
ஜிம்	джим
அரேபியா	аравія
அரேபியா	аравії
மக்னீசியம்	магній
புகைப்படங்கள்	фотографії
புகைப்படங்கள்	світлини
புகைப்படங்கள்	світлин
புகைப்படங்கள்	фото
பேச	розмовляють
பேச	говоріть
பேச	вимовляти
பேச	говорити
பேச	speak
தொடர்புடையது	актуальна
தொடர்புடையது	схожі
தொடர்புடையது	відповідність
மதிப்புகள்	значення
மதிப்புகள்	цінності
முன்னுரிமை	priority
முன்னுரிமை	пріоритет
நீதிபதிகள்	судді
நீதிபதிகள்	суддів
காய்	кай
கிளார்க்	кларк
கிளார்க்	службовець
கிளார்க்	кларк
புனிதர்கள்	святі
புகையிலை	тютюн
நாசா	наса
நாசா	nasa
ஒருங்கிணைப்பு	інтеграція
பறந்து	fly
பறந்து	літати
பறந்து	муха
பறந்து	лети
பறந்து	польоту
திருத்தி	редактор
ஒருவேளை	maybe
ஒருவேளை	можливо
புகார்	скарга
புகார்	скаржитися
பிடிக்க	спіймати
பிடிக்க	зловити
பிடிக்க	встигнути
குறுக்கு	діагоналі
குறுக்கு	діагональ
குறுக்கு	хрест
குறுக்கு	хрестик
குறுக்கு	крос
கடத்தல்	погоня
கடத்தல்	контрабанда
கடத்தல்	контрабанду
கடத்தல்	викрадення
கடத்தல்	торгівля
கடத்தல்	обігом
பயன்பாட்டை	програми
பயன்பாட்டை	програма
பயன்பாட்டை	застосунок
பயன்பாட்டை	додаток
பயன்பாட்டை	застосунок
பயன்பாட்டை	додаток
நம்பிக்கைகள்	сподівань
நம்பிக்கைகள்	сподівається
நம்பிக்கைகள்	надії
உயர்ந்தது	найвища
உயர்ந்தது	найвищий
வள	виконавця
வள	ресурсу
வள	ресурс
வள	виконавець
வள	ресурси
உரைகள்	тексти
உரைகள்	текстів
நுழைவு	запис
ஆஸ்திரியா	австрія
ஆஸ்திரியா	австрії
கொள்ளளவு	потужність
கொள்ளளவு	спроможність
இயற்கையாக	природним
இயற்கையாக	природно
முஸ்லீம்	мусульмани
முஸ்லீம்	мусульманин
மாடு	корова
மாடு	корова
மாடு	порода
சிறந்தது	кращий
சிறந்தது	найкраща
சிறந்தது	найкращий
சிறந்தது	найкраще
சிறந்தது	найкращі
மான்செஸ்டர்	манчестер
பொய்	лежать
பொய்	брехня
பொய்	брешуть
பொய்	false
பொய்	бреше
மோதி	моді
தூண்கள்	колони
தூண்கள்	стовпи
கினி	гвінеї
கினி	гвінея
ஆளுமை	особистість
மேலாளர்	керівник
மேலாளர்	менеджер
சிதைவு	розпаду
சிலாங்கூர்	селангор
சிறுநீர்	сеча
கற்றல்	навчання
பாதைகள்	шляхи
பாதைகள்	контури
பாதைகள்	канали
பிளேக்	блейк
பிரதிகள்	дублікати
பிரதிகள்	копії
பிரதிகள்	копій
பிரதிகள்	копіює
அப்பர்	вгорі
அப்பர்	верхня
அப்பர்	верхні
அப்பர்	верхній
முடித்த	завершення
கெவின்	кевін
கம்பி	дріт
கம்பி	дроту
பெரியது	великі
பெரியது	великих
பெரியது	великі
பெரியது	велике
பெரியது	велика
பெரியது	великий
பெரியது	біг
பெரியது	більшого
பெரியது	більшим
பெரியது	більший
பெரியது	більші
பெரியது	більше
பெரியது	більша
லெனின்	леніна
லெனின்	ленін
அலைவரிசை	канал
அலைவரிசை	каналом
அலைவரிசை	channel
அலைவரிசை	каналу
ஆலை	завод
ஆலை	рослини
ஆலை	садити
ஆலை	рослина
கல்கத்தா	калькутта
ஒற்றுமை	єдність
சாதனைகள்	досягнення
சாதனைகள்	рекорди
சாதனைகள்	records
சாதனைகள்	платівки
சமச்சீர்	симетричний
சமச்சீர்	симетричне
கடைகள்	магазинів
கடைகள்	крамниці
கடைகள்	магазини
கடைகள்	магазини
திகில்	жах
திகில்	жахи
திகில்	паніка
திகில்	паніки
திகில்	метушні
வளர	виростають
வளர	рости
வளர	вирощують
வளர	ростуть
தலையை	head
தலையை	голова
தலையை	голівка
முப்பரிமாண	перспективу
முப்பரிமாண	перспектива
முப்பரிமாண	перспективи
ரோஸ்	роуз
ரோஸ்	роза
ரோஸ்	розі
ரோஸ்	троянда
ரோஸ்	рос
ரோஸ்	росс
தொலை	віддалений
தொலை	пульт
தொலை	віддалене
கல்யாணம்	весілля
லிட்டர்	літр
மூக்கு	ніс
வரலாம்	maybe
வரலாம்	можливо
யுரேனியம்	урану
ஹிந்தி	хінді
ஹிந்தி	підказки
சேனல்	канал
சேனல்	каналом
சேனல்	channel
சேனல்	каналу
உயர்நிலை	додатковий
உயர்நிலை	додаткові
உயர்நிலை	додаткове
உயர்நிலை	розширений
உயர்நிலை	додатково
காது	слуху
காது	вухо
நூலகங்கள்	бібліотек
நூலகங்கள்	бібліотеки
நூலகங்கள்	бібліотеках
புதன்	меркурій
புதன்	середа
புதன்	ср
வாரத்தில்	тиждень
துறவி	монах
விதிமுறைகள்	умовами
விதிமுறைகள்	терміни
விதிமுறைகள்	умови
ஜூனியர்	джуніор
ஜூனியர்	дитячий
ஜூனியர்	junior
பட்டறை	workshop
கொடுக்கிறது	подано
கொடுக்கிறது	дає
கம்பன்	навіть
கம்பன்	даже
கிளைகள்	філії
கிளைகள்	гілками
கிளைகள்	гілки
எதிர்பார்க்கப்படுகிறது	очікується
எதிர்பார்க்கப்படுகிறது	очікували
எதிர்பார்க்கப்படுகிறது	очікувана
எதிர்பார்க்கப்படுகிறது	очікувані
எதிர்பார்க்கப்படுகிறது	очікувалося
கத்தோலிக்கம்	католицтво
சரணாலயம்	святилище
விளையாடிய	грали
விளையாடிய	грала
விளையாடிய	грав
தேவ்	dev
வியாழன்	юпітер
வியாழன்	четвер
வார்னர்	warner
சின்	чин
சின்	підборіддя
அமைதியான	мовчать
அமைதியான	тихо
அமைதியான	спокійна
அமைதியான	мирного
அமைதியான	мирний
பயஸ்	пій
செயலர்	секретар
பூனை	кіт
பூனை	кішка
சூ	засудити
சூ	чжу
சூ	су
ஒட்டு	вставлення
ஒட்டு	вставити
கீதை	ґіта
கேட்	брама
கேட்	gate
கேட்	ворота
கேட்	kate
கேட்	кейт
கேட்	катерина
கேட்	kat
தெய்வ	боги
கண்டறிதல்	виявлення
கண்டறிதல்	відкриття
கண்டறிதல்	знахідка
கனிமங்கள்	мінерали
மைக்கல்	михайло
மைக்கல்	майкл
மைக்கல்	michael
மைக்கல்	михаїл
உலர்	сухий
உலர்	суха
உலர்	сухо
உலர்	сухе
உலர்	сухі
தீர்வுகள்	рішення
தீர்வுகள்	вирішення
பங்கேற்கும்	участь
வேகமான	сонна
வேகமான	сонний
வேகமான	сліпі
வேகமான	гонщик
பாதுகாக்கப்பட்ட	захищений
பாதுகாக்கப்பட்ட	захищена
பாதுகாக்கப்பட்ட	захищено
தூண்	колонка
தூண்	стовпчик
தூண்	колона
தூண்	стовп
பாதுகாப்பாக	захищений
பாதுகாப்பாக	безпечне
பாதுகாப்பாக	безпечний
பாதுகாப்பாக	безпечна
பாதுகாப்பாக	сейф
பாதுகாப்பாக	безпечний
பாதுகாப்பாக	безпечно
பாதுகாப்பாக	безпечно
மன்னிப்பு	прощення
மன்னிப்பு	вибачитися
மன்னிப்பு	вибачення
மன்னிப்பு	вибачитись
மன்னிப்பு	вибачитися
மன்னிப்பு	вибачатися
மன்னிப்பு	вибачитись
நியூட்டன்	ньютон
பால	бала
தொழில்நுட்பங்கள்	технологій
தொழில்நுட்பங்கள்	technologies
தொழில்நுட்பங்கள்	технології
உயிரினம்	організм
பிரதிநிதிகள்	представники
பிரதிநிதிகள்	представників
விளக்குகள்	ліхтарі
விளக்குகள்	світло
விளக்குகள்	вогні
ஆவண	реалізації
ஆவண	впровадження
ஆவண	реалізація
ஆவண	реалізацію
காணவும்	дивитися
காணவும்	подивитися
காணவும்	дивіться
காணவும்	дивися
காணவும்	спостерігати
சேர்க்கப்பட்டது	додано
சேர்க்கப்பட்டது	додані
சதி	креслення
சதி	графіка
சதி	графік
சதி	змова
அழித்து	знищить
அழித்து	знищити
அழித்து	руйнувати
அழித்து	занепад
வடிவமைக்கப்பட்டது	розроблена
வடிவமைக்கப்பட்டது	розробив
வடிவமைக்கப்பட்டது	розроблено
நாயகி	героїні
வேண்டுமானாலும்	завжди
மாசி	мазі
துபாய்	дубай
துபாய்	дубаї
பொறியாளர்	інженер
பழ	фрукт
பழ	фрукти
பழ	плід
பழ	плоди
பழ	фруктові
மனு	ману
மனு	петиція
வல்லுநர்	спеціаліст
வல்லுநர்	експертні
வல்லுநர்	експерт
அதிகாரபூர்வமாக	офіційно
அரபி	арабські
அரபி	арабська
சிகப்பு	червона
சிகப்பு	ред
சிகப்பு	червоний
சிகப்பு	червоне
சிகப்பு	червоні
வழு	ваду
வழு	вада
வழு	помилка
ஒலிபரப்பு	перенесення
ஒலிபரப்பு	ефіри
ஒலிபரப்பு	трансляція
ஆபிரகாம்	авраам
ஆபிரகாம்	абрахам
புரதங்கள்	білку
ஊருக்கு	містечко
ஊருக்கு	місто
லத்தீன்	надписи
லத்தீன்	фірмовий
லத்தீன்	позначки
லத்தீன்	мітки
லத்தீன்	латинська
லத்தீன்	латинської
லத்தீன்	латинські
நிக்கல்	нікель
குறைந்தபட்சம்	мінімальна
குறைந்தபட்சம்	мінімальний
குறைந்தபட்சம்	мінімум
குறைந்தபட்சம்	мінімально
