jackie	jackie
šesta	šestý
šesta	šesté
kentucky	kentucky
lepi	nádhera
lepi	nádherná
lepi	krásná
lepi	krásné
lepi	krásný
lepi	fešák
lepi	hezký
chiron	chiron
sonata	sonata
zaposlene	zaměstnanců
zaposlene	zaměstnancům
zaposlene	zaměstnance
zaposlene	zaměstnanci
istván	istván
jelen	jelení
jelen	jelen
jelen	jelena
houston	houston
houston	houstonu
sullivan	sullivan
sullivan	sullivanová
geolog	geolog
centralno	ústřední
centralno	centrální
centralno	centrála
centralno	centrálně
ohrani	zachovávat
ohrani	zachovat
ohrani	uchovat
ohrani	udržujte
ohrani	zachovat
ohrani	zachovávat
ohrani	zachovat
ohrani	udržovat
sanj	snů
sanj	sny
sigismund	zikmund
michaela	michaela
dram	dram
dram	dram
antibiotiki	antibiotika
antibiotiki	antibiotik
leseno	dřevěné
leseno	dřevěná
leseno	dřevěný
leseno	dřevo
leseno	dřeva
petrov	petrov
gene	gene
gene	gen
skrivaj	tajně
skrivaj	potají
trupa	trup
trupa	trupu
označeni	označené
označeni	označen
označeni	označený
označeni	označeno
označeni	označeny
označeni	označená
označeni	označené
označeni	označeno
sporno	sporné
sporno	sporné
sporno	sporná
sporno	kontroverzní
subjekt	předmět
subjekt	subjekt
subjekt	subjekt
apr	apr
apr	duben
leslie	leslie
kuga	mor
kuga	moru
žile	žíly
daljnogled	dalekohled
daljnogled	teleskop
daljnogled	dalekohled
specifični	specifické
specifični	specifická
specifični	konkrétní
specifični	specifický
rane	zranění
rane	rána
rane	zranění
rane	rány
trdne	solidní
trdne	pevná
trdne	pevné
trdne	pevný
kac	kac
kupole	kopule
profesionalno	profesionální
profesionalno	profesionál
profesionalno	profesní
profesionalno	profesionálně
branilec	obhájce
branilec	obránce
valentina	valentina
valentina	valentino
valentina	valentino
švico	švýcarsko
plesni	plíseň
plesni	plísně
plesni	formy
plesni	plísně
plesni	plíseň
plesni	plísně
obrti	řemesla
akt	jednat
akt	čin
akt	akt
akt	dějství
spremljanje	sledování
spremljanje	monitorování
spremljanje	monitor
spremljanje	monitorovat
demokracija	demokracie
demokracija	demokracii
wang	wang
hmcs	hmcs
leipzig	lipsko
stefano	stefano
dežja	deště
dežja	déšť
dežja	rain
okrogle	kolo
okrogle	kulaté
okrogle	kulatá
okrogle	kulatý
nika	nika
uporabljeno	použité
uporabljeno	použito
uporabljeno	používané
uporabljeno	použitý
uporabljeno	používaný
four	čtyřka
four	čtyři
zaposlena	zaměstnaní
zaposlena	zaměstnané
zaposlena	obsazeno
zaposlena	zaneprázdněn
zaposlena	zaneprázdněný
oxfordu	oxford
oxfordu	oxfordu
čista	čistá
čista	čistý
čista	čisté
biološke	biologický
biološke	biologická
biološke	biologické
zajc	zajc
zmaja	draka
zmaja	kite
deseto	desáté
deseto	desátý
flora	flora
nevarna	nebezpečné
nevarna	nebezpečný
nevarna	nebezpečná
nevarna	nebezpečné
nevarna	nebezpečný
nevarna	nebezpečná
ante	ante
montgomery	montgomery
barja	močálů
brezovica	brezovica
pekel	peklo
pekel	hells
pekel	pekel
obstajal	existovala
obstajal	existovalo
obstajal	existoval
obstajal	existovaly
trgovanje	trade
trgovanje	obchod
trgovanje	obchodování
epizoda	díl
epizoda	epizoda
ran	zranění
ran	rány
aluminij	hliník
aluminij	hliník
flota	loďstvo
flota	flotila
flota	flotily
kanadsko	kanadský
kanadsko	kanadská
kanadsko	kanadské
akademski	akademické
akademski	akademický
popotnik	cestovatel
popotnik	cestovatel
popotnik	poutník
moment	okamžik
moment	moment
moment	chvilka
moment	chvíle
semen	osiva
semen	semínka
semen	semena
semen	osivo
standardi	normy
standardi	standardy
standardi	norem
garden	zahrady
garden	zahrada
garden	zahradní
težavo	problem
težavo	problém
brezplačno	volná
brezplačno	volné
brezplačno	volný
brezplačno	free
brezplačno	zdarma
kandidatov	uchazeči
kandidatov	zájemci
kandidatov	kandidátů
kandidatov	kandidáti
kandidatov	zájemce
televizijo	tv
televizijo	televizní
televizijo	televize
glenn	glen
glenn	glenn
marussia	marussia
odkrita	objevil
odkrita	objeven
odkrita	objevili
odkrita	objevila
odkrita	zjištěno
odkrita	zjištěn
odkrita	zjištěné
odkrita	zjištěna
bližje	bližší
bližje	blíž
bližje	blíže
obraza	tvář
obraza	obličej
obraza	face
produkti	přípravky
produkti	produktů
produkti	výrobky
produkti	produkty
fjodorovič	fjodorovič
magister	magistra
berry	bobule
berry	berry
željko	željko
železna	železný
železna	železo
železna	železná
železna	iron
železna	železa
razkol	rozkol
strehe	střechy
strehe	střechy
strehe	střecha
strehe	střechy
strehe	střechu
strehe	střešní
zastrupitev	otravy
zastrupitev	otravu
zastrupitev	otrava
gas	benzín
gas	plynové
gas	plyn
gas	plyny
niki	nicki
niki	niki
oak	dub
oak	oak
oak	dubu
rojene	narodil
rojene	narozena
rojene	narozen
prusija	prusko
polobli	polokouli
zaprti	uzavřené
zaprti	zavřeno
zaprti	uzavřený
zaprti	zavřené
testi	testy
testi	zkoušky
rušilcev	torpédoborce
verstappen	verstappen
brien	brien
najmočnejši	nejsilnější
shimizu	shimizu
zdravi	zdravý
zdravi	zdravé
zdravi	zdravá
zdravi	zdravě
zdravi	léčí
pariški	paříž
pariški	pařížské
madison	madison
privrženci	sledující
privrženci	následovníci
operator	operátor
operator	provozovatel
pasme	plemeno
pasme	plemen
stabilen	stáj
stabilen	stabilní
cat	cat
cat	kocka
cat	kočka
cat	kocour
klinični	klinický
klinični	klinická
klinični	klinické
grafični	grafické
grafični	grafika
grafični	grafický
oddaljeno	vzdálený
oddaljeno	vzdálená
oddaljeno	vzdálené
oddaljeno	vzdálená
oddaljeno	vzdálený
oddaljeno	ovladač
oddaljeno	vzdálené
kemična	chemická
kemična	chemikálie
kemična	chemické
kemična	chemický
spremenjena	upravený
spremenjena	změněno
spremenjena	modifikované
spremenjena	upraveno
spremenjena	upravené
spremenjena	upravená
spremenjena	změněno
cerro	cerro
enotnost	unity
enotnost	jednoty
enotnost	jednotu
enotnost	jednota
prometni	provoz
prometni	doprava
globalno	globálně
globalno	celosvětově
globalno	celosvětová
globalno	global
globalno	globální
opozorilo	výstraha
opozorilo	upozornění
opozorilo	varování
katerikoli	jakékoliv
katerikoli	jakýkoliv
katerikoli	jakoukoli
katerikoli	jakoukoliv
katerikoli	jakékoli
avtoceste	dálnice
avtoceste	dálnice
avtoceste	dálnice
redna	pravidelně
redna	pravidelné
redna	pravidelná
redna	pravidelný
darilo	dárek
darilo	dar
jorge	jorge
potomcev	potomstvo
potomcev	potomků
potomcev	potomka
potomcev	potomci
potomcev	potomek
euler	euler
aretiran	zatknout
aretiran	zatčení
aretiran	zatčený
aretiran	zatčen
harper	harper
uporniki	povstalci
uporniki	rebelové
uporniki	povstalci
uporniki	rebely
sloves	proslulosti
sloves	reputaci
sloves	reputace
sloves	pověst
sloves	pověsti
pridobijo	získat
pridobijo	nabýt
ugodno	příznivý
ugodno	příznivé
ugodno	příznivě
ugodno	příznivý
ugodno	příznivé
saška	sasko
dihal	respirační
ovire	překážky
ovire	bariéry
ovire	překážky
ovire	překážek
ovira	překážka
ovira	maření
ovira	překážka
ovira	překážku
ovira	bariéra
ovira	překážka
ovira	bariéry
ovira	bariéru
cole	cole
cole	cola
campo	campo
guvernerjev	guvernérů
čile	chile
namerava	zamýšlí
namerava	hodlá
izvoljena	zvolen
izvoljena	zvolená
izvoljena	zvolený
piva	piva
piva	pivní
piva	pivo
piva	pivko
piva	piva
piva	pivo
piva	piv
psihološko	psychologický
psihološko	psychické
psihološko	psychologické
psihološko	psychologicky
institucije	instituce
zaklad	poklady
zaklad	poklad
odstop	odstoupení
odstop	rezignaci
odstop	rezignace
odstop	odstoupení
odstop	odejmutí
odstop	odebrání
odstop	stažení
finančna	finanční
razsežnost	dimenzi
razsežnost	dimenze
razsežnost	rozměry
razsežnost	rozměr
zabavo	párty
zabavo	večírek
zabavo	strana
zabavo	party
zabavo	pobavení
zabavo	zábava
zabavo	zábavní
konvencije	konvence
konvencije	sjezd
konvencije	úmluvy
konvencije	úmluva
konvencije	úmluvy
konvencije	úmluv
konvencije	konvence
zbirajo	sbírat
zbirajo	shromažďovat
srbi	svědění
srbi	svědění
srbi	srbové
nepravilno	nesprávný
nepravilno	nesprávná
nepravilno	nesprávně
nepravilno	nesprávné
nepravilno	nepravidelný
nepravilno	nesprávně
nagrajen	odměněn
spusti	upustit
connecticut	connecticutu
vodilna	vedoucí
stanford	stanfordu
stanford	stanford
pakistan	pákistán
pakistan	pákistánu
srečen	šťastný
srečen	radost
srečen	šťastná
srečen	happy
pionir	pioneer
demo	demo
württemberg	württembersko
natančen	přesné
natančen	přesná
natančen	precizní
natančen	přesný
natančen	přesné
natančen	přesná
natančen	přesný
natančen	přesné
natančen	přesná
natančen	přesný
emma	emmou
emma	emma
balet	baletu
balet	balet
balet	baletní
aparat	přístroje
aparat	přístroj
aparat	aparát
warwick	warwick
mrk	zatmění
ekonomija	ekonomie
ekonomija	ekonomika
ekonomija	ekonomická
ekonomija	ekonomie
ekonomija	ekonomika
ekonomija	hospodářství
ekonomija	ekonomie
trpljenje	trpící
trpljenje	utrpení
bello	bello
bello	bello
bello	bella
bogastva	bohatství
bogastva	bohatství
gole	holý
gole	holou
gole	holé
gole	holá
zvest	loajální
zvest	věrná
zvest	věrní
zvest	věrný
zvest	věrná
zvest	věrní
zvest	věrné
zvest	věrný
predelavo	obrábění
predelavo	zpracovávání
predelavo	zpracování
predelavo	přepracování
lažji	snadnější
lažji	lehčí
lažji	snazší
lažji	jednodušší
lažji	světlejší
lažji	zapalovač
lažji	lehčí
ano	ana
povprečje	průměrný
povprečje	průměrné
povprečje	průměrná
povprečje	průměr
gozdarstvo	lesnictví
depresija	depresi
depresija	deprese
sosednji	sousední
sosednji	sousedních
sosednji	sousední
sosednji	přilehlé
hud	hud
hud	drsňák
vpogled	vyhledání
vpogled	přehledy
športnik	sportovec
športnik	atlet
športnik	sportovec
kirurg	chirurg
škrat	skřítek
škrat	elf
škrat	skřítek
škrat	trpaslík
aluminijev	hliník
perspektive	perspektivy
perspektive	výhledy
perspektive	perspektiva
perspektive	pohledu
perspektive	perspektivy
mlajša	mladší
mlajša	mladších
rjava	hnědá
rjava	hnědý
rjava	brown
rjava	hnědé
prazno	prázdné
prazno	prázdná
prazno	prázdno
prazno	prázdný
prazno	vyprázdnit
prazno	prázdné
prazno	prázdný
prazno	prázdno
poklicna	profesionální
poklicna	profesionál
poklicna	profesní
poklicna	odborné
divjih	divokých
pomočnika	asistent
pomočnika	asistentka
pomočnika	pomocník
pomočnika	pomocníka
protein	protein
protein	proteiny
protein	bílkoviny
protein	bílkovin
pričakovali	očekávaná
pričakovali	očekávané
pričakovali	čekal
pričakovali	očekávaný
pričakovali	očekávám
pričakovali	očekáváme
galaksija	galaxií
galaksija	galaxie
galaksija	galaxii
galaksija	galaxy
brooklyn	brooklyn
brooklyn	brooklynu
temple	svatyně
temple	temple
temple	chrám
večno	navždy
večno	forever
večno	navěky
večno	věčné
večno	věčná
večno	věčný
španci	španělé
osmi	osmá
osmi	osmé
osmi	osmý
tokov	proudy
tokov	toky
lokomotiva	lokomotiva
lokomotiva	lokomotivy
sonda	sondy
sonda	sonda
maša	máša
kuge	mor
kuge	moru
jakost	sílu
jakost	síla
jakost	síly
jakost	účinnost
protiletalski	protiletadlových
pennetta	pennettaová
vaščani	vesničané
sončna	sunny
sončna	slunečný
sončna	sluneční
sončna	solární
nositi	nést
nositi	opotřebení
nositi	nosit
jezuit	jezuita
znamka	značky
znamka	značka
newcombe	newcombe
moss	mech
moss	moss
rodov	rody
rodov	rodů
štajerska	štýrsko
naravnost	rovné
naravnost	rovně
naravnost	přímo
informacija	informace
informacija	informování
tedne	týdnech
tedne	týdnů
tedne	týdny
sektor	sektor
sektor	odvětví
sektor	sektoru
izdeluje	vyrábí
oklahoma	oklahoma
listine	listina
listine	charty
listine	charta
listine	dokumenty
listine	dokumentů
listine	doklady
dušik	dusík
prostorsko	prostorových
prostorsko	prostorové
walsh	walsh
mio	mia
mio	miu
mio	mio
mio	mio
sliši	slyší
črpalka	čerpadlo
črpalka	pumpa
torpedo	torpédo
luther	luther
luther	luthera
lane	lane
lane	pruh
fifa	fifa
zaseda	přepadení
zaseda	léčka
preliv	sklon
preliv	gradient
preliv	polevou
preliv	oblékat
preliv	oblékání
bolgari	bulharů
steffi	steffi
luke	luke
luke	luka
luke	luku
luke	lukáš
kritični	kritický
kritični	kritická
kritični	kritické
planeti	planet
planeti	planety
dušika	dusík
združi	sloučení
združi	sloučit
združi	kombinovat
združi	sjednotit
patton	patton
neposredne	přímé
neposredne	přímý
neposredne	direct
neposredne	přímá
prejemnik	příjemce
prejemnik	přijímače
prejemnik	příjemce
prejemnik	přijímač
obiskovalci	návštěvy
obiskovalci	návštěvníky
obiskovalci	návštěvníci
pink	pink
pink	růžový
pink	růžová
pink	růžové
uči	učí
čaščenje	uctívání
čaščenje	uctívat
čaščenje	uctívání
omejeni	omezeno
omejeni	omezený
omejeni	omezené
omejeni	omezená
omejeni	omezeno
omejeni	omezený
omejeni	omezená
omejeni	omezené
fletcher	fletcher
peters	peters
filippo	filippo
pojasnilo	vysvětlení
pojasnilo	vyjasnění
pojasnilo	upřesnění
pojasnilo	objasnění
ionizacijski	ionizace
tisočletje	tisíciletí
tisočletje	tisíciletí
plače	mzda
plače	plat
plače	mzdu
plače	mzda
plače	mzdy
plače	platy
plače	mzdy
plače	platy
ocenjevanje	posuzování
ocenjevanje	vyhodnocení
ocenjevanje	hodnocení
ocenjevanje	posouzení
ocenjevanje	zhodnocení
ocenjevanje	vyhodnocení
ocenjevanje	hodnocení
ocenjevanje	zhodnocení
rex	rex
vladislav	vladislav
komunistov	komunisty
komunistov	komunisti
komunistov	komunisté
nadvojvoda	arcivévoda
astronomijo	astronomie
nachi	nachi
sergejevič	sergejevič
ciper	kypru
ciper	kypr
roza	pink
roza	růžový
roza	růžová
roza	růžové
diplomo	diplom
češkoslovaško	československo
dodaten	extra
konzul	konzul
sten	hradby
sten	stěny
sten	zdi
kapital	kapitál
eksplozija	exploze
eksplozija	výbuch
vrtenje	otáčení
vrtenje	střídání
vrtenje	rotace
vrtenje	točí
banja	banja
ugotovitev	zjištění
ugotovitev	nálezy
ugotovitev	poznatky
ugotovitev	závěr
ugotovitev	závěry
glukoze	glukózy
naročila	nařídil
naročila	zakázky
naročila	kontrakty
naročila	smlouvy
naročila	pořádek
naročila	řád
naročila	pořadí
naročila	objednávka
naročila	objednat
naročila	příkazy
naročila	objednávky
naročila	rozkazy
objavljene	zveřejněné
objavljene	zveřejněno
objavljene	zveřejněna
objavljene	publikoval
objavljene	vydané
kleti	sklepy
kleti	suterén
kleti	sklepě
kleti	suterénu
kleti	sklep
oblikovana	formulovány
podružnice	pobočky
podružnice	větve
podružnice	poboček
karta	vstupenka
karta	jízdenka
karta	tiket
karta	lístek
karta	karta
karta	vizitka
karta	kartu
poslanstvo	mise
poslanstvo	poslání
amon	amon
amon	amon
lendava	lendava
venera	venuši
venera	venuše
kmetijski	zemědělské
budizem	buddhismus
kršitev	porušení
kršitev	porušování
kršitev	porušení
kršitev	trhlina
kršitev	narušení
poskuse	experimenty
poskuse	pokusy
ilija	ilija
sloni	slony
sloni	sloni
pečat	pečeť
pečat	seal
matra	matra
irsko	irský
irsko	ir
irsko	irské
irsko	irská
irsko	irsko
spodbujanje	povzbuzení
spodbujanje	stimulace
spodbujanje	stimulaci
spodbujanje	propagace
spodbujanje	povýšení
spodbujanje	propagaci
spodbujanje	propagovat
kmeta	farmář
kmeta	zemědělec
pripadala	patřilo
pripadala	patřili
pripadala	patřil
pripadala	patřily
basist	basista
katsuura	katsuura
pivo	piva
pivo	pivní
pivo	pivo
pivo	pivko
pivo	piva
pivo	pivo
pivo	piv
vrtec	školky
vrtec	školka
vrtec	školky
vrtec	školka
vrtec	školka
hercegovine	hercegovina
absorbira	absorbuje
absorbira	vstřebat
absorbira	absorbovat
absorbira	absorbován
znamenja	marek
znamenja	marks
znamenja	značky
znamenja	znamení
bratranec	sestřenice
bratranec	bratranec
organe	orgánů
organe	orgány
lepote	kráska
lepote	krasavice
lepote	krása
lauda	lauda
slovesno	slavnostní
slovesno	slavnostně
slovesno	inaugurován
zakonodajo	legislativa
caroline	caroline
caroline	karolína
soares	soares
raznolikost	různorodost
raznolikost	rozmanitost
raznolikost	rozmanitosti
raznolikost	odrůdy
raznolikost	odrůda
romantike	romance
romantike	románek
romantike	romantika
nogo	noha
nogo	nohu
nogo	noha
nogo	etapa
nogo	nohu
nogo	noze
krajša	kratší
lamborghini	lamborghini
sporna	sporné
sporna	sporná
sporna	kontroverzní
skladišče	skladiště
skladišče	sklad
skladišče	sklad
skladišče	úložiště
skladišče	uchovávání
skladišče	skladování
northrop	northrop
islamski	islámský
islamski	islámské
računalniška	počítačová
računalniška	počítač
računalniška	počítače
računalniška	počítači
thomson	thomson
planete	planet
planete	planety
vega	vega
vega	veze
posvečeno	posvátné
posvečeno	oddaná
posvečeno	oddaný
kotu	roh
kotu	rohu
kotu	zatáčka
kotu	kout
kotu	koutek
profile	profilů
profile	profily
basel	basilejské
