και	in
ζωντανά	živel
ζωντανά	live
ζωντανά	živeli
ζωντανά	živela
πίτερ	peter
πίτερ	petra
εκπρόσωπος	zastopnik
εκπρόσωπος	reprezentativno
εκπρόσωπος	reprezentativni
εκπρόσωπος	predstavnik
εκπρόσωπος	pooblaščenec
βλέπει	zagleda
βλέπει	vidi
κατασκευές	gradnja
κατασκευές	konstrukcija
κατασκευές	gradbeništvo
κατασκευές	konstrukcije
κατασκευές	strukture
κατασκευές	konstrukcije
γέννηση	rojstva
γέννηση	rojstvo
αλεξάντερ	aleksandra
αλεξάντερ	aleksander
αλεξάντερ	alexander
άκρη	robu
άκρη	rob
άκρη	ostrino
συναυλία	koncert
βυζαντινοί	bizantinci
γιορτή	dopust
γιορτή	praznik
γιορτή	počitnice
γιορτή	pojedino
γιορτή	slavje
γιορτή	praznovanje
μάντσεστερ	manchester
έγγραφα	dokumenti
έγγραφα	listine
έγγραφα	dokumentov
έγγραφα	dokumente
λειτουργίες	funkcije
λειτουργίες	funkcij
τακτική	redno
τακτική	redni
τακτική	redna
τακτική	taktiko
τακτική	taktike
τακτική	taktika
τακτική	taktika
τακτική	taktične
τακτική	taktično
τακτική	taktična
τακτική	taktični
περιγράφεται	opisano
περιγράφεται	opisane
περιγράφεται	opisan
περιγράφεται	opisani
περιγράφεται	opisana
κάλυψη	kritje
κάλυψη	zajetje
κάλυψη	kritje
κάλυψη	pokritost
κάλυψη	pokrivanje
κάλυψη	pokritje
σαφώς	jasno
μαρκ	marc
μαρκ	označi
μαρκ	mark
ψευδώνυμο	alias
ψευδώνυμο	vzdevek
ψευδώνυμο	psevdonim
ποπ	pop
προγραμματισμού	programiranje
ωκεανό	ocean
πέρσες	perzijci
έννοιες	pojmi
έννοιες	koncepti
καλλιτεχνική	umetniška
καλλιτεχνική	umetniško
καλλιτεχνική	umetniški
θρησκευτική	verske
θρησκευτική	verski
θρησκευτική	versko
θρησκευτική	verska
θρησκευτική	verskega
πακιστάν	pakistan
παναγία	madonna
παναγία	madona
ζούσε	živel
ζούσε	živeli
ζούσε	živela
πρωταγωνιστές	protagonisti
βιέννης	dunaj
βιέννης	dunajski
εκθέσεις	razstave
εκθέσεις	poročila
εκθέσεις	poročili
πλευρό	rebro
πλευρό	rebra
πλευρό	reber
ανεξάρτητο	neodvisen
ανεξάρτητο	samostojna
ανεξάρτητο	samostojno
ανεξάρτητο	neodvisni
ανεξάρτητο	neodvisno
ανεξάρτητο	neodvisna
καλλιέργεια	kulture
καλλιέργεια	kulturo
καλλιέργεια	kultura
καλλιέργεια	obdelovanje
καλλιέργεια	gojenje
παραίτηση	odpoved
παραίτηση	odstop
παραίτηση	opustitev
πλάκα	zabavno
πλάκα	fun
πλάκα	hec
πλάκα	zabava
βήματα	stopinje
βήματα	koraki
βήματα	stopnice
βήματα	koraki
χουάν	juan
χουάν	juana
διαμόρφωση	nastavitve
διαμόρφωση	nastavitev
διαμόρφωση	oblikovanje
σερ	ser
καταστάσεις	situacij
καταστάσεις	situacije
πεδία	polji
πεδία	polja
χάσει	izgubljena
χάσει	izgubljeni
χάσει	izgubil
χάσει	izgubljeno
χάσει	izgubljen
βρετανοί	britanski
βρετανοί	britanci
βρετανοί	britansko
σμιθ	smith
σκέψη	misel
σκέψη	razmišljanje
σκέψη	razmišljanja
αντώνιος	antonij
διεθνώς	mednarodno
φυσικές	naravnega
φυσικές	naravni
φυσικές	naraven
φυσικές	naravno
φυσικές	naravna
φυσικές	naravne
πγδμ	makedonski
πγδμ	makedonijo
πγδμ	makedonija
σωστή	pravilno
σωστή	pravilna
σωστή	pravilen
σωστή	pravilni
δυναμικό	potencialno
δυναμικό	potencial
δυναμικό	dinamika
δυναμικό	dinamična
δυναμικό	dinamični
δυναμικό	dinamično
δυναμικό	dinamičen
πρωτότυπο	prototip
πρωτότυπο	prvotna
πρωτότυπο	izvirnik
πρωτότυπο	izvirno
πρωτότυπο	prvotni
πρωτότυπο	original
ουσίες	učinkovine
ουσίες	snovi
βλέπε	glej
βλέπε	glejte
ενημέρωση	posodobi
ενημέρωση	posodabljanje
ενημέρωση	posodobitev
προεδρία	predsedstvo
προεδρία	predsedovanje
παο	pao
ροή	krma
ροή	krmo
ροή	tok
ροή	pretok
ροή	tok
ροή	potok
υπολογιστές	računalniki
υπολογιστές	računalnike
υπολογιστές	računalnik
υπολογιστές	računalniško
υπολογιστές	računalniška
γεν	jenov
απέτυχε	neuspešno
απέτυχε	spodletelo
απέτυχε	neuspešen
δεσμούς	vezi
δεσμούς	kravate
σύνδεσμο	link
σύνδεσμο	poveži
σύνδεσμο	povezava
ντι	dee
συχνότητα	frekvenca
συχνότητα	pogostost
συχνότητα	pogostnost
χαμηλή	nizki
χαμηλή	nizka
χαμηλή	nizko
χαμηλή	nizek
χαμηλή	nizke
εστία	izbruha
εστία	izbruh
κορέα	koreja
κορέα	koreji
κορέα	korejo
δημιουργείται	ustvarjen
δημιουργείται	ustvarjeno
δημιουργείται	ustvaril
δημιουργείται	ustvarjena
δημιουργείται	ustvarjene
δημιουργείται	ustvarja
δημιουργείται	ustvari
άθλημα	šport
άθλημα	sport
χωρητικότητα	zmogljivosti
χωρητικότητα	zmogljivost
χωρητικότητα	kapaciteta
χωρητικότητα	tonažo
πιθανή	možen
πιθανή	možna
πιθανή	možne
πιθανή	možni
πιθανή	možno
παραδοσιακή	tradicionalna
παραδοσιακή	tradicionalni
παραδοσιακή	tradicionalne
παραδοσιακή	tradicionalen
παραδοσιακή	tradicionalno
αποφάσισαν	odločeno
αποφάσισαν	odločil
αποφάσισαν	odločila
αποφάσισαν	odločili
έμαθε	naučil
δραματική	dramatična
δραματική	dramatičen
δραματική	dramatične
δραματική	dramatično
πλήκτρα	ključe
πλήκτρα	tipke
πλήκτρα	ključi
πλήκτρα	klaviature
πλήκτρα	tipkovnice
πλήκτρα	tipkovnice
πλήκτρα	tipkovnico
χαλκού	bakrene
χαλκού	baker
χαλκού	bakra
αποχώρηση	odhod
αποχώρηση	preklic
αποχώρηση	umik
αποχώρηση	odvzem
αποχώρηση	odstop
καταφύγιο	zavetje
καταφύγιο	zatočišče
καταφύγιο	zavetišče
καταφύγιο	zaklonišče
καταφύγιο	bunker
καταφύγιο	svetišče
καταφύγιο	zatočišče
καταφύγιο	zavetišče
καταφύγιο	zatočišče
μουσεία	muzeje
μετάλλια	medalje
απόλυτη	absolutni
απόλυτη	absolutno
απόλυτη	absolutna
αποτυχία	neuspeh
αποτυχία	izpad
αποτυχία	neuspešno
αποτυχία	spodletelo
αποτυχία	neuspešen
τοποθέτηση	postavitev
τοποθέτηση	vgradnjo
κοζάνης	kozani
φανέλα	dres
φανέλα	jersey
τροφή	hrano
τροφή	hrana
τροφή	živila
πύργο	chateau
πύργο	stolp
πύργο	tower
πύργο	trdnjavo
πύργο	trdnjava
διάμετρο	premera
διάμετρο	premer
κατείχε	obseden
κατείχε	obsedena
κατείχε	obsedeni
διαχείρισης	upravljanje
διαχείρισης	obvladovanje
θεατρικό	gledališki
ταυτότητα	identifikacijo
ταυτότητα	identifikacija
ταυτότητα	identiteto
ταυτότητα	identiteta
δείγματα	primerki
δείγματα	osebkov
δείγματα	osebki
δείγματα	vzorce
δείγματα	vzorcev
δείγματα	vzorci
δείγματα	vzorca
μετρό	podzemna
μετρό	podzemni
μετρό	podzemno
μετρό	metro
επιμέρους	individualna
επιμέρους	posamezna
επιμέρους	posamezno
επιμέρους	individualno
επιμέρους	posamezni
επιμέρους	posameznik
πανεπιστήμια	univerze
πανεπιστήμια	univerz
πανεπιστήμια	univerzami
διαλύθηκε	raztopljenega
γιατρός	zdravnik
γιατρός	zdravnika
γιατρός	zdravnik
γιατρός	zdravnika
γιατρός	zdravnica
γιατρός	doktor
χημικός	kemik
φυτό	rastline
φυτό	rastlina
φυτό	obrat
φίλους	prijateljev
φίλους	prijatelji
φίλους	friends
φίλους	prijatelje
ταξίδεψε	potoval
ταξίδεψε	potovala
ταξίδεψε	potoval
όγκος	volumen
όγκος	glasnost
όγκος	prostornina
όγκος	zvezek
όγκος	obseg
όγκος	tumor
όγκος	tumor
όγκος	tumorja
κακό	hudo
κακό	slaba
κακό	slabo
κακό	bad
κακό	slab
κακό	zlobna
κακό	zlo
κακό	hudoben
κακό	zloben
κακό	zlobno
σπάρτη	šparta
δύσκολη	težka
δύσκολη	težavna
δύσκολη	težko
συμπεριλαμβανομένου	vključno
κίτρινο	rumena
κίτρινο	rumeni
κίτρινο	rumene
κίτρινο	rumen
κίτρινο	rumeno
τραγουδιστές	pevke
τραγουδιστές	pevci
ρωμαίους	rimljani
γραφεία	pisarne
γραφεία	uradi
γραφεία	mize
όντως	dejansko
όντως	zares
φιλμ	film
ουκρανία	ukrajina
ουκρανία	ukrajino
ισχυρό	močan
ισχυρό	močni
ισχυρό	močno
ισχυρό	mogočna
ισχυρό	močna
ηλία	elija
ηλία	elijah
ηλία	elias
στατιστική	statistika
στατιστική	statistike
στατιστική	statistiko
συνθέτες	skladateljev
μητρόπολη	metropolis
ηχογράφηση	evidentiranje
ηχογράφηση	zapisovanje
ηχογράφηση	snemanje
αντικειμένων	objekti
αντικειμένων	predmete
αντικειμένων	predmeti
αντικειμένων	predmetov
γιόχαν	johann
γιόχαν	johan
σύσταση	priporočilo
σύσταση	priporočila
θεσσαλίας	tesalijo
εξέταση	pregled
εξέταση	preučitev
αρχιεπίσκοπος	nadškof
ποίημα	pesem
μέθοδοι	metode
δανία	dansko
δανία	danski
δανία	danska
δέντρο	jelka
δέντρο	drevo
γουίλιαμ	william
μέγιστο	maksimum
μέγιστο	največja
ήρωα	junak
ήρωα	heroj
ανώτατο	vrhovnega
ανώτατο	vrhovni
ανώτατο	vrhovno
διαχειριστή	skrbnik
διαχειριστή	skrbnika
διαχειριστή	administrator
διαχειριστή	upravitelj
διαχειριστή	administratorja
χημικό	kemikalija
χημικό	kemična
χημικό	kemijsko
χημικό	kemično
άκρα	okončine
άκρα	udov
άκρα	ude
άκρα	skrajnosti
άκρα	okončine
άκρα	okončin
μονάχου	münchen
μονάχου	münchnu
παραδόσεις	tradicije
παραδόσεις	tradicijo
παραδόσεις	dobave
παραδόσεις	dobava
κοινωνικό	socialno
κοινωνικό	družabni
κοινωνικό	družabno
κοινωνικό	socialne
κοινωνικό	socialna
κοινωνικό	družbena
κανένας	nihče
πεθάνει	umri
πεθάνει	umreti
πεθάνει	umrl
απειλή	grožnja
πρωί	dopoldne
πρωί	jutranja
πρωί	jutro
κάπου	nekje
κάπου	nekam
κάπου	nekam
ετήσια	letno
ετήσια	letna
ετήσια	letne
ετήσια	letno
ετήσια	letna
ετήσια	letni
υποθέσεις	primeri
υποθέσεις	primerov
νεκροταφείο	pokopališču
νεκροταφείο	pokopališče
νεκροταφείο	pokopališče
παραλλαγές	variante
παραλλαγές	različice
παραλλαγές	različice
παραλλαγές	variacije
σκοτ	scott
βαθιά	globoko
βαθιά	globoka
βαθιά	globoko
βαθιά	globok
κώδικας	kodo
κώδικας	šifra
κώδικας	oznaka
κώδικας	koda
τσαρλς	karel
τσαρλς	charles
επιτυχημένη	uspešno
επιτυχημένη	uspešen
επιτυχημένη	uspešni
επιτυχημένη	uspešna
απαραίτητο	potrebno
απαραίτητο	bistveno
απαραίτητο	bistvene
απαραίτητο	bistvena
αδερφός	bratec
αδερφός	brat
εργαλείο	orodje
αρχιτέκτονας	arhitekta
αρχιτέκτονας	arhitekt
γιουγκοσλαβία	jugoslavija
γιουγκοσλαβία	jugoslavijo
ελεύθερος	svoboden
ελεύθερος	prosto
ελεύθερος	free
ελεύθερος	svobodna
ελεύθερος	brezplačno
ελεύθερος	brezplačna
αποικία	kolonije
αποικία	kolonijo
αποικία	kolonija
συνδέει	povezuje
καβάλας	kavala
κυρία	gospa
κυρία	madam
κυρία	gospa
κυρία	dama
κυρία	lady
λόγιος	učenjak
κλίση	naklon
κλίση	nagib
κλίση	preliv
κλίση	naklon
κλίση	nagib
κλίση	naklon
κλίση	naklona
δημοφιλής	priljubljene
δημοφιλής	priljubljena
δημοφιλής	priljubljeno
δημοφιλής	priljubljeni
δημοφιλής	priljubljen
αφγανιστάν	afganistan
αφγανιστάν	afganistanu
πετύχει	uspe
μεταβολές	spremembe
ενεργά	aktivna
ενεργά	dejavno
ενεργά	aktiven
ενεργά	aktivni
ενεργά	aktivno
ενεργά	dejavno
ενεργά	aktivno
τόνους	ton
τόνους	tone
τόνους	tone
προηγούμενες	predhodna
προηγούμενες	prejšnja
προηγούμενες	predhodni
προηγούμενες	prejšnji
προηγούμενες	predhodno
δημοκρατική	demokratične
δημοκρατική	demokratični
δημοκρατική	demokratično
δημοκρατική	demokratična
παίκτη	igralec
παίκτη	predvajalnik
παίκτη	igralca
εκτείνεται	razširja
ναυτική	mornariška
αργεντινής	argentina
αργεντινής	argentino
αργεντινής	argentinska
εισήγαγε	uvedeno
εισήγαγε	uveden
εισήγαγε	uvedeni
εισήγαγε	uvedene
εισήγαγε	uvedena
θεία	teta
θεία	tetka
θεία	tetka
θεία	teta
θεία	teti
θεία	tete
θεία	teto
γουινέα	gvineji
γουινέα	gvineja
γουινέα	gvinejo
διαιρείται	deljena
διαιρείται	deljeno
διαιρείται	razdeljene
διαιρείται	razdeljeni
διαιρείται	razdeljeno
ικανότητες	sposobnosti
ικανότητες	veščine
ικανότητες	spretnosti
ικανότητες	sposobnosti
αφιέρωμα	poklon
αντιπολίτευσης	nasprotovanje
αντιπολίτευσης	nasprotovanja
αντιπολίτευσης	opozicija
αντιπολίτευσης	opozicije
κιλά	funtov
κιλά	kilogramov
κιλά	kilogrami
κιλά	kilogramov
κιλά	kilogramih
κιλά	kilogramov
φάσμα	spektra
φάσμα	spekter
κάπως	nekoliko
μέγαρο	dvorcu
μέγαρο	dvorec
ελάχιστη	minimalno
ελάχιστη	najmanj
ελάχιστη	najmanjša
ελάχιστη	minimalno
ελάχιστη	minimalne
ελάχιστη	minimalna
βιετνάμ	vietnam
βιετνάμ	vietnamski
παρούσα	prisotna
παρούσα	prisotni
παρούσα	prisotno
παρούσα	sedanjost
παρούσα	prisoten
ντοκιμαντέρ	dokumentarec
ντοκιμαντέρ	dokumentarci
υψηλότερη	najvišjo
υψηλότερη	najvišje
υψηλότερη	najvišji
υψηλότερη	najvišja
υψηλότερη	višja
υψηλότερη	višji
υψηλότερη	višje
συνθέσεις	konfiguracije
πωλ	paul
πωλ	pavel
άμστερνταμ	amsterdam
άμστερνταμ	amsterdamu
επιθυμία	željo
επιθυμία	želja
επιθυμία	poželenje
επιθυμία	željo
επιθυμία	želja
γεωγραφικό	geografski
γεωγραφικό	zemljepisno
γεωγραφικό	geografska
γεωγραφικό	geografsko
προφορά	izgovorjava
προφορά	naglas
προφορά	naglas
άγιοι	svetniki
αναπτύσσεται	razvije
ακολουθώντας	sledim
ιούλιος	julij
ιούλιος	julija
σκότωσε	ubil
σκότωσε	ubitih
σκότωσε	ubit
σκότωσε	ubita
σκότωσε	umorjen
σκότωσε	umorjena
τζακ	jack
συμπέρασμα	zaključek
συμπέρασμα	sklep
συμπέρασμα	ugotovitev
σταυρό	križec
σταυρό	navzkrižna
σταυρό	križ
σταυρό	cross
σταυρό	navzkrižno
χερσόνησο	polotok
μηχανές	motorje
μηχανές	motorji
μηχανές	stroji
μηχανές	stroji
αγωνιστές	borca
αγωνιστές	borci
μεταβολή	spremembe
μεταβολή	spremeni
μεταβολή	sprememba
εκατό	sto
μάρτιν	martina
μάρτιν	martin
φορείς	nosilci
φορείς	prevozniki
σκάφος	plovilo
σκάφος	posoda
σκάφος	ladjo
σκάφος	ladja
σκάφος	plovilo
σκάφος	jadrnica
σκάφος	ladja
σκάφος	čoln
ένταση	napetost
ένταση	napetosti
ένταση	intenzivnost
ένταση	svetilnost
απουσία	odsotna
απουσία	odsoten
απουσία	odsotnosti
απουσία	odsotnosti
απουσία	odsotnost
όροι	izrazi
όροι	pogoji
όροι	pogoji
δίσκους	diski
δίσκους	diske
δίσκους	diski
δίσκους	diske
δέντρα	dreves
δέντρα	drevje
δέντρα	drevesa
μέγιστη	maksimum
μέγιστη	največja
εκλέγεται	izvoljeni
εκλέγεται	izvoljen
εκλέγεται	izvoljena
μόναχο	münchen
μόναχο	münchnu
μόνιμα	trajni
μόνιμα	trajen
μόνιμα	trajna
μόνιμα	trajno
μόνιμα	stalna
μόνιμα	trajno
σταυρός	križec
σταυρός	navzkrižna
σταυρός	križ
σταυρός	cross
σταυρός	navzkrižno
σταυρός	križ
δίκτυα	mreže
δίκτυα	omrežja
δημιουργός	stvarnik
δημιουργός	izdelovalec
δημιουργός	stvarnika
δημιουργός	ustvarjalec
δημιουργός	stvarnik
μέσων	inštrumenti
μέσων	instrumenti
φίλοι	prijateljev
φίλοι	prijatelji
φίλοι	friends
φίλοι	prijatelje
στελέχη	sevi
στελέχη	direktorji
όπλων	roke
όπλων	orožje
όπλων	roki
δείκτης	indeks
δείκτης	kazalo
δείκτης	kazalnik
δείκτης	indikator
δείκτης	kazalec
εντύπωση	vtis
αναλογία	razmerje
άγνωστος	neznan
άγνωστος	neznani
άγνωστος	neznano
άγνωστος	neznana
πρόσφατες	nedavne
πρόσφατες	nedavno
πρόσφατες	nedavna
δυνατότητες	možnosti
δυνατότητες	potencialno
δυνατότητες	potencial
ουρά	vrsta
ουρά	rep
ουρά	tail
αποικίες	kolonije
λογότυπο	logo
λογότυπο	logotip
αυξάνεται	povečanje
αυξάνεται	naraščajoče
αυξάνεται	povečevanje
ήρωας	junak
ήρωας	heroj
κορυφαία	top
κορυφαία	vrh
μικρότερα	manjše
μικρότερα	manjša
μικρότερα	manjši
επιτρέπεται	dovoljeno
επιτρέπεται	dovoljen
επιτρέπεται	dovoljeno
επιτρέπεται	dovoljen
αέριο	bencin
αέριο	gas
αέριο	plin
συν	plus
νήσος	island
νήσος	otok
νήσος	otoku
μεραρχία	razdelek
μεραρχία	delitev
μεραρχία	deljenje
μεραρχία	oddelek
μεραρχία	divizija
ακολουθία	zaporedje
οξυγόνο	kisika
οξυγόνο	kisik
ταξινόμηση	razvrščanje
ταξινόμηση	klasifikacija
ταξινόμηση	uvrstitev
ταξινόμηση	razvrščanje
ταξινόμηση	razvrstitev
ποινή	kazen
ποινή	kazni
ποινή	kazen
ποινή	stavek
ποινή	obsodba
αναπαράσταση	zastopanje
αναπαράσταση	ponazoritev
αναπαράσταση	predstavništvo
αναπαράσταση	uprizoritve
ματς	ujemanje
ματς	ujema
έντουαρντ	edvard
έντουαρντ	edward
λαμβάνουν	prejeti
αυτόματα	samodejno
αυτόματα	avtomatsko
αυτόματα	samodejni
αυτόματα	samodejna
αυτόματα	avtomatično
αυτόματα	samodejno
αυτόματα	avtomatsko
γυμναστήριο	fitnes
γυμναστήριο	telovadnica
γυμναστήριο	telovadnici
γυμναστήριο	telovadnici
γυμναστήριο	telovadnica
λίμνες	jezer
λίμνες	jezera
πίστευε	verjel
πίστευε	verjela
πίστευε	verjeli
χαν	khan
χαν	kan
χαν	hana
χαν	han
νόμους	zakoni
νόμους	zakone
λήψη	prenos
λήψη	naloži
λήψη	vzemite
λήψη	vzemi
χριστιανοί	christian
χριστιανοί	krščanski
χριστιανοί	kristjan
χριστιανοί	kristjane
χριστιανοί	kristjani
χριστιανοί	kristjanov
εμφανίζει	prikaže
οπτική	vizualno
οπτική	optika
ενίσχυση	pomoč
ενίσχυση	pomoči
αποκατάσταση	obnovitev
αποκατάσταση	obnavljanje
αποκατάσταση	obnova
αποκατάσταση	obnovo
αποκατάσταση	rehabilitacija
αποκατάσταση	rehabilitacije
αποκατάσταση	rehabilitacijo
διευθυντή	direktor
διευθυντή	direktorica
διευθυντή	režiser
ευγενείς	plemiči
ευγενείς	plemiči
ευγενείς	plemenite
ευγενείς	plemenit
ευγενείς	plemenito
ευγενείς	plemenita
ευγενείς	plemeniti
μάρκος	markos
μάρκος	marcos
δέρμα	usnje
δέρμα	koža
δέρμα	koži
δέρμα	kože
δέρμα	kožo
οθόνη	ekran
οθόνη	zaslon
οθόνη	spremljanje
οθόνη	monitor
σάο	sao
σάο	sao
τουρκικά	turška
τουρκικά	turški
τουρκικά	turško
μίλια	kilometre
μίλια	milje
μίλια	kilometri
μίλια	miles
μίλια	kilometrov
μίλια	milj
προτείνω	priporočamo
προτείνω	priporoči
προτείνω	priporočam
ιδρύματα	institucije
ιδρύματα	nosilci
ιδρύματα	ustanove
ήχο	zvok
ήχο	zvoka
ήχο	zvok
ήχο	avdio
στρατευμάτων	čet
στρατευμάτων	četa
στόλος	ladjevje
στόλος	floto
στόλος	flota
στόλος	flote
σκωτία	škotske
σκωτία	škotski
σκωτία	škotsko
σκωτία	škotska
ίδιοι	ista
ίδιοι	enaka
ίδιοι	enako
ίδιοι	isto
ακτινοβολία	sevanje
ακτινοβολία	obsevanje
ακτινοβολία	sevanja
μένει	ostane
έγκλημα	zločin
έγκλημα	kriminal
έγκλημα	kriminala
συσκευές	naprave
συσκευές	aparati
συσκευές	naprave
συσκευές	naprav
συσκευές	pripomočki
συσκευές	aparati
συσκευές	aparat
γιαν	jan
ρωμαίος	rimljan
ρωμαίος	rimska
ρωμαίος	roman
ρωμαίος	romana
ρωμαίος	rimske
ρωμαίος	romeo
τάφος	grobnica
τάφος	grobnico
τάφος	grob
τάφος	groba
σχολές	šole
σχολές	šol
σχολές	fakultet
ρίζα	korenina
ρίζα	korena
ρίζα	koren
ρίζα	korenine
ρίζα	root
κοινωνικά	socialno
κοινωνικά	družabni
κοινωνικά	družabno
κοινωνικά	socialne
κοινωνικά	socialna
κοινωνικά	družbena
σωστό	desno
σωστό	right
σωστό	pravica
σωστό	prav
σωστό	pravilno
σωστό	pravilna
σωστό	pravilen
σωστό	pravilni
κομητεία	okrožni
κομητεία	okrožje
κομητεία	okraj
κομητεία	okrožju
κεφάλαιο	poglavje
κεφάλαιο	kapitala
κεφάλαιο	prestolnica
κεφάλαιο	kapital
αντιπροσωπεύει	predstavlja
αντιπροσωπεύει	zastopa
πνευματική	duhovna
πνευματική	duhovni
πνευματική	duhovnega
πνευματική	duhovne
πνευματική	duhovno
πνευματική	intelektualna
πνευματική	intelektualne
πνευματική	intelektualno
εκδότης	založnik
εκδότης	izdajatelj
εκδότης	urednik
εκδότης	urejevalnik
εκδότης	izdajatelja
εκδότης	izdajatelj
χρυσά	zlat
χρυσά	zlato
χρυσά	zlata
χρυσά	zlate
χρυσά	zlati
χρυσά	zlat
χρυσά	zlato
χρυσά	zlate
χρυσά	zlati
χρυσά	zlata
παλαιότερη	najstarejša
παλαιότερη	najstarejši
παλαιότερη	starejša
παλαιότερη	starejši
παλαιότερη	starejše
υψηλό	visoko
υψηλό	visoka
παραδοσιακό	tradicionalna
παραδοσιακό	tradicionalni
παραδοσιακό	tradicionalne
παραδοσιακό	tradicionalen
παραδοσιακό	tradicionalno
όρη	hribi
όρη	planine
όρη	gore
όρη	gorovje
αποφασίστηκε	odločeno
αποφασίστηκε	odločil
αποφασίστηκε	odločila
αποφασίστηκε	odločili
μοναδικός	edinstveno
μοναδικός	edinstven
μοναδικός	edinstvena
μοναδικός	enkratna
παραλλαγή	varianta
παραλλαγή	različica
παραλλαγή	variacije
ξεκινάει	prične
σκοτώθηκαν	ubitih
σκοτώθηκαν	ubit
σκοτώθηκαν	ubita
σκοτώθηκαν	umorjen
σκοτώθηκαν	umorjena
ζακ	zac
ζακ	zack
ζακ	zach
ζακ	jacques
φινλανδία	finska
νωρίς	zgodnje
νωρίς	zgodnja
νωρίς	zgodnji
νωρίς	zgodaj
κατασκευάστηκαν	proizvedeno
κατασκευάστηκαν	proizveden
κατασκευάστηκαν	izdelano
κατασκευάστηκαν	izdelan
κατασκευάστηκαν	izdelane
μάτι	očesu
μάτι	eye
μάτι	oko
συλλογικό	kolektivna
συλλογικό	kolektivno
συλλογικό	kolektiv
ύμνος	himna
ύμνος	himno
ύμνος	himna
ύμνος	himno
κανάλια	kanali
κανάλια	kanali
νορβηγία	norveško
νορβηγία	norveška
ορυκτά	mineralov
ορυκτά	minerali
ορυκτά	mineralnih
ορυκτά	mineralno
ιδιοκτησία	last
ιδιοκτησία	lastnost
ιδιοκτησία	premoženje
ιδιοκτησία	nepremičnine
ιδιοκτησία	lastnina
ιδιοκτησία	lastništvo
είσοδος	vstop
είσοδος	vhod
είσοδος	vhodna
είσοδος	vnos
είσοδος	vložek
είσοδος	vstop
είσοδος	vnos
σχηματίζεται	oblikovanje
σχηματίζεται	oblikovane
σχηματίζεται	oblikovani
αποσαφήνιση	razjasnitvi
αποσαφήνιση	pojasniti
αποσαφήνιση	pojasnitev
αποσαφήνιση	razločitev
αποσαφήνιση	pojasnilo
αποσαφήνιση	razjasnitev
αποσαφήνιση	pojasnitev
μεσόγειο	sredozemski
μεσόγειο	sredozemlju
μεσόγειο	sredozemsko
μεσόγειο	sredozemlje
αεροσκαφών	letalo
αεροσκαφών	zrakoplovi
αεροσκαφών	zrakoplov
αεροσκαφών	letala
πάντοτε	vedno
πάντοτε	zmeraj
χάρτες	zemljevidi
χάρτες	zemljevide
χοσέ	jose
χοσέ	josé
χοσέ	jose
χοσέ	josé
ζηλανδία	zelandija
ζηλανδία	zelandijo
ζηλανδία	zelandije
κυβερνήσεις	vladam
κυβερνήσεις	vlade
μαξ	max
μαξ	največ
μαξ	maks
επαγγελματίας	profesionalno
επαγγελματίας	strokovna
επαγγελματίας	strokovno
επαγγελματίας	poklicna
επαγγελματίας	poklicne
επαγγελματίας	strokovni
επαγγελματίας	pro
αντίστασης	upor
αντίστασης	odpornost
αντίστασης	odpor
αντίστασης	upiranje
συστηματική	sistemska
συστηματική	sistematične
συστηματική	sistematično
συστηματική	sistematičnega
κινητήρες	motorje
κινητήρες	motorji
ίχνη	skladbe
ίχνη	sledi
ίχνη	tiri
ίχνη	sledovi
ίχνη	sled
μηνών	meseci
μηνών	meseca
μηνών	mesece
μηνών	mesecev
σπορ	šport
σπορ	sport
σπορ	športno
σπορ	športni
σπορ	šport
σπορ	športne
σπορ	športna
στρατηγική	strategijo
στρατηγική	strategija
δημοσίευση	napotitvi
δημοσίευση	objavljanje
δημοσίευση	objavi
δημοσίευση	objava
δημοσίευση	objavo
δημοσίευση	objavljanje
δημοσίευση	objavljene
δημοσίευση	objavljena
δημοσίευση	objavljeno
δημοσίευση	objavljeni
δημοσίευση	objavljen
δημοσίευση	objava
δημοσίευση	post
δημοσίευση	objavi
δημοσίευση	objavo
βιβλιοθήκες	knjižnice
ανακοίνωση	obvestilo
ανακοίνωση	obveščanje
ανακοίνωση	komunikacija
ανακοίνωση	komuniciranje
ανακοίνωση	sporazumevanje
ανακοίνωση	sporočanje
ευρύ	široka
ευρύ	široki
ευρύ	široko
ευρύ	širok
κόμικς	stripi
κόμικς	stripov
κόμικς	stripe
σκάφη	čolni
σκάφη	ladje
σκάφη	posode
σκάφη	plovil
σκάφη	plovila
γνώσεις	znanja
γνώσεις	poznavanje
γνώσεις	znanje
απαραίτητη	potrebno
ζώνες	območja
ζώνες	cone
ζώνες	pasovi
ζώνες	pasove
ζώνες	pasovi
θύματα	žrtve
επιθετικός	agresivno
επιθετικός	agresivne
επιθετικός	agresiven
επιθετικός	striker
πετρούπολη	petersburgu
πνευματικά	duhovna
πνευματικά	duhovni
πνευματικά	duhovnega
πνευματικά	duhovne
πνευματικά	duhovno
πνευματικά	duhovno
πνευματικά	duševno
πνευματικά	mentalno
πνευματικά	psihično
πνευματικά	umsko
λαρούς	larousse
άλμα	preskok
άλμα	skok
άλμα	skoči
άλμα	skok
άλμα	preskok
άλμα	alma
πολιτικούς	politikov
πολιτικούς	politiki
δήλωση	izjavo
δήλωση	navedba
δήλωση	izjava
δήλωση	deklaracija
δήλωση	izjava
θέα	ogled
θέα	razgled
θέα	pogled
