eligió	vybral
concejal	radního
concejal	radní
concejal	radní
concejal	radní
concejal	radní
chocolate	čokoládové
chocolate	čokoládu
chocolate	čokolády
chocolate	čokoláda
chocolate	čokoládová
calzada	causeway
suya	vaše
suya	tvoje
suya	váš
suya	tvůj
terminada	dokončeno
terminada	dokončené
terminada	skončil
terminada	hotovo
tumbas	hrobky
tumbas	hroby
conservar	zachovávat
conservar	zachovat
conservar	uchovat
conservar	udržujte
conservar	zachovat
berkeley	berkeley
inmediata	okamžité
inmediata	bezprostřední
inmediata	okamžitá
inmediata	okamžitý
riego	zavlažování
jacobo	jacob
jacobo	jakub
jacobo	jakuba
jacobo	james
jacobo	jakub
jacobo	jamesi
jacobo	jamese
piernas	nohy
piernas	nožičky
piernas	nožky
típicamente	typicky
dramático	drama
dramático	dramatický
dramático	dramatické
dramático	dramatická
músculo	svalů
músculo	svaly
músculo	svaly
músculo	sval
sul	sul
atleta	sportovec
atleta	atlet
val	vale
val	val
bonus	bonus
bonus	prémie
bonus	bonusy
bonus	příplatek
croata	chorvat
croata	chorvatské
perdón	promiňte
perdón	promiň
paquete	balík
paquete	balíček
paquete	balení
paquete	balík
paquete	zabalit
paquete	smečka
paquete	sbalit
públicamente	veřejně
busto	zátah
desconocida	neznámá
desconocida	neznámý
desconocida	neznámé
especialistas	odborníci
especialistas	specialisty
especialistas	odborník
especialistas	specialista
opuesto	opak
opuesto	naproti
mono	mono
mono	opičák
mono	opice
mono	opička
trastornos	poruchy
afectados	ovlivněn
afectados	postižené
afectados	zasažené
rehabilitación	rehabilitace
rehabilitación	rehabilitaci
rehabilitación	rehabilitace
revelación	zjevení
revelación	odhalení
revelación	zveřejnění
aluminio	hliník
aluminio	hliník
satélites	satelity
satélites	družice
satélites	družice
satélites	satelitní
satélites	satelit
zero	nulová
zero	zero
zero	nuly
zero	nula
infección	infekce
infección	infekce
infección	nákaza
navales	námořní
largometraje	rys
largometraje	vlastnost
noveno	devátý
noveno	devátá
noveno	deváté
mezquita	mešity
kurt	kurt
kurt	kurta
contratos	zakázky
contratos	kontrakty
contratos	smlouvy
guardias	dozorci
guardias	strážní
guardias	stráže
definida	vymezené
definida	definovaný
definida	definováno
definida	definovaná
definida	definované
regente	regent
terrorista	teroristické
terrorista	teroristický
terrorista	terorista
terrorista	teroristy
terrorista	teroristé
desarrollando	rozvojových
desarrollando	rozvíjení
superficial	povrchová
superficial	povrchní
superficial	povrchové
superficial	povrchní
superficial	povrch
superficial	povrchu
hardware	hardware
hardware	železářství
abundancia	hojnost
abundancia	hojnosti
abundancia	nadbytek
procesamiento	obrábění
procesamiento	zpracovávání
procesamiento	zpracování
procesamiento	přepracování
resultando	výsledný
resultando	výsledné
resultando	výsledná
gubernamental	vládní
marfil	slonoviny
test	test
test	zkouška
test	otestovat
redactor	vydavatel
redactor	redaktor
redactor	editor
redactor	šéfredaktor
gaspar	caspar
gaspar	gaspar
conspiración	konspirace
conspiración	spiknutí
estratégica	strategické
estratégica	strategický
estratégica	strategická
secundarias	sekundární
verbo	sloveso
excelencia	excelence
excelencia	excelence
funcionario	úředník
funcionario	oficiální
funcionario	úřední
explorador	skaut
explorador	průzkumník
explorador	explorer
explorador	průzkumník
explorador	prohlížeč
cumpleaños	narozeniny
cumpleaños	narozeniny
kate	kate
taxonomía	taxonomie
útiles	užitečná
útiles	užitečný
útiles	užitečné
útiles	užitečná
útiles	užitečný
útiles	užitečné
mixto	smíšená
mixto	smíšená
mixto	smíšené
mixto	smíšený
interino	prozatímní
melodía	melody
melodía	melodie
melodía	melodie
melodía	melodii
estimación	odhad
estimación	odhadnout
estimación	odhad
estimación	odhad
estimación	odhadované
estimación	odhadovaná
luigi	luigi
afc	afc
albania	albánie
area	oblasti
area	oblast
area	plocha
estrechamente	úzce
comunicado	komuniké
comunicado	prohlášení
comunicado	výkaz
dieciséis	sixteen
dieciséis	šestnáct
ucraniano	ukrajinské
ucraniano	ukrajinský
detenidos	zadržených
detenidos	zatčený
detenidos	zatčen
detenidos	zadržen
esencia	podstata
esencia	esence
seúl	soulu
seúl	soul
conversaciones	rozhovory
conversaciones	konverzace
conversaciones	rozhovory
percepción	vnímání
percepción	vnímání
fijo	stanovena
fijo	pevná
fijo	pevné
fijo	fixní
subespecies	poddruh
descripciones	popisy
fundar	založení
fundar	zakládající
cuadrada	náměstí
cuadrada	čtverec
artísticos	umělecké
artísticos	umělecká
artísticos	umělecký
full	plné
full	plný
full	plná
introduce	zavádí
excavaciones	vykopávky
excavaciones	vykopávky
excavaciones	podnájem
wii	wii
pila	baterie
pila	hromada
pila	hromadu
pila	hromádka
pila	stack
regularmente	pravidelně
caos	chaos
caos	chaosu
caos	chaos
módulo	modul
eslovenia	slovinsko
eslovenia	slovinské
soccerway	soccerway
turcos	turci
turcos	turecký
turcos	turecké
turcos	turecká
sedes	ústředí
sedes	velitelství
sedes	sídlo
garganta	hrdla
garganta	hrdlo
garganta	rokle
eficiencia	efektivita
eficiencia	účinnost
eficiencia	efektivnost
prohibido	zakázané
prohibido	zakázaná
prohibido	zakázáno
prohibido	zakázaný
prohibido	zakázané
prohibido	zakázaná
prohibido	zakázáno
prohibido	zakázaný
prohibido	zakázané
prohibido	zakázáno
mitre	mitre
noruego	norské
noruego	norský
consistente	konzistentní
rítmica	rytmické
rítmica	rytmus
rítmica	rytmu
dulces	bonbóny
dulces	bonbony
dulces	cukroví
dulces	sladkosti
dulces	cukrovinky
dulces	bonbóny
dulces	cukroví
dulces	sladkosti
dulces	candy
dulces	sladký
dulces	sladká
dulces	sladké
dulces	sweet
permanencia	stálost
watson	watson
watson	watsonová
cantó	sang
cantó	zpíval
cantó	zpívala
euskera	baskický
anglo	anglo
historietas	komiks
historietas	komiksy
philadelphia	philadelphie
philadelphia	filadelfie
philadelphia	philadelphii
grueso	hromadná
grueso	hustý
grueso	husté
grueso	tlustý
grueso	hustá
exceso	přebytek
exceso	nadbytek
triángulo	trojúhelník
bart	bart
habsburgo	habsburské
relativo	příbuzná
relativo	relativně
relativo	relativní
relativo	příbuzný
cama	postelí
cama	povlečení
cama	lůžko
cama	posteli
cama	postele
cama	postel
eficaz	účinné
eficaz	efektivní
eficaz	účinná
eficaz	účinné
eficaz	efektivní
eficaz	účinný
comenta	komentář
comenta	komentovat
comenta	komentáře
comenta	komentář
comenta	připomínky
comenta	komentáře
comenta	poznámky
terminando	dokončení
terminando	končící
terminando	ukončení
piedad	skoda
piedad	škoda
piedad	milosrdenství
piedad	mercy
piedad	slitování
piedad	milost
piedad	zbožnost
camilo	camilo
ram	ram
michoacán	michoacán
realismo	realismus
espinosa	espinosa
subespecie	poddruh
conversación	konverzaci
conversación	rozhovor
conversación	konverzace
dante	dante
pionero	pioneer
clasificar	klasifikovat
emisoras	nádraží
emisoras	stanice
espinas	trny
espinas	thorne
espinas	trn
espinas	trny
cretácico	křídy
ted	ted
habitaciones	ložnice
habitaciones	ložnic
habitaciones	místnosti
habitaciones	pokoje
myspace	myspace
ambientales	ekologické
ambientales	environmentální
ambientales	ekologická
arbustos	křoví
arbustos	keře
arbustos	keře
arbustos	keř
aeropuertos	letištní
aeropuertos	letiště
aeropuertos	letiště
urbanización	urbanizace
mencionados	zmínila
mencionados	zmíněna
mencionados	zmínil
utc+	utc+
adjunto	zástupce
adjunto	zástupkyně
adjunto	náměstek
adjunto	připojené
adjunto	připojeno
adjunto	příloha
adjunto	přílohy
adjunto	přílohu
supervivencia	přežití
cómics	komiks
cómics	komiksy
pistola	pistoli
pistola	pistol
pistola	pistole
pistola	zbraň
pistola	pistole
ascensión	vzestup
ascensión	povznesení
ascensión	stoupání
cover	krýt
cover	obal
cover	krytí
cover	pokrytí
constancia	constance
constancia	vytrvalost
dennis	dennis
dennis	denis
migración	stěhovavých
migración	migrace
migración	migraci
editora	vydavatel
editora	redaktor
editora	editor
editora	šéfredaktor
hunter	hunter
hunter	lovec
box	box
box	krabice
box	kolonka
box	krabička
box	krabici
noventa	devadesát
noventa	devadesátých
conveniente	výhodné
conveniente	příhodné
conveniente	pohodlné
honoris	honoris
ola	ola
ola	vlna
ilustre	proslulý
martha	marta
martha	martha
adición	přidání
adición	přidávám
adición	přidávání
adición	přidání
adición	doplnění
adición	přidávání
adición	přídavek
adición	dodatek
adición	doplněk
dialecto	dialekt
gramática	gramatiku
limpieza	čistota
limpieza	úklid
limpieza	úklid
limpieza	čištění
limpieza	čisté
limpieza	vyčistit
limpieza	čistý
limpieza	čistá
limpieza	úklid
explorer	explorer
explorer	průzkumník
marcar	vytočit
marcar	označit
marcar	značka
marcar	mark
teatrales	divadelní
oceanía	oceánie
cáucaso	kavkazu
cáucaso	běloch
solicitar	požadavek
solicitar	žádost
solicitar	požádat
solicitar	žádající
after	po
after	poté
varela	varela
wang	wang
revolucionaria	revoluční
enamorado	milenec
enamorado	milenka
enamorado	milence
enamorado	milovník
policías	policajti
policías	poldové
policías	policisty
policías	policisté
policías	policie
arcade	herna
arcade	herny
púrpura	fialová
púrpura	fialové
púrpura	fialový
eclesiástica	církevní
tecnológica	technologii
tecnológica	technologie
tecnológica	technika
tecnológica	technologický
tecnológica	technologická
tecnológica	technologické
expresar	expres
expresar	express
expresar	vyjádřit
expresar	expresní
jacinto	jacinto
qui	qui
uribe	uribe
minoría	menšiny
minoría	menšina
minoría	menšiny
medicamentos	léky
medicamentos	drogy
medicamentos	léky
medicamentos	léčiva
medicamentos	léky
crean	vytvoření
crean	vytváření
crean	vytvořit
bebida	pít
bebida	pití
bebida	pít
bebida	nápoj
bebida	pití
bebida	nápoje
bebida	pití
bebida	nápoje
bebida	nápoj
mitchell	mitchell
rascacielos	mrakodrap
rascacielos	mrakodrapy
aceptada	přijaté
aceptada	přijato
aceptada	přijatá
aceptada	přijat
aceptada	přijata
favorito	oblíbené
favorito	oblíbená
favorito	oblíbené
favorito	nejoblíbenější
favorito	oblíbená
favorito	oblíbený
conjunta	kloub
conjunta	společné
conjunta	joint
apoya	podporuje
transforma	proměnit
élite	elita
élite	elity
élite	elitní
futuros	futures
pagina	stránky
pagina	strana
pagina	stránka
pagina	page
pagina	stránku
contreras	contreras
ncaa	ncaa
negativo	záporné
negativo	negativní
cordero	jehněčí
cordero	jehně
cordero	beránek
cordero	skopové
provocar	vyprovokovat
provocar	provokovat
provocar	provokovat
leonard	leonarda
leonard	leonard
ibm	ibm
coma	kóma
coma	kómatu
coma	čárka
coma	sníst
coma	jíst
oscuridad	tmavá
oscuridad	tmavé
oscuridad	dark
oscuridad	temné
oscuridad	tmavý
oscuridad	tmavě
oscuridad	temnota
oscuridad	tma
oscuridad	temnoty
oscuridad	temnotu
oscuridad	tmy
oscuridad	zapomnění
caracol	šnek
estatuas	sochy
estatuas	soch
days	dní
days	dnů
days	dny
malos	bad
malos	špatný
cazadores	lovce
cazadores	lovci
cazadores	hunter
cazadores	lovec
temple	svatyně
temple	temple
temple	chrám
urbanismo	urbanismus
tokyo	tokiu
tokyo	tokio
vendidos	prodané
vendidos	prodán
vendidos	prodal
vendidos	prodáno
doctores	doktoři
doctores	doktorů
doctores	lékaři
hércules	herkules
trastorno	porucha
restricciones	omezení
restricciones	omezení
restricciones	omezení
traición	zrada
traición	zradu
traición	zrada
traición	zrady
traición	zrada
traición	zrady
amenazas	výhružky
amenazas	ohrožení
amenazas	výhrůžky
amenazas	hrozby
amenazas	vyhrožování
suministro	zásobování
rumores	zvěsti
rumores	pomluvy
rumores	fámy
rumores	zvěsti
rumores	fámy
heredia	heredia
sandra	sandro
sandra	sandra
sombrero	sombrero
sombrero	klobouček
sombrero	čepice
sombrero	klobouk
sentir	cítit
residencial	obytné
mit	mit
mit	mit
territoriales	teritoriální
territoriales	územní
herzegovina	hercegovina
herzegovina	bih
abel	abel
armonía	harmonie
armonía	soulad
armonía	harmony
armonía	harmonii
amo	mistr
amo	mistře
cadáver	tělo
cadáver	mrtvola
cadáver	mrtvolu
cadáver	mrtvola
distingue	rozlišuje
distingue	odlišuje
obligación	povinnost
obligación	povinnosti
obligación	závazek
soccer	fotbal
sweet	sladký
sweet	sladká
sweet	sladké
sweet	sweet
distancias	vzdálenosti
distancias	vzdálenosti
distancias	vzdálenost
distancias	odstup
pensó	myšlenka
pensó	myslel
bordes	hranice
bordes	hranic
bordes	okraje
bordes	hrany
fracción	zlomek
fracción	frakce
cintas	stuhy
cintas	kazety
cintas	kazety
cintas	nahrávky
cintas	pásky
kenia	keni
kenia	keňský
homosexualidad	lgbt
homosexualidad	homosexualita
homosexualidad	homosexuál
homosexualidad	homosexuální
allende	allende
joão	joão
picos	hroty
picos	peaks
picos	vrcholy
picos	zobáky
aníbal	hannibal
aníbal	aníbal
defensas	blatníky
defensas	obrany
defensas	obrana
defensas	obhajoba
defensas	obranu
orquídeas	orchidej
orquídeas	orchideje
orquídeas	orchideje
agrega	přidejte
agrega	přidání
agrega	přidej
agrega	přidat
agrega	přidá
agrega	dodává
agrega	přidává
invitación	pozvání
invitación	pozvat
invitación	pozvánka
invitación	pozvání
invitación	pozvánka
invitación	pozvánku
patagonia	patagonie
cívica	občanská
cívica	občanské
terra	terra
presentando	představujeme
mágico	magie
mágico	magic
mágico	čáry
mágico	kouzlo
mágico	kouzelné
mágico	kouzelná
mágico	magický
mágico	kouzelný
mágico	magické
mágico	kouzelné
richter	richter
ritual	rituály
ritual	rituál
ritual	rituální
corpus	corpus
exclusivo	výhradní
exclusivo	výlučné
exclusivo	exkluzivní
príncipes	princové
round	kolo
round	kulaté
round	kulatá
round	kulatý
pete	pete
pete	peta
muerta	mrtvá
muerta	mrtvý
muerta	mrtví
ritmos	bije
ritmos	rytmy
adicionalmente	dodatečně
nombrar	pojmenování
bebidas	nápoje
bebidas	nápoje
bebidas	nápoj
bebidas	nápoje
bebidas	pití
llanos	plains
llanos	roviny
llanos	pláně
stanford	stanfordu
stanford	stanford
newton	newton
dell	dell
cartago	carthage
wikipedistas	wikipedisté
expuesto	vykazovali
expuesto	vystaveno
expuesto	vystaven
expuesto	vystavené
expuesto	nechráněný
ion	iontové
incapaz	neschopný
incapaz	neschopná
incapaz	neschopný
aparatos	aparáty
aparatos	přístroje
aparatos	přístroj
aparatos	aparát
aparatos	přístroje
aparatos	zařízení
aparatos	vychytávky
aparatos	spotřebiče
leon	leona
leon	leone
leon	leon
greg	greg
arañas	pavouci
arañas	pavouků
arañas	pavouky
arañas	pavouk
arañas	pavoučí
arañas	spider
bush	křoví
bush	bush
bush	bushe
bush	keř
bush	bushova
automática	automatický
automática	automatické
automática	automatická
consciente	vědomí
lola	lola
lola	lolo
honores	vyznamenání
honores	pocty
honores	pocty
monje	mnich
monje	mniši
monje	mnichy
monje	mnichů
fragmento	úlomek
fragmento	úlomek
químicas	chemická
químicas	chemikálie
químicas	chemické
químicas	chemický
anales	anální
anales	análů
claustro	fakulty
claustro	fakulta
choque	šoku
choque	šok
choque	havárie
choque	krach
choque	clash
choque	střet
azerbaiyán	ázerbájdžánu
azerbaiyán	ázerbájdžánské
sierras	pily
comprender	pochopit
comprender	porozumění
comprender	pochopení
comprender	chápání
exacta	přesné
exacta	přesná
exacta	přesný
exacta	přesné
exacta	přesná
exacta	přesný
legislativa	legislativní
romeo	romea
romeo	romeo
auditorio	diváci
auditorio	publikum
auditorio	audience
transmitido	předány
transmitido	předané
eslovaquia	slovensko
eslovaquia	slovakia
afectado	ovlivněn
afectado	postižené
afectado	zasažené
hablado	mluvil
hablado	mluvili
círculos	kruhy
círculos	kroužky
entierro	pohřeb
entierro	pohřeb
entierro	pohřební
entierro	pohřbít
entierro	pochovat
entierro	zakopat
trayecto	putování
trayecto	cesta
interesado	zájem
interesado	zajímá
interesado	zajem
claves	klíče
claves	klávesy
claves	klíčky
claves	klíče
claves	klíčové
claves	klíčová
claves	klíč
fragata	fregata
narrador	vypravěč
unir	připojit
unir	sjednotit
intermedio	přestávka
intermedio	meziproduktů
luke	luke
luke	luka
luke	luku
luke	lukáš
hermann	hermann
mayormente	většinou
mayormente	hlavně
mayormente	převážně
colocado	umístěna
colocado	umístěné
colocado	umístěno
remo	veslování
remo	veslo
remo	pádlo
remo	remo
computadoras	počítače
computadoras	počítačová
computadoras	počítač
computadoras	počítače
computadoras	počítači
sacrificio	obětovat
sacrificio	oběť
sacrificio	obětování
intenciones	úmysly
intenciones	záměry
intenciones	úmysl
intenciones	záměr
promesa	slib
ejecutados	provedený
ejecutados	proveden
ejecutados	popraven
ejecutados	provedené
todd	todd
consultar	konzultovat
consultar	dotaz
cilindros	válec
cilindros	válce
walt	walt
walt	walta
belgrado	bělehradu
raro	vzácný
raro	vzácné
raro	vzácná
raro	podivín
raro	divné
raro	divný
baterías	baterie
baterías	baterie
baterías	baterky
abuso	zneužití
abuso	týrání
abuso	zneužívání
receptores	příjemci
receptores	přijímače
estrategias	strategie
intersección	křižovatce
intersección	křižovatky
intersección	křižovatka
aumentando	zvyšování
conquistar	dobýt
conquistar	dobývání
almas	duší
almas	duše
stuart	stuart
superficies	povrchy
fila	řadě
fila	řada
fila	řádek
natalia	natasha
natalia	natálie
natalia	natalie
natalia	natálie
natalia	natalja
natalia	natálie
natalia	natalie
toque	dotek
toque	dotyk
deseos	přání
deseos	přeje
deseos	touhy
brujas	čarodějnice
brujas	čarodějky
brujas	bruggách
continentales	kontinentální
causado	způsobilo
causado	způsobil
causado	způsobené
match	zápas
match	utkání
match	shoda
transmite	přenáší
fiables	spolehlivé
fiables	spolehlivá
fiables	spolehlivý
fiables	spolehlivá
fiables	spolehlivé
fiables	spolehlivý
enfermo	nemocná
enfermo	nemocné
enfermo	nemocný
polar	lední
polar	polární
avanzado	pokročilý
avanzado	vyspělá
avanzado	pokročilé
avanzado	pokročilá
llamas	plamen
llamas	plameny
ortografía	pravopis
away	pryč
poniente	západozemí
caro	caro
caro	nákladné
caro	drahé
esgrima	šerm
equipamiento	zařízení
equipamiento	vybavení
equipamiento	výbava
óptica	optické
óptica	optická
óptica	optický
óptica	optika
ingredientes	ingredience
ingredientes	přísady
párrafo	paragraf
párrafo	odstavec
párrafo	odstavce
pizarro	pizarro
reconocen	rozpoznat
mago	kouzelník
mago	čaroděj
mago	čaroději
mago	kouzelník
mago	mág
mago	mág
sustituir	nahradit
sustituir	náhražka
sustituir	nahradit
montero	montero
eliminados	odstraněno
eliminados	zrušeno
eliminados	odstraněn
eliminados	odstraněna
eliminados	odstraněno
eliminados	odstraněno
eliminados	odstraněna
eliminados	odebráno
eliminados	odstraněny
extraña	cizinec
extraña	míjí
extraña	zvláštní
suicidio	sebevražda
suicidio	sebevraždu
suicidio	sebevraždy
wolfgang	wolfgang
enormes	obrovský
enormes	obrovské
enormes	obrovská
enormes	enormní
enormes	obrovské
amarillas	žlutý
amarillas	žluté
amarillas	žlutá
rompió	zlomený
rompió	zlomil
asiento	sedadlo
asiento	sedačka
asiento	sedadla
presos	vězně
presos	vězni
presos	zajatci
presos	vězni
vice	vice
liderado	vedl
liderado	led
slam	slam
computación	výpočet
computación	výpočetní
quebrada	zlomený
quebrada	zlomil
alerta	výstraha
alerta	upozornění
alerta	poplach
levantar	zvedat
levantar	výtah
levantar	zvednout
naturalista	přírodovědec
jujuy	jujuy
osorio	osorio
rodea	obklopuje
hawái	havaj
hawái	hawaii
wide	širokou
wide	široká
wide	široký
wide	široké
amenazada	vyhrožoval
amenazada	vyhrožovali
superado	překročení
superado	překročena
superado	překonal
submarinos	ponorek
submarinos	ponorky
submarinos	ponorky
submarinos	ponorky
submarinos	ponorku
submarinos	ponorka
susan	zuzana
susan	susan
turca	turku
turca	turk
turca	turek
turca	turecký
turca	turecké
turca	turecká
bailarina	tanečnice
bailarina	tanečník
preparado	příprava
preparado	přípravy
preparado	přípravu
preparado	připravené
preparado	připraveno
expresó	vyjádřené
expresó	vyjádřila
expresó	vyjádřil
expresó	vyjádřeno
borja	borgia
borja	borja
nido	hnízdo
nido	hnízda
reemplazar	nahrazení
reemplazar	nahradit
aprendió	naučil
fibra	vlákno
fibra	vlákna
fibra	vlákno
colaboraciones	partnerství
defendió	bránil
