kennedyn	кеннеді
keittiö	кухня
keittiö	кухню
konsuli	консул
ilmailu	авіації
ilmailu	авіація
ilmailu	aeronautics
sora	гравій
useimmilla	найцікавіше
useimmilla	більшість
todisti	довів
todisti	доводять
todisti	довели
todisti	доведено
solo	solo
solo	соло
keksittiin	вигадав
keksittiin	винайшов
ohjeen	інструкція
sairauksia	недуг
kaupallista	комерційне
kaupallista	комерційного
kaupallista	комерційні
kaupallista	комерційна
kaupallista	комерційний
työntekijän	робітник
työntekijän	працівник
vaarallista	небезпечні
vaarallista	небезпечна
vaarallista	небезпечний
vaarallista	небезпечно
logiikan	логічна
logiikan	логіка
logiikan	логічні
eteneminen	прогресу
eteneminen	забігах
eteneminen	завчасно
viholliset	ворог
viholliset	ворогів
viholliset	вороги
innokas	кін
innokas	прагне
madame	мадам
madame	madame
kap	мис
sähköinen	електричний
sähköinen	електронне
sähköinen	електронні
sähköinen	електроніка
sähköinen	електронна
sähköinen	електронний
sähköinen	електрика
sähköinen	електричний
mona	мона
melbourne	мельбурн
fabian	фабіан
tehtaiden	фабрики
tehtaiden	заводів
luonnetta	характер
luonnetta	символів
luonnetta	персонаж
luonnetta	символ
tilaisuus	нагоди
tilaisuus	нагода
tilaisuus	можливість
simone	симона
simone	сімон
orion	оріон
määrät	суми
määrät	величин
romaniassa	румунії
romaniassa	румунія
olemassaoloa	існування
vallankumousta	революція
vihan	злість
vihan	гнів
vihan	ненависть
vihan	ненавиджу
vihan	ненависть
vihan	ненависті
lex	lex
maxwell	максвелл
vähenee	зменшується
vähenee	зменшення
vähenee	скорочуються
kati	каті
kati	kate
kati	кейт
iskee	hits
selitti	пояснив
selitti	пояснила
käsittelyä	поводження
käsittelyä	обробка
käsittelyä	опрацювання
käsittelyä	обробки
käsittelyä	обробку
käsittelyä	обробка
lange	ланге
canadiens	канадієнс
teräsmies	супермен
juhlat	вечірка
juhlat	партії
juhlat	вечірки
juhlat	партія
juhlat	party
veroja	податкова
veroja	податки
veroja	податок
veroja	податки
arkiston	архівувати
arkiston	архів
kopioi	скопійовано
kopioi	скопіюйте
kopioi	копіювання
kopioi	скопіювати
kopioi	копіювати
kopioi	копія
tuttuja	знайомі
tuttuja	знайомі
tuttuja	знайомих
conrad	конрад
yksinäinen	самотнім
yksinäinen	самотня
yksinäinen	самотні
yksinäinen	самотньо
yksinäinen	самотній
nostettu	виховали
nostettu	виростили
nostettu	карпатські
nostettu	підняли
luulee	думає
luulee	вважає
luulee	гадає
koch	кох
neuvoja	порада
neuvoja	пораду
neuvoja	поради
extra	додатковий
extra	зайві
extra	додаткова
extra	додаткові
poikkeuksellisesti	виключно
kantava	курс
kivestä	камінь
kivestä	stone
kivestä	стоун
agnes	агнес
doo	ду
seksiä	стать
seksiä	секс
seksiä	sex
esseitä	твори
fanny	фанні
matkoilla	подорож
matkoilla	traveling
matkoilla	подорожувати
kirjattu	зареєстровано
kirjattu	зареєстровані
kirjattu	зареєстрований
kirjattu	записано
kirjattu	записав
raketti	ракети
raketti	ракета
sheffield	sheffield
ajettu	вивезли
ajettu	їхали
ajettu	водіння
lena	лена
murhaa	вбивство
murhaa	убивство
ulf	ульф
freddie	фредді
bayer	bayer
vuosisata	ст
vuosisata	століття
vuosisata	century
periaatteita	засади
periaatteita	принципи
sisarukset	сестрички
sisarukset	сестри
sisarukset	родичі
sally	саллі
konkurssin	керуючий
sisäiset	внутрішнє
sisäiset	внутрішній
sisäiset	внутрішня
sisäiset	внутрішні
todellisuutta	реальність
todellisuutta	реаліті
piirrokset	креслення
piirrokset	малюнки
ellis	елліс
loistava	блискуче
loistava	геніально
loistava	казково
loistava	розкішна
lahjakas	подарувати
lahjakas	талановита
lahjakas	талановитий
lahjakas	талановиті
pyrkimys	квест
pyrkimys	quest
andersen	андерсен
riita	суперечка
tavalliset	звичайну
tavalliset	незвично
tavalliset	звичайні
suoritin	процесор
suoritin	процесора
suoritin	цп
vastakohta	протилежність
vastakohta	відміну
vastakohta	протилежний
vastakohta	навпаки
flanderin	фламандський
arvokas	цінні
arvokas	корисна
arvokas	цінний
arvokas	дорогоцінний
arvokas	дорогоцінні
matkustajia	пасажири
matkustajia	пасажирів
tulkintaa	інтерпретація
tulkintaa	тлумачення
welcome	запрошуємо
kemia	хімія
tiukka	міцно
tiukka	туго
tiukka	строга
tiukka	суворий
laurent	лоран
alppien	alpine
autio	закинутий
autio	спустошений
sademäärä	опадами
loki	локі
loki	журнал
loki	лог
loki	log
javier	javier
rms	rms
kgb	кдб
jarrut	брейк
jarrut	гальма
ozzy	ozzy
omar	омар
viiniä	вина
viiniä	вино
weimarin	веймар
trevor	тревор
lupaava	перспективний
suurmestari	керманич
joão	жуан
yksikköä	одиниці
yksikköä	юніт
yksikköä	одиниці
yksikköä	одиниця
kristitty	християни
kristitty	християнин
kristitty	крістіан
kristitty	християнський
kristitty	християнська
patriarkka	патріарх
turkkilaiset	турки
minerva	мінерва
vakuutti	гарантована
savage	дикун
evan	еван
harkita	розглянемо
harkita	вважайте
valencian	валенсія
valencian	валенсійська
biologinen	біологічних
biologinen	біологічна
tarkoituksella	добровільно
ming	мін
riskiä	ризик
räjähdys	вибух
räjähdys	вибухом
räjähdys	вибух
välttämätön	необхідно
välttämätön	необхідні
välttämätön	необхідним
välttämätön	незамінний
välttämätön	незамінна
swift	swift
pysyvää	постійний
gif	gif
ihastunut	близьке
ihastunut	попасти
ihastunut	визнають
ihastunut	крах
kampanja	кампанії
kampanja	похід
kampanja	кампанія
sos	sos
sos	сос
que	que
korjaus	ремонт
korjaus	корекція
lumen	lumen
julma	жорстокий
julma	жорстока
julma	жорстоко
julma	жорстокі
julma	жорстокість
julma	брутальний
julma	шалена
tarjotaan	запропоновано
tarjotaan	запропонували
tarjotaan	запропонував
kommunismin	комунізм
kommunismin	комуністів
gaius	гай
kolmetoista	тринадцять
tavoitteita	цілі
tavoitteita	голи
yhteisöjen	громад
kansalaiset	громадяни
kansalaiset	громадян
kansalaiset	громадянам
konferenssi	конференція
konferenssi	конференції
liikkuva	мобільна
liikkuva	мобільний
liikkuva	мобільного
liikkuva	мобільні
viljaa	зерна
viljaa	зерно
hidasta	повільно
hidasta	повільні
hidasta	повільний
odotetaan	очікується
odotetaan	очікували
odotetaan	очікувана
odotetaan	очікувані
odotetaan	очікувалося
odotetaan	очікування
odotetaan	чекаю
bonnie	бонні
bonnie	боні
kerätään	збір
kerätään	збирання
kerätään	зібраних
kerätään	зібрано
kerätään	зібрані
malesiassa	малайзії
epäonnistunut	невдало
epäonnistunut	невдача
epäonnistunut	збій
epäonnistunut	помилка
lohikäärmeen	dragon
lohikäärmeen	дракон
tuore	свіжі
tuore	свіже
tuore	свіжа
tuore	свіжий
gil	гіл
tekoa	творити
tekoa	внесення
esiintymiset	виступи
analyysi	аналіз
voimistelu	гімнастика
uusittu	оновлена
uusittu	запровадження
ashley	ешлі
bailey	бейлі
lionel	лайонел
klein	кляйн
viljan	зерна
viljan	зерно
polku	контур
polku	шлях
miehityksen	окупаційні
miehityksen	окупація
miehityksen	окупації
vaunu	віз
vaunu	вагон
vaunu	кузов
etenemistä	забігах
soita	відтворити
soita	грати
soita	програти
soita	дзвінок
soita	зателефонувати
soita	виклик
renkaan	шина
renkaan	колесо
renkaan	тіра
tunteet	емоція
tunteet	зворушений
tunteet	емоційні
tunteet	емоційний
tunteet	емоції
tunteet	почуття
annika	анніка
ohjelmointi	програмування
laadittu	написали
jäsenyys	вступу
jäsenyys	членство
valtteri	волтер
valtteri	вальтер
vanhentunut	застаріла
vanhentunut	застаріли
vanhentunut	застаріла
vanhentunut	віком
vanhentunut	застарілий
vanhentunut	застарілий
valmistetut	виготовлено
valmistetut	виготовлена
valmistetut	підготувала
valmistetut	суспільно
valmistetut	підготовлено
valmistetut	підготував
stella	стела
stella	стелла
aloitteen	ініціатива
katarina	катарина
käsitteet	термінології
käsitteet	концепції
käsitteet	принципи
ajattelua	роздуми
ajattelua	мислення
saralla	сара
kenttää	поля
kenttää	поле
terra	terra
katsonut	дивились
katsonut	дивилися
katsonut	дивився
allegro	allegro
todistajat	свідки
todistajat	свідок
laukausta	пострілів
laukausta	постріли
turvallisuutta	безпека
kurssi	курс
kurssi	майданчик
alapuolelle	нижче
alapuolelle	знизу
mls	mls
arvostusta	любителів
arvostusta	авторитет
keskinäinen	взаємного
keskinäinen	спільний
keskinäinen	взаємно
pohjaan	внизу
pohjaan	знизу
arc	арк
arc	дуга
alkoholi	алкоголю
alkoholi	алкоголь
alkoholi	спирт
reagoivat	реагує
reagoivat	реагувати
reagoivat	виводять
auttanut	допоміг
auttanut	допомагали
auttanut	допомогла
auttanut	допомагав
auttanut	допомогли
taidot	навички
taidot	уміння
taidot	навики
taidot	майстерність
taidot	уміння
lääkkeet	наркотики
lääkkeet	наркотиків
lääkkeet	ліків
lääkkeet	ліки
lääkkeet	медицина
lääkkeet	ліки
lääkkeet	ліків
jere	єре
ilona	ілона
hinnat	ціни
abdul	абдул
kuvernementti	губернія
kolmio	трикутник
kolmio	трикутна
kolmio	трикутники
arkeologi	археолог
ulkoisesti	ззовні
rosen	розен
fjodor	федір
vihreää	зелене
vihreää	зелені
vihreää	зелений
puutteita	слабкості
helmikuu	лютому
helmikuu	лютий
helmikuu	лютого
helmikuu	лютого
salaperäinen	загадкова
tiiviisti	тісно
sovelletaan	стосується
sovelletaan	застосовує
sovelletaan	застосовується
sovelletaan	застосувати
hulk	халк
sekoitetaan	мікс
sekoitetaan	суміші
sekoitetaan	суміш
torres	торрес
coupe	кубок
coupe	coupe
lääkärit	лікарям
lääkärit	лікарів
lääkärit	лікарі
laituri	ке
laituri	pier
laituri	платформи
laituri	платформу
laituri	платформа
lähdössä	залишаючи
lähdössä	відправляється
lähdössä	йдемо
voitolla	вигравати
voitolla	забив
voitolla	виграш
voitolla	перемагає
vastarinnan	опору
vastarinnan	опір
astrid	астрід
auf	auf
kokemuksen	досвід
terve	здорові
terve	здоровий
terve	здорове
terve	здорова
lapsuuden	дитинство
lapsuuden	дитинства
käynnistää	запускає
käynnistää	стартувати
käynnistää	запуск
vallitseva	переважним
vallitseva	переважаючі
aloittamista	вступної
sims	sims
percy	персі
harper	гарпер
arvostelua	критика
arvostelua	критики
markkinoiden	ринки
markkinoiden	ринків
markkinoiden	маркет
markkinoiden	ринкова
markkinoiden	ринок
markkinoiden	ринку
klaani	клан
klaani	рід
barack	бараку
liv	лів
porter	портер
nouseva	пробудження
nouseva	rising
nouseva	піднімається
nouseva	зростанням
nouseva	зростання
nya	nya
urban	урбан
urban	міський
maidon	молоко
maidon	молока
maidon	milk
keksiä	куку
keksiä	куки
keksiä	печиво
keksiä	винайти
verkosto	мережа
verkosto	network
verkosto	мережі
verkosto	мережеві
hiippakunta	єпархії
matkustajat	пасажири
matkustajat	пасажирів
matkustajat	мандрівники
matkustajat	пасажир
pato	гребля
raudan	залізний
raudan	залізо
raudan	залізна
raudan	заліза
belle	бель
olivia	олівія
kansanäänestys	референдум
kansanäänestys	референдуми
pojanpoika	внук
pojanpoika	онук
