strategic	stratégiai
avantaje	előnyök
avantaje	előnyei
raw	nyersen
raw	nyers
calugarii	szerzetesek
informat	tájékoztatta
informat	tájékoztatott
informat	tájékozott
inot	úszik
inot	úszás
inot	úszni
inot	úszó
inot	úszás
inot	úszni
inot	úszik
inot	úszás
inot	úszni
inot	úszó
inot	úszás
inot	úszni
blocare	zár
blocare	zárat
blocare	lakat
blocare	zár
arhiepiscopia	érsekség
proza	próza
functionale	funkcionális
functionale	működőképes
vite	marha
vite	szarvasmarha
vite	marhák
vite	szarvasmarhák
interpret	tolmács
interpret	előadó
interpret	fellépő
piept	mellkasi
piept	láda
piept	mell
piept	mellkas
piept	melle
piept	mell
ong	ngo
ong	ong
presiuni	nyomás
finlandeza	finnország
finlandeza	finn
consolidarea	konszolidáció
six	hat
inel	gyűrűt
inel	gyűrűvel
inel	ring
inel	gyűrű
inel	gyűrűs
orar	óránként
orar	óránkénti
orar	menetrend
orar	ütemezés
orar	ütemterv
orar	beosztás
orar	menetrend
orar	ütemezés
orar	ütemterv
expusa	kitett
respinsa	elutasított
respinsa	elutasítva
respinsa	elutasította
criteriu	kritérium
criteriu	kritérium
criteriu	szempontok
criteriu	kritériumok
lausanne	lausanne
dello	dello
consecinte	következmény
consecinte	következmények
consecinte	következményei
consecinte	következmény
consecinte	következmények
consecinte	következményei
qing	csing
qing	qing
furnizeaza	nyújt
ursul	medve
ursul	bear
ursul	mackó
ursul	maci
ritual	rítus
ritual	szertartás
ritual	rituálé
ritual	szertartás
ritual	rituális
gustave	gustave
ted	ted
steag	zászló
steag	megjelölés
steag	lobogó
analize	elemzések
analize	elemzés
analize	elemzések
analize	analízis
julie	julie
pierd	veszteni
pierd	veszíteni
mecanismul	mechanizmus
revenind	visszatérő
gérard	gérard
acceptarea	elfogadni
acceptarea	elfogadó
acceptarea	elfogadás
acceptarea	elfogadás
uscate	szárazon
uscate	száraz
uscate	szárított
uscate	szárítva
intensitate	intenzitás
intensitate	intenzitása
tang	tang
egiptene	egyiptomi
pierdere	veszteségek
pierdere	veszteség
termice	termikus
surprins	meglepett
surprins	meglepő
surprins	meglepve
multumit	elégedett
cutie	box
cutie	rovat
cutie	láda
cutie	doboz
cutie	karton
modernizare	korszerűsítése
modernizare	korszerűsítése
mor	haldokló
mor	haldoklik
mor	mor
datorata	esedékes
volumele	mennyiségek
volumele	kötet
volumele	volumen
descoperirile	felfedezések
compromis	kompromisszum
compromis	kompromisszumot
compromis	kompromisszumos
hora	hora
truman	truman
export	exportálni
export	export
export	kivitel
export	kiviteli
urziceni	urziceni
causa	causa
acuzatii	vádak
acuzatii	díjak
acuzatii	vádemelés
acuzatii	vádak
acuzatii	vád
acuzatii	vádak
acuzatii	vádlottak
delegatia	felhatalmazás
delegatia	küldöttség
delegatia	delegáció
philipp	philipp
procedeu	eljárás
procedeu	folyamat
sentimentele	érzéseit
sentimentele	érzések
sentimentele	érzelmek
tamara	tamara
violoncel	cselló
paza	biztonsági
paza	biztonság
paza	biztonsági
paza	biztonság
experimentale	kísérleti
sad	szomorú
sad	szomorúság
sad	bús
matase	selyem
matase	selyem
tatiana	tatiana
rezolutia	állásfoglalás
rezolutia	határozat
rezolutia	felbontás
spiridon	spiridon
cazaci	kozákok
taie	vágás
anatolia	anatólia
scufundat	elsüllyedt
scufundat	süllyedt
scufundat	elsüllyedt
scufundat	beesett
urmari	pálya
urmari	vágány
urmari	nyomon
mason	mason
mason	kőműves
specialitatea	specialitása
perfecta	tökéletes
perfecta	tökéletes
constructor	építő
constructor	építész
capabile	képes
img	img
pura	tisztán
pura	tiszta
pura	tisztán
pura	tiszta
ecologice	ökológiai
legislativ	jogalkotási
pisa	pisa
conservatoare	konzervatívok
conservatoare	konzervatív
