барабани	тапани
думав	мислата
громадське	јавно
громадське	јавни
громадське	јавен
громадське	јавна
громадське	јавност
громадське	public
гарний	згодниот
гарний	згоден
перевал	поминете
перевал	помине
білок	протеини
білок	протеин
гвинтівка	пушка
юнацтва	младински
юнацтва	младинска
юнацтва	младост
юнацтва	младоста
юнацтва	млади
юнацтва	младина
злочинців	криминалците
злочинців	криминалци
злочинців	злосторници
вопросы	прашања
рідина	течност
рідина	течна
рідина	течни
рідина	течност
натхнення	инспирација
репутацію	репутација
чимось	нешто
надійність	доверливост
надійність	сигурност
надійність	сигурноста
надійність	доверлив
надійність	верува
джеррі	гери
джеррі	џери
джеррі	џери
грузинська	грузиски
знімати	снимањето
випадкових	случаен
випадкових	случајно
випадкових	случајни
випадкових	рандом
випадкових	случајна
спинний	рбетна
персональний	лично
персональний	личен
персональний	личното
персональний	лична
командири	надлежни
командири	претпоставени
командири	надредени
землетрус	земјотрес
богу	богот
богу	бога
богу	бог
богу	господ
невідоме	непознати
невідоме	непознато
невідоме	непозната
невідоме	непознат
регулярний	редовна
регулярний	регуларен
регулярний	регуларно
регулярний	редовни
регулярний	редовен
регулярний	регуларни
покращити	подобри
покращити	подобрување
робітника	вработен
робітника	вработена
мюллер	милер
мюллер	мулер
мюллер	милер
рой	рој
лампи	ламби
еріка	ерика
еріка	ерика
клієнта	клиентот
клієнта	клиент
допомогли	помогна
допомогли	помогнале
допомогли	помогнаа
чесно	најискрено
чесно	искрено
найближча	најблиску
найближча	најблискиот
найближча	најблиска
запах	мирис
запах	мирис
запах	мирисни
запах	мирисаат
запах	миризба
гострий	остро
гострий	шарп
гострий	остра
гострий	остар
гострий	остри
деніел	даниел
циклів	циклуси
поштових	сандачиња
робін	робин
робін	робин
закрити	блиску
закрити	затвори
стануть	стане
експерт	стручен
експерт	стручњак
експерт	стручно
експерт	експерт
мається	имплицира
гетто	гето
гетто	гетото
голуб	гулаб
маркус	маркус
маркус	маркус
монгольська	монголски
брюсселі	брисел
мовний	лингвистички
пальці	прстите
пальці	прсти
модулів	модули
плита	порција
плита	чинија
плита	плочка
плита	печка
плита	шпорет
присягу	заклетвата
присягу	заклетва
ініціатива	иницијатива
саундтрек	саундтрак
робот	робот
визначати	дефинира
переробити	регенерира
цифра	цифрен
обрати	одбери
обрати	избери
обрати	изберете
знаменитого	ерно
фред	фред
зворотний	рикверц
вузькі	тесни
вузькі	тесен
професорів	професори
лоуренс	лоренс
глибокі	најдлабоко
дощ	врни
дощ	врне
дощ	дожд
навігації	навигација
балет	балет
джин	џин
джин	жан
джин	џин
джин	џин
джин	ген
ліжок	кревети
проникає	протекува
взаємодію	интеракции
оману	оман
маямі	мајами
плакат	плакат
плакат	постерот
плакат	постер
виставку	изложба
увійти	најавување
увійти	најава
увійти	внеси
увійти	внесете
залишилось	преостанати
залишилось	преостанат
залишилось	преостанатите
плату	хонорар
плату	давачки
плату	такса
взяті	опкружени
ранок	сабајле
ранок	утро
ранок	утринска
ранок	утринско
ранок	утрински
освітні	образовна
освітні	образовен
освітні	образовни
освітні	едукативна
