और	és
टूर	tour
टूर	turné
टूर	túra
पाल	paul
पाल	pál
पाल	vitorlát
पाल	pal
निर्दिष्ट	megadott
निर्दिष्ट	meghatározott
निर्दिष्ट	megadva
जोड़े	párok
जोड़े	párokat
निर्माताओं	gyártói
निर्माताओं	gyártók
बजट	költségvetés
मौका	esélyt
मौका	chance
मौका	esély
समर्थक	főszereplő
समर्थक	támogatók
समर्थक	támogatói
समर्थक	támogató
समर्थक	támogatója
पॉप	fater
पॉप	pop
खबर	hírek
खबर	hír
स्कूलों	iskolákban
स्कूलों	iskolák
स्कूलों	iskola
मासिक	havi
मासिक	havonta
कणों	részecskék
कणों	részecske
प्रबल	domináns
आलोचकों	kritikusok
तकनीकों	technikák
विभक्त	osztva
विभक्त	megosztott
विभक्त	megosztva
उत्तराधिकारी	örökös
उत्तराधिकारी	leszármazottja
एयरलाइंस	légitársaság
एयरलाइंस	légitársaságok
एयरलाइंस	airlines
अवैध	érvénytelen
जीवाणु	baktériumok
जीवाणु	baktérium
हाँ	igen
हाँ	igen
शिकागो	chicagóban
शिकागो	chicagói
शिकागो	chicago
विकी	wiki
इंग्लैण्ड	anglia
इंग्लैण्ड	england
इंग्लैण्ड	angliai
गुरू	guru
दौड़	fut
दौड़	vezeti
दौड़	faj
दौड़	futam
दौड़	verseny
दौड़	races
दौड़	versenyek
दौड़	racing
जातीय	etnikai
छाया	árnyékok
छाया	árnyék
छाया	árnyak
छाया	árnyékolás
छाया	árnyékok
छाया	árny
छाया	árnyék
छाया	árnyék
मैरी	víg
मैरी	mary
मैरी	mária
तैयारी	előkészületek
तैयारी	elkészítése
तैयारी	előkészítés
तैयारी	felkészülés
तैयारी	készítmény
तैयारी	előkészítése
तैयारी	készülnek
तैयारी	felkészülés
तैयारी	készül
तैयारी	előkészítő
शासनकाल	uralma
शासनकाल	uralom
फाउंडेशन	alap
फाउंडेशन	alapítvány
विक्टोरिया	viktória
विक्टोरिया	victoria
कार्यकर्ता	dolgozó
कार्यकर्ता	munkavállaló
कार्यकर्ता	munkás
सिंचाई	öntözés
पहलू	szempont
रोजगार	foglalkoztatottság
रोजगार	foglalkoztatási
रोजगार	foglalkoztatás
पब्लिक	nyilvános
पब्लिक	nyilvánosság
पब्लिक	nyilvánosan
पब्लिक	publikus
बोल	bol
कान	fül
कान	füle
कान	kan
कान	fülek
कान	fül
कान	füle
बनवाया	épült
बनवाया	épített
बनवाया	felépített
बनवाया	beépített
परिवारों	családok
फैल	terjed
मेले	vásár
मेले	korrekt
मेले	tisztességes
मेले	fair
मेले	igazságos
शांत	józanul
शांत	józan
उद्घाटन	nyílások
सौंदर्य	szépség
सौंदर्य	gyönyörűség
चीज़	sajtos
चीज़	sajtok
चीज़	sajt
प्रोग्रामिंग	programozás
प्रोग्रामिंग	programozási
प्रिय	kedves
प्रिय	drága
रेड	razzia
रेड	rajtaütés
रेड	piros
रेड	piroska
रेड	vörös
सृजन	létrehozása
सृजन	alkotás
सृजन	teremtés
सृजन	kreativitás
वकील	ügyvédek
वकील	jogász
वकील	ügyvéd
अनाज	gabona
अनाज	gabonát
विलियम्स	williams
परिपथ	számológép
यूनियन	union
यूनियन	unió
यूनियन	szakszervezet
यूनियन	unión
यूनियन	uniós
भावनाओं	érzések
भावनाओं	érzelmek
भावनाओं	érzelem
बच	túlélte
बच	bach
उर्जा	energia
सोसायटी	társadalom
यौगिकों	vegyületek
सेनानी	harcosok
सेनानी	vadászok
सेनानी	harcos
सेनानी	bunyós
रणनीति	stratégiák
रणनीति	stratégia
रणनीति	stratégiát
लेन	lane
लेन	sáv
बुलाया	hívott
वध	mészárlás
वध	vágás
बाढ़	árvíz
बाढ़	árvíz
शत्रु	ellenség
शत्रु	ellenséges
शत्रु	ellenség
शत्रु	ellenségek
शत्रु	ellenségei
शत्रु	ellenség
एक्शन	művelet
एक्शन	fellépés
एक्शन	cselekvési
एक्शन	cselekvés
एक्शन	akció
अनुच्छेद	bekezdés
अनुच्छेद	bekezdés
अनुच्छेद	bekezdések
आयात	behozatali
आयात	import
आयात	importálása
आयात	behozatal
आधा	fele
धन्यवाद	köszönöm
धन्यवाद	köszi
धन्यवाद	koszi
बेल	belle
बेल	szőlő
बेल	vine
बेल	csengő
बेल	bell
बेल	harang
सेंट्रल	központi
घातक	halálos
मास्टर	mester
तस्वीर	képet
तस्वीर	kép
तस्वीर	fénykép
पहल	kezdeményező
पहल	kezdeményezés
परे	túl
वाहनों	járművek
सच	igaz
सच	igazi
सच	igazság
पाउंड	font
पाउंड	font
इण्डिया	india
प्राधिकरण	hatóságok
प्राधिकरण	hatóság
प्राधिकरण	engedély
प्राधिकरण	engedélyezés
प्राधिकरण	felhatalmazás
कीट	rovarok
कीट	rovarok
कीट	rovar
गाना	ének
गाना	éneklés
गाना	énekelni
गाना	énekel
गाना	dal
गाना	dalt
गाना	song
धातुओं	fémek
अतीत	elmúlt
अतीत	múlt
अतीत	múltbeli
समाजवादी	szocialista
समाजवादी	szocialisták
समाजवादी	szocializmus
वेतन	fizetés
वाणिज्य	kereskedelem
वाणिज्य	kereskedelmi
आखिरी	utoljára
आखिरी	utolsónak
आखिरी	last
आखिरी	utolsó
धूम्रपान	dohányzó
धूम्रपान	dohányzás
ब्याज	érdeklődés
ब्याज	kamat
ब्याज	érd
ब्याज	kamatok
घोड़े	lovak
घोड़े	lovakat
घोड़े	lovas
घोड़े	ló
माला	maldív
माला	garland
माला	mala
लेखा	számviteli
लेखा	könyvelés
लेखा	elszámolás
तेलुगु	telugu
दीवारों	falak
दीवारों	falakat
दीवारों	graffiti
ऊतक	szövetek
ऊतक	szövet
रात्रि	éj
रात्रि	este
रात्रि	éjjel
रात्रि	éjszaka
बेस	bess
बेस	alap
बेस	bázis
बेस	bass
बेस	basszus
फलन	függvény
फलन	funkció
चोटी	pinnacle
सफलतापूर्वक	sikeresen
सतत	következetesen
सतत	következetes
सतत	folyamatos
सतत	folytonos
ऊष्मा	hőség
ऊष्मा	hő
ऊष्मा	fűtés
ऊष्मा	melegség
कारों	autókat
कारों	autók
कारों	kocsik
रेस	faj
रेस	futam
रेस	verseny
तालाब	tó
बृहस्पति	jupiter
प्रोत्साहन	ösztönzés
प्रोत्साहन	ösztönző
प्रोत्साहन	ösztönzés
टीमों	csapatok
मामला	ügy
मामला	case
मामला	eset
इंदिरा	indira
निष्क्रिय	inert
निष्क्रिय	fogyatékkal
निष्क्रिय	kikapcsolva
निष्क्रिय	fogyatékos
निष्क्रिय	rokkant
निष्क्रिय	tétlen
निष्क्रिय	inaktív
लौह	vas
लौह	vasat
सोनी	sony
रॉय	roy
बनावट	textúrák
बनावट	textúra
गायन	ének
गायन	éneklés
गायन	énekelni
गायन	énekel
गायन	vokál
आवेदन	kérelem
आवेदन	alkalmazás
आवेदन	jelentkezés
आवेदन	alkalmazások
आवेदन	kérelmek
सकल	bruttó
कमाई	jövedelem
कमाई	kereset
विश्वविद्यालयों	egyetemek
विश्वविद्यालयों	university
विश्वविद्यालयों	egyetem
उठाने	emelő
उठाने	emelés
उठाने	felnevelni
साउथ	dél
साउथ	délre
साउथ	déli
गहन	mély
बाघ	tigris
बाघ	tiger
टिकट	jegyek
टिकट	jegyeket
टिकट	jegy
टिकट	jegyet
टिकट	jegy
राजशाही	monarchia
पैरों	lábak
पैरों	láb
पैरों	lábát
पैरों	lábak
पैरों	lábai
पैरों	láb
पैरों	lábakat
ब्लॉग	blog
ब्लॉग	blogok
सड़कों	utakon
सड़कों	utak
उद्देश्यों	vállalkozó
जाल	háló
जाल	nettó
जाल	net
मिलान	gyufa
मिलान	egyezés
मिलान	egyezik
मिलान	milánó
मिलान	milan
मिलान	milánói
मिलान	egyező
मिलान	mérkőzés
मिलान	egyezés
मिलान	találat
मिलान	meccs
मिलान	gyufa
मिलान	egyezik
प्रावधान	rendelkezés
प्रावधान	rendelkezések
प्रावधान	rendelkezés
सदस्यता	tagság
सदस्यता	tagsági
सदस्यता	előfizetés
रिकार्ड	rekord
रिकार्ड	lemez
साझा	közös
साझा	osztott
साझा	megosztotta
साझा	megosztott
साझा	megosztva
साझा	részvények
साझा	részvény
साझा	részesedés
स्वतन्त्रता	függetlenség
अधिकृत	engedélyezett
अधिकृत	engedélyezve
सापेक्ष	relatív
सापेक्ष	viszonylagos
सापेक्ष	rokon
विफल	elbukott
विफल	sikertelen
संदेह	kétely
संदेह	kétséges
संदेह	kétség
संदेह	kétségek
संदेह	kétségei
संदेह	kétely
संदेह	kétség
संदेह	kétségek
आग्रह	megkeresés
आग्रह	kérésére
आग्रह	kérésre
आग्रह	kérés
आग्रह	kérelem
कारोबार	üzleti
कारोबार	üzlet
रिंग	gyűrűt
रिंग	gyűrűvel
रिंग	ring
रिंग	gyűrű
रिंग	gyűrűs
ऑपरेशन	operáció
ऑपरेशन	művelet
ऑपरेशन	működés
ऑपरेशन	üzemeltetés
आपसी	kölcsönös
पवन	szél
पवन	szelet
छूट	kedvezmény
छूट	kedvezmények
छूट	kedvezmény
बाधा	akadály
अमीर	emírség
अमीर	emir
अमीर	gazdag
अमीर	gazdagok
अमीर	rich
समतल	lapos
समतल	lakás
समतल	sík
समतल	sík
समतल	repülővel
समतल	repülő
समतल	repülőgép
बस्ती	városban
बस्ती	town
बस्ती	város
कठिनाई	nehézségek
कठिनाई	nehézséget
कठिनाई	nehézség
पुर्तगाली	portugália
पुर्तगाली	portugál
जड़	gyökér
जड़	gyökerek
बौद्धिक	intellektuális
बौद्धिक	szellemi
बोस	bose
निकलता	bordák
निकलता	oldalas
निकलता	borda
स्वर्ग	mennyben
स्वर्ग	mennyország
स्वर्ग	menny
स्वर्ग	paradicsom
स्वर्ग	mennyország
स्वर्ग	paradise
शासित	uralkodott
चोपड़ा	chopra
प्रोटोकॉल	protokoll
प्रोटोकॉल	jegyzőkönyv
प्रोटोकॉल	jegyzőkönyvek
व्यय	tölti
व्यय	költ
व्यय	kiadás
व्यय	kiadások
गणतंत्र	köztársaság
माया	maya
माया	maja
तिब्बती	tibeti
तिब्बती	tibet
आत्महत्या	öngyilkos
आत्महत्या	öngyilkosság
संजय	sanjay
मतभेद	különbségek
मतभेद	eltérések
अतिथि	vendég
अतिथि	vendégek
अतिथि	vendég
लें	vedd
शानदार	mesés
डाक	mail
डाक	levél
डाक	levelek
डाक	posta
डाक	postai
प्रतिद्वंद्वी	rivális
प्रतिद्वंद्वी	ellenfél
प्रतिद्वंद्वी	ellenfele
प्रतिद्वंद्वी	ellenfelek
मनु	manu
संयोग	véletlen
कविताओं	verseket
वेदों	védák
तरंग	hullám
उठाया	felemelt
उठाया	nevelt
उठाया	felvetett
उठाया	emelt
अंतराल	intervallum
पेटेंट	szabadalmi
पेटेंट	szabadalom
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	ismerős
परिचित	ismerősök
इंडोनेशिया	indonéziában
इंडोनेशिया	indonézia
इंडोनेशिया	indonéz
विश्वसनीय	megbízható
विश्वसनीय	megbízható
विश्वसनीय	megbízhatóak
विश्वसनीय	megbízható
अब्दुल	abdul
तत्काल	azonnal
तत्काल	sürgősen
तत्काल	azonnal
तत्काल	instant
तत्काल	azonnali
तत्काल	azonnali
तत्काल	sürgős
चित्रकला	festés
चित्रकला	festmény
पहलुओं	szempontok
पहलुओं	szempontjai
गेट	kapu
गेट	kaput
चैंपियनशिप	bajnokság
बाबू	apu
पैदल	gyalogos
पैदल	járdán
पैदल	járda
पैदल	pedál
रहकर	marad
रहकर	maradni
संतान	utódok
जर्नल	journal
जर्नल	napló
जर्नल	lap
जर्नल	lapjában
गुप्ता	gupta
लाखों	milliók
लाखों	millió
शैक्षणिक	oktatási
खोला	megnyitott
खोला	megnyílt
भाप	gőz
भाप	gőzzel
बेस्ट	legjobbak
बेस्ट	legjobb
बेस्ट	best
गलती	tévedés
गलती	hiba
गलती	tévedés
गलती	hiba
भ्रूण	embrió
भ्रूण	magzat
भ्रूण	magzatot
भंग	feloldani
चेक	csehország
चेक	cseh
चेक	csekk
चेक	csekket
ब्राजील	brazília
राग	dallam
राग	melody
सम्प्रदाय	szekta
ख्याति	hírnév
पंजीकृत	bejegyzett
पंजीकृत	regisztrált
पंजीकृत	nyilvántartott
सिंध	szindh
वैध	érvényes
वैध	érvényessége
वैध	érvényességi
टॉम	tomi
टॉम	tom
संकल्प	határozatok
संकल्प	állásfoglalások
जूनियर	junior
चुम्बकीय	mágneses
बादशाह	kinga
रचनात्मक	alkotó
रचनात्मक	kreatív
मुखपृष्ठ	otthon
मुखपृष्ठ	itthon
मुखपृष्ठ	haza
ट्रस्ट	bizalom
प्रस्तुति	megjelenítés
प्रस्तुति	bemutatása
प्रस्तुति	bemutató
उपर	felül
उपर	top
उपर	csúcs
उपर	felső
उपर	legfelső
धरोहर	örökség
भूल	feledés
अद्वितीय	egyedülálló
अद्वितीय	páratlan
अद्वितीय	egyedi
सरकारों	kormányok
खतरनाक	veszélyes
त्यौहार	fesztivál
त्यौहार	fesztiválok
त्यौहार	ünnepi
त्यौहार	ünnepélyes
परिमाण	nagysága
परिमाण	paraméterei
परिमाण	paraméterek
संक्रमित	fertőzöttek
संक्रमित	fertőzött
संक्रमित	megfertőződött
देखना	megtekintés
देखना	megtekintése
देखना	óra
देखना	vigyázz
ख़ास	különleges
ख़ास	speciális
माँग	kereslet
माँग	követelés
माँग	igény
स्पेनिश	spanyolul
स्पेनिश	spanyolok
स्पेनिश	spanyol
महारानी	királynő
महारानी	queen
महारानी	dáma
महारानी	királyné
निरीक्षण	vizsgálat
निरीक्षण	ellenőrzési
निरीक्षण	ellenőrzés
जिम्मेदारी	felelősséget
जिम्मेदारी	felelősség
रंगमंच	színházi
रंगमंच	színház
भारतीयों	indiánok
भारतीयों	indiaiak
त्रुटि	hibák
त्रुटि	hibákat
त्रुटि	tévedés
त्रुटि	hiba
ऊँची	high
ऊँची	magas
ऊँची	magasan
ज्यामिति	geometria
आराम	nyugodt
आराम	laza
आराम	kényelem
आराम	kényelmet
आराम	vigasz
आराम	pihenés
आराम	többi
आराम	pihenő
रवि	szudáni
रवि	szudán
रवि	napsütés
रवि	sun
रवि	nap
रवि	napfény
रवि	ravi
रवि	találkozó
बेटा	béta
बेटा	fiam
बेटा	fiuk
उपमहाद्वीप	szubkontinens
टुकड़े	darabok
टुकड़े	darabjai
टुकड़े	darab
टुकड़े	darabokban
क्रिस्टल	kristályos
क्रिस्टल	crystal
क्रिस्टल	kristály
चौथा	negyedszer
चौथा	negyedik
प्रसन्न	jolly
प्रसन्न	elégedett
प्रसन्न	örülök
प्रसन्न	boldogság
प्रसन्न	boldog
सार	absztrakt
सार	elvont
पड़ोसी	szomszédom
पड़ोसी	szomszéd
पड़ोसी	szomszédok
पड़ोसी	szomszédokkal
पड़ोसी	szomszédok
पड़ोसी	szomszédom
पड़ोसी	szomszédok
पड़ोसी	szomszéd
गाया	sang
गाया	énekelt
गाया	énekeltem
भ्रम	zavart
भ्रम	zavartság
भ्रम	zűrzavar
भ्रम	illúzió
राजनेता	politikusok
राजनेता	politikusok
राजनेता	politikus
गोल्ड	arany
भिन्नता	különbség
रविवार	vasárnap
रविवार	vasárnapi
सारणी	táblázat
सारणी	asztali
सारणी	tábla
सारणी	asztal
नाभिकीय	nukleáris
अपवाद	kivételek
अपवाद	kivétel
अपवाद	kivételek
अपवाद	kivétel
लिखना	írással
लिखना	írás
लिखना	írása
लिखना	gépelni
पाप	bűn
पाप	sin
गले	ölelés
गले	ölel
जनक	anyavállalat
जनक	szülői
जनक	szülő
स्वचालित	auto
स्वचालित	automata
स्वचालित	automatikus
स्वचालित	automatizált
स्वचालित	automata
स्वचालित	automatikus
खेत	farm
खेत	gazdaság
सेमी	félig
असाधारण	rendkívüli
असाधारण	rendkívüli
असाधारण	kivételes
अपील	fellebbezési
अपील	fellebbezés
अपील	ellenvetés
दर्शक	megjelenítő
दर्शक	néző
दर्शक	célközönség
दर्शक	közönség
दर्शक	néző
दर्शक	nézők
इनपुट	beviteli
इनपुट	bevitel
इनपुट	bemeneti
सैकड़ों	száz
क्लास	óra
क्लास	osztály
लीला	leila
लीला	leela
मंगोल	mongolok
मंगोल	mongólia
शुभ	jó
स्वीकृत	elfogadva
स्वीकृत	elfogadott
स्वीकृत	elfogadta
स्वीकृत	elfogadja
स्वीकृत	elfogad
स्वीकृत	elfogadó
स्वीकृत	engedélyezett
स्वीकृत	jóváhagyott
बैटरी	akkumulátor
बैटरी	elem
बैटरी	elemmel
बैटरी	telepek
बैटरी	elem
बैटरी	akkumulátorok
बैटरी	elemek
कहानियाँ	történetek
कहानियाँ	történeteket
कहानियाँ	mesék
कहानियाँ	bejegyzések
पुष्प	virágok
पुष्प	virág
पुष्प	virágot
पुष्प	virág
पुष्प	virágos
सुविधाएं	létesítmények
अक्षांश	szélesség
मियामी	miami
मियामी	miamiban
सम्पर्क	kapcsolatfelvétel
सम्पर्क	kapcsolattartó
सम्पर्क	kontakt
सम्पर्क	érintkezés
सम्पर्क	kapcsolat
सम्पर्क	kapcsolatba
सम्पर्क	kapcsolattartás
सम्पर्क	kapcsolatok
श्वसन	légzés
श्वसन	légzése
आतंकवाद	terrorizmus
परिस्थिति	szituáció
परिस्थिति	helyzet
परिस्थिति	körülmények
परिस्थिति	körülmény
लोकतंत्र	demokrácia
कुश्ती	birkózás
कुश्ती	birkózó
क्लिक	kattintás
क्लिक	kattints
लेबल	címke
लेबल	címkéket
लेबल	címkék
लेबल	címke
अकाल	éhínség
अकाल	éhezés
फैशन	divat
पैलेस	palota
पैलेस	palace
नीला	kék
नीला	blue
पोर्ट	kikötők
पोर्ट	kikötő
पोर्ट	port
पोर्ट	kikötők
विधेयक	bill
विधेयक	számla
बलों	erők
स्टील	steel
स्टील	acél
स्टील	steele
यूनान	görögország
थोड़े	enyhén
थोड़े	kissé
थोड़े	kevéssé
ऑस्टिन	austin
एकड़	hektár
एकड़	hektáros
सेकंड	másodpercek
सेकंड	másodperc
सेकंड	másodszor
सेकंड	másodperc
सेकंड	második
अवयव	alkatrész
अवयव	összetevő
अवयव	komponens
अवयव	alkotóelem
अवयव	elemet
अवयव	elem
आलेख	árucikk
आलेख	cikk
आलेख	árucikkek
आलेख	cikkek
आलेख	grafikon
दिव्य	isteni
फ्लोरिडा	floridai
फ्लोरिडा	floridában
फ्लोरिडा	florida
फ्लोरिडा	floridába
नली	tömlő
पूर्वोत्तर	északkelet
साक्ष्य	bizonyíték
साक्ष्य	bizonyítékok
कहाँ	hol
कहाँ	ahol
आवरण	boríték
आवरण	borítékot
आवरण	fedezze
आवरण	címlap
आवरण	fedezni
आवरण	fedő
आवरण	borító
निकला	származtatott
आंकड़े	statisztika
आंकड़े	statisztikák
आंकड़े	statisztika
आंकड़े	statisztikák
आंकड़े	számadatok
आंकड़े	számok
आंकड़े	figurák
उपदेश	prédikál
उपदेश	prédikáció
उपदेश	prédikálni
एकीकरण	integráció
एकीकरण	beilleszkedés
फोटो	fényképek
फोटो	kép
फोटो	fénykép
फोटो	fotó
फोटो	fotók
फोटो	fényképek
फोटो	képek
चोरी	lopott
चोरी	ellopták
चोरी	lopás
चोरी	lopás
चोरी	lop
चोरी	lopni
चोरी	ellopni
सिंहासन	trón
सिंहासन	trónt
आचरण	magatartás
आचरण	viselkedés
क्लोराइड	klór
हरी	zöld
हरी	hari
शरण	menedék
परिकल्पना	hipotézis
परिकल्पना	feltevés
परिकल्पना	feltételezés
परिकल्पना	elmélet
बयान	nyilatkozat
बयान	nyilatkozata
बयान	kimutatás
बयान	állítás
बयान	kijelentés
मुंह	szád
मुंह	száj
विनाश	pusztulás
विनाश	pusztítás
विनाश	megsemmisítés
पाक	pak
एजेंट	ügynök
बेल्जियम	belgium
वितरित	szállított
वितरित	leszállított
वितरित	elosztására
वितरित	terjesztés
वितरित	elosztás
वितरित	elosztása
वितरित	elosztva
वितरित	elosztott
वितरित	osztott
श्रेणियाँ	céh
श्रेणियाँ	kategória
श्रेणियाँ	kategóriák
खूब	hát
आतंकवादी	terrorista
आतंकवादी	terroristák
आतंकवादी	terroristák
प्रतिबंधित	korlátozzák
प्रतिबंधित	korlátozott
प्रतिबंधित	korlátozottak
प्रतिबंधित	tiltott
साथियों	kollégák
साथियों	munkatársak
न्यूटन	newton
पारस्परिक	kölcsönös
अद्यतन	frissítés
अद्यतन	frissítése
अद्यतन	frissítés
अद्यतन	frissítések
बैठे	ül
बैठे	ülve
बैठे	ülök
पारम्परिक	hagyományos
पारम्परिक	tradicionális
विलुप्त	kihaltak
विलुप्त	kihalt
प्रशिक्षित	edzett
प्रशिक्षित	képzett
प्रशिक्षित	kiképzett
पारिस्थितिकी	ökológia
सैद्धांतिक	elméleti
स्पेनी	spanyolul
स्पेनी	spanyolok
स्पेनी	spanyol
पौधा	üzem
पौधा	növény
माई	mai
संलग्न	csatolja
संलग्न	összefüggő
संलग्न	csatolt
संलग्न	csatolva
होम	otthon
होम	itthon
होम	haza
सिक्के	érméket
सिक्के	érme
सिक्के	érmék
काउंसिल	tanács
ट्यूब	tubus
ट्यूब	cső
अवलोकन	áttekintése
अवलोकन	áttekintés
अवलोकन	észrevétel
अवलोकन	megfigyelés
नमूने	egyedek
नमूने	példányok
नमूने	minták
नमूने	mintákat
बन्द	le
बन्द	kikapcsolva
बन्द	off
बन्द	bezárt
बन्द	zárva
बन्द	zárt
बन्द	szoros
बन्द	közel
बन्द	bezárása
बन्द	közeli
कब	mikor
कब	amikor
तारीख	dátum
तारीख	időpont
एकदम	abszolút
समावेश	befogadás
खुदाई	ásatás
खुदाई	ásni
खुदाई	fúrás
फलों	gyümölcs
फलों	gyümölcsök
वस्तुएँ	tárgyak
वस्तुएँ	tételek
वस्तुएँ	elemek
वस्तुएँ	tárgyak
वस्तुएँ	objektumok
हमलों	támadások
हमलों	támad
हमलों	támadásokat
हमलों	lecsap
बीस	twenty
बीस	húsz
शिकायत	panaszokat
शिकायत	panasz
शिकायत	panaszok
शिकायत	panaszt
शिकायत	panasza
शिकायत	panasz
शिकायत	panaszkodni
सफाई	tisztaság
सफाई	tisztítás
सफाई	takarítás
टेलीविज़न	tv
टेलीविज़न	televízió
अन्ना	anna
अन्ना	annának
विन्यास	konfigurációs
विन्यास	beállítások
ध्रुवीय	sarki
पार्श्व	oldalra
पार्श्व	oldalam
पार्श्व	side
घड़ी	óra
रोशनी	lámpák
रोशनी	fények
रोशनी	világítás
रोशनी	fény
रोशनी	light
रोशनी	fényt
आलोचक	kritikus
रखरखाव	karbantartási
रखरखाव	karbantartó
रखरखाव	karbantartás
डीएनए	dns
नाना	nana
नाना	nagyi
स्पर्श	érintés
गणितज्ञ	matematikus
वनों	erdőirtás
वनों	erdei
वनों	erdő
वनों	erdők
वनों	erdők
कृतियाँ	írások
जीते	nyert
कबीर	kabir
हानिकारक	ártalmas
हानिकारक	káros
आमंत्रित	meghívott
आमंत्रित	meghívva
शिल्प	kézműves
पीला	sárgák
पीला	sárga
सीधी	egyenesen
सीधी	egyenes
श्लोक	vers
किलो	kiló
बादल	felhők
बादल	felhő
बादल	cloud
चंद्रमा	hold
चंद्रमा	holdon
चंद्रमा	holdat
चंद्रमा	moon
कोयला	szén
कोयला	szenet
कोयला	faszén
पादप	üzem
पादप	növény
चौड़ाई	szélessége
चौड़ाई	szélesség
उपयोगिता	közüzemi
उपयोगिता	hasznosságát
उपयोगिता	használhatóság
प्रमेय	tétel
संवेदनशील	érzékeny
संवेदनशील	érzékenyek
संवेदनशील	kényes
मान्य	érvényes
अनुसूचित	ütemezett
सम्पन्न	elkészült
सम्पन्न	befejezett
सम्पन्न	kész
सम्पन्न	kész
हॉलीवुड	hollywood
हॉलीवुड	hollywoodban
हॉलीवुड	hollywoodi
शहीद	mártír
तेज़	gyorsabban
तेज़	gyorsabb
तेज़	gyorsan
तेज़	gyors
पीछा	hajsza
पीछा	üldözés
पीछा	chase
अर्ध	kvázi
अर्ध	félig
विकासशील	fejlődő
विकासशील	fejlesztése
अल्प	alp
अल्प	enyhe
न्यायिक	igazságügyi
फंड	alap
नाक	orr
नाक	orrot
निवेदन	kérelmek
निवेदन	kéri
निवेदन	kérések
निवेदन	megkeresés
निवेदन	kérésére
निवेदन	kérésre
निवेदन	kérés
निवेदन	kérelem
ब्रायन	brian
ब्रायन	bryan
अनुभाग	részleg
अनुभाग	szakasz
अनुभाग	szekció
अनुभाग	szakaszok
अनुभाग	szelvény
बीसवीं	huszadik
रंगीन	színes
रंगीन	színes
रंगीन	színes
अपेक्षित	várt
अपेक्षित	várható
मूलभूत	alapvető
मूलभूत	alapértelmezés
मूलभूत	alapértelmezett
मूलभूत	alapértelmezés
मूलभूत	alap
मूलभूत	alapvető
विभागों	osztályok
अदा	fizess
अदा	fizetni
अदा	fizet
अदा	fizetés
जिम	edzőterem
जिम	jim
पूछा	kérdezte
पूछा	kérdezett
पूछा	kérte
पूछा	kérdeztem
कहानियां	történetek
कहानियां	történeteket
कहानियां	mesék
कहानियां	bejegyzések
उत्पादित	termelt
उत्पादित	gyártott
उत्पादित	előállított
दोषी	bűnös
ज्वर	lázas
ज्वर	láz
क्रिसमस	karácsonykor
क्रिसमस	karácsonyi
क्रिसमस	karácsony
भंडार	tároló
भंडार	tárolás
भंडार	raktár
गार्डन	kert
गार्डन	kertje
गार्डन	garden
गार्डन	kertben
कार्टून	rajzfilm
फ़्रांस	franciaország
फ़्रांस	france
व्यंग्य	paródia
छंद	rímel
छंद	rím
ठंडा	hidegen
ठंडा	hideg
पत्थरों	stones
पत्थरों	kövek
अक्ष	tengelyek
अक्ष	tengely
इमारतें	épületek
पन्ने	lapok
पन्ने	oldalakon
पन्ने	oldalak
एपिसोड	epizódjainak
एपिसोड	epizódok
एपिसोड	epizód
एपिसोड	epizód
एपिसोड	rész
डोमेन	tartományok
डोमेन	domain
डोमेन	tartomány
मैक	mac
वचन	fogadalom
वचन	szövetség
आकलन	értékelések
आकलन	találgatás
आकलन	sejtés
मध्यकालीन	középkori
पर्यावरणीय	környezetvédelmi
पर्यावरणीय	környezet
पर्यावरणीय	környezeti
पसंदीदा	kedvenc
पसंदीदा	kedvencem
पसंदीदा	kedvenc
पसंदीदा	kedvenc
पसंदीदा	kedvencem
पसंदीदा	kedvencek
अनुयायी	követői
मुकदमा	tárgyalás
मुकदमा	sue
कार्ल	carl
वियतनाम	vietnam
वियतनाम	vietnami
तलवार	lance
तलवार	lándzsa
तलवार	kard
तुलनात्मक	összehasonlító
उत्पादक	termékeny
उत्पादक	termelő
उत्पादक	eredményes
उत्पादक	gyártó
उत्पादक	termelő
उत्पादक	producer
उत्पादक	termelői
उत्पादक	gyártó
आयरिश	írek
आयरिश	írország
आयरिश	ír
अभिलेख	archívum
अभिलेख	archívum
राजकुमारी	királylány
राजकुमारी	hercegnő
अनुचित	tiszteletlenség
अनुचित	tiszteletlen
अनुचित	igazságtalan
अनुचित	tisztességtelen
अनुचित	igazságtalanul
अनुचित	helytelen
कल	holnap
कल	tegnapi
कल	tegnap
इनकार	istenkáromlás
इनकार	tagadja
इनकार	tagadni
प्रतिकूल	kedvezőtlen
प्रतिकूल	ellenséges
प्रतिकूल	ellenség
नींद	aludni
नींद	aludj
नींद	alvás
कार्यान्वयन	végrehajtás
कार्यान्वयन	végrehajtására
कार्यान्वयन	megvalósítás
नाइट	éji
नाइट	éjjeli
बाँध	gátat
बाँध	gát
विवादास्पद	vitatható
विवादास्पद	ellentmondásos
विवादास्पद	vitatott
कथानक	forgatókönyv
प्रभुत्व	dominanciáját
बेहतरीन	legjobbak
बेहतरीन	legjobb
बेहतरीन	best
बेहतरीन	kiváló
तालिका	táblázat
तालिका	asztali
तालिका	tábla
तालिका	asztal
तालिका	katalógus
वायुमंडल	légkör
वायुमंडल	atmoszféra
वायुमंडल	hangulat
यथार्थ	real
