மற்றும்	and
அதிநவீன	sophisticated
மெல்போர்ன்	melbourne
பூட்டு	lock
பூட்டு	unlock
அடைக்கப்பட்ட	stuffed
நிக்கி	nikki
நிக்கி	nicky
நிக்கி	nicki
காடை	quail
அனுமதிக்கப்பட்டது	allowed
அனுமதிக்கப்பட்டது	approved
அப்பாவி	naive
அப்பாவி	innocent
பேகன்	pagan
உள்ளுணர்வு	intuition
உள்ளுணர்வு	instinct
போர்வை	blanket
ஈடுபாடுகள்	engagements
வெளிறிய	pale
பெனின்	benin
அனாதை	orphanage
அனாதை	orphan
அனாதை	orphaned
அசுரர்கள்	monsters
குறுகலான	narrow
விருப்பங்கள்	preferences
விருப்பங்கள்	likes
விருப்பங்கள்	favorites
விருப்பங்கள்	options
செசில்	cecil
பெருக்கிக்	sweeping
அழைக்கிறோம்	calling
மனிதரும்	human
அக்தர்	akhtar
சிபி	sibi
சாத்தான்	satan
ரியா	rhea
ரியா	riya
செதில்	scaly
தேவையா	need
சந்தாதாரர்	subscriber
சாடி	sadi
வாங்	wang
ரீபொக்	reebok
யூஜின்	eugene
முனையங்கள்	terminals
தண்டர்	thunder
யீ	yee
பிரேக்	brake
பளபளப்பான	glossy
ரூச்	rouge
பாலஸ்தீனம்	palestine
ஆக்சோ	oxo
பரபரப்பான	sensational
பரபரப்பான	thrilling
எதிர்வரும்	upcoming
காதிர்	kadir
காதிர்	qadir
பயணிக்கிறது	sail
சத்ரபதி	chhatrapati
லின்னேயஸ்	linnaeus
நம்பும்	trust
தொங்க	hung
மால்டா	malta
காஃபி	coffee
மச்சான்	machan
மச்சான்	macha
நம	nama
வழிகாட்டும்	guiding
உத்தரவாதம்	guaranteed
உத்தரவாதம்	guarantee
சவ்வு	membrane
ஞாபகம்	remember
தெற்கத்திய	southern
அடியோடு	demolish
இலேசான	lighten
சொல்கிறேன்	saying
பரவாயில்லை	better
பங்களாதேஷ்	bangladesh
மாடம்	mam
வொயேஜர்	voyager
வினையை	candice
ஃபேஷன்	fashion
அளவிடப்பட்ட	measured
நள்ளிரவு	midnight
முடுக்கி	accelerating
முடுக்கி	accelerator
திலீப்	dilip
வீடுபேறு	moksha
சேர்க்கைகள்	additions
கினியா	guinea
துக்கம்	mourning
கொட்டைகள்	nuts
பேண்ட்	band
ரிக்கி	ricky
ஸ்பெக்ட்ரம்	spectrum
சீமாட்டி	lady
அதிர்வுகள்	vibes
அதிர்வுகள்	vibrations
ராகேஷ்	rakesh
உரிமங்கள்	licenses
மாதந்தோறும்	monthly
கூழ்ம	colloid
மெசொப்பொத்தேமியா	mesopotamia
பண்டு	bantu
சாத்	saad
சாத்	chad
தீங்கிழைக்கும்	harmful
தீங்கிழைக்கும்	malicious
நாகரீகம்	fashion
ஸ்டைல்	style
அலுவலகப்	office
கொசுக்கள்	mosquitoes
நிலக்கடலை	peanut
பிரியங்கா	priyanka
கருத்தரங்கில்	symposium
ஓட்டை	hole
விசித்திரமான	strange
கொச்சின்	cochin
பறத்தல்	picturesque
விளையாடு	play
பரிமாணங்கள்	dimensions
சேமிக்கப்படுகிறது	saving
வகுப்புக்கள்	classes
முகேஷ்	mukesh
வெடிக்க	explode
சாப்பிட	eat
ஆஃபினியம்	hafnium
சேகரிக்கப்பட்ட	collected
காஷ்மீரி	kashmiri
ஜமால்	jamal
சொடுக்கி	mouse
பானர்ஜி	banerjee
பேயர்	bayer
ஜென்	jen
ஜென்	zen
ஜென்	gen
கடிய	acute
பாலின்	pauline
உழைப்பாளர்	labour
கிளாசிக்	classic
ஆவியாதல்	evaporation
பன்றிக்	swine
சல்வடோர்	salvador
ஒருங்கிணைப்பாளர்	coordinator
பூத்	booth
தொலைந்து	lost
நோலன்	nolan
பூண்ட	punta
உடையில்	dress
ராமச்சந்திர	ramachandra
சாமுராய்	samurai
தட்டும்	stamp
ரிதம்	rhythm
நூற்	spun
பைட்டு	byte
எத்தியோப்பிய	ethiopian
மறுபிறவி	reborn
லைபீரியா	liberia
வழங்கல்கள்	feeds
கண்டறியப்படுகிறது	detecting
உறங்கும்	sleep
உறங்கும்	sleeping
உளவியலாளர்	psychologist
வெல்ஷ்	welsh
வேனில்	van
ஜுராசிக்	jurassic
குடித்து	drunk
செருப்பு	sandals
செருப்பு	slippers
இயந்திரத்தில்	machine
பிரம்மாண்ட	brahmanda
ஐதரோகுளோரிக்	hydrochloric
இறகு	feather
பயணங்களை	trips
தொலைநோக்கிகள்	telescopes
சிரில்	cyril
பொத்தான்	button
பொத்தான்	bhutan
செப்	sep
தருணம்	moment
ஆன்டி	andy
பெர்சி	percy
யால	yala
பிசாசு	devil
பரப்புதல்	dissemination
ராபின்சன்	robinson
நீர்மூழ்கி	submarine
ஈர்க்க	impress
துணிகர	venture
ஸ்டீவர்ட்	stewart
கலிலி	galilei
செர்ரி	cherry
செர்ரி	cherries
கொடுமைகள்	atrocities
லேசிக்	lasik
அனுபவிக்க	enjoy
ஐரிஸ்	iris
எர்னஸ்ட்	ernest
புறக்கோள்	exoplanet
மாசச்சூசெட்ஸ்	massachusetts
போகோ	bogo
டர்பன்	durban
ஆன்லைனில்	online
அமிலத்தன்மை	acidity
பருவகால	seasonal
கவர்ச்சிகரமான	attractive
எதிரொலி	echo
நைரோபி	nairobi
உயிர்களை	lives
ஏமாற்றி	cheating
ஏமாற்றி	deceived
மையங்களை	centres
மலிவு	affordable
மோனிகா	monica
நோரிஸ்	norris
பவளம்	coral
தைமூர்	timur
டேனி	danny
டேனி	dany
சமந்தா	samantha
நிரப்பப்பட்ட	filled
சல்பர்	sulphur
அவதாரங்கள்	origin
நகம்	nail
பூசப்பட்ட	coated
மினார்	minaret
ஊக்குவிக்கிறது	promotes
கலீபகம்	caliphate
ஆற்றல்கள்	engines
நைட்டிங்கேல்	nightingale
உதய்பூர்	udaipur
ஆபாச	porn
அறிவிப்பாளர்	announcer
அறிவிப்பாளர்	anchors
பங்க்	bunk
பங்க்	punk
சௌத்	saud
ராயல்ஸ்	royals
பெரி	peri
சம்மேளனம்	ccc
திசைகள்	directions
மாற்றியமைக்க	rearrange
காவலன்	catarina
கொதி	boiling
பிரித்தெடுத்து	unplugged
அரக்கர்கள்	giants
இழுக்க	pull
#என்	#my
அஜ்மீர்	ajmer
ஷெல்லி	shelley
ஷெல்லி	shelly
அருகாமை	nearby
மதிப்பிடப்பட்ட	rated
இன்ச்	inch
புறப்பாடு	departure
அனிஸ்டன்	aniston
திரைகள்	screens
திரைகள்	monitors
சந்தைப்படுத்துதல்	marketing
சாப்	sap
பைட்டுகள்	bytes
கூண்டு	cage
கூண்டு	carpet
குச்சிகள்	chopsticks
ஆமென்	amen
குடிப்பழக்கம்	alcoholism
பைரன்	byron
விழித்திரை	retina
ஒட்டும்	sticky
அறிவுரைகள்	advice
அறிவுரைகள்	instructions
எங்களது	our
தோழர்கள்	guys
தோழர்கள்	comrades
பாதுகாப்பற்ற	insecure
பாதுகாப்பற்ற	insecurities
பிரிஸ்பேன்	brisbane
வாலை	tail
கணிப்புகள்	predictions
கணிப்புகள்	futuristic
வைத்தியம்	remedies
உற்சாகம்	excitement
உற்சாகம்	cheer
பிரம்மபுத்திரா	brahmaputra
காலணிகள்	shoes
அழுத்தமான	thick
தனியாள்	single
டெர்மினேட்டர்	terminator
இயேசுவே	jesus
யோகிகள்	yogis
ஸ்டெர்லிங்	sterling
மரியம்	mariam
இரவீந்திரநாத்	rabindranath
வரவும்	come
நேரலை	live
தவறானது	invalid
வெளியேறுகிறது	exiting
பெர்	behr
தூவி	dewey
தடைசெய்யப்பட்ட	aborted
மெக்கா	mecca
கிப்சன்	gibson
வயர்	wire
இட்டுக்	forged
மர்மம்	mystery
ஐசனாவர்	eisenhower
கண்களின்	eyes
கருத்தரங்குகள்	seminars
மீத்தைல்	methyl
நெவாடா	nevada
பியர்ஸ்	pierce
மேல்முறையீடு	appeal
ஹீ	hee
மக்காச்சோளம்	maize
ஹா	hah
ஆணவம்	arrogant
ஆணவம்	arrogance
புகாரா	bukhara
முன்னிருந்த	default
நிக்கராகுவா	nicaragua
பெர்முடா	bermuda
சிற்றுண்டி	snack
ஃபை	phi
வடு	scar
தும்	tum
கணக்கிடுதல்	enumeration
பாவங்கள்	sins
ராஜூ	raju
கோவிந்தா	govinda
அழைப்புகள்	invites
அழைப்புகள்	calls
அழைப்புகள்	invitations
கணக்கீடுகள்	estimates
கணக்கீடுகள்	calculations
வதந்தி	rumor
சென்டிமீட்டர்	centimeters
டெஸ்	des
டெஸ்	tess
தலையங்கம்	headlines
தலையங்கம்	editorial
உறுதிப்படுத்துகிறது	confirming
மீயுரை	hypertext
பெல்ட்	belt
டெஸ்க்டாப்	desktop
ப்ளூஸ்	blues
அச்சுக்கலை	typography
தயமின்	thiamine
மைனா	myna
முனைவோர்	edp
சாகிர்	zahir
கிப்பன்	gibbon
உறக்கம்	sleep
தலைப்புக்கள்	titles
மஞ்சுளா	manjula
மரைனர்	mariner
பேர்டினண்ட்	ferdinand
போதகர்கள்	pastors
நகல்கள்	duplicates
நிப்பான்	nippon
ஆனா	ana
ஆனா	but
ரஷ்	rush
அடர்த்தியாக	intense
பதிவேடு	log
பதிவேடு	registry
பெண்களே	ladies
ஆரோன்	aaron
நிலைத்தன்மை	consistency
கண்ணிமுடிச்சு	hitch
சர்வாதிகார	autocratic
வாலா	wala
மாட்டிக்	stuck
கைபர்	khyber
ஆகா	agha
கம்பீரமான	majestic
போலிஸ்	police
ரொனால்டினோ	ronaldinho
காந்தவியல்	magnetism
விருந்தினராக	guest
தீம்	theme
காளீ	khali
சிலைகளை	idols
ஹெர்மன்	hermann
ஹெர்மன்	herman
ஏட்டில்	inscribed
தஜிகிஸ்தான்	tajikistan
முடிகள்	hairs
புத்தர்கள்	buddhas
டெரெக்	derek
சாத்தியமே	possible
அசிட்டைல்	acetyl
பிரௌன்	browne
நிக்கோல்	nicole
நீக்குகிறது	deleting
கிரானைட்	granite
சீர்மை	integrity
இமான்	iman
இமான்	eman
கன்னத்தில்	cheek
நோர்போக்	norfolk
நில்	stand
ஜோதிடம்	astrology
ஆசிரியை	mistress
வளையத்தில்	rink
இசபெல்லா	isabella
அகற்றுதல்	removal
பாக்கெட்	pocket
டேட்டிங்	dating
வோ	whoa
காட்டுத்தீ	wildfire
சாங்கி	changi
தூண்ட	stimulate
சந்திக்கிறார்	meets
கணித்தல்	computation
சாரல்	showers
ஆன்மிகம்	spirituality
சூப்பர்மேன்	superman
இரட்டையர்கள்	twins
கலப்பினம்	dilute
சீனியர்	senior
கிள்ளான்	klang
வலைகள்	nets
ராமாயணம்	ramayana
சமைத்த	cooked
சமாஜ்	samaj
வசிப்பவர்கள்	residents
அழகில்	cuteness
யூடியூப்	youtube
பேராசை	greedy
பேராசை	greed
பேன்	louse
சாக்கர்	soccer
வழங்குபவர்	hosts
சுத்தமாக	clean
சிப்பி	oyster
சாதம்	rice
ஆம்ஸ்டர்டாம்	amsterdam
பக்கிங்காம்	buckingham
மெக்சிகன்	mexican
விளையாடியது	played
ஆட்ரி	audrey
வருடி	scanner
ஒலிம்பியா	olympia
ரோமியோ	romeo
பின்னொட்டு	suffix
பேசு	talk
பேசு	speak
கிண்டல்	sarcasm
கிண்டல்	tease
படைப்பாளி	author
பார்ட்டி	party
ஹீத்	heath
இழிவு	disgrace
இழிவு	degrading
இழிவு	humiliating
இழிவு	ignominy
சில்வியா	silvia
கசப்பு	bitter
நைட்ரைடு	nitride
ஷீலா	sheila
ஷீலா	sheela
கில்ட்	guild
தோர்	thor
திரிசூலம்	trident
பிரதிபலிப்பு	reflection
சுறுசுறுப்பான	energetic
மதிப்பானது	valuable
கிழித்து	tear
பிராடா	prada
மென்மையாக	gently
அமரும்	sit
கடவுளே	omg
அகிரா	akira
குறிப்பிடவும்	mention
குறிப்பிடவும்	specify
கிளின்டன்	clinton
தாராளமாக	freely
இந்தியன்ஸ்	indians
க்ரூஸ்	cruz
இஸ்ரேலிய	israeli
ஹோட்டல்கள்	hostels
ஹோட்டல்கள்	hotels
கத்தியால்	stabbed
பழுத்த	ripe
லிம்	lim
பங்கீ	bungee
பழக்கவழக்கங்கள்	habits
பழக்கவழக்கங்கள்	habit
தடைசெய்யப்பட்டது	blocked
டகோட்டா	dakota
அவசரமாக	urgently
ஆச்சி	archie
இனிப்புகள்	sweets
இனிப்புகள்	desserts
இனிப்புகள்	dessert
பாலோ	paulo
டார்லிங்	darling
புளிப்பு	sour
லெஸ்லி	leslie
தூரன்	duran
ஸ்ரீமதி	smt
எலும்புக்கூடு	skeleton
யுரேனஸ்	uranus
எதற்கு	why
பிராணவாயு	oxygen
பின்னூட்டம்	feedback
புகழுக்கு	popularity
இனிமை	sweet
இனிமை	sweetness
பிரிஸ்டல்	bristol
கைல்	kyle
தலைமுடி	hair
சாளரங்கள்	windows
ஆசையை	desire
பென்சில்	pencil
தீர்ப்புகள்	judgments
கேட்டேன்	heard
கேட்டேன்	asked
அனுபவத்தில்	experience
ஹிட்	hit
சாக்சன்	saxon
கண்டறியவும்	explore
கண்டறியவும்	discover
சினை	roe
செயலலிதா	disproportionate
மனது	mind
மௌனம்	silence
தர்க்கம்	dispute
அப்பாவின்	dads
இளைஞர்களின்	youth
கருவணு	zygote
மகரந்தம்	pollen
அனு	anu
மின்னஞ்சலை	email
நீரேற்று	hydrate
மிரர்	mirror
பூசல்	scrimmage
புடாபெஸ்ட்	budapest
நானி	nani
ரூர்	ruhr
இணைக்கப்படுகிறது	connecting
செலின்	celine
அமிர்தம்	amrita
கடத்த	hijacked
செல்லுபடியாகும்	valid
விதவை	widow
ஹிந்த்	hind
ஓடுபாதை	runway
டிடி	titi
கசினி	mahmud
குவியல்	pile
தருகிறேன்	giving
மேக	cloud
ஸ்லாம்	slam
பாலைவனங்கள்	deserts
உண்ணுதல்	eating
காந்தம்	magnet
மோதிக்	collide
காதலர்கள்	lovers
எமில்	emil
ஆரவாரம்	cheers
ஆரவாரம்	cheering
மழலையர்	kindergarten
மிகப்பெரியது	major
பந்தர்	bandar
மிருகம்	beast
சாச்ஸ்	sachs
குடிக்க	drink
கேஜ்	gage
தலைமையை	leadership
நிகர்	niger
ஒத்திகை	rehearsal
ஒத்திகை	audition
தனுசு	sagittarius
ரகு	raghu
நிக்சன்	nixon
வழங்கு	donate
ஹிக்ஸ்	hicks
தாக்கப்பட்ட	beaten
தட்சிண	dakshina
டியோ	dio
டிரம்ஸ்	drums
ரியான்	ryan
சீற்றம்	outrage
இன்ஸ்பெக்டர்	inspector
குறைபாடுள்ள	faulty
அச்சுறுத்தல்கள்	threats
தொப்பிகள்	hats
தொப்பிகள்	caps
விரும்பியது	liked
பிரத்யேகமாக	exclusively
முதலாளித்துவம்	capitalism
உவமையணி	simile
முன்னறிவிப்பு	forecast
ஓடம்	odum
சென்னின்	sennin
விவரிப்பு	description
ஏமாற்று	cheating
ராஜிவ்	rajiv
கஞ்சி	porridge
கீலிங்	keeling
மச்ச	matsya
நம்பிக்கைகளை	hopes
படைவீரர்	veterans
பாமா	bama
பணவாட்டம்	deflation
மதிப்புரை	review
வெபர்	weber
படுகாயம்	injured
எண்ணெய்கள்	oils
குமிழி	bubble
நிறைவான	fulfilling
நிறைவான	extensive
இடைமுகப்பு	interface
அல்டிமேட்	ultimate
அகங்காரம்	ego
பாலே	ballet
ஹல்க்	hulk
தங்குமிடம்	shelter
தங்குமிடம்	residence
தங்குமிடம்	accommodation
ரோவர்	rover
கோச்	coach
ரூத்	ruth
வெண்ணிலா	vanilla
யாதவர்	yadav
சோப்பு	soap
ஜங்	jung
உணர்ச்சிகளை	emotions
கசாட்	cassatt
பாதுகாப்பானது	safe
பாதுகாப்பானது	secure
டிக்கின்சன்	dickinson
புரிந்துகொள்ளும்	understand
வேகாஸ்	vegas
கொடுமையான	horrible
அடா	ada
அல்பர்ட்	albert
டார்ஜிலிங்	darjeeling
நை	nye
சங்கரா	sankara
கள்ளி	cactus
ஊக்க	incentive
ஹோம்ஸ்	holmes
இட்ரியம்	yttrium
ஷாங்காய்	shanghai
பூச்சிக்கொல்லி	pesticide
நல்லொழுக்கம்	virtue
தெலூரியம்	tellurium
வாராந்திர	weekly
பெர்னாண்டஸ்	fernandez
பெர்னாண்டஸ்	fernandes
பிடல்	fidel
ஆபத்தானது	dangerous
மும்தாஜ்	mumtaz
ஆயுர்வேதம்	ayurveda
மனனம்	memorizing
உறுப்புக்களின்	tame
படுக்கைகள்	beds
ஆக்ஷன்	action
காட்டன்	cotton
டியூக்	duke
பட்டாயா	pattaya
ஹங்கேரிய	hungarian
பிரிய	break
தொடர்புக்கு	contact
உதை	kick
அழைக்கிறது	inviting
அழைக்கிறது	calling
மிரட்டல்	blackmail
குண்டுவெடிப்புகள்	bombings
சுவாங்	zhuang
சேம்பியன்	champion
பீட்டர்சன்	peterson
நெம்புகோல்	lever
வர்த்தகர்கள்	traders
வர்த்தகர்கள்	businessmen
திட்டமிடுதல்	schedule
ஸ்பைஸ்	spice
ஈக்கள்	flies
ஆலா	ala
மெக்ஸிகோ	mexico
மெல்லிசை	melody
இடியாப்ப	spaghetti
தாய்ப்பால்	breastfeeding
சட்டப்பூர்வமான	legal
தேக்கரண்டி	teaspoon
தேக்கரண்டி	tsp
பரம்	param
குறிப்புரை	comment
குறிப்புரை	contents
ஒப்பற்ற	reigned
மகிழ்ச்சியை	happiness
சம்மர்	summer
அதிகாரப்பூர்வமற்ற	unofficial
எமிரேட்ஸ்	emirates
கழித்த	spent
சேதமடைந்த	damaged
ஏற்றப்பட்ட	loaded
முதிர்	arcus
ஜம்ப்	jump
ஸ்டேடியம்	stadium
அச்சுப்பொறி	printer
காயமடைந்த	wounded
கார்லோஸ்	carlos
தாடி	beard
திவால்	bankruptcy
கருக்கள்	motifs
நிரப்ப	fill
பரிஸ்	parish
உளவுத்துறை	intelligence
மாதரம்	mataram
தெஹ்ரான்	tehran
நாளங்கள்	vessels
ஹார்வி	harvey
பங்குதாரர்	partner
புனைப்பெயர்	nickname
உதடு	lips
உதடு	lip
ஆற்றும்	heal
நினைத்தேன்	thought
சூர்	zur
டைரி	diary
இடைநீக்கம்	suspension
தவறியது	missed
நோயெதிர்ப்பியல்	immunology
கிரீன்விச்	greenwich
குவெண்டின்	quentin
பேல்	bale
முர்ரே	murray
மொங்	hmong
உள்வரும்	incoming
ஆளி	flax
கிரீன்லாந்து	greenland
சவால்கள்	challenges
ஹேக்	hacked
ஹேக்	hack
ரேஞ்சர்	ranger
ஷானியா	shania
யோகான்	yohan
காழ்	xylem
கீட்டோன்	ketone
நாராயணா	narayana
எஞ்சி	angie
செல்லுலார்	cellular
பல்கேரிய	variant
செல்பேசி	mobile
காரட்	carat
கூலும்	coulomb
உந்துதல்	motivated
வினாடிகள்	seconds
இணைப்பைப்	link
சியான்	cyan
பதிலை	answer
எளிதானது	easy
நேயம்	humanity
பட்டாசு	fireworks
பட்டாசு	firecracker
ஜாவாஸ்கிரிப்ட்	javascript
மேடிசன்	madison
மலச்சிக்கல்	constipation
மனிதநேயம்	philanthropy
மனிதநேயம்	humanity
மனிதநேயம்	humanities
ரத	ratha
மெக்	meg
மெக்	mech
உடைந்தது	broken
பரோக்	baroque
பித்து	mania
யோசனைகள்	ideas
இஸ்லாமாபாத்	islamabad
மோதிலால்	motilal
செல்லாத	valid
செல்லாத	invalid
காலின்ஸ்	collins
பிசாவு	bissau
பயங்கரவாதம்	terrorism
தேதிகள்	dates
கொரிந்தியர்	corinthians
அர்ப்பணிப்பு	dedication
அர்ப்பணிப்பு	commitment
பிராட்லி	bradley
வேகமானது	fast
காம்பு	nipple
உதுமான்	uthman
மறைந்தது	vanished
முட்டாள்	fool
முட்டாள்	idiot
முட்டாள்	stupid
ஸ்டுவர்ட்	stuart
நூற்று	hundreds
லேலண்ட்	leyland
லேலண்ட்	leland
மாறுபடுகின்றது	millimeter
ரிச்மண்ட்	richmond
அழகிகள்	beauties
போதனைகளை	sermons
ரமோன்	ramon
வாக்கியங்கள்	phrases
இதயத்துடிப்பு	heartbeat
காளைகள்	bulls
பிணைக்கப்பட்ட	bonded
குவேரா	guevara
புறாக்கள்	pigeons
வெளிவரவில்லை	looms
ஜென்னி	jenny
ரோட்டரி	rotary
இடதுசாரிகள்	leftists
உரத்த	loud
கூர்மை	shapes
கூர்மை	sharp
தரப்பிலும்	disagreements
அறங்காவலர்	trustee
திருப்புமுனை	breakthrough
ஷேர்	sher
பூட்டிய	locked
விறைப்பு	stiffness
இருமெத்தில்	dimethyl
ரூபிள்	ruble
ஊசிகள்	needles
டைனமிக்	dynamic
கர்ப்பம்	pregnancy
டேப்	tape
அகஸ்டின்	agustin
போரிஸ்	boris
ஏமன்	yemen
விடியல்	dawn
சந்திக்கிறது	meets
சிற்றாலயம்	chapel
அறியாமை	ignorance
மகளே	daughter
தேடல்கள்	searches
அசைல்	acyl
சதீஷ்	satish
பிக்சல்கள்	pixels
மீவியற்பியல்	metaphysics
வினையெச்சம்	adverb
உதவியாளர்கள்	helpers
ஹார்ப்பர்	harper
நாகரீக	civilized
அச்சுறுத்தும்	ominous
காயமுற்றனர்	collided
பிராய்ட்	freud
ரோமர்	romans
ஆஸ்பிரின்	aspirin
அன்டோனியோ	antonio
லிங்கின்	linkin
சமையலறை	kitchen
டயஸ்	dias
சிந்தியா	cynthia
ஆல்கேன்கள்	alkanes
ஆலிஸ்	alice
விழிப்பு	awakening
ஈவான்ஸ்	evans
ஹோவர்ட்	howard
குன்	kun
அடம்	adam
தாளங்கள்	beats
ரெனால்ட்ஸ்	reynolds
யோனி	vagina
லயோலா	loyola
நீக்கு	remove
நீக்கு	delete
ராக்யாட்	rakyat
சத்தியாகிரகம்	satyagraha
கணுக்கால்	ankle
இணக்கமாக	harmonious
அணுகலாம்	access
தத்தா	datta
தத்தா	dutta
கிரீம்	cream
தேய்த்து	scratch
வில்லா	villa
சிறப்பம்சங்கள்	highlights
பிரேமா	prema
வலைப்பதிவர்	blogger
திட்டு	scolded
திட்டு	shelf
சூட்	suit
ஈஸ்ட்வுட்	eastwood
பத்திரமாக	safe
வக்கீல்	lawyer
குறுக்குவெட்டு	intersect
நயாகரா	niagara
நோய்த்தடுப்பு	immunization
சுரோடிங்கர்	schrödinger
ஐக்கியம்	united
ஐக்கியம்	unification
தெரிந்தவர்கள்	acquaintances
தெரிந்தவர்கள்	acquaintance
எப்படிக்	how
டோபி	toby
டோபி	dobby
பிஷப்	bishop
பிரிட்டோரியா	pretoria
வைரங்கள்	diamonds
மனிதாபிமான	humanitarian
அதிகாரிகளிடம்	authorities
சுருக்கங்கள்	wrinkles
ஃபோன்	phone
உளவாளி	detective
தம்பதிகளின்	couple
குழந்தைகளிடம்	children
ஊக்கி	catalyst
இணைக்கவும்	connect
சாக்லேட்	chocolates
சாக்லேட்	chocolate
வம்சாவளி	pedigree
இலியட்	iliad
ஹியூக்ஸ்	hughes
அற்புதங்கள்	miracles
அற்புதங்கள்	wonders
சிட்டு	tit
உந்தப்பட்டு	pumped
மாமி	mami
ஐபீரிய	iberian
டர்போ	turbo
ஷி	shi
கோண்டி	gondi
அமெச்சூர்	amateur
லிண்டா	linda
மெகாபைட்	megabytes
பாலகுமாரன்	baku
ஹிரோஷிமா	hiroshima
கிடார்	guitars
ட்ரூ	drew
பிளாசா	plaza
நாற்காலிகள்	chairs
காரோ	garo
யாவே	yahweh
பூனா	pune
பூனா	poona
நீட்சே	nietzsche
மம்மி	mummy
மயங்கும்	dusk
பழக்கங்கள்	behaviors
பழக்கங்கள்	habits
சிறார்கள்	minors
பரீட்சை	exam
பிணி	sick
இருந்திருந்தால்	would
தாமரைப்	lotus
உப்சாலா	uppsala
விவசாயத்திற்கு	agriculture
டாக்ஸி	taxi
தியானத்தில்	meditation
தொலைந்த	lost
பார்த்தது	seen
ஜோயல்	joel
தலைமுறைகள்	generations
மொனாக்கோ	monaco
புதிரான	mythical
புதிரான	intriguing
புதிரான	weirdest
அட்டன்	hatton
சீர்கேடு	degenerate
தாதா	dada
பலவீனமாக	giddy
வித்தியாசமாக	different
வித்தியாசமாக	differently
ஷேர்பாயிண்ட்	sharepoint
சத்திரியர்	kshatriya
கிரிகோரி	gregory
பாலிங்	pauling
ஓராக்சைடு	monoxide
ஜென்னர்	jenner
மேடம்	madam
மேடம்	mam
கிளாட்	claude
வேண்டுகோள்கள்	requests
மடி	fold
மாவோ	mao
கறை	stain
நோம்	nom
காமிரா	camera
பெலாரஸ்	belarus
காத்திருந்த	awaited
கார்னர்	corner
கைலி	kylie
புருண்டி	burundi
ஆயில்	oil
மண்ணீரல்	spleen
திரிதடையம்	transistor
நினைவைப்	memory
அஸ்கார்பிக்	ascorbic
குணங்களை	qualities
கிரியா	kriya
இனவாதம்	racism
லீகா	liga
கொலையாளி	assassin
கர்	kar
விவியன்	vivian
அல்லா	alla
மீட்	mead
லூ	lou
வேர்ட்ஸ்வொர்த்	wordsworth
கிரீடம்	crown
விரலை	finger
திரையரங்கம்	theater
திரையரங்கம்	theatre
கிளிண்டன்	clinton
திரில்லர்	thriller
பட்டகம்	clubs
இறைவா	lord
ரேச்சல்	rachel
நடிப்பது	shooting
அங்கீகரித்து	recognizing
டெட்ரா	tetra
உயிரணுவியல்	cytology
கமாண்டோ	commando
தடயவியல்	forensic
துனீசியா	tunisia
நிறுத்துதல்	stopping
ஆழமற்ற	shallow
கன்னம்	cheek
திலிப்	dilip
ஏடிஎம்	atm
லியோனி	leoni
கராச்சியில்	karachi
அன்பை	love
தோடு	earring
கியர்	gear
மங்கிய	fade
சேர்மன்	chairman
குணா	guna
மார்பகம்	boob
மார்பகம்	breast
கருத்தரங்கு	conference
கருத்தரங்கு	seminar
கைப்பாவை	puppet
ஆர்க்கிமிடீஸ்	archimedes
ரூம்	room
பாரோ	barrow
ஹட்ஜன்ஸ்	hudgens
ரெக்ஸ்	rex
ஜூல்ஸ்	jules
கழிவறை	toilet
கரப்பான்	cockroach
மாசற்ற	immaculate
பட்டியலிடப்பட்டுள்ள	listed
ஆய்வகங்கள்	laboratories
விலாஸ்	vilas
வாலின்	valine
மோனோ	mono
தட்டுப்பாடு	shortage
வைராக்கியம்	bigot
கடாரம்	kedah
விண்ணப்பங்கள்	applications
ஏவுகணைத்	distracting
எடின்பர்க்	edinburgh
பியரி	pierre
க்யூ	cue
அருவியில்	falls
முன்தோற்றம்	overview
முன்தோற்றம்	preview
பெர்குளோரேட்டு	perchlorate
ரால்ப்	ralph
பாவங்களை	sins
குண்டலினி	kundalini
சாலி	sally
வெர்னர்	werner
சயீத்	sayed
சயீத்	saeed
சுடு	shoot
வனுவாட்டு	vanuatu
திரும்புகிறது	repeating
கும்பம்	aquarius
ஆண்ட்ரியா	andrea
கேமரூன்	cameroon
கோல்ப்	golf
வேட்டைக்காரன்	hunter
வேட்டைக்காரன்	nimrod
சேஸ்	chase
ஒப்பீடுகள்	comparisons
ஸ்கோர்	score
கலெக்டர்	collector
பெளத்தம்	buddhist
கலோரி	calorie
மேட்டர்	mater
டிரேக்	drake
அடுப்பில்	oven
மினசோட்டா	minnesota
மிஸ்ரா	mishra
நெசவாளர்	weavers
பிளாக்பர்ன்	blackburn
அருணன்	aruna
சிக்ஃபிரைட்	siegfried
பலூன்	balloon
பேத்தி	granddaughter
யோனா	jonah
செலினியம்	selenium
புரூக்ளின்	brooklyn
செழுமை	richness
கூடாரம்	tent
யாருமே	nobody
தூதர்கள்	apostles
தூதர்கள்	messengers
சாட்சியம்	testimony
பயனுள்ளது	useful
கான்கிரீட்	concrete
புதுப்பிப்பு	update
தோல்விகள்	failures
அழ	cry
கிந்தா	kinta
சோதிக்கும்	honors
சலவை	washing
சலவை	laundry
பெப்சி	pepsi
டைட்டானியம்	titanium
ஹம்மர்	hummer
டேராடூன்	dehradun
