jego	jo
wkład	indėlis
wkład	užtaisas
książkę	knygą
książkę	knyga
nrd	vdr
tłum	mafija
tłum	mob
tłum	minios
tłum	minia
partie	partijų
lewis	lewis
santiago	kubos
niedługo	greit
niedługo	greitai
adolf	adolfas
połączone	kombinuotosios
połączone	prisijungė
choroba	ligos
choroba	ligos
choroba	liga
kontakt	paskiria
kontakt	kontaktas
andré	andre
obóz	stovyklos
obóz	stovykla
charakterystyczne	skiriamasis
charakterystyczne	skiriamieji
toronto	toronto
przechodzi	praeina
mirosław	mirosław
techniczny	techninių
skoki	šokinėja
grafik	globos
ciśnienie	slėgis
ciśnienie	slėgio
trwała	ilgalaikio
trwała	truko
trwała	perm
ściśle	griežtai
ściśle	įdėmiai
ali	ali
młode	jauniklius
hugo	hugo
obsługi	aptarnavimas
uznany	pripažintos
więzieniu	kalėjimas
karty	korteles
karty	kortos
karty	kortelės
karty	kortelė
illinois	ilinojaus
zamian	grįžimas
zamian	grįžti
zamian	grąžos
hot	karšti
hot	karšto
hot	karšta
hot	karštas
księstwo	kunigaikštystės
księstwo	kunigaikštystė
blues	bliuzo
zwierzęta	gyvūnai
zwierzęta	gyvuliai
zwierzęta	gyvūnų
zwierzęta	gyvūnai
zwierzęta	gyvuliai
zwierzęta	gyvūnas
zwierzęta	gyvūno
zwierzęta	gyvūnų
zwierzęta	augintiniai
heinrich	henrikas
mateusz	mateusz
spadek	paveldėjimo
pracownik	darbuotojui
pracownik	darbuotojas
pracownik	darbininkas
pracownik	darbuotojas
napęd	varymo
napęd	vykdyti
chemii	chemija
real	tikras
zachodni	vakarų
zachodni	vakarai
zachodni	vakarų
pisać	rašyti
pisać	rašant
zbiorów	derliaus
zbiorów	derliaus
zbiorów	derlius
kalibru	kalibro
wschodnie	rytų
wschodnie	rytų
franz	franz
atp	atp
ogólnie	bendri
ogólnie	bendra
ogólnie	bendrieji
japonia	japonija
japonia	japonijos
entertainment	pramogos
entertainment	pramoga
entertainment	pramogų
kandydat	kandidatas
kandydat	kandidatės
wzgórza	kalvų
wzgórza	kalvos
pisz	rašyti
wyprawy	ekspedicijas
wyprawy	ekspedicija
francis	pranciškus
próba	repeticija
próba	bandymai
próba	mėginys
próba	bandinys
próba	mėginio
próba	ėminys
próba	bandymo
próba	bandomoji
próba	bandymas
dokumenty	dokumentas
song	daina
song	dainos
wrażenie	įspūdį
otrzymuje	gauna
long	ilgai
long	ilga
long	ilgas
drzewo	medžio
litwy	lietuva
indian	indas
indian	indijos
zajęcia	klasės
zajęcia	klasė
pozostałości	liekanos
pozostałości	liekana
pozostałości	likučių
pozostałości	likučiai
pozostałości	liekanos
zainteresowania	interesus
tablica	sienos
tablica	siena
british	britanijos
british	britai
british	britų
czasopismo	lapą
czasopismo	žurnalas
wyższe	mokomųjų
natury	pobūdžio
natury	gamta
natury	prigimtis
porozumienia	susitarimai
letni	vasara
letni	vasaros
kijów	kiïv
kijów	kijevo
kijów	kijeve
religijnych	religinių
jim	džimas
douglas	douglas
ranny	sužeista
ranny	sužeistas
kalifornia	kalifornija
kalifornia	kalifornijoje
kalifornia	kalifornijos
wie	žino
tron	sostą
tron	sosto
saksonia	saksonijos
death	mirtis
death	mirties
fabryka	fabrikas
fabryka	gamykloje
fabryka	gamykla
andrea	andrea
krótkie	trumpa
krótkie	trumpi
krótkie	trumpai
krótkie	trumpas
krótkie	trumpalaikis
krótkie	trumpas
nauka	mokslas
nauka	mokslo
nauka	mokymosi
nauka	mokymuisi
nauka	mokytis
nauka	mokymasis
zakończenia	užbaigimo
firm	bendrovės
firm	įmonėse
firm	bendrovių
starszych	senoliai
brytyjskie	britanijos
brytyjskie	britai
brytyjskie	britų
jakoś	kažkaip
licencji	licencijos
licencji	licencija
ray	ray
najstarszy	seniausias
konrad	konrad
biegnie	krypsta
biegnie	valdo
dokument	dokumentas
zastępcy	pakaitalai
trudności	sunkumai
trudności	sunkumas
trudności	sunkumų
trudności	sudėtingumas
trudności	sunkumai
trudności	sunkumų
auto	auto
auto	automatinė
bogdan	bogdan
wykładowca	dėstytoja
jimmy	jimmy
jimmy	džimis
niepodległość	nepriklausomybės
niepodległość	nepriklausomybė
niepodległość	nepriklausomumas
niepodległość	savarankiškumas
wiesław	wiesław
zgromadzenie	susirinkimas
zgromadzenie	mazgas
zgromadzenie	surinkimo
zgromadzenie	rinkti
stone	akmens
przegląd	apžvalga
przegląd	peržiūra
narodu	tauta
czasy	kartus
rudolf	rudolph
rudolf	rudolf
heart	širdy
heart	širdies
heart	širdis
występowanie	buvimas
występowanie	buvimas
administrator	administratorius
administrator	administratorius
ciąg	seka
seniorów	abiturientai
institute	institutas
anne	anne
tłumacz	vertimo
tłumacz	vertimas
tłumacz	išversti
lotnisko	aerodromas
lotnisko	aerodromo
lotnisko	aerodrome
koncerty	koncertai
opera	opera
wreszcie	pagaliau
pluton	būrys
przypomina	primena
finansów	finansai
finansów	finansus
mario	mario
ludowa	liaudis
święto	festivalis
święto	festivalio
święto	šventė
święto	šventė
święto	šventę
święto	šventė
święto	švente
michaił	michailas
socjalistycznej	socialistų
wojen	karai
matematyk	matematikas
literackie	literatūros
praga	praha
praga	prahos
pociągów	traukiniai
dyplom	diplomas
tor	tor
sala	sal
sala	salėje
sala	salė
kościoły	bažnyčios
kościoły	bažnyčių
georg	georg
narodzenia	nativity
ogród	sode
ogród	sodas
rozkład	skilimo
rozkład	skilimas
rozkład	platinimas
rozkład	paskirstymo
rozkład	paskirstymas
rozkład	pasiskirstymas
rozkład	globos
równolegle	lygiagrečiai
dziennik	dienoraštis
billy	bilis
youtube	youtube
potrzebne	reikėjo
gdynia	gdynės
división	división
transfermarkt	transfermarkt
gleby	dirvožemio
gleby	dirvožemį
gleby	dirvožemis
gleby	dirvos
opowieści	pasakų
opowieści	aprašymai
opowieści	istorijų
gabriel	gabriel
ojczyzny	tėvynę
istniał	egzistavo
virtuti	virtuti
bruno	bruno
kalifornii	kalifornija
kalifornii	kalifornijoje
kalifornii	kalifornijos
pełne	pilnas
pełne	visu
sławomir	sławomir
wymiary	matmenys
mózgu	smegenys
mózgu	smegenų
ślady	traces
ślady	ženklai
władimir	vladimiras
źle	blogai
źle	bloga
źle	blogas
źle	blogi
narodowości	tautybių
palatynat	pfalcas
napięcie	įtampa
napięcie	įtampos
napięcie	įtampa
diego	diego
opery	opera
ofiary	aukas
ofiary	aukos
ofiary	aukų
ofiary	aukai
ofiary	auka
metod	metodai
odkryto	atrado
odkryto	aptikta
promieniowania	radiacija
promieniowania	spinduliuotė
promieniowania	spinduliavimas
promieniowania	spinduliuotės
chorób	ligų
osiąga	pasiekia
interwiki	interwiki
największa	didžiausias
wodny	vandens
stworzenia	padarai
poprawy	gerinimo
poprawy	pagerėjimas
america	amerikoje
america	amerika
america	amerikos
projekty	dizaino
próbę	repeticija
wschodni	rytų
wschodni	rytų
stoczni	statyklų
wstęp	intro
mężczyzna	patinas
mężczyzna	patinų
mężczyzna	vyrai
mężczyzna	vyras
mężczyzna	vyru
mężczyzna	vyras
mężczyzna	žmogus
odmiana	variantai
odmiana	variantas
odmiana	veislė
młodego	jaunikis
fali	bangos
fali	bangų
fali	banga
miller	mileris
like	lyg
like	kaip
wykształcenie	švietimo
wykształcenie	švietimas
wykształcenie	išsilavinimas
pyrénées	pyrénées
niemcami	vokietija
kopalni	kasyklų
kopalni	kasyklose
kat	budelis
kat	budelio
kat	kat
tvn	tvn
power	galios
power	galia
zgody	sutikimas
zgody	sutikimo
litewski	lietuvos
litewski	lietuvių
trwały	ilgalaikio
sami	samių
przekazał	dovanojo
właściciela	savininkas
fox	lapė
odmiany	variantai
odmiany	variantų
odmiany	veislės
odmiany	veislė
odmiany	veislių
odmiany	veislė
substancji	medžiaga
juliusz	julius
białymstoku	bialystok
żywo	gyva
żywo	live
żywo	gyvi
żywo	gyventi
żywo	gyvos
serbii	serbija
fotografii	photography
fotografii	fotografijos
fotografii	fotografija
sesji	užsiėmimai
sesji	sesijas
sesji	posėdžiai
sesji	sesijos
ewentualnie	galiausiai
zebrane	derlius
zebrane	surinkti
skrót	derinys
stacje	stotys
następcą	įpėdinis
mitologii	mitologija
dance	šokio
klasztorze	vienuolyno
klasztorze	vienuolynas
sprzętu	hardware
zawód	profesija
zawód	užsiėmimas
koncepcji	sąvokos
koncepcji	sąvokų
igor	igor
brama	vartų
brama	vartai
brama	vartai
arcybiskupa	arkivyskupas
zmuszony	priverstinis
wycofał	atsiėmė
górski	kalnų
górski	kalnas
opiera	priešinasi
ekonomista	ekonomistas
sprzedaż	parduodama
sprzedaż	pardavimai
sprzedaż	pardavimas
sprzedaż	parduotas
zdolności	gebėjimai
bay	įlanka
miesiącach	mėnesiai
helena	elena
głębokość	gylis
wymiany	keitimosi
wymiany	mainai
tel	tel
bramkarz	vartininkas
katolickiej	katalikų
emigracji	emigracijos
emigracji	emigracija
zarys	kontūrai
przypisy	išnašas
przypisy	išnašos
christopher	christopher
rzek	upės
rzek	upių
rzek	upes
ląd	žemyninės
współpraca	bendradarbiavimas
współpraca	bendradarbiavimo
prowadzić	vykdyti
automatycznie	auto
automatycznie	automatinė
hip	hip
hip	klubas
hip	klubo
zjawiska	reiškinius
zaprojektowany	suprojektuoti
zaprojektowany	suprojektuotos
zaprojektowany	suprojektuota
zaprojektowany	suprojektuotas
zaprojektowany	gaminamos
iraku	irako
iraku	irakas
wikimedia	wikimedia
patriarcha	patriarcho
skoczek	žirgas
skoczek	riteris
skóry	oda
skóry	odos
skóry	oda
skóry	odos
aktora	aktorė
aktora	aktorius
hamilton	hamilton
uznać	pripažinti
wyrok	nuosprendis
nhl	nhl
kodeks	codex
chiński	kinų
chiński	kinijos
chiński	kinas
tramwaje	tramvajų
kanada	kanada
kanada	kanadoje
kanada	kanados
fortepian	pianino
dan	dan
waldemar	valdemar
koloru	spalva
sprint	sprintas
krytyk	kritikas
dąbrowa	dombrova
way	būdu
way	būdas
sylwetka	siluetas
pseudonim	slapyvardis
złożone	kompleksas
złożone	sudėtingas
tysiące	tūkstančiai
drobne	nedideli
zgłoszenie	pranešimo
zgłoszenie	pranešimas
zgłoszenie	ataskaita
pomorskie	pamario
różnice	skirtumas
skały	akmuo
skały	rokas
skały	rock
skały	uolos
skały	akmenų
skały	akmenys
specjalny	specialių
otwarte	atverti
producenta	gamintojas
producenta	gamintojas
mil	km
victor	viktoras
elizabeth	elizabet
fizyk	fizikas
anime	anime
jersey	džersio
płci	lytis
płci	lytis
mvp	mvp
wybrzeże	pajūris
stworzenie	kūryba
stworzenie	laikinojo
stworzenie	padaras
młodości	jaunimo
młodości	jaunimas
ulice	gatvės
ulice	gatvėse
wideo	video
wideo	vaizdai
wideo	videos
road	kelias
road	kelių
road	kelio
folwark	palivarkas
leśne	miškas
old	senas
medali	medaliai
ekonomii	ekonomika
kijowie	kijevo
kijowie	kijeve
ważki	laumžirgiai
japońska	japonijos
japońska	japonų
marc	marc
franche	franche
internet	interneto
internet	internetas
przypadek	sutapimas
przypadek	atsitiktinumas
argumenty	argumentai
boczne	šoninis
nadwozia	kūno
nadwozia	kūnas
nadwozia	kėbulas
analiza	analizė
jordan	jordan
jordan	jordanija
jordan	jordanijos
żelaza	geležies
żelaza	geležis
głowa	galvos
katastrofy	nelaimė
katastrofy	katastrofa
katastrofy	nelaimės
katastrofy	nelaimių
albumów	albumai
opowiadania	aprašymai
opowiadania	istorijų
agencja	agentūra
serce	širdies
serce	širdy
serce	širdies
serce	širdis
lesie	miškas
lesie	miško
różnica	skirtumas
różnica	skirtumas
napis	užrašas
inżynierii	inžinerija
inżynierii	inžinieriai
inżynierii	inžinerijos
marta	marta
kontakty	paskiria
kontakty	kontaktas
graczy	žaidėjai
graczy	žaidėjų
zapaśnik	imtynininkas
dyskusję	diskusijos
dyskusję	aptarimas
dyskusję	diskusija
agencji	agentūra
biologia	biologija
krytyków	kritikai
administracyjne	administracinis
administracyjne	administracinės
tommy	tomis
jane	džeine
szwajcarski	šveicarijos
szwajcarski	šveicarija
nauczania	mokymo
nauczania	mokymas
turystyki	turizmo
turystyki	turizmas
chrześcijan	krikščionių
chrześcijan	krikščionys
grecki	graikų
kierowcy	vairuotojai
kierowcy	vairuotojų
kierowcy	vairuotojo
kierowcy	mašinistas
kierowcy	vairuotojas
rzeźba	skulptūra
urzędnik	tarnautojas
wierszy	eilėraščiai
wierszy	eilutės
kilometr	kilometre
chiny	kinų
chiny	kinijos
chiny	kinas
mniejszości	mažuma
mniejszości	mažumos
mniejszości	mažumų
przyjaciel	draugė
przyjaciel	draugo
przyjaciel	drauge
przyjaciel	draugas
arts	meno
arts	menas
arts	menų
josef	josef
josef	yosef
pablo	pablo
allen	alenas
kelly	kelly
pełna	pilnas
pełna	visu
arab	arabų
orła	erelis
czerwona	raudona
pacyfiku	ramiojo
przygotowania	ruošimas
przygotowania	junginiai
przygotowania	paruošimas
przygotowania	preparatas
przygotowania	ruošiniai
przygotowania	preparatai
księżyca	palydovas
kult	cult
kult	maldos
zielony	žalia
wersjach	versijos
wersjach	versijų
tim	timas
honda	honda
jonathan	džonatanas
poważnie	rimtai
ibn	ibn
soccerway	soccerway
skarbu	iždo
skarbu	iždas
architektura	architektūra
dyscypliny	disciplinos
dyscypliny	drausmė
dyscypliny	disciplina
biblii	biblija
biblii	biblijos
lotów	skrydžiai
dorosłych	suaugusieji
dorosłych	suaugusiems
dorosłych	suaugusiųjų
dorosłych	suaugusieji
indie	indija
indie	indijos
księżniczka	princesė
księżniczka	princese
księżniczka	princesės
białystok	balstogės
białystok	bialystok
gubernator	reguliatorius
gubernator	gubernatorius
dramat	drama
dramat	dramos
technik	technikas
żył	gyveno
żył	gyvenau
turnieje	turnyrai
pracownicy	darbininkai
pracownicy	darbuotojai
pracownicy	darbininkų
piktogram	piktograma
kamery	internetinį
kamery	kamera
starosta	starosta
legendy	legendos
primera	primera
poświęcił	paaukota
finansowych	finansiniai
finansowych	finansinis
zasobów	ištekliai
zasobów	išteklių
lepsze	geresnė
lepsze	geresnis
lepsze	gerėja
lepsze	geriau
środek	vidurys
środek	artimųjų
historycznej	istorinis
historycznej	istorinė
adrian	adrian
ruiny	griuvėsiai
billboard	billboard
koalicji	koalicijos
koalicji	koalicija
powietrze	oro
powietrze	oras
obserwacji	pastebėjimas
obserwacji	stebėjimai
obserwacji	stebėjimas
obserwacji	stebėjimo
ciekawe	įdomu
ciekawe	įdomus
boy	berniukas
włączony	įjungtas
rzut	išmesti
rzut	pikis
gigant	giant
najstarszych	seniausias
szymon	saimonas
szymon	simonas
zaburzenia	sutrikimai
silne	stiprūs
silne	tvirtas
silne	stipri
silne	stiprus
opole	opolės
sanktuarium	šventovė
sanktuarium	prieglauda
bryan	bryan
współczynnik	koeficientas
współczynnik	santykis
współczynnik	faktorius
współczynnik	daugiklis
współczynnik	veiksnys
specjalista	specialistų
specjalista	ekspertas
działała	prekiavo
działała	veikė
chcąc	nori
abb	abb
grzybów	grybai
przebiegu	rida
daniela	daniela
daniela	daniel
wagonów	vagonai
wagonów	vagonų
urządzenie	įrenginys
kamienia	akmens
morskie	jūrų
morskie	jūrinė
skrzydeł	sparnai
skrzydeł	sparnus
dystrykt	rajonas
stade	stade
zamordowany	nužudytas
jadwiga	hedwig
jadwiga	jadwiga
internecie	interneto
internecie	internetas
udaje	apsimeta
katalog	aplankas
katalog	katalogo
katalog	katalogas
gospodarstwa	ūkiai
gospodarstwa	ūkiuose
gospodarstwa	ūkių
gospodarstwa	valdos
gospodarstwa	farm
gospodarstwa	ūkiai
gospodarstwa	valda
wewnętrzne	interjero
wewnętrzne	vidaus
unesco	unesco
irena	irena
irena	irena
głowę	galvos
popularne	dažniausi
kongresu	kongresas
sióstr	sesės
sióstr	seserys
dany	dana
project	projekto
project	projektas
kar	nuobaudos
kar	baudos
kar	bausmės
kar	sankcijos
departament	departamentas
dal	dal
zdolność	pajėgumas
zdolność	pajėgumai
zdolność	talpa
zdolność	gebėjimas
zdolność	gebėjimą
obserwatorium	observatorija
obserwatorium	observatorijos
częstotliwości	dažnumas
częstotliwości	dažnis
rękopis	rankraštis
lópez	lópez
górne	gurnė
uznaje	pripažįsta
metro	metro
bmw	bmw
jamesa	james
jamesa	džeimsas
arenie	arena
cara	caras
bliżej	arčiau
bliżej	išsamiai
jason	džeisonas
grzbiet	ridge
test	bandymo
test	bandomoji
test	bandymas
geografii	geografija
losy	likimai
losy	turtai
losy	išlikimas
mac	mac
gazu	dujos
myśl	manau
współczesne	šiuolaikinio
zapalenie	uždegimas
kal	kal
kierowców	vairuotojai
kierowców	vairuotojų
stosunek	santykis
muzycy	muzikantai
letnie	vasara
letnie	vasaros
dead	miręs
idzie	eina
rzeźbiarz	skulptorius
wpływy	įtaka
michigan	mičigano
columbia	kolumbija
columbia	kolumbijos
moore	moore
francesco	francesco
ogień	ugnies
ogień	gaisro
ogień	gaisras
ogień	ugnis
warstwy	sluoksniai
lekarza	gydytojo
lekarza	gydytojas
ścianie	sienos
ścianie	siena
roberto	robertas
roberto	roberto
kongres	kongresas
dźwięk	garsas
remont	remonto
remont	remontas
remont	renovacijos
poważne	rimti
poważne	rimta
poważne	rimtas
poważne	rimtų
poważne	sunkus
bielsko	belsko
ślub	santuokos
ślub	santuoka
ślub	vestuvės
ślub	vestuves
lew	liūto
lew	liūtas
lew	levas
technika	technikas
technika	technika
technika	technologijos
technika	technologija
technika	technologijų
obcych	svetimi
obcych	ateivių
średnie	vidutinės
leczenie	gijimo
leczenie	terapija
leczenie	gydymas
leczenie	gydymas
okna	langas
okna	lango
religijne	religinių
skrzynia	dėžė
skrzynia	langelyje
skrzynia	dėžutė
skrzynia	krūtinės
pożar	ugnies
pożar	gaisro
pożar	gaisras
pożar	ugnis
skrzydło	korpusas
kina	cinemas
wyprodukowany	gaminami
filipa	philip
głębokości	gylis
turystów	turistai
turystów	turistų
queen	karaliene
queen	karalienė
queen	queen
kultu	cult
plemienia	genčiai
plemienia	genčių
stulecia	šimtametė
ciąży	nėštumas
ciąży	nėščia
more	daugiau
przygody	nuotykiai
przygody	nuotykių
przygody	nuotykiai
przygody	nuotykis
przygody	nuotykių
murray	murray
charakterystyczny	skiriamasis
charakterystyczny	skiriamieji
saksonii	saksonijos
dziewięć	devyni
wyzwolenia	išlaisvinimo
atlas	atlas
américa	américa
times	kartus
izrael	izraelis
izrael	izraelio
zwolenników	rėmėjų
fantasy	fantazija
holandia	holland
holandia	olandija
gruzji	gruzijos
aktywny	aktyviai
aktywny	aktyvi
aktywny	aktyvus
aktywny	aktyvinti
badanie	bandymo
badanie	bandomoji
badanie	bandymas
badanie	bandymai
mtv	mtv
zniszczenia	žala
zniszczenia	žalos
zniszczenia	naikinimo
zniszczenia	sunaikinimas
ram	ram
della	della
mit	mit
mit	mitas
królów	karaliai
giuseppe	giuseppe
usd	usd
jagiellońskiego	jogailos
objawy	simptomai
zgłoszenia	pranešimai
fifa	fifa
średni	vidutinės
konieczne	būtinas
atlético	atlético
wisconsin	viskonsino
nicolas	nicolas
ivan	ivanas
jaja	kiaušiniai
jaja	kiaušinių
pianista	pianistas
jelena	jelena
bogusław	boguslavas
legend	legendos
przemysław	przemysław
żydzi	žydų
żydzi	žydai
konieczność	būtinumo
konieczność	būtinumas
konieczność	būtinybė
muzyków	muzikantai
story	istorijos
story	pasakojimas
story	istorija
węgierskiej	vengrijos
indiana	indiana
jazda	ri
jazda	vykdymo
zarządzanie	tvarkyti
architekta	architektas
koszulka	marškiniai
koszulka	marškinėliai
ukraina	ukrainoje
ukraina	ukraina
leopold	leopoldas
dorota	dorothea
dorota	doroti
dorota	dorota
zlecenie	darbas
właścicieli	savininkai
organizowane	organizuotu
organizowane	surengė
albanii	albanų
albanii	albanijos
albanii	albanijoje
albanii	albanija
zielone	žalia
krytyczne	esminė
hiszpańska	ispanų
hiszpańska	ispaniškai
hiszpańska	ispanijos
dana	dana
wybuch	sprogimas
vancouver	vankuverio
integracji	integravimas
integracji	integracijos
integracji	integracija
chętnie	mielai
geograficzne	geografiniai
geograficzne	geografinis
geograficzne	geografinė
dach	stogas
dach	stogo
fiction	fantastika
uczelnia	universitetas
uczelnia	koledžas
uczelnia	kolegijos
uczelnia	kolegija
uczelnia	koledžo
tłumaczenia	vertimo
tłumaczenia	vertimas
tłumaczenia	vertimai
egipt	egipte
egipt	egipto
egipt	egiptas
piłkarzy	futbolininkai
męskie	patinas
męskie	patinų
męskie	vyrai
męskie	vyras
męskie	vyrai
leona	leona
leona	leonas
leona	leono
emil	emilis
cruz	cruz
instytucja	įstaiga
instytucja	institucija
popularności	populiarumas
porozumienie	susitarimas
porozumienie	susitarimo
porozumienie	išdėstymas
administratora	administratorius
administratora	administratorius
gold	auksinis
gold	aukso
gold	gold
gold	auksas
żywności	maistas
gary	gari
malarstwo	dažymas
laboratorium	laboratorijos
laboratorium	laboratorinis
laboratorium	laboratorijoje
laboratorium	laboratorija
żółty	geltona
ludwig	ludwig
koszt	savikaina
wypadek	avarija
wypadek	avarijos
szczątki	nuolaužos
wodne	vandens
bawarii	bavarijos
całkiem	gan
całkiem	gana
agent	agentas
obywatelstwo	pilietiškumas
zdobyte	įsigijo
senator	fantastika
senator	senatorius
kwas	rūgštis
brąz	bronza
liści	lapų
wisła	wisła
schronisko	bendrabutis
przedsiębiorstw	bendrovės
przedsiębiorstw	įmonėse
przedsiębiorstw	bendrovių
korea	korėja
ataki	išpuoliai
ataki	išpuolių
istniały	egzistavo
klimat	klimato
klimat	klimatas
alfa	alfa
twierdzenie	teorema
brzeg	kranto
brzeg	krantas
sięga	pasiekia
harris	haris
harris	harris
drewniana	medinė
drewniana	mediniai
fff	fff
stałych	konstantos
księży	kunigai
przedsiębiorca	verslininkas
przedsiębiorca	prekiautojas
przedsiębiorca	prekybininkas
przedsiębiorca	verslininkas
przedsiębiorca	pardavėjas
przedsiębiorca	verslininkas
prasy	spaudos
finansowe	finansiniai
finansowe	finansinis
deutsche	deutsche
wzgórze	kalvos
hermann	hermann
wymagania	reikalavimai
milan	milanas
milan	milano
demo	demos
tradycyjnie	tradicinės
tradycyjnie	tradiciniai
tradycyjnie	tradicinė
propozycje	pasiūlymus
propozycje	siūlymai
propozycje	pasiūlymai
gospodarka	ekonomika
siła	force
siła	galios
siła	galia
odmówił	atsisakė
rzeszów	rzeszów
raka	vėžys
raka	vėžio
jerozolimy	jeruzalės
jerry	džeris
bibliotece	bibliotekų
bibliotece	bibliotekos
bibliotece	biblioteka
estadio	estadio
tarczy	skydo
tarczy	skydas
astronom	astronomas
valley	slėnis
bramy	vartus
bramy	vartai
bramy	vartų
bramy	vartai
rzymski	romos
miami	miami
kampania	kampanija
kampania	kampanijos
procent	procentas
czechy	bohemija
ciężkie	sunkus
ciężkie	galinga
dawid	david
dawid	deividas
dawid	dovydas
pua	pua
kolekcji	kolekcijos
alice	alisa
missouri	misūrio
specjalna	specialių
autostrada	greitkelis
autostrada	greitkelis
kart	korteles
kart	kortos
baby	baby
baby	mažyte
baby	mažylis
baby	kūdikis
rasy	lenktynes
rasy	veislės
rasy	veislė
rasy	veislės
rasy	veislių
oceanu	vandenynas
kamil	kamil
zakaz	ban
zakaz	uždrausti
zakaz	uždraudimas
zakaz	draudimas
zakaz	uždraudimas
psychologii	psichologija
nieba	dangaus
nieba	dangus
nieba	dangaus
nieba	dangus
nieba	dangus
donald	donaldas
znaki	ženklai
maurice	maurice
playstation	playstation
złe	blogai
złe	bloga
złe	blogas
złe	blogi
promocji	skatinimas
promocji	propagavimas
promocji	skatinimo
księżna	hercogienė
ian	lan
ian	ian
praktyki	praktiką
stal	plienas
arabskich	arabų
victoria	viktorija
pieśń	daina
pieśń	dainos
kryzys	krizė
kryzys	krizės
kwiecień	balandis
nagle	staiga
dachu	stogas
dachu	stogo
złożony	kompleksas
złożony	sudėtingas
wina	kaltė
opinie	nuomonės
opinie	atsiliepimai
opinie	atsiliepimus
hollywood	holivudo
ruda	rūdos
ruda	imbiero
dark	tamsus
dark	tamsi
dark	tamsiai
masters	kapitonai
boys	berniukai
popularny	dažniausi
brzmi	skamba
brzmi	garsus
brzmi	garsai
clark	klarkas
fabryce	fabrikas
fabryce	gamykloje
fabryce	gamykla
dakota	dakotos
wysłany	nustačiusi
georges	georges
kwalifikacji	kvalifikacijų
kwalifikacji	kvalifikacijos
kwalifikacji	kvalifikacija
naukowców	akademikų
naukowców	mokslininkai
naukowców	mokslininkų
naukowców	tyrėjai
naukowców	mokslininkai
normandii	normandie
monika	monika
monika	monika
rektor	rektorius
sen	svajonė
sen	svajone
sen	sen
skarpety	kojines
skarpety	kojinės
zestaw	kit
zestaw	komplektas
księdza	kunigas
est	est
modeli	modelių
modeli	modeliai
węzeł	mazgas
romana	romana
jezior	ežerai
jezior	ežerų
komedia	komedija
premierę	premjera
adams	adams
archipelagu	salynas
academy	akademija
powołanie	ragina
egipcie	egipte
egipcie	egipto
egipcie	egiptas
przepisy	receptai
rené	rené
demokracji	demokratija
demokracji	demokratijos
samica	moteris
samica	patelės
samica	moterys
samica	moterų
samica	patelė
telewizja	televizijos
telewizja	televizija
dania	danija
dania	danijoje
dania	danijos
hanna	hana
referendum	referendumo
referendum	referendumas
obrońców	gynėjų
spodenki	šortai
staw	tvenkinyje
grona	kekių
lotnictwo	aviacijos
lotnictwo	aviacija
historyczna	istorinis
historyczna	istorinė
historyczna	istoriniai
historyczna	istorinis
historyczna	istorinė
fanów	fanai
średniowiecza	viduramžių
parametry	parametrai
szósty	šeštoji
szósty	šešta
szósty	šeštasis
szósty	šeštosios
zagrożenie	pavojus
zagrożenie	grėsmė
zagrożenie	grėsmės
laura	laura
olga	olga
kpzr	tskp
popularna	dažniausi
godność	orumą
godność	orumo
godność	orumas
hamburg	hamburg
wiersz	linija
potrzeba	reikia
promień	pluošto
amsterdam	amsterdamo
jedności	vienybės
jedności	vienybė
prototyp	prototipas
opowieść	pasaka
opowieść	istorijos
opowieść	pasakojimas
opowieść	istorija
charakterystyki	apibūdinimas
amunicji	ginkluotės
dolne	dolnė
arnold	arnoldas
sprzęt	hardware
sprzęt	įrangos
sprzęt	įranga
ekipy	komandos
ekipy	komandas
ekipy	įgula
ekipy	įgulos
koszty	išlaidos
koszty	savikaina
abu	abu
wspólne	bendras
wspólne	dažni
powszechnej	universal
powszechnej	universalus
powszechnej	universaliųjų
dziewięciu	devyni
bomb	bombos
bomb	bombų
jurij	jurijus
jaskini	urvas
jaskini	olas
animowany	toon
animowany	animacinis
gwinei	gvinėja
łąki	pievų
łąki	pievos
łąki	pieva
komedii	komedija
val	val
sukcesu	sėkmė
sukcesu	sėkmės
parametrów	parametrai
monako	monako
wieczorem	vakaras
wieczorem	vakaro
wieczorem	vakare
ataków	išpuoliai
ataków	išpuolių
chemik	chemikas
oko	akies
oko	akių
oko	akis
oko	eye
georgia	gruzija
georgia	gruzijos
katolików	katalikai
artystyczne	meno
gestapo	gestapo
poprawione	patikslintas
joachim	joachim
alicja	alicja
alicja	alicija
alicja	alisa
ryzyko	pavojus
fide	fide
zamknięty	uždaryta
zamknięty	uždara
odwiedził	lankėsi
wanda	vanda
nogi	kojos
nogi	kojas
korona	karūna
grób	kapas
grób	kapo
perkusista	būgnininkas
archeologiczne	archeologijos
spoczynku	poilsio
instytucje	įstaiga
instytucje	institucija
garcía	garcía
wyjście	išėjimo
osobiste	asmeninis
prawdziwe	tikras
prawdziwe	tikros
prawdziwe	tikra
prawdziwe	tiesa
prawdziwe	tikra
regionalne	regionų
organ	institucija
dystrybucji	platinimas
dystrybucji	paskirstymo
dystrybucji	paskirstymas
dystrybucji	pasiskirstymas
porażki	gedimas
porażki	nesėkmė
porażki	nepakankamumas
porażki	gedimų
porażki	gedimai
porażki	nugalėti
kosmos	cosmos
kosmos	kosmos
