gsub	gsub
ivančna	ivančna
ionizacijski	ionizare
tisočletje	milenii
tisočletje	mileniu
tisočletje	millennium
tisočletje	mileniului
plače	salariu
plače	salariul
plače	salar
plače	salariile
plače	salarii
plače	salariile
plače	salarii
ocenjevanje	evaluarea
ocenjevanje	evaluare
ocenjevanje	evaluarea
ocenjevanje	evaluare
rex	rex
božo	bozo
komunistov	comunisti
nadvojvoda	arhiducele
astronomijo	astronomie
nachi	nachi
sergejevič	sergheievici
ciper	ciprul
ciper	cipru
roza	pink
roza	roz
diplomo	diploma
diplomo	diplomă
češkoslovaško	cehoslovacia
dodaten	suplimentar
dodaten	extra
konzul	consul
konzul	consulul
sten	pereți
sten	pereti
sten	ziduri
kapital	capitala
kapital	capitală
kapital	capital
eksplozija	explozia
eksplozija	explozie
vrtenje	rotire
vrtenje	rotație
banja	bania
ugotovitev	constatări
ugotovitev	constatările
ugotovitev	concluzii
ugotovitev	concluzia
ugotovitev	concluzie
glukoze	glucoză
naročila	comandat
naročila	ordonat
naročila	contractele
naročila	contracte
naročila	comanda
naročila	ordinea
naročila	comandă
naročila	ordine
naročila	ordin
naročila	ordine
naročila	ordinele
naročila	comenzi
objavljene	publicate
objavljene	publicat
objavljene	publicată
kleti	subsoluri
kleti	beci
kleti	subsolul
kleti	subsol
oblikovana	formulată
oblikovana	formulate
oblikovana	formulat
podružnice	ramuri
podružnice	crengi
podružnice	sucursale
podružnice	ramurile
karta	tichet
karta	bilet
karta	biletul
karta	cardul
karta	card
poslanstvo	misiunea
poslanstvo	misiune
amon	amon
lendava	lendava
venera	venus
kmetijski	agricol
kmetijski	agricole
budizem	budismul
kršitev	încălcare
kršitev	încălcare
kršitev	încălcarea
kršitev	violare
kršitev	încălcările
kršitev	încălcări
kršitev	încălcare
poskuse	experimentele
poskuse	experimente
ilija	ilia
ilija	ilija
pečat	sigiliu
pečat	focă
pečat	sigiliul
pečat	seal
irsko	irlandezi
irsko	irish
irsko	irlandez
irsko	irlandeză
irsko	irlanda
irsko	irlandei
spodbujanje	încurajări
spodbujanje	încurajare
spodbujanje	încurajarea
spodbujanje	stimulare
spodbujanje	stimularea
spodbujanje	promovarea
spodbujanje	promovare
spodbujanje	promovarea
spodbujanje	promovează
spodbujanje	promova
kmeta	agricultor
kmeta	farmer
kmeta	fermier
pripadala	aparținut
basist	basistul
katsuura	katsuura
pivo	bere
pivo	berea
pivo	beri
pivo	berile
vrtec	gradinita
hercegovine	herțegovina
hercegovine	herţegovina
absorbira	absorbind
absorbira	absoarbe
absorbira	absorb
absorbira	absorbi
absorbira	absoarbe
absorbira	absorbit
absorbira	absorbită
absorbira	absorbite
znamenja	mărci
znamenja	semne
znamenja	marks
znamenja	semnele
znamenja	semne
bratranec	vărul
bratranec	vere
bratranec	vere
organe	organe
organe	organele
lepote	frumusețe
lepote	frumusete
lepote	frumusețea
lauda	lauda
slovesno	solemn
slovesno	solemnă
slovesno	solemn
slovesno	inaugurat
zakonodajo	legislația
zakonodajo	legislație
caroline	caroline
soares	soares
raznolikost	diversitatea
raznolikost	diversitate
raznolikost	varietate
raznolikost	soi
raznolikost	varietatea
romantike	romantism
nogo	picior
nogo	picior
nogo	piciorul
lamborghini	lamborghini
sporna	contestată
sporna	contestat
sporna	controversate
sporna	controversat
sporna	controversată
skladišče	depozit
skladišče	depozitul
skladišče	antrepozit
skladišče	stocare
skladišče	depozitarea
skladišče	depozit
skladišče	depozitare
northrop	northrop
islamski	islamic
islamski	islamice
islamski	islamică
računalniška	calculator
računalniška	computer
računalniška	calculatorul
thomson	thomson
planete	planete
planete	planetelor
planete	planetele
vega	vega
posvečeno	dedicată
posvečeno	dedicate
posvečeno	dedicat
kotu	colțul
kotu	corner
kotu	colt
kotu	colț
profile	profile
profile	profiluri
profile	profilurile
basel	basel
enciklopedije	enciclopedii
gif	gif
ogrodje	cadrul
ogrodje	cadru
ogrodje	rama
ogrodje	ramă
prizore	scene
prizore	scenele
temeljna	fundamentală
temeljna	fundamentale
temeljna	fundamental
izrecno	explicit
izrecno	explicite
izrecno	explicit
izrecno	explicită
augustus	augustus
klubi	cluburile
klubi	cluburi
kalijev	potasiu
toledo	toledo
potrditev	confirmarea
potrditev	confirmare
potrditev	confirma
potrditev	confirmă
potrditev	confirmare
potrditev	confirm
potrditev	validarea
potrditev	validare
slapovi	cade
slapovi	falls
slapovi	cascade
rezidenca	resedinta
rezidenca	reședință
rezidenca	reședința
avstralijo	australiei
avstralijo	australia
uma	uma
baziliko	basilica
portugalsko	portughez
portugalsko	portugheza
portugalsko	portugheză
portugalsko	portugalia
strop	plafon
strop	tavan
strop	plafonul
hartmann	hartmann
hartmann	hartman
izdano	eliberat
izdano	emis
izdano	emisă
izdano	emise
označi	eticheta
označi	etichetă
označi	etichetează
označi	tag
označi	marcaj
označi	marcu
označi	marchează
označi	marca
označi	mark
spori	conflictele
spori	conflicte
spori	disputele
spori	litigii
spori	litigiile
spori	dispute
grace	har
grace	harul
grace	grace
grace	grație
digitalna	digitală
digitalna	digitale
digitalna	digital
serra	serra
zmanjšana	diminuat
zmanjšana	redus
zmanjšana	redusă
zmanjšana	reduse
zlo	malefic
zlo	răul
zlo	răutate
iowa	iowa
pearl	pearl
pearl	perla
pearl	perlă
centimetrov	inchi
centimetrov	inci
centimetrov	centimetri
aaron	aaron
gnezdo	cuib
gnezdo	cuibul
razdeljeni	împărțit
razdeljeni	divizat
razdeljeni	divizată
razdeljeni	distribuite
razdeljeni	distribuită
normandiji	normandia
vest	constiinta
amy	amy
grič	colina
grič	dealul
grič	hill
grič	deal
zdravilne	medicinale
zdravilne	medicamentoase
zdravilne	medicinal
koreji	coreea
astronomi	astronomii
clay	argilă
clay	lut
clay	clay
prvaki	campionii
prvaki	campioni
prvaki	campionilor
jude	jude
živec	nerv
živec	tupeu
fiat	fiat
magnetni	magnetic
magnetni	magnetică
magnetni	magnetice
sirije	siria
bdo	bdo
plastike	plastice
plastike	plastic
omejene	limited
omejene	limitate
omejene	limitat
omejene	limitată
duet	duet
duet	duo
slovaški	slovacă
slovaški	slovacia
obalna	coastă
afriški	africani
afriški	africană
afriški	africane
afriški	african
risbe	desene
risbe	desenele
vita	vita
fazah	etape
fazah	etapele
rolf	rolf
eksperimentalno	experimentală
eksperimentalno	experimentale
eksperimentalno	experimental
devica	fecioara
devica	fecioară
devica	fecioara
devica	virgină
devica	fecioară
devica	virgina
devica	virgin
negativen	negativă
negativen	negative
negativen	negativ
poceni	zgârcit
poceni	ieftin
poceni	ieftină
poceni	ieftine
bariton	bariton
pan	tigaie
pan	pan
samostanov	mănăstiri
ploščice	gresie
ploščice	plăci
glock	glock
scena	scena
scena	scenă
dietrich	dietrich
zadetek	eseu
zadetek	bingo
zadetek	scorul
zadetek	punctaj
zadetek	scor
zadetek	hit
zadetek	lovit
zadetek	loveste
bains	bains
fanta	baieti
fanta	băieți
magic	magice
magic	magie
magic	magic
magic	magică
magic	magia
drava	drava
vetrovi	vânturi
vetrovi	vânturile
ogromne	imensă
ogromne	imens
albrecht	albrecht
muslimanov	musulmani
muslimanov	musulmanii
muslimanov	musulmanilor
maine	maine
toplotno	termice
toplotno	termică
toplotno	termic
dos	dos
jensen	jensen
lindsay	lindsay
františek	františek
papi	papi
protitelesa	anticorpi
protitelesa	anticorpii
protitelesa	anticorpi
vrstice	randuri
vrstice	rânduri
vrstice	liniile
vrstice	linii
vrstice	replici
mehanika	mecanici
mehanika	mecanicii
mehanika	mecanica
mehanika	mecanică
mehanika	mecanic
narejeni	făcute
narejeni	made
narejeni	făcută
narejeni	făcut
mate	colega
mate	mate
osborne	osborne
junakov	heroes
junakov	eroilor
junakov	eroi
junakov	eroii
ozek	înguste
ozek	îngustă
ozek	restrânge
ozek	îngust
žalosti	tristete
težava	problemă
težava	problema
emily	emily
trdnost	putere
trdnost	puterea
trdnost	forta
trdnost	soliditatea
trdnost	duritate
izhod	ieșire
izhod	iesire
izhod	ieşirea
izhod	ieşire
izhod	ieșire
izhod	iesire
oslo	oslo
sled	traseu
sled	hering
sled	trace
sklop	adunare
sklop	asamblare
sklop	adunarea
sklop	strand
larrousse	larrousse
jun	jun
zimo	iarnă
zimo	iarna
sok	juice
sok	suc
sok	sucul
sok	sok
krovu	bord
krovu	tablă
vztrajno	persistente
vztrajno	persistentă
vztrajno	insistent
vztrajno	persistent
tps	tps
alge	algele
alge	alge
kovina	metale
kovina	metalul
kovina	metalic
kovina	metal
teka	apetit
teka	pofta
kilogramov	kilograme
kilogramov	kilograme
kilogramov	kilograme
peru	peru
izdaj	ediţii
izdaj	probleme
izdaj	aspecte
izdaj	chestiuni
miško	mouse
pričakovanja	așteptări
pričakovanja	așteptările
pričakovanja	așteptări
lidija	lidia
lidija	lydia
apple	mar
apple	mere
apple	măr
apple	apple
dubrovnik	dubrovnik
pripadnosti	aparținând
frančiškanski	franciscan
odgovori	răspuns
odgovori	răspunde
odgovori	raspunde
odgovori	răspuns
odgovori	răspunde
odgovori	răspunsuri
odgovori	raspunsuri
odgovori	răspunsurile
odgovori	răspunsuri
odgovori	răspunsurile
kroglo	glob
razkrije	dezvăluie
havilland	havilland
winter	iarnă
winter	iarna
bonifacij	boniface
pravilna	corectează
pravilna	corectă
pravilna	corecta
pravilna	corect
ustrezna	relevant
ustrezna	relevantă
ustrezna	relevante
ustrezna	adecvată
ustrezna	corespunzătoare
ustrezna	corespunzător
ustrezna	adecvat
ustrezna	adecvată
ustrezna	adecvate
ustrezna	adecvat
ustrezna	adecvată
ustrezna	adecvate
ustrezna	adecvat
začetno	inițială
začetno	iniţială
začetno	inițiale
začetno	initiala
začetno	inițial
maščevanje	răzbunare
maščevanje	răzbunarea
maščevanje	razbunare
maščevanje	răzbunare
maščevanje	răzbunarea
maščevanje	razbunare
maščevanje	răzbunare
maščevanje	represalii
reorganizacijo	reorganizarea
reorganizacijo	reorganizare
železov	feric
železov	feroase
železov	fier
železov	fierul
sierra	sierra
občutljivost	sensibilitate
občutljivost	sensibilitate
občutljivost	sensibilitatea
užival	bucurat
ribolov	pescuit
ribolov	pescuiesc
ribolov	pescuitul
blata	nămol
blata	noroi
blata	nămol
vatikan	vaticanul
vatikan	vaticanului
vatikan	vatican
vprašal	întrebat
vprašal	intrebat
vprašal	întrebată
messerschmitt	messerschmitt
kong	kong
enterprise	întreprindere
enterprise	întreprinderea
enterprise	enterprise
tomo	tomo
prepovedana	interzis
prepovedana	interzisă
prepovedana	interzise
prepovedana	interzis
prepovedana	interzisă
prepovedana	interzise
prepovedana	interzis
zadovoljen	mulțumit
zadovoljen	satisfăcut
zadovoljen	satisfăcută
oglaševanje	publicitatea
oglaševanje	reclamă
oglaševanje	publicitate
torre	torre
jabolko	mar
jabolko	mere
jabolko	măr
jabolko	apple
kal	kal
dosledno	consistent
dosledno	consecvent
dosledno	consistentă
dosledno	consistent
dosledno	consecvent
dosledno	consecventă
izračun	calcul
izračun	calculare
izračun	calcularea
izračun	calcule
izračun	calculul
odmerek	doza
odmerek	doză
odmerek	doza
odmerek	doză
odstavil	detroneze
digitalno	digitală
digitalno	digitale
digitalno	digital
kandidati	candidati
kandidati	candidați
kandidati	candidate
kandidati	solicitanți
receptorje	receptori
receptorje	receptorii
gmbh	gmbh
ubitih	ucis
ubitih	ucisă
ubitih	omorât
novica	ştiri
novica	stiri
novica	noutati
novica	știri
aretirali	arestată
aretirali	arestat
aplikacije	aplicații
aplikacije	cereri
aplikacije	aplicatii
aplikacije	aplicații
steza	urmări
steza	pista
steza	pistă
pepel	cenusa
pepel	cenușă
pepel	ash
pepel	cenușă
avstrijci	austrieci
gov	gov
litva	lituaniei
litva	lituania
iva	iva
kult	cult
kult	cultul
kult	sectă
nemec	german
nemec	germana
nemec	germană
latvija	letoniei
latvija	letonia
parametre	parametrii
parametre	parametri
gustave	gustave
okrožij	cartiere
okrožij	districtele
okrožij	districte
obdelava	procesarea
obdelava	procesare
obdelava	prelucrarea
obdelava	prelucrare
obdelava	tratamentul
obdelava	tratamentului
obdelava	tratament
jeklo	steel
jeklo	otel
jeklo	oțel
prisilno	fortat
prisilno	forțat
prisilno	forțată
oblaki	nori
oblaki	norilor
oblaki	norii
algebra	algebră
algebra	algebra
žarek	fascicul
